varga	eid	n_lemmas	glossed	candidates
AK-2.4	1127	4	1	1.1.3:1;1.5:1;2.3.4:1;3.4.2.1.3:1;4.2.6.2.2:1;4.3.1.1:1
AK-2.4	1128	3	1	1.3.1.3:1;1.5:1;1.5.5:1;1.6.1.1.1:1;2.1.1.1:1;2.1.1.5:1
AK-2.4	1129	4	1	2.5.6.1:3;3.2.2.3:3;7.2.2.4:3;8.1.4.2:3;8.5.2.4:3;1.1.1:2
AK-2.4	1130	4	1	1.1.1:3;1.5.5:3;4.2.3.3:3;8.4.1.2.3:3;1.5.1:2;2.1.8.1:2
AK-2.4	1131	2	1	1.5.1:1;2:1;4.6.2:1
AK-2.4	1132	2	1	1.5.1:2;1.2.2.3:1;1.5:1;1.5.3:1;1.6.1.1.3:1;1.6.2.1:1
AK-2.4	1133	11	1	1.5.5:7;1.6.2:5;8.1:5;1.2.3.1:4;2.5.7.2:4;8.2:4
AK-2.4	1134	1	0	
AK-2.4	1135	3	1	1.5.1:3;1.5.5:3;2.6.3.4:3;5.3.6:3;1.5:2;2.4.1:2
AK-2.4	1136	6	1	1.5.5:8;4.8.3.7:8;1.2.1.5:5;2.1.6:4;2.5.3:4;3.4:4
AK-2.4	1137	8	1	1.6.1:2;1.1.3.5:1;1.6.3.1:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1
AK-2.4	1138	7	1	1.5:2;1.5.3:2;1.5.5:2;2.1.4:2;5.2.3.1.1:2;6.2.3:2
AK-2.4	1139	12	1	1.5.5:6;4.8.3.7:4;8.6:4;2.5.3:3;2.6.4.3:3;3.6.2:3
AK-2.4	1140	12	1	1.6.1.1.2:2;2.5.3:2;2.6.4.2:2;3.4.2.1:2;8.2.1:2;8.2.2.3:2
AK-2.4	1141	4	1	4.1:2;4.1.1:2;1.5:1;1.5.3:1;2.6.4.2:1;2.6.5.1:1
AK-2.4	1142	6	1	7.2.4.1.1:5;1.5.3:4;8.6:4;1.5.5:3;5.2.3.1.1:3;6.7.5:3
AK-2.4	1143	11	1	4.1.2:5;2.6.4.1:3;2.6.4.2:3;3.1:3;4.2.3:3;4.3:3
AK-2.4	1144	3	1	8.4.5.1.1:2;1.3.2:1;1.3.2.1:1;1.5.6:1;1.6.4.1:1;2.1.5:1
AK-2.4	1145	3	1	1.5.3:2;1.2.1.1:1;1.5:1;1.5.5:1;1.5.6:1;2.1.1.3:1
AK-2.4	1146	3	1	
AK-2.4	1147	2	1	1.5.5:2;5.2.3.4:2;1.5.3:1;1.5.6:1;1.6.1.3.1:1;2.1.1.2:1
AK-2.4	1148	3	1	1.3:2;1.5.3:2;1.1.3.3:1;1.2.3:1;1.3.1:1;1.3.2.2:1
AK-2.4	1149	4	1	8.2.1:2;9.1.2.6:2;2.1.1.1:1;2.1.1.4:1;2.1.4:1;2.1.5:1
AK-2.4	1150	6	1	1.5.5:3;7.5:3;1.1.1.3:2;2.3.3:2;2.5.3:2;2.5.6.1:2
AK-2.4	1151	3	1	9:3;1.1.1:1;1.1.1.3:1;1.1.3.3:1;1.2.1.6:1;1.5:1
AK-2.4	1152	2	1	1.3.3:1;1.5:1;1.6.1:1;1.6.1.1.3:1;1.6.1.9:1;1.6.7:1
AK-2.4	1153	3	1	1.5.3:2;2.5:2;1.2.1.1:1;1.5:1;1.5.1:1;1.5.5:1
AK-2.4	1154	3	1	1.5.3:2;1.5.5:2;1.5.6:2;5.2.3.4:2;1.2.1.1:1;1.5:1
AK-2.4	1155	1	0	
AK-2.4	1156	2	1	1.6.2:4;1.2.1.1:2;1.5.5:2;1.6.4.1:2;3.4.1.1:2;7.3.8:2
AK-2.4	1157	2	1	1.5.3:3;1.5:2;2.1.4:2;5.3.6:2;1.1:1;1.2.1.1:1
AK-2.4	1158	2	1	2.1.1.1:3;1.5.1:2;1.5.5:2;6.9.2:2;1.1.3.3:1;1.2.3:1
AK-2.4	1159	4	1	1.6.2:3;1.2.1.1:2;1.5.5:2;7.3.8:2;1.1.1.3:1;1.1.2.1:1
AK-2.4	1160	5	1	1.5.3:3;2.1.1.1:2;2.4.4:2;4.6.7.1:2;1.1.3.1:1;1.1.3.3:1
AK-2.4	1161	5	1	4.8.3.1:4;4.8.3.2:4;1.5.5:3;4.8.3.7:3;7.3.1.1:3;8.3.1.1:3
AK-2.4	1162	4	1	2.6.4.2:2;8.4.6.5.1:2;1.5.3:1;1.5.5:1;1.6:1;1.6.1:1
AK-2.4	1163	3	1	4.6.2:3;1.3.1.5:2;1.5.5:2;4.1.4:2;4.6.7:2;4.6.7.1:2
AK-2.4	1164	4	1	1.5.5:2;1.1.3:1;1.2.2.1:1;1.5:1;1.5.6:1;2.3.2.3:1
AK-2.4	1165	3	1	2.1.4:4;1.1:2;4.1.2:2;4.1.9.9:2;4.2.6.1.2:2;8.3.1.3.1:2
AK-2.4	1166	5	1	1.5.5:2;1.2.1.6:1;1.5.2:1;1.5.3:1;3.2.3:1;3.2.3.1:1
AK-2.4	1167	5	1	4.2.1:3;7.2.5.4:3;8.1.3.1:3;1.3.1.3:2;1.3.2.1:2;1.3.2.2:2
AK-2.4	1168	2	1	1.5.3:1;1.5.5:1;1.6.2:1;2.1.3.1:1;4.2.6.1.1:1;6.1.1:1
AK-2.4	1169	4	1	1.5.5:3;1.5:2;1.5.3:2;1.5.6:2;8:2;8.3.3.1.1:2
AK-2.4	1170	1	0	
AK-2.4	1171	4	1	1.5.3:1;1.5.5:1;1.5.6:1;3.2.5.4:1;4.8.3.4:1;5.2.3:1
AK-2.4	1172	3	1	1.5.3:2;1.1.1.1:1;1.6.3.1:1;2.1.1.1:1;2.1.1.2:1;2.1.1.5:1
AK-2.4	1173	4	1	1.5.3:2;4.1.9.1.2:2;1.1.1.3:1;1.2:1;1.2.1:1;1.2.2.1:1
AK-2.4	1174	1	1	1.5.3:1;2.1.1.5:1;4.1.2:1;4.1.9.9:1;4.4.3.2:1;5.4.4:1
AK-2.4	1175	5	1	1.5.5:4;1.5:3;1.5.3:3;2.1.1.1:3;4.8.3.7:3;6.7.8:3
AK-2.4	1176	3	1	2.1.4:4;1.5.3:3;2.5:3;8.3.1.3.1:3;8.3.1.4:3;1.1.3:2
AK-2.4	1177	2	1	1.2.3.2:1;1.5:1;1.5.1:1;1.5.3:1;5.6:1;5.6.2:1
AK-2.4	1178	2	1	8.5.1.2.2:2;8.6.5:2;1.5.1:1;1.5.3:1;1.5.5:1;1.6.2:1
AK-2.4	1179	3	1	2.1.4:2;1.2.1.1:1;1.5:1;1.5.3:1;1.5.5:1;1.5.6:1
AK-2.4	1180	3	1	2.6.4.5:3;2.6.5.2:3;3.5.4.5:3;4.6.7.1:3;1.1.1:2;1.2:2
AK-2.4	1181	2	1	1.1.1.3:2;1.3.6:2;2.1.1:2;3.2.1.1:2;6.5.1:2;1.1:1
AK-2.4	1182	1	1	1.5.3:2;2.1.4:2;1.2.1.1:1;1.5:1;1.5.5:1;1.5.6:1
AK-2.4	1183	1	1	1.2.1.1:1;1.5:1;1.5.3:1;1.5.5:1;1.5.6:1;2.1.1.5:1
AK-2.4	1184	5	1	2.5.2:2;2.6.2.3:2;5.2.1.5:2;6.1.1:2;8.1.6.1:2;8.3.3.3.4:2
AK-2.4	1185	2	1	
AK-2.4	1186	1	1	1.5.3:2;2.1.4:2;1.2.1.1:1;1.5:1;1.5.5:1;1.5.6:1
AK-2.4	1187	2	1	4.1:2;4.1.1:2;4.1.2:2;1.2.1.1:1;1.5:1;1.5.3:1
AK-2.4	1188	2	1	1.5.3:2;1.2.1.1:1;1.5:1;1.5.5:1;1.5.6:1;2.1.4:1
AK-2.4	1189	1	1	1.2.1.1:2;1.5:2;1.5.3:2;1.5.5:2;1.5.6:2;2.1.4:2
AK-2.4	1190	5	1	1.2.2.3:1;1.5.1:1;1.5.5:1;2.1.1.4:1;2.3.2.3:1;2.5.2.3:1
AK-2.4	1191	3	1	1.5:3;1.5.5:2;2.1.1.1:2;1.1.3.3:1;1.2.1.6:1;1.2.1.7:1
AK-2.4	1192	7	1	4.3.5.5:4;1.5.5:2;1.5.6:2;2.1.1.1:2;2.6.1.5:2;2.6.2.2:2
AK-2.4	1193	1	1	
AK-2.4	1194	4	1	1.5.1:2;1.5.5:2;1.6.2:2;2.1.6:2;2.5.7.2:2;5.4.1:2
AK-2.4	1195	5	1	1.5.3:3;2.3.1:3;4.3:3;1.1:2;1.1.2:2;1.1.3.1:2
AK-2.4	1196	3	1	4.3.1:1;4.9.3.1:1;4.9.5.1:1;4.9.5.8:1;4.9.8.2:1
AK-2.4	1197	1	1	
AK-2.4	1198	3	1	3.2.2:2;3.5.7.3:2;3.6:2;6.6.5.1:2;1.2.1.3:1;1.6.1.3.1:1
AK-2.4	1199	7	1	7.2.2.8:5;4.8.3.7:4;1.5.5:3;6.4.1:3;7.1.9:3;1.5:2
AK-2.4	1200	2	1	1.6:1;1.6.1:1;1.6.1.1:1;1.6.1.1.2:1;1.6.1.1.3:1;2.1.3.2:1
AK-2.4	1201	5	1	2.3.3:3;1.1.3:2;2.3.2.3:2;3.2.5.1:2;4.9.7.1:2;1.1.1:1
AK-2.4	1202	4	1	1.3.1.3:1;1.5.3:1;1.5.5:1;2.1.1.1:1;2.1.1.5:1;2.1.3.3:1
AK-2.4	1203	9	1	1.5:1;1.5.3:1;1.5.5:1;1.6.2:1;2.1.1.2:1;2.2.8:1
AK-2.4	1204	10	1	1.5.3:5;1.5.5:5;1.5:4;4.9.2:3;6.2.1.4.1:3;1.6.4.1:2
AK-2.4	1205	10	1	8.4.5.1:3;8.4.5.1.1:3;1.1.3:2;7.5:2;7.5.5:2;1.1.2:1
AK-2.4	1206	8	1	2.3.3:5;2.1.1.3:3;2.3.4:3;9.4.4.6.3:3;1.1:2;1.4.2:2
AK-2.4	1207	9	1	1.1.3.2:1;1.1.3.3:1;1.5:1;1.6.1.1.1:1;2.1.1.1:1;2.3.1:1
AK-2.4	1208	10	1	7.5.3:4;2.1.8.1:3;8.2.2:3;8.2.8:3;1.5.3:2;2.3.2.3:2
AK-2.4	1209	8	1	1.3.1.3:1;1.6.1.2:1;1.6.7:1;2.5.7.2:1;2.6.3:1;2.6.6:1
AK-2.4	1210	9	1	1.5.3:3;2.5.3:2;5.2.3:2;1.1.1.3:1;1.1.3.4:1;1.5:1
AK-2.4	1211	9	1	1.3.1.3:1;1.5:1;1.5.1:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1
AK-2.4	1212	10	1	1.6.4.1:2;1.1.1.3:1;1.2:1;1.2.1:1;1.2.1.6:1;1.2.2.1:1
AK-2.4	1213	9	1	1.2.1.5:2;6.6.7.2:2;7.8.6:2;1.3.2.2:1;1.3.2.5:1;1.6.2:1
AK-2.4	1214	10	1	1.6.1.7:3;1.2.1.1:2;1.6.4.1:2;4.2.3:2;4.3.1.1:2;8.1:2
AK-2.4	1215	11	1	8.2.5.1:5;1.5:2;1.5.3:2;1.5.5:2;2.1.8:2;3.2.5.2:2
AK-2.4	1216	8	1	1.1.1.1:2;1.1.1.3:1;2.1.8.1:1;2.3.2.3:1;2.4.4:1;4.2.3:1
AK-2.4	1217	10	1	1.5.3:6;1.2.1.5:4;8.3.2.5:4;1.5:3;1.5.5:3;2.1.4:3
AK-2.4	1218	5	1	1.5:1;1.5.3:1;1.5.5:1;1.5.6:1;3.2.5.4:1;4.8.3.4:1
AK-2.4	1219	2	0	
AK-2.4	1220	3	1	2.1.4:2;2.3.2.3:2;4.1.2:2;4.1.9.9:2;4.8.3.7:2;5.4.3.3:2
AK-2.4	1221	7	1	1.6.1.1.3:2;1.6.2:2;3.6.7:2;6.3.1:2;6.3.1.1:2;7.7.7:2
AK-2.4	1222	8	1	1.5.3:4;2.1.4:4;1.5.5:3;5.4.3.3:3;1.5.6:2;2.1.5:2
AK-2.4	1223	2	1	7.5.3:1;8.1.3.3:1;8.3.3.3.7:1;8.3.5:1
AK-2.4	1224	10	1	1.3.1.3:2;1.3.2.1:1;1.3.2.2:1;1.5.3:1;1.6.1.1.2:1;2.1.1.1:1
AK-2.4	1225	7	1	1.2.2.2:1;1.2.3.1:1;1.3.3:1;1.5.6:1;2.2:1;2.6.3.2:1
AK-2.4	1226	5	1	1.5.3:3;1.6.3.1:2;2.1.1.5:2;1.3.1.3:1;1.5.5:1;1.6.1.2:1
AK-2.4	1227	1	1	1.5:2;2.1.4:2;1.2.1.1:1;1.5.3:1;1.5.5:1;1.5.6:1
AK-2.4	1228	8	1	1.6.1.1.2:2;1.6.7:2;1.6:1;1.6.1:1;1.6.1.1:1;1.6.1.5:1
AK-2.4	1229	4	1	1.1:1;1.1.1:1;1.1.3.2:1;1.5:1;2.1.4:1;2.1.5:1
AK-2.4	1230	5	1	4.8.3.7:3;6.7.8:2;1.2.1.5:1;1.2.2.2:1;1.5.5:1;2.3.2.3:1
AK-2.4	1231	6	1	1.5.3:5;5.2.3.1.1:2;1.5.1:1;1.5.5:1;5.2.1.2.3:1;5.2.3:1
AK-2.4	1232	6	1	1.5.1:1;1.5.3:1;1.5.5:1;2.1.6:1;2.5.7.2:1;2.6.4.2:1
AK-2.4	1233	6	1	1.5.3:4;1.5.5:4;5.2.3.1.1:3;1.5.6:2;5.2.3:2;5.2.3.4:2
AK-2.4	1234	2	1	1.5:1;2.6.2.2:1;3.3.2:1;3.4.1.1:1;3.4.1.4.4:1;3.5.3.1:1
AK-2.4	1235	2	1	
AK-2.4	1236	5	1	6.2.1.4.1:4;1.5.3:3;1.5:2;1.5.5:2;5.2.3.1.2:2;1.2.2.1:1
AK-2.4	1237	7	1	2.1.4:4;4.1.2:3;4.1.9.9:3;1.3.1.3:2;2.1.1.5:2;8.3.3.3.4:2
AK-2.4	1238	7	1	2.6.4.3:3;3.6.2:3;1.5.5:2;2.4:2;2.6.4.2:2;4.1.2:2
AK-2.4	1239	4	1	1.5.3:3;5.2.3.4:3;1.5.5:2;2.3.3:2;5.2.3.3.1:2;1.2.3.1:1
AK-2.4	1240	5	1	2.1.1.1:2;2.1.4:2;2.5.3:2;8.3.7.8.2:2;1.1.1.1:1;1.2.2.1:1
AK-2.4	1241	3	1	
AK-2.4	1242	4	1	1.1.1.1:3;8.4.1:2;8.4.1.4:2;1.1.1.3:1;1.3.1.3:1;1.5:1
AK-2.4	1243	5	1	1.6.1.2:2;1.6.7:2;1.2.1.5:1;1.5.3:1;1.5.5:1;2.1.8.2:1
AK-2.4	1244	5	1	2.6.4.3:4;2.6.4.2:3;3.6.2:3;8.3.1:3;1.2.1:2;1.6.4.1:2
AK-2.4	1245	4	1	9.1.2:4;2.5.3:3;2.5.6.1:3;4.8.2.3:3;6.1.3.2:3;7.4.3:3
AK-2.4	1246	2	1	2.5.6.1:4;9.3.1.3:4;3.2.2.3:3;4.8.3:3;8.1.4.2:3;8.2:3
AK-2.4	1247	6	1	1.5.3:5;1.6.1.1.3:2;1.6.2:2;2.1.1.1:2;2.5.3:2;4.6.7.1:2
AK-2.4	1248	3	1	1.5.3:3;1.2:2;1.5:2;1.5.5:2;1.7:2;3.2.3.2:2
AK-2.4	1249	5	1	1.5:1;1.5.5:1;1.6.1.1.2:1;1.6.2.1:1;1.6.3.1:1;1.6.7:1
AK-2.4	1250	9	1	1.5.3:3;4.2.3:2;1.5:1;1.5.1:1;1.6.1.3.1:1;2.1.2:1
AK-2.4	1251	5	1	4.3:2;1.1.1.3:1;1.2:1;1.2.1:1;1.2.2.1:1;1.3.1.3:1
AK-2.4	1252	4	1	1.1.1.3:1;1.2:1;1.2.1:1;1.2.1.6:1;1.2.2.1:1;1.2.3:1
AK-2.4	1253	1	1	1.2.1.6:2;1.5.3:2;1.5:1;1.5.2:1;1.6.1:1;1.7.1:1
AK-2.4	1254	3	1	1.6.4.1:2;2.2.8:2;2.3.1:2;7.5.1:2;7.5.7:2;1.2.1.1:1
AK-2.4	1255	4	1	
AK-2.4	1256	2	1	1.6.1.7:1;1.6.4.1:1;2.6.4.1:1;7.2.1.1:1;7.2.1.1.2:1;7.2.1.2.1:1
AK-2.4	1257	1	0	
AK-2.4	1258	3	1	1.1:1;1.1.1.1:1;1.2.1.5:1;1.2.2:1;1.5.3:1;1.5.5:1
AK-2.4	1259	2	1	1.5:1;6.2.3:1;6.5.1:1;6.9:1
AK-2.4	1260	2	1	1.5:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1;3.2.1.2:1;3.2.4:1
AK-2.4	1261	2	1	2.1.4:1;2.1.5:1;2.5.6:1;4.1.2:1;4.1.9.9:1;5.4.3.3:1
AK-2.4	1262	2	0	
AK-2.4	1263	2	1	1.6.1.3.2:1;2.1.7:1;4.1.9:1;6.5.1.1:1;6.9:1;7.2.1.6:1
AK-2.4	1264	2	1	1.6.2:2;2.5.3:2;1.2.1.6:1;1.5:1;1.5.1:1;1.5.2:1
AK-2.4	1265	2	1	1.3.1.3:1
AK-2.4	1266	3	1	
AK-2.4	1267	6	1	2.3.3:2;2.3.4:2;3.1:2;4.1.9.9:2;4.2.1.4:2;6.3.1.1:2
AK-2.4	1268	5	1	2.3.4:3;5.4.5:2;1.1.1.1:1;1.1.1.3:1;1.2.2.1:1;1.2.2.2:1
AK-2.4	1269	4	1	1.2.2.5:1;1.5.1:1;1.5.3:1;1.5.5:1;3.2.6:1;4.3.1:1
AK-2.4	1270	5	1	1.1.1:2;1.1.1.1:2;4.6.2:2;4.6.7:2;4.6.7.1:2;8.3.3:2
AK-2.4	1271	5	1	1.5.3:4;8.2:4;4.2.1.7:3;5.2.1.5:3;7.4.4:3;8.1.3.1:3
AK-2.4	1272	5	1	1.5:1;2.1.1.1:1;2.1.8.1:1;2.2:1;2.3.1:1;2.3.1.2:1
AK-2.4	1273	8	1	1.1.3:2;1.1.3.6:2;1.1.2:1;1.1.3.3:1;1.2.3.1:1;1.3:1
AK-2.4	1274	4	1	2.1.4:2;4.8.3.7:2;5.5:2;6.1.2.4.3:2;7.2.1.2:2;7.3.1.1:2
AK-2.4	1275	5	1	1.5.3:3;8.2.5.1:3;8.2:2;8.2.2:2;8.2.5:2;8.2.8:2
AK-2.4	1276	5	1	1.5.3:3;8.1.3.2:2;8.1.6.1:2;8.1.6.2:2;8.2.1:2;9.1.2.6:2
AK-2.4	1277	6	1	2.5.2:7;1.1:3;1.5.5:3;2.1.1.1:3;2.1.4:3;2.5.2.2:3
AK-2.4	1278	3	1	1.1.3.1:1;1.1.3.3:1;1.2.2.5:1;1.3.2.3:1;1.6.3:1;2.1.1.5:1
AK-2.4	1279	7	1	1.1:1;1.1.1.3:1;1.1.3.1:1;1.2:1;1.2.1:1;1.2.2.1:1
AK-2.4	1280	2	1	1.5.3:2;1.3.1.3:1;1.5.5:1;2.1.1.5:1;2.1.3.3:1;2.1.5:1
AK-2.4	1281	6	1	1.5.5:4;1.3.1.5:3;1.5.1:2;1.6.4.1:2;2.1.1.1:2;2.1.3.1:2
AK-2.4	1282	6	1	2.5.6.1:3;2.3.4:2;2.3.5:2;2.5.7:2;3.1:2;3.3.1.6:2
AK-2.4	1283	4	1	1.5.5:3;2.1.3.3:3;6.2.1.4.2:3;1.6.2:2;6.7.5:2;7.3.4.1:2
AK-2.4	1284	5	1	2.3.4:2;3.1:2;4.1.2:2;1.2.1.5:1;1.2.2:1;1.5.5:1
AK-2.4	1285	4	1	1.4:1;1.5:1;1.5.3:1;2.1.3.1:1;2.1.4:1;2.3.1:1
AK-2.4	1286	5	1	2.1.3.3:7;1.5.5:5;1.6.2:5;2.1.6:5;1.6.1.9:4;1.6.2.4:4
AK-2.4	1287	6	1	1.2.2.1:4;1.2.1:2;1.3.1.5:2;1.6.4.1:2;2.3.2.3:2;4.6.7:2
AK-2.4	1288	8	1	1.5:2;2.1.1.1:2;6.3.1.1:2;6.5.3:2;9.1.2.6:2;1.1.1.2:1
AK-2.4	1289	5	1	1.5.3:2;1.5.1:1;1.6.1.1.2:1;1.6.1.2:1;2.3.4:1;3.1:1
AK-2.4	1290	10	1	1.5.5:3;1.6.1.2:3;1.6.3:3;2.1.1.1:3;4.8.3.7:3;4.9.2:3
AK-2.4	1291	6	1	1.5.3:3;2.1.5:2;4.2.3.3:2;4.2.6.2:2;8.1.3.2:2;8.3.3.3.4:2
AK-2.4	1292	6	1	1.5.5:3;1.5.1:2;1.6.1.7:2;2.1.4:2;8.2:2;8.2.5.1:2
AK-2.4	1293	4	1	1.2.2.4:1;4.2.8:1;5.2.1.4:1;5.2.3.3.2:1;8.3.7.8.4:1
AK-2.4	1294	1	1	4.4.4.4:1;8.1.4:1;8.4.5.2:1;8.4.6.1:1;8.5.1.3.1:1;9.6.1.5.1:1
AK-2.4	1295	2	1	1.2.2.3:1;1.2.2.4:1;5.6.4:1;6.6.2.3:1
AK-2.4	1296	5	1	1.6.4.1:2;4.8.3.7:2;7.3.1.1:2;8.3.3.1.1:2;1.1.1.3:1;1.2:1
AK-2.4	1297	5	1	
AK-2.4	1298	4	1	4.1:2;4.1.1:2;1.5:1;1.5.3:1;2.6.4.2:1;2.6.5.1:1
AK-2.4	1299	4	1	1.5:2;2.1.4:2;1.2.1.1:1;1.5.3:1;1.5.5:1;1.5.6:1
AK-2.4	1300	4	1	1.5:1;1.5.1:1;6.2.3:1;6.5.1:1;6.9:1
AK-2.4	1301	4	1	1.2.3:1;1.5.3:1;2.1.1.4:1;2.3.3:1;2.5.2.2:1;2.5.3:1
AK-2.4	1302	5	1	1.1:1;1.2.2.1:1;1.5:1;1.5.3:1;1.6.1.7:1;1.6.4.1:1
AK-2.4	1303	4	1	1.5:1;1.5.1:1;2.1.2:1;5.3.6:1;6.2.3:1;6.5.1:1
AK-2.4	1304	5	1	1.5.3:2;8.3.3.3.4:2;1.2.1.6:1;1.5:1;1.5.1:1;1.5.5:1
AK-2.4	1305	4	1	1.5.3:3;1.5.5:2;4.7.4:2;5.2.3:2;5.2.3.4:2;6.6.7:2
AK-2.4	1306	4	1	1.5:2;1.3.1.3:1;1.5.1:1;1.5.3:1;2.3:1;2.3.5:1
AK-2.4	1307	5	1	1.4:2;1.5:2;4.2.3.5:2;4.8.3.7:2;1.1.1.3:1;1.2:1
AK-2.4	1308	5	1	1.2.1.1:5;1.5.5:5;1.6.2:4;2.1.1.5:4;4.8.3.7:4;8.6.2:4
AK-2.4	1309	3	1	1.5.3:1
AK-2.4	1310	5	1	1.2.3.2:1;1.5:1;1.5.1:1;1.5.3:1;5.6:1;5.6.2:1
AK-2.4	1311	3	1	1.5.3:3;4.1:2;4.1.1:2;1.5:1;2.6.4.2:1;2.6.5.1:1
AK-2.4	1312	5	1	2.6.5.1:2;4.9.7.1:2;1.2.3.2:1;1.5:1;2.6.3.1:1;3.3.4.1:1
AK-2.4	1313	4	1	1.3.1.3:1;1.5.3:1;1.5.5:1;2.1.1.1:1;2.1.1.5:1;2.1.3.3:1
AK-2.4	1314	4	1	7.3.1.1:3;8.2.5.1:3;1.1.3.3:2;1.5.3:2;1.5.5:2;1.6.2:2
AK-2.4	1315	5	1	1.5.3:2;1.2.1.6:1;1.2.1.7:1;1.5.1:1;1.5.2:1;3.3.1.4:1
AK-2.4	1316	5	1	1.2.2.3:3;2.1.4:3;4.1.2:3;8.3.3.3:3;8.3.3.3.4:3;1.5.5:2
AK-2.4	1317	6	1	1.5.1:1;1.5.3:1;1.6.1.9:1;2.5.2.2:1;2.5.7:1;2.5.7.2:1
AK-2.4	1318	2	1	1.5.3:3;5.2.3.1.5:2
AK-2.4	1319	2	1	1.3.3:1;1.5.3:1;1.5.6:1;4.6.7.2:1;4.9.5.8:1;5.2.3.1.5:1
AK-2.4	1320	6	1	1.5.3:6;2.1.5:3;2.5.7.2:3;2.1.4:2;2.5.3:2;2.5.6.1:2
AK-2.4	1321	2	1	1.2.1.2:1;1.5:1;1.5.3:1;1.6.1.1.2:1;1.6.1.1.3:1;2.4.2:1
AK-2.4	1322	2	1	
AK-2.4	1323	4	1	8.3.4.1:3;1.1.3:2;2.5.2:2;3.4.1.2.2:2;4.1.6.1:2;4.3.6:2
AK-2.4	1324	5	1	1.5.5:3;4.8.3.7:3;8.3.1.5:3;8.6:3;1.1.3.6:2;1.5:2
AK-2.4	1325	4	1	1.1.3.3:3;1.2.3:2;1.5.5:2;1.5.6:2;2.1.1.1:2;4.2.3:2
AK-2.4	1326	4	1	1.6.7:3;1.6:2;1.6.1:2;1.6.1.1:2;1.6.1.1.3:2;4.7.9.5:2
AK-2.4	1327	2	1	1.3.1.3:1;1.5.5:1;1.6.1.7:1;4.2.1.7:1;5.2.2.8:1;6.4.4:1
AK-2.4	1328	2	1	1.5:1;1.6.1.2:1;1.6.4.3:1;3.5.1.7.3:1;6.2.3:1;6.3.6.1:1
AK-2.4	1329	7	1	1.5.3:3;1.5:2;1.5.5:2;6.2.1.4.2:2;1.2.1.1:1;1.5.6:1
AK-2.4	1330	5	1	1.5.1:1;3.5.9.5:1;4.2.3:1;4.2.3.1:1
AK-2.4	1331	6	1	1.1:2;2.1.4:2;2.1.5:2;2.3.1.6:2;2.5.6:2;8.3.3.2:2
AK-2.4	1332	5	1	1.5.5:3;6.2.1.4.2:2;6.2.1.5.2:2;1.2.2.3:1;2.1.1.1:1;2.3.1:1
AK-2.4	1333	3	1	1.5.5:2;1.5:1;1.5.3:1;1.5.6:1;2.1.1.1:1;2.3.1:1
AK-2.4	1334	4	1	3.2.1.3:4;1.5.5:3;2.3.3:3;2.5.3:3;2.5.6.1:3;3.4.1.1.1:3
AK-2.4	1335	2	1	1.5.5:2;1.5.3:1;1.5.6:1;3.2.5.4:1;4.8.3.4:1;5.2.3:1
AK-2.4	1336	2	1	2.1.1.1:2;1.1.3.3:1;1.2.1.7:1;1.2.3:1;1.3:1;1.3.1:1
AK-2.4	1337	2	1	1.5.3:1;1.5.5:1;2.3.3:1;2.6.3.1:1;2.6.5.1:1;3.4.2.1.8:1
AK-2.4	1338	2	1	1.5.3:1;1.5.5:1;2.6.4.1.1:1;5.2.1.4:1;5.2.3.1.3:1;6.7.7:1
AK-2.4	1339	3	1	1.5.3:2;1.6.1.3.1:1;2.5.4.3:1;2.5.6:1;3.5.6:1;3.5.6.1:1
AK-2.4	1340	2	1	1.5.3:1;1.6.1:1;2.6.1.5:1;2.6.2:1;3.4.1.1.3:1;4.3.3:1
AK-2.4	1341	3	1	1.5.3:2;1.5.5:2;3.5.3.1:2;4.2.5:2;5.2.1.5:2;6.5.2:2
AK-2.4	1342	2	1	1.5.3:2;1.1.1.3:1;1.2:1;1.2.1:1;1.2.2.1:1;1.3.1.5:1
AK-2.4	1343	5	1	1.1.1.2:1;1.1.1.3:1;1.2:1;1.2.1:1;1.2.2.1:1;1.3.1.5:1
AK-2.4	1344	6	1	1.5.3:3;1.5.5:2;1.6.3.1:2;1.6.4.1:2;2.1.1.5:2;2.1.4:2
AK-2.4	1345	4	1	1.5.3:6;1.5:2;1.5.5:2;2.1.1.1:2;2.1.4:2;5.3.6:2
AK-2.4	1346	4	1	1.5.3:3;1.5:1;1.6.2.2:1;2.5.3.2:1;2.5.8:1;2.6.6.1:1
AK-2.4	1347	2	1	
AK-2.4	1348	3	1	3.3.1.1:2;4.3.2.3:2;6.1.2.2:2;9.1.2:2;1.6.3.1:1;1.6.6:1
AK-2.4	1349	10	1	1.5.3:5;1.5.5:4;6.5.3:4;2.3.2.2:3;4.2.3.5:3;6.6.3.2:3
AK-2.4	1350	1	1	1.1.3.1:2;1.6.4.3:2;2.3.2.3:2;1.1.1.3:1;1.2.1.5:1;1.3.1.3:1
AK-2.4	1351	3	1	1.5.5:7;8.1.6.1:6;8.6:6;3.5.3.1:4;4.2.5:4;6.5.2:4
AK-2.4	1352	3	1	4.8.3.7:3;1.5.3:2;1.5.5:2;4.3.1.1:2;6.4.1:2;6.4.5:2
