varga	eid	n_lemmas	glossed	candidates
AK-3.1	3222	2	1	2.5.1.1:1;3.2.1.3:1;7.2.1.2:1;8.4.8.1:1;9.1.2.6:1
AK-3.1	3223	2	1	2.5.3:2;1.1.3.4:1;1.6.1.7:1;1.6.2.4:1;1.6.4:1;2.3.5:1
AK-3.1	3224	2	1	2.3.5:1;2.5.6.1:1;3.3.2.4:1;3.3.4.3:1;3.3.4.5:1;3.4.2.1:1
AK-3.1	3225	4	1	8.3.5.2.6:3;8.5.2.2:3;2.5.3:2;3.5.1.3:2;4.2.6.1:2;4.3.4.2.1:2
AK-3.1	3226	2	1	2.1.3.1:2;3.4.1.1:2;4.2.2.2:2;4.8.3.7:2;8.5.2.3:2;1.1.3:1
AK-3.1	3227	2	1	1.1.3.1:3;3.2.1.1:3;8.4.5.1:3;8.4.5.1.1:3;8.5.2.8:3;2.3.1:2
AK-3.1	3228	2	1	8.1.8:3;4.2.1:2;4.2.1.7:2;7.2.5.4:2;7.5.1:2;1.1:1
AK-3.1	3229	2	1	1.2.1.5:3;1.2.1.6:3;8.2.6.5:3;1.5:2;2.1.1.1:2;2.1.4:2
AK-3.1	3230	3	1	2.1.1.1:1;2.3.1:1;2.3.1.2:1;3.2.1.2:1;3.2.4:1;4.2.1.4:1
AK-3.1	3231	2	1	1.2.2.3:1;5.6.4:1;6.6.2.3:1
AK-3.1	3232	3	1	
AK-3.1	3233	3	1	1.2.3.3:2;1.3.2.1:2;1.5.6:2;2.5.2:2;2.5.2.2:2;2.6.5.1:2
AK-3.1	3234	2	1	1.2.1:1;1.3.1.5:1;1.3.2.6:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1
AK-3.1	3235	2	1	1.5.5:1;1.6.2.1:1;1.6.3:1;2.1.8.3:1;2.1.8.4:1;2.3.1.4:1
AK-3.1	3236	6	1	4.8.3.7:3;7.1.9:3;7.2.2.8:3;1.1.1:2;1.1.1.1:2;1.2.3:2
AK-3.1	3237	7	1	1.6.2:2;2.1.1.4:2;2.2.3:2;2.5.3:2;4.2.5:2;5.2.1.3:2
AK-3.1	3238	2	1	1.2.1.5:1;1.6.2:1;1.6.2.5:1;2.1.1.4:1;2.1.2:1;2.1.3.1:1
AK-3.1	3239	2	1	3.3.2.4:1;3.3.4.3:1;3.3.4.5:1;4.4.4.4:1;4.9.4.2:1;6.8.4.3.3:1
AK-3.1	3240	2	1	3.2.1.3:3;4.4.1:2;1.3.1.5:1;1.5.1:1;1.5.3:1;1.5.5:1
AK-3.1	3241	2	1	4.2.5:2;7.2.1.6:2;7.3.2.8:2;7.3.4.3:2;7.5.9:2;1.1.1:1
AK-3.1	3242	2	1	2.3.2.3:2;2.5.3:2;1.1.3.3:1;1.1.3.6:1;1.3.1.5:1;1.3.2.3:1
AK-3.1	3243	2	1	8.2.3:2;8.2.3.2:2;1.2.1.6:1;1.2.3.1:1;1.2.3.2:1;1.3.5:1
AK-3.1	3244	2	1	3.2.3.1:3;3.2.3.3:3;4.1.6.5:3;3.4.2.5:2;3.5.1.5.3:2;3.5.4.3:2
AK-3.1	3245	2	1	1.1.1.3:1;1.2:1;1.2.1:1;1.2.2.1:1;1.3.1.5:1;1.6.4.1:1
AK-3.1	3246	2	1	7.2.1.2:4;1.3.2.1:2;3.5.6.5:2;7.2.1.1.1:2;8.4.8.1:2;1.1.3.1:1
AK-3.1	3247	2	1	8.2.6.3:2;1.3.2.6:1;1.6.3.1:1;1.6.6:1;2.1.1:1;2.3.2.3:1
AK-3.1	3248	2	1	6.7.5:3;6.6.8.1:2;7.3.5:2;1.2:1;1.6.3.1:1;2.1.1.1:1
AK-3.1	3249	2	1	2.1.1.3:3;2.3.4:3;2.3:2;1.1:1;1.4.2:1;2.3.1.1:1
AK-3.1	3250	2	1	
AK-3.1	3251	2	1	1.1.3.3:1;1.2.1.5:1;1.2.3:1;1.3:1;1.3.1:1;1.3.1.4:1
AK-3.1	3252	5	1	4.2.3.5:2;5.1.1.2:2;6.5.2:2;6.7.8:2;7.2.1.6:2;7.3.4.3:2
AK-3.1	3253	2	1	2.1.1.1:2;1.1.1:1;1.1.1.1:1;1.2.1.1:1;1.2.3:1;1.2.3.1:1
AK-3.1	3254	4	1	2.5.6.1:2;4.8.3.7:2;1.2.2.2:1;1.5.1:1;1.5.5:1;2.1.6:1
AK-3.1	3255	2	1	2.6.4.1.1:2;6.3.1.1:2;8.2.5.1:2;1.5.5:1;1.6.2:1;2.2.8:1
AK-3.1	3256	3	1	3.4.2.4.3:2;3.1.1:1;3.2.1.1:1;3.4.2.4:1;3.5.1.1.4:1;4.3.1.3.2:1
AK-3.1	3257	3	1	4.2.3:2;7.2.2.7:2;7.2.4.1.1:2;8.3.1.6:2;1.1.1:1;1.1.1.1:1
AK-3.1	3258	2	1	7.3.4.3:2;7.5.9:2;1.1.1:1;1.1.1.1:1;1.2.3:1;1.2.3.1:1
AK-3.1	3259	3	1	4.2.5:2;8.1.6.1:2;8.6:2;1.2.2:1;1.6.3.1:1;1.6.4.1:1
AK-3.1	3260	4	1	1.3.2.1:3;1.3.2.2:2;7.3.3.1:2;1.2.1.7:1;1.3.1.3:1;1.3.2:1
AK-3.1	3261	2	0	
AK-3.1	3262	2	1	2.3.2.3:2;4.3.1.1:2;1.1.3:1;1.2.1.5:1;1.3.1.4:1;2.3.1.3:1
AK-3.1	3263	4	1	2.4:2;3.6.2:2;4.2.1.8:2;5.4.7:2;6.6.2.3:2;6.6.2.4:2
AK-3.1	3264	2	1	2.1.1.1:1;2.3.1:1;2.3.1.2:1;3.2.1.2:1;3.2.4:1;3.4.2.2.1:1
AK-3.1	3265	2	1	1.2.1.1:1;1.2.2.2:1;1.5:1;1.5.3:1;1.5.5:1;1.5.6:1
AK-3.1	3266	2	1	1.3.2:2;6.6.7:2;7.3.3.1:2;1.3.2.1:1;1.3.3.1:1;1.3.6:1
AK-3.1	3267	2	1	2.3.2.2:3;1.1.3.6:2;2.3.2.3:2;2.3.2.4:2;1.3.1.5:1;1.3.2.4:1
AK-3.1	3268	6	1	1.2.1.6:1;1.3.1.5:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1;3.2.1.2:1
AK-3.1	3269	2	1	1.2.1.5:1;1.3.1.4:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.5:1
AK-3.1	3270	1	1	2.1.1.1:2;5.2.1:2;5.2.3.6:2;1.1.3.3:1;1.2.3:1;1.3:1
AK-3.1	3271	1	1	1.1.1:2;2.6.6:2;7.2.1.6:2;7.2.7:2;7.3.4.3:2;7.5.9:2
AK-3.1	3272	1	1	1.1.3.1:3;1.3.2.5:2;2.3.1:2;8.4.5.1:2;2.1.1.1:1;2.1.4:1
AK-3.1	3273	2	1	1.6.2:2;2.6.4.1.1:2;6.3.1.1:2;6.3.7:2;8.2.5.1:2;9.4.4.1:2
AK-3.1	3274	2	1	2.2.8:2;2.2:1;3.4.2.1:1;5.1.1.2:1
AK-3.1	3275	2	1	2.2.8:2;4.2.6.2:2;4.8.2:2;6.8.3.1:2;1.1.3.3:1;1.2.3:1
AK-3.1	3276	2	1	4.4.1:2;8.2.3.2:2;9.3.1.1:2;9.3.2:2;1.1.1.1:1;1.2.1.5:1
AK-3.1	3277	2	1	2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.5.1:1;2.5.7.4:1;3.2.1.2:1
AK-3.1	3278	2	1	1.1.1:1;1.1.3:1;1.2.1.3:1;1.2.1.5:1;1.3.2.6:1;1.5.5:1
AK-3.1	3279	2	1	2.5.1:1;2.5.7.4:1;4.3.1.5:1;7.2.7.3:1;8.1.3.1:1;8.4.6.5.3:1
AK-3.1	3280	2	1	3.3.2.4:2;1.1.1:1;1.1.3:1;1.1.3.1:1;1.3.2.5:1;1.6.1:1
AK-3.1	3281	2	1	2.5.3:1;2.5.4:1
AK-3.1	3282	2	1	
AK-3.1	3283	2	1	1.1.1.1:1;1.1.1.3:1;3.2.3.1:1;3.2.3.3:1;3.4.2.5:1;3.5.1.5.3:1
AK-3.1	3284	2	1	1.1.1:1;1.1.1.1:1;1.2.3:1;1.2.3.1:1;2.3.2.3:1;3.2.2.3:1
AK-3.1	3285	2	1	1.1.1.1:1;1.1.3.1:1;1.2.2.1:1;1.3.1.5:1;1.6.1.9:1;2.3.2:1
AK-3.1	3286	2	1	2.5.3:3;2.5.6.1:3;3.4.2.1:3;4.4.2.6:3;3.4.2.1.6:2;4.3.4.1:2
AK-3.1	3287	2	1	2.3.1:2;6.5.1.1:2;7.3.4.3:2;7.5.9:2;8.4.5.1:2;1.2.1.6:1
AK-3.1	3288	4	1	7.2.1.2:2;1.1.1:1;1.1.2:1;1.1.3:1;1.1.3.8:1;1.2.3:1
AK-3.1	3289	3	1	1.1.1.3:1;1.3.1.3:1;1.5.5:1;1.5.6:1;1.6.2:1;1.6.2.4:1
AK-3.1	3290	3	1	2.5.3:3;4.8.3.7:2;7.1.9:2;7.8.1:2;7.8.2:2;1.1.1.3:1
AK-3.1	3291	3	1	2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.5.7:1;3.2.1.2:1;3.2.4:1
AK-3.1	3292	3	1	1.1.1:3;1.6.1.2:2;2.1.4:2;5.5.5:2;8.3.3:2;8.3.3.3:2
AK-3.1	3293	3	1	7.2.1.2:4;1.3.2:3;1.3.2.1:2;1.5.6:2;1.6.1.2:2;1.6.4.1:2
AK-3.1	3294	3	1	1.3.2.6:1;1.5.5:1;1.5.6:1;3.2.5.4:1;3.3.1.1:1;3.3.1.4:1
AK-3.1	3295	3	1	7.8.2:3;1.3.2.1:2;2.5.3:2;7.1.9:2;7.8:2;1.1.3.1:1
AK-3.1	3296	3	1	9:3;3.2.2:2;3.2.2.1:2;3.2.2.3:2;3.3.2:2;3.5.1.2:2
AK-3.1	3297	6	1	2.1.1.1:1;2.3.1:1;2.3.1.2:1;3.2.1.2:1;3.2.4:1;3.4.1.3:1
AK-3.1	3298	4	1	2.6.1.2:1;3.4.1.1:1;3.5.1.7:1;3.5.4.2:1;4.2.1.5:1;4.2.2.1:1
AK-3.1	3299	5	1	2.5.6.1:2;3.4.2.1:2;4.4.2.6:2;2.1.1.1:1;2.3.1:1;2.3.1.2:1
AK-3.1	3300	6	1	3.4.1.1:5;3.4.1.1.1:4;2.6.1.5:3;3.4.1.2:3;6.6.2.3:3;1.1.1:2
AK-3.1	3301	8	1	2.5.3:4;8.3.2.5:3;5.4.7:2;7.2.1.1.3:2;7.3.2.8:2;7.8.3:2
AK-3.1	3302	7	1	1.6.4.1:3;7.3.1.1:3;1.1.1.3:2;1.2:2;1.2.1:2;1.2.2.1:2
AK-3.1	3303	6	1	3.5.1.3.5:4;1.5.5:2;3.5.1.2.9:2;8.1.2.5:2;8.1.6.1:2;8.4.1:2
AK-3.1	3304	5	1	
AK-3.1	3305	7	1	1.3.3:4;1.1.3:3;1.3.2.5:3;1.5.6:3;3.4.1.2.2:3;1.1.2:2
AK-3.1	3306	6	1	4.4.4.5:4;4.4.4.4:3;4.8.3.7:2;1.1.3:1;2.1:1;2.1.1.1:1
AK-3.1	3307	5	1	2.3:1;2.3.1:1;2.3.1.2:1;3.1.2.2:1;3.2.5.1:1;3.5.1.8.3:1
AK-3.1	3308	6	1	8.1.7.4:3;2.1.1.1:2;3.3.4.1:2;4.2.5:2;7.2.1.6:2;9.4.4.1:2
AK-3.1	3309	7	1	3.5.1:3;3.5.2:3;1.6.1.1.3:2;2.3.2.3:2;2.6.1.2:2;3.5.3:2
AK-3.1	3310	7	1	2.3.1:2;3.2.6.2:2;6.5.1.1:2;7.3.4.3:2;7.5.9:2;1.5.5:1
AK-3.1	3311	11	1	4.4.4.4:2;4.8.3.7:2;1.2.1.5:1;1.3.1.4:1;2.3.2.2:1;2.5:1
AK-3.1	3312	12	1	4.2.6.2:2;1.2.3.3:1;1.3.2.1:1;1.5.6:1;2.1.1.1:1;2.1.4:1
AK-3.1	3313	14	1	1.5.3:3;1.4:2;2.1.4:2;2.5.3:2;2.5.6:2;2.6:2
AK-3.1	3314	1	1	2.1.1.1:1;2.3.1:1;2.3.1.2:1;3.2.1.2:1;3.2.4:1;4.2.1.4:1
AK-3.1	3315	1	1	8.2.1:2;9.1.2.6:2;2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.5.3:1
AK-3.1	3316	1	1	2.6.1:2;2.6.1.5:2;3.4.1.1:2;3.4.1.1.1:2;4.3.3:2;5.2.3.2:2
AK-3.1	3317	1	1	8.3.7.2:2
AK-3.1	3318	1	1	1.2.1.4:1;1.2.1.6:1;1.2.2.3:1;1.2.3:1;1.2.3.1:1;1.3.5:1
AK-3.1	3319	1	1	1.2.1.4:2;1.2.1.5:2;3.5.1.1:2;1.2.1.3:1;1.6.4.3:1;2.3.2.3:1
AK-3.1	3320	1	1	8.3.7.7:2;2.3.1:1;2.4.1:1;2.5.2:1;2.5.3:1;2.5.6:1
AK-3.1	3321	1	1	1.5.3:1;1.6.1.1.2:1;2.6.3.1:1;4.3:1;4.3.1.5:1;4.4.3.6:1
AK-3.1	3322	1	1	
AK-3.1	3323	1	1	1.1.3.3:1;5.2.2.6:1;8.1.1.1:1;8.1.1.5:1;8.1.3.1:1;8.2.3:1
AK-3.1	3324	1	1	8.2.2.3:2;2.6.4.2:1;8.1.7.2:1;8.2.1:1;8.2.2.1:1;8.2.5:1
AK-3.2	3325	2	1	8.1.5:3;8.2.8:3;1.1.1.1:2;2.3.1.1:2;2.6.6:2;6.5.4.1:2
AK-3.2	3326	2	1	3.1:2;2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.5.2:1;2.5.3:1
AK-3.2	3327	1	1	1.5.5:1;2.1.1.1:1;2.1.7:1;2.3.1:1;2.3.1.2:1;2.3.1.4:1
AK-3.2	3328	3	1	3.4.1.2.2:8;2.4.5:7;1.3.2.5:5;3.4.1.2.1:4;1.1.3.1:3;1.1.3.5:3
AK-3.2	3329	3	1	3.3.3:2;3.3.3.6:2;4.3.6:2;4.5:2;4.5.3.1:2;4.5.3.3:2
AK-3.2	3330	2	1	4.2.5:4;5.2.1.5:3;6.5.2:3;7.4.4:3;8.1.6.1:3;8.1.6.2:3
AK-3.2	3331	2	1	2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.6.2.2:1;3.2.1.1:1;3.2.1.2:1
AK-3.2	3332	2	1	4.9.4.1:2;1.2.1.5:1;1.2.2.2:1;1.2.2.5:1;1.3.1.4:1;1.5.5:1
AK-3.2	3333	2	1	9.1.2:3;1.3.1.3:2;1.5.5:2;2.1.1.5:2;2.1.3.3:2;2.1.5:2
AK-3.2	3334	2	1	7.2.2.8:3;1.3.2.4:2;3.5.6.1:2;4.8.3.7:2;6.4.1:2;7.1.9:2
AK-3.2	3335	3	1	3.4.1.2:4;3.4.1.1:3;3.4.1.1.1:3;2.3.5:2;1.2.2:1;3.3.1.2:1
AK-3.2	3336	3	1	4.4.4.4:6;8.1.7:4;1.6.2:2;2.1.1.4:2;2.1.5:2;2.6.3.5:2
AK-3.2	3337	3	1	4.1.9.1.5:3;6.6.1:3;2.1.4:2;3.5.4.4:2;4.2.6.2:2;4.2.6.2.1:2
AK-3.2	3338	3	1	8.5.4.4:5;1.2.1.5:4;2.5.3:4;7.8.1:4;1.6.3.1:3;2.1.1.1:3
AK-3.2	3339	2	1	3.5.1.8:2;2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.5.5:1;3.2.1.2:1
AK-3.2	3340	2	1	2.5.6.1:3;3.4.2.1:3;4.4.2.6:3;3.4.2.1.6:2;4.7.7:2;4.9.4.2:2
AK-3.2	3341	2	1	
AK-3.2	3342	4	1	3.3.2:3;4.9.5.2:2;6.8.3.1:2;6.9.2:2;9.4.3.2:2;2.6.2.2:1
AK-3.2	3343	2	1	1.1.3.4:1;1.5:1;1.5.6:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1
AK-3.2	3344	3	1	4.3.7:3;2.6.1.2:2;2.6.1.4:2;2.6.6.7:2;3.6.2:2;4.1.7.1:2
AK-3.2	3345	2	1	4.9.3:3;2.1.8:2;3.1:2;3.2.2:2;3.4:2;3.6:2
AK-3.2	3346	2	1	2.6.6:2;2.1.1.1:1;2.1.5:1;2.2.8:1;2.3.1:1;2.3.1.2:1
AK-3.2	3347	2	1	1.3.1:2;1.6.1.1.3:2;1.6.1.3.4:2;1.6.1.5:2;8.1.1.1:2;8.2.5.1:2
AK-3.2	3348	2	1	3.4.1.1:8;4.5:4;2.6.1:3;3.4.1.1.1:3;3.4.1.2:3;4.3.3:3
AK-3.2	3349	2	1	4.4.4.5:5;4.4.4.4:4;4.8.3.7:3;4.2.6.2.2:2;4.8.2.4:2;2.1:1
AK-3.2	3350	2	1	4.8.2:5;4.8.3:5;3.4.1.2:4;3.5.1.6.2:4;4.3.4.3.1:4;4.4.2:4
AK-3.2	3351	2	1	2.5.3:6;2.5.2.2:3;7.3.1.1:3;7.7.1:3;7.7.2:3;7.9.1:3
AK-3.2	3352	2	1	2.6.4.6:2;5.2.2.7:2;1.5:1;1.5.6:1;1.6:1;1.6.1:1
AK-3.2	3353	2	1	4.9.5.5:3;2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.6.6:1;3.2.1.2:1
AK-3.2	3354	2	1	4.3:7;4.3.9.1:5;9.1.2:5;2.1.1.1:3;4.2.6.2:3;6.5.4.1:3
AK-3.2	3355	2	1	2.5.6.1:2;5.5:2;8.3.4:2;2.1.1.1:1;2.1.4:1;2.3.1:1
AK-3.2	3356	2	1	7.2.2:5;7.2.5.3:5;8.5.2:5;4.3:4;4.5.3.1:4;3.2.1.3:3
AK-3.2	3357	2	1	2.6.4.5:2;8.4.6.5.2:2;8.4.6.5.4:2;9.1.1.1:2;1.1.1.3:1;1.3.2.6:1
AK-3.2	3358	2	1	7.2.2.7:5;7.3.5:3;2.1.1.1:2;2.3.2.3:2;7.2.4.1.1:2;7.3.2.9:2
AK-3.2	3359	2	1	9.3.1.3:4;2.5.6.1:3;8.1.4.2:3;8.2:3;1.5:2;1.5.6:2
AK-3.2	3360	2	1	3.2.3.1:3;3.2.3.3:3;4.2.6.2:3;1.5.6:2;2.3.1:2;2.3.1.1:2
AK-3.2	3361	2	1	7.3.4.1:3;8.5.1.5:3;2.3.5:2;3.4:2;4.2.3.2:2;2.6.6.8:1
AK-3.2	3362	2	1	1.3.2.2:4;1.3.1.3:3;1.3.2.1:3;2.2.5:3;1.3.2:2;2.1.8.1:2
AK-3.2	3363	2	1	8.2:5;9.1.2.5:4;1.5.6:3;2.5.2.2:3;4.4.1:3;6.8.2.1:3
AK-3.2	3364	2	1	2.3.2.3:3;4.8.3.7:3;6.4.1:3;7.1.9:3;7.2.2.8:3;8.6:3
AK-3.2	3365	2	1	3.2:3;3.2.5.1:3;8.2.8:3;9.1.2.5:3;1.5.5:2;3.1:2
AK-3.2	3366	2	1	1.5.5:3;1.5.6:3;2.6.3:3;8.4.5.1:3;1.3.2.4:2;1.5:2
AK-3.2	3367	2	0	
AK-3.2	3368	2	1	2.4.4:4;2.2.3:1
AK-3.2	3369	2	1	8.1:2;8.1.2.2:2;1.5.5:1;2:1;2.1:1;2.1.1.1:1
AK-3.2	3370	2	1	7.5.2:3;7.5.2.1:3;4.2.1:2;9:2;2.1.4:1;2.1.6:1
AK-3.2	3371	2	1	7.2.4.4:8;4.6.7:7;4.6.7.1:7;7.2.3.3.1:7;8.2.8:7;1.1.1.3:6
AK-3.2	3372	2	1	4.2.3.5:2;4.2.5:2;4.8.3.7:2;8.3.3.3:2;1.1:1;1.2.2.1:1
AK-3.2	3373	2	1	1.2.1.1:3;4.2.6.2:3;1.2.1:2;1.3.2.4:2;1.6.4.1:2;4.2.5:2
AK-3.2	3374	2	1	9.1.2:3;1.3.2:2;1.3.2.4:2;2.2.6:2;2.5.3:2;6.1.2.1:2
AK-3.2	3375	2	1	2.1.1.1:2;3.2.2:2;4.3:2;1.2.2.3:1;1.3.2.4:1;2.1.1.4:1
AK-3.2	3376	2	1	4.4.4.4:6;6.5.1.1:3;7.6:3;2.5.7.4:2;4.4.4.5:2;4.9.8.2:2
AK-3.2	3377	2	1	4.8.3.1:4;4.8.3.2:4;1.6.1.1.3:2;2.6.1.1:2;6.3.1.7:2;1.5.6:1
AK-3.2	3378	2	1	3.5.2:2;3.5.3.1:2;3.5.4.2:2;4.2.3.2:2;2.3.2.2:1;2.5.7:1
AK-3.2	3379	2	1	3.4.1.1.1:4;3.4.1.2:3;3.4.1.1:2;3.4.1.4.1:2;4.8.2:2;4.8.3:2
AK-3.2	3380	2	1	3.4:2;3.5.2.2:2;7.3.1:2;1.5.5:1;1.6.1.2:1;2.5.2.2:1
AK-3.2	3381	2	1	2.3.4:4;4.2.1.5:4;3.1:3;1.2.1.5:2;1.2.2:2;1.5.5:2
AK-3.2	3382	2	1	4.4.4.4:4;4.3.4:3;4.4.1:3;3.2.5.4:2;4.2.6.2.2:2;4.3.3:2
AK-3.2	3383	2	1	4.8.3.1:3;4.4.2:2;4.4.4.4:2;4.8.2.3:2;1.1.2:1;1.1.3.4:1
AK-3.2	3384	2	1	4.8.2.3:4;8.3.4:3;1.3.2:2;2.2.6:2;2.5.2:2;2.5.6.1:2
AK-3.2	3385	2	1	3.2.2:2;8.2.5.1:2;1.5.5:1;1.6.2:1;1.6.3.1:1;1.6.6:1
AK-3.2	3386	3	1	3.4.2.1:4;2.5.6.1:3;4.4.2:3;4.8.2.6:3;3.2.1.3:2;3.4.2.1.6:2
AK-3.2	3387	3	1	4.8.2.3:4;2.5.2:3;6.7.5:3;7.2.1.2:3;1.3.2.4:2;2.5.6.1:2
AK-3.2	3388	3	1	2.3.5:6;7.3.4.1:6;3.4:5;3.1:4;8.5.1.5:4;1.1.1:3
AK-3.2	3389	2	1	2.1.4:2;2.5.3:2;2.5.6.1:2;3.4.2.1:2;3.4.2.1.6:2;3.4.2.1.7:2
AK-3.2	3390	3	1	1.2.1.1:4;2.3.1.1:4;3.2.1.1:4;3.5.3.1:4;7.2.4.1.1:4;8.1.6.1:4
AK-3.2	3391	4	1	2.5.2:5;9.1.2.6:5;1.5.6:2;1.6.2:2;2.5.4:2;2.5.4.5:2
AK-3.2	3392	2	1	8.1.4.3:4;9.3.1.4:4;2.5.1:3;3.3.2.2:3;3.3.5.2:3;9:3
AK-3.2	3393	2	1	8.1.3.3:5;7.5.1:4;7.5.2:4;9:4;4.2.1.5:3;7.9.3:3
AK-3.2	3394	2	1	4.8.3:3;3.1:2;3.2.1.2:2;3.2.1.3:2;4.3:2;9.1.1.1:2
AK-3.2	3395	2	1	1.3.1.3:3;7.5:3;8.3.1.4.2:3;1.6.1:2;1.6.2:2;1.6.4.1:2
AK-3.2	3396	2	1	1.1.3:1;1.1.3.1:1;2.3.2.3:1;2.5.2:1;2.5.6.1:1;2.6.3.5:1
AK-3.2	3397	2	1	1.1.3.2:1;1.2.3.3:1;1.3.2.6:1;2.1.1.1:1;2.2:1;2.2.8:1
AK-3.2	3398	2	1	4.2.2.1:2;4.2.4:2;5.5.4:2;8.3.5.2.2:1
AK-3.2	3399	1	1	6.8.4.7:4;4.3.6.1:3;8.1.4.3:3;9.1.1.1:3;1.5.6:2;2.6.6:2
AK-3.2	3400	2	1	1.3.1.3:6;8.4.5.1.1:6;1.3.2.1:5;4.2.6.2:5;8.4.5.1:5;9.1.2:5
AK-3.2	3401	1	1	1.1.3.1:2;3.3.1.1:2;4.2.3:2;4.3:2;4.6.6.5:2;7.2:2
AK-3.2	3402	6	1	6.5.4.1:8;4.3:5;8.2.8:5;7.2.6.2:4;8.5.2:4;2.5.6.1:3
AK-3.2	3403	2	1	3.5.3.1:2;4.2.6.1:2;4.8.1.1:2;4.8.2.9:2;9.1.2:2;1.6.3.1:1
AK-3.2	3404	2	1	
AK-3.2	3405	3	1	3.3.4.4:3;2.3.1.3:2;2.5.4:2;3.2.2.1:2;3.2.2.2:2;3.4.2.1.1:2
AK-3.2	3406	2	1	4.4.4.4:2;1.5:1;1.5.3:1;1.5.5:1;2.1.4:1;2.3.1:1
AK-3.2	3407	2	1	3.4.1.1.1:4;3.4.1.2:3;6.8.3.1:3;3.2.2.3:2;3.4.1.1:2;4.7.7.1:2
AK-3.2	3408	2	1	9.1.2:3;2.5.2.4:2;2.5.7.1:2;3.1.2.3:2;3.2.1.1:2;3.3.1.1:2
AK-3.2	3409	2	1	2.6.1.4:2;8.5.4.4:2;1.2.1.5:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1
AK-3.2	3410	3	1	4.8.3.7:4;3.3.1.1:3;3.3.1.4:3;6.1.2.5:3;6.4.1:3;6.5:3
AK-3.2	3411	2	1	1.2.3:1;2.6.3.4:1;3.5.3.1:1;3.5.7.2:1;4.2.2.2:1;4.2.3.1:1
AK-3.2	3412	2	1	4.3.4.3.1:4;4.8.2:4;4.8.2.2:3;3.5.1.6.2:2;4.2.6.1:2;4.3.4.2.1:2
AK-3.2	3413	2	1	2.1.8.1:1;2.3.2.3:1;2.4.4:1;2.5.2:1;2.5.6.1:1;2.6.1.2:1
AK-3.2	3414	3	1	4.2.1.4:3;2.4:2;2.5.7:2;4.2.6.1.2:2;6.5.1.1:2;8:2
AK-3.2	3415	3	1	8.2:5;3.5.3.1:3;8.2.4:3;8.2.5:3;8.6:3;1.1.1.1:2
AK-3.2	3416	1	1	8.2:6;4.2.1.7:3;8.1:3;8.2.5.1:3;2:2;4.6.2:2
AK-3.2	3417	2	1	4.3:2;1.1.2:1;1.1.3.2:1;1.2.3.3:1;2.3.1.5:1;2.3.2.3:1
AK-3.2	3418	2	1	2.6.6:3;9.1.1.1:3;1.5.6:2;2.3.1:2;2.3.1.5.1:2;2.6.4.2.1:2
AK-3.2	3419	2	1	3.5.1.7:3;4.1.1:3;4.1:2;4.1.3:2;4.7.7.2:2;8.2.6.2:2
AK-3.2	3420	2	1	9.3.1.3:5;8.2:4;8.4.5.1:4;1.5.6:3;2.3.1:3;2.5.2.2:3
AK-3.2	3421	2	1	8.2.8:3;4.2.3:2;4.8.3.7:2;5.4.7:2;6.2.4.1:2;6.7.5:2
AK-3.2	3422	2	0	
AK-3.2	3423	3	1	8.1.6.2:7;2.5.3:5;1.6.2:4;7.8.3:4;2.1.4:3;5.4.3.4:3
AK-3.2	3424	3	1	1.1.3.1:3;1.1:2;1.1.2:2;1.2.3.3:2;4.3:2;4.8.3.6.3:2
AK-3.2	3425	2	1	2.1.1.1:3;3.5.1.7:3;1.1.3.3:2;3.5.1.2.4:2;3.5.1.5.1:2;3.5.1.8:2
AK-3.2	3426	2	1	1.6.1.2:2;6.6.1:2;6.6.1.4:2;4.2.2.2:1;4.2.5:1;4.3:1
AK-3.2	3427	2	1	1.3.1.3:1;2.1.1.1:1;2.3.1:1;2.3.1.2:1;2.5.2:1;2.5.5:1
AK-3.2	3428	2	1	7.2.5.3:3;2.3.1:2;3.1:2;3.2.5:2;3.2.8:2;3.4.1.1:2
AK-3.2	3429	2	1	2.6.6:3;4.8.3.3:3;6.8.2.3:3;7.6.3:3;8.1.4.3:3;9.1.1.1:3
AK-3.2	3430	2	0	
AK-3.2	3431	2	1	9.1.2:4;8.2.2:3;8.2.8:3;6.5.2.8:2;6.7:2;6.9.2:2
AK-3.2	3432	5	1	8.2.8:7;7.2.1.2:5;8.2.2:5;9.1.2:5;6.1.1.1:4;6.5.2.8:4
AK-3.2	3433	2	1	7.2.1.2:4;8.4.8.1:3;1.1.3.3:2;1.2.3:2;1.5.3:2;3.4:2
AK-3.2	3434	2	1	7.3.4.6:2;3.5.9.4:1;4.2.5:1;4.3.4.2:1;4.3.4.5.1:1;4.8.2.3:1
