form_key	n_sources	whitneyroots	mws	cslorig_etym	sanskritlex	mwderiv	whitneyroots_mw_L	whitneyroots_class	whitneyroots_homonym	whitneyroots_records	mws_whitney_id	mws_dcs_status	cslorig_oracle_pairs	sanskritlex_rows	mwderiv_rows	mwderiv_classes	slp1_native
pasi	1	0	0	1	0	0				0			1	0	0		pasi
pass	1	0	0	0	1	0				0			0	2	0		
pat	4	1	1	1	0	1	114698	I	2	1	440,441	homonym_shared	154	0	11	m:f:n:5;VERB:V:2;SEE:2;ICF:pad:1;ind:1	pat
path	3	0	1	1	0	1				0	442	homonym_shared	9	0	1	VERB:V:1	paT
pathe	2	0	0	1	0	1				0			47	0	1	m:f:n:1	paTe
pathi	2	0	0	1	0	1				0			1	0	20	m:f:n:11;m:5;ICF:paTin:1;n:1;ind:1	paTi
patḷ	1	0	0	1	0	0				0			155	0	0		patx
paś	4	1	1	1	0	1	120516		1	1	446,447	homonym_shared	116	0	3	VERB:V:2;f:1	paS
paśau	1	0	0	1	0	0				0			1	0	0		paSO
paḍi	1	0	0	1	0	0				0			9	0	0		paqi
paṇ	4	1	1	1	0	1	114550	I		1	439	matched	106	0	1	VERB:V:1	paR
paṣ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	paz
paṣa	1	0	0	1	0	0				0			4	0	0		paza
paṭ	4	1	1	1	0	1	114263	I,X		1	437	matched	69	0	1	VERB:V:1	paw
paṭh	4	1	1	1	0	1	114524	I		1	438	homonym_shared	32	0	1	VERB:V:1	paW
paṭu	2	0	0	1	0	1				0			8	0	25	m:f:n:10;f:5;m:4;n:3;m:f#u:f#vI:n:1	pawu
pelṛ	1	0	0	1	0	0				0			4	0	0		pelf
perceive	1	0	0	0	1	0				0			0	1	0		
perceive, knoṭ, appear	1	0	0	0	1	0				0			0	1	0		
perish	1	0	0	0	1	0				0			0	2	0		
pesṛ	1	0	0	1	0	0				0			41	0	0		pesf
pevṛ	1	0	0	1	0	0				0			5	0	0		pevf
peṣe	1	0	0	1	0	0				0			1	0	0		peze
peṣṛ	1	0	0	1	0	0				0			3	0	0		pezf
phakk	2	0	1	0	0	1				0	488	unmatched	0	0	1	VERB:V:1	
phakka	2	0	0	1	0	1				0			5	0	1	m:1	Pakka
phal	3	0	1	1	0	1				0	491,492	homonym_shared	48	0	1	VERB:V:1	Pal
phalā	2	0	0	1	0	1				0			80	0	2	f:2	PalA
phar	3	0	1	1	0	1				0	490	unmatched	1	0	1	VERB:V:1	Par
phaṇ	4	1	1	1	0	1	141623	I		1	489	matched	53	0	1	VERB:V:1	PaR
phaṣa	1	0	0	1	0	0				0			1	0	0		Paza
phelṛ	1	0	0	1	0	0				0			7	0	0		Pelf
phula	1	0	0	1	0	0				0			2	0	0		Pula
phull	2	0	0	1	0	1				0			8	0	1	VERB:V:1	Pull
pi	3	0	1	1	0	1				0	452	unmatched	30	0	12	m:f:n:4;VERB:V:2;SEE:2;NONE:1;n:1	pi
pibd	3	0	1	1	0	1				0	454	matched	1	0	1	VERB:V:1	pibd
piccha	2	0	0	1	0	1				0			2	0	4	n:1;m:1;f:1;m:f:n:1	picCa
pich	2	1	0	0	0	1	123508	VI,X		1			0	0	1	VERB:V:1	piC
pierce	1	0	0	0	1	0				0			0	2	0		
piji	1	0	0	1	0	0				0			11	0	0		piji
pinv	3	0	1	1	0	1				0	453	matched	2	0	1	VERB:V:1	pinv
pis	3	0	1	1	0	1				0	457	unmatched	2	0	1	VERB:V:1	pis
pisṛ	1	0	0	1	0	0				0			4	0	0		pisf
pivi	1	0	0	1	0	0				0			1	0	0		pivi
piñj	2	1	0	0	0	1	123559	II,X		1			0	0	1	VERB:V:1	piYj
piś	4	1	1	1	0	1	124422	VI	1	1	455	matched	12	0	2	VERB:V:1;f:1	piS
piśa	2	0	0	1	0	1				0			8	0	1	m:1	piSa
piḍ	1	0	0	1	0	0				0			1	0	0		piq
piḍi	1	0	0	1	0	0				0			12	0	0		piqi
piṇḍ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	piRq
piṣ	4	1	1	1	0	1	124541	VII		1	456	matched	27	0	1	VERB:V:1	piz
piṣadhātor	1	0	0	1	0	0				0			1	0	0		pizaDAtor
piṭ	2	0	0	1	0	1				0			7	0	1	VERB:V:1	piw
piṭha	2	0	0	1	0	1				0			4	0	1	m:1	piWa
piṭṭa	1	0	0	1	0	0				0			1	0	0		piwwa
plakṣ	2	0	0	1	0	1				0			6	0	1	VERB:V:1	plakz
plava	2	0	0	1	0	1				0			3	0	19	m:7;m:f:n:3;m:f#A:n:2;n:2;f:2	plava
play	1	0	0	0	1	0				0			0	4	0		
please	1	0	0	0	1	0				0			0	1	0		
pliha	1	0	0	1	0	0				0			4	0	0		pliha
plu	4	1	1	1	0	1	141468	I		1	485	matched	52	0	1	VERB:V:1	plu
plunge	1	0	0	0	1	0				0			0	1	0		
plutyāṃ	1	0	0	1	0	0				0			1	0	0		plutyAM
pluṣ	4	1	1	1	0	1	141564	I,IV,IX		1	486	matched	2	0	1	VERB:V:1	pluz
pluṣa	1	0	0	1	0	0				0			14	0	0		pluza
pluṣu	1	0	0	1	0	0				0			8	0	0		pluzu
plī	3	0	1	1	0	1				0	484	unmatched	57	0	1	VERB:V:1	plI
possess	1	0	0	0	1	0				0			0	1	0		
pra	2	0	0	1	0	1				0			26	0	1348	m:f:n:344;m:326;n:174;f:167;SEE:160	pra
prabhavaḥ	1	0	0	1	0	0				0			1	0	0		praBavaH
prach	4	1	1	1	0	1	130824	VI		1	477	aliased	33	0	1	VERB:V:1	praC
pradhāna	2	0	0	1	0	1				0			3	0	24	m:8;n:6;m:f:n:5;f:3;m:f#A:n:1	praDAna
pradhāne	1	0	0	1	0	0				0			1	0	0		praDAne
praise	1	0	0	0	1	0				0			0	3	0		
praiṇṛ	1	0	0	1	0	0				0			5	0	0		prERf
pramāṇa	2	0	0	1	0	1				0			7	0	51	m:15;f:13;n:13;m:f:n:7;f#A:n:1	pramARa
prasa	1	0	0	1	0	0				0			3	0	0		prasa
prasāde	1	0	0	1	0	0				0			1	0	0		prasAde
prate	1	0	0	0	1	0				0			0	1	0		
prath	4	1	1	1	0	1	134465	I	1	1	478	matched	35	0	2	VERB:V:2	praT
prati	2	0	0	1	0	1				0			8	0	675	m:165;ind:164;m:f:n:132;f:77;n:77	prati
prativimba	1	0	0	1	0	0				0			1	0	0		prativimba
prayatne	1	0	0	1	0	0				0			1	0	0		prayatne
press	1	0	0	0	1	0				0			0	2	0		
press out	1	0	0	0	1	0				0			0	1	0		
prevail	1	0	0	0	1	0				0			0	1	0		
preṅkhola	2	0	0	1	0	1				0			1	0	1	VERB:N:1	preNKola
preṣ	2	0	0	1	0	1				0			1	0	2	VERB:V:1;VERB:P:1	prez
proceed	1	0	0	0	1	0				0			0	1	0		
prop	1	0	0	0	1	0				0			0	1	0		
prop,	1	0	0	0	1	0				0			0	1	0		
protect	1	0	0	0	1	0				0			0	3	0		
proth	2	0	0	1	0	1				0			2	0	1	VERB:V:1	proT
prothṛ	1	0	0	1	0	0				0			24	0	0		proTf
pru	4	1	1	1	0	1	140856	I		1	481	matched	14	0	1	VERB:V:1	pru
pruth	4	1	1	1	0	1	140858	I		1	482	matched	4	0	1	VERB:V:1	pruT
pruṣ	4	1	1	1	0	1	140871	IV,IX,V,X	1	1	483	matched	7	0	3	VERB:V:2;NONE:1	pruz
pruṣa	1	0	0	1	0	0				0			4	0	0		pruza
pruṣu	1	0	0	1	0	0				0			2	0	0		pruzu
prā	4	1	1	1	0	1	138761	II	1	1	479	matched	6	0	255	m:73;n:50;m:f:n:38;m:f#I:n:35;f:19	prA
prāptau	1	0	0	1	0	0				0			1	0	0		prAptO
prī	4	1	1	1	0	1	140436	IV,IX	1	1	480	matched	17	0	2	VERB:V:1;m:f:n:1	prI
prīñ	1	0	0	1	0	0				0			86	0	0		prIY
psā	4	1	1	1	0	1	141584	II	1	1	487	matched	8	0	2	VERB:V:1;f:1	psA
puccha	2	0	0	1	0	1				0			4	0	18	m:7;n:6;f:3;m:f#A:f#I:n:1;m:f:n:1	pucCa
puk	1	0	0	1	0	0				0			1	0	0		puk
pul	2	0	0	1	0	1				0			29	0	1	VERB:V:1	pul
pur	2	0	0	1	0	1				0			14	0	3	f:2;VERB:V:1	pur
puriṛy (?)	1	0	0	0	1	0				0			0	1	0		
pursue	1	0	0	0	1	0				0			0	1	0		
pursue (?)	1	0	0	0	1	0				0			0	1	0		
purva	1	0	0	1	0	0				0			28	0	0		purva
purāṇa	2	0	0	1	0	1				0			8	0	37	m:16;n:10;f:4;m:f:n:3;m:f#A:f#I:n:1	purARa
push	1	0	0	0	1	0				0			0	2	0		
push, thrust	1	0	0	0	1	0				0			0	1	0		
pust	2	0	0	1	0	1				0			4	0	1	VERB:V:1	pust
put	2	0	0	0	1	1				0			0	1	1	NONE:1	
put in order	1	0	0	0	1	0				0			0	1	0		
puth	4	1	1	1	0	1	125645	IV		1	463	unmatched	9	0	1	VERB:V:1	puT
putha	1	0	0	1	0	0				0			6	0	0		puTa
puthi	1	0	0	1	0	0				0			4	0	0		puTi
puḍa	1	0	0	1	0	0				0			1	0	0		puqa
puḍi	1	0	0	1	0	0				0			5	0	0		puqi
puṃs	2	0	0	1	0	1				0			4	0	16	m:7;n:4;f:2;VERB:V:1;ind:1	puMs
puṇ	2	0	0	1	0	1				0			48	0	1	VERB:V:1	puR
puṣ	4	1	1	1	0	1	126760	I,IV,IX	2	1	464	matched	123	0	3	VERB:V:2;m:f:n:1	puz
puṣpa	2	0	0	1	0	1				0			17	0	167	m:87;f:34;n:28;m:f:n:12;m:f#I:n:2	puzpa
puṭ	4	1	1	1	0	1	125192	I,VI,X		1	462	matched	18	0	1	VERB:V:1	puw
puṭṭ	2	0	0	1	0	1				0			2	0	1	VERB:V:1	puww
pyai	3	1	0	1	0	1	129743	I		1			8	0	1	VERB:V:1	pyE
pyā	1	0	1	0	0	0				0	476	matched	0	0	0		
pyāy	2	0	0	1	0	1				0			4	0	2	VERB:V:2	pyAy
pyāyī	1	0	0	1	0	0				0			73	0	0		pyAyI
pā	4	1	1	1	0	1	120795,120935	I,II	1,3	2	448,449,450	homonym_shared	348	0	7	VERB:V:3;f:2;m:f:n:2	pA
pācayati	1	0	0	1	0	0				0			1	0	0		pAcayati
pāci	1	0	0	1	0	0				0			1	0	0		pAci
pāke	1	0	0	1	0	0				0			1	0	0		pAke
pāl	2	0	0	1	0	1				0			13	0	1	VERB:V:1	pAl
pālane	1	0	0	1	0	0				0			1	0	0		pAlane
pāne	1	0	0	1	0	0				0			1	0	0		pAne
pāra	2	0	0	1	0	1				0			14	0	75	m:f:n:21;m:19;n:14;m:f#I:n:7;m:f#A:n:3	pAra
pāy	3	1	1	0	0	1	122352	I		1	451	unmatched	0	0	1	VERB:V:1	pAy
pāśi	2	0	0	1	0	1				0			1	0	1	m:1	pASi
pāṭhāt	1	0	0	1	0	0				0			2	0	0		pAWAt
pāṭi	1	0	0	1	0	0				0			1	0	0		pAwi
pī	4	1	1	1	0	1	124606	I,II,III	2	1	458,459	homonym_shared	4	0	5	VERB:V:2;m:1;m:f:n:1;f:1	pI
pīla	1	0	0	1	0	0				0			2	0	0		pIla
pīva	2	0	0	1	0	1				0			3	0	3	m:f:n:1;VERB:N:1;NONE:1	pIva
pīy	4	1	1	1	0	1	124968	I		1	461	unmatched	4	0	1	VERB:V:1	pIy
pīyate	1	0	0	1	0	0				0			1	0	0		pIyate
pīḍ	4	1	1	1	0	1	124649	X		1	460	matched	61	0	1	VERB:V:1	pIq
pīṭha	2	0	0	1	0	1				0			2	0	22	m:10;n:5;f:3;m:f:n:2;f#I:n:1	pIWa
pū	4	1	1	1	0	1	127307	I,IX	1	1	465	matched	53	0	3	m:f:n:2;VERB:V:1	pU
pūj	4	1	1	1	0	1	127377	I,X		1	466	unmatched	25	0	1	VERB:V:1	pUj
pūla	2	0	0	1	0	1				0			7	0	1	m:1	pUla
pūr	3	0	1	1	0	1				0	468	unmatched	3	0	11	n:3;f:2;m:2;m:f:n:2;ICF:pur:1	pUr
pūra	2	0	0	1	0	1				0			9	0	4	m:f:n:1;m:1;n:1;m:f#A:n:1	pUra
pūraṇe	1	0	0	1	0	0				0			1	0	0		pUraRe
pūri	1	0	0	1	0	0				0			2	0	0		pUri
pūrttau	1	0	0	1	0	0				0			1	0	0		pUrttO
pūrva	2	0	0	1	0	1				0			15	0	288	m:f:n:87;m:78;f:49;n:47;ind:11	pUrva
pūrvvavat	1	0	0	1	0	0				0			1	0	0		pUrvvavat
pūrī	2	0	0	1	0	1				0			96	0	1	f:1	pUrI
pūrṇa	2	0	0	1	0	1				0			6	0	80	m:27;m:f:n:22;f:11;n:9;m:f#A:n:3	pUrRa
pūttau	1	0	0	1	0	0				0			1	0	0		pUttO
pūy	4	1	1	1	0	1	127469	I		1	467	matched	1	0	1	VERB:V:1	pUy
pūñ	1	0	0	1	0	0				0			73	0	0		pUY
pūṅ	1	0	0	1	0	0				0			55	0	0		pUN
pūṇ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	pUR
pūṣa	2	0	0	1	0	1				0			1	0	7	m:3;ICF:pUzan:1;NONE:1;f:1;m:f:n:1	pUza
pṛ	4	1	1	1	0	1	128300	III,IX	1	1	469,470,471	homonym_shared	16	0	2	VERB:V:2	pf
pṛc	4	1	1	1	0	1	128314	I,II,III,VII	1	1	472	matched	14	0	2	VERB:V:1;f:1	pfc
pṛcī	1	0	0	1	0	0				0			24	0	0		pfcI
pṛj	2	0	0	1	0	1				0			1	0	1	VERB:V:1	pfj
pṛji	1	0	0	1	0	0				0			6	0	0		pfji
pṛt	2	0	1	0	0	1				0	474	unmatched	0	0	2	f:1;m:f:1	
pṛtha	2	0	0	1	0	1				0			5	0	5	m:3;n:1;m:f:n:1	pfTa
pṛthak	2	0	0	1	0	1				0			7	0	30	m:f:n:9;f:9;ind:4;n:4;m:3	pfTak
pṛś	1	0	1	0	0	0				0	475	unmatched	0	0	0		
pṛṇ	3	0	1	1	0	1				0	473	matched	8	0	1	VERB:V:1	pfR
pṛṣ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	pfz
pṛṣu	1	0	0	1	0	0				0			76	0	0		pfzu
pṝ	3	1	0	1	0	1	128909	III,IX,VI		1			128	0	1	VERB:V:1	pF
r	1	0	0	1	0	0				0			1	0	0		r
ra	2	0	0	1	0	1				0			1	0	14	n:5;m:4;NONE:2;f:1;m:f:n:1	ra
rabh	4	1	1	1	0	1	174870	I		1	628	matched	39	0	1	VERB:V:1	raB
rabhi	2	0	0	1	0	1				0			12	0	1	f:1	raBi
rabi	1	0	0	1	0	0				0			16	0	0		rabi
rac	4	1	1	1	0	1	173266	X		1	615	matched	10	0	1	VERB:V:1	rac
raci	1	0	0	1	0	0				0			1	0	0		raci
rad	4	1	1	1	0	1	174789	I		1	621	matched	17	0	1	VERB:V:1	rad
radh	4	1	1	1	0	1	174809	IV		1	622	matched	78	0	1	VERB:V:1	raD
raghuḥ	1	0	0	1	0	0				0			1	0	0		raGuH
ragi	1	0	0	1	0	0				0			5	0	0		ragi
rah	4	1	1	1	0	1	175925	I,X		1	634	matched	7	0	1	VERB:V:1	rah
raha	2	0	0	1	0	1				0			35	0	4	m:f:n:2;m:1;f:1	raha
rahi	1	0	0	1	0	0				0			3	0	0		rahi
rai	2	0	0	1	0	1				0			9	0	4	VERB:V:1;m:1;m:f:1;ind:1	rE
rain	1	0	0	0	1	0				0			0	1	0		
raise	1	0	0	0	1	0				0			0	1	0		
raj	2	0	1	0	0	1				0	616,617	unmatched	0	0	2	NONE:1;VERB:V:1	
raka	2	0	0	1	0	1				0			10	0	1	m:1	raka
rakha	1	0	0	1	0	0				0			1	0	0		raKa
rakhi	1	0	0	1	0	0				0			3	0	0		raKi
rakṣ	4	1	1	1	0	1	173050	I	1	1	613	matched	70	0	2	VERB:V:1;SEE:1	rakz
rakṣatīti	1	0	0	1	0	0				0			1	0	0		rakzatIti
rakṣaṇe	1	0	0	1	0	0				0			3	0	0		rakzaRe
ram	4	1	1	1	0	1	174928	I		1	629	matched	261	0	1	VERB:V:1	ram
ramb	3	0	1	1	0	1				0	630	unmatched	1	0	2	VERB:V:2	ramb
rambh	3	0	1	1	0	1				0	631	unmatched	6	0	3	VERB:V:2;SEE:1	ramB
ran	2	0	1	0	0	1				0	623,624	homonym_shared	0	0	3	VERB:V:1;SEE:1;NONE:1	
ranj	1	0	0	1	0	0				0			1	0	0		ranj
ranja	1	0	0	1	0	0				0			13	0	0		ranja
rap	4	1	1	1	0	1	174860	I		1	625	matched	5	0	1	VERB:V:1	rap
rapa	1	0	0	1	0	0				0			13	0	0		rapa
raph	3	1	1	0	0	1	174867	I		1	627	unmatched	0	0	1	VERB:V:1	raP
raphi	1	0	0	1	0	0				0			3	0	0		raPi
rapś	4	1	1	1	0	1	174863			1	626	matched	5	0	1	VERB:V:1	rapS
ras	4	1	1	1	0	1	175478,175485	I,X	1,2	2	633	matched	72	0	2	VERB:V:2	ras
ratham	1	0	0	1	0	0				0			1	0	0		raTam
rauḍṛ	1	0	0	1	0	0				0			6	0	0		rOqf
rava	2	0	0	1	0	1				0			1	0	1	m:1	rava
rave	2	0	0	1	1	0				0			1	1	0		rave
ravi	2	0	0	1	0	1				0			2	0	65	m:41;n:14;f:4;m:f:n:2;m:n:2	ravi
raya	2	0	0	1	0	1				0			1	0	4	m:3;m:f:n:1	raya
rañch	2	0	1	0	0	1				0	618	unmatched	0	0	1	NONE:1	
rañj	3	1	0	1	0	1	173342	I,IV		1			29	0	1	VERB:V:1	raYj
raś	1	0	1	0	0	0				0	632	unmatched	0	0	0		
raśa	1	0	0	1	0	0				0			32	0	0		raSa
raṃh	3	1	1	0	0	1	173028	I,X		1	612	matched	0	0	1	VERB:V:1	raMh
raṃj	1	0	0	1	0	0				0			2	0	0		raMj
raṅg	3	0	1	1	0	1				0	614	unmatched	4	0	1	VERB:V:1	raNg
raṇ	3	1	0	1	0	1	174075,174197	I,IV	1,2	2			25	0	3	VERB:V:3	raR
raṇv	2	0	1	0	0	1				0	620	matched	0	0	1	VERB:V:1	
raṭ	4	1	1	1	0	1	174063	I		1	619	matched	15	0	1	VERB:V:1	raw
rdda	1	0	0	1	0	0				0			1	0	0		rdda
reach	1	0	0	0	1	0				0			0	1	0		
reach to	1	0	0	0	1	0				0			0	1	0		
read	1	0	0	0	1	0				0			0	1	0		
rebh	2	0	1	0	0	1				0	666	unmatched	0	0	2	VERB:V:1;NONE:1	
rebha	2	0	0	1	0	1				0			2	0	3	m:2;m:f:n:1	reBa
rebhṛ	1	0	0	1	0	0				0			25	0	0		reBf
rej	4	1	1	1	0	1	179363	I	1	1	664	matched	3	0	3	VERB:V:1;m:f:n:1;m:1	rej
rejoice	1	0	0	0	1	0				0			0	1	0		
rejṛ	1	0	0	1	0	0				0			8	0	0		rejf
rekṛ	1	0	0	1	0	0				0			2	0	0		rekf
relaḷ	1	0	0	0	1	0				0			0	1	0		
release	1	0	0	0	1	0				0			0	1	0		
remember	1	0	0	0	1	0				0			0	1	0		
remove	1	0	0	0	1	0				0			0	1	0		
repeat	1	0	0	0	1	0				0			0	1	0		
repel	1	0	0	0	1	0				0			0	1	0		
reverence	1	0	0	0	1	0				0			0	1	0		
revile	1	0	0	0	1	0				0			0	2	0		
revṛ	1	0	0	1	0	0				0			25	0	0		revf
reḍ	2	0	1	0	0	1				0	665	unmatched	0	0	1	VERB:V:1	
reṛresh	1	0	0	0	1	0				0			0	1	0		
reṣṛ	1	0	0	1	0	0				0			12	0	0		rezf
reṭ	2	0	0	1	0	1				0			2	0	1	VERB:V:1	rew
rha	1	0	0	1	0	0				0			1	0	0		rha
ri	3	0	1	1	0	1				0	641	homonym_shared	5	0	4	VERB:V:2;NONE:2	ri
ribh	4	1	1	1	0	1	178103	I		1	647	matched	2	0	1	VERB:V:1	riB
ric	4	1	1	1	0	1	177975	I,IV,VII,X		1	644	matched	52	0	1	VERB:V:1	ric
riga	1	0	0	1	0	0				0			1	0	0		riga
rigi	1	0	0	1	0	0				0			1	0	0		rigi
rih	4	1	1	1	0	1	178173	II,VI		1	650	matched	7	0	1	VERB:V:1	rih
rikh	4	1	1	1	0	1	177953	I,VI		1	642	unmatched	2	0	1	VERB:V:1	riK
rikha	1	0	0	1	0	0				0			2	0	0		riKa
rikhi	1	0	0	1	0	0				0			4	0	0		riKi
ring	1	0	0	0	1	0				0			0	1	0		
rinse	1	0	0	0	1	0				0			0	1	0		
rip	4	1	1	1	0	1	178040		1	1	645	matched	4	0	2	VERB:V:1;f:1	rip
ripau	1	0	0	1	0	0				0			1	0	0		ripO
riph	4	1	1	1	0	1	178088	VI		1	646	matched	3	0	1	VERB:V:1	riP
ripha	1	0	0	1	0	0				0			29	0	0		riPa
rise against	1	0	0	0	1	0				0			0	1	0		
riti	1	0	0	1	0	0				0			1	0	0		riti
rivi	1	0	0	1	0	0				0			2	0	0		rivi
riñkh	1	0	1	0	0	0				0	643	unmatched	0	0	0		
riś	4	1	1	1	0	1	178131	VI		1	648	matched	2	0	1	VERB:V:1	riS
riśa	2	0	0	1	0	1				0			8	0	2	m:f:n:1;m:1	riSa
riṅg	3	1	0	1	0	1	177968	I		1			1	0	1	VERB:V:1	riNg
riṅkh	3	1	0	1	0	1	177954	I		1			1	0	1	VERB:V:1	riNK
riṣ	4	1	1	1	0	1	178139	I,IV	1	1	649	matched	12	0	2	VERB:V:1;f:1	riz
riṣa	2	0	0	1	0	1				0			58	0	1	NONE:1	riza
rmmakatvāt	1	0	0	1	0	0				0			1	0	0		rmmakatvAt
roam	1	0	0	0	1	0				0			0	1	0		
roar	1	0	0	0	1	0				0			0	6	0		
roast	1	0	0	0	1	0				0			0	1	0		
rob	1	0	0	0	1	0				0			0	1	0		
rock	1	0	0	0	1	0				0			0	1	0		
roge	1	0	0	1	0	0				0			1	0	0		roge
roll	1	0	0	0	1	0				0			0	1	0		
roḍṛ	1	0	0	1	0	0				0			2	0	0		roqf
ru	4	1	1	1	0	1	178213,178231	I,II	1,3	2	652,653	homonym_shared	108	0	4	VERB:V:2;m:2	ru
rub	1	0	0	0	1	0				0			0	1	0		
rub, crush	1	0	0	0	1	0				0			0	1	0		
ruc	4	1	1	1	0	1	178244	I	1	1	654	matched	136	0	2	VERB:V:1;f:1	ruc
rud	4	1	1	1	0	1	178506	II	1	1	657	matched	17	0	3	VERB:V:1;m:f:n:1;f:1	rud
rudh	4	1	1	1	0	1	178751,178755	I,VII	1,2	2	658,659	homonym_shared	96	0	4	VERB:V:2;SEE:1;NONE:1	ruD
rudir	1	0	0	1	0	0				0			37	0	0		rudir
ruh	4	1	1	1	0	1	178960	I	1	1	662	matched	251	0	2	VERB:V:1;f:1	ruh
ruj	4	1	1	1	0	1	178446	VI,X	1	1	655	matched	25	0	2	VERB:V:1;NONE:1	ruj
rule	1	0	0	0	1	0				0			0	1	0		
rumble	1	0	0	0	1	0				0			0	2	0		
run	1	0	0	0	1	0				0			0	5	0		
rup	4	1	1	1	0	1	178856	IV	1	1	660	matched	1	0	2	VERB:V:1;f:1	rup
rupa	2	0	0	1	0	1				0			5	0	1	m:1	rupa
rush	1	0	0	0	1	0				0			0	1	0		
rush, push	1	0	0	0	1	0				0			0	1	0		
rustle	1	0	0	0	1	0				0			0	1	0		
ruś	2	1	0	0	0	1	178902	VI		1			0	0	1	VERB:V:1	ruS
ruśa	1	0	0	1	0	0				0			1	0	0		ruSa
ruṣ	4	1	1	1	0	1	178916	I,IV,X	1	1	661	matched	7	0	2	VERB:V:1;f:1	ruz
ruṣa	1	0	0	1	0	0				0			41	0	0		ruza
ruṭa	1	0	0	1	0	0				0			18	0	0		ruwa
ruṭh	3	1	1	0	0	1	178489	I		1	656	unmatched	0	0	1	VERB:V:1	ruW
ruṭha	1	0	0	1	0	0				0			7	0	0		ruWa
ruṭi	1	0	0	1	0	0				0			1	0	0		ruwi
rā	4	1	1	1	0	1	176008	II	1	1	635,636	homonym_shared	96	0	5	f:2;VERB:V:1;NONE:1;SEE:1	rA
rādh	4	1	1	1	0	1	177153	IV,V		1	638	matched	99	0	1	VERB:V:1	rAD
rāghṛ	1	0	0	1	0	0				0			7	0	0		rAGf
rāj	4	1	1	1	0	1	176246	I	1	1	637	matched	30	0	4	VERB:V:1;m:f:n:1;m:1;f:1	rAj
rājṛ	1	0	0	1	0	0				0			26	0	0		rAjf
rākhṛ	1	0	0	1	0	0				0			3	0	0		rAKf
rās	4	1	1	1	0	1	177844	I	1	1	639,640	unmatched	1	0	3	VERB:V:2;SEE:1	rAs
rāsṛ	1	0	0	1	0	0				0			4	0	0		rAsf
rāśī	2	0	0	1	0	1				0			4	0	6	m:f:n:3;n:2;ICF:rASi:1	rASI
rī	4	1	1	1	0	1	178179	IV,IX	1	1	651	homonym_shared	45	0	4	f:2;VERB:V:1;NONE:1	rI
rīṅ	1	0	0	1	0	0				0			21	0	0		rIN
rūkṣ	2	0	0	1	0	1				0			6	0	1	VERB:V:1	rUkz
rūp	2	0	0	1	0	1				0			29	0	1	VERB:V:1	rUp
rūṣ	4	1	1	1	0	1	179276	I,X		1	663	unmatched	3	0	1	VERB:V:1	rUz
rūṣa	2	0	0	1	0	1				0			4	0	2	m:1;m:f#A:n:1	rUza
sabhāj	2	0	0	1	0	1				0			8	0	1	VERB:V:1	saBAj
sac	4	1	1	1	0	1	228852	I	1	1	828	matched	24	0	25	n:8;m:f:n:5;f:4;m:4;VERB:V:2	sac
sacriṛice	1	0	0	0	1	0				0			0	1	0		
sad	4	1	1	1	0	1	230505	I,VI	2	1	830	matched	107	0	169	m:57;m:f:n:38;n:27;f:27;NONE:5	sad
sagh	3	0	1	1	0	1				0	827	matched	1	0	1	VERB:V:1	saG
sah	4	1	1	1	0	1	239967	I,X	1	1	836	matched	70	0	3	VERB:V:2;m:f:n:1	sah
saj	2	0	1	0	0	1				0	829	unmatched	0	0	18	m:f:n:5;f:3;m:3;SEE:2;n:2	
sajñāyāṃ	1	0	0	1	0	0				0			1	0	0		sajYAyAM
sakala	1	0	0	1	0	0				0			6	0	0		sakala
sakṣ	2	0	1	0	0	1				0	826	unmatched	0	0	1	VERB:V:1	
sal	2	0	0	1	0	1				0			1	0	4	VERB:V:1;n:1;NONE:1;m:1	sal
salopaḥ	1	0	0	1	0	0				0			1	0	0		salopaH
sam	2	0	0	1	0	1				0			15	0	1581	m:f:n:633;m:359;n:227;f:167;SEE:61	sam
samaya	2	0	0	1	0	1				0			2	0	3	VERB:V:1;m:f:n:1;m:1	samaya
sambhavaḥ	1	0	0	1	0	0				0			1	0	0		samBavaH
samucchrāye	1	0	0	1	0	0				0			1	0	0		samucCrAye
samāptau	1	0	0	1	0	0				0			1	0	0		samAptO
samāśrite	1	0	0	1	0	0				0			1	0	0		samASrite
samī	2	0	0	1	0	1				0			7	0	10	m:2;m:f:n:2;f:2;SEE:2;ICF:sama:1	samI
san	4	1	1	1	0	1	231023	I,VIII	1	1	831	matched	30	0	34	m:8;n:6;m:f:n:5;NONE:5;SEE:3	san
sanja	1	0	0	1	0	0				0			1	0	0		sanja
sap	4	1	1	1	0	1	232210	I	1	1	832	matched	4	0	2	VERB:V:1;SEE:1	sap
sarj	3	0	1	1	0	1				0	833	matched	30	0	2	VERB:V:2	sarj
sarvva	1	0	0	1	0	0				0			1	0	0		sarvva
sas	3	1	1	0	0	1	239787	II		1	835	matched	0	0	1	VERB:V:1	sas
saurabhye	1	0	0	1	0	0				0			1	0	0		sOraBye
say	2	0	0	0	1	1				0			0	2	1	VERB:V:1	
sañj	3	1	0	1	0	1	229218	I	2	1			50	0	2	VERB:V:2	saYj
saśc	3	0	1	1	0	1				0	834	unmatched	2	0	1	VERB:V:1	saSc
