lane	kewa_seq	vol	page	heading_idx	kewa_slp1	match_basis	pwg_key1	witness	n_candidates	lemma_route	routes_agree	flags
modern-IE	1	I	13	0	a	exact	a	PWG-key1	1	a|an	0	bound-prefix-or-stem|routes-disagree
modern-IE	2	I	13	0	a	exact	a	PWG-key1	1	a|an	0	bound-prefix-or-stem|routes-disagree
modern-IE	3	I	13	0	a	exact	a	PWG-key1	1	a|an	0	bound-prefix-or-stem|routes-disagree
modern-IE	4	I	13	0	aMSaH	sandhi/diacritic-normalized	aMSa	rule	1	aMSa	1	
modern-IE	5	I	13	0	aMSuH	sandhi/diacritic-normalized	aMSu	rule	1	aMSu	1	
modern-IE	6	I	13	0	aMsaDrI	exact	aMsaDrI	PWG-key1	1			
modern-IE	7	I	14	0	aMsalaH	sandhi/diacritic-normalized	aMsala	rule	1	aMsala	1	
modern-IE	8	I	14	0	aMsaH	sandhi/diacritic-normalized	aMsa	rule	1	aMsa	1	
modern-IE	9	I	14	0	aMhatiH	sandhi/diacritic-normalized	aMhati	rule	1	aMhati	1	
modern-IE	10	I	14	0	aMhatiH	sandhi/diacritic-normalized	aMhati	rule	1	aMhati	1	
modern-IE	10	I	14	1	aMhatI	exact	aMhatI	PWG-key1	1			
modern-IE	10	I	14	2	aMhitiH	sandhi/diacritic-normalized	aMhiti	rule	1			
modern-IE	11	I	14	0	aMhaH	inflected-form->stem	aMhas	dcs	1	aMhas	same-route	
modern-IE	12	I	14	0	aMhuH	sandhi/diacritic-normalized	aMhu	rule	1			
modern-IE	13	I	14	0	aMhriH	sandhi/diacritic-normalized	aMhri	rule	1			
modern-IE	14	I	14	0	akam	sandhi/diacritic-normalized	aka	rule	1	aka	1	
modern-IE	15	I	15	0	akavaH	sandhi/diacritic-normalized	akava	rule	1			
modern-IE	16	I	15	0	akUpAraH	sandhi/diacritic-normalized	akUpAra	rule	1	akUpAra	1	
modern-IE	17	I	15	0	akkA	exact	akkA	PWG-key1	1			
modern-IE	18	I	15	0	aktA	exact	aktA	PWG-key1	1	aktA	1	
modern-IE	19	I	15	0	aktuH	sandhi/diacritic-normalized	aktu	rule	1	aktu	1	
modern-IE	20	I	15	0	aktuH	sandhi/diacritic-normalized	aktu	rule	1	aktu	1	
modern-IE	21	I	15	0	aknaH	sandhi/diacritic-normalized	akna	rule	1	aYc	0	routes-disagree
modern-IE	22	I	15	0	akraH	sandhi/diacritic-normalized	akra	rule	1	akra	1	
modern-IE	23	I	15-16	0	akraH	sandhi/diacritic-normalized	akra	rule	1	akra	1	
modern-IE	24	I	16	0	akrUraH	sandhi/diacritic-normalized	akrUra	rule	1	akrUra	1	
modern-IE	25	I	16	0	akzati	inflected-form->stem	akz	vidyut	1	akz	same-route	
modern-IE	26	I	16	0	akzaH	sandhi/diacritic-normalized	akza	rule	1	akza	1	
modern-IE	27	I	16	0	akzaH	sandhi/diacritic-normalized	akza	rule	1	akza	1	
modern-IE	28	I	16	0	akzi	exact	akzi	PWG-key1	1	akza|akzi	0	routes-disagree
modern-IE	29	I	16	0	akzipat	exact	akzipat	PWG-key1	1	kzip	0	routes-disagree
modern-IE	30	I	16	0	akzuH	sandhi/diacritic-normalized	akzu	rule	1			
modern-IE	31	I	16	0	akzowaH	sandhi/diacritic-normalized	akzowa	rule	1	akzowa	1	
modern-IE	32	I	16-17	0	akzOhiRI	exact	akzOhiRI	PWG-key1	1	akzOhiRI	1	
modern-IE	33	I	17	0	akzRoti	unmatched			0			
modern-IE	34	I	17	0	aKawwiH	sandhi/diacritic-normalized	aKawwi	rule	1			
modern-IE	35	I	17	0	aKKalIkftya	unmatched			0			
modern-IE	36	I	17	0	agataH	sandhi/diacritic-normalized	agata	rule	1			
modern-IE	37	I	17	0	agaruH	sandhi/diacritic-normalized	agaru	rule	1	agaru	1	
modern-IE	38	I	17	0	agastiH	sandhi/diacritic-normalized	agasti	rule	1	agasti	1	
modern-IE	39	I	17	0	agaH	sandhi/diacritic-normalized	aga	rule	1			
modern-IE	40	I	17	0	agaH	sandhi/diacritic-normalized	aga	rule	1			
modern-IE	41	I	17	0	agAram	sandhi/diacritic-normalized	agAra	rule	1	agAra	1	
modern-IE	42	I	17-18	0	aguruH	sandhi/diacritic-normalized	aguru	rule	1	aguru	1	
modern-IE	43	I	18	0	agDaH	unmatched			0			
modern-IE	44	I	18	0	agniH	sandhi/diacritic-normalized	agni	rule	1	agni	1	
modern-IE	45	I	18	0	agram	sandhi/diacritic-normalized	agra	rule	1	agra	1	
modern-IE	46	I	18	0	agrimaH	sandhi/diacritic-normalized	agrima	rule	1			
modern-IE	47	I	18	0	agruH	sandhi/diacritic-normalized	agru	rule	1			
modern-IE	48	I	19	0	agregUH	sandhi/diacritic-normalized	agregU	rule	1			
modern-IE	49	I	19	0	agryaH	sandhi/diacritic-normalized	agrya	rule	1	agrya	1	
modern-IE	50	I	19	0	aGavAn	unmatched			0			
modern-IE	51	I	19	0	aGaH	sandhi/diacritic-normalized	aGa	rule	1	aGa	1	
modern-IE	52	I	19	0	aGnyaH	sandhi/diacritic-normalized	aGnya	rule	1	aGnya	1	
modern-IE	53	I	19	0	aNkatiH	sandhi/diacritic-normalized	aNkati	rule	1			
modern-IE	54	I	19	0	aNkasam	sandhi/diacritic-normalized	aNkasa	rule	1	aNkasa	1	
modern-IE	55	I	19	0	aNkaH	sandhi/diacritic-normalized	aNka	rule	1	aNka	1	
modern-IE	56	I	19	0	aNkaH	sandhi/diacritic-normalized	aNka	rule	1	aNka	1	
modern-IE	57	I	19	0	aNkurah	unmatched			0			
modern-IE	58	I	20	0	aNkuSaH	sandhi/diacritic-normalized	aNkuSa	rule	1	aNkuSa	1	
modern-IE	59	I	20	0	aNkowaH	sandhi/diacritic-normalized	aNkowa	rule	1			
modern-IE	60	I	20	0	aNKayati	unmatched			0			
modern-IE	61	I	20	0	aNga	exact	aNga	PWG-key1	1	aNga	1	
modern-IE	62	I	20	0	aNgati	exact	aNgati	PWG-key1	1			
modern-IE	63	I	20	0	aNgatiH	sandhi/diacritic-normalized	aNgati	rule	1			
modern-IE	64	I	20	0	aNgadam	sandhi/diacritic-normalized	aNgada	rule	1	aNgada	1	
modern-IE	65	I	20	0	aNganam	sandhi/diacritic-normalized	aNgana	rule	1	aNganA|aNgana	0	routes-disagree
modern-IE	66	I	20-21	0	aNganA	exact	aNganA	PWG-key1	1	aNganA	1	
modern-IE	67	I	21	0	aNgam	sandhi/diacritic-normalized	aNga	rule	1	aNga	1	
modern-IE	68	I	21	0	aNgaloqyaH	sandhi/diacritic-normalized	aNgaloqya	rule	1			
modern-IE	69	I	21	0	aNgAraH	sandhi/diacritic-normalized	aNgAra	rule	1	aNgAra	1	
modern-IE	69	I	21	1	aNgArakaH	sandhi/diacritic-normalized	aNgAraka	rule	1	aNgAraka	1	
modern-IE	70	I	21	0	aNgArikA	exact	aNgArikA	PWG-key1	1			
modern-IE	71	I	21	0	aNgAH	inflected-form->stem	aNga	dcs	1	aNga	same-route	
modern-IE	72	I	21-22	0	aNgirAH	inflected-form->stem	aNgiras	dcs	1	aNgiras	same-route	
modern-IE	73	I	22	0	aNguriH	sandhi/diacritic-normalized	aNguri	rule	1	aNguri	1	
modern-IE	74	I	22	0	aNguliH	sandhi/diacritic-normalized	aNguli	rule	1	aNguli	1	
modern-IE	74	I	22	1	aNguriH	sandhi/diacritic-normalized	aNguri	rule	1	aNguri	1	
modern-IE	74	I	22	2	aNgulI	exact	aNgulI	PWG-key1	1	aNguli	0	routes-disagree
modern-IE	75	I	22	0	aNguzWaH	sandhi/diacritic-normalized	aNguzWa	rule	1	aNguzWa	1	
modern-IE	76	I	22	0	aNgUzaH	sandhi/diacritic-normalized	aNgUza	rule	1			
modern-IE	77	I	22	0	aNgozI	unmatched			0			
modern-IE	77	I	22	1	aNgozin	exact	aNgozin	PWG-key1	1			bound-prefix-or-stem
modern-IE	78	I	22	0	aNGriH	sandhi/diacritic-normalized	aNGri	rule	1	aNGri	1	
modern-IE	78	I	22	1	aMhriH	sandhi/diacritic-normalized	aMhri	rule	1			
modern-IE	79	I	22	0	acati	finite-form->root	aYc	dcs	1	aYc	same-route	
modern-IE	80	I	22	0	acalaH	sandhi/diacritic-normalized	acala	rule	1	acala	1	
modern-IE	81	I	22	0	acCaH	sandhi/diacritic-normalized	acCa	rule	1	acCa	1	
modern-IE	82	I	22	0	acCaH	sandhi/diacritic-normalized	acCa	rule	1	acCa	1	
modern-IE	83	I	22	0	acCa	exact	acCa	PWG-key1	1	acCa	1	
modern-IE	84	I	23	0	ajati	finite-form->root	aj	dcs	1	aj	same-route	
modern-IE	85	I	23	0	ajasraH	sandhi/diacritic-normalized	ajasra	rule	1	ajasra	1	
modern-IE	86	I	23	0	ajaH	sandhi/diacritic-normalized	aja	rule	1	aj|aja	0	routes-disagree
modern-IE	87	I	23	0	ajaH	sandhi/diacritic-normalized	aja	rule	1	aj|aja	0	routes-disagree
modern-IE	88	I	23	0	ajAjiH	sandhi/diacritic-normalized	ajAji	rule	1	ajAji	1	
modern-IE	88	I	23	1	ajAjI	exact	ajAjI	PWG-key1	1	ajAji	0	routes-disagree
modern-IE	89	I	23	0	ajinam	sandhi/diacritic-normalized	ajina	rule	1	ajina	1	
modern-IE	90	I	23	0	ajiraH	sandhi/diacritic-normalized	ajira	rule	1	ajira	1	
modern-IE	91	I	23	0	ajIjanat	finite-form->root	jan	dcs	1	jan	same-route	
modern-IE	92	I	23	0	ajItaH	sandhi/diacritic-normalized	ajIta	rule	1			
modern-IE	93	I	23	0	aje	inflected-form->stem	aja	dcs	1	aja	same-route	
modern-IE	94	I	23	0	ajjukA	exact	ajjukA	PWG-key1	1	ajjukA	1	
modern-IE	95	I	23	0	ajYAtaH	sandhi/diacritic-normalized	ajYAta	rule	1	ajYAta	1	
modern-IE	96	I	23	0	ajma	exact	ajma	PWG-key1	1	ajman	0	routes-disagree
modern-IE	97	I	23	0	ajmaH	sandhi/diacritic-normalized	ajma	rule	1			
modern-IE	98	I	23	0	ajraH	sandhi/diacritic-normalized	ajra	rule	1			
modern-IE	99	I	24	0	ajryaH	sandhi/diacritic-normalized	ajrya	rule	1			
modern-IE	100	I	24	0	aYc	exact	aYc	PWG-key1	1			bound-suffix|bound-prefix-or-stem
modern-IE	101	I	24	0	aYcati	exact	aYcati	PWG-key1	1	aYc	0	routes-disagree
modern-IE	101	I	24	1	acati	finite-form->root	aYc	dcs	1	aYc	same-route	
modern-IE	102	I	24	0	aYcatiH	sandhi/diacritic-normalized	aYcati	rule	1			
modern-IE	103	I	24	0	aYcalaH	sandhi/diacritic-normalized	aYcala	rule	1	aYcala	1	
modern-IE	104	I	24	0	aYjaliH	sandhi/diacritic-normalized	aYjali	rule	1	aYjali	1	
modern-IE	105	I	24	0	aYjaH	inflected-form->stem	aYjas	dcs	1	aYjas	same-route	
modern-IE	106	I	24	0	aYjaH	inflected-form->stem	aYjas	dcs	1	aYjas	same-route	
modern-IE	107	I	24-25	0	aYjIraH	sandhi/diacritic-normalized	aYjIra	rule	1			
modern-IE	108	I	25	0	awati	finite-form->root	aw	dcs	1	aw	same-route	
modern-IE	109	I	25	0	awavI	exact	awavI	PWG-key1	1	awavI	1	
modern-IE	110	I	25	0	awwanam	sandhi/diacritic-normalized	awwana	rule	1			
modern-IE	111	I	25	0	awwahAsaH	sandhi/diacritic-normalized	awwahAsa	rule	1	awwahAsa	1	
modern-IE	112	I	25	0	awwaH	sandhi/diacritic-normalized	awwa	rule	1	awwa	1	
modern-IE	113	I	25-26	0	aqqanam	sandhi/diacritic-normalized	aqqana	rule	1			
modern-IE	114	I	26	0	aRati	unmatched			0			
modern-IE	115	I	26	0	aRuH	sandhi/diacritic-normalized	aRu	rule	1	aRu	1	
modern-IE	116	I	26	0	aRWati	unmatched			0			
modern-IE	117	I	26	0	aRqam	sandhi/diacritic-normalized	aRqa	rule	1	aRqa	1	
modern-IE	118	I	26	0	atati	finite-form->root	at	dcs	1	at	same-route	
modern-IE	119	I	26	0	atasam	sandhi/diacritic-normalized	atasa	rule	1	atasa	1	
modern-IE	120	I	27	0	atasiH	sandhi/diacritic-normalized	atasi	rule	1			
modern-IE	121	I	27	0	ataH	inflected-form->stem	atas	dcs	1	atas	same-route	
modern-IE	122	I	27	0	ati	exact	ati	PWG-key1	1	at|ati	0	routes-disagree
modern-IE	123	I	27	0	atikulvaH	sandhi/diacritic-normalized	atikulva	rule	1			
modern-IE	124	I	27	0	atiTiH	sandhi/diacritic-normalized	atiTi	rule	1	atiTi	1	
modern-IE	125	I	27	0	atirekaH	sandhi/diacritic-normalized	atireka	rule	1	atireka	1	
modern-IE	125	I	27	1	atIrekaH	sandhi/diacritic-normalized	atIreka	rule	1	atIreka	1	
modern-IE	126	I	27	0	atkaH	sandhi/diacritic-normalized	atka	rule	1			
modern-IE	127	I	27-28	0	attA	exact	attA	PWG-key1	1	ad	0	routes-disagree
modern-IE	128	I	28	0	atti	exact	atti	PWG-key1	1	atti	1	
modern-IE	129	I	28	0	attiH	sandhi/diacritic-normalized	atti	rule	1	atti	1	
modern-IE	130	I	28	0	atnaH	sandhi/diacritic-normalized	atna	rule	1			
modern-IE	131	I	28	0	atyaH	sandhi/diacritic-normalized	atya	rule	1	atya	1	
modern-IE	132	I	28	0	atra	exact	atra	PWG-key1	1	atra|iti|zaRQa	0	routes-disagree
modern-IE	133	I	28	0	atriH	sandhi/diacritic-normalized	atri	rule	1	atri	1	
modern-IE	134	I	28	0	aTa	exact	aTa	PWG-key1	1	aTa	1	
modern-IE	135	I	28	0	aTaryaH	sandhi/diacritic-normalized	aTarya	rule	1			
modern-IE	135	I	28	1	aTaryuH	sandhi/diacritic-normalized	aTaryu	rule	1			
modern-IE	136	I	28	0	aTarvA	inflected-form->stem	aTarvan	dcs	1	aTarvan	same-route	
modern-IE	137	I	28	0	adatkaH	sandhi/diacritic-normalized	adatka	rule	1			
modern-IE	138	I	28	0	adanam	sandhi/diacritic-normalized	adana	rule	1	adana	1	
modern-IE	139	I	29	0	adaH	inflected-form->stem	adas	dcs	1	ad|adas	same-route	as-stem-disambiguated
modern-IE	140	I	29	0	aditiH	sandhi/diacritic-normalized	aditi	rule	1	aditi	1	
modern-IE	141	I	29	0	adgaH	sandhi/diacritic-normalized	adga	rule	1			
modern-IE	142	I	29	0	adDA	exact	adDA	PWG-key1	1	adDA	1	
modern-IE	143	I	29	0	adDAtiH	sandhi/diacritic-normalized	adDAti	rule	1			
modern-IE	144	I	29-30	0	adBiH	ambiguous-multi	ad|ap	dcs	2	ad|ap	same-route	
modern-IE	144	I	29-30	1	adByaH	ambiguous-multi	ad|ap	dcs	2	ad|ap	same-route	
modern-IE	145	I	30	0	adButaH	sandhi/diacritic-normalized	adButa	rule	1	adButa	1	
modern-IE	146	I	30	0	adma	inflected-form->stem	adman	dcs	1	adman	same-route	
modern-IE	147	I	30	0	adyA	inflected-form->stem	adya	dcs	1	adya	same-route	
modern-IE	147	I	30	1	adya	exact	adya	PWG-key1	1	adya	1	
modern-IE	148	I	30	0	adrisAraH	sandhi/diacritic-normalized	adrisAra	rule	1			
modern-IE	149	I	30	0	adriH	sandhi/diacritic-normalized	adri	rule	1	adri	1	
modern-IE	150	I	30	0	advan	exact	advan	PWG-key1	1			bound-prefix-or-stem
modern-IE	151	I	30	0	aDamaH	sandhi/diacritic-normalized	aDama	rule	1	aDama	1	
modern-IE	152	I	30-31	0	aDaraH	sandhi/diacritic-normalized	aDara	rule	1	aDara	1	
modern-IE	153	I	31	0	aDastAt	exact	aDastAt	PWG-key1	1	aDastAt	1	
modern-IE	154	I	31	0	aDaH	inflected-form->stem	aDas	dcs	1	aDas	same-route	as-stem-disambiguated
modern-IE	155	I	31	0	aDA	inflected-form->stem	aDa	dcs	1	aDa	same-route	
modern-IE	155	I	31	1	aDa	exact	aDa	PWG-key1	1	aDa|aDas	0	routes-disagree
modern-IE	156	I	31	0	aDi	exact	aDi	PWG-key1	1	aDi	1	
modern-IE	157	I	31	0	aDunA	exact	aDunA	PWG-key1	1	aDunA	1	
modern-IE	158	I	31	0	aDfzwaH	sandhi/diacritic-normalized	aDfzwa	rule	1			
modern-IE	159	I	31	0	aDyuzwaH	sandhi/diacritic-normalized	aDyuzwa	rule	1			
modern-IE	160	I	31	0	aDriH	sandhi/diacritic-normalized	aDri	rule	1			
modern-IE	160	I	31	1	aDrijaH	sandhi/diacritic-normalized	aDrija	rule	1			
modern-IE	161	I	32	0	aDvaraH	sandhi/diacritic-normalized	aDvara	rule	1	aDvara	1	
modern-IE	162	I	32	0	aDvaryuH	sandhi/diacritic-normalized	aDvaryu	rule	1	aDvaryu	1	
modern-IE	163	I	32	0	aDvA	inflected-form->stem	aDvan	dcs	1	aDvan	same-route	
modern-IE	164	I	32	0	ana	exact	ana	PWG-key1	1	an|ana|anas	0	bound-prefix-or-stem|routes-disagree
modern-IE	165	I	32	0	anak	unmatched			0			
modern-IE	166	I	32	0	anakti	finite-form->root	aYj	dcs	1	aYj	same-route	
modern-IE	167	I	32	0	anaNgaH	sandhi/diacritic-normalized	anaNga	rule	1	anaNga	1	
modern-IE	168	I	32	0	anaqvAn	inflected-form->stem	anaquh	dcs	1	anaquh	same-route	
modern-IE	169	I	32-33	0	anaptaH	sandhi/diacritic-normalized	anapta	rule	1			
modern-IE	170	I	33	0	anapnAH	unmatched			0			
modern-IE	171	I	33	0	anaPA	exact	anaPA	PWG-key1	1			
modern-IE	172	I	33	0	analaH	sandhi/diacritic-normalized	anala	rule	1	anala	1	
modern-IE	173	I	33	0	anaH	inflected-form->stem	anas	dcs	1	ana|anas	same-route	as-stem-disambiguated
modern-IE	174	I	33	0	anaH	inflected-form->stem	anas	dcs	1	ana|anas	same-route	as-stem-disambiguated
modern-IE	175	I	33	0	anAgAH	sandhi/diacritic-normalized	anAgA	rule	1	anAga|anAgas	0	routes-disagree
modern-IE	176	I	33	0	anAmana	exact	anAmana	PWG-key1	1			bound-prefix-or-stem
modern-IE	177	I	33	0	anikzuH	sandhi/diacritic-normalized	anikzu	rule	1			
modern-IE	178	I	33	0	aniti	unmatched			0			
modern-IE	179	I	34	0	anilaH	sandhi/diacritic-normalized	anila	rule	1	anila	1	
modern-IE	180	I	34	0	anIkaM	sandhi/diacritic-normalized	anIka	rule	1	anIka	1	
modern-IE	181	I	34	0	anu	exact	anu	PWG-key1	1	anu	1	
modern-IE	182	I	34	0	anudraH	sandhi/diacritic-normalized	anudra	rule	1			
modern-IE	183	I	34	0	anumatiH	sandhi/diacritic-normalized	anumati	rule	1	anumati	1	
modern-IE	184	I	34	0	anuh	unmatched			0			
modern-IE	185	I	34	0	anUkaH	sandhi/diacritic-normalized	anUka	rule	1	anUka	1	
modern-IE	186	I	34	0	anUpaH	sandhi/diacritic-normalized	anUpa	rule	1	anUpa	1	
modern-IE	187	I	34	0	anehA	inflected-form->stem	anehas	vidyut	1	anehas	same-route	
modern-IE	188	I	34	0	ano	exact	ano	PWG-key1	1	an|ana|anas|anu	0	routes-disagree
modern-IE	189	I	35	0	antamaH	sandhi/diacritic-normalized	antama	rule	1	antama	1	
modern-IE	190	I	35	0	antamaH	sandhi/diacritic-normalized	antama	rule	1	antama	1	
modern-IE	191	I	35	0	antaraH	sandhi/diacritic-normalized	antara	rule	1	antara	1	
modern-IE	192	I	35	0	antaraH	sandhi/diacritic-normalized	antara	rule	1	antara	1	
modern-IE	193	I	35	0	antarikzam	sandhi/diacritic-normalized	antarikza	rule	1	antarikza	1	
modern-IE	194	I	35	0	antarIpam	sandhi/diacritic-normalized	antarIpa	rule	1	antarIpa	1	
modern-IE	195	I	35	0	antastyam	sandhi/diacritic-normalized	antastya	rule	1	antastya	1	
modern-IE	196	I	35	0	antaH	sandhi/diacritic-normalized	anta	rule	1	anta|antar	0	routes-disagree
modern-IE	197	I	35	0	antaH	sandhi/diacritic-normalized	anta	rule	1	anta|antar	0	routes-disagree
modern-IE	198	I	36	0	anti	exact	anti	PWG-key1	1	antI|anti	0	routes-disagree
modern-IE	199	I	36	0	antikaH	sandhi/diacritic-normalized	antika	rule	1	antika	1	
modern-IE	200	I	36	0	antI	exact	antI	PWG-key1	1			
modern-IE	201	I	36	0	antyaH	sandhi/diacritic-normalized	antya	rule	1	antya	1	
modern-IE	202	I	36	0	antram	sandhi/diacritic-normalized	antra	rule	1	antra	1	
modern-IE	203	I	36	0	anduH	sandhi/diacritic-normalized	andu	rule	1			
modern-IE	204	I	36	0	andolAyati	unmatched			0			
modern-IE	205	I	36	0	anDaH	inflected-form->stem	anDas	dcs	1	anDa|anDas	same-route	as-stem-disambiguated
modern-IE	206	I	36	0	anDaH	inflected-form->stem	anDas	dcs	1	anDa|anDas	same-route	as-stem-disambiguated
modern-IE	207	I	37	0	annam	sandhi/diacritic-normalized	anna	rule	1	Siva|anna	0	routes-disagree
modern-IE	208	I	37	0	anyatra	exact	anyatra	PWG-key1	1	anyatra	1	
modern-IE	209	I	37	0	anyaH	sandhi/diacritic-normalized	anya	rule	1	anya	1	
modern-IE	210	I	37	0	anvaN	inflected-form->stem	anvaYc	dcs	1	anvaYc	same-route	
modern-IE	211	I	37	0	ap	exact	ap	PWG-key1	1	ap	1	bound-prefix-or-stem
modern-IE	212	I	37	0	apa	exact	apa	PWG-key1	1	ap|apa|apas	0	routes-disagree
modern-IE	213	I	37	0	apacitiH	sandhi/diacritic-normalized	apaciti	rule	1	apaciti	1	
modern-IE	214	I	37	0	apataram	unmatched			0			
modern-IE	215	I	37	0	apatyam	sandhi/diacritic-normalized	apatya	rule	1	apatya	1	
modern-IE	216	I	37	0	apaDiH	unmatched			0			
modern-IE	217	I	37	0	apapitvam	sandhi/diacritic-normalized	apapitva	rule	1			
modern-IE	218	I	38	0	apamaH	sandhi/diacritic-normalized	apama	rule	1			
modern-IE	219	I	38	0	aparaH	sandhi/diacritic-normalized	apara	rule	1	apara	1	
modern-IE	220	I	38	0	aparADaH	sandhi/diacritic-normalized	aparADa	rule	1	aparADa	1	
modern-IE	221	I	38	0	apavAn	unmatched			0			
modern-IE	222	I	38	0	apaH	inflected-form->stem	apas	dcs	1	ap|apas	same-route	as-stem-disambiguated
modern-IE	223	I	38	0	apasalavi	exact	apasalavi	PWG-key1	1	apasalavi	1	
modern-IE	224	I	38	0	apaskaraH	sandhi/diacritic-normalized	apaskara	rule	1	apaskara	1	
modern-IE	225	I	38	0	apasPuraH	sandhi/diacritic-normalized	apasPura	rule	1	apasPur	0	routes-disagree
modern-IE	226	I	38-39	0	apakaH	unmatched			0			
modern-IE	227	I	39	0	apAN	inflected-form->stem	apAYc	dcs	1	apAYc	same-route	
modern-IE	228	I	39	0	apazWaH	sandhi/diacritic-normalized	apazWa	rule	1			
modern-IE	229	I	39	0	api	exact	api	PWG-key1	1	ap|api|etad|iti	0	routes-disagree
modern-IE	230	I	39	0	api	exact	api	PWG-key1	1	ap|api|etad|iti	0	routes-disagree
modern-IE	231	I	39	0	apit	exact	apit	PWG-key1	1			
modern-IE	232	I	39	0	apiDAnam	sandhi/diacritic-normalized	apiDAna	rule	1	apiDAna	1	
modern-IE	233	I	39	0	apivatati	unmatched			0			
modern-IE	234	I	39	0	apivfRoti	unmatched			0			
modern-IE	235	I	39	0	apicyaH	unmatched			0			
modern-IE	236	I	39	0	apUpaH	sandhi/diacritic-normalized	apUpa	rule	1	apUpa	1	
modern-IE	237	I	40	0	aptur	exact	aptur	PWG-key1	1	aptu|aptur	0	bound-prefix-or-stem|routes-disagree
modern-IE	238	I	40	0	apnaH	inflected-form->stem	apnas	dcs	1	apnas	same-route	
modern-IE	239	I	40	0	apratA	exact	apratA	PWG-key1	1	apratA	1	
modern-IE	240	I	40	0	aprAyuH	sandhi/diacritic-normalized	aprAyu	rule	1			
modern-IE	241	I	40	0	apvA	exact	apvA	PWG-key1	1	apvA	1	
modern-IE	242	I	40-41	0	apsarAH	sandhi/diacritic-normalized	apsarA	rule	1	apsaras	0	routes-disagree
modern-IE	243	I	41	0	apsaH	inflected-form->stem	apsas	dcs	1	apsas	same-route	
modern-IE	244	I	41	0	apsuH	sandhi/diacritic-normalized	apsu	rule	1	apsu	1	
modern-IE	245	I	41	0	aPenam	sandhi/diacritic-normalized	aPena	rule	1	aPena	1	
modern-IE	245	I	41	1	ahiPenam	unmatched			0			
modern-IE	246	I	41	0	abanDaraH	unmatched			0			
modern-IE	247	I	41	0	abdaH	sandhi/diacritic-normalized	abda	rule	1	abda	1	
modern-IE	248	I	41	0	abDiH	sandhi/diacritic-normalized	abDi	rule	1	abDi	1	
modern-IE	249	I	41	0	aBi	exact	aBi	PWG-key1	1	aBi	1	
modern-IE	250	I	41	0	aBigUrtiH	sandhi/diacritic-normalized	aBigUrti	rule	1			
modern-IE	251	I	41	0	aBicaraH	sandhi/diacritic-normalized	aBicara	rule	1			
modern-IE	252	I	41	0	aBicAraH	sandhi/diacritic-normalized	aBicAra	rule	1	aBicAra	1	
modern-IE	253	I	42	0	aBitaram	unmatched			0			
modern-IE	253	I	42	1	aBitarAm	exact	aBitarAm	PWG-key1	1	aBitarAm	1	
modern-IE	254	I	42	0	aBitaH	inflected-form->stem	aBitas	dcs	1	aBitas	same-route	
modern-IE	255	I	42	0	aBiDAnI	exact	aBiDAnI	PWG-key1	1	aBiDAnI	1	
modern-IE	256	I	42	0	aBinItiH	unmatched			0			
modern-IE	257	I	42	0	aBipitvam	sandhi/diacritic-normalized	aBipitva	rule	1	aBipitva	1	
modern-IE	258	I	42	0	aBimAtiH	sandhi/diacritic-normalized	aBimAti	rule	1	aBimAti	1	
modern-IE	259	I	42	0	aBivlaNgaH	sandhi/diacritic-normalized	aBivlaNga	rule	1			
modern-IE	260	I	42	0	aBizwiH	sandhi/diacritic-normalized	aBizwi	rule	1	aBizwi	1	
modern-IE	261	I	42	0	aBIke	inflected-form->stem	aBIka	dcs	1	aBIka	same-route	
modern-IE	262	I	42	0	aBIkzRam	exact	aBIkzRam	PWG-key1	1	aBIkzRa|aBIkzRam	0	routes-disagree
modern-IE	263	I	42	0	aBItiH	sandhi/diacritic-normalized	aBIti	rule	1			
modern-IE	264	I	43	0	aBISuH	sandhi/diacritic-normalized	aBISu	rule	1	aBISu	1	
modern-IE	265	I	43	0	aByasyati	unmatched			0			
modern-IE	266	I	43	0	aBram	sandhi/diacritic-normalized	aBra	rule	1	aBra	1	
modern-IE	267	I	43	0	aBriH	sandhi/diacritic-normalized	aBri	rule	1	aBri	1	
modern-IE	268	I	43	0	aBvaH	sandhi/diacritic-normalized	aBva	rule	1			
modern-IE	269	I	43	0	amatiH	sandhi/diacritic-normalized	amati	rule	1	amati	1	
modern-IE	270	I	43	0	amatiH	sandhi/diacritic-normalized	amati	rule	1	amati	1	
modern-IE	271	I	43	0	amatram	sandhi/diacritic-normalized	amatra	rule	1	amatra	1	
modern-IE	272	I	43	0	amatraH	sandhi/diacritic-normalized	amatra	rule	1	amatra	1	
modern-IE	273	I	43	0	amavAn	unmatched			0			
modern-IE	274	I	43	0	amaH	sandhi/diacritic-normalized	ama	rule	1	am|ama	0	routes-disagree
modern-IE	275	I	43-44	0	amaH	sandhi/diacritic-normalized	ama	rule	1	am|ama	0	routes-disagree
modern-IE	276	I	44	0	amA	exact	amA	PWG-key1	1	am|amA	0	routes-disagree
modern-IE	277	I	44	0	amIti	unmatched			0			
modern-IE	278	I	44	0	amIvA	unmatched			0			
modern-IE	279	I	44	0	amu	exact	amu	PWG-key1	1	amu	1	bound-prefix-or-stem
modern-IE	280	I	44	0	amfRAlam	sandhi/diacritic-normalized	amfRAla	rule	1	amfRAla	1	
modern-IE	281	I	44	0	amftaH	sandhi/diacritic-normalized	amfta	rule	1	amfta	1	
modern-IE	282	I	45	0	amnaH	inflected-form->stem	amnas	dcs	1	amnas	same-route	
