slp1	hom	sense_id	first_era	bucket_via	marginal	n_cites	n_dateable	att_sense_no	att_block	att_earliest	att_latest	conflict	cause	verdict	adjudicated_era	notes
Aditya		2a	vedic	dcs+hand:class	0	23	20	2	1	-1125	1830	0	ok	agree	vedic	
Aditya		2b	vedic	dcs	0	67	62	2	1	-1125	1830	0	ok	agree	vedic	
Aditya		2c	vedic	dcs	0	11	10	2	1	-1125	1830	0	ok	agree	vedic	
Aditya		2d	vedic	dcs	0	62	52	2	1	-1125	1830	0	ok	agree	vedic	
Aditya		2e	classical	dharmamitra	0	9	8	2	1	-1125	1830	0	ok	agree	classical	
Aditya		2f	late-medieval	hand:class	1	1	1	2	1	-1125	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 2a bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
Aditya		2g	early-medieval	dharmamitra	1	2	1	2	1	-1125	1830	0	ok	agree	early-medieval	
Aditya		3			0	1	0	3	1	None	None	0	ok	agree		
Agama		1	vedic	dcs+hand:class	0	8	8	1	1	-1125	-940	0	ok	agree	vedic	
Agama		2a	epic-sutra	dcs+dharmamitra+hand:class	0	25	20	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2b	epic-sutra	hand:class	1	1	1	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2c	epic-sutra	dcs	0	4	2	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2d	epic-sutra	dcs+dharmamitra	0	10	8	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2e	epic-sutra	dcs	0	7	6	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2f	epic-sutra	hand:class	1	5	1	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2g	epic-sutra	dcs+dharmamitra	0	13	10	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2h	epic-sutra	dcs+dharmamitra	0	40	19	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2i	epic-sutra	hand:class	1	1	1	2	1	-500	1150	0	ok	agree	epic-sutra	
Agama		2k			0	1	0	2	1	-500	1150	0	ok	agree		
Agama		3	late-medieval	hand:class	1	3	1	3	1	1830	1830	0	ok	agree	late-medieval	
Agneya		1a	vedic	dcs	0	24	18	1	1	-900	1400	0	ok	agree	vedic	
Agneya		1b			0	1	0	1	1	-900	1400	0	ok	agree		
Agneya		1c	classical	dharmamitra	0	7	7	1	1	-900	1400	0	ok	agree	classical	
Agneya		2a	epic-sutra	dharmamitra	1	2	1	2	1	80	1150	0	ok	agree	epic-sutra	
Agneya		2b	early-medieval	hand:class	1	1	1	2	1	80	1150	0	ok	agree	early-medieval	
Agneya		2c	epic-sutra	dharmamitra	1	1	1	2	1	80	1150	0	ok	agree	epic-sutra	
Agneya		3a	early-medieval	hand:class	0	3	2	3	1	200	1830	0	ok	agree	early-medieval	
Agneya		3b	epic-sutra	dharmamitra	1	1	1	3	1	200	1830	0	ok	agree	epic-sutra	
Agneya		3c	classical	dharmamitra	0	12	10	3	1	200	1830	0	ok	agree	classical	
Agneya		4a	early-medieval	hand:class	1	1	1	4	1	-400	1830	0	ok	agree	early-medieval	
Agneya		4b	epic-sutra	hand:class	0	2	2	4	1	-400	1830	0	ok	agree	epic-sutra	
Agneya		4c	late-medieval	hand:class	1	2	1	4	1	-400	1830	0	ok	agree	late-medieval	
Agneya		4d	late-medieval	hand:class	1	2	1	4	1	-400	1830	0	ok	agree	late-medieval	
Agneya		4e	classical	dharmamitra	0	5	5	4	1	-400	1830	0	ok	agree	classical	
Agneya		4f			0	1	0	4	1	-400	1830	0	ok	agree		
Arya		1a	classical	dharmamitra	0	3	3	1	1	-1125	1830	0	ok	agree	classical	
Arya		1c	early-medieval	hand:class	1	1	1	1	1	-1125	1830	0	ok	agree	early-medieval	
Arya		1f			0	1	0	1	1	-1125	1830	0	ok	agree		
Arya		1g	early-medieval	hand:class	1	1	1	1	1	-1125	1830	0	ok	agree	early-medieval	
Arya		2b	late-medieval	hand:class	1	2	1	2	1	-1125	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 2f bucket 'epic-sutra' explains the window; bucket 'late-medieval' stands for this sub-sense
Arya		2c	early-medieval	hand:class	1	1	1	2	1	-1125	1830	0	ok	agree	early-medieval	
Arya		2d	early-medieval	hand:class	1	1	1	2	1	-1125	1830	0	ok	agree	early-medieval	
Arya		2e			0	1	0	2	1	-1125	1830	0	ok	agree		
Arya		2f	epic-sutra	dharmamitra	1	1	1	2	1	-1125	1830	0	ok	agree	epic-sutra	
Arya		3b	epic-sutra	dharmamitra	0	4	4	3	1	200	1150	0	ok	agree	epic-sutra	
Arya		3c	classical	hand:class	0	10	5	3	1	200	1150	0	ok	agree	classical	
Arya		3d			0	2	0	3	1	200	1150	0	ok	agree		
As	2	10	vedic	dcs	0	9	8	10	1	-1125	80	0	ok	agree	vedic	
As	2	11	vedic	dcs	0	31	28	11	1	-1125	200	0	ok	agree	vedic	
As	2	12	vedic	dcs	0	8	8	12	1	-1125	450	0	ok	agree	vedic	
As	2	13	vedic	dcs	0	17	8	13	1	-940	-800	0	ok	agree	vedic	
As	2	14	late-medieval	dharmamitra	1	3	1	14	1	70	1400	0	ok	agree	late-medieval	
As	2	1a	epic-sutra	hand:class	1	1	1	1	1	-1125	1150	0	ok	agree	epic-sutra	
As	2	1b			0	1	0	1	1	-1125	1150	0	ok	agree		
As	2	1c	epic-sutra	dcs	0	2	2	1	1	-1125	1150	0	ok	agree	epic-sutra	
As	2	2a	epic-sutra	dharmamitra	0	2	2	2	1	-1125	1250	0	ok	agree	epic-sutra	
As	2	2b	epic-sutra	dcs+hand:class	0	10	10	2	1	-1125	1250	0	ok	agree	epic-sutra	
As	2	3	vedic	dcs	0	79	68	3	1	-1125	150	0	ok	agree	vedic	
As	2	4a	vedic	dcs	0	30	27	4	1	-1125	1150	0	ok	agree	vedic	
As	2	4b	epic-sutra	dcs	0	9	5	4	1	-1125	1150	0	ok	agree	epic-sutra	
As	2	4c	epic-sutra	dcs+dharmamitra	0	11	9	4	1	-1125	1150	0	ok	agree	epic-sutra	
As	2	4d	classical	dharmamitra	0	2	2	4	1	-1125	1150	0	ok	agree	classical	
As	2	4e	early-medieval	dharmamitra	1	2	1	4	1	-1125	1150	0	ok	agree	early-medieval	
As	2	4f	early-medieval	dcs	1	1	1	4	1	-1125	1150	0	ok	agree	early-medieval	
As	2	5	vedic	dcs	0	32	26	5	1	300	1000	1	evidence_base_work_dating	cross-layer-fork	vedic	work 'PAÑCAT': kosha layer buckets it 'vedic', H3790 point date 300 (epic-sutra); the two work-dating layers disagree about this WORK — genuine fork, flag to DECIDE
As	2	6	vedic	dcs	0	11	6	6	1	-1125	-1125	0	ok	agree	vedic	
As	2	7	vedic	dcs	0	42	35	7	1	-1125	400	0	ok	agree	vedic	
As	2	8	epic-sutra	dcs+dharmamitra	0	3	3	8	1	80	150	0	ok	agree	epic-sutra	
As	2	9	vedic	dcs	0	11	8	9	1	-800	200	0	ok	agree	vedic	
Asana	1	1a	epic-sutra	dcs+hand:class	0	28	15	1	1	-400	1200	0	ok	agree	epic-sutra	
Asana	1	1d	early-medieval	dharmamitra	1	1	1	1	1	-400	1200	0	ok	agree	early-medieval	
Asana	1	1e	classical	dharmamitra	0	2	2	1	1	-400	1200	0	ok	agree	classical	
Asana	1	2	epic-sutra	hand:class	0	4	4	2	1	-400	1250	0	ok	agree	epic-sutra	
Asana	1	3a			0	1	0	3	1	1150	1200	0	ok	agree		
Asana	1	3b	vedic	dcs	1	1	1	3	1	1150	1200	1	evidence_base_coverage	prefer-attestation-year	early-medieval	dating row thin (marginal=1, n_dateable=1); attestation earliest 1150 from scholarly point dates
Asana	1	3c	early-medieval	hand:class	1	2	1	3	1	1150	1200	0	ok	agree	early-medieval	
Asura		1a	vedic	dcs	0	7	6	1	1	-1125	200	0	ok	agree	vedic	
Asura		1b	vedic	dcs	0	32	27	1	1	-1125	200	0	ok	agree	vedic	
Asura		2a	vedic	dcs	0	7	5	2	1	-940	1830	0	ok	agree	vedic	
Asura		2b	epic-sutra	dcs	0	2	2	2	1	-940	1830	0	ok	agree	epic-sutra	
Asura		2c	early-medieval	dharmamitra	1	3	1	2	1	-940	1830	0	ok	agree	early-medieval	
Asura		2d	epic-sutra	hand:class	1	2	1	2	1	-940	1830	0	ok	agree	epic-sutra	
Asura		3a	late-medieval	hand:class	1	3	1	3	1	450	1830	0	ok	agree	late-medieval	
Asura		3b	classical	dharmamitra	0	2	2	3	1	450	1830	0	ok	agree	classical	
Asura		3c	early-medieval	dcs	0	3	2	3	1	450	1830	0	ok	agree	early-medieval	
Asura		4a	early-medieval	hand:class	1	1	1	4	1	1150	1830	0	ok	agree	early-medieval	
Asura		4b	late-medieval	hand:class	1	2	1	4	1	1150	1830	0	ok	agree	late-medieval	
Atman		10	classical	dharmamitra	0	3	2	10	1	450	1200	0	ok	agree	classical	
Atman		13	early-medieval	hand:class	1	1	1	13	1	1150	1150	0	ok	agree	early-medieval	
Atman		14	late-medieval	hand:class	1	2	1	14	1	1830	1830	0	ok	agree	late-medieval	
Atman		15	epic-sutra	dharmamitra	0	10	7	15	1	80	1830	0	ok	agree	epic-sutra	
Atman		16			0	1	0	16	1	None	None	0	ok	agree		
Atman		2	vedic	dcs	0	31	30	2	1	-1125	1150	0	ok	agree	vedic	
Atman		3	vedic	dcs	0	114	104	3	1	-1125	1050	0	ok	agree	vedic	
Atman		4	vedic	dcs	0	16	15	4	1	-1125	1400	0	ok	agree	vedic	
Atman		5	vedic	dcs	0	12	9	5	1	-900	-800	0	ok	agree	vedic	
Atman		6	epic-sutra	dcs	0	7	5	6	1	150	1150	0	ok	agree	epic-sutra	
Atman		7	epic-sutra	hand:class	0	6	5	7	1	450	1150	0	ok	agree	epic-sutra	
Atman		8	vedic	dcs	0	15	12	8	1	-940	1150	0	ok	agree	vedic	
Atman		9	classical	dharmamitra	0	3	2	9	1	450	1150	0	ok	agree	classical	
AvApa		1	epic-sutra	dharmamitra	0	2	2	1	1	80	80	0	ok	agree	epic-sutra	
AvApa		2a	early-medieval	hand:class	1	2	1	2	1	-400	1830	0	ok	agree	early-medieval	
AvApa		2b			0	2	0	2	1	-400	1830	0	ok	agree		
AvApa		2c			0	5	0	2	1	-400	1830	0	ok	agree		
AvApa		2d	epic-sutra	hand:class	0	12	12	2	1	-400	1830	0	ok	agree	epic-sutra	
AvApa		2e	early-medieval	hand:class	1	2	1	2	1	-400	1830	0	ok	agree	early-medieval	
AvApa		2f	early-medieval	hand:class	1	1	1	2	1	-400	1830	0	ok	agree	early-medieval	
AvApa		2g	late-medieval	hand:class	1	2	1	2	1	-400	1830	0	ok	agree	late-medieval	
AvApa		2h	epic-sutra	dcs+dharmamitra	0	4	3	2	1	-400	1830	0	ok	agree	epic-sutra	
AvApa		2i	classical	dharmamitra	0	4	3	2	1	-400	1830	0	ok	agree	classical	
AvApa		2k	late-medieval	hand:class	1	2	1	2	1	-400	1830	0	ok	agree	late-medieval	
AvApa		2l	classical	dharmamitra	0	5	3	2	1	-400	1830	0	ok	agree	classical	
AvApa		2m	late-medieval	hand:class	1	2	1	2	1	-400	1830	0	ok	agree	late-medieval	
BArata		1a	vedic	dcs	0	9	9	1	1	-1125	1400	0	ok	agree	vedic	
BArata		1b	vedic	dcs	0	26	20	1	1	-1125	1400	0	ok	agree	vedic	
BArata		1c	epic-sutra	dharmamitra	0	6	6	1	1	-1125	1400	0	ok	agree	epic-sutra	
BArata		1d	epic-sutra	dharmamitra+hand:class	0	8	5	1	1	-1125	1400	0	ok	agree	epic-sutra	
BArata		1e	epic-sutra	dharmamitra+hand:class	0	25	15	1	1	-1125	1400	0	ok	agree	epic-sutra	
BArata		1f			0	1	0	1	1	-1125	1400	0	ok	agree		
BArata		1g	epic-sutra	dharmamitra	0	25	19	1	1	-1125	1400	0	ok	agree	epic-sutra	
BArata		1h	early-medieval	dcs	0	2	2	1	1	-1125	1400	0	ok	agree	early-medieval	
BArata		1i	classical	dharmamitra	0	13	5	1	1	-1125	1400	0	ok	agree	classical	
BArata		2	late-medieval	hand:class	1	2	1	2	1	1830	1830	0	ok	agree	late-medieval	
BArata		3a	vedic	dcs+hand:class	0	36	29	3	1	-1125	1200	0	ok	agree	vedic	
BArata		3b	classical	dharmamitra	0	6	3	3	1	-1125	1200	0	ok	agree	classical	
BArata		3c	epic-sutra	dharmamitra	1	1	1	3	1	-1125	1200	0	ok	agree	epic-sutra	
BArata		4			0	3	0	4	1	None	None	0	ok	agree		
BArata		5			0	2	0	5	1	None	None	0	ok	agree		
BAva		10	epic-sutra	dcs+dharmamitra+hand:class	0	20	11	10	1	70	1200	0	ok	agree	epic-sutra	
BAva		11	epic-sutra	dcs+dharmamitra	0	29	17	11	1	70	1200	0	ok	agree	epic-sutra	
BAva		12	epic-sutra	dharmamitra	0	6	3	12	1	80	1200	0	ok	agree	epic-sutra	
BAva		13	classical	dharmamitra+hand:class	0	13	8	13	1	450	1200	0	ok	agree	classical	
BAva		14	classical	dharmamitra	1	4	1	14	1	550	550	0	ok	agree	classical	
BAva		15			0	9	0	15	1	None	None	0	ok	agree		
BAva		16			0	1	0	16	1	None	None	0	ok	agree		
BAva		17	epic-sutra	hand:class	0	14	6	17	1	-400	1830	0	ok	agree	epic-sutra	
BAva		2	classical	dharmamitra+hand:class	0	8	5	2	1	450	1400	0	ok	agree	classical	
BAva		3	epic-sutra	dcs+dharmamitra+hand:class	0	25	9	3	1	-500	1830	0	ok	agree	epic-sutra	
BAva		4	epic-sutra	dharmamitra	1	2	1	4	1	200	200	0	ok	agree	epic-sutra	
BAva		5	epic-sutra	dharmamitra+hand:class	0	15	10	5	1	-400	1200	0	ok	agree	epic-sutra	
BAva		6	epic-sutra	dcs+dharmamitra+hand:class	0	64	46	6	1	70	1400	0	ok	agree	epic-sutra	
BAva		7	epic-sutra	dcs	1	2	1	7	1	150	150	0	ok	agree	epic-sutra	
BAva		8			0	2	0	8	1	600	600	0	ok	agree		
BAva		9	epic-sutra	dcs+dharmamitra	0	24	19	9	1	70	1050	0	ok	agree	epic-sutra	
BAvana	1	1a	epic-sutra	dharmamitra	0	4	2	1	1	70	950	0	ok	agree	epic-sutra	
BAvana	1	1b	epic-sutra	dcs+dharmamitra	0	29	26	1	1	70	950	0	ok	agree	epic-sutra	
BAvana	1	1c			0	1	0	1	1	70	950	0	ok	agree		
BAvana	1	1d	epic-sutra	dharmamitra	1	1	1	1	1	70	950	0	ok	agree	epic-sutra	
BAvana	1	3a	epic-sutra	hand:class	0	8	3	3	1	-500	1400	0	ok	agree	epic-sutra	
BAvana	1	3b	epic-sutra	dharmamitra	1	1	1	3	1	-500	1400	0	ok	agree	epic-sutra	
BAvana	1	3c	vedic	dcs	0	41	27	3	1	-500	1400	0	ok	agree	vedic	
BAvana	1	3d	classical	dharmamitra	1	2	1	3	1	-500	1400	0	ok	agree	classical	
BAvana	1	3e			0	2	0	3	1	-500	1400	0	ok	agree		
BAvana	1	3f			0	2	0	3	1	-500	1400	0	ok	agree		
BAvana	1	3g			0	1	0	3	1	-500	1400	0	ok	agree		
BAvana	1	3h			0	1	0	3	1	-500	1400	0	ok	agree		
BAvana	1	4a			0	1	0	4	1	1150	1150	0	ok	agree		
BAvana	1	4c	early-medieval	hand:class	1	1	1	4	1	1150	1150	0	ok	agree	early-medieval	
BAvana	1	5a	late-medieval	hand:class	1	2	1	5	1	200	1830	0	ok	agree	late-medieval	
BAvana	1	5b	epic-sutra	dharmamitra	1	1	1	5	1	200	1830	0	ok	agree	epic-sutra	
BErava	1	1	epic-sutra	dcs+dharmamitra	0	33	26	1	1	70	1200	0	ok	agree	epic-sutra	
BErava	1	2a	classical	dharmamitra	0	35	8	2	1	80	1830	0	ok	agree	classical	
BErava	1	2b			0	1	0	2	1	80	1830	0	ok	agree		
BErava	1	2c	late-medieval	hand:class	1	2	1	2	1	80	1830	0	ok	agree	late-medieval	
BErava	1	2d	late-medieval	hand:class	1	2	1	2	1	80	1830	0	ok	agree	late-medieval	
BErava	1	2e	epic-sutra	dharmamitra	1	2	1	2	1	80	1830	0	ok	agree	epic-sutra	
BErava	1	2f	early-medieval	dharmamitra	1	7	1	2	1	80	1830	0	ok	agree	early-medieval	
BErava	1	2g	late-medieval	hand:class	1	2	1	2	1	80	1830	0	ok	agree	late-medieval	
BErava	1	2h	early-medieval	hand:class	1	3	1	2	1	80	1830	0	ok	agree	early-medieval	
BErava	1	3a	early-medieval	hand:class	0	13	2	3	1	200	1830	0	ok	agree	early-medieval	
BErava	1	3b	late-medieval	hand:class	1	3	1	3	1	200	1830	0	ok	agree	late-medieval	
BErava	1	3c	early-medieval	dcs	0	3	2	3	1	200	1830	0	ok	agree	early-medieval	
BIma		1	vedic	dcs	0	45	33	1	1	-1125	1150	0	ok	agree	vedic	
BIma		2a	early-medieval	hand:class	1	2	1	2	1	-700	1200	0	ok	agree	early-medieval	
BIma		2b	epic-sutra	hand:class	0	13	9	2	1	-700	1200	0	ok	agree	epic-sutra	
BIma		2c	epic-sutra	dharmamitra	0	7	5	2	1	-700	1200	0	ok	agree	epic-sutra	
BIma		2d	vedic	dcs	0	30	16	2	1	-700	1200	0	ok	agree	vedic	
BIma		3a	late-medieval	hand:class	1	2	1	3	1	70	1830	0	ok	agree	late-medieval	
BIma		3b	late-medieval	hand:class	1	2	1	3	1	70	1830	0	ok	agree	late-medieval	
BIma		3c	epic-sutra	dharmamitra	0	7	3	3	1	70	1830	0	ok	agree	epic-sutra	
BIma		3d	epic-sutra	dcs	1	2	1	3	1	70	1830	0	ok	agree	epic-sutra	
BIma		3e	epic-sutra	dharmamitra	0	4	3	3	1	70	1830	0	ok	agree	epic-sutra	
BIma		3f	early-medieval	dharmamitra	1	2	1	3	1	70	1830	0	ok	agree	early-medieval	
BU	1	10	vedic	dcs	0	18	6	10	1	400	1150	1	evidence_base_coverage	prefer-attestation-year	classical	dating row thin (earliest work 'SUŚR' outside kosha abbrev map); attestation earliest 400 from scholarly point dates
BU	1	11	vedic	dcs	0	12	11	11	1	-1125	1250	0	ok	agree	vedic	
BU	1	1a	epic-sutra	dcs+dharmamitra+hand:class	0	16	15	1	1	-1125	1400	0	ok	agree	epic-sutra	
BU	1	1b	vedic	dcs+hand:class	0	47	37	1	1	-1125	1400	0	ok	agree	vedic	
BU	1	1c	epic-sutra	hand:class	0	3	2	1	1	-1125	1400	0	ok	agree	epic-sutra	
BU	1	1d	vedic	dcs	0	16	12	1	1	-1125	1400	0	ok	agree	vedic	
BU	1	1e	vedic	dcs	0	5	3	1	1	-1125	1400	0	ok	agree	vedic	
BU	1	1f	epic-sutra	hand:class	0	2	2	1	1	-1125	1400	0	ok	agree	epic-sutra	
BU	1	1g	epic-sutra	hand:class	1	1	1	1	1	-1125	1400	0	ok	agree	epic-sutra	
BU	1	1h	classical	hand:class	0	24	24	1	1	-1125	1400	0	ok	agree	classical	
BU	1	1i	epic-sutra	hand:class	0	2	2	1	1	-1125	1400	0	ok	agree	epic-sutra	
BU	1	1l	vedic	dcs	0	20	15	1	1	-1125	1400	0	ok	agree	vedic	
BU	1	2	vedic	dcs+hand:class	0	180	153	2	1	-1125	150	0	ok	agree	vedic	
BU	1	3	vedic	dcs+hand:class	0	169	135	3	1	-1000	1250	0	ok	agree	vedic	
BU	1	4	vedic	dcs	0	192	139	4	1	200	1400	1	bucket_boundary	flag-only	vedic	no structural cause; year 200 sits 100y from a band edge where the era vocabularies legitimately overlap
BU	1	5	vedic	dcs+hand:class	0	234	171	5	1	70	1400	1	evidence_base_citation_resolution	flag-only	vedic	no 'vedic' work among the attestation's dated set — the dating layer's 'vedic' citation was left unresolved by the year table (n_unresolved_citations=3) or vice versa; both claims survive
BU	1	6	vedic	dcs	0	188	146	6	1	450	1150	1	evidence_base_citation_resolution	flag-only	vedic	no 'vedic' work among the attestation's dated set — the dating layer's 'vedic' citation was left unresolved by the year table (n_unresolved_citations=3) or vice versa; both claims survive
BU	1	7	epic-sutra	dcs+dharmamitra	0	24	13	7	1	70	1050	0	ok	agree	epic-sutra	
BU	1	8	epic-sutra	dharmamitra	0	4	3	8	1	80	300	0	ok	agree	epic-sutra	
BU	1	9	classical	dharmamitra	1	2	1	9	1	300	600	0	ok	agree	classical	
BUta		10	classical	dharmamitra	0	6	4	10	1	450	950	0	ok	agree	classical	
BUta		1a	vedic	dcs+hand:class	0	35	27	1	1	-1125	1400	0	ok	agree	vedic	
BUta		1b	classical	dharmamitra	0	8	4	1	1	-1125	1400	0	ok	agree	classical	
BUta		1c	epic-sutra	dcs+dharmamitra+hand:class	0	70	58	1	1	-1125	1400	0	ok	agree	epic-sutra	
BUta		1d			0	1	0	1	1	-1125	1400	0	ok	agree		
BUta		1e	classical	dharmamitra	0	4	3	1	1	-1125	1400	0	ok	agree	classical	
BUta		1f	classical	dharmamitra	0	5	3	1	1	-1125	1400	0	ok	agree	classical	
BUta		1g			0	6	0	1	1	-1125	1400	0	ok	agree		
BUta		1h	epic-sutra	dcs	1	1	1	1	1	-1125	1400	0	ok	agree	epic-sutra	
BUta		2	vedic	dcs	0	3	3	2	1	-1000	-700	0	ok	agree	vedic	
BUta		3	vedic	dcs+hand:class	0	95	73	3	1	-1125	1200	0	ok	agree	vedic	
BUta		4	epic-sutra	dcs+dharmamitra+hand:class	0	43	28	4	1	70	1200	0	ok	agree	epic-sutra	
BUta		5	epic-sutra	dcs+dharmamitra	0	41	24	5	1	70	1200	0	ok	agree	epic-sutra	
BUta		6	classical	dharmamitra	0	4	2	6	1	1150	1830	0	ok	agree	classical	
BUta		7			0	1	0	7	1	1200	1200	0	ok	agree		
BUta		8	late-medieval	hand:class	1	3	1	8	1	1830	1830	0	ok	agree	late-medieval	
BUta		9			0	1	0	9	1	None	None	0	ok	agree		
BUti		1a	vedic	dcs+hand:class	0	55	43	1	1	-1125	1830	0	ok	agree	vedic	
BUti		1b	epic-sutra	dharmamitra	0	6	4	1	1	-1125	1830	0	ok	agree	epic-sutra	
BUti		1c	classical	dcs	1	2	1	1	1	-1125	1830	0	ok	agree	classical	
BUti		1d	early-medieval	hand:class	0	3	2	1	1	-1125	1830	0	ok	agree	early-medieval	
BUti		1e	vedic	dcs	0	15	11	1	1	-1125	1830	0	ok	agree	vedic	
BUti		1f	early-medieval	hand:class	0	4	3	1	1	-1125	1830	0	ok	agree	early-medieval	
BUti		1g	late-medieval	hand:class	1	2	1	1	1	-1125	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 1a bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
BUti		1h	classical	dcs	0	5	2	1	1	-1125	1830	0	ok	agree	classical	
BUti		2a	classical	dharmamitra	1	1	1	2	1	80	1830	0	ok	agree	classical	
BUti		2b	epic-sutra	dharmamitra	0	2	2	2	1	80	1830	0	ok	agree	epic-sutra	
BUti		2c	classical	dharmamitra	0	4	2	2	1	80	1830	0	ok	agree	classical	
BaNga		1	vedic	dcs	1	3	1	1	1	-1125	-1125	0	ok	agree	vedic	
BaNga		2a	vedic	dcs	0	54	32	2	1	-940	1830	0	ok	agree	vedic	
BaNga		2b	classical	hand:class	0	5	4	2	1	-940	1830	0	ok	agree	classical	
BaNga		2c	epic-sutra	dcs+hand:class	0	12	7	2	1	-940	1830	0	ok	agree	epic-sutra	
BaNga		2d	epic-sutra	dcs	0	39	25	2	1	-940	1830	0	ok	agree	epic-sutra	
BaNga		2e	classical	dharmamitra	0	15	9	2	1	-940	1830	0	ok	agree	classical	
BaNga		2f	early-medieval	hand:class	1	2	1	2	1	-940	1830	0	ok	agree	early-medieval	
BaNga		2g	early-medieval	hand:class	1	2	1	2	1	-940	1830	0	ok	agree	early-medieval	
BaNga		2h	classical	dcs+dharmamitra+hand:class	0	3	3	2	1	-940	1830	0	ok	agree	classical	
BaNga		2i	early-medieval	hand:class	0	3	2	2	1	-940	1830	0	ok	agree	early-medieval	
BaNga		2k	classical	dharmamitra	0	8	7	2	1	-940	1830	0	ok	agree	classical	
BaNga		2l	late-medieval	hand:class	1	2	1	2	1	-940	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 2a bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
BaNga		2m	vedic	dcs	1	2	1	2	1	-940	1830	0	ok	agree	vedic	
BaNga		2n	epic-sutra	dharmamitra	0	3	2	2	1	-940	1830	0	ok	agree	epic-sutra	
BaNga		3a	epic-sutra	hand:class	0	11	8	3	1	-400	1830	0	ok	agree	epic-sutra	
BaNga		3b	late-medieval	hand:class	1	3	1	3	1	-400	1830	0	ok	agree	late-medieval	
Badra		1a	vedic	dcs+hand:class	0	177	145	1	1	-1125	1200	0	ok	agree	vedic	
Badra		1b	vedic	dcs	0	27	24	1	1	-1125	1200	0	ok	agree	vedic	
Badra		2a	classical	dharmamitra	0	5	4	2	1	70	1830	0	ok	agree	classical	
Badra		2b	epic-sutra	dcs+dharmamitra	0	10	9	2	1	70	1830	0	ok	agree	epic-sutra	
Badra		2c	classical	dharmamitra	1	2	1	2	1	70	1830	0	ok	agree	classical	
Badra		2d	early-medieval	hand:class	0	6	2	2	1	70	1830	0	ok	agree	early-medieval	
Badra		2e	classical	dharmamitra	0	3	2	2	1	70	1830	0	ok	agree	classical	
Badra		2f	early-medieval	dcs	1	1	1	2	1	70	1830	0	ok	agree	early-medieval	
Badra		2g	early-medieval	dcs	1	1	1	2	1	70	1830	0	ok	agree	early-medieval	
Badra		2h	early-medieval	hand:class	0	2	2	2	1	70	1830	0	ok	agree	early-medieval	
Badra		2i	epic-sutra	dcs+dharmamitra	0	8	6	2	1	70	1830	0	ok	agree	epic-sutra	
Badra		2k	epic-sutra	dharmamitra	0	12	6	2	1	70	1830	0	ok	agree	epic-sutra	
Badra		2l	early-medieval	hand:class	1	1	1	2	1	70	1830	0	ok	agree	early-medieval	
Badra		2m			0	1	0	2	1	70	1830	0	ok	agree		
Badra		3a	late-medieval	hand:class	1	2	1	3	1	70	1830	0	ok	agree	late-medieval	
Badra		3b	classical	dharmamitra	0	11	4	3	1	70	1830	0	ok	agree	classical	
Badra		3c			0	2	0	3	1	70	1830	0	ok	agree		
Badra		3d	early-medieval	hand:class	1	3	1	3	1	70	1830	0	ok	agree	early-medieval	
Badra		3e	epic-sutra	dcs+dharmamitra	0	16	12	3	1	70	1830	0	ok	agree	epic-sutra	
Badra		3f	classical	dharmamitra	0	9	4	3	1	70	1830	0	ok	agree	classical	
Badra		4b	early-medieval	hand:class	1	3	1	4	1	1150	1200	0	ok	agree	early-medieval	
Badra		4c	early-medieval	hand:class	1	2	1	4	1	1150	1200	0	ok	agree	early-medieval	
Badra		4d			0	2	0	4	1	1150	1200	0	ok	agree		
Badra		4e	early-medieval	hand:class	1	2	1	4	1	1150	1200	0	ok	agree	early-medieval	
Badra		4f	vedic	hand:class	0	4	3	4	1	1150	1200	1	evidence_base_citation_resolution	flag-only	vedic	no 'vedic' work among the attestation's dated set — the dating layer's 'vedic' citation was left unresolved by the year table (n_unresolved_citations=7) or vice versa; both claims survive
Badraka		1a	epic-sutra	dcs+dharmamitra	0	4	4	1	1	80	1150	0	ok	agree	epic-sutra	
Badraka		1b	classical	dharmamitra	1	1	1	1	1	80	1150	0	ok	agree	classical	
Badraka		2a	epic-sutra	dcs	1	1	1	2	1	70	1830	0	ok	agree	epic-sutra	
Badraka		2b			0	1	0	2	1	70	1830	0	ok	agree		
Badraka		2c	late-medieval	hand:class	1	2	1	2	1	70	1830	0	ok	agree	late-medieval	
