Acintyastava, 1: 1;1 1;pratītyajānāṃ bhāvānāṃ naiḥsvābhāvyaṃ jagāda yaḥ |;
Acintyastava, 1: 1;1 2;taṃ namāmy asamajñānam acintyam anidarśanam ||;
Acintyastava, 1: 1;2 1;yathā tvayā mahāyāne dharmanairātmyam ātmanā |;
