slp1	iast	pos	period_spread
udyAna	udyāna	n	5
prAsAda	prāsāda	m	5
saMvft	saṁvṛt	v	2
kvATay	kvāthay	v	1
agnIzoma	agnīṣoma	m	1
vyApAra	vyāpāra	m	1
saMSA	saṁśā	v	1
patAkA	patākā	f	4
prA	prā	v	2
tras	tras	v	3
inv	inv	v	2
diti	diti	f	3
vilepay	vilepay	v	1
fBukzan	ṛbhukṣan	m	2
mudrA	mudrā	f	3
vApay	vāpay	v	2
karIza	karīṣa	mn	1
satvan	satvan	m	2
kUpa	kūpa	mn	5
avarudDi	avaruddhi	f	1
maitrAvaruRa	maitrāvaruṇa	m	1
vaSin	vaśin	adj	3
saMkula	saṁkula	adj	5
prasaYj	prasañj	v	3
jamBa	jambha	m	3
saMsfj	saṁsṛj	v	3
lI	lī	v	4
nIlI	nīlī	f	1
saMtApa	saṁtāpa	m	5
samA	samā	f	5
malla	malla	mn	2
niram	niram	v	4
puraMdara	puraṁdara	m	2
yAdava	yādava	m	3
vasti	vasti	mf	2
SiprA	śiprā	f	2
kekaya	kekaya	m	2
mfqIka	mṛḍīka	n	2
suSruta	suśruta	m	1
pradiv	pradiv	adj	2
pft	pṛt	f	2
vaicitrya	vaicitrya	n	1
bArhata	bārhata	adj	1
viBrama	vibhrama	m	3
peSas	peśas	n	2
viveka	viveka	m	3
lauha	lauha	n	1
pragATa	pragātha	m	1
dolA	dolā	f	2
grIvA	grīvā	f	6
svaDarma	svadharma	m	4
mAnay	mānay	v	3
DattUra	dhattūra	m	1
sfp	sṛp	v	1
aBiyuj	abhiyuj	v	2
kzama	kṣama	adj	6
hArin	hārin	adj	4
sakASa	sakāśa	m	4
sahasraka	sahasraka	n	2
durmati	durmati	adj	5
praBU	prabhū	v	4
azwamI	aṣṭamī	f	3
sADAraRa	sādhāraṇa	adj	4
viBA	vibhā	v	4
sAraRa	sāraṇa	mn	2
sAtvata	sātvata	m	1
day	day	v	2
pallava	pallava	mn	4
rej	rej	v	2
prajYApAramitA	prajñāpāramitā	f	1
hAra	hāra	mn	5
daSama	daśama	adj	4
ran	ran	v	2
vinihan	vinihan	v	2
paTa	patha	m	6
anvaya	anvaya	m	4
pariDi	paridhi	m	1
pARqura	pāṇḍura	adj	5
maryAdA	maryādā	f	3
viBUti	vibhūti	f	3
nimbU	nimbū	f	1
sampAta	sampāta	m	1
uzwra	uṣṭra	m	4
muRqI	muṇḍī	f	1
aBiSasti	abhiśasti	f	1
jyA	jyā	f	3
ama	ama	m	1
AdAna	ādāna	n	3
nizecay	niṣecay	v	2
rakzaRa	rakṣaṇa	n	4
nimbuka	nimbuka	m	1
fzwi	ṛṣṭi	f	2
kfmi	kṛmi	m	4
Akf	ākṛ	v	5
akzata	akṣata	mn	3
avasyu	avasyu	adj	2
anindita	anindita	adj	4
surA	surā	f	4
BUlatA	bhūlatā	f	1
uttAna	uttāna	adj	2
stena	stena	m	2
aSvya	aśvya	adj	2
sasya	sasya	mn	3
niryAsa	niryāsa	mn	2
pradIp	pradīp	v	3
cara	cara	adj	5
nAqI	nāḍī	f	3
izwi	iṣṭi	f	2
lohita	lohita	adj	6
nirguRa	nirguṇa	adj	3
vyUha	vyūha	m	4
upala	upala	mn	2
mahina	mahina	n	2
atula	atula	adj	4
cikitsA	cikitsā	f	1
jAta	jāta	n	4
vArttA	vārttā	f	3
druh	druh	f	1
ukti	ukti	f	3
pAyu	pāyu	m	3
ISvarA	īśvarā	f	3
jyAyas	jyāyas	adj	1
guhya	guhya	adj	5
vawikA	vaṭikā	f	1
takman	takman	m	1
vApa	vāpa	m	2
akfta	akṛta	adj	4
granTi	granthi	m	3
gArhapatya	gārhapatya	m	1
trikzAra	trikṣāra	n	1
piSAca	piśāca	m	5
gaya	gaya	m	2
paRqita	paṇḍita	m	4
saMtati	saṁtati	f	3
puroqASa	puroḍāśa	m	1
prAyaScitta	prāyaścitta	n	3
gayA	gayā	f	2
hiNgu	hiṅgu	n	1
tuj	tuj	v	2
pARqaveya	pāṇḍaveya	m	1
nirvARa	nirvāṇa	mn	3
dfh	dṛh	v	1
kzamA	kṣamā	f	4
SoPa	śopha	m	2
anvAraB	anvārabh	v	1
pfTivIpati	pṛthivīpati	m	3
udIray	udīray	v	4
daSasy	daśasy	v	2
samAvf	samāvṛ	v	4
mAhiza	māhiṣa	adj	1
udvij	udvij	v	4
kzepa	kṣepa	m	2
vAcay	vācay	v	4
samADA	samādhā	v	6
ananya	ananya	adj	2
anuttara	anuttara	adj	3
kzIrakanda	kṣīrakanda	mfn	1
sTAlIpAka	sthālīpāka	mn	1
paNkti	paṅkti	f	4
mUzikA	mūṣikā	f	1
acCAvAka	acchāvāka	m	1
pIWa	pīṭha	n	3
BUman	bhūman	n	3
sTala	sthala	n	4
purIza	purīṣa	n	3
arati	arati	m	2
navama	navama	adj	5
SrIdatta	śrīdatta	m	1
recay	recay	v	1
veSyA	veśyā	f	3
Bukti	bhukti	f	4
DmApay	dhmāpay	v	1
udgAtf	udgātṛ	m	1
mahIpAla	mahīpāla	m	3
ramay	ramay	v	1
gANgeya	gāṅgeya	m	2
putraka	putraka	m	5
anusf	anusṛ	v	2
vartman	vartman	n	3
vallaBa	vallabha	adj	4
sUryA	sūryā	f	1
toraRa	toraṇa	mn	3
setu	setu	m	4
saMgrah	saṁgrah	v	5
Suna	śuna	n	2
divArAtra	divārātra	m	1
kzA	kṣā	f	2
aBijYA	abhijñā	v	2
tozay	toṣay	v	4
piDA	pidhā	v	4
virUpa	virūpa	adj	3
saMGAta	saṁghāta	mn	5
mfRmaya	mṛṇmaya	adj	1
svar	svar	v	2
rad	rad	v	1
nivftti	nivṛtti	f	4
komala	komala	adj	3
upaveSay	upaveśay	v	1
upaSoBay	upaśobhay	v	4
sainika	sainika	m	1
prakASay	prakāśay	v	3
aDomuKa	adhomukha	adj	3
prAsa	prāsa	m	3
BavAnI	bhavānī	f	2
saptAha	saptāha	m	1
samaYj	samañj	v	1
karSay	karśay	v	2
nagarI	nagarī	f	3
aMsa	aṁsa	m	3
cezwA	ceṣṭā	f	3
arGya	arghya	n	6
Bitti	bhitti	f	2
vayuna	vayuna	n	2
kASyapa	kāśyapa	m	2
lalAwa	lalāṭa	mn	4
aSvatTa	aśvattha	m	5
samyaYc	samyañc	adj	1
Badanta	bhadanta	m	2
mahAsattva	mahāsattva	adj	2
devakI	devakī	f	3
ikzu	ikṣu	m	3
kANkzin	kāṅkṣin	adj	2
gAna	gāna	n	1
Avali	āvali	f	4
satpati	satpati	m	2
kauSika	kauśika	m	4
dvAtriMSat	dvātriṁśat	f	3
nid	nid	f	2
aByarc	abhyarc	v	3
stoka	stoka	mn	2
haritAla	haritāla	mfn	1
fjIzin	ṛjīṣin	adj	2
nirGoza	nirghoṣa	m	3
vijYApay	vijñāpay	v	2
SaRa	śaṇa	mn	1
BAminI	bhāminī	f	3
ASir	āśir	f	2
adfzwa	adṛṣṭa	adj	4
samASri	samāśri	v	4
raRva	raṇva	adj	2
anurAga	anurāga	m	3
srotas	srotas	n	3
yajizWa	yajiṣṭha	adj	2
anurUpa	anurūpa	adj	5
vilAsa	vilāsa	m	4
vala	vala	m	2
Baikza	bhaikṣa	n	3
medas	medas	n	2
viSudDi	viśuddhi	f	3
viSvAsa	viśvāsa	m	4
avamAna	avamāna	m	2
vedanA	vedanā	f	4
dayita	dayita	adj	5
damUnas	damūnas	m	2
gal	gal	v	3
BIru	bhīru	adj	4
sudAs	sudās	m	2
praharaRa	praharaṇa	n	3
durbala	durbala	adj	3
harita	harita	adj	1
divaukas	divaukas	m	3
avalokay	avalokay	v	4
anuvft	anuvṛt	v	5
Alocay	ālocay	v	1
niDApay	nidhāpay	v	1
kravyAd	kravyād	adj	1
prAdurBU	prādurbhū	v	3
vfzaDvaja	vṛṣadhvaja	m	2
vipac	vipac	v	1
puruzwuta	puruṣṭuta	m	2
pradAyaka	pradāyaka	adj	1
daSana	daśana	m	1
kacCapa	kacchapa	m	1
aBiGAray	abhighāray	v	1
boDi	bodhi	mf	3
kfpA	kṛpā	f	4
Avft	āvṛt	v	3
prahAra	prahāra	m	4
saMkoca	saṁkoca	m	1
kozWa	koṣṭha	mn	2
Aropay	āropay	v	6
aiSvara	aiśvara	adj	2
udaDi	udadhi	m	5
droRaputra	droṇaputra	m	1
maDumattama	madhumattama	adj	2
GAtay	ghātay	v	3
vAsanA	vāsanā	f	2
spArha	spārha	adj	2
aprameya	aprameya	adj	4
kukkuwa	kukkuṭa	m	2
kuwI	kuṭī	f	1
nUtana	nūtana	adj	3
ArADana	ārādhana	n	3
netf	netṛ	m	1
tanayA	tanayā	f	3
nASin	nāśin	adj	3
elA	elā	mf	1
upara	upara	adj	2
Darmya	dharmya	adj	2
vyApaka	vyāpaka	adj	3
caru	caru	m	3
paryAya	paryāya	m	4
CagaRa	chagaṇa	mn	1
utTApana	utthāpana	fn	1
varaRa	varaṇa	m	1
upayA	upayā	v	4
vartis	vartis	n	2
nikft	nikṛt	v	2
rohita	rohita	adj	1
pitrya	pitrya	adj	3
jayantI	jayantī	f	1
sahasvat	sahasvat	adj	1
sukratu	sukratu	adj	2
pravraj	pravraj	v	2
samAviS	samāviś	v	4
vyAna	vyāna	m	2
kapilA	kapilā	f	2
aNguzWa	aṅguṣṭha	m	5
Adf	ādṛ	v	4
samprekz	samprekṣ	v	3
sUraRa	sūraṇa	n	1
SramaRa	śramaṇa	m	2
KyAti	khyāti	f	3
pAd	pād	m	1
ambikA	ambikā	f	2
mUlikA	mūlikā	f	1
rih	rih	v	2
svaka	svaka	adj	3
marIci	marīci	m	3
nonAv	nonāv	v	1
rAkzaseSvara	rākṣaseśvara	m	1
pradeSa	pradeśa	m	4
kzudra	kṣudra	adj	4
udDava	uddhava	m	1
utsAha	utsāha	m	5
anumati	anumati	f	1
mahArha	mahārha	adj	2
vihAra	vihāra	m	3
vAmadeva	vāmadeva	m	1
nemi	nemi	mf	2
varzin	varṣin	adj	1
Sruzwi	śruṣṭi	f	2
racay	racay	v	4
triSiras	triśiras	m	1
Bakza	bhakṣa	m	3
prahA	prahā	v	2
prajvAlay	prajvālay	v	1
avitf	avitṛ	adj	2
vikrI	vikrī	v	2
anuzWA	anuṣṭhā	v	4
vilas	vilas	v	2
SmaSAna	śmaśāna	n	3
samAvartay	samāvartay	v	1
saMmA	saṁmā	v	2
apratima	apratima	adj	3
akrUra	akrūra	m	1
dAyin	dāyin	adj	4
Barjay	bharjay	v	1
yUpa	yūpa	m	1
kapota	kapota	mn	3
rapas	rapas	n	1
manasvin	manasvin	adj	4
kokila	kokila	m	3
varpas	varpas	n	2
aBiman	abhiman	v	3
matsyAkzI	matsyākṣī	f	1
duGa	dugha	adj	1
bila	bila	n	5
sama	sama	adj	1
duzwara	duṣṭara	adj	2
nasya	nasya	n	1
jAra	jāra	m	3
rukma	rukma	n	5
varAha	varāha	m	5
nAgavallI	nāgavallī	f	1
daMsas	daṁsas	n	2
samAyA	samāyā	v	3
sarvatAti	sarvatāti	f	2
durAsada	durāsada	adj	3
tulA	tulā	f	3
sukfta	sukṛta	n	6
devarAja	devarāja	m	3
sAhasa	sāhasa	mn	3
DmAna	dhmāna	n	1
SaMtama	śaṁtama	adj	2
kftin	kṛtin	adj	2
SarDa	śardha	m	2
aBipat	abhipat	v	2
svasTa	svastha	adj	4
gamBIra	gambhīra	adj	5
aByanujYA	abhyanujñā	v	2
syand	syand	v	1
gopI	gopī	f	1
avaDi	avadhi	m	2
spfD	spṛdh	v	1
anATa	anātha	adj	3
df	dṛ	v	2
prAya	prāya	m	4
aSvaganDA	aśvagandhā	f	1
saMspfS	saṁspṛś	v	3
dUzay	dūṣay	v	3
rADikA	rādhikā	f	1
pAray	pāray	v	1
upastf	upastṛ	v	1
rujA	rujā	f	2
parizic	pariṣic	v	1
vARI	vāṇī	f	4
hantama	hantama	adj	2
dunduBi	dundubhi	mf	4
dAraka	dāraka	m	2
vasantaka	vasantaka	m	1
SaSvat	śaśvat	adj	2
visarjay	visarjay	v	5
laSuna	laśuna	mn	1
atrin	atrin	m	1
pAvana	pāvana	adj	1
kAmya	kāmya	adj	3
vasuMDarA	vasuṁdharā	f	4
saMkzaya	saṁkṣaya	m	4
fju	ṛju	adj	3
sevana	sevana	n	3
evaMvid	evaṁvid	adj	1
daDIca	dadhīca	m	1
viroDa	virodha	m	2
dantI	dantī	f	1
DAnA	dhānā	f	1
skanda	skanda	m	3
priyA	priyā	f	4
prAkAra	prākāra	m	4
Saineya	śaineya	m	1
hrada	hrada	mn	5
stava	stava	m	1
sAndra	sāndra	adj	1
BAs	bhās	fn	4
vyasta	vyasta	adj	2
BraMS	bhraṁś	v	6
SAlmalI	śālmalī	f	1
ATarvaRa	ātharvaṇa	m	1
prakAS	prakāś	v	4
ASvAsay	āśvāsay	v	3
cedi	cedi	m	1
dAyaka	dāyaka	adj	2
asta	asta	n	6
yuyuDAna	yuyudhāna	m	1
vivfD	vivṛdh	v	5
raTya	rathya	adj	2
nahuza	nahuṣa	m	3
riSAdas	riśādas	adj	2
vitarka	vitarka	m	1
maRqay	maṇḍay	v	3
yAvan	yāvan	m	2
Sulka	śulka	mn	1
aravinda	aravinda	n	1
vAjinIvat	vājinīvat	adj	1
jaNgama	jaṅgama	adj	4
kraya	kraya	m	2
mahAvyAhfti	mahāvyāhṛti	f	1
vetana	vetana	n	1
pANkta	pāṅkta	adj	1
Aloqay	āloḍay	v	1
rahasya	rahasya	n	3
asfj	asṛj	n	3
prayojay	prayojay	v	2
vyacas	vyacas	n	1
viBAvay	vibhāvay	v	3
vilip	vilip	v	1
Scandra	ścandra	adj	2
gaBIra	gabhīra	adj	2
BAgaka	bhāgaka	n	1
samAp	samāp	v	5
SaktipAta	śaktipāta	m	1
pAtanAyantra	pātanāyantra	n	1
puruspfh	puruspṛh	adj	2
mAheSvara	māheśvara	adj	1
pfkz	pṛkṣ	f	2
Sabara	śabara	m	2
saMlakzay	saṁlakṣay	v	1
Uh	ūh	v	2
vinDya	vindhya	m	4
kAntapAzARa	kāntapāṣāṇa	mn	1
paNka	paṅka	mn	5
samutpad	samutpad	v	4
padmarAga	padmarāga	mn	3
vAS	vāś	v	2
dIkz	dīkṣ	v	1
vizWA	viṣṭhā	v	4
pariRAma	pariṇāma	m	3
kAlikA	kālikā	f	2
viz	viṣ	v	6
kftAYjali	kṛtāñjali	adj	4
avasfj	avasṛj	v	1
mArg	mārg	v	1
aBiyoga	abhiyoga	m	2
upaspfS	upaspṛś	v	4
upahvA	upahvā	v	1
upAdA	upādā	v	4
amftA	amṛtā	f	1
pratiBAz	pratibhāṣ	v	3
BAgavata	bhāgavata	m	1
unnam	unnam	v	3
upakaraRa	upakaraṇa	n	2
mahay	mahay	v	1
citrasena	citrasena	m	2
awavI	aṭavī	f	3
pftany	pṛtany	v	1
padmAvatI	padmāvatī	f	1
yos	yos	n	2
Srut	śrut	adj	2
Ayasa	āyasa	adj	5
vyUh	vyūh	v	1
yadfcCA	yadṛcchā	f	4
amarza	amarṣa	m	3
avasTAna	avasthāna	n	2
uSij	uśij	adj	2
tuzwi	tuṣṭi	f	3
samAveSa	samāveśa	m	2
fgveda	ṛgveda	m	1
cipiwa	cipiṭa	adj	1
etaSa	etaśa	m	2
mAgaDa	māgadha	m	3
utkarza	utkarṣa	m	3
upanizad	upaniṣad	f	1
suzeRa	suṣeṇa	m	2
izwikA	iṣṭikā	f	1
vAhas	vāhas	adj	2
Danin	dhanin	adj	2
raktavarga	raktavarga	m	1
puzkara	puṣkara	n	4
tiTi	tithi	mf	4
vajrakanda	vajrakanda	mfn	1
arvan	arvan	m	2
anuSAs	anuśās	v	2
SuklatIrTa	śuklatīrtha	n	1
varRaka	varṇaka	adj	1
udan	udan	n	1
pramadA	pramadā	f	4
tanmAtra	tanmātra	fn	3
vasanta	vasanta	m	4
hAni	hāni	f	2
pAtraka	pātraka	n	1
praSna	praśna	m	6
vasyas	vasyas	n	1
jyotizmatI	jyotiṣmatī	f	1
sattra	sattra	n	4
turIya	turīya	adj	1
AjYApay	ājñāpay	v	3
samAkula	samākula	adj	3
praRaya	praṇaya	m	3
Aplu	āplu	v	3
draupadeya	draupadeya	m	1
arjay	arjay	v	3
saha	saha	adj	4
DaruRa	dharuṇa	n	1
pAYcAlya	pāñcālya	adj	1
sArDa	sārdha	adj	1
pavamAna	pavamāna	m	1
mUrC	mūrch	v	2
vaiqUrya	vaiḍūrya	n	6
suraBi	surabhi	adj	4
pratimA	pratimā	f	5
samarpay	samarpay	v	4
vitasti	vitasti	f	1
suDita	sudhita	adj	2
haryaSva	haryaśva	m	2
hotra	hotra	n	2
sAmaveda	sāmaveda	m	1
aklizwa	akliṣṭa	adj	3
rava	rava	m	5
hfzIkeSa	hṛṣīkeśa	m	2
aruci	aruci	f	2
ganDASman	gandhāśman	m	1
mAtula	mātula	m	4
nidAna	nidāna	n	1
mustA	mustā	fn	1
Saru	śaru	mf	1
harzaRa	harṣaṇa	adj	2
SailAdi	śailādi	m	1
brAhmI	brāhmī	f	1
velA	velā	f	5
gaReSvara	gaṇeśvara	m	2
balA	balā	f	1
pramati	pramati	f	1
rata	rata	n	2
pulastya	pulastya	m	2
grIzma	grīṣma	m	4
prasava	prasava	m	3
citrakUwa	citrakūṭa	m	1
dAsI	dāsī	f	4
BAvanA	bhāvanā	f	4
prAcIna	prācīna	adj	1
caitanya	caitanya	n	1
Atmavat	ātmavat	adj	4
SAlva	śālva	m	1
iyat	iyat	adj	1
lolay	lolay	v	1
vye	vye	v	2
Agamana	āgamana	n	5
apiDA	apidhā	v	1
pAla	pāla	m	2
GftaScut	ghṛtaścut	adj	1
SAstf	śāstṛ	m	2
jananI	jananī	f	5
praDam	pradham	v	1
ASaMs	āśaṁs	v	2
pUru	pūru	m	2
tAdAtmya	tādātmya	n	1
krimi	krimi	m	2
saMsTApay	saṁsthāpay	v	3
ASay	āśay	v	1
saMSita	saṁśita	adj	1
saMcUrRay	saṁcūrṇay	v	1
roro	roro	v	1
janitrI	janitrī	f	1
atyaya	atyaya	m	2
sampravac	sampravac	v	2
svaira	svaira	adj	1
maDuka	madhuka	n	1
acCidra	acchidra	adj	1
suBUti	subhūti	m	1
vimarSa	vimarśa	m	1
powalI	poṭalī	mf	1
ajasra	ajasra	adj	1
samutTA	samutthā	v	7
gaurI	gaurī	f	4
kajjala	kajjala	n	1
urvaSI	urvaśī	f	3
samavAya	samavāya	m	2
kUpikA	kūpikā	f	1
anas	anas	n	1
nizkala	niṣkala	adj	2
ketakI	ketakī	f	1
Dvani	dhvani	m	3
maRqapa	maṇḍapa	mfn	4
sapraTas	saprathas	adj	1
matkuRa	matkuṇa	m	1
pratipAday	pratipāday	v	3
netrya	netrya	adj	1
saMpAtavat	saṁpātavat	adj	1
cihna	cihna	n	3
Adideva	ādideva	m	1
mayUra	mayūra	m	4
amIvA	amīvā	f	1
pravfD	pravṛdh	v	4
AKyAna	ākhyāna	n	2
vijYapay	vijñapay	v	1
ekAdaSI	ekādaśī	f	3
kaRqU	kaṇḍū	f	1
ekAdaSan	ekādaśan	adj	5
mfDa	mṛdha	mn	1
arjana	arjana	n	1
DAyas	dhāyas	adj	1
prajval	prajval	v	2
ASin	āśin	adj	5
vAtsyAyana	vātsyāyana	m	1
SUlaBeda	śūlabheda	mn	1
saMramBa	saṁrambha	m	1
sagara	sagara	m	3
sAkzya	sākṣya	n	2
vakra	vakra	adj	3
ANgirasa	āṅgirasa	m	1
rAjanya	rājanya	m	3
unmuKa	unmukha	adj	2
yajurveda	yajurveda	m	1
pratIkAra	pratīkāra	m	2
vazawkAra	vaṣaṭkāra	m	1
lakuca	lakuca	m	1
vasUyu	vasūyu	adj	2
tfca	tṛca	mn	1
damanaka	damanaka	m	1
tailaka	tailaka	mn	1
jaras	jaras	f	1
jAgfvi	jāgṛvi	adj	1
jIvana	jīvana	n	3
juhU	juhū	f	1
Dartf	dhartṛ	m	1
taRqula	taṇḍula	mfn	5
saMcintay	saṁcintay	v	4
tAmbUla	tāmbūla	n	3
sTavira	sthavira	adj	2
sahalakzmaRa	sahalakṣmaṇa	adj	1
bIBatsu	bībhatsu	m	1
sava	sava	m	1
snehana	snehana	n	1
haras	haras	n	1
cakravartin	cakravartin	m	3
prakaraRa	prakaraṇa	n	2
SacIpati	śacīpati	m	2
daSAnana	daśānana	m	1
baka	baka	m	4
kzema	kṣema	mn	3
nUpura	nūpura	mn	3
viSvAyu	viśvāyu	adj	2
manoraTa	manoratha	mn	6
Kalla	khalla	mn	2
pratihAra	pratihāra	m	1
DAraRA	dhāraṇā	f	3
gAnDarva	gāndharva	adj	3
kANkz	kāṅkṣ	v	2
vena	vena	m	3
rAjavAhana	rājavāhana	m	1
purUvasu	purūvasu	adj	2
BAzita	bhāṣita	n	3
saMsTAna	saṁsthāna	n	3
puroDA	purodhā	f	1
vici	vici	v	1
taras	taras	n	2
puzparAga	puṣparāga	mn	1
bAlAki	bālāki	m	1
anupaS	anupaś	v	2
vitf	vitṛ	v	1
brahmadina	brahmadina	n	1
prastAva	prastāva	m	1
Baizajya	bhaiṣajya	n	1
tfd	tṛd	v	1
saMyam	saṁyam	v	4
prameha	prameha	m	1
ve	ve	v	1
saMSri	saṁśri	v	3
urvI	urvī	f	5
anuSaMs	anuśaṁs	v	1
evamAdi	evamādi	adj	2
nah	nah	v	1
sadASiva	sadāśiva	m	3
Bakz	bhakṣ	v	2
aBizwu	abhiṣṭu	v	1
kizkinDA	kiṣkindhā	f	1
upalabDi	upalabdhi	f	3
pralip	pralip	v	1
pracyu	pracyu	v	1
Aroha	āroha	mn	2
kiyat	kiyat	adj	2
vikfti	vikṛti	f	1
vipAcay	vipācay	v	1
sami	sami	v	2
DAmay	dhāmay	v	1
marmfj	marmṛj	v	2
mAtaMga	mātaṁga	m	5
Avarta	āvarta	m	3
kawi	kaṭi	f	3
patay	patay	v	2
turaga	turaga	m	4
rAjYI	rājñī	f	2
kodrava	kodrava	m	1
senApati	senāpati	m	2
vicAray	vicāray	v	4
paty	paty	v	2
adfSya	adṛśya	adj	5
kastUrI	kastūrī	f	1
brahmarzi	brahmarṣi	m	3
trayI	trayī	f	2
vyaTA	vyathā	f	3
antaryAmin	antaryāmin	m	1
majj	majj	v	6
BfNgI	bhṛṅgī	f	1
prakram	prakram	v	1
pativratA	pativratā	f	2
paraSu	paraśu	m	1
matimat	matimat	adj	5
parijman	parijman	adj	2
ajina	ajina	n	4
sAmarTya	sāmarthya	n	2
mastaka	mastaka	mn	4
Boja	bhoja	adj	4
nizkfta	niṣkṛta	n	2
avimukta	avimukta	mn	1
raYjaka	rañjaka	adj	1
aBIka	abhīka	n	2
vajravallI	vajravallī	f	1
manTa	mantha	m	1
nirdah	nirdah	v	5
pramaTa	pramatha	m	2
mandin	mandin	adj	1
vali	vali	mf	1
nairfta	nairṛta	m	1
pradarSay	pradarśay	v	2
vasana	vasana	n	6
upahan	upahan	v	5
astamita	astamita	adj	1
vaiSravaRa	vaiśravaṇa	m	2
asmayu	asmayu	adj	1
apaSyat	apaśyat	adj	2
iza	iṣa	adj	1
sAntvay	sāntvay	v	2
aByas	abhyas	v	3
somadeva	somadeva	m	1
prapat	prapat	v	1
anumAna	anumāna	n	3
sTAyin	sthāyin	adj	1
viDam	vidham	v	2
kaca	kaca	m	3
sparSana	sparśana	n	4
vyavasA	vyavasā	v	2
niras	niras	v	4
sApiRqya	sāpiṇḍya	n	1
varIyas	varīyas	adj	1
yAtu	yātu	m	1
niKila	nikhila	adj	4
guda	guda	mn	2
vAGant	vāghant	m	1
tUya	tūya	adj	1
damayantI	damayantī	f	1
Kala	khala	m	3
trayastriMSat	trayastriṁśat	f	1
upayoga	upayoga	m	2
jAtavedasya	jātavedasya	adj	1
anupalabDi	anupalabdhi	f	1
ujjayinI	ujjayinī	f	1
jrayas	jrayas	n	2
parAji	parāji	v	2
tvAvat	tvāvat	adj	1
nAnAviDa	nānāvidha	adj	4
sumeDas	sumedhas	adj	1
Suz	śuṣ	v	1
svarvat	svarvat	adj	1
mAlin	mālin	adj	3
Bakzya	bhakṣya	n	5
gotama	gotama	m	1
utTApay	utthāpay	v	3
vyakti	vyakti	f	3
prasAray	prasāray	v	1
brAhmaRAcCaMsin	brāhmaṇācchaṁsin	m	1
cUrRIkf	cūrṇīkṛ	v	1
viSvakarman	viśvakarman	m	5
vApI	vāpī	f	3
stuti	stuti	f	3
mUlamantra	mūlamantra	mn	2
anuvid	anuvid	v	1
lehay	lehay	v	1
piS	piś	v	1
praKyA	prakhyā	f	2
parivft	parivṛt	v	3
mitrapaYcaka	mitrapañcaka	n	1
aBI	abhī	v	3
praSam	praśam	v	4
praBAta	prabhāta	n	5
arhaka	arhaka	adj	1
Atan	ātan	v	1
daridra	daridra	adj	3
paristf	paristṛ	v	1
nard	nard	v	2
aparAjita	aparājita	adj	1
paYcalavaRa	pañcalavaṇa	n	1
viraTa	viratha	adj	2
vihvala	vihvala	adj	4
kIdfSa	kīdṛśa	adj	3
prokz	prokṣ	v	2
Darzay	dharṣay	v	2
viBUzaRa	vibhūṣaṇa	n	3
atiric	atiric	v	2
durmada	durmada	adj	1
bimba	bimba	mn	4
luB	lubh	v	4
nIlAYjana	nīlāñjana	n	1
niziD	niṣidh	v	2
nAlikera	nālikera	mn	1
somaka	somaka	m	1
vismf	vismṛ	v	2
yamay	yamay	v	1
puzya	puṣya	mn	2
malina	malina	adj	4
parizkf	pariṣkṛ	v	2
pracAra	pracāra	m	1
aNkura	aṅkura	mn	4
DAnyAmla	dhānyāmla	n	1
vijijiYAs	vijijiñās	v	1
samutpat	samutpat	v	2
vidru	vidru	v	4
anviz	anviṣ	v	6
saKa	sakha	m	1
viBAvan	vibhāvan	adj	2
kfz	kṛṣ	v	5
vidruma	vidruma	mn	1
anucara	anucara	m	3
anarvan	anarvan	adj	1
ulkA	ulkā	mf	4
kalmaza	kalmaṣa	mn	1
Amra	āmra	m	1
aSmarI	aśmarī	mf	2
aGAyu	aghāyu	adj	1
BaginI	bhaginī	f	5
indragopa	indragopa	mn	1
saDamAda	sadhamāda	m	1
anArya	anārya	adj	3
pracCad	pracchad	v	2
pampA	pampā	f	1
kaRwaka	kaṇṭaka	mn	5
mandara	mandara	m	5
aDizWAna	adhiṣṭhāna	n	2
Boktf	bhoktṛ	m	1
rucya	rucya	adj	1
BUyizWa	bhūyiṣṭha	adj	3
kAzWA	kāṣṭhā	f	3
nedIyas	nedīyas	adj	1
kukzi	kukṣi	mf	5
unmeza	unmeṣa	m	1
tulasI	tulasī	f	1
samanta	samanta	adj	1
aBva	abhva	n	1
saMnam	saṁnam	v	1
duHsaha	duḥsaha	adj	1
jAgara	jāgara	m	2
marutvatIya	marutvatīya	adj	1
varya	varya	adj	2
Sravasyu	śravasyu	adj	1
apramatta	apramatta	adj	3
avama	avama	adj	1
vizAda	viṣāda	m	6
BerI	bherī	f	2
vyApti	vyāpti	f	1
pAraga	pāraga	adj	2
sPawika	sphaṭika	mn	4
astf	astṛ	m	1
Arjava	ārjava	n	2
vinASin	vināśin	adj	2
reBa	rebha	m	1
viSezaRa	viśeṣaṇa	n	2
viBAva	vibhāva	m	1
trAtf	trātṛ	m	2
hatyA	hatyā	f	2
gfhiRI	gṛhiṇī	f	2
joza	joṣa	m	1
smi	smi	v	2
pavi	pavi	mf	2
aByAgam	abhyāgam	v	2
Soza	śoṣa	m	2
pATas	pāthas	n	1
pravartay	pravartay	v	3
SilAda	śilāda	m	1
tvota	tvota	adj	1
vikfz	vikṛṣ	v	3
dampati	dampati	m	3
cikIrz	cikīrṣ	v	1
vedANga	vedāṅga	n	1
haima	haima	adj	2
hiNkAra	hiṅkāra	m	1
guRavat	guṇavat	adj	5
svaDiti	svadhiti	mf	1
