slp1	iast	pos	period_spread
atiTi	atithi	m	1
Bakta	bhakta	m	1
kAnta	kānta	n	1
Akula	ākula	adj	1
yoDa	yodha	m	1
same	same	v	1
vand	vand	v	1
guqa	guḍa	mn	1
SarkarA	śarkarā	f	1
vedanA	vedanā	f	1
vyoman	vyoman	mn	1
hotf	hotṛ	m	1
kartf	kartṛ	adj	1
trailokya	trailokya	n	1
dUta	dūta	m	1
fta	ṛta	n	1
rud	rud	v	1
araRya	araṇya	n	1
sADana	sādhana	n	1
nidrA	nidrā	f	1
SItala	śītala	adj	1
Uru	ūru	mf	1
amAtya	amātya	m	1
Ayam	āyam	v	1
dvijottama	dvijottama	m	1
sTUla	sthūla	adj	1
ripu	ripu	m	1
vidura	vidura	m	1
kapi	kapi	m	1
vimala	vimala	adj	1
aDigam	adhigam	v	1
samIpa	samīpa	n	1
viSru	viśru	v	1
tanaya	tanaya	m	1
parameSvara	parameśvara	m	1
niSA	niśā	f	1
Srotra	śrotra	n	1
niBa	nibha	adj	1
sAyaka	sāyaka	m	1
mahApurARa	mahāpurāṇa	n	1
amita	amita	adj	1
vimAna	vimāna	mn	1
kleSa	kleśa	m	1
mAlya	mālya	n	1
pravftti	pravṛtti	f	1
sita	sita	adj	1
SUnya	śūnya	adj	1
vyavasTA	vyavasthā	v	1
carman	carman	n	1
tfRa	tṛṇa	n	1
Bavana	bhavana	n	1
yAc	yāc	v	1
izu	iṣu	mf	1
pAlay	pālay	v	1
antika	antika	n	1
Kaqga	khaḍga	mn	1
latA	latā	f	1
aDI	adhī	v	1
kali	kali	m	1
narADipa	narādhipa	m	1
asra	asra	n	1
lABa	lābha	m	1
paW	paṭh	v	1
saKI	sakhī	f	1
upagam	upagam	v	1
marman	marman	n	1
vinaS	vinaś	v	1
prakIrtay	prakīrtay	v	1
Bram	bhram	v	1
cAru	cāru	adj	1
mahIpati	mahīpati	m	1
prakASa	prakāśa	m	1
alaMkf	alaṁkṛ	v	1
mADava	mādhava	m	1
mud	mud	v	1
prARin	prāṇin	m	1
Sauca	śauca	n	1
vizama	viṣama	adj	1
kziti	kṣiti	f	1
izvAsa	iṣvāsa	m	1
saras	saras	n	1
prakf	prakṛ	v	1
Sreyas	śreyas	n	1
varDana	vardhana	adj	1
viji	viji	v	1
sad	sad	v	1
sah	sah	v	1
triviDa	trividha	adj	1
aBigam	abhigam	v	1
av	av	v	1
fc	ṛc	f	1
saMkruD	saṁkrudh	v	1
Dfzwadyumna	dhṛṣṭadyumna	m	1
hanumant	hanumant	m	1
manyu	manyu	mf	1
tarpay	tarpay	v	1
vihA	vihā	v	1
BAskara	bhāskara	m	1
zazWa	ṣaṣṭha	adj	1
Gawa	ghaṭa	m	1
SASvata	śāśvata	adj	1
utpatti	utpatti	f	1
Atura	ātura	adj	1
kanda	kanda	mn	1
saMhitA	saṁhitā	f	1
tantra	tantra	n	1
vastu	vastu	n	1
anugraha	anugraha	m	1
narmadA	narmadā	f	1
saMjan	saṁjan	v	1
viBAga	vibhāga	m	1
cintA	cintā	f	1
kusuma	kusuma	n	1
upalaB	upalabh	v	1
atikram	atikram	v	1
dala	dala	mn	1
nud	nud	adj	1
arday	arday	v	1
tIra	tīra	n	1
gagana	gagana	n	1
pre	pre	v	1
homa	homa	m	1
pavana	pavana	m	1
uddiS	uddiś	v	1
AQya	āḍhya	adj	1
avyaya	avyaya	adj	1
DAman	dhāman	n	1
kAzWa	kāṣṭha	n	1
drauRi	drauṇi	m	1
sAraTi	sārathi	m	1
Suka	śuka	m	1
aDipati	adhipati	m	1
dakza	dakṣa	m	1
kfpa	kṛpa	mf	1
vAja	vāja	m	1
AjYA	ājñā	f	1
arSas	arśas	mn	1
kawuka	kaṭuka	adj	1
mukti	mukti	f	1
SudDa	śuddha	adj	1
vyasana	vyasana	n	1
saMvf	saṁvṛ	v	1
vftra	vṛtra	m	1
Ayatana	āyatana	n	1
kfmi	kṛmi	m	1
kfta	kṛta	n	1
medas	medas	n	1
vikf	vikṛ	v	1
cApa	cāpa	mn	1
saNga	saṅga	m	1
stana	stana	mn	1
uras	uras	n	1
aja	aja	m	1
sarit	sarit	f	1
yat	yat	v	1
aSana	aśana	n	1
naBas	nabhas	n	1
Bezaja	bheṣaja	n	1
dugDa	dugdha	n	1
nibuD	nibudh	v	1
prekz	prekṣ	v	1
svana	svana	m	1
nizad	niṣad	v	1
Atapa	ātapa	m	1
duHKita	duḥkhita	adj	1
utpala	utpala	mn	1
akzaya	akṣaya	adj	1
gAyatrI	gāyatrī	f	1
kup	kup	v	1
parASara	parāśara	m	1
Salya	śalya	m	1
vAsava	vāsava	m	1
lakzay	lakṣay	v	1
saMDA	saṁdhā	v	1
saptama	saptama	adj	1
smita	smita	n	1
taTAgata	tathāgata	m	1
amitra	amitra	mf	1
aSeza	aśeṣa	adj	1
parivAray	parivāray	v	1
SA	śā	v	1
yukti	yukti	f	1
avatf	avatṛ	v	1
BUzay	bhūṣay	v	1
bindu	bindu	mn	1
tvar	tvar	v	1
AhvA	āhvā	v	1
sampUjay	sampūjay	v	1
tfp	tṛp	v	1
vitta	vitta	n	1
cira	cira	adj	1
SAKA	śākhā	f	1
dApay	dāpay	v	1
dvIpa	dvīpa	mn	1
stamBa	stambha	m	1
aBihan	abhihan	v	1
aNguli	aṅguli	mf	1
jYAti	jñāti	m	1
prajan	prajan	v	1
prativac	prativac	v	1
aYjali	añjali	m	1
cUrRay	cūrṇay	v	1
pUrRa	pūrṇa	adj	1
SradDA	śraddhā	f	1
vihf	vihṛ	v	1
Bftya	bhṛtya	m	1
paScima	paścima	adj	1
upaviS	upaviś	v	1
vfza	vṛṣa	m	1
prakAra	prakāra	m	1
srotas	srotas	n	1
vipAka	vipāka	m	1
avekz	avekṣ	v	1
SamBu	śambhu	m	1
daivata	daivata	n	1
jAraRa	jāraṇa	mfn	1
Svan	śvan	m	1
yozit	yoṣit	f	1
gras	gras	v	1
hiraRya	hiraṇya	n	1
Iray	īray	v	1
aBizic	abhiṣic	v	1
dvijAti	dvijāti	m	1
svarUpa	svarūpa	n	1
gaurava	gaurava	n	1
tAvat	tāvat	adj	1
aSru	aśru	mn	1
sambanDa	sambandha	m	1
vAsin	vāsin	adj	1
vidyut	vidyut	fn	1
vfzya	vṛṣya	adj	1
aBidru	abhidru	v	1
apatya	apatya	n	1
DArA	dhārā	f	1
citraka	citraka	mn	1
nirgam	nirgam	v	1
SuB	śubh	v	1
anDa	andha	adj	1
aSuBa	aśubha	adj	1
kuRqala	kuṇḍala	n	1
samAsAday	samāsāday	v	1
utpAday	utpāday	v	1
azwama	aṣṭama	adj	1
nirmA	nirmā	v	1
arha	arha	adj	1
madya	madya	n	1
niDana	nidhana	mn	1
krUra	krūra	adj	1
mAza	māṣa	m	1
guYjA	guñjā	f	1
parivf	parivṛ	v	1
Alaya	ālaya	mn	1
BUri	bhūri	adj	1
vfzan	vṛṣan	m	1
viMSati	viṁśati	f	1
viSvAmitra	viśvāmitra	m	1
lepa	lepa	m	1
vicar	vicar	v	1
kamala	kamala	mn	1
mUrCA	mūrchā	f	1
sirA	sirā	f	1
kfSa	kṛśa	adj	1
prasU	prasū	v	1
veSman	veśman	n	1
Arti	ārti	f	1
dIpa	dīpa	m	1
mahAsattva	mahāsattva	adj	1
paraMtapa	paraṁtapa	adj	1
samAcar	samācar	v	1
stoma	stoma	m	1
SAs	śās	v	1
ariMdama	ariṁdama	adj	1
aDizWA	adhiṣṭhā	v	1
dehin	dehin	m	1
vaRij	vaṇij	m	1
mohay	mohay	v	1
vfzRi	vṛṣṇi	m	1
AdiS	ādiś	v	1
Ahan	āhan	v	1
anfta	anṛta	n	1
dvaMdva	dvaṁdva	mn	1
prahas	prahas	v	1
retas	retas	n	1
sru	sru	v	1
svAmin	svāmin	m	1
yauvana	yauvana	n	1
ASu	āśu	adj	1
Druva	dhruva	adj	1
koSa	kośa	mn	1
prezay	preṣay	v	1
samADi	samādhi	m	1
vikalpa	vikalpa	mf	1
gup	gup	v	1
purIza	purīṣa	n	1
nakula	nakula	m	1
ajYAna	ajñāna	n	1
lepay	lepay	v	1
Sama	śama	m	1
aBivAday	abhivāday	v	1
adri	adri	m	1
meru	meru	m	1
vismaya	vismaya	m	1
aNgiras	aṅgiras	m	1
Dfti	dhṛti	f	1
ISAna	īśāna	m	1
mAhAtmya	māhātmya	n	1
kuSa	kuśa	mn	1
nAqI	nāḍī	f	1
pannaga	pannaga	mn	1
paTya	pathya	adj	1
varcas	varcas	n	1
namaskf	namaskṛ	v	1
mA	mā	v	1
prahfz	prahṛṣ	v	1
Sakuni	śakuni	m	1
vigraha	vigraha	mn	1
purARa	purāṇa	n	1
yaSasvin	yaśasvin	adj	1
pavitra	pavitra	n	1
liK	likh	v	1
raudra	raudra	adj	1
saMvid	saṁvid	f	1
prasTA	prasthā	v	1
SIGra	śīghra	adj	1
uraga	uraga	mn	1
vAhana	vāhana	n	1
guh	guh	v	1
pravara	pravara	adj	1
vIkz	vīkṣ	v	1
aDama	adhama	adj	1
brahmacarya	brahmacarya	n	1
pradAna	pradāna	n	1
samudDf	samuddhṛ	v	1
cal	cal	v	1
dviviDa	dvividha	adj	1
Goza	ghoṣa	m	1
kalyARa	kalyāṇa	adj	1
krIq	krīḍ	v	1
nad	nad	v	1
viBaj	vibhaj	v	1
himavant	himavant	m	1
ahaMkAra	ahaṁkāra	m	1
ArADay	ārādhay	v	1
evaMviDa	evaṁvidha	adj	1
laNkA	laṅkā	f	1
tAqay	tāḍay	v	1
kuYjara	kuñjara	m	1
paryanta	paryanta	m	1
paura	paura	m	1
Sloka	śloka	m	1
uzas	uṣas	f	1
yAvat	yāvat	adj	1
Cidra	chidra	n	1
gfhapati	gṛhapati	m	1
lakza	lakṣa	mn	1
nizka	niṣka	mn	1
maitreya	maitreya	m	1
utTa	uttha	adj	1
aBimuKa	abhimukha	adj	1
tyAga	tyāga	m	1
aSman	aśman	mn	1
niSAmay	niśāmay	v	1
acala	acala	m	1
dUra	dūra	adj	1
SoDay	śodhay	v	1
tAdfSa	tādṛśa	adj	1
viruD	virudh	v	1
ASaya	āśaya	m	1
Bojay	bhojay	v	1
praBfti	prabhṛti	f	1
viparIta	viparīta	adj	1
vfzaBa	vṛṣabha	m	1
arRava	arṇava	mn	1
ayuta	ayuta	n	1
cArin	cārin	adj	1
puraskf	puraskṛ	v	1
puzwi	puṣṭi	f	1
samarTa	samartha	adj	1
vaidya	vaidya	m	1
karza	karṣa	mn	1
praBava	prabhava	m	1
roman	roman	n	1
anujYA	anujñā	v	1
Cattra	chattra	n	1
parikIrtay	parikīrtay	v	1
japa	japa	m	1
sic	sic	v	1
vaDU	vadhū	f	1
tapasvin	tapasvin	m	1
ucita	ucita	adj	1
aByAsa	abhyāsa	m	1
dama	dama	m	1
gada	gada	m	1
avyakta	avyakta	n	1
bAzpa	bāṣpa	mn	1
Denu	dhenu	f	1
puw	puṭ	v	1
Sap	śap	v	1
aditi	aditi	f	1
Baga	bhaga	mn	1
nirdiS	nirdiś	v	1
drupada	drupada	m	1
saMskf	saṁskṛ	v	1
DIra	dhīra	adj	1
draupadI	draupadī	f	1
vaira	vaira	mn	1
mahAmati	mahāmati	m	1
Sarad	śarad	f	1
asi	asi	m	1
rahita	rahita	adj	1
sahAya	sahāya	m	1
DAtf	dhātṛ	m	1
kzuD	kṣudh	f	1
saMKya	saṁkhya	n	1
SiKaRqin	śikhaṇḍin	m	1
Amantray	āmantray	v	1
aruRa	aruṇa	adj	1
brahmacArin	brahmacārin	m	1
Kowa	khoṭa	mn	1
anuga	anuga	adj	1
Uti	ūti	f	1
upasaMkram	upasaṁkram	v	1
aBiBU	abhibhū	v	1
agrya	agrya	adj	1
SiKara	śikhara	mn	1
tan	tan	v	1
tawa	taṭa	mn	1
pratyakza	pratyakṣa	adj	1
saMgraha	saṁgraha	m	1
aSvameDa	aśvamedha	m	1
gamBIra	gambhīra	adj	1
tiryaYc	tiryañc	adj	1
upayuj	upayuj	v	1
apahf	apahṛ	v	1
Avaha	āvaha	adj	1
kAmay	kāmay	v	1
madana	madana	mn	1
mata	mata	n	1
vfz	vṛṣ	v	1
pUrvaka	pūrvaka	adj	1
saMkalpa	saṁkalpa	m	1
vaidehI	vaidehī	f	1
Ardra	ārdra	adj	1
gAmin	gāmin	adj	1
lih	lih	v	1
raTin	rathin	m	1
tanU	tanū	f	1
yuvan	yuvan	m	1
BAj	bhāj	adj	1
dIkzA	dīkṣā	f	1
niveSay	niveśay	v	1
viKyA	vikhyā	v	1
sahadeva	sahadeva	m	1
zazwi	ṣaṣṭi	f	1
vivAha	vivāha	m	1
asfj	asṛj	n	1
kaRqU	kaṇḍū	f	1
niDi	nidhi	m	1
saMgama	saṁgama	m	1
aNganA	aṅganā	f	1
janapada	janapada	m	1
saMgam	saṁgam	v	1
kzam	kṣam	v	1
narendra	narendra	m	1
udAra	udāra	adj	1
grAsa	grāsa	m	1
Soza	śoṣa	m	1
Bft	bhṛt	adj	1
caturviDa	caturvidha	adj	1
kAnti	kānti	f	1
niS	niś	f	1
samman	samman	v	1
satkf	satkṛ	v	1
sfzwi	sṛṣṭi	f	1
vinikzip	vinikṣip	v	1
ahi	ahi	m	1
bahula	bahula	adj	1
dAtf	dātṛ	adj	1
gad	gad	v	1
kAraka	kāraka	adj	1
viparyaya	viparyaya	m	1
prArTay	prārthay	v	1
upAgam	upāgam	v	1
saMniDi	saṁnidhi	m	1
upadeSa	upadeśa	m	1
deveSa	deveśa	m	1
nirji	nirji	v	1
ruc	ruc	v	1
vistf	vistṛ	v	1
havya	havya	n	1
maDuka	madhuka	n	1
viSArada	viśārada	adj	1
Akram	ākram	v	1
jAnu	jānu	mn	1
aNka	aṅka	mn	1
kukzi	kukṣi	mf	1
nASay	nāśay	v	1
aDvara	adhvara	m	1
anuttara	anuttara	adj	1
rASi	rāśi	mf	1
DArmika	dhārmika	adj	1
dveza	dveṣa	m	1
SiKA	śikhā	f	1
garuqa	garuḍa	m	1
niruD	nirudh	v	1
niSci	niści	v	1
vyAp	vyāp	v	1
nizev	niṣev	v	1
SayyA	śayyā	f	1
SlakzRa	ślakṣṇa	adj	1
bAD	bādh	v	1
jAtavedas	jātavedas	m	1
kAYjika	kāñjika	n	1
sTAvara	sthāvara	adj	1
viBUzay	vibhūṣay	v	1
vfkodara	vṛkodara	m	1
DAraRa	dhāraṇa	n	1
govinda	govinda	m	1
nAsA	nāsā	f	1
parigraha	parigraha	m	1
paTa	patha	m	1
fdDi	ṛddhi	f	1
vigam	vigam	v	1
antaka	antaka	m	1
has	has	v	1
Kara	khara	m	1
kftya	kṛtya	n	1
nipAtay	nipātay	v	1
suBaga	subhaga	adj	1
madra	madra	m	1
nirmala	nirmala	adj	1
pradakziRa	pradakṣiṇa	adj	1
pratApavat	pratāpavat	adj	1
umA	umā	f	1
viqa	viḍa	mn	1
etAvat	etāvat	adj	1
mah	mah	adj	1
manIzin	manīṣin	adj	1
surA	surā	f	1
durbala	durbala	adj	1
Apat	āpat	v	1
ayas	ayas	n	1
BArgava	bhārgava	m	1
vinASana	vināśana	adj	1
brAhma	brāhma	adj	1
gIta	gīta	n	1
kavaca	kavaca	mn	1
saMvft	saṁvṛt	v	1
vezway	veṣṭay	v	1
pramuKa	pramukha	adj	1
atyanta	atyanta	adj	1
budDimat	buddhimat	adj	1
candramas	candramas	m	1
mAray	māray	v	1
nivas	nivas	v	1
purohita	purohita	m	1
rujA	rujā	f	1
tApa	tāpa	m	1
hima	hima	adj	1
puru	puru	adj	1
ekAnta	ekānta	m	1
SoDana	śodhana	mn	1
dAsa	dāsa	m	1
gfDra	gṛdhra	m	1
darBa	darbha	m	1
DAtrI	dhātrī	f	1
kzama	kṣama	adj	1
parigrah	parigrah	v	1
rakzA	rakṣā	f	1
samyaksambudDa	samyaksambuddha	adj	1
saYj	sañj	v	1
viSAla	viśāla	adj	1
darSin	darśin	adj	1
kozWa	koṣṭha	mn	1
nivAray	nivāray	v	1
prasiD	prasidh	v	1
rajanI	rajanī	f	1
ruci	ruci	f	1
dizwi	diṣṭi	f	1
dvipa	dvipa	m	1
preta	preta	m	1
tapoDana	tapodhana	adj	1
varDay	vardhay	v	1
darpa	darpa	m	1
kArmuka	kārmuka	n	1
tridaSa	tridaśa	m	1
jIva	jīva	mn	1
miSra	miśra	adj	1
SyAma	śyāma	adj	1
ad	ad	v	1
uru	uru	adj	1
amala	amala	adj	1
aYj	añj	v	1
arc	arc	v	1
bilva	bilva	m	1
maNgala	maṅgala	n	1
pAta	pāta	m	1
prAya	prāya	m	1
roza	roṣa	m	1
saMdeha	saṁdeha	m	1
taru	taru	m	1
vAda	vāda	m	1
BAnu	bhānu	m	1
prakzip	prakṣip	v	1
triMSat	triṁśat	f	1
apAna	apāna	mn	1
camU	camū	f	1
duh	duh	v	1
janamejaya	janamejaya	m	1
marica	marica	n	1
svid	svid	v	1
utsava	utsava	m	1
vartman	vartman	n	1
acyuta	acyuta	m	1
granTi	granthi	m	1
nyAya	nyāya	m	1
rayi	rayi	mf	1
upavAsa	upavāsa	m	1
vacA	vacā	f	1
catuzwaya	catuṣṭaya	fn	1
DArin	dhārin	adj	1
divAkara	divākara	m	1
abda	abda	mn	1
anuprAp	anuprāp	v	1
arcana	arcana	fn	1
nirIkz	nirīkṣ	v	1
fC	ṛch	v	1
vI	vī	v	1
BAjana	bhājana	n	1
BrU	bhrū	f	1
Cardi	chardi	f	1
yogya	yogya	adj	1
cara	cara	adj	1
mAs	mās	m	1
mUrCay	mūrchay	v	1
Ahvaya	āhvaya	m	1
aRqa	aṇḍa	mn	1
durAtman	durātman	adj	1
ketu	ketu	m	1
rAj	rāj	v	1
sUnu	sūnu	m	1
Aropay	āropay	v	1
maGavan	maghavan	m	1
Sozay	śoṣay	v	1
avayava	avayava	m	1
meha	meha	m	1
sampuwa	sampuṭa	mn	1
saMtap	saṁtap	v	1
virAj	virāj	v	1
Alokay	ālokay	v	1
anuBU	anubhū	v	1
caturdaSan	caturdaśan	adj	1
triguRa	triguṇa	adj	1
BUyas	bhūyas	adj	1
KAd	khād	v	1
lalAwa	lalāṭa	mn	1
lIlA	līlā	f	1
sarvajYa	sarvajña	adj	1
arpay	arpay	v	1
aSani	aśani	mf	1
SravaRa	śravaṇa	n	1
Sruta	śruta	n	1
suvrata	suvrata	adj	1
antaHpura	antaḥpura	n	1
apriya	apriya	adj	1
Brama	bhrama	m	1
duHSAsana	duḥśāsana	m	1
SiSu	śiśu	m	1
Sulba	śulba	n	1
vasuDA	vasudhā	f	1
paryAya	paryāya	m	1
pragrah	pragrah	v	1
sU	sū	v	1
vasA	vasā	f	1
jambIra	jambīra	m	1
ftvij	ṛtvij	m	1
SAli	śāli	m	1
SaSin	śaśin	m	1
vinI	vinī	v	1
carita	carita	n	1
Garma	gharma	m	1
samAyuj	samāyuj	v	1
sveday	sveday	v	1
veDa	vedha	mn	1
yayAti	yayāti	m	1
anantara	anantara	adj	1
SAka	śāka	mn	1
sAmAnya	sāmānya	adj	1
samfD	samṛdh	v	1
sitA	sitā	f	1
tApya	tāpya	mn	1
DUpa	dhūpa	m	1
puzkara	puṣkara	n	1
aNgAra	aṅgāra	mn	1
durga	durga	n	1
dyUta	dyūta	n	1
guwikA	guṭikā	f	1
prahi	prahi	v	1
puz	puṣ	v	1
manuja	manuja	m	1
virAwa	virāṭa	m	1
anurUpa	anurūpa	adj	1
BfSa	bhṛśa	adj	1
kiMnara	kiṁnara	mn	1
sUtaka	sūtaka	mn	1
taruRa	taruṇa	adj	1
viz	viṣ	f	1
vyaT	vyath	v	1
cit	cit	f	1
kauravya	kauravya	m	1
lohita	lohita	adj	1
pautra	pautra	m	1
Palguna	phalguna	m	1
prApti	prāpti	f	1
aBinand	abhinand	v	1
aNguzWa	aṅguṣṭha	m	1
muzwi	muṣṭi	mf	1
prAsAda	prāsāda	m	1
prasTa	prastha	mn	1
rAjarzi	rājarṣi	m	1
saMnipAta	saṁnipāta	m	1
sinDu	sindhu	mf	1
upAdA	upādā	v	1
mil	mil	v	1
pAcay	pācay	v	1
utpat	utpat	v	1
aBaya	abhaya	n	1
kAnana	kānana	n	1
udyAna	udyāna	n	1
ASin	āśin	adj	1
nind	nind	v	1
pravartay	pravartay	v	1
vamana	vamana	n	1
kﾱp	kﾱp	v	1
putrI	putrī	f	1
saMtApa	saṁtāpa	m	1
samiD	samidh	f	1
daMzwra	daṁṣṭra	mfn	1
majjan	majjan	m	1
niryA	niryā	v	1
nft	nṛt	v	1
pratijYA	pratijñā	f	1
sUtaputra	sūtaputra	m	1
Agneya	āgneya	adj	1
Ama	āma	mn	1
bahuviDa	bahuvidha	adj	1
Ikz	īkṣ	v	1
pAyay	pāyay	v	1
hfdya	hṛdya	adj	1
pad	pad	m	1
sTAlI	sthālī	f	1
java	java	m	1
prahf	prahṛ	v	1
suKin	sukhin	adj	1
anuzWA	anuṣṭhā	v	1
AramBa	ārambha	m	1
guhA	guhā	f	1
maDusUdana	madhusūdana	m	1
niyuj	niyuj	v	1
velA	velā	f	1
prAYjali	prāñjali	adj	1
pfTu	pṛthu	adj	1
Sri	śri	v	1
vartay	vartay	v	1
Ahuti	āhuti	f	1
DaraRI	dharaṇī	f	1
gotra	gotra	mn	1
jawA	jaṭā	f	1
nimba	nimba	m	1
piSAca	piśāca	m	1
trA	trā	v	1
tumula	tumula	adj	1
viGna	vighna	mn	1
kapAla	kapāla	mn	1
pAra	pāra	mn	1
sPur	sphur	v	1
sraj	sraj	f	1
SuBra	śubhra	adj	1
yAtrA	yātrā	f	1
sADaka	sādhaka	m	1
samAgama	samāgama	m	1
svADyAya	svādhyāya	m	1
svasTa	svastha	adj	1
hArin	hārin	adj	1
kzudra	kṣudra	adj	1
parRa	parṇa	mn	1
tAvaka	tāvaka	adj	1
Kalva	khalva	mn	1
krIqA	krīḍā	f	1
samutTA	samutthā	v	1
vicakzaRa	vicakṣaṇa	adj	1
prayojay	prayojay	v	1
veza	veṣa	m	1
vitan	vitan	v	1
atri	atri	m	1
BUyizWa	bhūyiṣṭha	adj	1
ezin	eṣin	adj	1
paRqita	paṇḍita	m	1
rajata	rajata	n	1
saMGAta	saṁghāta	mn	1
Satakratu	śatakratu	m	1
Sikz	śikṣ	v	1
aMSu	aṁśu	m	1
BaNga	bhaṅga	m	1
duzkara	duṣkara	adj	1
itihAsa	itihāsa	mn	1
mAriza	māriṣa	m	1
pauruza	pauruṣa	n	1
pramuc	pramuc	v	1
pratizWApay	pratiṣṭhāpay	v	1
varman	varman	mn	1
vismi	vismi	v	1
BaradvAja	bharadvāja	m	1
kAka	kāka	m	1
kAvya	kāvya	mn	1
majj	majj	v	1
tAlaka	tālaka	mn	1
varAha	varāha	m	1
agastya	agastya	mn	1
Bairava	bhairava	m	1
BraMS	bhraṁś	v	1
DAv	dhāv	v	1
dUzay	dūṣay	v	1
kaSyapa	kaśyapa	m	1
parI	parī	v	1
rai	rai	m	1
samIkz	samīkṣ	v	1
Asad	āsad	v	1
rUpya	rūpya	n	1
tArA	tārā	f	1
vAhinI	vāhinī	f	1
vanaspati	vanaspati	mf	1
vimarday	vimarday	v	1
anyatama	anyatama	adj	1
mudrA	mudrā	f	1
svaDarma	svadharma	m	1
anitya	anitya	adj	1
odana	odana	mn	1
ruh	ruh	v	1
upahan	upahan	v	1
vakzas	vakṣas	n	1
yajus	yajus	n	1
dam	dam	v	1
Danya	dhanya	adj	1
drAvay	drāvay	v	1
ekAdaSan	ekādaśan	adj	1
mUlya	mūlya	n	1
sPuwa	sphuṭa	adj	1
vinaya	vinaya	m	1
guda	guda	mn	1
nigrah	nigrah	v	1
pratI	pratī	v	1
upacAra	upacāra	m	1
vyAhf	vyāhṛ	v	1
Atreya	ātreya	m	1
jaNgama	jaṅgama	adj	1
parIkz	parīkṣ	v	1
vyUha	vyūha	m	1
nau	nau	f	1
pApman	pāpman	m	1
prayojana	prayojana	n	1
sampf	sampṛ	v	1
sAvitrI	sāvitrī	f	1
zoqaSa	ṣoḍaśa	adj	1
AScarya	āścarya	n	1
kzamA	kṣamā	f	1
praSam	praśam	v	1
raYjay	rañjay	v	1
janaka	janaka	m	1
paruza	paruṣa	adj	1
sAkzin	sākṣin	m	1
tApasa	tāpasa	m	1
udaYc	udañc	adj	1
pAdapa	pādapa	m	1
anuBAva	anubhāva	m	1
aruci	aruci	f	1
prasaNga	prasaṅga	m	1
Sarman	śarman	n	1
viBIzaRa	vibhīṣaṇa	m	1
Dairya	dhairya	n	1
gomaya	gomaya	mn	1
kumArI	kumārī	f	1
prasAday	prasāday	v	1
vilap	vilap	v	1
grIvA	grīvā	f	1
hutASana	hutāśana	m	1
praSna	praśna	m	1
suyoDana	suyodhana	m	1
arGya	arghya	n	1
ikzu	ikṣu	m	1
niveSana	niveśana	n	1
putraka	putraka	m	1
Samana	śamana	adj	1
vyavahAra	vyavahāra	m	1
aBizeka	abhiṣeka	m	1
kUrma	kūrma	m	1
mahizI	mahiṣī	f	1
meDA	medhā	f	1
sarzapa	sarṣapa	mfn	1
Sram	śram	v	1
vAraRa	vāraṇa	m	1
ahorAtra	ahorātra	mn	1
caturguRa	caturguṇa	adj	1
mardana	mardana	mn	1
medinI	medinī	f	1
praBU	prabhū	v	1
Aji	āji	mf	1
anviz	anviṣ	v	1
Ceda	cheda	m	1
kUpa	kūpa	mn	1
takra	takra	n	1
utsah	utsah	v	1
yati	yati	m	1
avara	avara	adj	1
hrada	hrada	mn	1
hft	hṛt	adj	1
pradeSa	pradeśa	m	1
suDA	sudhā	f	1
svaka	svaka	adj	1
krimi	krimi	m	1
miTuna	mithuna	mn	1
pAtaka	pātaka	mn	1
rasendra	rasendra	mn	1
sadana	sadana	n	1
samA	samā	f	1
sattra	sattra	n	1
mAnay	mānay	v	1
nasya	nasya	n	1
saKya	sakhya	n	1
SoBay	śobhay	v	1
udIray	udīray	v	1
varRay	varṇay	v	1
vikram	vikram	v	1
ADAra	ādhāra	m	1
BIru	bhīru	adj	1
kARqa	kāṇḍa	mn	1
saMjYita	saṁjñita	adj	1
aBiDAna	abhidhāna	n	1
asita	asita	adj	1
avaman	avaman	v	1
hiMs	hiṁs	v	1
nigraha	nigraha	m	1
pAzARa	pāṣāṇa	m	1
tuza	tuṣa	mfn	1
nizWA	niṣṭhā	f	1
Avantya	āvantya	m	1
Danvantari	dhanvantari	m	1
gf	gṛ	v	1
prAdurBU	prādurbhū	v	1
saMhAra	saṁhāra	m	1
tridoza	tridoṣa	mn	1
vaizRava	vaiṣṇava	adj	1
vistAra	vistāra	m	1
Acam	ācam	v	1
mahIy	mahīy	v	1
mustA	mustā	fn	1
plIhan	plīhan	m	1
ukTa	uktha	n	1
unnam	unnam	v	1
vicintay	vicintay	v	1
asta	asta	m	1
grahaRI	grahaṇī	f	1
loman	loman	n	1
praRaS	praṇaś	v	1
samADA	samādhā	v	1
sevA	sevā	f	1
ahita	ahita	adj	1
aprameya	aprameya	adj	1
mahant	mahant	m	1
nivftti	nivṛtti	f	1
sfYjaya	sṛñjaya	m	1
tAla	tāla	m	1
vinyas	vinyas	v	1
aDyayana	adhyayana	n	1
anuyA	anuyā	v	1
arhant	arhant	m	1
BAradvAja	bhāradvāja	m	1
boDa	bodha	m	1
mahiza	mahiṣa	m	1
nizkram	niṣkram	v	1
palASa	palāśa	m	1
saMgrah	saṁgrah	v	1
saMsfj	saṁsṛj	v	1
AKya	ākhya	adj	1
anuja	anuja	m	1
kadala	kadala	mf	1
parizvaj	pariṣvaj	v	1
purogama	purogama	adj	1
vilokay	vilokay	v	1
virecana	virecana	n	1
anuvft	anuvṛt	v	1
barhis	barhis	mn	1
BUti	bhūti	f	1
nyAsa	nyāsa	m	1
paripracC	paripracch	v	1
stanya	stanya	mn	1
