slp1	iast	pos	period_spread
samAnI	samānī	v	1
saMDAna	saṁdhāna	n	1
utkarza	utkarṣa	m	1
utTApay	utthāpay	v	1
vinASay	vināśay	v	1
aBimantray	abhimantray	v	1
aNkay	aṅkay	v	1
anucara	anucara	m	1
cezw	ceṣṭ	v	1
haWa	haṭha	m	1
manvantara	manvantara	n	1
nAka	nāka	mn	1
sAntvay	sāntvay	v	1
snApay	snāpay	v	1
virUpa	virūpa	adj	1
jAta	jāta	n	1
kardama	kardama	mn	1
kzema	kṣema	mn	1
kzuB	kṣubh	v	1
nidarSana	nidarśana	n	1
prabrU	prabrū	v	1
prakopa	prakopa	m	1
pfTA	pṛthā	f	1
upacar	upacar	v	1
van	van	v	1
vAsuki	vāsuki	m	1
apekz	apekṣ	v	1
boDay	bodhay	v	1
devadAru	devadāru	mn	1
droRaputra	droṇaputra	m	1
kANkzin	kāṅkṣin	adj	1
mahABUta	mahābhūta	n	1
mauktika	mauktika	mn	1
prahA	prahā	v	1
satyavatI	satyavatī	f	1
tAdfS	tādṛś	adj	1
upajan	upajan	v	1
upala	upala	mn	1
yazwi	yaṣṭi	fn	1
acCa	accha	adj	1
agnizwoma	agniṣṭoma	m	1
aguru	aguru	mn	1
ajYAta	ajñāta	adj	1
Ardraka	ārdraka	n	1
brahmahatyA	brahmahatyā	f	1
bfhant	bṛhant	n	1
cikIrz	cikīrṣ	v	1
enas	enas	n	1
jagatI	jagatī	f	1
jIvana	jīvana	n	1
maRqay	maṇḍay	v	1
mAtraka	mātraka	n	1
nAmaDeya	nāmadheya	n	1
prapat	prapat	v	1
Saineya	śaineya	m	1
sami	sami	v	1
tAraka	tāraka	m	1
trARa	trāṇa	n	1
tridiva	tridiva	n	1
trivft	trivṛt	f	1
Urj	ūrj	f	1
anusmf	anusmṛ	v	1
aparAjita	aparājita	adj	1
aSakta	aśakta	adj	1
cyavana	cyavana	m	1
garj	garj	v	1
krI	krī	v	1
mUlaka	mūlaka	mn	1
mUrC	mūrch	v	1
pratihan	pratihan	v	1
pravad	pravad	v	1
rAhu	rāhu	m	1
samAruh	samāruh	v	1
upapAday	upapāday	v	1
abja	abja	n	1
AlApa	ālāpa	m	1
devakI	devakī	f	1
dih	dih	v	1
diva	diva	n	1
maRqapa	maṇḍapa	mfn	1
mfDa	mṛdha	mn	1
ramBA	rambhā	f	1
SarIrin	śarīrin	m	1
SlAG	ślāgh	v	1
takzaka	takṣaka	m	1
ukz	ukṣ	v	1
valmIka	valmīka	mn	1
acetana	acetana	adj	1
aNGri	aṅghri	m	1
Badanta	bhadanta	m	1
BrAj	bhrāj	v	1
gaura	gaura	adj	1
kaca	kaca	m	1
nimeza	nimeṣa	m	1
nftya	nṛtya	n	1
pIna	pīna	adj	1
SalAkA	śalākā	mf	1
SAstf	śāstṛ	m	1
Saunaka	śaunaka	m	1
svatantra	svatantra	adj	1
uSIra	uśīra	mn	1
valaya	valaya	mn	1
ativft	ativṛt	v	1
gAlay	gālay	v	1
garIyas	garīyas	adj	1
pracakz	pracakṣ	v	1
raTaMtara	rathaṁtara	n	1
samBAra	sambhāra	mn	1
samprasTA	samprasthā	v	1
vibanDa	vibandha	m	1
AlaB	ālabh	v	1
AyAsa	āyāsa	m	1
dAyAda	dāyāda	m	1
hatyA	hatyā	f	1
mitrAvaruRa	mitrāvaruṇa	m	1
SacI	śacī	f	1
saMsparSa	saṁsparśa	m	1
satkAra	satkāra	m	1
sundara	sundara	adj	1
urvI	urvī	f	1
uttf	uttṛ	v	1
vaYcay	vañcay	v	1
vAyavya	vāyavya	adj	1
aBimAna	abhimāna	m	1
bAlaka	bālaka	m	1
Bukti	bhukti	f	1
Darmin	dharmin	adj	1
goptf	goptṛ	adj	1
grAhay	grāhay	v	1
karuRA	karuṇā	f	1
kautUhala	kautūhala	n	1
kftin	kṛtin	adj	1
mfgayA	mṛgayā	f	1
pradyumna	pradyumna	m	1
saMlakzay	saṁlakṣay	v	1
samUha	samūha	mn	1
ulUka	ulūka	m	1
vakra	vakra	adj	1
vyakti	vyakti	f	1
aBiyuj	abhiyuj	v	1
aDyakza	adhyakṣa	m	1
Bedin	bhedin	adj	1
Boja	bhoja	m	1
caru	caru	m	1
durmada	durmada	adj	1
gaRqa	gaṇḍa	mn	1
harzaRa	harṣaṇa	adj	1
kampa	kampa	m	1
maKa	makha	m	1
manmaTa	manmatha	m	1
niKila	nikhila	adj	1
nindA	nindā	f	1
pradIpa	pradīpa	m	1
pur	pur	f	1
svacCa	svaccha	adj	1
uttAna	uttāna	adj	1
viqaNga	viḍaṅga	mf	1
vikfz	vikṛṣ	v	1
caya	caya	m	1
garh	garh	v	1
mArjAra	mārjāra	m	1
nyUna	nyūna	adj	1
praBUta	prabhūta	adj	1
pratizeDa	pratiṣedha	m	1
puraHsara	puraḥsara	adj	1
zaqguRa	ṣaḍguṇa	adj	1
samavAya	samavāya	m	1
saMsmf	saṁsmṛ	v	1
SikzA	śikṣā	f	1
upadru	upadru	v	1
varA	varā	f	1
vfka	vṛka	m	1
yuyuDAna	yuyudhāna	m	1
apahan	apahan	v	1
hikkA	hikkā	f	1
klIba	klība	adj	1
kftyA	kṛtyā	f	1
kzapay	kṣapay	v	1
maYjizWA	mañjiṣṭhā	mf	1
paryAp	paryāp	v	1
patana	patana	n	1
patti	patti	m	1
pratIkz	pratīkṣ	v	1
sahaja	sahaja	adj	1
uda	uda	n	1
upalakzay	upalakṣay	v	1
vasudeva	vasudeva	m	1
vikzip	vikṣip	v	1
vfnda	vṛnda	n	1
adarSana	adarśana	n	1
anDakAra	andhakāra	mn	1
aNkuSa	aṅkuśa	mn	1
arizwa	ariṣṭa	m	1
capala	capala	adj	1
goDUma	godhūma	mn	1
saMnah	saṁnah	v	1
sAttvika	sāttvika	adj	1
SyAmA	śyāmā	f	1
vAyasa	vāyasa	m	1
viveka	viveka	m	1
aDomuKa	adhomukha	adj	1
bAlA	bālā	f	1
jImUta	jīmūta	mn	1
kaRA	kaṇā	f	1
kaNka	kaṅka	m	1
parokza	parokṣa	adj	1
pativratA	pativratā	f	1
pawwa	paṭṭa	m	1
rA	rā	v	1
fBu	ṛbhu	m	1
udvah	udvah	v	1
vAYC	vāñch	v	1
vipac	vipac	v	1
aByupe	abhyupe	v	1
apAya	apāya	m	1
aSudDa	aśuddha	adj	1
cIra	cīra	n	1
dvAdaSa	dvādaśa	adj	1
pAvana	pāvana	adj	1
pratiSru	pratiśru	v	1
sadas	sadas	n	1
SamI	śamī	f	1
vArzika	vārṣika	adj	1
vicAra	vicāra	m	1
antya	antya	adj	1
anukUla	anukūla	adj	1
apakram	apakram	v	1
apUrva	apūrva	adj	1
BAgin	bhāgin	adj	1
jambu	jambu	f	1
kleda	kleda	m	1
kzuDA	kṣudhā	f	1
pratiBA	pratibhā	v	1
priyaNgu	priyaṅgu	mf	1
puzya	puṣya	mn	1
raYjana	rañjana	n	1
sundarI	sundarī	f	1
trizwuB	triṣṭubh	f	1
upakAra	upakāra	m	1
yaTezwa	yatheṣṭa	adj	1
asaMKyeya	asaṁkhyeya	adj	1
cullI	cullī	f	1
DAraRA	dhāraṇā	f	1
draupadeya	draupadeya	m	1
GAta	ghāta	m	1
kola	kola	n	1
pawola	paṭola	m	1
prayAga	prayāga	mn	1
ramaRIya	ramaṇīya	adj	1
sPIta	sphīta	adj	1
stoka	stoka	mn	1
tApay	tāpay	v	1
viniScaya	viniścaya	m	1
vIruD	vīrudh	f	1
AQaka	āḍhaka	mn	1
azwamI	aṣṭamī	f	1
ayukta	ayukta	adj	1
bAlya	bālya	n	1
Gfz	ghṛṣ	v	1
grAmya	grāmya	adj	1
kftakftya	kṛtakṛtya	adj	1
meDAvin	medhāvin	adj	1
nirguRqI	nirguṇḍī	f	1
saMniDA	saṁnidhā	v	1
Sibira	śibira	n	1
sTairya	sthairya	n	1
Una	ūna	adj	1
vAmadeva	vāmadeva	m	1
vimuKa	vimukha	adj	1
vfj	vṛj	v	1
daSA	daśā	f	1
devadAlI	devadālī	f	1
guRay	guṇay	v	1
haritAla	haritāla	mfn	1
kalaha	kalaha	mn	1
kokila	kokila	m	1
marIci	marīci	m	1
marta	marta	m	1
nipuRa	nipuṇa	adj	1
paripAlay	paripālay	v	1
rAji	rāji	f	1
rocay	rocay	v	1
Sikzay	śikṣay	v	1
suBadrA	subhadrā	f	1
svAtantrya	svātantrya	n	1
atiSaya	atiśaya	m	1
avakASa	avakāśa	m	1
Baizajya	bhaiṣajya	n	1
carv	carv	v	1
jAmbUnada	jāmbūnada	n	1
pAMsu	pāṁsu	m	1
parIkzA	parīkṣā	f	1
pratibuD	pratibudh	v	1
pftanA	pṛtanā	f	1
saMkzip	saṁkṣip	v	1
sampAday	sampāday	v	1
saMSita	saṁśita	adj	1
SarmizWA	śarmiṣṭhā	f	1
tanayA	tanayā	f	1
tarasvin	tarasvin	adj	1
utsuka	utsuka	adj	1
viDAtf	vidhātṛ	m	1
vikrI	vikrī	v	1
vilAsa	vilāsa	m	1
vivara	vivara	mn	1
acira	acira	adj	1
aDiruh	adhiruh	v	1
Bramara	bhramara	m	1
kAkamAcI	kākamācī	f	1
kukkuwa	kukkuṭa	m	1
pralApa	pralāpa	m	1
praSama	praśama	m	1
pUru	pūru	m	1
pUruza	pūruṣa	m	1
samBram	sambhram	v	1
saMtarpay	saṁtarpay	v	1
smaraRa	smaraṇa	n	1
udumbara	udumbara	mn	1
vap	vap	v	1
veDas	vedhas	m	1
vimfS	vimṛś	v	1
vipAcay	vipācay	v	1
aDIna	adhīna	adj	1
ajA	ajā	f	1
hiNgu	hiṅgu	n	1
kAzWA	kāṣṭhā	f	1
paurRamAsI	paurṇamāsī	f	1
pracCad	pracchad	v	1
viraTa	viratha	adj	1
vrAta	vrāta	m	1
brahmavarcasa	brahmavarcasa	n	1
duHsaha	duḥsaha	adj	1
gaRay	gaṇay	v	1
harita	harita	adj	1
karaYja	karañja	m	1
kautuka	kautuka	n	1
kzoBa	kṣobha	m	1
meza	meṣa	m	1
nIra	nīra	n	1
nirvap	nirvap	v	1
pataMga	pataṁga	m	1
pattrin	pattrin	m	1
pradarSay	pradarśay	v	1
pUrvAhRa	pūrvāhṇa	m	1
saptarzi	saptarṣi	m	1
SaSa	śaśa	m	1
SmaSru	śmaśru	mn	1
somaka	somaka	m	1
somya	somya	adj	1
tArkzya	tārkṣya	mn	1
udgam	udgam	v	1
uparasa	uparasa	m	1
vajramUzA	vajramūṣā	mf	1
viSoDay	viśodhay	v	1
aBipre	abhipre	v	1
ADipatya	ādhipatya	n	1
BujaMga	bhujaṁga	m	1
cAlay	cālay	v	1
daRqay	daṇḍay	v	1
jarAsaMDa	jarāsaṁdha	m	1
kAminI	kāminī	f	1
Kan	khan	v	1
Kecara	khecara	m	1
maDumat	madhumat	adj	1
saMnam	saṁnam	v	1
saMnyAsa	saṁnyāsa	m	1
saMsaYj	saṁsañj	v	1
sumati	sumati	f	1
udDan	uddhan	v	1
yUpa	yūpa	m	1
aSakya	aśakya	adj	1
Avali	āvali	f	1
bIBatsu	bībhatsu	m	1
cAndrAyaRa	cāndrāyaṇa	n	1
DUrta	dhūrta	m	1
jizRu	jiṣṇu	m	1
kalay	kalay	v	1
lopa	lopa	m	1
mAmaka	māmaka	adj	1
padArTa	padārtha	mn	1
prasAray	prasāray	v	1
prAvfz	prāvṛṣ	f	1
sArivA	sārivā	f	1
sUci	sūci	f	1
udAna	udāna	m	1
viDam	vidham	v	1
vinASin	vināśin	adj	1
aBivad	abhivad	v	1
ApUray	āpūray	v	1
avamAna	avamāna	m	1
Danada	dhanada	m	1
jAmadagnya	jāmadagnya	m	1
japya	japya	n	1
krauYca	krauñca	m	1
pAYcAlya	pāñcālya	adj	1
paryaNka	paryaṅka	m	1
pulastya	pulastya	m	1
fD	ṛdh	v	1
utsaNga	utsaṅga	m	1
vApI	vāpī	f	1
vidArI	vidārī	f	1
akAma	akāma	adj	1
Avah	āvah	v	1
BfNga	bhṛṅga	mn	1
Damani	dhamani	f	1
Darmaputra	dharmaputra	m	1
GrARa	ghrāṇa	mn	1
kiraRa	kiraṇa	m	1
kzAlay	kṣālay	v	1
leKana	lekhana	adj	1
nilaya	nilaya	m	1
nipAta	nipāta	m	1
parirakz	parirakṣ	v	1
pInasa	pīnasa	m	1
prahlAda	prahlāda	m	1
rAjasUya	rājasūya	m	1
sadBAva	sadbhāva	m	1
samalaMkf	samalaṁkṛ	v	1
saMdfS	saṁdṛś	v	1
savarRa	savarṇa	adj	1
sevin	sevin	adj	1
tUrya	tūrya	mn	1
valla	valla	mn	1
Amra	āmra	m	1
Asura	āsura	adj	1
BAs	bhās	fn	1
cAmara	cāmara	n	1
dvArakA	dvārakā	fn	1
kaYcuka	kañcuka	mf	1
kaTana	kathana	n	1
Karpara	kharpara	mn	1
kiMSuka	kiṁśuka	mn	1
lAja	lāja	mf	1
piSita	piśita	n	1
saMkf	saṁkṛ	v	1
Saurya	śaurya	n	1
secay	secay	v	1
sf	sṛ	v	1
Suz	śuṣ	v	1
talpa	talpa	m	1
vijayA	vijayā	f	1
abDi	abdhi	m	1
AdeSa	ādeśa	m	1
alABa	alābha	m	1
apara	apara	adj	1
avatAray	avatāray	v	1
dAray	dāray	v	1
hanu	hanu	mf	1
KyAti	khyāti	f	1
koRa	koṇa	m	1
kuwaja	kuṭaja	mn	1
maDyAhna	madhyāhna	m	1
nAsatya	nāsatya	m	1
pariDA	paridhā	v	1
sauvarcala	sauvarcala	mn	1
SAyin	śāyin	adj	1
upaBuj	upabhuj	v	1
utkzip	utkṣip	v	1
vicUrRay	vicūrṇay	v	1
yoDin	yodhin	adj	1
Adf	ādṛ	v	1
avasAna	avasāna	n	1
Ayuzya	āyuṣya	adj	1
Bagadatta	bhagadatta	m	1
Bakz	bhakṣ	v	1
ganDamAdana	gandhamādana	m	1
hAsa	hāsa	m	1
jvAlay	jvālay	v	1
Kura	khura	mn	1
kunda	kunda	m	1
mlecCa	mleccha	m	1
nagna	nagna	adj	1
nUpura	nūpura	mn	1
parityAga	parityāga	m	1
samAyA	samāyā	v	1
SArIra	śārīra	adj	1
Silpa	śilpa	mn	1
SoBA	śobhā	f	1
utTAna	utthāna	n	1
vyaYjana	vyañjana	n	1
aBirakz	abhirakṣ	v	1
agraja	agraja	m	1
akzata	akṣata	mn	1
BAgya	bhāgya	n	1
dainya	dainya	n	1
Daumya	dhaumya	m	1
kampay	kampay	v	1
madIya	madīya	adj	1
muz	muṣ	v	1
nAday	nāday	v	1
pinAkin	pinākin	m	1
tryambaka	tryambaka	m	1
umApati	umāpati	m	1
yuvati	yuvati	f	1
aklizwa	akliṣṭa	adj	1
apavarga	apavarga	m	1
BadrA	bhadrā	f	1
BUnAga	bhūnāga	mn	1
caitya	caitya	mn	1
daSaguRa	daśaguṇa	adj	1
ekAgra	ekāgra	adj	1
I	ī	v	1
mAtali	mātali	m	1
mfz	mṛṣ	v	1
pizwI	piṣṭī	f	1
pramA	pramā	v	1
praSAs	praśās	v	1
sAdin	sādin	m	1
saMstu	saṁstu	v	1
viBUzaRa	vibhūṣaṇa	n	1
vyApAra	vyāpāra	m	1
yAga	yāga	m	1
aBitap	abhitap	v	1
ananya	ananya	adj	1
avi	avi	mf	1
komala	komala	adj	1
laukika	laukika	adj	1
mocay	mocay	v	1
paYcaviMSati	pañcaviṁśati	f	1
parizkf	pariṣkṛ	v	1
pAyu	pāyu	mn	1
rAjata	rājata	adj	1
riz	riṣ	v	1
vallI	vallī	f	1
vip	vip	v	1
viSezaRa	viśeṣaṇa	n	1
ABA	ābhā	v	1
anurAga	anurāga	m	1
avyagra	avyagra	adj	1
AyAma	āyāma	m	1
balIyas	balīyas	adj	1
damayantI	damayantī	f	1
devadeveSa	devadeveśa	m	1
mauna	mauna	n	1
mokzay	mokṣay	v	1
SAkya	śākya	m	1
saMtoza	saṁtoṣa	m	1
steya	steya	n	1
uSanas	uśanas	m	1
viraYj	virañj	v	1
vyApaka	vyāpaka	adj	1
ArADana	ārādhana	n	1
avabuD	avabudh	v	1
BAsvara	bhāsvara	adj	1
dASArha	dāśārha	m	1
harmya	harmya	n	1
jIvin	jīvin	adj	1
kapola	kapola	mn	1
kUpI	kūpī	f	1
mIna	mīna	m	1
pAlana	pālana	n	1
paYcamUla	pañcamūla	fn	1
pariBU	paribhū	v	1
pizwikA	piṣṭikā	f	1
pitrya	pitrya	adj	1
samAhvA	samāhvā	v	1
sAyujya	sāyujya	n	1
stena	stena	m	1
takz	takṣ	v	1
upaGAta	upaghāta	m	1
valkala	valkala	mn	1
vijan	vijan	v	1
vimukti	vimukti	f	1
viyuj	viyuj	v	1
vyatI	vyatī	v	1
antargam	antargam	v	1
awavI	aṭavī	f	1
AvAsa	āvāsa	m	1
diti	diti	f	1
hiraRyakaSipu	hiraṇyakaśipu	m	1
IrzyA	īrṣyā	f	1
kadamba	kadamba	mn	1
kfzRadvaipAyana	kṛṣṇadvaipāyana	m	1
maRqUka	maṇḍūka	m	1
navanIta	navanīta	n	1
niScala	niścala	adj	1
parikalpay	parikalpay	v	1
pawala	paṭala	mn	1
pramud	pramud	v	1
pratiziD	pratiṣidh	v	1
reRu	reṇu	mn	1
Sambara	śambara	m	1
saMtuz	saṁtuṣ	v	1
SirIza	śirīṣa	mn	1
toraRa	toraṇa	mn	1
upalabDi	upalabdhi	f	1
vi	vi	mn	1
viBAvasu	vibhāvasu	m	1
vyADa	vyādha	m	1
yaTAgata	yathāgata	adj	1
aByantara	abhyantara	adj	1
ADikya	ādhikya	n	1
aMSuka	aṁśuka	mn	1
apakfz	apakṛṣ	v	1
Astf	āstṛ	v	1
caturviMSati	caturviṁśati	f	1
daMSay	daṁśay	v	1
hiraRmaya	hiraṇmaya	adj	1
jaritf	jaritṛ	m	1
nizPala	niṣphala	adj	1
padminI	padminī	f	1
rAsnA	rāsnā	f	1
rUpavat	rūpavat	adj	1
Siz	śiṣ	v	1
somadatta	somadatta	m	1
stava	stava	m	1
trayI	trayī	f	1
tvarita	tvarita	adj	1
udvega	udvega	m	1
urvaSI	urvaśī	f	1
varAnanA	varānanā	f	1
varavarRinI	varavarṇinī	f	1
vAsanA	vāsanā	f	1
akArya	akārya	n	1
anaNga	anaṅga	m	1
devarzi	devarṣi	m	1
dvijaSrezWa	dvijaśreṣṭha	m	1
gAlava	gālava	m	1
gozWa	goṣṭha	m	1
jiGAMs	jighāṁs	v	1
kASi	kāśi	f	1
paricCada	paricchada	m	1
pucCa	puccha	mn	1
rajju	rajju	mf	1
fz	ṛṣ	v	1
samudBU	samudbhū	v	1
sAntva	sāntva	n	1
sPuw	sphuṭ	v	1
spfhA	spṛhā	f	1
Sukti	śukti	f	1
trAsay	trāsay	v	1
trivarga	trivarga	m	1
tvadIya	tvadīya	adj	1
vedANga	vedāṅga	n	1
vyAna	vyāna	m	1
yAtuDAna	yātudhāna	m	1
aGora	aghora	m	1
anukta	anukta	adj	1
anuzwuB	anuṣṭubh	f	1
lola	lola	adj	1
nirAhAra	nirāhāra	adj	1
pratIkAra	pratīkāra	m	1
pratima	pratima	adj	1
roDa	rodha	m	1
saMtAna	saṁtāna	m	1
samupasTA	samupasthā	v	1
sauKya	saukhya	n	1
utkfzwa	utkṛṣṭa	adj	1
vaikartana	vaikartana	m	1
ABAsa	ābhāsa	m	1
Alasya	ālasya	n	1
BayaMkara	bhayaṁkara	adj	1
gAnDarva	gāndharva	adj	1
laSuna	laśuna	mn	1
paryupAs	paryupās	v	1
prAjApatya	prājāpatya	adj	1
prApay	prāpay	v	1
sambADa	sambādha	m	1
sambanD	sambandh	v	1
upasarga	upasarga	m	1
utpAta	utpāta	m	1
vyApin	vyāpin	adj	1
aBijan	abhijan	v	1
alasa	alasa	adj	1
ambikA	ambikā	f	1
apasmAra	apasmāra	m	1
gAyatra	gāyatra	n	1
jAhnavI	jāhnavī	f	1
jyAyas	jyāyas	adj	1
kftrima	kṛtrima	adj	1
meQra	meḍhra	mn	1
mukuwa	mukuṭa	mn	1
prakaraRa	prakaraṇa	n	1
samrAj	samrāj	m	1
san	san	v	1
Satatama	śatatama	adj	1
Sava	śava	mn	1
viBid	vibhid	v	1
vidaTa	vidatha	n	1
aBivfz	abhivṛṣ	v	1
AranAla	āranāla	mn	1
Ayat	āyat	v	1
banDay	bandhay	v	1
jAtarUpa	jātarūpa	n	1
kalmaza	kalmaṣa	mn	1
kaRa	kaṇa	m	1
lozwa	loṣṭa	mn	1
nirfti	nirṛti	f	1
rAjYI	rājñī	f	1
ric	ric	v	1
zazwika	ṣaṣṭika	mfn	1
SrAvastI	śrāvastī	f	1
vanya	vanya	adj	1
vidruma	vidruma	mn	1
vikarRa	vikarṇa	m	1
vismf	vismṛ	v	1
akzauhiRI	akṣauhiṇī	f	1
Baikzya	bhaikṣya	n	1
BrAmay	bhrāmay	v	1
df	dṛ	v	1
durita	durita	n	1
iyat	iyat	adj	1
kacCapa	kacchapa	m	1
kanIyas	kanīyas	adj	1
kapilA	kapilā	f	1
lomaSa	lomaśa	m	1
niHSeza	niḥśeṣa	adj	1
pAdya	pādya	n	1
pariplu	pariplu	v	1
pracCAday	pracchāday	v	1
prADAnya	prādhānya	n	1
pratilaB	pratilabh	v	1
sAdana	sādana	n	1
saMyojay	saṁyojay	v	1
tfzA	tṛṣā	f	1
upakrama	upakrama	m	1
varya	varya	adj	1
visarpa	visarpa	m	1
ajita	ajita	adj	1
anDas	andhas	n	1
BUriSravas	bhūriśravas	m	1
cakravAka	cakravāka	m	1
ekIkf	ekīkṛ	v	1
Keda	kheda	m	1
mahas	mahas	n	1
nemi	nemi	mf	1
nicaya	nicaya	m	1
paramARu	paramāṇu	m	1
prAduras	prāduras	v	1
prapaYca	prapañca	m	1
pratipatti	pratipatti	f	1
samAdis	samādis	v	1
saMsiD	saṁsidh	v	1
SrezWin	śreṣṭhin	m	1
vartula	vartula	adj	1
vedin	vedin	adj	1
vitf	vitṛ	v	1
vyavasAya	vyavasāya	m	1
aprApta	aprāpta	adj	1
Ayurveda	āyurveda	m	1
gadgada	gadgada	adj	1
glAni	glāni	f	1
haima	haima	adj	1
Kala	khala	m	1
Kid	khid	v	1
kiMkara	kiṁkara	m	1
kulIna	kulīna	adj	1
lANgalI	lāṅgalī	f	1
laNGay	laṅghay	v	1
niKan	nikhan	v	1
nirveda	nirveda	m	1
pAWa	pāṭha	m	1
pawu	paṭu	adj	1
satata	satata	adj	1
vinatA	vinatā	f	1
vinivft	vinivṛt	v	1
vftrahan	vṛtrahan	m	1
ajYa	ajña	adj	1
anArya	anārya	adj	1
anumA	anumā	v	1
apahArin	apahārin	adj	1
arvAYc	arvāñc	adj	1
cora	cora	m	1
eD	edh	v	1
gulPa	gulpha	m	1
kzepa	kṣepa	m	1
maDyaMdina	madhyaṁdina	m	1
muRqa	muṇḍa	mn	1
niryAsa	niryāsa	mn	1
padmarAga	padmarāga	mn	1
parABava	parābhava	m	1
samanvAgam	samanvāgam	v	1
samfdDi	samṛddhi	f	1
SarvarI	śarvarī	f	1
SoTa	śotha	m	1
sUdana	sūdana	adj	1
vipad	vipad	v	1
aBeda	abheda	m	1
ajira	ajira	n	1
anupraviS	anupraviś	v	1
Danin	dhanin	adj	1
Danurveda	dhanurveda	m	1
durbudDi	durbuddhi	adj	1
gARqIvaDanvan	gāṇḍīvadhanvan	m	1
kala	kala	adj	1
krand	krand	v	1
mUrDaja	mūrdhaja	m	1
nizAda	niṣāda	m	1
paSupati	paśupati	m	1
sadASiva	sadāśiva	m	1
samave	samave	v	1
samutsfj	samutsṛj	v	1
sAndra	sāndra	adj	1
svalpa	svalpa	adj	1
tAmbUla	tāmbūla	n	1
taptaKalva	taptakhalva	mn	1
udDU	uddhū	v	1
unmuKa	unmukha	adj	1
upavana	upavana	n	1
utkram	utkram	v	1
utsarga	utsarga	m	1
vfzaDvaja	vṛṣadhvaja	m	1
agada	agada	mn	1
Alamb	ālamb	v	1
anAmaya	anāmaya	adj	1
AtiTya	ātithya	n	1
BrAnti	bhrānti	f	1
dvAdaSI	dvādaśī	f	1
ISvarA	īśvarā	f	1
jamadagni	jamadagni	m	1
jAnapada	jānapada	m	1
palAy	palāy	v	1
pizwa	piṣṭa	n	1
prahara	prahara	m	1
raGunandana	raghunandana	m	1
sagara	sagara	m	1
sArasa	sārasa	m	1
SudDodana	śuddhodana	m	1
vegavat	vegavat	adj	1
vizWA	viṣṭhā	v	1
viSvAtman	viśvātman	m	1
yaTArha	yathārha	adj	1
yugala	yugala	mn	1
anusf	anusṛ	v	1
ativizA	ativiṣā	f	1
Bitti	bhitti	f	1
BUmipa	bhūmipa	m	1
dantin	dantin	m	1
gAnDAra	gāndhāra	m	1
jamBa	jambha	m	1
kalpanA	kalpanā	f	1
kzAma	kṣāma	adj	1
mAnDAtf	māndhātṛ	m	1
namaskAra	namaskāra	m	1
nAwya	nāṭya	n	1
payoDara	payodhara	m	1
SaSANka	śaśāṅka	m	1
tftIyasavana	tṛtīyasavana	n	1
uccAray	uccāray	v	1
ucCvAsa	ucchvāsa	m	1
vireka	vireka	m	1
viSozay	viśoṣay	v	1
airAvata	airāvata	m	1
avaropay	avaropay	v	1
Cedana	chedana	n	1
dampati	dampati	m	1
gAQa	gāḍha	adj	1
gara	gara	m	1
izwi	iṣṭi	f	1
leKA	lekhā	f	1
ninada	ninada	m	1
pralepay	pralepay	v	1
pUga	pūga	mn	1
saMyama	saṁyama	m	1
sauhfda	sauhṛda	n	1
stamBay	stambhay	v	1
trigarta	trigarta	m	1
utseDa	utsedha	m	1
veSyA	veśyā	f	1
vivic	vivic	v	1
Ahu	āhu	v	1
AvAhay	āvāhay	v	1
damBa	dambha	m	1
dvaipAyana	dvaipāyana	m	1
dvirada	dvirada	m	1
hemanta	hemanta	mf	1
janeSvara	janeśvara	m	1
mudgara	mudgara	m	1
nirBaya	nirbhaya	adj	1
prativyaD	prativyadh	v	1
spanda	spanda	m	1
suzeRa	suṣeṇa	m	1
tigma	tigma	adj	1
ucca	ucca	adj	1
upahAra	upahāra	mn	1
vizARa	viṣāṇa	n	1
vrIqA	vrīḍā	f	1
ajAta	ajāta	adj	1
ajAtaSatru	ajātaśatru	m	1
apAs	apās	v	1
apaSyat	apaśyat	adj	1
cAray	cāray	v	1
DvaMs	dhvaṁs	v	1
ekAdaSa	ekādaśa	adj	1
ekAkin	ekākin	adj	1
indrajit	indrajit	m	1
karavIra	karavīra	mn	1
kumuda	kumuda	mn	1
leKya	lekhya	n	1
malaya	malaya	m	1
nirdeSa	nirdeśa	m	1
sArTa	sārtha	m	1
Silpin	śilpin	m	1
taqAga	taḍāga	mn	1
tArakA	tārakā	f	1
taraMga	taraṁga	m	1
uparam	uparam	v	1
uzRIza	uṣṇīṣa	mn	1
uttaNka	uttaṅka	m	1
vasati	vasati	f	1
vAsavadattA	vāsavadattā	f	1
vyADita	vyādhita	adj	1
yaTAtaTa	yathātatha	adj	1
yaTAvftta	yathāvṛtta	n	1
amarzaRa	amarṣaṇa	adj	1
anvi	anvi	v	1
aputra	aputra	adj	1
ApyAyay	āpyāyay	v	1
darSanIya	darśanīya	adj	1
dAyaka	dāyaka	adj	1
dIdI	dīdī	v	1
gomat	gomat	adj	1
lepana	lepana	n	1
nibarhaRa	nibarhaṇa	adj	1
nizkfti	niṣkṛti	f	1
pAYcAlI	pāñcālī	f	1
paYcaviDa	pañcavidha	adj	1
Pal	phal	v	1
praRiDA	praṇidhā	v	1
ramay	ramay	v	1
saMkoca	saṁkoca	m	1
saPala	saphala	adj	1
Sauri	śauri	m	1
sIsa	sīsa	n	1
svANgaSIta	svāṅgaśīta	adj	1
viGAta	vighāta	m	1
amlavarga	amlavarga	m	1
aMSumant	aṁśumant	m	1
arTavat	arthavat	adj	1
