hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form	verdict	rec_score	recommendation	review_note
brahmopanetar	brahmopanetar	pw	78211	4-240-c	0	94	0		0		0	0		0	0	confirmed-missing	1	low-priority	
budDika	buddhika	pw	77280	4-228-b	0	74	0		0		2	2	bhs;pwg	1	0	confirmed-missing	7	add	
cAKAyitar	cākhāyitar	pw	39498	2-221-b	0	75	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
cAmarajju	cāmarajju	pw	207241	5-254-b	1	133	0		0		1	1	sch	0	0	confirmed-missing	3	check	
cApodara	cāpodara	pw	217276	7-341-b	1	163	1	223,133	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
cArakARqa	cārakāṇḍa	pw	39668	2-223-c	0	103	0		0	caraKaRqa:1.000	4	4	pwg;shs;wil;yat	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'caraKaRqa' (fold-twin - same lexeme or distinct word needs eyes)
cArumanta	cārumanta	pw	217287	7-341-b	1	102	1	180,10	0	carmAnta:0.941	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	false-friend near form 'carmAnta' (0.941) - different word, omission stands
cAturdvIpaka	cāturdvīpaka	pw	217260	7-341-a	1	113	1	154,1	0		2	2	bhs;sch	1	0	confirmed-missing	9	add	
cAya	cāya	pw	39658	2-223-b	0	48	0		1	CAya:1.000	5	5	pwg;shs;skd;vcp;wil	0	0	variant-form-in-MW	8	add-check	vowel-length/case variant of MW headword 'CAya' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
cEnyaBawwa	cainyabhaṭṭa	pw	40703	2-238-a	0	72	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
cEtanaka	caitanaka	pw	217372	7-342-a	1	150	1	260,10	0	cetanakA:1.000	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'cetanakA' (fold-twin - same lexeme or distinct word needs eyes)
cEtradaRqika	caitradaṇḍika	pw	217373	7-342-a	1	113	1	186,65	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
cIRakarkawikA	cīṇakarkaṭikā	pw	40335	2-233-a	0	83	0		0	cInakarkawikA:0.923	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'cInakarkawikA' (0.923) - different word, omission stands
cInanI	cīnanī	pw	40346	2-233-b	0	52	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
cIrIlli	cīrīlli	pw	40380.1	2-233-c	0	23	0		0	cirillI:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'cirillI' (fold-twin - same lexeme or distinct word needs eyes)
cIrilli	cīrilli	pw	40380	2-233-c	0	53	0		0	cirillI:1.000	2	2	armh;pwg	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'cirillI' (fold-twin - same lexeme or distinct word needs eyes)
cOluka	cauluka	pw	40803	2-239-b	0	53	0		0	cOlukya:0.923	2	1	mw72;pwg	0	0	confirmed-missing	2	add-check	false-friend near form 'cOlukya' (0.923) - different word, omission stands
caYcumant	cañcumant	pw	38425.1	2-206-b	0	23	0		0	caYcumat:0.941	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'caYcumat' (0.941) - different word, omission stands
caYcuqa	cañcuḍa	pw	38421	2-206-b	0	67	0		0	caYcUqa:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'caYcUqa' (fold-twin - same lexeme or distinct word needs eyes)
cadelavAla	cadelavāla	pw	38874	2-211-c	0	73	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
cakralakzaRa	cakralakṣaṇa	pw	38283	2-204-b	0	122	0		1	cakralakzaRA:1.000	0	0		0	0	variant-form-in-MW	-1	low-priority	vowel-length/case variant of MW headword 'cakralakzaRA' (fold-twin - same lexeme or distinct word needs eyes)
campakolva	campakolva	pw	39212	2-215-c	0	77	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
candragola	candragola	pw	38953	2-213-a	0	106	0		0		5	5	pwg;shs;vcp;wil;yat	0	0	confirmed-missing	11	add	
candrakavant	candrakavant	pw	38923	2-212-c	0	50	0		0	candrakavat:0.957	1	1	pwg	0	0	confirmed-missing	0	check	probable orthographic doublet of MW headword 'candrakavat' (0.957)
candrasaMBava	candrasaṃbhava	pw	39080	2-214-b	0	166	0		0	candrasamBava:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'candrasamBava' (fold-twin - same lexeme or distinct word needs eyes)
caramy	caramy	pw	39286	2-218-b	0	55	0		1	caramya:0.923	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'caramya' (0.923) - different word, omission stands
carmasaMBavA	carmasaṃbhavā	pw	39397	2-219-c	0	56	0		0	carmasamBavA:1.000	3	3	ap;lrv;pwg	0	0	confirmed-missing	4	add-check	vowel-length/case variant of MW headword 'carmasamBavA' (fold-twin - same lexeme or distinct word needs eyes)
carmawI	carmaṭī	pw	39359	2-219-b	0	71	0		0	carawI:0.923	0	0		1	1	confirmed-missing	1	low-priority	false-friend near form 'carawI' (0.923) - different word, omission stands
carp	carp	pw	39333	2-219-a	0	67	0		0		3	3	ae;bor;pwg	0	0	confirmed-missing	5	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
caturagnivant	caturagnivant	pw	38584	2-208-a	0	66	0		0	caturagnivat:0.960	1	1	pwg	0	0	confirmed-missing	1	check	probable orthographic doublet of MW headword 'caturagnivat' (0.960)
caturdant	caturdant	pw	217155	7-340-b	1	107	0		1	caturdanta:0.947	1	1	sch	0	0	variant-form-in-MW	1	check	false-friend near form 'caturdanta' (0.947) - different word, omission stands
catury	catury	pw	38710	2-209-c	0	54	0		1	caturya:0.923	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'caturya' (0.923) - different word, omission stands
caturyoginIsaMpuwa	caturyoginīsaṃpuṭa	pw	208897	6-301-a	1	89	0		0		1	1	sch	0	0	confirmed-missing	3	check	
catuzkumBikA	catuṣkumbhikā	pw	217183	7-340-c	1	85	1	281,111	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
cedAra	cedāra	pw	40612	2-237-a	0	68	0		0		5	4	mw72;pwg;shs;wil;yat	0	0	confirmed-missing	11	add	
cetAy	cetāy	pw	40598	2-236-c	0	63	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
cetaHparyAyajYAna	cetaḥparyāyajñāna	pw	217365	7-342-a	1	136	1	14	0		1	1	sch	0	0	confirmed-missing	5	check	
ciNgawI	ciṅgaṭī	pw	39852.1	2-226-c	0	23	0		1		2	2	ap;skd	0	0	variant-form-in-MW	2	add-check	
cikKilla	cikkhilla	pw	39843	2-226-c	0	39	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
cika	cika	pw	39792	2-226-a	0	74	0		0		2	2	pwg;vcp	1	1	confirmed-missing	5	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
cintAvant	cintāvant	pw	40200	2-231-c	0	57	0		0	cintAvat:0.941	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'cintAvat' (0.941) - different word, omission stands
citraraTabAlhIka	citrarathabālhīka	pw	40065	2-229-c	0	88	0		0	citraraTabAhlika:0.938	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'citraraTabAhlika' (0.938) - different word, omission stands
citravartinI	citravartinī	pw	40086	2-230-a	0	108	0		0		0	0		0	0	confirmed-missing	1	low-priority	
cittAnuparivartin	cittānuparivartin	pw	222382	7-387-d	1	114	1	109,85	0		1	1	sch	0	0	confirmed-missing	5	check	
cittonnati	cittonnati	pw	39956	2-228-a	0	59	0		0	cittonnatti:0.952	6	6	lrv;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	10	add-check	probable orthographic doublet of MW headword 'cittonnatti' (0.952)
culUpin	culūpin	pw	40483.1	2-235-a	0	23	0		0	culumpin:0.933	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'culumpin' (0.933) - different word, omission stands
cullaka	cullaka	pw	40487	2-235-a	0	242	0		1	cullAkza:0.933	6	5	ieg;mw72;pwg;shs;wil;yat	0	0	variant-form-in-MW	11	add-check	false-friend near form 'cullAkza' (0.933) - different word, omission stands
curaRa	curaṇa	pw	40462	2-234-c	0	51	0		0	CuraRa:1.000	3	2	mw72;pwg;vcp	0	0	confirmed-missing	4	add-check	vowel-length/case variant of MW headword 'CuraRa' (fold-twin - same lexeme or distinct word needs eyes)
curaRy	curaṇy	pw	40463	2-234-c	0	50	0		1	curaRya:0.923	0	0		0	0	variant-form-in-MW	-2	low-priority	false-friend near form 'curaRya' (0.923) - different word, omission stands
cyAvayitar	cyāvayitar	pw	40816	2-239-c	0	69	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
cyutisaMkrama	cyutisaṃkrama	pw	217390	7-342-a	1	123	1	148,13	0		1	1	sch	0	0	confirmed-missing	5	check	
cyutyupapatti	cyutyupapatti	pw	217391	7-342-a	1	139	1	7	0		1	1	sch	0	0	confirmed-missing	5	check	
cyuz	cyuṣ	pw	40831	2-240-b	0	97	0		0		0	0		0	0	confirmed-missing	-1	low-priority	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
dASya	dāśya	pw	49958	3-085-a	0	57	0		0	dAsya:1.000	2	2	pwg;vcp	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'dAsya' (fold-twin - same lexeme or distinct word needs eyes)
dAkzAyiRIpa	dākṣāyiṇīpa	pw	49531	3-080-a	0	117	0		0		3	3	shs;wil;yat	0	0	confirmed-missing	7	add	
dAkziGoza	dākṣighoṣa	pw	49544	3-080-a	0	73	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
dAkzihradIya	dākṣihradīya	pw	49564	3-080-b	0	62	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dAkzikanTIya	dākṣikanthīya	pw	49536	3-080-a	0	62	0		0	dAkzikanTiya:1.000	3	3	shs;wil;yat	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'dAkzikanTiya' (fold-twin - same lexeme or distinct word needs eyes)
dAkzikarzIya	dākṣikarṣīya	pw	49538	3-080-a	0	62	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dAkzikawa	dākṣikaṭa	pw	49534	3-080-a	0	71	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
dAkzipaladIya	dākṣipaladīya	pw	49561	3-080-b	0	64	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dAkziprasTa	dākṣiprastha	pw	49562	3-080-b	0	74	0		0	dakziRasTa:0.952	1	1	pwg	0	0	confirmed-missing	1	check	probable orthographic doublet of MW headword 'dakziRasTa' (0.952)
dAlatraka	dālatraka	pw	49887	3-084-b	0	56	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
dAlvA	dālvā	pw	49903	3-084-b	0	80	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dAlveya	dālveya	pw	49904	3-084-b	0	67	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dAmakaputra	dāmakaputra	pw	49711	3-082-a	0	99	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dAmalihy	dāmalihy	pw	49734	3-082-b	0	59	0		1	dAmalihya:0.941	0	0		0	0	variant-form-in-MW	-2	low-priority	false-friend near form 'dAmalihya' (0.941) - different word, omission stands
dAqimIvant	dāḍimīvant	pw	49575	3-080-b	0	70	0		0	dAqimIvat:0.947	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'dAqimIvat' (0.947) - different word, omission stands
dAqimapuzpaka	dāḍimapuṣpaka	pw	49573.1	3-080-b	0	23	0		0		3	3	shs;wil;yat	1	0	confirmed-missing	8	add	
dAqimva	dāḍimva	pw	49576.1	3-080-c	0	23	0		0	dAqima:0.923	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'dAqima' (0.923) - different word, omission stands
dAradikA	dāradikā	pw	49789	3-083-a	0	68	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
dArumatsyAhvayA	dārumatsyāhvayā	pw	49834	3-083-c	0	79	0		1	dArumatsyAhvaya:1.000	0	0		0	0	variant-form-in-MW	-1	low-priority	vowel-length/case variant of MW headword 'dArumatsyAhvaya' (fold-twin - same lexeme or distinct word needs eyes)
dArumuKyAhvA	dārumukhyāhvā	pw	49836.1	3-083-c	0	23	0		1	dArumuKyAhva:1.000	2	2	ap;lrv	0	0	variant-form-in-MW	2	add-check	vowel-length/case variant of MW headword 'dArumuKyAhva' (fold-twin - same lexeme or distinct word needs eyes)
dArumuKyAhvayA	dārumukhyāhvayā	pw	49836	3-083-c	0	108	0		1	dArumuKyAhvaya:1.000	5	5	ap;lrv;pwg;skd;vcp	0	0	variant-form-in-MW	9	add-check	vowel-length/case variant of MW headword 'dArumuKyAhvaya' (fold-twin - same lexeme or distinct word needs eyes)
dArveya	dārveya	pw	49872	3-084-a	0	55	0		0	darvya:0.923	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'darvya' (0.923) - different word, omission stands
dArviyA	dārviyā	pw	49868	3-084-a	0	147	0		0	dAravIya:0.933	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'dAravIya' (0.933) - different word, omission stands
dAsIBAra	dāsībhāra	pw	50008	3-085-c	0	56	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
dAsIPalI	dāsīphalī	pw	50007	3-085-c	0	92	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dAsIpAda	dāsīpāda	pw	50005	3-085-c	0	66	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
dAsIpadI	dāsīpadī	pw	50004	3-085-c	0	84	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dAsapUra	dāsapūra	pw	49983	3-085-b	0	52	0		0	dASapura:1.000	7	6	bur;mw72;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	12	add-check	vowel-length/case variant of MW headword 'dASapura' (fold-twin - same lexeme or distinct word needs eyes)
dAsarUpya	dāsarūpya	pw	49992	3-085-b	0	50	0		0	dASarUpya:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'dASarUpya' (fold-twin - same lexeme or distinct word needs eyes)
dEnAra	daināra	pw	52862	3-122-a	0	94	0		0		5	4	mw72;pwg;shs;wil;yat	0	0	confirmed-missing	11	add	
dEvadattyA	daivadattyā	pw	52908	3-122-c	0	80	0		0	devadattIya:0.952	0	0		0	0	confirmed-missing	-1	low-priority	probable orthographic doublet of MW headword 'devadattIya' (0.952)
dEvakovidA	daivakovidā	pw	52881	3-122-b	0	55	0		1	dEvakovida:1.000	1	1	skd	0	0	variant-form-in-MW	0	check	vowel-length/case variant of MW headword 'dEvakovida' (fold-twin - same lexeme or distinct word needs eyes)
dEvati	daivati	pw	52901	3-122-c	0	61	0		1		2	2	pwg;vcp	0	0	variant-form-in-MW	3	add-check	
dEvayajYyA	daivayajñyā	pw	52920	3-122-c	0	56	0		0	devayajyA:0.947	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'devayajyA' (0.947) - different word, omission stands
dIkzitar	dīkṣitar	pw	50474	3-092-c	0	54	0		0	dIkzita:0.933	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'dIkzita' (0.933) - different word, omission stands
dIkzya	dīkṣya	pw	207428	5-256-b	1	98	0		0		1	1	sch	0	1	confirmed-missing	3	check	
dIpIya	dīpīya	pw	50552	3-094-b	0	50	0		0		2	2	pwg;vcp	0	0	confirmed-missing	4	add	
dIpitar	dīpitar	pw	50550	3-094-b	0	52	0		0	dIpita:0.923	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'dIpita' (0.923) - different word, omission stands
dIptya	dīptya	pw	50590	3-094-c	0	51	0		0		2	2	pwg;vcp	0	0	confirmed-missing	4	add	
dIrGapawolI	dīrghapaṭolī	pw	50652.1	3-095-c	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
dOHzWulya	dauḥṣṭhulya	pw	218327.1	7-349-c	1	24	0		0		1	1	sch	0	0	confirmed-missing	2	check	
dOgUla	daugūla	pw	53079.1	3-124-c	0	23	0		0		3	2	lrv;mw72;pwg	0	0	confirmed-missing	6	add	
dOkUlaka	daukūlaka	pw	53079	3-124-c	0	71	0		0		1	1	bhs	0	0	confirmed-missing	3	check	
dOzWulya	dauṣṭhulya	pw	218327	7-349-c	1	105	1	109,20	0		1	1	bhs	1	1	confirmed-missing	7	check	
dOzakagati	dauṣakagati	pw	53126	3-125-b	0	126	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dUrAdAgata	dūrādāgata	pw	51837	3-110-a	0	90	0		0		1	1	lrv	0	0	confirmed-missing	3	check	
dUrAdDi	dūrāddhi	pw	204864	3-264-a	1	68	0		0	durADi:0.923	1	1	sch	0	0	confirmed-missing	1	check	false-friend near form 'durADi' (0.923) - different word, omission stands
dUraMBavizRu	dūraṃbhaviṣṇu	pw	51824	3-110-a	0	68	0		0	dUramBavizRu:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'dUramBavizRu' (fold-twin - same lexeme or distinct word needs eyes)
dUrepAka	dūrepāka	pw	51854	3-110-b	0	103	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
dUtIkA	dūtīkā	pw	51781	3-109-b	0	51	0		0	dUtikA:1.000	3	2	mw72;pwg;skd	0	0	confirmed-missing	4	add-check	vowel-length/case variant of MW headword 'dUtikA' (fold-twin - same lexeme or distinct word needs eyes)
daDisy	dadhisy	pw	48811	3-067-a	0	67	0		1	daDisya:0.923	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'daDisya' (0.923) - different word, omission stands
daDyAlI	dadhyālī	pw	48828.1	3-067-b	0	23	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
daDyasy	dadhyasy	pw	48826	3-067-b	0	67	0		1	daDyasya:0.933	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'daDyasya' (0.933) - different word, omission stands
daMsayitar	daṃsayitar	pw	48382	3-061-b	0	57	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
daRqAyAma	daṇḍāyāma	pw	48667	3-065-c	0	54	0		0	daRqayAma:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'daRqayAma' (fold-twin - same lexeme or distinct word needs eyes)
daRqarI	daṇḍarī	pw	48633	3-065-a	0	88	0		0	daRqaSrI:0.933	4	3	mw72;pwg;skd;vcp	0	0	confirmed-missing	7	add-check	false-friend near form 'daRqaSrI' (0.933) - different word, omission stands
daRqimant	daṇḍimant	pw	48681	3-065-c	0	69	0		0	daRqiman:0.941	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'daRqiman' (0.941) - different word, omission stands
daSaBUmisUtra	daśabhūmisūtra	pw	49334	3-075-b	0	85	0		0		0	0		0	0	confirmed-missing	1	low-priority	
daSagAgrya	daśagāgrya	pw	49248	3-074-b	0	96	0		0		0	0		0	0	confirmed-missing	1	low-priority	
dadfkzeRya	dadṛkṣeṇya	pw	48743	3-066-b	0	89	0		0		2	1	mw72;pwg	0	0	confirmed-missing	5	add	
dagDikA	dagdhikā	pw	48545	3-063-c	0	146	0		0	dADikA:0.923	10	9	ap;ap90;lrv;mw72;pwg;shs;skd;vcp;wil;yat	1	1	confirmed-missing	21	add-check	false-friend near form 'dADikA' (0.923) - different word, omission stands
daha	daha	pw	49487	3-077-c	0	37	0		1	dAha:1.000	7	7	krm;pe;pwg;shs;skd;vcp;wil	1	1	variant-form-in-MW	14	add-check	vowel-length/case variant of MW headword 'dAha' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
dalatar	dalatar	pw	49189	3-073-c	0	54	0		1	dalataru:0.933	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'dalataru' (0.933) - different word, omission stands
dalmimant	dalmimant	pw	49222	3-074-a	0	72	0		0	dalmimat:0.941	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'dalmimat' (0.941) - different word, omission stands
damadamAy	damadamāy	pw	48989	3-069-b	0	70	0		1	damadamAya:0.947	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'damadamAya' (0.947) - different word, omission stands
dantaSawa	dantaśaṭa	pw	48917	3-068-b	0	63	0		0	dantaSaWa:1.000	4	4	pwg;shs;wil;yat	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'dantaSaWa' (fold-twin - same lexeme or distinct word needs eyes)
dantaloka	dantaloka	pw	48901	3-068-a	0	67	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
dantavant	dantavant	pw	48903	3-068-a	0	63	0		0	dantavat:0.941	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'dantavat' (0.941) - different word, omission stands
darB	darbh	pw	49097	3-071-b	0	76	0		1		5	5	ccs;fri;gra;pwg;sch	0	0	variant-form-in-MW	9	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
darP	darph	pw	49095	3-071-b	0	46	0		0		1	1	pwg	0	0	confirmed-missing	0	check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
dardrUrogin	dardrūrogin	pw	49081	3-071-a	0	59	0		0	dadrUrogin:0.952	2	2	shs;yat	0	0	confirmed-missing	2	add-check	probable orthographic doublet of MW headword 'dadrUrogin' (0.952)
dardruGna	dardrughna	pw	49076	3-071-a	0	86	0		0	dadruGna:0.941	2	2	pwg;vcp	0	0	confirmed-missing	3	add-check	false-friend near form 'dadruGna' (0.941) - different word, omission stands
dardrunASinI	dardrunāśinī	pw	49078	3-071-a	0	71	0		0	dadrunASinI:0.957	2	2	pwg;vcp	0	0	confirmed-missing	3	add-check	probable orthographic doublet of MW headword 'dadrunASinI' (0.957)
dardrurogin	dardrurogin	pw	49079	3-071-a	0	59	0		0	dadrurogin:0.952	2	2	pwg;wil	0	0	confirmed-missing	2	add-check	probable orthographic doublet of MW headword 'dadrurogin' (0.952)
darduraparRi	darduraparṇi	pw	49072.1	3-071-a	0	23	0		1	darduraparRI:1.000	0	0		0	0	variant-form-in-MW	-2	low-priority	vowel-length/case variant of MW headword 'darduraparRI' (fold-twin - same lexeme or distinct word needs eyes)
daridritar	daridritar	pw	49057.2	3-070-c	0	23	0		0	daridrita:0.947	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'daridrita' (0.947) - different word, omission stands
darp	darp	pw	49084	3-071-a	0	81	0		1		3	3	ccs;fri;pwg	0	0	variant-form-in-MW	5	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
dattatIrTakft	dattatīrthakṛt	pw	48696	3-066-a	0	99	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
dayU	dayū	pw	49035	3-070-a	0	50	0		1	DAyu:1.000	2	2	pwg;vcp	0	0	variant-form-in-MW	2	add-check	vowel-length/case variant of MW headword 'DAyu' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
dehAzWIlaDAraka	dehāṣṭhīladhāraka	pw	52826	3-121-c	0	69	0		0		0	0		0	0	confirmed-missing	1	low-priority	
devIDiyaka	devīdhiyaka	pw	52682	3-120-a	0	85	0		0	devIMDiyaka:0.952	0	0		0	0	confirmed-missing	-1	low-priority	probable orthographic doublet of MW headword 'devIMDiyaka' (0.952)
devadattaSaWa	devadattaśaṭha	pw	52279	3-115-c	0	119	0		0	devadattaSaTa:0.923	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'devadattaSaTa' (0.923) - different word, omission stands
devadiRa	devadiṇa	pw	52293	3-116-a	0	91	0		0	devadiRRa:0.941	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'devadiRRa' (0.941) - different word, omission stands
devanIti	devanīti	pw	52335	3-116-b	0	47	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
devaraka	devaraka	pw	52457	3-117-c	0	50	0		0	devArcaka:0.941	1	1	pwg	1	0	confirmed-missing	2	check	false-friend near form 'devArcaka' (0.941) - different word, omission stands
devayitar	devayitar	pw	52446	3-117-c	0	82	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
dftya	dṛtya	pw	52034	3-112-c	0	92	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
dfzady	dṛṣady	pw	52076	3-113-a	0	65	0		1	dfzadya:0.923	1	1	pwg	0	1	variant-form-in-MW	1	check	false-friend near form 'dfzadya' (0.923) - different word, omission stands
diDIzU	didhīṣū	pw	50170	3-087-c	0	53	0		1	diDIzu:1.000	4	3	lrv;mw72;pwg;vcp	0	0	variant-form-in-MW	6	add-check	vowel-length/case variant of MW headword 'diDIzu' (fold-twin - same lexeme or distinct word needs eyes)
digambaraka	digambaraka	pw	50074	3-086-b	0	61	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
