pwkvn_k1	pwkvn_L	pc	tier	mahavy	in_pw	in_pwg	gloss_snippet
idaMPala	2676	2-294-c	absent	N	Y	N	{#idaMPala#}¦ Adj. (f. {#A#}) {%mit diesem Lohn verbunden%} ŚAṂK. zu BṚH. ĀR. UP. S. 72.
idaMPala	14530	7-321-a	absent	N	Y	N	{#idaMPala#}¦ 2.
idaMmaDura	5419	4-296-b	absent	N	Y	N	{#idaMmaDura#}¦ n. {%ein best. Lied%} KĀṬH. 34,5. Vgl. {#idaM/maDu#}.
idaMmaDura	14531	7-321-a	absent	N	Y	N	{#idaMmaDura#}¦ 4.
ihehamAtar	14624	7-321-d	absent	N	Y	Y	{#ihe/hamAtar#}¦, lies {%gleichzeitig eine Mutter habend,%} d. i. {%zu gleicher Zeit geboren%}.
ikawI	6832	5-249-c	absent	N	Y	N	{#*ikawI#}¦ oder {#*ikkawI#} f. {%eine best. Pflanze%} ZACH. Beitr.
ikawI	14507	7-320-d	absent	N	Y	N	{#ikawI#}¦ oder {#ikkawI#} 5.
ikzudaRqamaya	1627	1-298-a	absent	N	Y	N	{#ikzudaRqamaya#}¦ Adj. {%aus Zuckerrohrstengeln gemacht%} HEMĀDRI 1,404,17.
ikzudaRqamaya	14509	7-320-d	absent	N	Y	N	{#ikzudaRqamaya#}, {#ikzumaya#}, {#ikzuyazwi#} und {#˚maya#}¦ 1.
ikzumaya	1628	1-298-a	absent	N	Y	N	{#ikzumaya#}¦ Adj. {%aus Zuckerrohr gemacht%} HEMĀDRI 1,341,19.
ikzumaya	14509	7-320-d	absent	N	Y	N	{{Lbody=14509}}
ikzurasasamudra	14510	7-320-d	absent	N	Y	N	{#ikzurasasamudra#}¦ m. {%das Syrupmeer%} ANIRUDDHA zu SĀṂKHYAS. 6,52.
ikzuyazwimaya	14509	7-320-d	absent	N	Y	N	{{Lbody=14509}}
ilAsura	6841	5-249-c	absent	N	Y	N	{#ilAsura#}¦ m. {%ein Brahmane%} M. MÜLLER, Ren. 300.
ilAsura	14596	7-321-c	absent	N	Y	N	{#ilAsura#}¦ 5.
inDanvant	1647	1-298-a	absent	N	Y	N	{#inDanvant#}¦, lies {%auf dem Feuer stehend, heiss%}.
inDanvant	14586	7-321-c	absent	N	Y	N	{#inDanvant#}¦ I. 1.
indIvarAkzI	4136	3-256-b	absent	N	Y	N	{#indIvarAkzI#}¦ f. {%eine Lotusäugige%} CAURAP. (A.) 60.
indindira	6836	5-249-c	absent	N	Y	Y	{{Lbody=6836}}
indindira	14538	7-321-a	absent	N	Y	Y	{#indindira#}¦ I. 5.
indirApariRaya	2680	2-294-c	absent	N	Y	N	{#indirApariRaya#} m. und {#induratneSvaraprasAda#} m.¦ Titel zweier Werke OPP. Cat. 1.
indirApariRaya	14540	7-321-a	absent	N	Y	N	{#indirApariRaya#}¦ 2.
indrARImaha	14578	7-321-b	absent	N	Y	N	{#indrARImaha#}¦ m. {%Feier der%} Indrāṇī, {%eine best. Hochzeitsceremonie%} SUD. zu ĀPAST. GṚHY. 2,15.
indraDfti	8658	6-298-b	absent	N	Y	N	{#indraDfti#}¦ f. (?) VĀSAV. 296,4.
indraDfti	14559	7-321-b	absent	N	Y	N	{#indraDfti#}¦ 6.
indraSrI	2686	2-294-c	absent	N	Y	N	{#indraSrI#}¦ f. N. pr. einer Gandharva-Jungfrau KĀRAṆḌ. 5,9.
indraSrI	14574	7-321-b	absent	N	Y	N	{#indraSrI#}¦ 2.
indradEvatya	1639	1-298-a	absent	N	Y	N	{#indradEvatya#}¦ Adj. Indra {%zur Gottheit habend%} PĀR. GṚHY. 2,13,1.
indradEvatya	14558	7-321-b	absent	N	Y	N	{#indradEvatya#}¦ 1.
indrajaya	1638	1-298-a	absent	N	Y	N	{#indrajaya#}¦ m. wohl = {#indrajit#} 1〉 AGNI-P. 40,15.
indrajaya	14556	7-321-b	absent	N	Y	N	{#indrajaya#}¦ 1.
indramati	2684	2-294-c	absent	N	Y	N	{#indramati#}¦ m. {%ein best.%} Samādhi KĀRAṆḌ. 94,3.
indramati	14568	7-321-b	absent	N	Y	N	{{Lbody=14568}}
indranIlamaRimaya	1641	1-298-a	absent	N	Y	N	{#indranIlamaRimaya#}¦ Adj. = {#indranIlamaya#} HEMĀDRI 1,280,7.
indranIlamaRimaya	14561	7-321-b	absent	N	Y	N	{#indranIlamaRimaya#}¦ 1.
indrapASa	1642	1-298-a	absent	N	Y	N	{#indrapASa#}¦ m. Indraʼs {%Schlinge%} PĀR. GṚHY. 3,7,3.
indrapASa	14563	7-321-b	absent	N	Y	N	{#indrapASa#}¦ 1. Nach PISCHEL (Philologische Abhandlungen, Berlin 1888, S. 73) {#indraH pASena#} zu lesen.
indrapawa	2681	2-294-c	absent	N	Y	N	{#indrapawa#}¦ n. {%Luftgewand,%} so v. a. {%Nacktheit%} KĀRAṆḌ. 81,6.
indrapawa	14562	7-321-b	absent	N	Y	N	{#indrapawa#}¦ 2.
indraprasTamAhAtmya	1644	1-298-a	absent	N	Y	N	{#indraprasTamAhAtmya#}¦ n. Titel eines Werkes BÜHLER, Rep. No. 53.
indraprasTamAhAtmya	14567	7-321-b	absent	N	Y	N	{#indraprasTamAhAtmya#}¦ 1.
indrapucCa	2682	2-294-c	absent	N	Y	N	{#indrapucCa#}¦ Titel eines Werkes OPP. Cat. 1.
indrapucCa	14564	7-321-b	absent	N	Y	N	{#indrapucCa#}¦ 2.
indrapuruza	1643	1-298-a	absent	N	Y	N	{#indrapuruza#}¦ m. Indraʼs {%Diener%}. Pl. ĀŚV. GṚHY. 1,2,5.
indrapuruza	14565	7-321-b	absent	N	Y	N	{#indrapuruza#}¦ 1.
indravarRa	4143	3-256-b	absent	N	Y	N	{#indravarRa#}¦ HARIV. 6884 fehlerhaft für {#induvarRa#}.
indravarRa	14573	7-321-b	absent	N	Y	N	{#indravarRa#} und {#indravIruD#}¦ 3.
indrayAjin	4142	3-256-b	absent	N	Y	N	{#indrayAjin#}¦ Adj. {%dem%} Indra {%opfernd%} MĀN. ŚR. 1,1,1.
indrayAjin	14570	7-321-b	absent	N	Y	N	{#indrayAjin#}¦ 3.
indrotTApana	6840	5-249-c	absent	N	Y	N	{#*indrotTApana#}¦ n. {%das Erwecken%} Indraʼs DEŚĪN. 1,82. Vgl. WILSON, Sel. Works 1,127.
indrotTApana	14584	7-321-c	absent	N	Y	N	{#indrotTApana#}¦ 5.
indumaRI	14547	7-321-b	absent	N	Y	N	{#indumaRI#}¦ Adv. mit {#BU#} {%zum Mondstein werden%} DHARMAŚARMĀBHY. 17,9.
indumaRIy	14548	7-321-b	absent	N	Y	N	{#indumaRIy#}¦ {%den Mondstein darstellen%} ebend. 2,79.
induratneSvaraprasAda	2680	2-294-c	absent	N	Y	N	{{Lbody=2680}}
induratneSvaraprasAda	14549	7-321-b	absent	N	Y	N	{#induratneSvaraprasAda#}¦ 2.
indutA	1636	1-298-a	absent	N	Y	N	{#indutA#}¦ f. Nom. abstr. zu {#indu#} 2〉 NAIṢ. 6,26.
indutA	14545	7-321-b	absent	N	Y	N	{{Lbody=14545}}
induvaktrA	4138	3-256-b	absent	N	Y	N	{#induvaktrA#}¦ f. {%eine Mondantlitzige%} CAURAP. (A.) 72.
induvaktrA	14550	7-321-b	absent	N	Y	N	{#induvaktrA#} und {#induvarRa#}¦ 3.
induvarRa	4139	3-256-b	absent	N	Y	N	{#induvarRa#}¦ Adj. {%mondfarbig%} HARIV. 2,63,96.
induvarRa	14550	7-321-b	absent	N	Y	N	{{Lbody=14550}}
iqAtva	1630	1-298-a	absent	N	Y	N	{#iqAtva/#}¦ n. Nom. abstr. von {#iqA#} MAITR. S. 4,2,3.
iqAtva	14517	7-321-a	absent	N	Y	N	{#iqAtva/#}¦ 1.
iqenyakratu	4134	3-256-b	absent	N	Y	N	{#iqenyakratu#}¦ (sic) Adj. {%von preisenswerther Kraft%} ĀPAST. ŚR. 4,5,5.
iqenyakratu	14518	7-321-a	absent	N	Y	N	{#iqenyakratu#}¦ 3.
irasy	4147	3-256-b	absent	N	Y	Y	{#irasy#}¦, so zu lesen st. {#irasya#}.
irasy	8663	6-298-c	absent	N	Y	Y	{#irasy#}¦ mit {#aBi#} nach AUFRECHT zu streichen, da ṚV. 10,174,2 zu {#aBi#} aus dem Vorhergehenden {#tizWa#} zu ergänz
irasy	14592	7-321-c	absent	N	Y	Y	{#irasy#}¦ I. 3. — Mit {#aBi#} I. 6.
itTaMgata	14526	7-321-a	absent	N	Y	N	{#itTaMgata#}¦ Adj. {%in solcher Lage sich befindend%} JĀTAKAM. 21,15. 22,26. 31.
itihAsasamuccayasaMgraha	2673	2-294-c	absent	N	Y	N	{#itihAsasamuccayasaMgraha#} m. und {#itihAsottama#}¦ Titel zweier Werke OPP. Cat. 1.
itihAsasamuccayasaMgraha	14525	7-321-a	absent	N	Y	N	{{Lbody=14525}}
itihAsottama	2673	2-294-c	absent	N	Y	N	{{Lbody=2673}}
itihAsottama	14525	7-321-a	absent	N	Y	N	{{Lbody=14525}}
itikartavyatAka	14524	7-321-a	absent	N	Y	N	{#itikartavyatAka#}¦ Adj. {%zu Jmds Obliegenheit gehörig%} SUD. zu ĀPAST. GṚHY. 19,2.
itikrama	2671	2-294-c	absent	N	Y	N	{#itikrama#}¦ m. Instr. {%auf solche Weise%} RAGH. ed. Calc. 7,39.
itikrama	14525	7-321-a	absent	N	Y	N	{#itikrama#}, {#itipraBfti#}, {#itihAsasamuccayasaMgraha#}, {#itihAsottama#} u. {#itiheti#}¦ 2.
iyata	14590	7-321-c	absent	N	Y	N	{#iyata#}¦ Adj. = {#iyant#} DIVYĀVAD. 112,16.
izADAra	14602	7-321-c	absent	N	Y	N	{#izADAra#}¦ s. {#IzADara#}.
izavant	4150	3-256-b	absent	N	Y	Y	{#iza/vant#}¦ Adj. {%kräftig%}.
izavant	14601	7-321-c	absent	N	Y	Y	{#iza/vant#}¦ 3.
izvASanI	14621	7-321-d	absent	N	Y	N	{#i/zvASanI#}¦ m. N. pr. eines Mannes MAITR. S. 4,2,2 (23,6).
izwinirRaya	2689	2-294-c	absent	N	Y	N	{#izwinirRaya#}¦ m. Titel eines Werkes OPP. Cat. 1.
izwinirRaya	14615	7-321-d	absent	N	Y	N	{#izwinirRaya#}¦ 2.
izwiviDa	2690	2-294-c	absent	N	Y	N	{#izwiviDa#}¦ Adj. {%in die Kategorie der%} {#izwi#} {%gehörig%} ĀPAST. ŚR. 7,28,1.
izwiviDa	14617	7-321-d	absent	N	Y	N	{#izwiviDa#} und {#izwivizaya#}¦ 2.
izwivizaya	2691	2-294-c	absent	N	Y	N	{#izwivizaya#}¦ m. Titel eines Werkes OPP. Cat. 1.
izwivizaya	14617	7-321-d	absent	N	Y	N	{{Lbody=14617}}
jANgalIka	7287	5-254-c	absent	N	Y	N	{#jANgalIka#}¦ m. {%Giftbeschwörer%} HARṢAC. 30,3. v. l. (95,7) {#jANgulika#}.
jANgalIka	17529	7-343-b	absent	N	Y	N	{#jANgalIka#}, {#jANgulika#} u. {#jANmAyana#}¦ 5.
jAlImAMsa	17556	7-343-c	absent	N	Y	N	{#jAlImAMsa#}¦ (?) SUBHĀṢITĀV. 611.
jAnana	17543	7-343-b	absent	Y	Y	N	{#*jAnana#}¦ n. {%Ursprung, Geburtsstätte%} MAHĀVY. 101,12.
jAqyavant	5662	4-299-b	absent	N	Y	N	{#jAqyavant#}¦ Adj. {%keine Geschmacksempfindung habend%} SUŚR. 1,218,18.
jAqyavant	17531	7-343-b	absent	N	Y	N	{#jAqyavant#}¦ 4.
jAtakAdiprayoga	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakAdiprayoga	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakAlaMkAra	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakAlaMkAra	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakAlaMkAracintAmaRi	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakAlaMkAracintAmaRi	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakAvalidIpikA	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakAvalidIpikA	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakAvalipradIpikA	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakAvalipradIpikA	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakaPalavicAra	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakaPalavicAra	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakakiraRAvali	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakakiraRAvali	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakamuktAPala	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakamuktAPala	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakapArijAta	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakapArijAta	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakasArasaMgraha	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakasArasaMgraha	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakasaralI	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakasaralI	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtakavizaya	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtakavizaya	17532	7-343-b	absent	N	Y	N	{{Lbody=17532}}
jAtiKaRqana	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAtiKaRqana	17539	7-343-b	absent	N	Y	N	{#jAtiKaRqana#} und {#jAticandrikA#}¦ 2.
jAticandrikA	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jAticandrikA	17539	7-343-b	absent	N	Y	N	{{Lbody=17539}}
jAva	17557	7-343-c	absent	Y	Y	N	{#*jAva#}¦ m. ? MAHĀVY. 104,82.
jAvita	17558	7-343-c	absent	Y	Y	N	{#*jAvita#}¦ n. ? MAHĀVY. 217,27.
jAyAMpatika	17551	7-343-b	absent	N	Y	N	{#jAyAMpatika#}¦ n. {%Mann und Weib, Ehepaar%} DIVYĀVAD. 259,7.
jIvAntarhita	17589	7-343-d	absent	N	Y	N	{#jIvAntarhita#}¦ Adj. ŚĀṄKH. ŚR. 4,4,8 nach dem Comm. = {#jIvatAntarhitaH = pitAmahAdiH pitrAdO jIvati#}.
jIvantiSUlA	17584	7-343-d	absent	N	Y	N	{#jIvantiSUlA#}¦ Adj. f. Acc. mit {#kar#} Caus. (eine Frau) {%lebendig spiessen lassen%} DIVYĀVAD. 417,8.
jUtimant	4712	3-262-b	absent	N	Y	Y	{#jUtima/nt#}¦ Adj. {%drängend, ungestüm%}.
jUtimant	17597	7-343-d	absent	N	Y	Y	{{Lbody=17597}}
jYAnAnuparivartin	17620	7-344-a	absent	Y	Y	N	{#*jYAnAnuparivartin#}¦ Adj. {%der höheren Erkenntniss folgend%} MAHĀVY. 9,14.
jYAnavatI	17617	7-344-a	absent	Y	Y	N	{#*jYAnavatI#}¦ f. N. einer buddh. Dhāraṇī MAHĀVY. 25,2.
jaGna	17439	7-342-c	absent	N	Y	N	{#jaGna#}¦ (!) Adj. {%verletzt%} DIVYĀVAD. 599,13.
jagadISIya	3229	2-301-a	absent	N	Y	N	{#jagadISIya#}¦ n. Jagadīśaʼs {%Werk%} ebend.
jagadISIya	17436	7-342-c	absent	N	Y	N	{{Lbody=17436}}
jagadvallaBa	3230	2-301-b	absent	N	Y	N	{#jagadvallaBa#}, {#jagannATatarkapaYcAnana#}, {#˚nnATamAhAtmya#} n., {#˚nnATIya#} n., {#jawAdarpaRa#} m., {#˚mUla#} n.,
jagadvallaBa	17436	7-342-c	absent	N	Y	N	{{Lbody=17436}}
jagannATIya	3230	2-301-b	absent	N	Y	N	{{Lbody=3230}}
jagannATIya	17436	7-342-c	absent	N	Y	N	{{Lbody=17436}}
jagannATamAhAtmya	3230	2-301-b	absent	N	Y	N	{{Lbody=3230}}
jagannATamAhAtmya	17436	7-342-c	absent	N	Y	N	{{Lbody=17436}}
jagannATatarkapaYcAnana	3230	2-301-b	absent	N	Y	N	{{Lbody=3230}}
jagannATatarkapaYcAnana	17436	7-342-c	absent	N	Y	N	{{Lbody=17436}}
jagatsUtravAdArTa	3227	2-301-a	absent	N	Y	N	{{Lbody=3227}}
jagatsUtravAdArTa	17436	7-342-c	absent	N	Y	N	{#jagatsUtravAdArTa#}, {#jagadAnanda#}, {#jagadISIya#}, {#jagadvallaBa#}, {#jagannATatarkapaYcAnana#}, {#˚nnATamAhAtmya#
jalaruhekzaRA	17513	7-343-a	absent	N	Y	N	{#jalaruhekzaRA#}¦ 4.
jalodanapaYcaka	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jalodanapaYcaka	17520	7-343-a	absent	N	Y	N	{#jalodanapaYcaka#}¦ 2.
jalpAkay	17521	7-343-a	absent	N	Y	N	{#jalpAkay#}¦, {#˚yati#} {%geschwätzig machen%} [Page7-343-b] PĀDĀRAVINDAŚ. 1.
jamBam	17484	7-343-a	absent	N	Y	N	{#*jamBam#}¦ Absol. KĀŚ. zu P. 7,1,61.
jamBi	17487	7-343-a	absent	Y	Y	N	{#*jamBi#}¦ MAHĀVY. 189,25 wohl nur fehlerhaft für {#jamBa#}.
jambUsvAmi	7275	5-254-c	absent	N	Y	N	{#jambUsvAmi#}¦ (sic) m. N. pr. eines Kevalin VARDHAMĀNAC. 1,41.
jambUsvAmi	17482	7-343-a	absent	N	Y	N	{#jambUsvAmi#}¦ 5.
janamahiza	22388	7-387-d	absent	N	Y	N	{#janamahiza#}¦ m. {%ein gewöhnlicher Stier%} CAṆḌĪŚ. 79.
janapadakalyARa	17458	7-342-d	absent	Y	Y	N	{#*janapadakalyARa#}¦ n. Titel einer Erzählung MAHĀVY. 245,1222.
janasaMmarda	22389	7-387-d	absent	N	Y	N	{#janasaMmarda#}¦ m. {%Menschengedränge%} MĀLATĪM. (ed. Bomb.) 354,9.
janimant	4691	3-262-b	absent	N	Y	Y	{#janimant#}¦ m. {%Geschöpf, Mensch%} MAHĀVĪRAC. 132,19.
janimant	17465	7-342-d	absent	N	Y	Y	{#janimant#}¦ II. 3.
janmaBUmI	5655	4-299-b	absent	N	Y	N	{#˚janmaBUmI#}¦ Adv. mit {#BU#} {%zum Geburtsland von — werden%} KĀD. 171,25 (294,8).
janmaBUmI	17476	7-342-d	absent	N	Y	N	{{Lbody=17476}}
janmagaha	17470	7-342-d	absent	N	Y	N	{#janmagaha#} und {#janmacintAmaRi#}¦ umzustellen.
janmatapovidyAcAravarRASramavant	7271	5-254-c	absent	N	Y	N	{#janmatapovidyAcAravarRASramavant#}¦ Adj. {%durch Geburt, Askese, Wissenschaft, Sitte, Kaste und Lebensstadium hervorra
janmatapovidyAcAravarRASramavant	17472	7-342-d	absent	N	Y	N	{#janmatapovidyAcAravarRASramavant#}¦ 5.
janmavarzAdiPala	3234	2-301-b	absent	N	Y	N	{#janmavarzAdiPala#} n., {#jayantInirRaya#} m., {#jayantIvratakalpa#} m., {#jayarAmIya#} n., {#jalodanapaYcaka#} n., {#j
janmavarzAdiPala	17477	7-342-d	absent	N	Y	N	{#janmavarzAdiPala#}¦ 2.
javanaprajYa	17523	7-343-b	absent	Y	Y	N	{#*javanaprajYa#}¦ Adj. {%schnell begreifend%} MAHĀVY. 48,29.
jawAdarpaRa	3230	2-301-b	absent	N	Y	N	{{Lbody=3230}}
jawAdarpaRa	17442	7-342-c	absent	N	Y	N	{#jawAdarpaRa#} und {#˚mUla#}¦ 2.
jawAdarpaRamUla	3230	2-301-b	absent	N	Y	N	{{Lbody=3230}}
jawAdarpaRamUla	17442	7-342-c	absent	N	Y	N	{{Lbody=17442}}
jawAmaRi	3230	2-301-b	absent	N	Y	N	{{Lbody=3230}}
jawAmaRi	17444	7-342-c	absent	N	Y	N	{#jawAmaRi#} und {#˚SikzA#}¦ 2.
jawAmaRiSikzA	3230	2-301-b	absent	N	Y	N	{{Lbody=3230}}
jawAmaRiSikzA	17444	7-342-c	absent	N	Y	N	{{Lbody=17444}}
jawAmaha	17445	7-342-c	absent	Y	Y	N	{#*jawAmaha#}¦ m. {%ein best. Fest%} MAHĀVY. 229.
jawApura	17443	7-342-c	absent	N	Y	N	{#jawApura#}¦ n. N. pr. einer {%Stadt%} R. ed. Bomb. 4,42,13.
jawAsidDAntacandrikA	3232	2-301-b	absent	N	Y	N	{#jawAsidDAntacandrikA#} f. und {#jawiSilAmAhAtmya#} n.¦ Titel zweier Werke ebend.
jawAsidDAntacandrikA	17447	7-342-c	absent	N	Y	N	{#jawAsidDAntacandrikA#}¦ 2.
jawiSilAmAhAtmya	3232	2-301-b	absent	N	Y	N	{{Lbody=3232}}
jawiSilAmAhAtmya	17449	7-342-c	absent	N	Y	N	{#jawiSilAmAhAtmya#}¦ 2.
jawilay	5650	4-299-b	absent	N	Y	Y	{#jawilay#}¦ auch {%erfüllen mit%} (Instr.) BHĀM. V. 4,5.
jawilay	17448	7-342-c	absent	N	Y	Y	{#jawilay#}¦ II. 4.
jayaccandra	17488	7-343-a	absent	N	Y	N	{{Lbody=17488}}
jayantInirRaya	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jayantInirRaya	17490	7-343-a	absent	N	Y	N	{{Lbody=17490}}
jayantIvratakalpa	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jayantIvratakalpa	17490	7-343-a	absent	N	Y	N	{{Lbody=17490}}
jayapUrva	5656	4-299-b	absent	N	Y	N	{#jayapUrva#}¦ Adj. HARIV. 5429 fehlerhaft für {#jalapUrRa#}.
jayapUrva	17491	7-343-a	absent	N	Y	N	{#jayapUrva#}¦ 4.
jayarAmIya	3234	2-301-b	absent	N	Y	N	{{Lbody=3234}}
jayarAmIya	17494	7-343-a	absent	N	Y	N	{#jayarAmIya#}¦ 2.
jayavant	7278	5-254-c	absent	N	Y	Y	{#jayavant#}¦ Adj. {%der gesiegt hat%} HEM. PAR. 1,317.
jayavant	17495	7-343-a	absent	N	Y	Y	{#jayavant#}¦ 5.
jigivaMs	17559	7-343-c	absent	N	Y	N	{{Lbody=17559}}
jihIrizu	8933	6-301-b	absent	N	Y	N	{#jihIrizu#}¦ Adj. metrisch für {#jihIrzu#} {%zu rauben verlangend%} SUPARṆ. 20,2.
jihIrizu	17567	7-343-c	absent	N	Y	N	{#jihIrizu#}¦ 6.
jihvAniScAraka	17569	7-343-c	absent	Y	Y	N	{#*jihvAniScAraka˚#}¦ Adv. {%mit Ausstreckung der Zunge%} MAHĀVY. 263,58.
jihvAsPowakam	17570	7-343-c	absent	Y	Y	N	{#*jihvAsPowakam#}¦ Adv. {%mit der Zunge schnalzend%} MAHĀVY. 263,63.
jijYAsTi	17562	7-343-c	absent	N	Y	Y	{#*jijYAsTi#} GAṆAP. 194,32 und {#siYjAsTa#} 33¦ n. nach LEUMANN fehlerhaft für {#miYjAsTi#} oder {#˚sTa#} {%Knochenmark
jozwrI	4714	3-262-b	absent	N	Y	N	{{Lbody=4714}}
jozwrI	17605	7-343-d	absent	N	Y	N	{{Lbody=17605}}
jozwra	4714	3-262-b	absent	N	Y	N	{#jozwra#} n. und {#jozwrI#} (zu {#jYozwar#}) f.¦ in Formeln, je nachdem das vorangehende Substantiv dieses oder jenes G
jozwra	17605	7-343-d	absent	N	Y	N	{#jozwra#} und {#jozwrI#}¦ II. 3.
juka	7297	5-254-c	absent	N	Y	N	{#juka#}¦ m. ζυγόν, {%die Wage im Thierkreise%} M. MÜLLER Ren. 326. Richtig {#jUka#}, vgl. Ind. St. 2,259.
juka	17593	7-343-d	absent	N	Y	N	{#juka#} und {#jugupsanIya#}¦ 5.
jumbakA	17596	7-343-d	absent	N	Y	N	{#jumbakA#}¦ f. Bez. einer Gāyatrī HĀRĪTA im Comm. zu VS. 25,9 und HEMĀDRI 3,a,903,4.
juzARavant	4711	3-262-b	absent	N	Y	N	{#juzARavant#}¦ Adj. {%das Wort%} {#juzARa#} {%enthaltend%} Comm. zu ĀPAST. ŚR. 6,31,12.
juzARavant	17597	7-343-d	absent	N	Y	N	{#juzARavant#} und {#jUtima/nt#}¦ 3.
jvalanolka	17647	7-344-b	absent	Y	Y	N	{#*jvalanolka#}¦ m. {%ein best.%} Samādhi MAHĀVY. 21,94.
jyot	7311	5-255-a	absent	N	Y	N	{#jyot#}¦ mit {#kar#} Simpl. und Caus. {%Abschied nehmen, Lebewohl sagen%} Comm. zu HARṢAC. (1936) 354,5. 357,14.
jyot	17636	7-344-b	absent	N	Y	N	{#jyot#}¦ 5. Vgl. SUBHĀṢITĀV. 2410. fg. und PETERSON zu dieser Stelle.
jyot	22397	7-387-d	absent	N	Y	N	{#jyot#}¦ 5. 7. SUBHĀṢITĀV. 2410. fg.
jyotirjyotizparAyaRa	17638	7-344-b	absent	Y	Y	N	{#*jyotirjyotizparAyaRa#}¦ Adj. MAHĀVY. 147,4.
jyotistamaHparAyaRa	17643	7-344-b	absent	Y	Y	N	{#*jyotistamaHparAyaRa#}¦ Adj. MAHĀVY. 147,3.
jyotizmati	17642	7-344-b	absent	Y	Y	N	{#*jyotizmati#}¦ (!) m. N. pr. eines Bodhisattva MAHĀVY. 23,54.
jyotizpaTa	4721	3-262-c	absent	N	Y	N	{#jyotizpaTa#}¦ m. v. l. für {#dyotizpaTa#}.
jyotizpaTa	17640	7-344-b	absent	N	Y	N	{#jyotizpaTa#}¦ 3.
jyotizpraBaratna	17641	7-344-b	absent	Y	Y	N	{#*jyotizpraBaratna#}¦ ({#˚praBA˚#} gedr.) n. {%ein best. Edelstein%} MAHĀVY. 235,21.
jyotkArita	22396	7-387-d	absent	N	Y	N	{#jyotkArita#}¦ n. ebend. 109. Vgl.
kANguzWa	7030	5-252-a	absent	N	Y	N	{#*kANguzWa#}¦ ZACH. Beitr.
kANguzWa	15938	7-331-b	absent	N	Y	N	{#kANguzWa#}¦ 5.
kARAdasaMgraha	2976	2-297-c	absent	N	Y	N	{#kARAdasaMgraha#}¦ m. Titel eines Werkes OPP. Cat. 1.
kARAdasaMgraha	15950	7-331-b	absent	N	Y	N	{#kARAdasaMgraha#}, {#kARuBawwa#} u. {#˚BawwIya#}¦ 2.
kARay	2975	2-297-c	absent	N	Y	N	{#kARay#}¦, {#˚yati#} {%ausstechen%} (ein Auge) HEM. PAR. 3,38.
kARay	15948	7-331-b	absent	N	Y	N	{#kARay#}¦ 2.
kARqalavaRa	7033	5-252-a	absent	N	Y	N	{#kARqalavaRa#}¦ n. {%eine Art Salz%} SUŚR. 2,36,16.
kARqalavaRa	15954	7-331-b	absent	N	Y	N	{#kARqalavaRa#}¦ 5.
kARqarika	15953	7-331-b	absent	Y	Y	N	{#*kARqarika#}¦ Adj. MAHĀVY. 271,28.
kARuBawwIya	15950	7-331-b	absent	N	Y	N	{{Lbody=15950}}
kARuBawwa	2977	2-298-a	absent	N	Y	N	{#kARuBawwa#}¦ m. N. pr. eines Autors. {#˚BawwIya#} n. Titel seines Werkes OPP. Cat. 1.
kARuBawwa	15950	7-331-b	absent	N	Y	N	{{Lbody=15950}}
kARvopanizad	2979	2-298-a	absent	N	Y	N	{#kARvopanizad#} f., {#kAtyAyanagfhya#} n. und {#kAtyAyanopanizad#} f.¦ Titel von Werken OPP. Cat. 1.
kARvopanizad	15958	7-331-b	absent	N	Y	N	{#kARvopanizad#}, {#kAtyAyanagfhya#} und {#kAtyAyanopanizad#}¦ 2.
kASIDarmasaBA	3010	2-298-b	absent	N	Y	N	{{Lbody=3010}}
