pwk_L	pwk_pc	slp1	iast	tier	rank	mw_fuzzy	evidence
214379	7-320-a	AvasaTI	āvasathī	stem			
214382	7-320-a	AvAmadevyam	āvāmadevyam	NO-MATCH	A		A:AvApa;B:AvAri
214388	7-320-a	AvirBUtatva	āvirbhūtatva	NO-MATCH	A		A:Avika
214389	7-320-a	AvirBUya	āvirbhūya	nearform0.88		AvirBUta	
214391	7-320-a	AviSam	āviśam	stem			
214392	7-320-a	AvizpfzWa	āviṣpṛṣṭha	NO-MATCH	B		B:Avis
214395	7-320-a	Avftatva	āvṛtatva	nearform0.80		Avftvat	
214399	7-320-a	Avraskya	āvraskya	nearform0.93		Avraska	
214403	7-320-a	ASAwavI	āśāṭavī	NO-MATCH	A		B:ASaNkya;A:ASAtanA
214405	7-320-a	ASAtika	āśātika	nearform0.92		Astika	
214413	7-320-b	ASIHpada	āśīḥpada	NO-MATCH	A		A:ASiKam;A:ASIna
214416	7-320-b	ASIrpada	āśīrpada	nearform0.88		ASIrvAda	
214417	7-320-b	ASIrmant	āśīrmant	nearform0.80		aSrAnta	
214418	7-320-b	ASIrvacanamAlA	āśīrvacanamālā	NO-MATCH	B		B:ASIviza
214423	7-320-b	ASugI	āśugī	stem			
214428	7-320-b	ASramadvezasaMkarin	āśramadveṣasaṃkarin	NO-MATCH	A		A:ASyAma
214429	7-320-b	ASramavAsaparvan	āśramavāsaparvan	NO-MATCH	A		A:ASrava
214433	7-320-b	ASrumay	āśrumay	nearform0.93		aSrumaya	
214434	7-320-b	ASretar	āśretar	NO-MATCH	B		B:ASleza
214436	7-320-b	ASvadakziRa	āśvadakṣiṇa	nearform0.87		aSatadakziRa	
214448	7-320-c	Asanapawwa	āsanapaṭṭa	stem			
214449	7-320-c	AsanADyAya	āsanādhyāya	nearform0.84		asvADyAya	
214454	7-320-c	AsapARqu	āsapāṇḍu	NO-MATCH	A		A:AsannayoDin
214455	7-320-c	Asahasrakftvas	āsahasrakṛtvas	NO-MATCH	A		A:AsAda
214458	7-320-c	AsInanyAya	āsīnanyāya	NO-MATCH	A		A:AsAdanA;B:AsInapracalAyita
214460	7-320-c	AsurakARqa	āsurakāṇḍa	NO-MATCH	B		B:AsInapracalAyita;B:Asecanaka
214462	7-320-c	Asecanavant	āsecanavant	nearform0.95		Asecanavat	
214468	7-320-c	AsTI	āsthī	stem			
214469	7-320-c	AspadI	āspadī	stem			
214470	7-320-c	AsParaRakasamADi	āspharaṇakasamādhi	NO-MATCH	B		B:AsPAla
214478	7-320-c	AsyasaMmita	āsyasaṃmita	nearform1.00		Asyasammita	
214485	7-320-d	AharaRIya	āharaṇīya	nearform1.00		aharaRIya	
214486	7-320-d	Ahartos	āhartos	NO-MATCH	B		B:Ahalam
214493	7-320-d	AhAryapurIza	āhāryapurīṣa	NO-MATCH	A		B:AhAraka;A:Ahita
214495	7-320-d	AhitAgnibrAhmaRa	āhitāgnibrāhmaṇa	NO-MATCH	A		A:Ahita;B:AhutiBAga
214497	7-320-d	Ahutimant	āhutimant	NO-MATCH	B		B:AhutiBAga
214498	7-320-d	AhuvaDyE	āhuvadhyai	NO-MATCH	A		A:Ahftya
214501	7-320-d	AhnikaBAskara	āhnikabhāskara	NO-MATCH	A		B:Aheya;A:AhrIkya
214503	7-320-d	AhlAdayitar	āhlādayitar	NO-MATCH	A		A:AhrIkya;B:Ahva
214505	7-320-d	AhvAtar	āhvātar	nearform0.86		avatAra	
214507	7-320-d	ikawI	ikaṭī	NO-MATCH	B		B:ikzukARqa
214509	7-320-d	ikzudaRqamaya	ikṣudaṇḍamaya	NO-MATCH	B		B:ikzukARqa
214510	7-320-d	ikzurasasamudra	ikṣurasasamudra	NO-MATCH	C		
214511	7-320-d	iNgAla	iṅgāla	nearform0.83		iNgula	
214513	7-321-a	iNgudi	iṅgudi	stem			
214514	7-321-a	iNgyaratna	iṅgyaratna	NO-MATCH	C		
214515	7-321-a	icCantika	icchantika	NO-MATCH	A		A:icCAsadfSa
214517	7-321-a	iqAtva	iḍātva	nearform0.83		iqAnta	
214518	7-321-a	iqenyakratu	iḍenyakratu	NO-MATCH	B		B:iRqva
214524	7-321-a	itikartavyatAka	itikartavyatāka	NO-MATCH	A		A:iti
214525	7-321-a	itikrama	itikrama	nearform0.82		itikaraRa	
214526	7-321-a	itTaMgata	itthaṃgata	NO-MATCH	B		B:itTam
214530	7-321-a	idaMPala	idaṃphala	NO-MATCH	A		A:idaMyugIna
214531	7-321-a	idaMmaDura	idaṃmadhura	nearform1.00		idammaDura	
214535	7-321-a	iDmabarhis	idhmabarhis	nearform1.00		iDmAbarhis	
214538	7-321-a	indindira	indindira	stem			
214540	7-321-a	indirApariRaya	indirāpariṇaya	NO-MATCH	A		B:indirA;A:indIvaradfS
214547	7-321-b	indumaRI	indumaṇī	stem			
214548	7-321-b	indumaRIy	indumaṇīy	nearform0.94		indumaRi	
214549	7-321-b	induratneSvaraprasAda	induratneśvaraprasāda	NO-MATCH	C		
214550	7-321-b	induvaktrA	induvaktrā	NO-MATCH	B		B:indra
214556	7-321-b	indrajaya	indrajaya	nearform0.82		indrejya	
214558	7-321-b	indradEvatya	indradaivatya	NO-MATCH	B		B:indrajAla
214559	7-321-b	indraDfti	indradhṛti	NO-MATCH	B		B:indranIlaka
214561	7-321-b	indranIlamaRimaya	indranīlamaṇimaya	NO-MATCH	B		B:indranIlaka
214562	7-321-b	indrapawa	indrapaṭa	nearform0.89		indrapada	
214563	7-321-b	indrapASa	indrapāśa	nearform0.89		indrapAla	
214564	7-321-b	indrapucCa	indrapuccha	nearform0.80		indrapuzpa	
214565	7-321-b	indrapuruza	indrapuruṣa	nearform0.86		indrapuzpa	
214567	7-321-b	indraprasTamAhAtmya	indraprasthamāhātmya	NO-MATCH	A		A:indraprayARa;A:indramaGaSrI
214570	7-321-b	indrayAjin	indrayājin	nearform0.80		indrayajYa	
214573	7-321-b	indravarRa	indravarṇa	nearform0.95		indrAvaruRa	
214574	7-321-b	indraSrI	indraśrī	NO-MATCH	B		B:indrasava
214578	7-321-b	indrARImaha	indrāṇīmaha	NO-MATCH	A		A:indrARIgOrIpUjA;A:indrAvasikta
214584	7-321-c	indrotTApana	indrotthāpana	nearform0.87		indratApana	
214586	7-321-c	inDanvant	indhanvant	nearform0.94		inDanvan	
214590	7-321-c	iyata	iyata	nearform0.91		iyattA	
214592	7-321-c	irasy	irasy	stem			
214596	7-321-c	ilAsura	ilāsura	NO-MATCH	A		A:ilAsutA;B:iva
214601	7-321-c	izavant	iṣavant	nearform0.92		izavat	
214602	7-321-c	izADAra	iṣādhāra	nearform1.00		IzADAra	
214615	7-321-d	izwinirRaya	iṣṭinirṇaya	NO-MATCH	A		B:izwApUrta;A:izwimaya
214617	7-321-d	izwiviDa	iṣṭividha	nearform0.80		izwitva	
214621	7-321-d	izvASanI	iṣvāśanī	NO-MATCH	A		B:izvastra;A:ihamanas
214624	7-321-d	ihehamAtar	ihehamātar	nearform0.84		ihehamAtf	
214629	7-321-d	Ikzati	īkṣati	NO-MATCH	B		B:Ikzaka
214630	7-321-d	IkzAraRyamAhAtmya	īkṣāraṇyamāhātmya	NO-MATCH	C		
214631	7-321-d	Ikzitar	īkṣitar	nearform0.92		Ikzita	
214634	7-321-d	Ijya	ījya	NO-MATCH	A		B:INK;A:IdfgavasTa
214637	7-321-d	Iyakz	īyakṣ	NO-MATCH	A		A:IdfSaBUta;B:IrapAda
214640	7-321-d	Ilay	īlay	NO-MATCH	B		B:IrapAda
214641	7-321-d	ISaka	īśaka	stem			
214647	7-321-d	ISAvAsyaKaRqana	īśāvāsyakhaṇḍana	NO-MATCH	A		A:ISAnahata;B:ISvara
214651	7-322-a	ISvaradIkzita	īśvaradīkṣita	NO-MATCH	B		B:ISvarakAraRin
214652	7-322-a	ISvaraSataka	īśvaraśataka	NO-MATCH	C		
214653	7-322-a	ISvarasuKavAda	īśvarasukhavāda	NO-MATCH	B		B:IzatkArya
214655	7-322-a	Izatpramaya	īṣatpramaya	NO-MATCH	A		B:IzatkArya;A:IzatsaMjYa
214657	7-322-a	Izatsvinna	īṣatsvinna	NO-MATCH	A		A:IzatsaMjYa
214658	7-322-a	IzADara	īṣādhara	nearform1.00		IzADAra	
214660	7-322-a	IhAvant	īhāvant	NO-MATCH	B		B:IzIkA;B:ukta
214665	7-322-a	ukTaBAj	ukthabhāj	NO-MATCH	A		A:uktipratyuktikA;B:ukz
214667	7-322-a	ukzatva	ukṣatva	nearform0.86		uzRatva	
214677	7-322-a	ugrarUpin	ugrarūpin	NO-MATCH	A		A:ugraruz;B:ugravIrya
214681	7-322-a	ucitakArin	ucitakārin	NO-MATCH	B		B:ugravega
214682	7-322-a	ucitopAyasaMgraha	ucitopāyasaṃgraha	NO-MATCH	A		A:uccakEs
214685	7-322-a	uccakzU	uccakṣū	nearform0.93		uccakzus	
214686	7-322-b	uccagopura	uccagopura	NO-MATCH	A		A:uccataratA
214688	7-322-b	uccanAsika	uccanāsika	nearform0.84		upanAsika	
214691	7-322-b	uccazaka	uccaṣaka	nearform0.80		ucCuzka	
214696	7-322-b	uccUlI	uccūlī	NO-MATCH	A		A:uccitraRa
214697	7-322-b	uccEHpramodam	uccaiḥpramodam	NO-MATCH	A		A:uccEraBijana
214699	7-322-b	uccErupAMSutA	uccairupāṃśutā	NO-MATCH	A		A:uccEraBijana;A:uccErgati
214705	7-322-b	uccodarki	uccodarki	NO-MATCH	A		A:uccEHsvara
214706	7-322-b	ucCaNga	ucchaṅga	NO-MATCH	A		A:ucCalana
214708	7-322-b	ucCinnaka	ucchinnaka	NO-MATCH	A		A:ucCalana
214709	7-322-b	ucCiraska	ucchiraska	NO-MATCH	A		A:ucCuzma
214714	7-322-b	ucCrayakarman	ucchrayakarman	NO-MATCH	A		A:ucCoPa;A:ucCvasana
214717	7-322-b	ujjaNkikA	ujjaṅkikā	NO-MATCH	B		B:ucCvAsa
214718	7-322-b	ujjahistamba	ujjahistamba	NO-MATCH	A		A:ujjigamizA
214725	7-322-c	ujjvalI	ujjvalī	stem			
214729	7-322-c	uqigalla	uḍigalla	NO-MATCH	A		A:uwwIkita
214730	7-322-c	uqudaSAPala	uḍudaśāphala	NO-MATCH	B		B:uqupa
214732	7-322-c	uqqAha	uḍḍāha	NO-MATCH	B		B:uqupa;B:utka
214735	7-322-c	utkacakumudgaRavant	utkacakumudgaṇavant	NO-MATCH	B		B:utka
214736	7-322-c	utkaRWitacintI	utkaṇṭhitacintī	NO-MATCH	C		
214737	7-322-c	utkay	utkay	stem			
214740	7-322-c	utkarzatva	utkarṣatva	nearform0.84		utkarzaka	
214741	7-322-c	utkarzavant	utkarṣavant	NO-MATCH	C		
214742	7-322-c	utkArika	utkārika	stem			
214743	7-322-c	utkArin	utkārin	nearform0.86		utsArin	
214745	7-322-c	utkIlay	utkīlay	stem			
214746	7-322-c	utkuwila	utkuṭila	NO-MATCH	B		B:utkuwuka
214748	7-322-c	utkuwukikA	utkuṭukikā	NO-MATCH	B		B:utkuwuka;B:utkUjita
214751	7-322-c	utkUlay	utkūlay	stem			
214752	7-322-c	utkfzwikA	utkṛṣṭikā	NO-MATCH	A		A:utketana
214756	7-322-d	utkoSay	utkośay	stem			
214757	7-322-d	utkrazwar	utkraṣṭar	nearform0.82		utkruzwa	
214758	7-322-d	utkrAmuka	utkrāmuka	nearform0.82		utkramya	
214761	7-322-d	utkzepaRIya	utkṣepaṇīya	NO-MATCH	A		A:utkzepa;A:utKanana
214764	7-322-d	uttaMsay	uttaṃsay	stem			
214771	7-322-d	uttamadyuti	uttamadyuti	NO-MATCH	B		B:uttamatA
214772	7-322-d	uttamapadin	uttamapadin	nearform0.86		uttamapada	
214773	7-322-d	uttamaSlokacandrikA	uttamaślokacandrikā	NO-MATCH	B		B:uttamBana
214775	7-322-d	uttamBanI	uttambhanī	stem			
214776	7-322-d	uttamBam	uttambham	stem			
214781	7-322-d	uttarapaYcAla	uttarapañcāla	NO-MATCH	B		B:uttaraDAraya
214782	7-322-d	uttaraparicCeda	uttarapariccheda	nearform0.83		uttarapracCada	
214783	7-322-d	uttarapUrvaka	uttarapūrvaka	nearform0.85		uttaraparvata	
214784	7-322-d	uttaraprAyaScitta	uttaraprāyaścitta	NO-MATCH	C		
214785	7-322-d	uttaramanuzyaDarmapralApa	uttaramanuṣyadharmapralāpa	NO-MATCH	C		
214786	7-323-a	uttaramanuzyaDarmArocana	uttaramanuṣyadharmārocana	NO-MATCH	C		
214787	7-323-a	uttaramantrin	uttaramantrin	nearform0.80		uttaratantra	
214788	7-323-a	uttararAGavIya	uttararāghavīya	NO-MATCH	C		
214789	7-323-a	uttaralI	uttaralī	stem			
214790	7-323-a	uttaravatI	uttaravatī	nearform0.95		uttarAvat	
214791	7-323-a	uttaravedimant	uttaravedimant	NO-MATCH	C		
214792	7-323-a	uttaraSrI	uttaraśrī	nearform0.82		uttarASA	
214794	7-323-a	uttarasArasvAdinI	uttarasārasvādinī	NO-MATCH	B		B:uttarasAkzin;B:uttarAMsa
214797	7-323-a	uttarATarvaRa	uttarātharvaṇa	NO-MATCH	B		B:uttarANga
214798	7-323-a	uttarAparaSiras	uttarāparaśiras	NO-MATCH	B		B:uttarAyaRa
214802	7-323-a	uttarASApati	uttarāśāpati	nearform0.87		uttaraSAnti	
214803	7-323-a	uttarASroRi	uttarāśroṇi	nearform0.86		uttarAraRi	
214804	7-323-a	uttariDvajAgramaRi	uttaridhvajāgramaṇi	NO-MATCH	C		
214805	7-323-a	uttarottaraBAva	uttarottarabhāva	NO-MATCH	C		
214806	7-323-a	uttarottaravaktar	uttarottaravaktar	nearform0.91		uttarottaravaktf	
214808	7-323-a	uttarya	uttarya	nearform1.00		uttArya	
214810	7-323-a	uttAnI	uttānī	stem			
214818	7-323-a	uttejanA	uttejanā	stem			
214819	7-323-a	uttrAsana	uttrāsana	nearform0.89		uttrAsaka	
214821	7-323-a	utTapattra	utthapattra	nearform0.90		ukTapattra	
214824	7-323-b	utTApitotprekzA	utthāpitotprekṣā	NO-MATCH	B		B:utTApanIya
214825	7-323-b	utTApinI	utthāpinī	nearform0.88		utTApanI	
214831	7-323-b	utpallava	utpallava	nearform0.84		utpalAvana	
214835	7-323-b	utpARqUtpARquka	utpāṇḍūtpāṇḍuka	NO-MATCH	B		B:utpAwa;B:utpAtika
214841	7-323-b	utpuMsay	utpuṃsay	stem			
214849	7-323-b	utsadana	utsadana	nearform1.00		utsAdana	
214850	7-323-b	utsadanaDarmaka	utsadanadharmaka	NO-MATCH	A		A:utsargam
214853	7-323-b	utsahanA	utsahanā	nearform1.00		utsAhana	
214859	7-323-c	utsfzwaloman	utsṛṣṭaloman	NO-MATCH	A		A:utsfjya;A:utsekin
214863	7-323-c	udakakamaRqalu	udakakamaṇḍalu	NO-MATCH	A		B:utsrotas;A:udakakfcCra
214865	7-323-c	udakakftya	udakakṛtya	NO-MATCH	A		A:udakakfcCra;B:udakagAha
214867	7-323-c	udakapAtra	udakapātra	nearform0.90		udarapAtra	
214869	7-323-c	udakapeya	udakapeya	NO-MATCH	B		B:udakapUrva
214870	7-323-c	udakamaRi	udakamaṇi	NO-MATCH	A		A:udakarakzikA
214876	7-323-c	udakaprasravaRa	udakaprasravaṇa	nearform0.97		udakprasravaRa	
214877	7-323-c	udakaprasravaRAnvita	udakaprasravaṇānvita	nearform0.97		udakprasravaRAnvita	
214879	7-323-c	udakiSaras	udakiśaras	nearform0.84		udakSiras	
214881	7-323-c	udagapavarga	udagapavarga	stem			
214883	7-323-c	udagvaMSa	udagvaṃśa	nearform0.82		udagdaSa	
214887	7-323-c	udacana	udacana	nearform0.93		udaYcana	
214898	7-323-c	udaraBedin	udarabhedin	nearform0.80		upalaBedin	
214909	7-323-d	udApu	udāpu	stem			
214911	7-323-d	udAyuvana	udāyuvana	nearform0.82		udBAvana	
214913	7-323-d	udAracaritra	udāracaritra	nearform0.96		udAracarita	
214916	7-323-d	udAsitar	udāsitar	nearform0.88		udBAsita	
214918	7-323-d	udAharaRI	udāharaṇī	stem			
214924	7-323-d	udIcInapAda	udīcīnapāda	NO-MATCH	B		B:uditvara
214925	7-323-d	udubrahmIya	udubrahmīya	NO-MATCH	A		A:udumbara
214927	7-323-d	udumbaraparRI	udumbaraparṇī	nearform0.92		uqumbaraparRI	
214929	7-323-d	udetos	udetos	NO-MATCH	A		A:udUrmi
214930	7-323-d	udgamadoza	udgamadoṣa	NO-MATCH	B		B:udgamanIya
214932	7-323-d	udgAna	udgāna	nearform0.91		udAna	
214934	7-323-d	udguRWikA	udguṇṭhikā	NO-MATCH	B		B:udgAra
214935	7-323-d	udguraRa	udguraṇa	nearform0.93		udgUrRa	
214936	7-324-a	udgUrayitar	udgūrayitar	nearform0.86		udgUrayitf	
214938	7-324-a	udgrahItavya	udgrahītavya	NO-MATCH	A		A:udgUrRa
214939	7-324-a	udgrAhiRikA	udgrāhiṇikā	nearform0.91		udgrahaRikA	
214940	7-324-a	udGawaka	udghaṭaka	nearform1.00		udGAwaka	
214942	7-324-a	udGAtikA	udghātikā	nearform0.88		udGAtaka	
214944	7-324-a	uddarpa	uddarpa	NO-MATCH	B		B:udGuzwa;B:uddAna
214950	7-324-a	udDartavE	uddhartavai	nearform0.84		udDartavya	
214955	7-324-a	udDUtatva	uddhūtatva	nearform0.89		udBUtatva	
214956	7-324-a	udDftakaWina	uddhṛtakaṭhina	NO-MATCH	B		B:udbarhis
214960	7-324-a	udBija	udbhija	stem			
214964	7-324-a	udBUtarUpakAraRatAvAda	udbhūtarūpakāraṇatāvāda	NO-MATCH	B		B:udBUtatva
214965	7-324-a	udBUtasparSavant	udbhūtasparśavant	nearform0.97		udBUtasparSavat	
214967	7-324-a	udyatahoma	udyatahoma	NO-MATCH	B		B:udman
214968	7-324-a	udyamam	udyamam	stem			
214969	7-324-a	udyApanaviDAna	udyāpanavidhāna	NO-MATCH	B		B:udyAva
214971	7-324-a	udyUTikAgamana	udyūthikāgamana	NO-MATCH	B		B:udyAva
214972	7-324-b	udyojaka	udyojaka	nearform0.82		uddyotaka	
214977	7-324-b	udvaditos	udvaditos	NO-MATCH	A		A:udroka;B:udvapanI
214983	7-324-b	udvijitavya	udvijitavya	NO-MATCH	A		B:udvAsya;A:udvecam
214992	7-324-b	unmattIkaraRa	unmattīkaraṇa	nearform0.80		unmuKIkaraRa	
214996	7-324-b	unmAdacikitsApawala	unmādacikitsāpaṭala	NO-MATCH	A		B:unmAdaka;A:unmAdin
215001	7-324-b	unmInaketana	unmīnaketana	NO-MATCH	B		B:unmizita;B:unmukti
215004	7-324-b	unmUrDan	unmūrdhan	NO-MATCH	A		B:unmuKa;A:unmokzA
215014	7-324-c	upakftimant	upakṛtimant	nearform0.95		upakftimat	
215026	7-324-c	upacAyaka	upacāyaka	nearform0.95		upacAyyaka	
215032	7-324-c	upajIka	upajīka	stem			
215033	7-324-c	upajIvita	upajīvita	stem			
215034	7-324-c	upajIvitar	upajīvitar	nearform0.84		upajIvitf	
215037	7-324-c	upanapana	upanapana	nearform0.89		upanahana	
215038	7-324-c	upatapant	upatapant	nearform0.94		upatapat	
215039	7-324-d	upatulA	upatulā	nearform0.86		upatEla	
215044	7-324-d	upadeSavivaraRa	upadeśavivaraṇa	NO-MATCH	B		B:upadeSaratnamAlA
215045	7-324-d	upadrazwrikA	upadraṣṭrikā	nearform0.87		upadrazwfkA	
215046	7-324-d	upadrotar	upadrotar	nearform0.82		upadruta	
215050	7-324-d	upaDivAra	upadhivāra	NO-MATCH	A		A:upaDi;A:upaDenu
215053	7-324-d	upanaptar	upanaptar	nearform0.84		upaGnataru	
215054	7-324-d	upanAgaraka	upanāgaraka	nearform0.91		upanAgarikA	
215055	7-324-d	upanABi	upanābhi	nearform0.80		upanAyin	
215056	7-324-d	upanAma	upanāma	stem			
215057	7-324-d	upanAyikam	upanāyikam	stem			
215065	7-324-d	upaniSA	upaniśā	stem			
215067	7-324-d	upanItirAga	upanītirāga	NO-MATCH	B		B:upanizad
215068	7-324-d	upanIvi	upanīvi	nearform0.93		upaniviS	
215072	7-324-d	upapadyaparinirvAyin	upapadyaparinirvāyin	NO-MATCH	A		A:upapatti
215073	7-325-a	upapayoDi	upapayodhi	NO-MATCH	C		
215074	7-325-a	upaparIkzaka	upaparīkṣaka	nearform0.92		upaparIkzaRa	
215075	7-325-a	upaparIkzitavya	upaparīkṣitavya	nearform0.80		upalakzayitavya	
215077	7-325-a	upaprasannarzi	upaprasannarṣi	NO-MATCH	A		A:upapAyana
215078	7-325-a	upaprAtar	upaprātar	nearform0.89		upaprApta	
215081	7-325-a	upaBogadeha	upabhogadeha	NO-MATCH	A		A:upabilam;B:upamaDyamA
215084	7-325-a	upamarditatva	upamarditatva	NO-MATCH	A		A:upamanTana
215085	7-325-a	upamAtar	upamātar	nearform0.88		upAmantr	
215087	7-325-a	upamuKa	upamukha	stem			
215089	7-325-a	upayuktatamatva	upayuktatamatva	NO-MATCH	A		B:upayama;A:upayoga
215093	7-325-a	uparamam	uparamam	stem			
215094	7-325-a	uparAgavant	uparāgavant	nearform0.95		uparAgavat	
215097	7-325-a	uparima	uparima	nearform0.86		upArAma	
215102	7-325-a	uparizwAdAsecanavant	upariṣṭādāsecanavant	NO-MATCH	B		B:uparizwAtsvAhAkAra;B:uparizwAdudarka
215104	7-325-a	uparizwAddEkza	upariṣṭāddaikṣa	nearform0.83		uparizwAdudarka	
215109	7-325-a	upalakzitavESizyajYAna	upalakṣitavaiśiṣyajñāna	NO-MATCH	A		A:uparudita;A:upalakzmI
215112	7-325-b	upavaktar	upavaktar	nearform0.82		upavarta	
215121	7-325-b	upavIRay	upavīṇay	stem			
215122	7-325-b	upavItitva	upavītitva	nearform0.84		upavIjita	
215129	7-325-b	upaSlokay	upaślokay	stem			
215130	7-325-b	upaSlokayitavya	upaślokayitavya	nearform0.87		upalakzayitavya	
215134	7-325-b	upasaMhAravijaya	upasaṃhāravijaya	NO-MATCH	A		A:upasaMhAra
215135	7-325-b	upasaMhftatva	upasaṃhṛtatva	nearform0.81		upasaMhartavya	
215136	7-325-b	upasaKi	upasakhi	nearform0.86		upasami	
215137	7-325-b	upasaMkrama	upasaṃkrama	nearform0.95		upasaMkram	
215138	7-325-b	upasaMjihIrzu	upasaṃjihīrṣu	NO-MATCH	C		
215139	7-325-b	upasasADAna	upasasādhāna	nearform0.91		upasamADAna	
215141	7-325-b	upasargay	upasargay	stem			
215147	7-325-c	upaskAram	upaskāram	stem			
215154	7-325-c	upasTURaka	upasthūṇaka	nearform0.84		upasTURam	
215155	7-325-c	upahAramaya	upahāramaya	NO-MATCH	A		A:upAMSuGAtaka
215157	7-325-c	upAMSupAvana	upāṃśupāvana	nearform0.92		upAMSusavana	
215160	7-325-c	upAkartavya	upākartavya	nearform1.00		upakartavya	
215162	7-325-c	upANgiraHsmfti	upāṅgiraḥsmṛti	NO-MATCH	A		B:upAgama;A:upAttasAra
215164	7-325-c	upAtti	upātti	stem			
215165	7-325-c	upAdAnatvasamarTana	upādānatvasamarthana	NO-MATCH	C		
215166	7-325-c	upAdAyarUpa	upādāyarūpa	NO-MATCH	C		
215167	7-325-c	upADimaRqana	upādhimaṇḍana	nearform0.92		upADiKaRqana	
215170	7-325-c	upAyAsa	upāyāsa	nearform0.93		upanyAsa	
215171	7-325-c	upAroha	upāroha	nearform0.80		upagrAha	
215176	7-325-c	upAsakADyayana	upāsakādhyayana	NO-MATCH	B		B:upAvft
215177	7-325-c	upAsanAsidDa	upāsanāsiddha	nearform0.87		upasaMnadDa	
215178	7-325-d	upAsanAsidDi	upāsanāsiddhi	NO-MATCH	C		
215179	7-325-d	upAsAsidDa	upāsāsiddha	NO-MATCH	C		
215180	7-325-d	upAsitAvin	upāsitāvin	nearform0.80		upAsAditin	
215184	7-325-d	upoti	upoti	stem			
215188	7-325-d	upozaDozita	upoṣadhoṣita	NO-MATCH	A		B:upozaRa;A:uptakeSa
215191	7-325-d	uBayakAlika	ubhayakālika	NO-MATCH	A		A:uptakeSa
215192	7-325-d	uBayakowivinirmukta	ubhayakoṭivinirmukta	NO-MATCH	C		
215193	7-325-d	uBayakowispfS	ubhayakoṭispṛś	NO-MATCH	C		
215194	7-325-d	uBayagrAsarAhUdaya	ubhayagrāsarāhūdaya	NO-MATCH	A		A:uBayataHkzRU
215197	7-325-d	uBayataHPala	ubhayataḥphala	NO-MATCH	B		B:uBayataHpakza
215198	7-325-d	uBayataHSikya	ubhayataḥśikya	NO-MATCH	C		
215199	7-325-d	uBayatoBAgavimukta	ubhayatobhāgavimukta	NO-MATCH	C		
215200	7-325-d	uBayatomoda	ubhayatomoda	nearform0.86		uBayatodat	
215201	7-325-d	uBayatovESvAnara	ubhayatovaiśvānara	NO-MATCH	C		
215202	7-325-d	uBayadant	ubhayadant	nearform0.95		uBayAdanti	
215203	7-325-d	uBayadeha	ubhayadeha	NO-MATCH	A		A:uBayavartanin
215205	7-325-d	uBayaSiraska	ubhayaśiraska	NO-MATCH	A		A:uBayavartanin
215206	7-325-d	uBayaspfS	ubhayaspṛś	NO-MATCH	C		
215207	7-325-d	uBayAvAhu	ubhayāvāhu	nearform0.89		uBayAbAhu	
215208	7-326-a	uBayAsidDa	ubhayāsiddha	nearform0.80		uBayavidyA	
215209	7-326-a	umeSvara	umeśvara	NO-MATCH	C		
215210	7-326-a	uyamAnavaDana	uyamānavadhana	NO-MATCH	B		B:uragASana
215212	7-326-a	uraMDrA	uraṃdhrā	nearform0.86		uranDrA	
215214	7-326-a	uraHSiram	uraḥśiram	stem			
215215	7-326-a	uram	uram	stem			
215219	7-326-a	urudrapsa	urudrapsa	stem			
215223	7-326-a	urovidAram	urovidāram	NO-MATCH	B		B:uroja;B:urvIDara
215228	7-326-a	ulaBIya	ulabhīya	nearform0.80		upalaBya	
215229	7-326-a	uluka	uluka	nearform1.00		ulUka	
215231	7-326-a	ulkapAta	ulkapāta	nearform1.00		ulkApAta	
215232	7-326-a	ullaNGikA	ullaṅghikā	NO-MATCH	C		
215233	7-326-a	ullaBya	ullabhya	nearform0.80		upalaBya	
215238	7-326-a	ulluka	ulluka	nearform0.91		ulUka	
215242	7-326-a	uSanastArakA	uśanastārakā	NO-MATCH	A		A:ullola;A:uzApariRaya
215245	7-326-a	uzRagata	uṣṇagata	NO-MATCH	B		B:uzRaga;B:uzRapa
215248	7-326-b	uzRihAkakuBO	uṣṇihākakubhau	NO-MATCH	B		B:uzRaBAs
215249	7-326-b	uzRIzakuRqala	uṣṇīṣakuṇḍala	NO-MATCH	B		B:uzRIzaBAjana
215252	7-326-b	uzRIpaSiraska	uṣṇīpaśiraska	NO-MATCH	A		A:uzRIzavijaya;A:usmita
215254	7-326-b	uhAra	uhāra	nearform0.89		uhra	
215255	7-326-b	UKala	ūkhala	NO-MATCH	B		B:UQa
215261	7-326-b	UnaviMSativarzopasaMpAdana	ūnaviṃśativarṣopasaṃpādana	NO-MATCH	A		A:UnavAda;A:UnazoqaSavarza
215263	7-326-b	UnI	ūnī	stem			
215265	7-326-b	UyamAnavarDana	ūyamānavardhana	NO-MATCH	A		A:UnendupUrRimA
215266	7-326-b	Ura	ūra	stem			
215268	7-326-b	Uruka	ūruka	nearform1.00		urUka	
215271	7-326-b	Urjapatya	ūrjapatya	NO-MATCH	A		A:UruBaNga
215272	7-326-b	Urjay	ūrjay	stem			
215275	7-326-b	UrRamrada	ūrṇamrada	stem			
215276	7-326-b	UrRAparikarmaRa	ūrṇāparikarmaṇa	NO-MATCH	A		A:UrRAmfdu
215279	7-326-b	UrDagaroma	ūrdhagaroma	NO-MATCH	A		A:UrRAmradas
215280	7-326-c	UrDvajYutva	ūrdhvajñutva	NO-MATCH	B		B:UrDvajyotis
