mw_key1	covered_flag	heritage_entry_anchor
svarRapuzpikA	0	
svarRaprasTa	0	
svarRaPalA	0	
svarRabanDa	0	
svarRabanDaka	0	
svarRabindu	0	
svarRaBAj	0	
svarRaBUmikA	0	
svarRaBUzaRa	0	
svarRaBfNgAra	0	
svarRamaya	1	DICO/72.html#svar.namaya
svarRamahA	0	
svarRamAkzika	0	
svarRamAtf	0	
svarRamuKarImAhAtmya	0	
svarRamUla	0	
svarRamUzikA	0	
svarRayUTI	0	
svarRaramBA	0	
svarRarAga	0	
svarRarAja	0	
svarRarIti	0	
svarRarUpin	0	
svarRareKA	0	
svarRaretas	0	
svarRaroman	1	DICO/72.html#svar.naroman
svarRalatA	0	
svarRalABa	0	
svarRavaNga	0	
svarRavajra	0	
svarRavaRij	0	
svarRavarRa	0	
svarRavarRaBAj	0	
svarRavarRABA	0	
svarRavalkala	0	
svarRavallI	0	
svarRavidyA	0	
svarRaSiKa	0	
svarRaSuktikA	0	
svarRaSfNga	0	
svarRaSfNgin	0	
svarRaSePAlikA	0	
svarRaSEla	0	
svarRazWIvin	0	
svarRasaMcayA	0	
svarRasindUra	0	
svarRasU	0	
svarRasTa	0	
svarRAkara	0	
svarRAkarzaRa	0	
svarRAkarzaRaBEravaviDAna	0	
svarRANga	0	
svarRAdri	0	
svarRAri	0	
svarRAhvA	0	
svarRaka	0	
svarRalI	0	
svarRulI	0	
svart	0	
svarTa	0	
svard	0	
svarDin	0	
svarya	0	
svarhaRa	0	
svarhat	0	
svalakzita	0	
svalaMkft	0	
svalaMkfta	1	
svaladA	0	
svalpa	1	DICO/72.html#svalpa
svalpakaNka	0	
svalpakeSin	0	
svalpakesarin	0	
svalpajAtaka	0	
svalpatantra	0	
svalpatantratva	0	
svalpatara	0	
svalpatas	0	
svalpaduHKa	0	
svalpadfS	0	
svalpadehA	0	
svalpadrAvaka	0	
svalpapattraka	0	
svalpaPalA	0	
svalpabala	0	
svalpayAtrA	0	
svalpavayas	0	
svalpavittavat	0	
svalpavizaya	0	
svalpavyaya	0	
svalpavrIqa	0	
svalpaSarIra	0	
svalpaSilA	1	DICO/72.html#svalpazilaa
svalpaSilAya	0	
svalpasmfti	0	
svalpANguli	0	
svalpAtivistara	0	
svalpAntara	0	
svalpApahAra	0	
svalpAyu	0	
svalpAyus	0	
svalpecCa	0	
svalpecCatA	0	
svalpaka	1	DICO/72.html#svalpaka
svalpIBU	0	
svalpIyas	0	
svavaklinna	0	
svavagraha	0	
svavacCanna	0	
svavas	0	
svavekza	0	
svavekzita	0	
svavyAja	0	
svaSa	0	
svaSva	0	
svaSvayu	0	
svaSvya	0	
svazwra	0	
svasita	0	
svasf	1	DICO/72.html#svas.r
svasftva	0	
svasA	0	
svasrIya	1	DICO/72.html#svasriiya
svasreya	0	
svAsfka	0	
svAsrIya	0	
svAsrIyi	0	
svask	0	
svastaka	0	
svastamita	0	
svasti	1	DICO/72.html#svasti
svastikara	0	
svastikarman	0	
svastikAra	0	
svastikft	0	
svastigavyUti	0	
svastigA	0	
svastitA	0	
svastida	0	
svastidA	0	
svastidevI	0	
svastipura	0	
svastiBAva	0	
svastimat	0	
svastimuKa	0	
svastivacana	0	
svastivah	0	
svastivAc	0	
svastivAcaka	0	
svastivAcana	0	
svastivAcanaka	0	
svastivAcanakapadDati	0	
svastivAcanakamantra	0	
svastivAcanika	0	
svastivAcya	0	
svastivAda	0	
svastivAhana	0	
svastika	1	DICO/72.html#svastika
svastikakarRa	0	
svastikadAna	0	
svastikayantra	0	
svastikANka	0	
svastikAdicakra	0	
svastikAsana	1	DICO/72.html#svastikaasana
svastikIkfta	0	
svastI	0	
svasty	0	
svastyakzara	0	
svastyayana	0	
svastyayanagaRa	0	
svastyarTacarita	0	
svastyAtreya	0	
svastya	0	
svahatavAsas	0	
svAkUti	0	
svAkta	0	
svAgatapraSna	0	
svAgatavacana	0	
svAgatika	0	
svAgatIkf	0	
svAgama	1	DICO/72.html#svaagama
svAgrayaRa	0	
svANkika	0	
svAcaraRa	0	
svAcAra	0	
svAcAravat	0	
svAcAnta	0	
svAcCandya	0	
svAjanya	0	
svAjIva	0	
svAjIvya	0	
svAQyaMkara	0	
svAQyaMkaraRa	1	
svAQyamBava	0	
svAtata	0	
svAtantrya	1	DICO/72.html#svaatantrya
svAti	1	DICO/72.html#svaati
svAtikarRa	0	
svAtikArI	0	
svAtigiri	0	
svAtimuKa	0	
svAtiyoga	0	
svAtizeRa	0	
svAtta	0	
svAdara	0	
svAditya	0	
svADI	0	
svADvarika	0	
svAnama	0	
svApateya	0	
svApada	0	
svApi	0	
svApimat	0	
svApika	0	
svApiSi	0	
svApiSIya	0	
svApta	0	
svAptavacana	0	
svABAvika	1	DICO/72.html#svaabhaavika
svABAvikatva	0	
svABAviketara	0	
svABAvya	1	DICO/72.html#svaabhaavya
svABAsa	0	
svABIla	0	
svABU	0	
svAmi	0	
svAmikArttika	0	
svAmikArttikAnuprekzA	0	
svAmikArya	0	
svAmikAryArTin	0	
svAmikumAra	0	
svAmigirimAhAtmya	0	
svAmiguRa	1	DICO/72.html#svaamigu.na
svAmijaNGin	0	
svAmijanaka	0	
svAmitA	1	DICO/72.html#svaamitaa
svAmitva	1	DICO/72.html#svaamitva
svAmidatta	0	
svAmipAla	0	
svAmipAlavivAda	0	
svAmipAlavivAdataraMga	0	
svAmiprasAda	0	
svAmiBawwAraka	0	
svAmiBAva	1	DICO/72.html#svaamibhaava
svAmimUla	0	
svAmivaSIkarastotra	0	
svAmivAtsalya	0	
svAmiSAstrin	0	
svAmiSElamAhAtmya	0	
svAmisadBAva	0	
svAmisevA	0	
svAmika	0	
svAmikarAja	0	
svAminI	0	
svAminIstotra	0	
svAminy	0	
svAminyazwaka	0	
svAmy	0	
svAmyarTam	0	
svAmyasammata	0	
svAmyupakAraka	0	
svAmya	0	
svAmyakAraRa	0	
svAmnAya	0	
svAyamBuva	1	DICO/72.html#svaayambhuva
svAyamBuvamanupitf	0	
svAyamBU	0	
svAyamBUkzetramAhAtmya	0	
svAyasa	0	
svAyu	0	
svAyava	0	
svAyus	0	
svAyuj	0	
svAyuDa	0	
svAra	0	
svArakzya	0	
svArasika	1	DICO/72.html#svaarasika
svArasya	0	
svArAjya	0	
svArAjyakAma	0	
svArAjyasidDi	0	
svArADita	0	
svArUQa	1	DICO/72.html#svaaruu.dha
svArUpA	0	
svArociza	1	DICO/72.html#svaaroci.sa
svArocis	0	
svArdra	0	
svAlakzaRa	0	
svAlakzya	0	
svAlakzaRya	0	
svAlpa	0	
svAvaSya	0	
svAvfj	0	
svAvft	0	
svAveSa	0	
svASita	0	
svASir	0	
svASis	0	
svASu	0	
svASliz	0	
svAs	0	
svAsad	0	
svAsada	0	
svAsana	0	
svAsasTa	0	
svAsIna	0	
svAstara	0	
svAstaraRa	0	
svAstIrRa	0	
svAsTya	1	DICO/72.html#svaasthya
svAhA	1	DICO/72.html#svaahaa
svAhAkaraRa	0	
svAhAkAra	0	
svAhAkAravazawkAra	0	
svAhAkft	0	
svAhAkfta	0	
svAhAkfti	0	
svAhAkftI	0	
svAhApati	0	
svAhApriya	0	
svAhABuj	0	
svAhArha	0	
svAhAvana	0	
svAhAvallaBa	0	
svAhASana	0	
svAhAsuDAkara	0	
svAhi	0	
svAheya	0	
svAhya	0	
svAhAra	1	DICO/72.html#svaahaara
svAhuta	0	
svAhvAna	0	
svita	0	
svid	1	DICO/72.html#svid#1
svidita	0	
svinna	0	
svinnANguli	0	
sveda	1	DICO/72.html#sveda
svedacUzaka	0	
svedacCid	0	
svedaja	1	DICO/72.html#svedaja
svedajadUzita	0	
svedajala	0	
svedajalakaRa	0	
svedajalakaRikA	0	
svedabindu	0	
svedamalojJitadeha	0	
svedamAtf	0	
svedaleSa	0	
svedavAri	0	
svedavipruz	0	
svedAYji	0	
svedAmbu	0	
svedAmBas	0	
svedAyana	0	
svedoda	0	
svedodaka	0	
svedodgama	0	
svedana	1	DICO/72.html#svedana
svedanatva	0	
svedanayantra	0	
svedanikA	0	
svedayu	0	
svedita	0	
svedin	1	DICO/72.html#svedin
sveduhavya	0	
svedya	0	
sviDma	0	
svizu	0	
svizwa	0	
svizwakft	0	
svizwakfccaturTa	0	
svizwakfdBAga	0	
svizwakfdBAjana	0	
svizwakfta	0	
svizwi	0	
svUrC	0	
svf	0	
svarakampa	0	
svarakara	0	
svarakzaya	0	
svaragatADyAya	0	
svaragrAma	0	
svaragupti	0	
svaraGna	0	
svaracintA	0	
svaracCidra	0	
svaratattvacamatkAra	0	
svaratattvodaya	1	DICO/72.html#svaratattvodaya
svaratantra	0	
svaratA	0	
svaradIpta	0	
svaranABi	0	
svaranirRaya	0	
svarapakza	0	
svarapaYcASat	0	
svarapattana	0	
svarapariBAzA	0	
svaraparivarta	0	
svarapuraMjaya	0	
svarapfzWa	0	
svaraprakaraRa	0	
svaraprakriyA	0	
svaraprastAra	0	
svarabadDa	0	
svarabrahman	0	
svaraBakti	1	DICO/72.html#svarabhakti
svaraBaNga	0	
svaraBaNgin	0	
svaraBUta	0	
svaraBeda	1	DICO/72.html#svarabheda
svaraBedaBaya	1	DICO/72.html#svarabhedabhaya
svaraBErava	0	
svaramaYcanftya	0	
svaramaYjarI	0	
svaramaRqala	0	
svaramaRqalikA	0	
svaramantrakARqa	0	
svaramelakalAniDi	0	
svaramAtrA	0	
svarayoga	0	
svarayoni	0	
svararatnakoSa	0	
svararatnaBARqa	0	
svaralakzaRa	0	
svaralAsikA	0	
svaravat	1	DICO/72.html#svaravat
svaraviDi	0	
svaraviBakti	0	
svaravEdika	0	
svaravyAKyA	0	
svaraSas	0	
svaraSAstra	0	
svaraSikzA	0	
svaraSudDa	0	
svaraSUnya	0	
svarasaMyoga	1	DICO/72.html#svarasa.myoga
svarasaMsvAravat	0	
svarasaMkrama	0	
svarasaMgraha	0	
svarasaMdarBa	0	
svarasaMdehavivAda	0	
svarasaMDi	0	
svarasamuccaya	0	
svarasampad	0	
svarasampanna	0	
svarasAman	0	
svarasAra	0	
svarasiMha	0	
svarasidDAntakOmudI	0	
svarasidDAntacandrikA	1	DICO/72.html#svarasiddhaantacandrikaa
svarasidDAntamaYjarI	0	
svarasuboDinI	0	
svarasvarUpa	0	
svarahan	0	
svarAMSa	0	
svarANka	0	
svarANkuSa	0	
svarAnta	0	
svarAntara	0	
svarArRava	0	
svarAvaDAna	0	
svarAzwaka	0	
svarodaya	1	DICO/72.html#svarodaya
svarodayayudDanirRaya	0	
svarodayavicAra	0	
svaropaGAta	0	
svaropaGAtin	0	
svaropaDa	0	
svaraRa	0	
svaras	0	
svari	0	
svarita	1	DICO/72.html#svarita
svaritatva	0	
svaritavat	0	
svaritavAkyapadDati	0	
svaritf	0	
svarIyas	0	
svaryas	0	
svArasAmika	0	
svArAyaRa	0	
svfkza	0	
svfta	0	
svftIka	0	
svfdDa	0	
svF	0	
svek	0	
sveka	0	
svetavya	1	DICO/72.html#svetavya
svErinDrI	0	
svojas	0	
svopaSa	0	
svOpaSa	0	
svorasa	0	
svovaSvIya	0	
ha	0	
hakAra	1	DICO/73.html#hakaara
hatva	0	
haMsa	1	DICO/73.html#ha.msa
haMsakAkIya	0	
haMsakAntA	0	
haMsakAlItanaya	0	
haMsakIlaka	0	
haMsakUwa	0	
haMsaga	0	
haMsagati	0	
haMsagadgadA	0	
haMsagamana	0	
haMsagAminI	1	DICO/73.html#ha.msagaaminii
haMsaguhya	0	
haMsacakrapraSna	0	
haMsacandrAMSu	0	
haMsacarasvArodaya	0	
haMsacihnadukUlavat	0	
haMsacUqa	0	
haMsacCattra	0	
haMsaja	0	
haMsajAtIya	0	
haMsajihva	0	
haMsatA	0	
haMsatIrTa	0	
haMsatUla	0	
haMsatUlikA	0	
haMsatva	0	
haMsadAhana	0	
haMsadUta	0	
haMsadvAra	1	DICO/73.html#ha.msadvaara
haMsadvIpa	0	
haMsaDvaja	0	
haMsanAda	1	DICO/73.html#ha.msanaada
haMsanAdopanizad	0	
haMsanAdin	0	
haMsanABa	0	
haMsanidAna	0	
haMsanIlaka	0	
haMsapakza	1	DICO/73.html#ha.msapak.sa
haMsapaTa	0	
haMsapada	0	
haMsapadikA	0	
haMsaparameSvara	0	
haMsapAda	0	
haMsapAdikA	0	
haMsapAla	0	
haMsapura	0	
haMsaprapatana	0	
haMsapowwalI	0	
haMsapraboDA	0	
haMsabIja	0	
haMsaBUpAla	0	
haMsamaRqUraka	0	
haMsamArga	0	
haMsamAlA	0	
haMsamAzA	0	
haMsamAheSvara	0	
haMsamuKa	0	
haMsamOna	0	
haMsayAna	0	
haMsayukta	0	
haMsayuvan	0	
haMsaraTa	0	
haMsarAja	0	
haMsarAmapraSna	0	
haMsaruta	0	
haMsaroman	0	
haMsalipi	0	
haMsalIla	0	
haMsalomaSa	0	
haMsalohaka	0	
haMsavaktra	0	
haMsavat	1	DICO/73.html#ha.msavat
haMsavAraRagAminI	0	
haMsavAha	0	
haMsavAhana	0	
haMsavikrAntagAmitA	0	
haMsaviveka	0	
haMsavega	0	
haMsaSyeta	0	
haMsaSreRI	0	
haMsasaMGArAma	0	
haMsasaMdeSa	1	
haMsasAci	0	
haMsAMSu	0	
haMsAkAra	0	
haMsANGri	0	
haMsADirUQA	0	
haMsABiKya	0	
haMsArUQa	0	
haMsAvatI	0	
haMsAvalI	0	
haMsAzwaka	0	
haMsAsya	1	DICO/73.html#ha.msaasya
haMsAhvayA	0	
haMseSvaratIrTa	0	
haMsodaka	0	
haMsopanizad	1	DICO/73.html#ha.msopani.sad
haMsaka	1	DICO/73.html#ha.msaka
haMsakavatI	0	
haMsakAyana	0	
haMsAya	0	
haMsin	0	
haMsira	0	
haMsI	0	
haMsIyugala	0	
haMsIya	0	
haMho	1	DICO/73.html#ha.mho
hak	0	
hakkAra	0	
hakka	0	
hakkaya	0	
hakkApraDAnA	0	
hakkAhakka	0	
haci	0	
hacipura	0	
hajadeSa	0	
hajAja	0	
hajAji	0	
haYcA	0	
haYjA	0	
haYjikA	0	
haYjikAtva	0	
haYji	0	
haw	0	
hawa	0	
hawaka	0	
hawaparRI	0	
hawwa	1	DICO/1.html#ha.t.ta
hawwacandra	0	
hawwacOraka	1	DICO/73.html#ha.t.tacauraka
hawwavAhinI	0	
hawwavilAsinI	0	
hawwaveSmAlI	0	
hawwADyakza	0	
haW	1	DICO/73.html#ha.th
haWa	1	DICO/73.html#ha.tha
haWakarman	0	
haWakAmuka	0	
haWatattvakOmudI	0	
haWadIpa	0	
haWadIpikA	0	
haWaparRI	0	
haWapradIpikA	1	DICO/73.html#ha.thapradiipikaa
haWayoga	1	DICO/73.html#ha.thayoga
haWayogaviveka	0	
haWayogasaMgraha	0	
haWayogin	0	
haWaratnAvalI	0	
haWavidyA	1	DICO/73.html#ha.thavidyaa
haWaSarman	1	DICO/73.html#ha.thazarman
haWasaMketacandrikA	0	
haWAdeSin	0	
haWAyAta	0	
haWAlu	0	
haWASleza	0	
haWAtkAra	0	
haWikA	0	
haWin	0	
haqa	0	
haqi	0	
haqika	0	
haqqaka	0	
haqqi	0	
haqqika	0	
haqqipa	0	
haqqa	0	
haqqaja	0	
haqqacandra	0	
haQakka	0	
haRqa	0	
haRqaka	0	
haRqikA	0	
haRqikAsuta	0	
haRqI	0	
haRqA	0	
hata	0	
haTiRAvagrAma	0	
had	1	DICO/73.html#had
hadana	0	
hanna	0	
hAdi	1	DICO/73.html#haadi
hadda	0	
haddeSa	0	
han	1	DICO/73.html#han#1
hatakaRwaka	0	
hatakilbiza	0	
hatacitta	0	
hatacetas	0	
hatacCAya	0	
hatajalpita	0	
hatajIvana	0	
hatajIvita	0	
hatajYAna	1	DICO/73.html#hataj~naana
hatajyotirniSITa	0	
hatatApa	0	
hatatrapa	0	
hatatviwka	0	
hatatviz	0	
hatadEva	1	DICO/73.html#hatadaiva
hatadviz	1	DICO/73.html#hatadvi.s
hataDI	0	
hataDvAnta	0	
hataparamArTa	0	
hatapitf	0	
hataputra	0	
hatapraBa	1	DICO/73.html#hataprabha
hatapraBAva	0	
hatapramAda	0	
hatapravIra	0	
hataprAya	0	
hatabAnDava	0	
hatabudDi	0	
hataBaga	0	
hataBAgya	0	
hataBrAtf	0	
hatamati	0	
hatamAtf	0	
hatamAna	0	
hatamAnasa	0	
hatamUrKa	0	
hatameDas	0	
hatayudDa	0	
hataraTa	0	
hatalakzaRa	0	
hatavarcas	0	
hatavikramodyama	0	
hataviDi	1	DICO/73.html#hatavidhi
hatavinaya	0	
hatavIrya	1	DICO/73.html#hataviirya
hatavftta	0	
hatavfttatA	0	
hatavfzRI	0	
hatavega	0	
hatavrIqa	0	
hataSizwa	0	
hataSizwajana	0	
hataSeza	0	
hataSrI	0	
hatasampada	0	
hatasammada	0	
hatasarvayoDa	0	
hatasADvasa	0	
hatasUta	0	
hatastrIka	0	
hatasvara	0	
hatasvasf	0	
hatahima	0	
hatahfdaya	0	
hatAGaSansa	0	
hatADimanTa	0	
hatAroha	0	
hatAvaSeza	0	
hatASa	0	
hatASraya	0	
hatASva	0	
hatekzaRa	0	
hatEnas	0	
hatottara	0	
hatodyama	0	
hatOjas	0	
hataka	0	
hati	1	DICO/73.html#hati
hatu	0	
hatnu	0	
hatya	1	DICO/73.html#hatya
hatyA	0	
hatru	0	
hatvAya	0	
hatvI	0	
haTa	0	
hana	1	DICO/73.html#hana
hanana	1	DICO/73.html#hanana
hananaSIla	0	
hananIya	0	
hananIyaka	0	
hani	0	
hanIyas	0	
hanu	0	
hanuza	0	
hanUza	0	
hantave	0	
hantavE	0	
hantavya	1	DICO/73.html#hantavya
hanti	0	
hantu	1	DICO/73.html#hantu
hantukAma	1	DICO/73.html#hantukaama
hantumanas	0	
hantf	1	DICO/73.html#hant.r
hantftva	0	
hantrImuKa	0	
hantva	0	
hanman	0	
hanyamAna	0	
hAnuka	0	
hAntra	0	
hAndra	0	
hanIla	0	
hanugraha	0	
hanuBeda	0	
hanumat	0	
hanumokza	0	
hanuzkamBa	0	
hanusaMhati	0	
hanusaMhanana	0	
hanustamBa	0	
hanusvana	0	
hanavya	0	
hanukA	0	
hanumac	0	
hanumacCata	0	
hanumaj	0	
hanumajjayantI	0	
hanumatkalpa	0	
hanumatkavaca	0	
hanumatkAvya	0	
hanumatkIrtana	0	
hanumattElaviDi	0	
hanumatpaYcANga	0	
hanumatpawala	0	
hanumatpadDati	0	
hanumatpratizWA	0	
hanumatpratizWAkalpa	0	
hanumatprabanDa	0	
hanumatprAtaHstotra	0	
hanumatsaMhitA	0	
hanumatsahasranAman	0	
hanumatstotra	0	
hanumad	0	
hanumadaNgadasaMvAda	0	
hanumadazwaka	0	
hanumadazwottaraSatanAman	0	
hanumadupanizad	0	
hanumadekamuKakavaca	0	
hanumadgahvara	0	
hanumaddaRqaka	0	
hanumaddIpa	0	
hanumaddurga	0	
hanumaddvAdaSanAman	0	
hanumadbali	0	
hanumadbAhuka	0	
hanumadBAzya	0	
hanumadrAmAyaRa	0	
hanumadvizayamantra	0	
hanumadvratakalpa	0	
hanumadIya	0	
hanuman	0	
hanumannAwaka	0	
hanumanniGaRwu	0	
hanumanmantragahvara	0	
hanumanmantrodDAra	0	
hanumanmAlAmantra	0	
hanumanta	0	
hanumantaBawwIya	0	
hanumanteSvara	0	
hanumanteSvaratIrTa	0	
hanula	0	
hanUmat	0	
hAnavya	0	
hAnu	0	
hanta	1	DICO/73.html#hanta
hantakAra	0	
hantokti	0	
hapuzA	0	
habuzA	0	
habasora	0	
ham	0	
hama	0	
hamIARa	0	
hamIpurya	0	
hamba	0	
hambIrA	0	
hamBA	0	
hamBArava	0	
hamBASabda	0	
hamBAya	0	
hamm	0	
hammIra	1	DICO/73.html#hammiira
hammIracarita	0	
hay	0	
haya	1	DICO/73.html#haya
hayakanTarA	0	
hayakanTarikA	0	
hayakarman	0	
hayakAtarA	0	
hayakAtarikA	0	
hayaganDa	0	
hayagardaBi	0	
hayagrIva	1	DICO/73.html#hayagriiva
hayagrIvagadya	0	
hayagrIvadaRqaka	0	
hayagrIvapaYcarAtra	0	
hayagrIvapaYjara	0	
hayagrIvaprokta	0	
hayagrIvaripu	0	
hayagrIvavaDa	1	DICO/73.html#hayagriivavadha
hayagrIvasaMhitA	0	
hayagrIvasahasranAmastotra	0	
hayagrIvastotra	0	
hayagrIvahan	0	
hayagrIvopanizad	0	
hayaGna	0	
hayaMkaza	0	
hayacaryA	0	
hayacCawA	0	
hayajYa	0	
hayajYatA	0	
hayajYAna	0	
hayatattva	0	
hayatattvajYa	0	
hayadAnava	0	
hayadvizat	0	
hayanirGoza	0	
hayapa	0	
hayapati	0	
hayapucCa	0	
hayapucCikA	0	
hayapriya	0	
hayamAra	0	
hayamAraka	0	
hayamAraRa	0	
hayamuKa	0	
hayameDa	1	DICO/73.html#hayamedha
hayameDayAj	0	
hayarUpin	0	
hayalAlA	0	
hayalIlAvatI	0	
hayavAhana	0	
hayavAhanaSaMkara	0	
hayavAhanasaMkara	0	
hayavidyA	0	
hayaSAlA	0	
hayaSAstra	0	
hayaSikzA	0	
hayaSiras	0	
hayaSiSu	0	
hayaSIrza	1	DICO/73.html#hayaziir.sa
hayaSIrzapaYcarAtra	1	DICO/73.html#hayaziir.sapa~ncaraatra
hayaSIrzan	0	
hayasaMgrahaRa	0	
hayaskanDa	0	
hayahartf	0	
hayANga	0	
hayADyakza	0	
hayAnanA	0	
hayAyurveda	0	
hayAri	0	
hayArUQa	0	
hayAroha	0	
hayAlaya	0	
hayASanA	0	
hayAsya	0	
hayAsyaka	0	
hayezwa	0	
hayottama	0	
hayottamayuj	0	
hayana	0	
hayi	0	
hayin	0	
hayuzA	0	
haye	0	
hara	1	DICO/73.html#hara
harakumAraWakkura	0	
harakeli	0	
harakeSa	0	
harakoSa	0	
harakzetra	0	
haragaRa	0	
haragupta	0	
haragovinda	0	
haragOrI	0	
haragOrIsaMvAda	0	
haracaritacintAmaRi	1	DICO/73.html#haracaritacintaama.ni
haracApAropaRa	0	
haracUqAmaRi	0	
harajit	0	
harajI	0	
haratejas	0	
haradagDamUrti	0	
haradatta	1	DICO/73.html#haradatta
haradattacaritra	0	
haradattasiMha	0	
haradattAcArya	1	DICO/73.html#haradattaacaarya
haradattIya	0	
haradAsa	0	
haranartaka	0	
haranATa	0	
haranArAyaRa	0	
haranetra	0	
harapati	0	
harapradIpikA	0	
harapriya	0	
harabala	0	
harabIja	0	
haramukuwamAhAtmya	0	
harameKalA	0	
harameKalin	0	
haramohana	0	
hararAta	0	
hararUpa	0	
haravijaya	1	DICO/73.html#haravijaya
haravilAsa	1	DICO/73.html#haravilaasa
haraSUra	0	
haraSfNgArA	0	
haraSeKarA	0	
harasaKa	0	
harasiMha	0	
harasidDipradA	0	
harasUnu	0	
harasvAmin	0	
harahAra	0	
harahUrA	0	
harAkza	0	
harAdri	0	
harAnata	0	
harAnanda	0	
harAyatana	0	
harArDa	0	
harArDatA	0	
harAvatI	0	
harAvAsa	0	
harAspada	0	
harAhara	0	
hareSvara	0	
harodBeda	0	
haraka	0	
haraRa	1	DICO/73.html#hara.na
haraRaBAga	0	
haraRahArika	0	
haraRAharaRa	0	
haraRi	0	
haraRIya	0	
harayARa	0	
haras	0	
harasvat	0	
harasvin	0	
harASaya	0	
hari	1	DICO/73.html#Uhari
harika	0	
hariman	0	
harIman	0	
harta	0	
hartave	0	
hartavE	0	
hartavya	0	
hartu	0	
hartf	1	DICO/73.html#hart.r
harman	0	
harmita	0	
hAra	1	DICO/73.html#haara#1
hAraguwikA	0	
hAraPala	0	
hAraPalaka	0	
hAraBUrA	0	
hAraBUzika	0	
hAramuktA	1	DICO/73.html#haaramuktaa
hArayazwi	0	
hAralatA	0	
hAravarza	1	DICO/73.html#haaravar.sa
hArahArA	0	
hArahURa	0	
hArahUra	0	
hArahUrikA	0	
hArahOra	0	
hArAvalI	1	DICO/73.html#haaraavalii
hAraka	1	DICO/73.html#haaraka
hAraRA	0	
hAram	0	
hArApaya	0	
hArApayati	0	
hArAya	0	
hAri	0	
hArikaRWa	0	
hArita	1	DICO/73.html#haarita#1
hArin	1	DICO/73.html#haarin
hAritva	0	
hArIta	0	
hAruka	0	
hArtra	0	
hArtrya	0	
hArya	1	DICO/73.html#haarya
hAryaputra	0	
haramuja	0	
harave	0	
harAka	0	
harikaRWa	0	
harikaTAmfta	0	
harikarRa	0	
harikavi	0	
harikavIndra	0	
harikAnta	0	
harikArikA	1	DICO/73.html#harikaarikaa
harikAladeva	0	
harikAlAvrata	0	
harikAlItftIyA	0	
harikAlItftIyAvrata	0	
harikIrtana	0	
harikutsa	0	
harikfzRa	1	DICO/73.html#harik.r.s.na
harikfzRasamudDAra	0	
harikfzRasidDAnta	0	
harikelIya	0	
harikeSa	1	DICO/73.html#harikeza
harikrAntA	0	
harikzetra	0	
harigaRa	0	
harigati	0	
hariganDa	0	
harigiri	0	
harigItA	0	
hariguRamaRidarpaRa	0	
harigurustavamAlA	0	
harigfha	0	
harigopaka	0	
hariGoza	0	
haricandana	1	DICO/73.html#haricandana
haricandanAspada	0	
haricandra	1	DICO/73.html#haricandra
haricaraRadAsa	0	
haricaraRapurI	0	
haricApa	0	
harija	0	
harijAta	0	
harijit	0	
harijIva	0	
harijIvanamiSra	0	
harinEgumezin	0	
haritattvamuktAvali	0	
haritattvamuktAvalI	0	
harituraga	0	
harituraMgama	0	
harituraMgamAyuDa	0	
haritozaRa	0	
haritrAta	0	
haritvac	0	
haridatta	0	
haridattadEvajYa	0	
haridattaBawwa	0	
haridattamiSra	0	
haridarBa	0	
haridAsa	1	DICO/73.html#haridaasa
haridAsatarkAcArya	0	
haridAsanyAyavAcaspatitarkAlaMkAraBawwAcArya	0	
haridAsaBawwa	0	
haridAsaBawwAcArya	0	
haridAsamiSra	0	
haridAsavijaya	0	
haridina	0	
haridinatilaka	0	
haridiS	0	
haridIkzita	1	DICO/73.html#haridiik.sita
haridUta	0	
haridfSvan	0	
harideva	0	
haridevamiSra	0	
haridevasUri	0	
haridrava	0	
haridru	1	DICO/73.html#haridru
haridrumat	1	DICO/73.html#haridrumat
haridruka	0	
haridvAra	1	DICO/73.html#haridvaara
haridvAramAhAtmya	0	
haridviz	0	
hariDAyas	0	
hariDAritagranTa	0	
hariDUmra	0	
harinakzatra	0	
harinadI	0	
harinadIramya	0	
harinanda	0	
harinandana	0	
harinandin	0	
harinATa	0	
harinATagosvAmin	0	
harinATamahopADyAya	0	
harinATAcArya	0	
harinATopADyAya	0	
harinAnAkfti	0	
harinABa	0	
harinAman	1	DICO/73.html#harinaaman
harinAmakavaca	0	
harinAmamAlA	0	
harinAmavyAKyA	0	
harinAmAmfta	0	
harinAmAmftavEzRavavyAkaraRa	0	
harinAmopanizad	0	
harinAyaka	0	
harinArAyaRa	0	
harinArAyaRaSarman	0	
harinArAyaRIya	0	
harinIla	0	
harinetra	0	
haripaYcakavrata	0	
haripaYcAyuDastotra	0	
haripaRqita	0	
haripaRqitIya	0	
haripada	0	
hariparRa	0	
hariparvata	0	
haripA	0	
haripAla	0	
haripAladeva	0	
haripAlaBawwa	0	
haripiNga	0	
haripiNgala	0	
haripiRqA	0	
haripura	0	
haripUjanaviDi	0	
haripUjApadDati	0	
haripraboDa	0	
haripraBa	0	
haripraBatva	0	
hariprasAda	0	
hariprasAdamAhAtmya	0	
haripriya	1	DICO/73.html#haripriya
haribaBru	0	
haribala	0	
haribAbA	0	
haribIja	0	
haribuNgapura	0	
hariboDa	0	
hariboDadina	0	
haribrahman	0	
hariBakta	0	
hariBakti	0	
hariBaktikalpalatA	0	
hariBaktikalpalatikA	0	
hariBaktitaraMgiRI	0	
hariBaktidIpikA	0	
hariBaktiBAskarasadvEzRavasArasarvasva	0	
hariBaktiBAskarodaya	0	
