bhs_key2	mw_tier	pwg_tier	dcs_lemma_id	dcs_bhs_tokens	dcs_bhs_loci	dcs_tier	dcs_lemma_hits
lohitakA	unlinked	unlinked	220964	2	Divyāvadāna	exact	1
lohitaka	exact	exact		0		unlinked	0
lohitakopaDAna	unlinked	unlinked		0		unlinked	0
lohitamuktA	unlinked	unlinked		0		unlinked	0
lohitanyAyatana	unlinked	unlinked		0		unlinked	0
lohitavastuka	unlinked	unlinked		0		unlinked	0
lohitikA	unlinked	unlinked	67432	5	Divyāvadāna	exact	1
lokABaraRa	unlinked	unlinked		0		unlinked	0
lokABilAzin	exact	unlinked		0		unlinked	0
lokABilAzita	exact	unlinked	67054	1	Lalitavistara	exact	1
lokAKyAna-kaTA	unlinked	unlinked		0		unlinked	0
lokAkza	unlinked	unlinked		0		unlinked	0
lokAlokanihitamalla	unlinked	unlinked		0		unlinked	0
lokAntarikA	unlinked	unlinked		0		unlinked	0
lokAnujYA	unlinked	unlinked		0		unlinked	0
lokAnuvartanA	unlinked	unlinked		0		unlinked	0
lokAyatana	exact	exact		0		unlinked	0
loka	exact	form_key	66869	624	Abhidharmakośa;Acintyastava;Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Viṃśatikāvṛtti;Āryāsaptaśatī;Śikṣāsamuccaya	exact	1
lokaDAtu	unlinked	exact	66908	297	Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Śikṣāsamuccaya	exact	1
lokaDara	unlinked	unlinked		0		unlinked	0
lokaDarma	unlinked	unlinked		0		unlinked	0
lokaMDara	unlinked	unlinked		0		unlinked	0
lokagati	unlinked	exact		0		unlinked	0
lokaguru	unlinked	exact		0		unlinked	0
lokaji	unlinked	unlinked		0		unlinked	0
lokajyezWa	unlinked	exact		0		unlinked	0
lokakzetriya	unlinked	unlinked		0		unlinked	0
lokanATa	unlinked	exact	66912	6	Acintyastava;Bodhicaryāvatāra;Mūlamadhyamakārikāḥ;Saddharmapuṇḍarīkasūtra	exact	1
lokanATavyAkaraRa	unlinked	unlinked		0		unlinked	0
lokanizWa	unlinked	unlinked		0		unlinked	0
lokapAlarAjan	unlinked	unlinked		0		unlinked	0
lokapUjita	unlinked	exact		0		unlinked	0
lokapadma	unlinked	unlinked		0		unlinked	0
lokaparitrAtar	unlinked	unlinked		0		unlinked	0
lokapati	unlinked	exact		0		unlinked	0
lokapradIpa	unlinked	exact		0		unlinked	0
lokapriya	unlinked	unlinked		0		unlinked	0
lokasundara	unlinked	exact	67017	1	Lalitavistara	exact	1
lokavid	unlinked	exact		0		unlinked	0
lokavijita	unlinked	unlinked		0		unlinked	0
lokeSvara	form_key	form_key	67068	1	Bodhicaryāvatāra	exact	1
lokeSvararAja	unlinked	unlinked		0		unlinked	0
lokendra	unlinked	unlinked		0		unlinked	0
lokendraGoza	unlinked	unlinked		0		unlinked	0
lokendrakAyapratiBAsapraBa	unlinked	unlinked		0		unlinked	0
lokendrapravarapraBaGoza	unlinked	unlinked		0		unlinked	0
lokendrarAja	unlinked	unlinked		0		unlinked	0
lokendrateja(s)	unlinked	unlinked		0		unlinked	0
lokika	unlinked	unlinked	221706	1	Lalitavistara	exact	1
lokinI	unlinked	unlinked		0		unlinked	0
lokottara	exact	exact	67075	12	Aṣṭasāhasrikā;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saundarānanda;Viṃśatikāvṛtti	exact	1
lokottara-vAdin	unlinked	marker_strip		0		unlinked	0
lokottaraparivarta	unlinked	exact		0		unlinked	0
loqayati	unlinked	unlinked		0		unlinked	0
lozwu	exact	exact		0		unlinked	0
luNga	exact	exact		0		unlinked	0
lugna	unlinked	unlinked		0		unlinked	0
lujjati	unlinked	unlinked		0		unlinked	0
lumba	unlinked	unlinked		0		unlinked	0
lumbinI	unlinked	exact		0		unlinked	0
lumbinISrezWa	unlinked	unlinked		0		unlinked	0
luqati	unlinked	unlinked		0		unlinked	0
luqita	unlinked	unlinked		0		unlinked	0
mADAta	unlinked	unlinked	221390	1	Divyāvadāna	exact	1
mADyamika	exact	exact		0		unlinked	0
mADyandina	unlinked	form_key		0		unlinked	0
mAMsabala	unlinked	unlinked		0		unlinked	0
mAMsacakzu(s)	unlinked	unlinked	78237	2	Saddharmapuṇḍarīkasūtra	marker_strip	1
mAMsaja	unlinked	exact		0		unlinked	0
mAMsakIla	unlinked	exact		0		unlinked	0
mAMsika	exact	form_key	78327	1	Saddharmapuṇḍarīkasūtra	exact	1
mARa	exact	exact	78842	91	Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra;Saundarānanda;Āryāsaptaśatī	form_key	2
mARava	exact	form_key	78452	39	Aṣṭasāhasrikā;Divyāvadāna;Saṅghabhedavastu	exact	1
mARicara	unlinked	exact		0		unlinked	0
mARqaleya	unlinked	unlinked		0		unlinked	0
mARqalya	unlinked	unlinked		0		unlinked	0
mARqavya	form_key	exact		0		unlinked	0
mAWara	exact	exact		0		unlinked	0
mAdana	form_key	form_key		0		unlinked	0
mAgaDa	form_key	form_key	78364	14	Divyāvadāna	exact	2
mAgaDaka	exact	exact	78370	3	Avadānaśataka	exact	2
mAgandika	unlinked	unlinked		0		unlinked	0
mAhizmatI	exact	exact		0		unlinked	0
mAkandika	exact	exact		0		unlinked	0
mAkkowaka	unlinked	unlinked		0		unlinked	0
mAlA	exact	exact	79462	57	Avadānaśataka;Aṣṭasāhasrikā;Buddhacarita;Divyāvadāna;Lalitavistara;Saundarānanda;Saṅghabhedavastu;Āryāsaptaśatī	exact	1
mAlA-vihAra	unlinked	unlinked		0		unlinked	0
mAlADArI	unlinked	unlinked		0		unlinked	0
mAlADAra	unlinked	unlinked	79480	6	Divyāvadāna	exact	1
mAlADArin	unlinked	unlinked		0		unlinked	0
mAlADarin	unlinked	unlinked		0		unlinked	0
mAla	exact	exact		0		unlinked	0
mAlaka	exact	exact		0		unlinked	0
mAlawa	unlinked	unlinked		0		unlinked	0
mAli	exact	exact		0		unlinked	0
mAlikA	exact	exact	79460	1	Lalitavistara	exact	1
mAlinI	exact	unlinked		0		unlinked	0
mAlu	exact	exact		0		unlinked	0
mAluda	exact	exact		0		unlinked	0
mAludu	unlinked	unlinked		0		unlinked	0
mAlutA	unlinked	unlinked		0		unlinked	0
mAluta	unlinked	unlinked		0		unlinked	0
mAluvA	exact	unlinked		0		unlinked	0
mAlyA	exact	unlinked		0		unlinked	0
mAlya	exact	exact	79515	74	Avadānaśataka;Aṣṭasāhasrikā;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu	exact	1
mAlyaDara	unlinked	unlinked		0		unlinked	0
mAlyacitra	unlinked	unlinked		0		unlinked	0
mAmakI	exact	unlinked		0		unlinked	0
mAnApika	unlinked	unlinked		0		unlinked	0
mAnApya	exact	unlinked		0		unlinked	0
mAnAtimAna	unlinked	unlinked		0		unlinked	0
mAnAtva	unlinked	unlinked		0		unlinked	0
mAnDAta	unlinked	unlinked	221387	11	Divyāvadāna	exact	1
mAnDAtf-sUtra	unlinked	unlinked		0		unlinked	0
mAna-kUwa	unlinked	unlinked		0		unlinked	0
mAnaBaYja	unlinked	unlinked		0		unlinked	0
mAnasI	exact	unlinked		0		unlinked	0
mAnasaka	unlinked	unlinked		0		unlinked	0
mAnastabDa	unlinked	unlinked		0		unlinked	0
mAnatva	unlinked	exact		0		unlinked	0
mAnava	form_key	form_key	78957	2	Saundarānanda	exact	1
mAnavaka	form_key	form_key	78453	18	Avadānaśataka;Divyāvadāna;Lalitavistara;Āryāsaptaśatī	form_key	1
mAndAra	exact	exact	220434	2	Aṣṭasāhasrikā;Lalitavistara	exact	1
mAndAraka	exact	unlinked	79060	2	Divyāvadāna	exact	1
mAndArava	exact	exact	220435	14	Aṣṭasāhasrikā;Lalitavistara;Saddharmapuṇḍarīkasūtra	exact	1
mAnuza	form_key	form_key	79021	39	Avadānaśataka;Bodhicaryāvatāra;Divyāvadāna;Lalitavistara;Mūlamadhyamakārikāḥ	exact	3
mAnuzaka	exact	exact		0		unlinked	0
mAqa	exact	exact		0		unlinked	0
mArIcI	exact	unlinked		0		unlinked	0
mArIca	exact	exact		0		unlinked	0
mArIci	exact	form_key		0		unlinked	0
mAra	exact	exact	79193	156	Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Saundarānanda	exact	1
mAraDvaja	unlinked	unlinked		0		unlinked	0
mAraRAntika	unlinked	unlinked		0		unlinked	0
mArabalapramardin	unlinked	unlinked		0		unlinked	0
mArakAyika	unlinked	exact		0		unlinked	0
mArakaraRqa	unlinked	unlinked		0		unlinked	0
mAramaRqalanirGozasvara	unlinked	unlinked		0		unlinked	0
mArapramardaka	unlinked	unlinked		0		unlinked	0
mArdava	exact	exact	79434	3	Buddhacarita;Saddharmapuṇḍarīkasūtra;Saundarānanda	exact	2
mArga	exact	exact	79293	169	Abhidharmakośa;Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Saddharmapuṇḍarīkasūtra;Saundarānanda;Āryāsaptaśatī;Śikṣāsamuccaya	exact	1
mArgaRA	unlinked	unlinked		0		unlinked	0
mArgaRatA	unlinked	exact		0		unlinked	0
mArgaka	exact	exact		0		unlinked	0
mArgika	exact	form_key		0		unlinked	0
mArgo(d)dyotayitar	unlinked	unlinked		0		unlinked	0
mAri	exact	exact		0		unlinked	0
mAriRI	unlinked	unlinked		0		unlinked	0
mArjAla	exact	exact		0		unlinked	0
mArjanI	exact	unlinked		0		unlinked	0
mArjara	unlinked	unlinked		0		unlinked	0
mAruta	form_key	exact	79248	6	Bodhicaryāvatāra;Buddhacarita;Saundarānanda;Saṅghabhedavastu;Āryāsaptaśatī	exact	2
mArza	exact	exact	79442	51	Aṣṭasāhasrikā;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Saṅghabhedavastu	exact	1
mAskarin	unlinked	unlinked		0		unlinked	0
mAsopavAsaka	exact	unlinked		0		unlinked	0
mAtApEtfka	unlinked	unlinked		0		unlinked	0
mAtApitf	unlinked	unlinked		0		unlinked	0
mAtApitfjYa	unlinked	unlinked		0		unlinked	0
mAtApitfka	unlinked	unlinked		0		unlinked	0
mAtaNga	form_key	exact	78518	5	Bodhicaryāvatāra;Lalitavistara;Viṃśatikāvṛtti	form_key	1
mAtali	exact	exact		0		unlinked	0
mAtfgrAma	unlinked	exact	78564	15	Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra;Saṅghabhedavastu	exact	1
mAtfjYa	unlinked	unlinked		0		unlinked	0
mAtfkA	exact	unlinked	78655	5	Divyāvadāna;Lalitavistara	exact	1
mAtfyo	unlinked	unlinked		0		unlinked	0
mAtrA-Bojin	unlinked	unlinked		0		unlinked	0
mAtrI	unlinked	unlinked		0		unlinked	0
mAtrajYa	unlinked	unlinked		0		unlinked	0
mAtrajYa-tA	unlinked	unlinked		0		unlinked	0
mAtsika	exact	exact		0		unlinked	0
mAtula	exact	exact	78637	3	Divyāvadāna	exact	1
mAyA	exact	unlinked	79101	137	Acintyastava;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Āryāsaptaśatī	exact	1
mAyAjAlamahAyoga-tantra	unlinked	unlinked		0		unlinked	0
mAyAkAra	unlinked	exact	79103	3	Acintyastava;Aṣṭasāhasrikā	exact	1
mAyUrI	exact	unlinked		0		unlinked	0
mAyUravratin	unlinked	unlinked		0		unlinked	0
mAya	exact	exact		0		unlinked	0
mAyatA	unlinked	unlinked		0		unlinked	0
mAyati	unlinked	unlinked		0		unlinked	0
mAza-rASi-varRa	unlinked	unlinked		0		unlinked	0
mAzwa	unlinked	unlinked		0		unlinked	0
mETunABAzaRa	exact	unlinked		0		unlinked	0
mEneya	exact	exact		0		unlinked	0
mEtrA	unlinked	unlinked		0		unlinked	0
mEtrAsa-tA	unlinked	unlinked		0		unlinked	0
mEtrAvant	unlinked	unlinked		0		unlinked	0
mEtrAyaRI	exact	unlinked	72256	4	Aṣṭasāhasrikā	exact	1
mEtrAyajYa	unlinked	unlinked		0		unlinked	0
mEtrAyana	form_key	form_key		0		unlinked	0
mEtrAyati	unlinked	unlinked		0		unlinked	0
mEtrI	exact	unlinked	72271	43	Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra;Saundarānanda;Āryāsaptaśatī	exact	1
mEtrIvyAkaraRa	unlinked	unlinked		0		unlinked	0
mEtrIya	unlinked	unlinked		0		unlinked	0
mEtrIyaSa(s)	unlinked	unlinked		0		unlinked	0
mEtra-nAma(n)	unlinked	unlinked		0		unlinked	0
mEtraSrI	unlinked	unlinked		0		unlinked	0
mEtrabala	unlinked	unlinked		0		unlinked	0
mEtraka	exact	exact		0		unlinked	0
mEtrakanya	unlinked	unlinked		0		unlinked	0
mEtranATa	unlinked	unlinked		0		unlinked	0
mEtreya	exact	exact	72280	61	Aṣṭasāhasrikā;Bodhicaryāvatāra;Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra	exact	1
mEtreyavimokza	unlinked	unlinked		0		unlinked	0
mEtriya	unlinked	unlinked		0		unlinked	0
mEtryA	unlinked	unlinked		0		unlinked	0
mIQa	exact	exact		0		unlinked	0
mIgava	unlinked	unlinked		0		unlinked	0
mImAMsana	unlinked	form_key		0		unlinked	0
mIqa	unlinked	unlinked		0		unlinked	0
mIvaga	exact	exact		0		unlinked	0
mIwa	unlinked	unlinked		0		unlinked	0
mOdgalyAyana	exact	exact	72641	18	Divyāvadāna;Saṅghabhedavastu	exact	1
mOdrika	exact	unlinked		0		unlinked	0
mOla	exact	exact	72676	5	Mūlamadhyamakārikāḥ	exact	2
mOnIndra	exact	unlinked		0		unlinked	0
mOna	form_key	exact	72645	4	Buddhacarita;Saundarānanda;Āryāsaptaśatī	exact	2
mOneya	exact	exact		0		unlinked	0
mOra	unlinked	unlinked		0		unlinked	0
mOrin	unlinked	unlinked		0		unlinked	0
mOrya	exact	form_key		0		unlinked	0
mOzwika	exact	exact	72708	1	Saddharmapuṇḍarīkasūtra	exact	1
mUDAma	unlinked	unlinked		0		unlinked	0
mUQAma	unlinked	unlinked		0		unlinked	0
mUQa	exact	exact		0		unlinked	0
mUlApakarza	unlinked	unlinked		0		unlinked	0
mUlApatti	unlinked	unlinked		0		unlinked	0
mUlAto	unlinked	unlinked		0		unlinked	0
mUla	form_key	form_key	137542	358	Abhidharmakośa;Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Āryāsaptaśatī;Śikṣāsamuccaya	exact	1
mUlaM	unlinked	unlinked		0		unlinked	0
mUlaPalguna	unlinked	unlinked		0		unlinked	0
mUlagranTa	unlinked	exact		0		unlinked	0
mUlaka	exact	exact		0		unlinked	0
mUlamAnuza	unlinked	unlinked		0		unlinked	0
mUlasarvAstivAda	unlinked	exact		0		unlinked	0
mUle	unlinked	unlinked		0		unlinked	0
mUlikA	exact	unlinked		0		unlinked	0
mUlika	exact	exact		0		unlinked	0
mUrCita	exact	unlinked		0		unlinked	0
mUrCitaka	unlinked	unlinked		0		unlinked	0
mUrDAna	unlinked	unlinked		0		unlinked	0
mUrDApiDAna	unlinked	unlinked		0		unlinked	0
mUrDAta	unlinked	unlinked	221389	58	Divyāvadāna	exact	1
mUrDa-piDAna	unlinked	unlinked		0		unlinked	0
mUrDan	form_key	exact	136454	56	Avadānaśataka;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Āryāsaptaśatī	exact	1
mUrData	unlinked	unlinked		0		unlinked	0
mUrDawaka	unlinked	exact		0		unlinked	0
mUrDnawaka	unlinked	unlinked		0		unlinked	0
mUrKalikA	exact	exact		0		unlinked	0
mUtoqI	unlinked	unlinked		0		unlinked	0
mUwa	exact	unlinked		0		unlinked	0
mUyate	unlinked	unlinked		0		unlinked	0
mUzI	exact	unlinked		0		unlinked	0
mUzati	unlinked	unlinked		0		unlinked	0
mUzikAhEraRyika	unlinked	unlinked		0		unlinked	0
ma	exact	exact		0		unlinked	0
maDu-Sira(s)	unlinked	unlinked		0		unlinked	0
maDu-yakzI	unlinked	unlinked		0		unlinked	0
maDudAtar	unlinked	unlinked		0		unlinked	0
maDumADava	unlinked	exact		0		unlinked	0
maDura	exact	exact	35704	61	Avadānaśataka;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra;Saundarānanda;Āryāsaptaśatī	exact	2
maDuranirGoza	unlinked	exact		0		unlinked	0
maDurasvara	unlinked	exact	35744	1	Saddharmapuṇḍarīkasūtra	exact	1
maDuravadana	unlinked	unlinked		0		unlinked	0
maDusaMBava	unlinked	exact		0		unlinked	0
maDusikTa	unlinked	unlinked		0		unlinked	0
maDuskanDa	unlinked	unlinked		0		unlinked	0
maDuvAsava	unlinked	unlinked		0		unlinked	0
maDyAhAriRI-lipi	exact	marker_strip	35889	1	Lalitavistara	marker_strip	1
maDyAkzaravistara-lipi	marker_strip	marker_strip	35880	1	Lalitavistara	marker_strip	1
maDya	exact	form_key	35810	121	Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Āryāsaptaśatī	exact	2
maDya-strI	unlinked	unlinked		0		unlinked	0
maDyaMdina	unlinked	exact		0		unlinked	0
maDyadeSika	unlinked	unlinked		0		unlinked	0
maDyamAgama	exact	exact		0		unlinked	0
maDyama	form_key	exact	35895	32	Aṣṭasāhasrikā;Bodhicaryāvatāra;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu	exact	1
maDyamakIya	unlinked	unlinked		0		unlinked	0
maDyamaka	exact	exact	35938	1	Saddharmapuṇḍarīkasūtra	exact	1
maDyantika	unlinked	unlinked		0		unlinked	0
maDyena	form_key	unlinked		0		unlinked	0
maDyima	unlinked	unlinked		0		unlinked	0
maGA	exact	unlinked	26596	2	Aṣṭasāhasrikā	exact	1
maGI	unlinked	unlinked		0		unlinked	0
maGa	form_key	form_key	26594	24	Divyāvadāna	exact	1
maMjarI-jAtaka	unlinked	unlinked		0		unlinked	0
maNgala	exact	exact	26624	13	Divyāvadāna;Lalitavistara;Āryāsaptaśatī	exact	3
maNgalasena	unlinked	unlinked		0		unlinked	0
maNgalya	exact	exact	26724	2	Divyāvadāna;Lalitavistara	exact	2
maNgalya-lipi	unlinked	unlinked		0		unlinked	0
maNgu	exact	unlinked		0		unlinked	0
maNgu-	marker_strip	unlinked		0		unlinked	0
maNgula	exact	unlinked		0		unlinked	0
maNgusa	unlinked	unlinked		0		unlinked	0
maNku	form_key	form_key	26607	1	Avadānaśataka	exact	1
maRi	exact	exact	26897	131	Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Saundarānanda;Āryāsaptaśatī	exact	1
maRi-BUmi	unlinked	marker_strip		0		unlinked	0
maRiDAriRI	unlinked	unlinked		0		unlinked	0
maRiDarA	unlinked	unlinked		0		unlinked	0
maRicUqA	unlinked	unlinked		0		unlinked	0
maRicUqa	unlinked	exact		0		unlinked	0
maRicakra	unlinked	unlinked		0		unlinked	0
maRicakravicitrapratimaRqitavyUhA	unlinked	unlinked		0		unlinked	0
maRigarBa	unlinked	unlinked		0		unlinked	0
maRigarBarAjaS(i)ritejavatI	unlinked	unlinked		0		unlinked	0
maRikARa	unlinked	unlinked		0		unlinked	0
maRikAnana	unlinked	exact		0		unlinked	0
maRikAraka	unlinked	unlinked		0		unlinked	0
maRika	exact	form_key		0		unlinked	0
maRikaRWa	unlinked	exact		0		unlinked	0
maRikarRa	unlinked	exact		0		unlinked	0
maRiketu	unlinked	exact		0		unlinked	0
maRikuRqalaDara	unlinked	unlinked		0		unlinked	0
maRimakuwa	unlinked	unlinked		0		unlinked	0
maRimanta	unlinked	unlinked		0		unlinked	0
maRimeruvirocanaDvajapradIpA	unlinked	unlinked		0		unlinked	0
maRiprasTa	unlinked	unlinked		0		unlinked	0
maRiprastAraka	unlinked	unlinked		0		unlinked	0
maRirAja	unlinked	exact		0		unlinked	0
maRiratnagarBa	unlinked	unlinked		0		unlinked	0
maRirocanI	unlinked	unlinked		0		unlinked	0
maRisUryacandravidyotitapraBA	unlinked	unlinked		0		unlinked	0
maRisUryapraBAsagarBA	unlinked	unlinked		0		unlinked	0
maRisumeru	unlinked	unlinked		0		unlinked	0
maRisumeruS(i)rI	unlinked	unlinked		0		unlinked	0
maRisuta	unlinked	unlinked		0		unlinked	0
maRivarRa	unlinked	unlinked		0		unlinked	0
maRivatI	unlinked	unlinked		0		unlinked	0
maRiviraja(s)	unlinked	unlinked		0		unlinked	0
maRivizARa	unlinked	unlinked		0		unlinked	0
maRiviza	unlinked	unlinked		0		unlinked	0
maRqAnupUrvI	unlinked	unlinked		0		unlinked	0
maRqIlaka	exact	unlinked		0		unlinked	0
maRqUka	form_key	exact		0		unlinked	0
maRqa	exact	form_key	27047	8	Aṣṭasāhasrikā;Divyāvadāna;Lalitavistara	exact	1
maRqa-pUla	unlinked	marker_strip		0		unlinked	0
maRqa-peya	unlinked	unlinked		0		unlinked	0
maRqaka	exact	exact	27063	1	Lalitavistara	exact	1
maRqalAsana	exact	unlinked		0		unlinked	0
maRqala	form_key	exact	27079	56	Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Āryāsaptaśatī	exact	1
maRqala-mAqa	unlinked	unlinked		0		unlinked	0
maRqalaka	exact	exact	27109	1	Avadānaśataka	exact	1
maRqalavAwa	unlinked	unlinked	27098	3	Divyāvadāna	exact	1
maRqalika	exact	exact		0		unlinked	0
maRqalin	exact	exact	27117	3	Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra	exact	2
maRqamA	unlinked	unlinked		0		unlinked	0
maRqanIya	unlinked	unlinked		0		unlinked	0
maRqapa	marker_strip	form_key	27054	26	Avadānaśataka;Divyāvadāna	exact	1
maRqapa-vAqa	unlinked	unlinked		0		unlinked	0
maRqara	exact	exact		0		unlinked	0
maRqarava	unlinked	unlinked		0		unlinked	0
maRqavAwa	unlinked	unlinked	27060	1	Divyāvadāna	exact	1
maRqavI	unlinked	unlinked		0		unlinked	0
maRqavya	unlinked	unlinked		0		unlinked	0
maRqitaka	unlinked	unlinked		0		unlinked	0
maRquka	exact	exact		0		unlinked	0
maSI	unlinked	unlinked		0		unlinked	0
maSaka-kuwI	unlinked	unlinked		0		unlinked	0
maSaka-varaRa	unlinked	marker_strip		0		unlinked	0
maTya	exact	exact		0		unlinked	0
maYcakAmaYcaka	unlinked	unlinked		0		unlinked	0
maYjUzaka	exact	exact	26864	4	Saddharmapuṇḍarīkasūtra	exact	1
maYjizWa	exact	exact	26809	1	Divyāvadāna	exact	1
maYjizWikA	unlinked	unlinked		0		unlinked	0
maYjuBARin	unlinked	unlinked		0		unlinked	0
maYjuDvaja	unlinked	unlinked		0		unlinked	0
maYjuGoza	unlinked	exact	26836	6	Bodhicaryāvatāra	exact	1
maYjuSrI	unlinked	exact	214671	59	Bodhicaryāvatāra;Saddharmapuṇḍarīkasūtra;Śikṣāsamuccaya	exact	1
maYjuSrIbudDakzetraguRavyUha	unlinked	unlinked		0		unlinked	0
maYjuSrImUlakalpa	unlinked	unlinked		0		unlinked	0
maYjuSrIvihAra	unlinked	unlinked		0		unlinked	0
maYjuSrIvikrIqita-sUtra	unlinked	unlinked		0		unlinked	0
maYjunATa	unlinked	exact		0		unlinked	0
maYjurava	unlinked	unlinked		0		unlinked	0
maYjusvara (1)	unlinked	unlinked		0		unlinked	0
maYjuvajra	unlinked	unlinked		0		unlinked	0
maYjuvara	unlinked	unlinked		0		unlinked	0
maYjuzaka	unlinked	unlinked		0		unlinked	0
macCa	exact	exact		0		unlinked	0
macCarI	unlinked	unlinked		0		unlinked	0
macCara	unlinked	unlinked		0		unlinked	0
madA	unlinked	unlinked		0		unlinked	0
mada-nirmadana	unlinked	unlinked		0		unlinked	0
madanA	form_key	unlinked	27396	1	Āryāsaptaśatī	exact	1
madanI	form_key	unlinked		0		unlinked	0
madana	form_key	exact	27395	24	Buddhacarita;Saundarānanda;Āryāsaptaśatī	exact	1
madgI-BUta	unlinked	unlinked		0		unlinked	0
madgu	form_key	form_key		0		unlinked	0
madgu-	marker_strip+form_key	marker_strip+form_key		0		unlinked	0
madgura	exact	form_key		0		unlinked	0
madotkawA	exact	unlinked		0		unlinked	0
madrI	exact	unlinked		0		unlinked	0
madyapura	unlinked	unlinked		0		unlinked	0
magaDa-lipi	unlinked	unlinked		0		unlinked	0
magara	unlinked	unlinked		0		unlinked	0
magava	exact	exact		0		unlinked	0
maguli-	unlinked	unlinked		0		unlinked	0
mahA	exact	form_key	37529	1	Saddharmapuṇḍarīkasūtra	exact	1
mahA-dyutika	unlinked	unlinked		0		unlinked	0
mahA-kOzWila	unlinked	marker_strip	37684	1	Saddharmapuṇḍarīkasūtra	marker_strip	1
mahA-kapPiRa	unlinked	unlinked		0		unlinked	0
mahA-karkarava	unlinked	unlinked		0		unlinked	0
mahA-karuRA	unlinked	unlinked		0		unlinked	0
mahA-kozWila	unlinked	unlinked	220382	1	Aṣṭasāhasrikā	marker_strip	1
mahA-mAndAra	unlinked	unlinked		0		unlinked	0
mahA-mOdgalyAyana	unlinked	marker_strip	77435	27	Avadānaśataka;Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra;Saṅghabhedavastu	marker_strip	1
mahA-maRqarava	unlinked	unlinked		0		unlinked	0
mahA-maYjUzaka	unlinked	marker_strip	77333	3	Saddharmapuṇḍarīkasūtra	marker_strip	1
mahA-mandAra	unlinked	unlinked		0		unlinked	0
mahA-mandArava	unlinked	marker_strip		0		unlinked	0
mahA-nagna	unlinked	marker_strip+form_key	77035	1	Lalitavistara	marker_strip	1
mahA-rUpiRI	unlinked	unlinked		0		unlinked	0
mahA-vEpulya	unlinked	marker_strip		0		unlinked	0
mahABAgA	unlinked	unlinked		0		unlinked	0
mahABAga	unlinked	exact	77274	1	Buddhacarita	exact	1
mahABEravA	unlinked	unlinked		0		unlinked	0
mahABIzma	unlinked	exact		0		unlinked	0
mahABUtasamatAsADana	unlinked	unlinked		0		unlinked	0
