form_slp1	flag	heritage_stems	kosha_lemmas	heritage_category	kosha_sources	disagreement_class
kAmitAt	disagree	kAmitA|kAmita	kAmay	nominal|participle	dcs	genuine-or-ambiguous
kAmitayA	disagree	kAmitA|kAmita	kAmi	nominal|participle	vidyut	stem-granularity
kAmite	disagree	kAmitA|kAmita	kAmay	nominal|participle	dcs	genuine-or-ambiguous
kAmpilyA	disagree	kAmpila|kAmpilya	kAmpilyA	nominal	dcs	genuine-or-ambiguous
kAmpilyAt	disagree	kAmpilya	kAmpilyA	nominal	dcs	genuine-or-ambiguous
kAmpilyam	disagree	kAmpilya	kAmpilyA	nominal	dcs	genuine-or-ambiguous
kAmukI	disagree	kAmuka	kAmukI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kAmyAt	disagree	kAmya	kAmyA	participle	dcs	genuine-or-ambiguous
kAmyante	disagree	kam	kAmi	finite-verb	vidyut	genuine-or-ambiguous
kAmyate	disagree	kam	kAmay	finite-verb	dcs	genuine-or-ambiguous
kAmyayA	disagree	kAmya	kAmyA	participle	dcs	genuine-or-ambiguous
kAn	disagree	kim	ka	nominal	dcs	genuine-or-ambiguous
kAnanena	disagree	kAnana	kAni	nominal	vidyut	genuine-or-ambiguous
kAndiSIka	disagree	kAndiSIka	kAMdiSIka	iic-compound|nominal	vidyut	nasal-variant
kAni	disagree	kim	ka	nominal	dcs	genuine-or-ambiguous
kAnicit	disagree	kiYcit	kaScit	nominal	dcs	genuine-or-ambiguous
kAntimatyA	disagree	kAntimat	kAntimatI	nominal	dcs	stem-granularity
kAntimatyAm	disagree	kAntimat	kAntimatI	nominal	dcs	stem-granularity
kAntimatyE	disagree	kAntimat	kAntimatI	nominal	dcs	stem-granularity
kApAlI	disagree	kApAla	kApAlI|kApAlin	iiv-compound	dcs	genuine-or-ambiguous
kApayA	disagree	kApaya	kApA	nominal	dcs	genuine-or-ambiguous
kApotA	disagree	kApota	kApotA	nominal	dcs	genuine-or-ambiguous
kArIrI	disagree	kArIra	kArIrI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kArIryA	disagree	kArIra	kArIrI	nominal	dcs	genuine-or-ambiguous
kAraRIyA	disagree	kAraRIya	kAray	participle	dcs	genuine-or-ambiguous
kAraRqavA	disagree	kAraRqava	kAraRqavA	nominal	dcs	genuine-or-ambiguous
kAranDama	disagree	kAranDama	kAraMDama	iic-compound|nominal	vidyut	nasal-variant
kAravellI	disagree	kAravella	kAravellI	iiv-compound	dcs	genuine-or-ambiguous
kArayAma	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayAmi	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kAraya	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayaDvam	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayamARam	disagree	kArayamARa	kAray	participle	dcs	stem-granularity
kArayamARas	disagree	kArayamARa	kAray	participle	dcs	stem-granularity
kArayan	disagree	kArayat	kAray	participle	dcs	stem-granularity
kArayantam	disagree	kArayat	kAray	participle	dcs	stem-granularity
kArayanti	disagree	kArayat|kf	kAray	finite-verb|participle	dcs	stem-granularity
kArayantu	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayasi	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayasva	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayat	disagree	kArayat	kAray	participle	dcs	stem-granularity
kArayatA	disagree	kArayat	kAray	participle	dcs	stem-granularity
kArayata	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayate	disagree	kArayat|kf	kAray	finite-verb|participle	dcs	stem-granularity
kArayati	disagree	kArayat|kf	kAray	finite-verb|participle	dcs	stem-granularity
kArayet	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayeta	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayeya	disagree	kf	kAri	finite-verb	vidyut	genuine-or-ambiguous
kArayeyam	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayeyur	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayitavyA	disagree	kArayitavya	kAray	participle	dcs	stem-granularity
kArayitavyam	disagree	kArayitavya	kAray	participle	dcs	stem-granularity
kArayitum	disagree	kf	kAray	verbal-indecl	dcs	genuine-or-ambiguous
kArayitvA	disagree	kf	kAray	verbal-indecl	dcs	genuine-or-ambiguous
kArayizyAmi	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArayizyamARasya	disagree	kArayizyamARa	kAray	participle	dcs	stem-granularity
kArayizyan	disagree	kArayizyat	kAray	participle	dcs	stem-granularity
kArayizyanti	disagree	kArayizyat|kf	kAray	finite-verb|participle	dcs	stem-granularity
kArayizyasi	disagree	kf	kAri	finite-verb	vidyut	genuine-or-ambiguous
kArayizyati	disagree	kArayizyat|kf	kAray	finite-verb|participle	dcs	stem-granularity
kArayizye	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArin	disagree	kArin	kAri	nominal	vidyut	stem-granularity
kAritA	disagree	kArita	kAray|kAritA	participle	dcs	genuine-or-ambiguous
kAritAm	disagree	kArita	kAray	participle	dcs	genuine-or-ambiguous
kAritAn	disagree	kArita	kAray	participle	dcs	genuine-or-ambiguous
kAritAni	disagree	kArita	kAray	participle	dcs	genuine-or-ambiguous
kAritAs	disagree	kArita	kAray	participle	dcs	genuine-or-ambiguous
kAritAt	disagree	kArita	kAray	participle	dcs	genuine-or-ambiguous
kAritam	disagree	kArita	kAray	participle	dcs	genuine-or-ambiguous
kAritas	disagree	kAri|kArita	kAray	indeclinable|participle	dcs	genuine-or-ambiguous
kAritavAn	disagree	kAritavat	kAray	participle	dcs	genuine-or-ambiguous
kAritavantO	disagree	kAritavat	kAray	participle	dcs	genuine-or-ambiguous
kAritayA	disagree	kArita	kAray	participle	dcs	genuine-or-ambiguous
kArite	disagree	kArita	kAray	participle	dcs	genuine-or-ambiguous
kArkowakI	disagree	kArkowaka	karkowakI	iiv-compound	dcs	genuine-or-ambiguous
kArpAsI	disagree	kArpAsa	kArpAsI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kArpAsyA	disagree	kArpAsa	kArpAsI	nominal	dcs	genuine-or-ambiguous
kArpawI	disagree	kArpawa	kArpawI	iiv-compound	dcs	genuine-or-ambiguous
kArttikI	disagree	kArttika	kArttikI	iiv-compound	dcs	genuine-or-ambiguous
kArukA	disagree	kAruka	kArukA	nominal	dcs	genuine-or-ambiguous
kArukasya	disagree	kAruka	kArukA	nominal	dcs	genuine-or-ambiguous
kAryAs	disagree	kAra|kAri|kArya	kf	nominal|participle	dcs	genuine-or-ambiguous
kAryAyE	disagree	kArya	kAryA	participle	dcs	genuine-or-ambiguous
kAryamARA	disagree	kAryamARa	kAray	participle	dcs	genuine-or-ambiguous
kAryantAm	disagree	kf	kAri	finite-verb	vidyut	genuine-or-ambiguous
kAryas	disagree	kAra|kArya	kf	nominal|participle	dcs	genuine-or-ambiguous
kAryatAm	disagree	kAryatA|kf	kAray	finite-verb|nominal	dcs	genuine-or-ambiguous
kAryatas	disagree	kAryatA	kArya	nominal	dcs	stem-granularity
kAryate	disagree	kAryatA|kf	kAray	finite-verb|nominal	dcs	genuine-or-ambiguous
kAryete	disagree	kf	kAray	finite-verb	dcs	genuine-or-ambiguous
kArzI	disagree	kArza	kf	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kArzRi	disagree	kArzRa	kArzRi	iic-compound|nominal	dcs	genuine-or-ambiguous
kArzRyA	disagree	kArzRa	kArzRya	nominal	dcs	genuine-or-ambiguous
kArzma	disagree	kf	kArzman	finite-verb	dcs	genuine-or-ambiguous
kAsAm	disagree	kAs|kAsa|kim	ka	nominal	dcs	genuine-or-ambiguous
kAsI	disagree	kAsa	kAsI|kAsin	iiv-compound	dcs	genuine-or-ambiguous
kAsamAnasya	disagree	kAsamAna	kAs	participle	dcs	stem-granularity
kAsi	disagree	kAs	kAsi	nominal	vidyut	stem-granularity
kAsu	disagree	kim	ka	nominal	dcs	genuine-or-ambiguous
kAsya	disagree	kAs|kas	kAsi	verbal-indecl	vidyut	stem-granularity
kAtyAyanI	disagree	kAtyAyana	kAtyAyanI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kAtyAyani	disagree	kAtyAyana	kAtyAyanI	iic-compound|nominal	dcs	genuine-or-ambiguous
kAtyAyanyA	disagree	kAtyAyana	kAtyAyanI	nominal	dcs	genuine-or-ambiguous
kAtyAyanyE	disagree	kAtyAyana	kAtyAyanI	nominal	dcs	genuine-or-ambiguous
kAtyAyanyO	disagree	kAtyAyana	kAtyAyanI	nominal	dcs	genuine-or-ambiguous
kAzWikA	disagree	kAzWika	kAzWikA	nominal	dcs	genuine-or-ambiguous
kEkayI	disagree	kEkaya	kEkayI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kEkayIm	disagree	kEkaya	kEkayI	nominal	dcs	genuine-or-ambiguous
kEkeyI	disagree	kEkeya	kEkeyI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kEkeyIm	disagree	kEkeya	kEkeyI	nominal	dcs	genuine-or-ambiguous
kEkeyi	disagree	kEkeya	kEkeyI	iic-compound|nominal	dcs	genuine-or-ambiguous
kEkeyyA	disagree	kEkeya	kEkeyI	nominal	dcs	genuine-or-ambiguous
kEkeyyAs	disagree	kEkeya	kEkeyI	nominal	dcs	genuine-or-ambiguous
kEkeyyE	disagree	kEkeya	kEkeyI	nominal	dcs	genuine-or-ambiguous
kEvartI	disagree	kEvarta	kEvartI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kEwaBA	disagree	kEwaBa	kEwaBA	nominal	dcs	genuine-or-ambiguous
kIdfSAn	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIdfSAya	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIdfSI	disagree	kIdfS	kIdfSa	iic-compound|iiv-compound|nominal	dcs	stem-granularity
kIdfSIm	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIdfSa	disagree	kIdfS	kIdfSa	iic-compound|nominal	dcs	stem-granularity
kIdfSam	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIdfSas	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIdfSasya	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIdfSe	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIdfSena	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIdfSezu	disagree	kIdfS	kIdfSa	nominal	dcs	stem-granularity
kIlAm	disagree	kIla	kIlA	nominal	dcs	genuine-or-ambiguous
kIlayA	disagree	kIla	kIlA	nominal	dcs	genuine-or-ambiguous
kIlikA	disagree	kIlaka	kIlikA	nominal	dcs	genuine-or-ambiguous
kIlitA	disagree	kIl|kIlita	kIlay	finite-verb|participle	dcs	stem-granularity
kIlitAm	disagree	kIlita	kIlay	participle	dcs	genuine-or-ambiguous
kIrRA	disagree	kIrRa	kf	participle	dcs	genuine-or-ambiguous
kIrRAm	disagree	kIrRa	kf	participle	dcs	genuine-or-ambiguous
kIrRAnAm	disagree	kIrRa	kF	participle	vidyut	genuine-or-ambiguous
kIrRAni	disagree	kIrRa	kf	participle	dcs	genuine-or-ambiguous
kIrREs	disagree	kIrRa	kf	participle	dcs	genuine-or-ambiguous
kIrRam	disagree	kIrRa	kf	participle	dcs	genuine-or-ambiguous
kIrRayA	disagree	kIrRa	kf	participle	dcs	genuine-or-ambiguous
kIrRe	disagree	kIrRa	kf	participle	dcs	genuine-or-ambiguous
kIrtanIyA	disagree	kIrtanIya	kIrti	participle	vidyut	genuine-or-ambiguous
kIrtanIyAm	disagree	kIrtanIya	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtanIyAni	disagree	kIrtanIya	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtanIyam	disagree	kIrtanIya	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtanIyasya	disagree	kIrtanIya	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtayAmi	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtaya	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtayan	disagree	kIrtayat	kIrtay	participle	dcs	stem-granularity
kIrtayantI	disagree	kIrtayat	kIrtay	participle	dcs	stem-granularity
kIrtayantas	disagree	kIrtayat	kIrtay	participle	dcs	stem-granularity
kIrtayanti	disagree	kIrt|kIrtayat	kIrtay	finite-verb|participle	dcs	stem-granularity
kIrtayantu	disagree	kIrt	kIrti	finite-verb	vidyut	stem-granularity
kIrtayasi	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtayat	disagree	kIrtayat	kIrti	participle	vidyut	genuine-or-ambiguous
kIrtayatA	disagree	kIrtayat	kIrtay	participle	dcs	stem-granularity
kIrtayate	disagree	kIrtayat	kIrtay	participle	dcs	stem-granularity
kIrtayati	disagree	kIrt|kIrtayat	kIrtay	finite-verb|participle	dcs	stem-granularity
kIrtayatu	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtayet	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtayeta	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtayeyam	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtayitA	disagree	kIrt	kIrtayitf	finite-verb	dcs	stem-granularity
kIrtayitavyam	disagree	kIrtayitavya	kIrtay	participle	dcs	stem-granularity
kIrtayitvA	disagree	kIrt	kIrtay	verbal-indecl	dcs	stem-granularity
kIrtayizyAmi	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtayizyanti	disagree	kIrt|kIrtayizyat	kIrtay	finite-verb|participle	dcs	stem-granularity
kIrtimatI	disagree	kIrtimat	kIrtimatI	iic-compound|nominal	dcs	stem-granularity
kIrtisenA	disagree	kIrtisena	kIrtisenA	nominal	dcs	genuine-or-ambiguous
kIrtisenAm	disagree	kIrtisena	kIrtisenA	nominal	dcs	genuine-or-ambiguous
kIrtisenAyAm	disagree	kIrtisena	kIrtisenA	nominal	dcs	genuine-or-ambiguous
kIrtitA	disagree	kIrtita	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtitAm	disagree	kIrtita	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtitAn	disagree	kIrtita	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtitAni	disagree	kIrtita	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtitAs	disagree	kIrtita	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtitam	disagree	kIrtita	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtitas	disagree	kIrti|kIrtita	kIrtay	indeclinable|participle	dcs	genuine-or-ambiguous
kIrtitavAn	disagree	kIrtitavat	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtite	disagree	kIrtita	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtitezu	disagree	kIrtita	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtyAya	disagree	kIrtya	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtya	disagree	kIrt	kIrtay	verbal-indecl	dcs	stem-granularity
kIrtyam	disagree	kIrtya	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtyamAnA	disagree	kIrtyamAna	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtyamAnAn	disagree	kIrtyamAna	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtyamAnAni	disagree	kIrtyamAna	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtyamAnam	disagree	kIrtyamAna	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtyamAne	disagree	kIrtyamAna	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtyamAnezu	disagree	kIrtyamAna	kIrtay	participle	dcs	genuine-or-ambiguous
kIrtyante	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIrtyate	disagree	kIrt	kIrtay	finite-verb	dcs	stem-granularity
kIryamARA	disagree	kIryamARa	kf	participle	dcs	genuine-or-ambiguous
kIryamARam	disagree	kIryamARa	kf	participle	dcs	genuine-or-ambiguous
kIwI	disagree	kIwa	kIwin	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kO	disagree	kim	ka|ku	nominal	dcs	genuine-or-ambiguous
kOSalas	disagree	kOSala	kOsala	nominal	dcs	genuine-or-ambiguous
kOSalezu	disagree	kOSala	kOsala	nominal	dcs	genuine-or-ambiguous
kOSalyA	disagree	kOSala|kOSalya	kOSalI|kOSalyA|kOsalyA	nominal	dcs	genuine-or-ambiguous
kOSalyAyE	disagree	kOSalya	kOsalyA	nominal	dcs	genuine-or-ambiguous
kOSalye	disagree	kOSalya	kOsalyA	nominal	dcs	genuine-or-ambiguous
kOSikI	disagree	kOSika	kOSikI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kOSikIm	disagree	kOSika	kOSikI	nominal	dcs	genuine-or-ambiguous
kOSiki	disagree	kOSika	kOSikI	iic-compound|nominal	dcs	genuine-or-ambiguous
kOSikyA	disagree	kOSika	kOSikI	nominal	dcs	genuine-or-ambiguous
kOSikyAm	disagree	kOSika	kOSikI	nominal	dcs	genuine-or-ambiguous
kOmAri	disagree	kOmAra	kOmArI	iic-compound|nominal	dcs	genuine-or-ambiguous
kOpyO	disagree	kOpa	kOpya	nominal	dcs	genuine-or-ambiguous
kOzItakI	disagree	kOzItaki	kOzItakI	iiv-compound|nominal	dcs	genuine-or-ambiguous
kUbarIm	disagree	kUbara	kUbarI	nominal	dcs	genuine-or-ambiguous
kUbaryAm	disagree	kUbara	kUbarI	nominal	dcs	genuine-or-ambiguous
kUjA	disagree	kUja	kUjA	nominal	dcs	genuine-or-ambiguous
kUjI	disagree	kUja	kUjin	iiv-compound	dcs	genuine-or-ambiguous
kUjan	disagree	kUjat	kUj	participle	dcs	stem-granularity
kUjantI	disagree	kUjat	kUj	participle	dcs	stem-granularity
kUjantO	disagree	kUjat	kUj	participle	dcs	stem-granularity
kUjantam	disagree	kUjat	kUj	participle	dcs	stem-granularity
kUjantas	disagree	kUjat	kUj	participle	dcs	stem-granularity
kUjantyA	disagree	kUjat	kUj	participle	dcs	stem-granularity
kUjat	disagree	kUjat	kUj	participle	dcs	stem-granularity
kUjatA	disagree	kUjat	kUj	participle	dcs	stem-granularity
kUjitayA	disagree	kUjita	kUj	participle	dcs	stem-granularity
kUjite	disagree	kUjita	kUj	participle	dcs	stem-granularity
kUpI	disagree	kUpa	kUpI	iiv-compound	dcs	genuine-or-ambiguous
kUrmI	disagree	kUrma	kUrmI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kUzmARqI	disagree	kuzmARqa	kUzmARqI|kUzmARqa	iiv-compound	dcs	genuine-or-ambiguous
kUzmARqa	disagree	kuzmARqa	kUzmARqa	iic-compound|nominal	dcs	genuine-or-ambiguous
kUzmARqam	disagree	kuzmARqa	kUzmARqa	nominal	dcs	genuine-or-ambiguous
kUzmARqasya	disagree	kuzmARqa	kUzmARqa	nominal	dcs	genuine-or-ambiguous
kaMsA	disagree	kaMsa	kaMsA	nominal	dcs	genuine-or-ambiguous
kaNkAlI	disagree	kaNkAla	kaNkAlI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kaNkaRA	disagree	kaNkaRa	kaNkaRA	nominal	dcs	genuine-or-ambiguous
kaNkaRI	disagree	kaNkaRa	kaNkaRI|kaNkaRin	iiv-compound	dcs	genuine-or-ambiguous
kaNkam	disagree	kaNka	kaNk	nominal	vidyut	stem-granularity
kaNkatI	disagree	kaNkata	kaNkatI	iiv-compound	dcs	genuine-or-ambiguous
kaNkolI	disagree	kaNkola	kaNkolI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kaPI	disagree	kaPa	kaPin	iiv-compound	dcs	genuine-or-ambiguous
kaRAm	disagree	kaRa	kaRA	nominal	dcs	genuine-or-ambiguous
kaRWI	disagree	kaRWa	kaRWI	iiv-compound	dcs	genuine-or-ambiguous
kaRWyO	disagree	kaRWya	kaRWI	nominal	dcs	genuine-or-ambiguous
kaRayA	disagree	kaRa	kaRA	nominal	dcs	genuine-or-ambiguous
kaRena	disagree	kaRa	kaRA	nominal	dcs	genuine-or-ambiguous
kaRikA	disagree	kaRika	kaRikA	nominal	dcs	genuine-or-ambiguous
kaRikAm	disagree	kaRika	kaRikA	nominal	dcs	genuine-or-ambiguous
kaRikAnAm	disagree	kaRika	kaRikA	nominal	dcs	genuine-or-ambiguous
kaRikayA	disagree	kaRika	kaRikA	nominal	dcs	genuine-or-ambiguous
kaRqUm	disagree	kaRqu	kaRqU	nominal	dcs	genuine-or-ambiguous
kaRqUs	disagree	kaRqu	kaRqU	nominal	dcs	genuine-or-ambiguous
kaRqUyamAnam	disagree	kaRqUyamAna	kaRqUy	participle	dcs	stem-granularity
kaRqUyamAne	disagree	kaRqUyamAna	kaRqUy	participle	dcs	stem-granularity
kaRqUyamAnena	disagree	kaRqUyamAna	kaRqUy	participle	dcs	stem-granularity
kaRqUyan	disagree	kaRqUyat	kaRqUy	participle	dcs	stem-granularity
kaRqUyante	disagree	kaRqu	kaRqUy	finite-verb	dcs	genuine-or-ambiguous
kaRqUyasva	disagree	kaRqu	kaRqUy	finite-verb	dcs	genuine-or-ambiguous
kaRqUyate	disagree	kaRqUyat|kaRqu	kaRqUy	finite-verb|participle	dcs	stem-granularity
kaRqUyati	disagree	kaRqUyat|kaRqu	kaRqUy	finite-verb|participle	dcs	stem-granularity
kaRqUyet	disagree	kaRqu	kaRqUy	finite-verb	dcs	genuine-or-ambiguous
kaRqUyeta	disagree	kaRqu	kaRqUy	finite-verb	dcs	genuine-or-ambiguous
kaRqanI	disagree	kaRqana	kaRqanI	iic-compound|nominal	dcs	genuine-or-ambiguous
kaRqayet	disagree	kaRq	kaRqay	finite-verb	dcs	stem-granularity
kaRqayitvA	disagree	kaRq	kaRqay	verbal-indecl	dcs	stem-granularity
kaRqvA	disagree	kaRqu	kaRqU	nominal	dcs	genuine-or-ambiguous
kaRqvAm	disagree	kaRqu	kaRqU	nominal	dcs	genuine-or-ambiguous
kaRwI	disagree	kaRwa	kaRwin	iiv-compound	dcs	genuine-or-ambiguous
kaSA	disagree	kaSa	kaSA	nominal	dcs	genuine-or-ambiguous
kaSABis	disagree	kaSa	kaSA	nominal	dcs	genuine-or-ambiguous
kaSAm	disagree	kaSa	kaSA	nominal	dcs	genuine-or-ambiguous
kaSayA	disagree	kaSa	kaSA	nominal	dcs	genuine-or-ambiguous
kaScana	disagree	kiYcana	kaScana	nominal	dcs	genuine-or-ambiguous
kaScit	disagree	kiYcit	kaScit	nominal	dcs	genuine-or-ambiguous
kaSerU	disagree	kaSeru	kaSerU	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
kaSeru	disagree	kaSeru	kaSerU	iic-compound|nominal	dcs	genuine-or-ambiguous
kaSerum	disagree	kaSeru	kaSerU	nominal	dcs	genuine-or-ambiguous
kaTaYcana	disagree	kaTaYcana	kaTaMcana	indeclinable	dcs	nasal-variant
kaTaYcit	disagree	kaTaYcit	kaTaMcid	indeclinable	dcs	genuine-or-ambiguous
kaTamBUtAn	disagree	kaTamBUta	kaTaMBUta	nominal	dcs	nasal-variant
kaTamBUtam	disagree	kaTamBUta	kaTaMBUta	nominal	dcs	nasal-variant
kaTanIyA	disagree	kaTanIya	kaT	participle	dcs	stem-granularity
kaTanIyam	disagree	kaTanIya	kaT	participle	dcs	stem-granularity
kaTanIyas	disagree	kaTanIya	kaT	participle	dcs	stem-granularity
kaTayAmahe	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayAmi	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTaya	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayaDvam	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayaTa	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayamAnO	disagree	kaTayamAna	kaTay	participle	dcs	stem-granularity
kaTayamAnasya	disagree	kaTayamAna	kaTay	participle	dcs	stem-granularity
kaTayan	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayantI	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayantO	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayantam	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayantas	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayante	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayanti	disagree	kaT|kaTayat	kaTay	finite-verb|participle	dcs	stem-granularity
kaTayantu	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayantyA	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayantyAs	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayase	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayasi	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayasva	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayatA	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayatAm	disagree	kaT|kaTayat	kaTay	finite-verb|participle	dcs	stem-granularity
kaTayata	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayatas	disagree	kaT|kaTayat	kaTay	finite-verb|participle	dcs	stem-granularity
kaTayate	disagree	kaT|kaTayat	kaTay	finite-verb|participle	dcs	stem-granularity
kaTayati	disagree	kaT|kaTayat	kaTay	finite-verb|participle	dcs	stem-granularity
kaTayatsu	disagree	kaTayat	kaTay	participle	dcs	stem-granularity
kaTayatu	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTaye	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayet	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayete	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayeyur	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
kaTayitavyam	disagree	kaTayitavya	kaTay	participle	dcs	stem-granularity
kaTayitum	disagree	kaT	kaTay	verbal-indecl	dcs	stem-granularity
kaTayitvA	disagree	kaT	kaTay	verbal-indecl	dcs	stem-granularity
kaTayizyAmi	disagree	kaT	kaTay	finite-verb	dcs	stem-granularity
