pwkvn_k1	pc	mw_L	mw_pc	in_mw_sup
upadidikzu	2-295-c	34683	1322,1	sup
upaganDin	7-324-c	34298	1322,1	sup
upagiri	4-296-c	34346	196,3	main
upagrAmam	3-257-a	34405	1322,1	sup
upagraha	7-324-c	34405	197,1	main
upagrahaRa	7-324-c	34402	197,1	main
upajYA	6-299-a	34603	198,2	main
upajanam	7-324-c	34552	1322,1	sup
upajihvikA	2-295-c	34575	198,1	main
upajijYAsya	2-295-c	34601	1322,1	sup
upajvalana	7-324-c	34609	1322,1	sup
upakASa	2-295-c	34097	195,1	main
upakAntam	3-257-a	34092	195,1	main
upakalpin	6-298-c	34209	1322,1	sup
upakarRam	5-250-b	34087	195,1	main
upakaraRIya	5-250-b	34132	195,2	main
upakaraRa	5-250-b	34127	1322,1	sup
upakartavya	7-324-c	34132	1322,1	sup
upakarzam	1-299-a	34191	195,3	main
upakeru	4-296-c	34215	195,3	main
upakrama	5-250-b	34231	1322,1	sup
upakuraNga	3-257-a	34104	195,1	main
upakzepa	1-299-a	34287	196,2	main
upalakzmI	3-257-b	35645	1322,2	sup
upalaprakzin	7-387-a	35622	205,3	main
upalaya	7-325-b	35677	1322,2	sup
upamAti	3-257-b	35335	203,3	main
upamaDyamA	2-295-c	35285	203,2	main
upamanTana	7-325-a	35279	1322,2	sup
upanAha	5-250-b	34898	200,2	main
upanAyin	5-250-b	35010	1322,1	sup
upanadi	7-324-d	34868	1322,1	sup
upaneya	7-324-d	35021	1322,2	sup
upaniDyAtavya	7-324-d	34925	1322,1	sup
upanibanDa	3-257-b	34945	200,3	main
upanigrAham	2-295-c	34917	1322,1	sup
upaninIzu	5-250-b	34928	1322,1	sup
upanivartam	5-250-b	34958	1322,1	sup
upanizad	3-257-b	34977	201,1	main
upanyAsa	2-295-c	35040	201,2	main
upapAtakin	7-387-a	35118	202,1	main
upapAyana	3-257-b	35115	1322,2	sup
upapatti	7-324-d	35064	1322,2	sup
upapluta	4-296-c	35200	202,3	main
upara	3-257-b	35465	204,3	main
uparakta	5-250-b	35474	1322,2	sup
upariSaya	4-296-c	35556	205,1	main
uparidaSa	4-296-c	35537	205,1	main
uparimartya	5-250-c	35552	1322,2	sup
uparispfS	3-257-b	35570	205,2	main
uparitana	3-257-b	35576	205,2	main
uparizwAdDomaBAj	3-257-b	35586	205,2	main
uparizwAdudarka	3-257-b	35584	205,2	main
uparizwAllakzman	1-299-a	35591	205,2	main
uparizwAtkAla	2-295-c	35580	1322,2	sup
uparizwAtsvAhAkAra	3-257-b	35581	205,2	main
uparoDam	5-250-c	35607	1322,2	sup
uparudDa	5-250-c	35597	205,2	main
uparudita	5-250-c	35592	1322,2	sup
upasAgaram	5-250-c	36194	1322,2	sup
upasIma	7-325-c	36213	210,1	main
upasTAna	4-296-c	36362	211,2	main
upasTApanA	4-297-a	36371	211,2	main
upasTAvan	4-297-a	36381	211,2	main
upasTAyuka	2-296-a	36380	211,2	main
upasTita	5-250-c	36398	211,2	main
upasaMSlizwatva	6-299-a	36020	208,3	main
upasaMhAra	7-325-b	36046	1322,2	sup
upasaMpadA	2-296-a	36167	209,3	main
upasarjanI	4-296-c	36262	210,2	main
upasarjana	3-257-b	36261	210,2	main
upaseka	4-296-c	36206	210,1	main
upaskfti	7-387-a	34187	195,3	main
upastamBana	6-299-a	36309	210,3	main
upavAsaka	1-299-a	35759	206,3	main
upavI	7-325-b	35827	207,1	main
upavahas	3-257-b	35770	1322,2	sup
upavanam	5-250-c	35725	206,2	main
upavapana	3-257-b	35727	1322,2	sup
upavarRanIya	5-250-c	35731	206,2	main
upavatsyadBakta	1-299-a	35741	206,2	main
upavedi	7-325-b	35792	1322,2	sup
upavinDyAdri	2-295-c	35796	1322,2	sup
upavyAKyAna	7-325-b	35862	207,2	main
upayama	2-295-c	35391	204,2	main
upayamana	2-295-c	35397	204,2	main
upayoga	2-295-c	35443	1322,2	sup
upendra	7-325-d	36977	215,3	main
upepsA	1-299-b	36985	216,1	main
upolava	7-325-d	37038	1322,2	sup
upondana	3-257-b	37031	1322,2	sup
upottara	3-257-b	36999	1322,2	sup
upozaRa	6-299-a	37040	216,2	main
uptakeSa	3-257-b	186279	1322,2	sup
uqupa	7-322-c	30635	175,1	main
uqupaBft	7-386-d	30635	1321,2	sup
urI	1-299-b	37294	217,3	main
uraHsTa	7-326-a	37260	1322,2	sup
uragASana	5-250-c	37216	217,2	main
uranDrA	6-299-a	37233	1322,2	sup
urarI	1-299-b	37234	217,2	main
urogrIva	2-296-a	37281	1322,2	sup
uroja	4-297-a	37283	217,3	main
uruDAra	3-257-c	37333	1322,2	sup
urukrama	2-296-a	37311	217,3	main
uruvraja	6-299-a	37358	218,1	main
uruvyaYc	6-299-a	37357	218,1	main
urvIDara	3-257-c	37383	218,1	main
urvIruha	3-257-c	37387	218,1	main
usmita	4-297-a	37930	1322,3	sup
utKAnam	1-298-c	31006	177,2	main
utKanana	7-322-d	30996	1321,2	sup
utTApanIya	1-298-c	31532	180,1	main
utTApana	6-298-c	31529	1321,3	sup
utTAyin	6-298-c	31547	180,1	main
utkASa	7-322-c	30797	176,1	main
utkUjita	2-295-a	30831	176,2	main
utkUlanikUla	3-256-c	30839	176,2	main
utka	1-298-b	30705	175,3	main
utkarza	7-322-c	30862	176,2	main
utkarzaRa	7-322-c	30866	176,3	main
utkatA	7-322-c	30707	175,3	main
utketana	7-322-d	30911	1321,2	sup
utkocin	2-295-a	30818	176,2	main
utkopa	5-250-a	30914	1321,2	sup
utkoraka	5-250-a	30914	1321,2	sup
utkruzwa	2-295-a	30946	177,1	main
utkuwuka	7-322-c	30823	176,2	main
utkzepa	3-256-c	30979	1321,2	sup
utpAlikA	7-323-b	31715	1321,3	sup
utpAtika	2-295-b	31613	180,2	main
utpAtin	1-298-c	31613	1321,3	sup
utpAwa	2-295-b	31575	180,2	main
utpaSya	5-250-a	31725	181,1	main
utpakva	7-386-d	31568	1321,3	sup
utpakza	5-250-a	31565	1321,3	sup
utparyARita	2-295-b	31672	1321,3	sup
utpatizRu	7-323-b	31600	180,2	main
utpattra	7-323-b	31672	1321,3	sup
utpavana	7-323-b	31772	181,2	main
utpfzwi	7-323-b	31778	1321,3	sup
utpiYjalaka	3-257-a	31743	181,1	main
utplava	1-298-c	31813	1321,3	sup
utprekzAkzepa	5-250-a	31805	1321,3	sup
utpuMsana	5-250-a	31782	1321,3	sup
utpupluzA	2-295-b	31765	1321,3	sup
utsAdanIya	6-298-c	31869	182,1	main
utsAraRa	7-386-d	31973	182,2	main
utsArin	5-250-a	31977	1321,3	sup
utsUtra	2-295-b	31964	182,2	main
utsaNga	7-323-b	31836	181,3	main
utsaNgita	5-250-a	31840	1321,3	sup
utsada	7-323-b	31847	1321,3	sup
utsargam	6-298-c	31993	1321,3	sup
utsava	1-298-c	31957	182,2	main
utsecana	5-250-a	31921	182,2	main
utsekin	6-298-c	31919	1321,3	sup
utsfjya	1-298-c	32009	1321,3	sup
utsrotas	2-295-b	32053	183,1	main
utsuka	5-250-a	31939	182,2	main
utsvedana	2-295-b	32057	1321,3	sup
uttAla	4-296-b	31400	179,2	main
uttAnita	3-257-a	31055	177,3	main
uttApana	1-298-c	31390	1321,3	sup
uttAra	2-295-b	31439	179,3	main
uttIram	7-323-a	31416	1321,3	sup
uttabDi	1-298-c	31372	179,1	main
uttamBana	7-322-d	31375	179,1	main
uttama	6-298-c	31088	177,3	main
uttamacaritra	5-250-a	31092	1321,2	sup
uttamagAya	2-295-a	31092	1321,2	sup
uttamatA	1-298-c	31094	177,3	main
uttanUruha	7-322-d	31057	1321,2	sup
uttarAMsa	3-256-c	31295	178,3	main
uttarANga	1-298-c	31297	178,3	main
uttarArDapUrvArDa	3-256-c	31321	178,3	main
uttarArDapaScArDa	3-256-c	31320	1321,3	sup
uttarAyaRa	7-323-a	31312	178,3	main
uttaraDAraya	1-298-c	31219	178,2	main
uttaragArgya	2-295-a	31196	1321,2	sup
uttarakrama	7-322-d	31190	1321,2	sup
uttaralakzman	2-295-b	31272	178,3	main
uttarasAkzin	5-250-a	31290	178,3	main
uttaratantra	7-322-d	31206	178,2	main
uttarjanIka	7-323-a	31388	1321,3	sup
uttejaka	7-323-a	31404	179,2	main
uttiNga	2-295-b	31402	1321,3	sup
uttripada	6-298-c	31476	179,3	main
uttuNgita	5-250-a	31422	1321,3	sup
uwwIkita	2-295-a	30625	1321,2	sup
uzApariRaya	2-296-a	37698	1322,3	sup
uzRIzaBAjana	4-297-a	37832	220,2	main
uzRIzavijayA	5-250-c	37832	1322,3	sup
uzRIzavijaya	5-250-c	37832	1322,3	sup
uzRaBAs	3-257-c	37785	220,2	main
uzRaga	6-299-a	37773	220,2	main
uzRamahas	3-257-c	37787	220,2	main
uzRapa	7-326-b	37783	220,2	main
vA	6-306-b	189436	934,2	main
vASA	7-373-d	192271	947,1	main
vAcAlanA	7-373-b	190215	937,3	main
vAda	6-306-b	190678	940,1	main
vAdada	6-306-b	190690	940,1	main
vAdin	7-373-c	190772	940,2	main
vAh	7-373-d	192701	949,1	main
vAhAvalI	6-306-b	192722	949,1	main
vAhanA	6-306-b	192733	949,2	main
vAhika	7-373-d	192769	949,2	main
vAja	7-373-b	190291	938,1	main
vAjiBUmi	7-373-b	190403	938,3	main
vAjin	6-306-b	190433	938,3	main
vAkpUta	7-373-b	189856	936,1	main
vAksAra	6-306-b	189875	936,2	main
vAkyaDfk	7-373-b	189914	936,2	main
vAlAha	6-304-b	192161	946,2	main
vAlUkA	7-373-d	192196	946,3	main
vAlatuza	7-373-d	192095	946,1	main
vAmAramBa	7-373-c	191071	941,3	main
vAmaSIla	7-373-c	191064	941,3	main
vAmadevaraTa	7-373-c	191005	941,2	main
vAmanaka	7-373-c	191168	942,1	main
vAmanikA	7-373-c	191166	942,1	main
vAnaraDvaja	7-373-c	190853	940,3	main
vAntI	7-373-c	190921	941,1	main
vAntIBAva	7-373-c	190923	941,1	main
vAnya	6-306-b	190894	940,3	main
vApana	7-373-c	190945	941,1	main
vArGawIyantracakra	7-373-d	191412	943,1	main
vArQya	5-261-c	191860	945,1	main
vAraRa	7-373-c	191711	944,2	main
vArarAmA	7-373-c	191605	943,3	main
vArdAlikA	7-373-d	191966	945,2	main
vAri	7-373-c	191677	944,1	main
vArigarBa	7-373-c	191446	943,2	main
vArin	7-373-d	191692	944,1	main
vArira	6-306-b	191528	943,2	main
vAritra	7-373-c	191682	944,1	main
vAruka	7-373-d	191693	944,1	main
vAryavfta	7-373-d	191698	944,1	main
vArzmaRa	7-373-d	192077	946,1	main
vAsavagrAma	7-373-d	192463	948,1	main
vAstupaSya	6-306-b	192621	948,3	main
vAtAtmaja	6-306-b	189610	935,1	main
vAtUlIBrama	7-373-c	189736	935,2	main
vAtika	6-306-b	189705	935,2	main
vAwi	7-373-c	190510	939,1	main
vAyanakriyA	7-373-c	191184	942,1	main
vAyukftsna	7-373-c	191241	942,2	main
vAyvaDika	7-373-c	191389	943,1	main
vEBAvara	7-376-c	207344	1024,1	main
vEBUtika	7-376-c	207353	1024,1	main
vEDeyatA	7-376-c	207230	1023,1	main
vERavika	7-376-c	206829	1021,2	main
vESvAnarIya	7-376-c	207965	1027,2	main
vEduzI	7-376-c	207020	1022,2	main
vEdyudDatI	7-376-c	207181	1023,1	main
vEkakzya	7-376-c	206554	1020,1	main
vEkalyatA	7-376-c	206589	1020,1	main
vEmUQaka	6-306-c	207401	1024,2	main
vEna	7-376-c	207233	1023,2	main
vErASaMsana	6-306-c	207540	1025,1	main
vEra	7-376-c	207498	1024,3	main
vEraSudDi	7-376-c	207527	1025,1	main
vEradeya	7-376-c	207513	1025,1	main
vEramBa	7-376-c	207581	1025,2	main
vEramBaka	7-376-c	207582	1025,2	main
vEtAnya	7-376-c	206905	1021,3	main
vEtaRqika	7-376-c	206852	1021,2	main
vEtahotra	6-306-c	206889	1021,3	main
vEtuzika	6-306-c	206925	1022,1	main
vEyAvftya	7-376-c	207482	1024,3	main
vIcitaraMganyAya	7-376-a	203449	1004,3	main
vIrASaMsana	6-306-c	203842	1006,2	main
vIra	7-390-b	203601	1005,3	main
vIrajanana	7-376-b	203628	1005,3	main
vIrasTa	7-376-b	203814	1006,2	main
vItArci	7-376-b	203391	1004,2	main
vItarAgaBUmi	7-376-a	203377	1004,2	main
vItatfzRa	7-376-a	203359	1004,2	main
va	7-372-b	184158	910,1	main
vaDASaNka	7-389-d	185611	916,3	main
vaDUDana	7-372-c	185675	917,1	main
vaDUvAsas	7-372-c	185682	917,1	main
vaDaka	7-372-b	185622	916,3	main
vaDakzama	7-372-c	185597	916,3	main
vaDyaGAtaka	7-372-c	185636	917,1	main
vaDyapawa	7-389-d	185642	917,1	main
vaMSaGawikA	7-372-b	184198	910,2	main
vaMSaka	6-306-a	184311	910,3	main
vaMSastUpa	7-372-b	184285	910,3	main
vaMSodBeda	6-306-a	184304	910,3	main
vaNga	7-372-b	184588	912,1	main
vaNgerikA	7-372-b	184612	912,1	main
vaSA	6-306-b	188528	929,3	main
vaSIkaraRa	7-373-a	188487	929,3	main
vaSendriya	7-373-a	188450	929,2	main
vaYc	6-306-a	185127	914,2	main
vac	6-306-a	184615	912,1	main
vah	7-373-b	189253	933,3	main
vahni	7-373-b	189433	934,2	main
vahnicaya	7-373-b	189342	934,1	main
vahnigarBa	7-373-b	189338	934,1	main
vahnisTAna	7-373-b	189413	934,1	main
vajra	7-372-b	184832	913,2	main
vajraDfk	7-372-b	184921	913,2	main
vajramuzwi	6-306-a	184989	913,3	main
vaktftva	6-306-a	184641	912,2	main
val	7-373-a	188075	927,3	main
valIka	7-373-a	188155	928,1	main
valaBIniveSa	7-373-a	188100	927,3	main
valakza	6-304-b	188161	928,1	main
valanA	7-373-a	188093	927,3	main
valgulikA	7-373-a	188242	928,2	main
valgunAda	6-306-b	188230	928,2	main
valitaka	7-373-a	188141	928,1	main
valkala	7-373-a	188204	928,2	main
vallaBaka	7-373-a	188324	928,3	main
vallaka	7-373-a	188280	928,3	main
vallarI	7-373-a	188327	928,3	main
vallikI	7-373-a	188353	929,1	main
vam	7-372-c	186417	920,2	main
vanASa	7-372-c	186035	918,2	main
vanIpaka	7-372-c	186113	918,3	main
vana	7-372-c	186167	919,1	main
vanajAyata	7-372-c	185806	917,3	main
vanana	7-372-c	186064	918,2	main
vanapriya	7-372-c	185857	917,3	main
vanasad	7-372-c	185969	918,1	main
vanesad	7-372-c	186138	919,1	main
vanyopodakI	7-372-c	186166	919,1	main
vap	7-372-c	186291	919,3	main
vaprAvanI	7-372-c	186403	920,1	main
vapra	7-372-c	186393	920,1	main
vapuzmattA	7-372-c	186353	920,1	main
varANga	7-372-d	186959	922,3	main
varANgarUpin	7-372-d	186960	922,3	main
varRakadAru	7-390-a	187473	925,1	main
varUTaka	6-306-a	186761	921,3	main
varUTavatI	7-389-d	186758	921,3	main
vara	7-372-c	204041	1007,3	main
varaGaRwa	7-372-d	186787	922,1	main
varadatta	7-372-d	186848	922,2	main
varalabDa	7-372-d	186914	922,3	main
varcaHsTAna	7-372-d	187250	924,1	main
varcomArga	7-372-d	187285	924,2	main
varta	7-372-d	204341	1009,2	main
vartanA	7-372-d	187543	925,2	main
vartana	7-372-d	187559	925,2	main
varti	7-372-d	187600	925,3	main
vartuli	7-372-d	187650	925,3	main
varuqa	7-372-d	187175	923,3	main
varvUra	6-306-a	187839	926,3	main
varzAkAra	7-373-a	187982	927,2	main
varzakArI	7-373-a	187859	926,3	main
varzasahasrIya	6-306-b	187944	927,1	main
varzasahasra	6-306-a	187938	927,1	main
varzasahasraka	6-306-a	187940	927,1	main
varzasahasrika	6-306-a	187942	927,1	main
varzasahasrin	6-306-a	187943	927,1	main
varzopanAyikA	7-373-a	188016	927,2	main
vas	6-306-b	189186	933,1	main
vasantaSAKin	7-373-b	188626	930,2	main
vasati	7-373-b	189187	933,1	main
vastravidyA	7-373-b	189070	932,2	main
vastukfta	7-373-b	189134	932,3	main
vastusTiti	7-373-b	189168	933,1	main
vastya	6-306-b	189177	933,1	main
vasuDAvilAsin	7-373-b	188825	931,2	main
vataMsita	7-389-d	185378	915,2	main
vatsamitrA	6-306-a	185449	915,3	main
vatsya	7-372-b	185518	916,1	main
veDa	7-376-b	208673	1031,2	main
veRuvana	7-376-b	205513	1014,3	main
veSya	7-376-b	206422	1019,1	main
vedAyana	6-306-c	206153	1018,1	main
velAvilAsinI	7-376-b	206302	1018,3	main
vesarI	7-376-c	206535	1019,3	main
vetra	7-376-b	205602	1015,1	main
vetraBft	7-376-b	205615	1015,1	main
vetradaRqika	7-376-b	205607	1015,1	main
vetranadI	7-376-b	205612	1015,1	main
vfSa	7-376-b	204833	1011,3	main
vfTA	7-376-b	204566	1010,2	main
vfTAdAna	7-376-b	204066	1007,3	main
vfdDAnta	7-376-b	204717	1011,1	main
vfkzADirUQaka	7-376-b	204274	1008,3	main
vfzaBA	7-376-b	205083	1012,3	main
vfzaga	7-376-b	204908	1012,1	main
vfzwi	7-376-b	205183	1013,1	main
viBAs	7-375-a	198314	978,1	main
viBIzaRa	6-306-b	198381	978,2	main
viBUta	7-375-a	198477	978,3	main
viBUzA	7-375-a	198532	979,1	main
viBUzita	7-375-a	198534	979,1	main
viBaNgi	7-375-a	198257	977,3	main
viBajana	7-375-a	198208	977,2	main
viBramavatI	7-375-a	198580	979,2	main
viBu	7-375-a	198462	978,3	main
viDAna	7-374-c	196531	967,3	main
viDAraRa	6-306-b	196761	969,1	main
viDUsara	6-306-b	193169	951,1	main
viGAta	7-374-a	194607	957,3	main
viKAditaka	7-374-a	194418	956,3	main
viRwaka	7-374-b	195445	962,2	main
viS	7-375-c	200394	989,2	main
viSAKadatta	7-375-c	193577	952,3	main
viSAradiman	7-375-c	193597	952,3	main
viSezaka	7-375-c	200685	991,1	main
viSezavAdin	7-375-c	200662	990,3	main
viSoRita	7-375-c	193642	953,1	main
viSrAmaRa	7-375-c	200893	992,1	main
viSramBitavya	7-375-c	200924	992,1	main
viSudDasvaranirGozA	7-375-c	200763	991,2	main
viSvAsamaya	7-375-d	201597	995,1	main
vicCinnaSarapAtatva	7-374-a	194929	959,3	main
vicakra	7-374-a	192976	950,2	main
vicakzuzkaraRa	7-374-a	192982	950,2	main
vicitrAlaMkArasvara	7-374-a	194857	959,1	main
vicitraBUzaRa	7-374-a	194844	959,1	main
vicitramOliSrIcUqa	7-374-a	194846	959,1	main
vidAya	6-306-b	196113	965,3	main
vidUraja	7-374-c	196157	966,1	main
vidaMSa	7-374-c	196021	965,2	main
vidagDaka	7-374-c	196099	965,3	main
vidarBa	7-374-c	196035	965,2	main
videhajA	7-374-c	196248	966,2	main
vigarhA	7-374-a	194480	957,1	main
vigarhaRIya	7-374-a	194479	957,1	main
vihApita	6-306-c	203176	1003,1	main
vihAraBUmi	7-376-a	203252	1003,3	main
vihAyasAgAmin	7-376-a	203169	1003,1	main
vihasita	6-306-c	203127	1003,1	main
viheWa	6-306-c	203285	1003,3	main
viheWaka	7-376-a	203287	1003,3	main
viheWana	7-376-a	203288	1003,3	main
vihuRqana	6-306-c	203218	1003,2	main
vihvAruka	7-376-a	203315	1004,1	main
vijYAnAhAra	7-374-b	195309	961,2	main
vijYAnakftsna	7-374-b	195276	961,2	main
vijYAnanA	7-374-b	195313	961,2	main
vijYApanIya	7-374-b	195323	961,2	main
vijYAtasTAlI	7-374-b	195257	961,1	main
vijYapti	7-374-b	195251	961,1	main
vijayANkA	7-374-a	195125	960,2	main
vijayArDa	7-374-a	195137	960,2	main
vijfmBA	7-374-a	195199	960,3	main
vijihIrzA	7-374-a	195190	960,3	main
vijijYApayizA	7-374-a	195237	961,1	main
vikalaNka	7-373-d	192885	950,1	main
vikarAla	7-373-d	192853	950,1	main
vikara	6-306-b	194090	955,1	main
vikarya	6-306-b	194091	955,1	main
vikarza	7-373-d	194069	955,1	main
vikawa	7-373-d	193814	953,3	main
vikawaka	7-373-d	193828	953,3	main
vikfti	7-374-a	194037	954,3	main
viklitti	7-374-a	194315	956,1	main
vikramAditya	7-374-a	194228	955,3	main
vikroDa	7-374-a	192938	950,1	main
vikurvaRa	7-373-d	193986	954,3	main
vikurvita	7-373-d	193990	954,3	main
vikzepa	7-374-a	194381	956,2	main
vikziptaka	7-374-a	194365	956,2	main
vikzoBaRa	7-374-a	194403	956,3	main
vilapana	7-375-b	199595	984,3	main
vilohitaka	7-375-b	193500	952,2	main
vilomatA	7-375-b	199895	986,2	main
vimAna	7-375-b	198741	980,1	main
vimArgaRa	7-375-b	198764	980,2	main
vimAtavya	6-306-b	198940	981,1	main
vimaDyaBAva	7-375-a	193349	951,3	main
vimaDyama	7-375-a	193350	951,3	main
vimala	7-375-a	198670	979,3	main
vimanTana	7-375-a	198613	979,3	main
vimana	7-375-a	193351	951,3	main
vimati	7-375-a	198633	979,3	main
vimudra	7-375-b	193390	951,3	main
vinABAva	7-374-c	196896	969,3	main
vinAqa	6-306-b	193176	951,1	main
vinAvAsa	7-374-c	196903	969,3	main
vinDyAri	6-306-b	197385	972,3	main
vinIlaka	7-374-d	193212	951,1	main
vinIvaraRa	7-374-d	193213	951,1	main
vinata	7-374-c	196827	969,2	main
vinataka	7-374-c	196834	969,2	main
vinaya	7-374-c	197195	971,3	main
vinayaviBaNga	7-374-c	197224	972,1	main
vineya	6-306-b	197296	972,1	main
viniSvasita	7-374-d	197150	971,2	main
vinibanDa	7-374-c	196988	970,2	main
vinikazaRa	6-306-b	196917	969,3	main
viniketa	6-306-b	193189	951,1	main
vinimIlana	7-374-c	196996	970,2	main
vinimezaRa	7-374-c	197000	970,2	main
vinipAtana	7-374-c	196984	970,2	main
vinirmitsu	6-306-b	197077	971,1	main
viniroDa	7-374-c	193200	951,1	main
viniroDin	7-374-c	197030	970,3	main
vinivarti	7-374-c	197127	971,2	main
viniveSana	7-374-c	197114	971,1	main
vip	7-374-d	197419	972,3	main
vipUjana	7-374-d	197819	975,1	main
vipUyaka	7-374-d	197821	975,1	main
vipaYcanaka	7-374-d	197541	973,2	main
vipaYcika	7-374-d	197542	973,2	main
vipadma	7-374-d	193232	951,2	main
vipadumaka	7-374-d	197626	973,3	main
vipakza	7-374-d	197508	973,1	main
viparRa	7-374-d	193238	951,2	main
vipatkara	7-374-d	197591	973,3	main
viplAvana	7-375-a	198062	976,3	main
viplavAwwahAsa	7-375-a	198054	976,3	main
viplava	7-375-a	198052	976,2	main
vipluz	7-375-a	198082	976,3	main
vipraDarza	7-375-a	197918	975,3	main
viprajana	7-374-d	197458	973,1	main
vipraloka	7-375-a	197986	976,1	main
vipralopin	7-375-a	197982	976,1	main
vipratipatti	7-374-d	197885	975,2	main
vipratyanIka	7-375-a	193289	951,2	main
vipravAsa	7-375-a	198001	976,1	main
vipulIBAva	7-374-d	197814	975,1	main
vipura	7-374-d	193271	951,2	main
viqambaka	7-374-b	195411	962,1	main
virADya	7-375-b	199279	983,1	main
virAj	7-375-b	199225	983,1	main
virUQi	7-375-b	199475	984,2	main
virajastejaHsvara	7-375-b	199081	982,1	main
virePas	7-375-b	193459	952,1	main
virolita	7-375-b	199552	984,2	main
visPAraRa	7-376-a	202934	1002,1	main
visPuliNgA	7-376-a	202969	1002,1	main
visPuraRa	7-376-a	202957	1002,1	main
visPurita	7-376-a	202961	1002,1	main
visaBAga	7-375-d	193686	953,1	main
visaMsTula	7-375-d	193665	953,1	main
visaMvAdana	7-375-d	202698	1000,3	main
visaMyoga	7-375-d	202693	1000,2	main
visarga	6-306-c	202789	1001,1	main
visarjana	7-375-d	202809	1001,1	main
visfzwa	7-376-a	202830	1001,2	main
vismApin	7-376-a	203009	1002,2	main
vismfta	6-306-c	203027	1002,2	main
vispanda	7-376-a	202918	1001,3	main
vispandita	7-376-a	202919	1001,3	main
vispazwatA	7-376-a	202923	1002,1	main
visraMsikA	7-376-a	203055	1332,2	sup
visraganDi	7-376-a	203043	1002,2	main
visrava	7-376-a	203079	1002,3	main
vistIrRatA	7-376-a	202902	1001,3	main
vitAla	7-374-b	193085	950,3	main
vitAnI	7-374-b	195518	962,3	main
vitAna	7-374-b	195555	963,1	main
vitamaska	7-374-b	193069	950,3	main
vitarka	7-374-b	195536	962,3	main
vitkowikA	7-374-b	195601	963,1	main
vitrastaka	7-374-b	195607	963,2	main
vittarakzin	7-374-b	195967	965,1	main
vivAc	7-375-c	199941	986,3	main
vivAdaparicCeda	7-375-c	199962	986,3	main
vivAhAgni	7-375-c	200081	987,2	main
vivAhasTAna	7-375-c	200078	987,2	main
vivarRatA	7-375-b	193513	952,2	main
vivarRayitavya	7-375-c	199992	987,1	main
vivaresad	7-375-b	200230	988,2	main
vivartakalpa	7-375-c	200291	988,3	main
vivftti	7-375-c	200330	988,3	main
viyatpaTa	7-375-b	198976	981,2	main
viyugala	7-375-b	193407	952,1	main
vizAsahivrata	7-375-d	202124	997,3	main
vizRvanusTita	7-375-d	202655	1000,2	main
vizRvanuzWita	6-306-c	202654	1000,2	main
vizUcInAgra	7-375-d	202211	998,1	main
vizaheti	7-375-d	201817	996,1	main
vizaktatva	7-375-d	201886	996,2	main
vizamadfzwi	7-375-d	201963	996,3	main
vizamakriya	7-375-d	201949	996,3	main
vizamavyAptika	7-375-d	201983	997,1	main
vizkamBaRa	7-375-d	202302	998,3	main
vizkamBaparvata	7-375-d	202293	998,3	main
vizwA	7-375-d	201865	996,2	main
vlI	7-377-b	210822	1043,3	main
vokkARa	7-376-c	208133	1028,1	main
vrIhiyava	7-390-b	210796	1043,2	main
vrIqita	7-377-b	210776	1043,2	main
vraRaBft	6-306-c	210532	1042,2	main
vraRayukta	7-377-a	210534	1042,2	main
vraSc	7-377-a	210711	1043,1	main
vraj	7-377-a	210432	1041,3	main
vratasamAyana	7-377-a	210650	1042,3	main
vyABAzaRa	7-377-a	209859	1038,1	main
vyABAzita	7-377-a	209863	1038,1	main
vyAGraketu	7-377-a	209559	1036,2	main
vyAbADa	7-377-a	209855	1038,1	main
vyAhfta	6-306-c	210145	1039,3	main
vyAkUta	7-377-a	209441	1035,3	main
vyAkarzaRa	7-377-a	209472	1036,1	main
vyApAta	6-306-c	209834	1038,1	main
vyApannacitta	7-377-a	209823	1037,3	main
vyAseka	7-377-a	210111	1039,3	main
vyaD	7-376-d	208671	1031,1	main
vyaT	7-376-d	208633	1031,1	main
vyaTana	7-376-d	208641	1031,1	main
vyaYjana	7-376-d	208468	1029,3	main
vyaktIkaraRa	7-376-d	208427	1029,3	main
vyaktadarSana	7-376-d	208402	1029,2	main
vyalIka	7-376-d	208938	1032,3	main
vyapatrApya	7-376-d	208728	1031,3	main
vyarpaRA	7-376-d	208937	1032,3	main
vyastikA	7-377-a	209337	1035,2	main
vyatikara	7-376-d	208497	1030,1	main
vyavacArayitavya	7-376-d	208952	1033,1	main
vyavadAna	7-376-d	208962	1033,1	main
vyavagrAham	7-376-d	208951	1033,1	main
vyavahAracintAmaRi	7-376-d	209151	1034,2	main
vyavahAram	6-306-c	209213	1034,3	main
vyavahArasAra	7-377-a	209191	1034,2	main
vyavahft	7-377-a	209230	1034,3	main
vyavahriyamARatva	6-306-c	209239	1034,3	main
vyavalokana	7-376-d	209004	1033,2	main
vyavasarga	7-376-d	209018	1033,2	main
vyay	7-376-d	208913	1032,3	main
vyazwakA	7-377-a	209266	1034,3	main
vyupapatti	7-377-a	210248	1040,3	main
vyutkrAntakasamApatti	7-377-a	210183	1040,1	main
wAla	3-262-c	81237	429,3	main
waNkaka	7-344-b	81190	429,2	main
waNkana	7-344-b	81197	429,3	main
waRatkAra	3-262-c	81220	429,3	main
wal	5-255-a	81222	429,3	main
yA	7-369-d	171221	850,2	main
yAdavaprakASa	6-305-c	171415	851,2	main
yAgamaya	7-370-a	171232	850,2	main
