hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form
cInanI	cīnanī	pw	40346	2-233-b	0	52	0		0		1	1	pwg	0	0
cIrIlli	cīrīlli	pw	40380.1	2-233-c	0	23	0		0	cirillI:1.000	1	1	pwg	0	0
cIrilli	cīrilli	pw	40380	2-233-c	0	53	0		0	cirillI:1.000	2	2	armh;pwg	0	0
cOluka	cauluka	pw	40803	2-239-b	0	53	0		0	cOlukya:0.923	2	1	mw72;pwg	0	0
caYcumant	cañcumant	pw	38425.1	2-206-b	0	23	0		0	caYcumat:0.941	1	1	pwg	0	0
caYcuqa	cañcuḍa	pw	38421	2-206-b	0	67	0		0	caYcUqa:1.000	0	0		0	0
cadelavAla	cadelavāla	pw	38874	2-211-c	0	73	0		0		1	1	pwg	0	0
cakralakzaRa	cakralakṣaṇa	pw	38283	2-204-b	0	122	0		1	cakralakzaRA:1.000	0	0		0	0
campakolva	campakolva	pw	39212	2-215-c	0	77	0		0		1	1	pwg	0	0
candragola	candragola	pw	38953	2-213-a	0	106	0		0		5	5	pwg;shs;vcp;wil;yat	0	0
candrakavant	candrakavant	pw	38923	2-212-c	0	50	0		0	candrakavat:0.957	1	1	pwg	0	0
candrasaMBava	candrasaṃbhava	pw	39080	2-214-b	0	166	0		0	candrasamBava:1.000	1	1	pwg	0	0
caramy	caramy	pw	39286	2-218-b	0	55	0		1	caramya:0.923	1	1	pwg	0	0
carmasaMBavA	carmasaṃbhavā	pw	39397	2-219-c	0	56	0		0	carmasamBavA:1.000	3	3	ap;lrv;pwg	0	0
carmawI	carmaṭī	pw	39359	2-219-b	0	71	0		0	carawI:0.923	0	0		0	0
carp	carp	pw	39333	2-219-a	0	67	0		0		3	3	ae;bor;pwg	0	0
caturagnivant	caturagnivant	pw	38584	2-208-a	0	66	0		0	caturagnivat:0.960	1	1	pwg	0	0
caturdant	caturdant	pw	217155	7-340-b	1	107	0		1	caturdanta:0.947	1	1	sch	0	0
catury	catury	pw	38710	2-209-c	0	54	0		1	caturya:0.923	1	1	pwg	0	0
caturyoginIsaMpuwa	caturyoginīsaṃpuṭa	pw	208897	6-301-a	1	89	0		0		1	1	sch	0	0
catuzkumBikA	catuṣkumbhikā	pw	217183	7-340-c	1	85	1	281,111	0		2	2	bhs;sch	0	0
cedAra	cedāra	pw	40612	2-237-a	0	68	0		0		5	4	mw72;pwg;shs;wil;yat	0	0
cetAy	cetāy	pw	40598	2-236-c	0	63	0		1		1	1	pwg	0	0
cetaHparyAyajYAna	cetaḥparyāyajñāna	pw	217365	7-342-a	1	136	1	14	0		1	1	sch	0	0
ciNgawI	ciṅgaṭī	pw	39852.1	2-226-c	0	23	0		1		2	2	ap;skd	0	0
cikKilla	cikkhilla	pw	39843	2-226-c	0	39	0		0		1	1	pwg	0	0
cika	cika	pw	39792	2-226-a	0	74	0		0		2	2	pwg;vcp	0	0
cintAvant	cintāvant	pw	40200	2-231-c	0	57	0		0	cintAvat:0.941	1	1	pwg	0	0
citraraTabAlhIka	citrarathabālhīka	pw	40065	2-229-c	0	88	0		0	citraraTabAhlika:0.938	0	0		0	0
citravartinI	citravartinī	pw	40086	2-230-a	0	108	0		0		0	0		0	0
cittAnuparivartin	cittānuparivartin	pw	222382	7-387-d	1	114	1	109,85	0		1	1	sch	0	0
cittonnati	cittonnati	pw	39956	2-228-a	0	59	0		0	cittonnatti:0.952	6	6	lrv;pwg;shs;vcp;wil;yat	0	0
culUpin	culūpin	pw	40483.1	2-235-a	0	23	0		0	culumpin:0.933	0	0		0	0
cullaka	cullaka	pw	40487	2-235-a	0	242	0		1	cullAkza:0.933	6	5	ieg;mw72;pwg;shs;wil;yat	0	0
curaRa	curaṇa	pw	40462	2-234-c	0	51	0		0	CuraRa:1.000	3	2	mw72;pwg;vcp	0	0
curaRy	curaṇy	pw	40463	2-234-c	0	50	0		1	curaRya:0.923	0	0		0	0
cyAvayitar	cyāvayitar	pw	40816	2-239-c	0	69	0		0		1	1	pwg	0	0
cyutisaMkrama	cyutisaṃkrama	pw	217390	7-342-a	1	123	1	148,13	0		1	1	sch	0	0
cyutyupapatti	cyutyupapatti	pw	217391	7-342-a	1	139	1	7	0		1	1	sch	0	0
cyuz	cyuṣ	pw	40831	2-240-b	0	97	0		0		0	0		0	0
dASya	dāśya	pw	49958	3-085-a	0	57	0		0	dAsya:1.000	2	2	pwg;vcp	0	0
dAkzAyiRIpa	dākṣāyiṇīpa	pw	49531	3-080-a	0	117	0		0		3	3	shs;wil;yat	0	0
dAkziGoza	dākṣighoṣa	pw	49544	3-080-a	0	73	0		0		1	1	pwg	0	0
dAkzihradIya	dākṣihradīya	pw	49564	3-080-b	0	62	0		0		0	0		0	0
dAkzikanTIya	dākṣikanthīya	pw	49536	3-080-a	0	62	0		0	dAkzikanTiya:1.000	3	3	shs;wil;yat	0	0
dAkzikarzIya	dākṣikarṣīya	pw	49538	3-080-a	0	62	0		0		0	0		0	0
dAkzikawa	dākṣikaṭa	pw	49534	3-080-a	0	71	0		0		1	1	pwg	0	0
dAkzipaladIya	dākṣipaladīya	pw	49561	3-080-b	0	64	0		0		0	0		0	0
dAkziprasTa	dākṣiprastha	pw	49562	3-080-b	0	74	0		0	dakziRasTa:0.952	1	1	pwg	0	0
dAlatraka	dālatraka	pw	49887	3-084-b	0	56	0		0		1	1	pwg	0	0
dAlvA	dālvā	pw	49903	3-084-b	0	80	0		0		0	0		0	0
dAlveya	dālveya	pw	49904	3-084-b	0	67	0		0		0	0		0	0
dAmakaputra	dāmakaputra	pw	49711	3-082-a	0	99	0		0		0	0		0	0
dAmalihy	dāmalihy	pw	49734	3-082-b	0	59	0		1	dAmalihya:0.941	0	0		0	0
dAqimIvant	dāḍimīvant	pw	49575	3-080-b	0	70	0		0	dAqimIvat:0.947	1	1	pwg	0	0
dAqimapuzpaka	dāḍimapuṣpaka	pw	49573.1	3-080-b	0	23	0		0		3	3	shs;wil;yat	0	0
dAqimva	dāḍimva	pw	49576.1	3-080-c	0	23	0		0	dAqima:0.923	0	0		0	0
dAradikA	dāradikā	pw	49789	3-083-a	0	68	0		0		1	1	pwg	0	0
dArumatsyAhvayA	dārumatsyāhvayā	pw	49834	3-083-c	0	79	0		1	dArumatsyAhvaya:1.000	0	0		0	0
dArumuKyAhvA	dārumukhyāhvā	pw	49836.1	3-083-c	0	23	0		1	dArumuKyAhva:1.000	2	2	ap;lrv	0	0
dArumuKyAhvayA	dārumukhyāhvayā	pw	49836	3-083-c	0	108	0		1	dArumuKyAhvaya:1.000	5	5	ap;lrv;pwg;skd;vcp	0	0
dArveya	dārveya	pw	49872	3-084-a	0	55	0		0	darvya:0.923	1	1	pwg	0	0
dArviyA	dārviyā	pw	49868	3-084-a	0	147	0		0	dAravIya:0.933	1	1	pwg	0	0
dAsIBAra	dāsībhāra	pw	50008	3-085-c	0	56	0		0		1	1	pwg	0	0
dAsIPalI	dāsīphalī	pw	50007	3-085-c	0	92	0		0		0	0		0	0
dAsIpAda	dāsīpāda	pw	50005	3-085-c	0	66	0		0		1	1	pwg	0	0
dAsIpadI	dāsīpadī	pw	50004	3-085-c	0	84	0		0		0	0		0	0
dAsapUra	dāsapūra	pw	49983	3-085-b	0	52	0		0	dASapura:1.000	7	6	bur;mw72;pwg;shs;vcp;wil;yat	0	0
dAsarUpya	dāsarūpya	pw	49992	3-085-b	0	50	0		0	dASarUpya:1.000	0	0		0	0
dEnAra	daināra	pw	52862	3-122-a	0	94	0		0		5	4	mw72;pwg;shs;wil;yat	0	0
dEvadattyA	daivadattyā	pw	52908	3-122-c	0	80	0		0	devadattIya:0.952	0	0		0	0
dEvakovidA	daivakovidā	pw	52881	3-122-b	0	55	0		1	dEvakovida:1.000	1	1	skd	0	0
dEvati	daivati	pw	52901	3-122-c	0	61	0		1		2	2	pwg;vcp	0	0
dEvayajYyA	daivayajñyā	pw	52920	3-122-c	0	56	0		0	devayajyA:0.947	0	0		0	0
dIkzitar	dīkṣitar	pw	50474	3-092-c	0	54	0		0	dIkzita:0.933	1	1	pwg	0	0
dIkzya	dīkṣya	pw	207428	5-256-b	1	98	0		0		1	1	sch	0	0
dIpIya	dīpīya	pw	50552	3-094-b	0	50	0		0		2	2	pwg;vcp	0	0
dIpitar	dīpitar	pw	50550	3-094-b	0	52	0		0	dIpita:0.923	1	1	pwg	0	0
dIptya	dīptya	pw	50590	3-094-c	0	51	0		0		2	2	pwg;vcp	0	0
dIrGapawolI	dīrghapaṭolī	pw	50652.1	3-095-c	0	23	0		0		0	0		0	0
dOHzWulya	dauḥṣṭhulya	pw	218327.1	7-349-c	1	24	0		0		1	1	sch	0	0
dOgUla	daugūla	pw	53079.1	3-124-c	0	23	0		0		3	2	lrv;mw72;pwg	0	0
dOkUlaka	daukūlaka	pw	53079	3-124-c	0	71	0		0		1	1	bhs	0	0
dOzWulya	dauṣṭhulya	pw	218327	7-349-c	1	105	1	109,20	0		1	1	bhs	0	0
dOzakagati	dauṣakagati	pw	53126	3-125-b	0	126	0		0		0	0		0	0
dUrAdAgata	dūrādāgata	pw	51837	3-110-a	0	90	0		0		1	1	lrv	0	0
dUrAdDi	dūrāddhi	pw	204864	3-264-a	1	68	0		0	durADi:0.923	1	1	sch	0	0
dUraMBavizRu	dūraṃbhaviṣṇu	pw	51824	3-110-a	0	68	0		0	dUramBavizRu:1.000	1	1	pwg	0	0
dUrepAka	dūrepāka	pw	51854	3-110-b	0	103	0		0		2	2	pwg;vcp	0	0
dUtIkA	dūtīkā	pw	51781	3-109-b	0	51	0		0	dUtikA:1.000	3	2	mw72;pwg;skd	0	0
daDisy	dadhisy	pw	48811	3-067-a	0	67	0		1	daDisya:0.923	1	1	pwg	0	0
daDyAlI	dadhyālī	pw	48828.1	3-067-b	0	23	0		0		1	1	pwg	0	0
daDyasy	dadhyasy	pw	48826	3-067-b	0	67	0		1	daDyasya:0.933	1	1	pwg	0	0
daMsayitar	daṃsayitar	pw	48382	3-061-b	0	57	0		0		1	1	pwg	0	0
daRqAyAma	daṇḍāyāma	pw	48667	3-065-c	0	54	0		0	daRqayAma:1.000	1	1	pwg	0	0
daRqarI	daṇḍarī	pw	48633	3-065-a	0	88	0		0	daRqaSrI:0.933	4	3	mw72;pwg;skd;vcp	0	0
daRqimant	daṇḍimant	pw	48681	3-065-c	0	69	0		0	daRqiman:0.941	1	1	pwg	0	0
daSaBUmisUtra	daśabhūmisūtra	pw	49334	3-075-b	0	85	0		0		0	0		0	0
daSagAgrya	daśagāgrya	pw	49248	3-074-b	0	96	0		0		0	0		0	0
dadfkzeRya	dadṛkṣeṇya	pw	48743	3-066-b	0	89	0		0		2	1	mw72;pwg	0	0
dagDikA	dagdhikā	pw	48545	3-063-c	0	146	0		0	dADikA:0.923	10	9	ap;ap90;lrv;mw72;pwg;shs;skd;vcp;wil;yat	0	0
daha	daha	pw	49487	3-077-c	0	37	0		1	dAha:1.000	7	7	krm;pe;pwg;shs;skd;vcp;wil	0	0
dalatar	dalatar	pw	49189	3-073-c	0	54	0		1	dalataru:0.933	1	1	pwg	0	0
dalmimant	dalmimant	pw	49222	3-074-a	0	72	0		0	dalmimat:0.941	1	1	pwg	0	0
damadamAy	damadamāy	pw	48989	3-069-b	0	70	0		1	damadamAya:0.947	1	1	pwg	0	0
dantaSawa	dantaśaṭa	pw	48917	3-068-b	0	63	0		0	dantaSaWa:1.000	4	4	pwg;shs;wil;yat	0	0
dantaloka	dantaloka	pw	48901	3-068-a	0	67	0		0		1	1	pwg	0	0
dantavant	dantavant	pw	48903	3-068-a	0	63	0		0	dantavat:0.941	1	1	pwg	0	0
darB	darbh	pw	49097	3-071-b	0	76	0		1		5	5	ccs;fri;gra;pwg;sch	0	0
darP	darph	pw	49095	3-071-b	0	46	0		0		1	1	pwg	0	0
dardrUrogin	dardrūrogin	pw	49081	3-071-a	0	59	0		0	dadrUrogin:0.952	2	2	shs;yat	0	0
dardruGna	dardrughna	pw	49076	3-071-a	0	86	0		0	dadruGna:0.941	2	2	pwg;vcp	0	0
dardrunASinI	dardrunāśinī	pw	49078	3-071-a	0	71	0		0	dadrunASinI:0.957	2	2	pwg;vcp	0	0
dardrurogin	dardrurogin	pw	49079	3-071-a	0	59	0		0	dadrurogin:0.952	2	2	pwg;wil	0	0
darduraparRi	darduraparṇi	pw	49072.1	3-071-a	0	23	0		1	darduraparRI:1.000	0	0		0	0
daridritar	daridritar	pw	49057.2	3-070-c	0	23	0		0	daridrita:0.947	1	1	pwg	0	0
darp	darp	pw	49084	3-071-a	0	81	0		1		3	3	ccs;fri;pwg	0	0
dattatIrTakft	dattatīrthakṛt	pw	48696	3-066-a	0	99	0		0		1	1	pwg	0	0
dayU	dayū	pw	49035	3-070-a	0	50	0		1	DAyu:1.000	2	2	pwg;vcp	0	0
dehAzWIlaDAraka	dehāṣṭhīladhāraka	pw	52826	3-121-c	0	69	0		0		0	0		0	0
devIDiyaka	devīdhiyaka	pw	52682	3-120-a	0	85	0		0	devIMDiyaka:0.952	0	0		0	0
devadattaSaWa	devadattaśaṭha	pw	52279	3-115-c	0	119	0		0	devadattaSaTa:0.923	0	0		0	0
devadiRa	devadiṇa	pw	52293	3-116-a	0	91	0		0	devadiRRa:0.941	0	0		0	0
devanIti	devanīti	pw	52335	3-116-b	0	47	0		0		1	1	pwg	0	0
devaraka	devaraka	pw	52457	3-117-c	0	50	0		0	devArcaka:0.941	1	1	pwg	0	0
devayitar	devayitar	pw	52446	3-117-c	0	82	0		0		1	1	pwg	0	0
dftya	dṛtya	pw	52034	3-112-c	0	92	0		0		2	2	pwg;vcp	0	0
dfzady	dṛṣady	pw	52076	3-113-a	0	65	0		1	dfzadya:0.923	1	1	pwg	0	0
diDIzU	didhīṣū	pw	50170	3-087-c	0	53	0		1	diDIzu:1.000	4	3	lrv;mw72;pwg;vcp	0	0
digambaraka	digambaraka	pw	50074	3-086-b	0	61	0		0		1	1	pwg	0	0
digvilokita	digvilokita	pw	218141	7-348-a	1	120	1	21,19	0		2	2	bhs;sch	0	0
dinakarAtmajA	dinakarātmajā	pw	50178	3-087-c	0	78	0		1	dinakarAtmaja:1.000	5	5	armh;pwg;shs;skd;wil	0	0
divAwana	divāṭana	pw	50292	3-089-a	0	47	0		0		7	7	bur;lrv;pwg;shs;vcp;wil;yat	0	0
divy	divy	pw	50358	3-089-c	0	74	0		1		1	1	pwg	0	0
dohApanayana	dohāpanayana	pw	53073	3-124-c	0	51	0		0		0	0		0	0
dohIyasI	dohīyasī	pw	53076	3-124-c	0	69	0		0	dohIyas:0.933	0	0		0	0
dozaka	doṣaka	pw	53006	3-124-a	0	44	0		0		5	4	mw72;pwg;shs;wil;yat	0	0
drAkzAmant	drākṣāmant	pw	53405	3-128-c	0	70	0		0	drAkzAmat:0.947	1	1	pwg	0	0
drOGa	draugha	pw	53590	3-131-c	0	110	0		0	droGa:1.000	0	0		0	0
drOGaRaka	draughaṇaka	pw	53591.1	3-131-c	0	23	0		0		1	1	pwg	0	0
drOvaya	drauvaya	pw	53604	3-131-c	0	57	0		0	DrOvya:0.923	1	1	pwg	0	0
draQIyaMs	draḍhīyaṃs	pw	53304	3-127-b	0	69	0		0	draQIyas:0.941	2	2	cae;ccs	0	0
dramP	dramph	pw	53314.1	3-127-b	0	23	0		0		0	0		0	0
dramp	dramp	pw	53314	3-127-b	0	100	0		0		0	0		0	0
dravAyya	dravāyya	pw	53340	3-127-c	0	65	0		0	dravaya:0.933	2	2	pwg;vcp	0	0
dravasy	dravasy	pw	53337	3-127-c	0	63	0		1	dravasya:0.933	0	0		0	0
dravaty	dravaty	pw	53325	3-127-c	0	55	0		1	dravatya:0.933	1	1	pwg	0	0
draviRIy	draviṇīy	pw	53353	3-128-a	0	68	0		1	draviRIya:0.941	1	1	pwg	0	0
droRaMpaca	droṇaṃpaca	pw	53561	3-131-b	0	96	0		0	droRampaca:1.000	2	2	ap;pwg	0	0
druGana	drughana	pw	53455	3-130-a	0	48	0		0		1	1	pwg	0	0
druRAsa	druṇāsa	pw	53462	3-130-a	0	59	0		0	druRasa:1.000	0	0		0	0
druRi	druṇi	pw	53463	3-130-a	0	58	0		1	druRI:1.000	8	7	bur;lrv;mw72;pwg;shs;vcp;wil;yat	0	0
drumant	drumant	pw	53492	3-130-b	0	60	0		0	drumat:0.923	1	1	pwg	0	0
duHKilatA	duḥkhilatā	pw	218183	7-348-c	1	80	1	85,16	0		2	2	bhs;sch	0	0
duHKy	duḥkhy	pw	50819	3-097-c	0	59	0		1		1	1	pwg	0	0
duHzAman	duḥṣāman	pw	51678	3-108-a	0	50	0		0	duHzama:0.933	1	1	pwg	0	0
duHzUti	duḥṣūti	pw	51680	3-108-a	0	41	0		0	duHzwuti:0.933	5	5	pwg;shs;vcp;wil;yat	0	0
duHzaMDi	duḥṣaṃdhi	pw	51673	3-108-a	0	50	0		0		1	1	pwg	0	0
duHzeDa	duḥṣedha	pw	51681	3-108-a	0	49	0		0		2	2	pwg;vcp	0	0
duddoli	duddoli	pw	50864	3-098-a	0	35	0		0		1	1	pwg	0	0
dulay	dulay	pw	51486	3-105-c	0	83	0		0		1	1	pwg	0	0
dunduBizevaRa	dundubhiṣevaṇa	pw	50886	3-098-b	0	69	0		0		1	1	pwg	0	0
durAQyaMBava	durāḍhyaṃbhava	pw	50978	3-099-b	0	68	0		0	durAQyamBava:1.000	1	1	pwg	0	0
durGarzA	durgharṣā	pw	51163	3-101-c	0	74	0		0		0	0		0	0
duraMgamA	duraṃgamā	pw	50905	3-098-c	0	54	0		0	dUraMgama:1.000	1	1	pwg	0	0
duray	duray	pw	50942	3-099-a	0	69	0		0		1	1	pwg	0	0
durdinAy	durdināy	pw	51202	3-102-a	0	65	0		1	durdinAya:0.941	1	1	pwg	0	0
durgAhva	durgāhva	pw	204857	3-264-a	1	53	0		0	durgAha:0.933	3	3	pwg;sch;vcp	0	0
durizWa	duriṣṭha	pw	51042	3-100-a	0	64	0		0	durizwa:1.000	5	5	bur;pwg;shs;wil;yat	0	0
durnazwa	durnaṣṭa	pw	51234	3-102-c	0	38	0		0		1	1	pwg	0	0
dustarIpa	dustarīpa	pw	51692	3-108-a	0	53	0		0		1	1	pwg	0	0
duzWulArocana	duṣṭhulārocana	pw	218227	7-348-d	1	152	1	261,6	0		1	1	sch	0	0
duzWulapraticCAdana	duṣṭhulapraticchādana	pw	218226	7-348-d	1	163	1	261,54	0		1	1	sch	0	0
duzwIy	duṣṭīy	pw	51605	3-107-a	0	64	0		1	duzwIya:0.923	1	1	pwg	0	0
duzyA	duṣyā	pw	51670	3-107-c	0	89	0		0	dUzyA:1.000	0	0		0	0
dvAHsTitadarSaka	dvāḥsthitadarśaka	pw	53796.1	3-134-a	0	23	0		0		3	3	shs;wil;yat	0	0
dvIpasaMBava	dvīpasaṃbhava	pw	54204	3-138-c	0	317	0		0	dvIpasamBava:1.000	1	1	pwg	0	0
dvar	dvar	pw	53639	3-132-b	0	93	0		1	dvAr:1.000	2	2	gra;pwg	0	0
dvidant	dvidant	pw	53926	3-135-c	0	110	0		1	dvidanta:0.933	1	1	pwg	0	0
dvikaMsa	dvikaṃsa	pw	53802	3-134-a	0	73	0		0		0	0		0	0
dviraTa	dviratha	pw	54045	3-137-a	0	55	0		0	diviraTa:0.933	1	1	pwg	0	0
dviraTya	dvirathya	pw	54045.1	3-137-a	0	23	0		0		0	0		0	0
dviruttara	dviruttara	pw	54067	3-137-a	0	67	0		0		0	0		0	0
dvitantra	dvitantra	pw	53897	3-135-b	0	64	0		0	devItantra:0.947	0	0		0	0
dvyaNgulautkarzam	dvyaṅgulautkarṣam	pw	54299	3-139-c	0	131	0		0		0	0		0	0
dyA	dyā	pw	53159	3-125-c	0	77	0		1	DyA:1.000	2	1	mw72;pwg	0	0
dyAMpAta	dyāṃpāta	pw	53161	3-125-c	0	93	0		0	dyAmpAta:1.000	1	1	pwg	0	0
dyUtAlaya	dyūtālaya	pw	53266	3-127-a	0	52	0		0		1	1	pwg	0	0
dyUtapOrRamI	dyūtapaurṇamī	pw	53254.1	3-126-c	0	23	0		0		0	0		0	0
dyuma	dyuma	pw	53210	3-126-b	0	62	0		1		2	2	pwg;vcp	0	0
ehIqa	ehīḍa	pw	22390.3	1-274-a	0	23	0		0		1	1	vcp	0	0
ehireyAhirA	ehireyāhirā	pw	22388.1	1-274-a	0	23	0		0		0	0		0	0
ehisvAgatA	ehisvāgatā	pw	22390.2	1-274-a	0	23	0		0		0	0		0	0
ehivARijA	ehivāṇijā	pw	22390	1-274-a	0	163	0		0		0	0		0	0
ehiviGasA	ehivighasā	pw	22390.1	1-274-a	0	23	0		0		0	0		0	0
ehiyava	ehiyava	pw	22388	1-274-a	0	106	0		0		1	1	pwg	0	0
ekAMSamala	ekāṃśamala	pw	22035	1-269-b	0	71	0		0		0	0		0	0
ekANka	ekāṅka	pw	22052	1-269-c	0	64	0		0		1	1	pwg	0	0
ekAkAra	ekākāra	pw	215445	7-327-c	1	113	1	21	0	ekakara:1.000	2	2	bhs;sch	0	0
ekAvacAraka	ekāvacāraka	pw	215465	7-327-d	1	85	1	245,1027	0		2	2	bhs;sch	0	0
ekaDyam	ekadhyam	pw	215381	7-327-a	1	189	1	245	0	EkaDyam:1.000	2	2	bhs;sch	0	0
ekagraha	ekagraha	pw	202825	2-296-b	1	94	0		0		1	1	sch	0	0
ekajvAlI	ekajvālī	pw	215367	7-327-a	1	118	1	223,178	0	ekAvalI:0.933	1	1	sch	0	0
ekareRuBU	ekareṇubhū	pw	21908	1-268-a	0	87	0		0		0	0		0	0
ekavIcika	ekavīcika	pw	215412	7-327-b	1	171	1	46	0		2	2	bhs;sch	0	0
elAhva	elāhva	pw	22303	1-273-a	0	71	0		0		0	0		0	0
elAvalI	elāvalī	pw	22302	1-273-a	0	68	0		1	elAvali:1.000	1	1	pwg	0	0
elAy	elāy	pw	22301	1-273-a	0	44	0		1		1	1	pwg	0	0
eqAkzipuzpa	eḍākṣipuṣpa	pw	215480	7-327-d	1	144	0		0		2	2	bhs;sch	0	0
eqakIy	eḍakīy	pw	22184	1-271-b	0	118	0		1	eqakIya:0.923	1	1	pwg	0	0
eqakamuKa	eḍakamukha	pw	22183	1-271-b	0	76	0		0		0	0		0	0
eqameqa	eḍameḍa	pw	215478	7-327-d	1	93	0		0		2	2	bhs;sch	0	0
eqavaRa	eḍavaṇa	pw	215479	7-327-d	1	111	0		0		1	1	sch	0	0
eqavarRa	eḍavarṇa	pw	215479.1	7-327-d	1	24	0		0		0	0		0	0
etasa	etasa	pw	22239.1	1-272-a	0	23	0		0	etaSa:1.000	0	0		0	0
etay	etay	pw	22233	1-272-a	0	48	0		0		1	1	pwg	0	0
evaMBAgIya	evaṃbhāgīya	pw	215512	7-328-a	1	99	1	104	0		1	1	sch	0	0
evaMpramuKa	evaṃpramukha	pw	215510	7-328-a	1	113	1	244	0		1	1	sch	0	0
evaMsaMjYin	evaṃsaṃjñin	pw	215500	7-328-a	1	114	1	15	0		1	1	sch	0	0
evaMyukta	evaṃyukta	pw	205499	4-297-b	1	99	0		1	evaMyuktam:0.947	1	1	sch	0	0
evamAyuzyaparyanta	evamāyuṣyaparyanta	pw	215507	7-328-a	1	114	1	15	0		1	1	sch	0	0
ezaka	eṣaka	pw	22361	1-273-c	0	102	0		1	ezakA:1.000	1	1	bhs	0	0
ezika	eṣika	pw	22369	1-273-c	0	69	0		1	ezikA:1.000	0	0		0	0
ezitar	eṣitar	pw	22370	1-273-c	0	94	0		0		0	0		0	0
ezwar	eṣṭar	pw	22376	1-273-c	0	86	0		0		1	1	sch	0	0
fBukzIn	ṛbhukṣīn	pw	21592	1-264-a	0	68	0		0	fBukzin:1.000	1	1	pwg	0	0
fRaSopana	ṛṇaśopana	pw	21421	1-261-c	0	119	0		0		0	0		0	0
fRagrAhaRa	ṛṇagrāhaṇa	pw	21402	1-261-c	0	71	0		0		0	0		0	0
fcCakA	ṛcchakā	pw	21346	1-261-a	0	80	0		1	fcCaka:1.000	5	4	ap;ap90;lrv;mw72;pwg	0	0
fcatka	ṛcatka	pw	21338	1-261-a	0	64	0		0		1	1	gra	0	0
fgmant	ṛgmant	pw	21319	1-260-c	0	66	0		0		1	1	pwg	0	0
fkzanemi	ṛkṣanemi	pw	21287	1-260-b	0	69	0		0		1	1	pwg	0	0
ftaboDa	ṛtabodha	pw	21458	1-262-b	0	65	0		0		1	1	pwg	0	0
fzyagatA	ṛṣyagatā	pw	21678	1-265-a	0	54	0		0		7	7	ap;pwg;shs;skd;vcp;wil;yat	0	0
gAYjIva	gāñjīva	pw	35181	2-163-a	0	66	0		0		0	0		0	0
gAloqay	gāloḍay	pw	35397	2-165-c	0	84	0		1	gAloqaya:0.933	0	0		0	0
gAqiki	gāḍiki	pw	35184	2-163-a	0	52	0		0		1	1	pwg	0	0
gArDa	gārdha	pw	216854	7-338-a	1	102	1	110,36	0	garDa:1.000	4	4	bhs;bur;pwg;sch	0	0
gArgIy	gārgīy	pw	35354	2-165-a	0	146	0		1	gArgIya:0.923	1	1	pwg	0	0
gAtrasaMplava	gātrasaṃplava	pw	35244	2-163-c	0	77	0		0	gAtrasamplava:1.000	2	2	lrv;pwg	0	0
gAtray	gātray	pw	35235	2-163-b	0	48	0		1	gAtraya:0.923	1	1	pwg	0	0
gIHkAmy	gīḥkāmy	pw	35542	2-167-b	0	87	0		1	gIHkAmya:0.933	0	0		0	0
gIrvant	gīrvant	pw	216868	7-338-b	1	81	0		0	gIrvat:0.923	2	2	pwg;sch	0	0
gOha	gauha	pw	37251	2-188-a	0	70	0		0	goha:1.000	2	2	pwg;sch	0	0
gOlandya	gaulandya	pw	37229	2-187-c	0	70	0		0	gOlanda:0.933	2	2	pwg;vcp	0	0
gOpileya	gaupileya	pw	37141	2-186-c	0	54	0		0	gOPileya:1.000	2	2	pwg;vcp	0	0
gOrimant	gaurimant	pw	37193	2-187-b	0	81	0		0	gOriman:0.933	1	1	pwg	0	0
gOtamasaMBavA	gautamasaṃbhavā	pw	37109	2-186-b	0	110	0		0	gOtamasamBavA:1.000	2	2	lrv;pwg	0	0
gaNgApAradeSa	gaṅgāpāradeśa	pw	34021	2-143-c	0	77	0		0		1	1	pwg	0	0
gaNgezwikA	gaṅgeṣṭikā	pw	207146	5-253-b	1	105	0		0		1	1	sch	0	0
gaRimant	gaṇimant	pw	34282	2-146-c	0	88	0		0	gaRimat:0.933	0	0		0	0
gaRqIkowanaka	gaṇḍīkoṭanaka	pw	216748	7-337-b	1	174	1	279	0		1	1	sch	0	0
gaRqakavatI	gaṇḍakavatī	pw	34309	2-147-b	0	57	0		0		2	2	ap;pwg	0	0
gaYjapati	gañjapati	pw	216717	7-336-d	1	102	1	186,32	0	gajapati:0.941	2	2	ieg;sch	0	0
gadDi	gaddhi	pw	216919	7-338-c	1	84	1	110,35	0		0	0		0	0
gadgady	gadgady	pw	34449	2-149-a	0	49	0		1	gadgadya:0.933	1	1	pwg	0	0
gahanAy	gahanāy	pw	35150	2-161-c	0	69	0		1	gahanAya:0.933	1	1	pwg	0	0
gahay	gahay	pw	35153	2-161-c	0	84	0		0		0	0		0	0
galBAy	galbhāy	pw	35061	2-160-c	0	76	0		1	galBAya:0.923	0	0		0	0
galu	galu	pw	35050	2-160-b	0	99	0		1	galU:1.000	1	1	pwg	0	0
gamBIraGozasvaranAdita	gambhīraghoṣasvaranādita	pw	216789	7-337-c	1	134	1	23,42	0		2	2	bhs;sch	0	0
gamBIrasIla	gambhīrasīla	pw	34709	2-155-b	0	72	0		0	gamBIraSIla:1.000	0	0		0	0
