dcs_band	kind	slp1	iast
1	nominal	suradviza	suradviṣa
1	nominal	suraktasa	suraktasa
1	nominal	surakzaka	surakṣaka
1	nominal	surakzitA	surakṣitā
1	nominal	suramAtf	suramātṛ
1	nominal	suramBikA	surambhikā
1	nominal	surapa	surapa
1	nominal	surarAjabasti	surarājabasti
1	nominal	surarAjavasti	surarājavasti
1	nominal	surarAzwra	surarāṣṭra
1	nominal	surasAdika	surasādika
1	nominal	surasena	surasena
1	nominal	suratArakA	suratārakā
1	nominal	suratnaka	suratnaka
1	nominal	suratrARA	suratrāṇā
1	nominal	surattama	surattama
1	nominal	suravallarA	suravallarā
1	nominal	surawI	suraṭī
1	nominal	sureSalupta	sureśalupta
1	nominal	surelaSa	surelaśa
1	nominal	surodBava	surodbhava
1	nominal	suruciranya	suruciranya
1	nominal	susADaka	susādhaka
1	nominal	susAdanI	susādanī
1	nominal	susAndraka	susāndraka
1	nominal	susPura	susphura
1	nominal	susTara	susthara
1	nominal	susTirIBAva	susthirībhāva
1	nominal	susTirIBU	susthirībhū
1	nominal	susUkzmA	susūkṣmā
1	nominal	susaBa	susabha
1	nominal	susaMgara	susaṃgara
1	nominal	susaMhatya	susaṃhatya
1	nominal	susaMhftya	susaṃhṛtya
1	nominal	susaMhitA	susaṃhitā
1	nominal	susaMjYita	susaṃjñita
1	nominal	susaMkfta	susaṃkṛta
1	nominal	susaMkramya	susaṃkramya
1	nominal	susaMmada	susaṃmada
1	nominal	susaMpakva	susaṃpakva
1	nominal	susaMprApya	susaṃprāpya
1	nominal	susaMpratizWita	susaṃpratiṣṭhita
1	nominal	susaMtata	susaṃtata
1	nominal	susaMyojya	susaṃyojya
1	nominal	susamADi	susamādhi
1	nominal	susamAcAra	susamācāra
1	nominal	susamAvfta	susamāvṛta
1	nominal	susamIkfta	susamīkṛta
1	nominal	susamIkzita	susamīkṣita
1	nominal	susamfdDimat	susamṛddhimat
1	nominal	susatkftya	susatkṛtya
1	nominal	susiMha	susiṃha
1	nominal	susidDaka	susiddhaka
1	nominal	susmUrz	susmūrṣ
1	nominal	susnApita	susnāpita
1	nominal	susuraBi	susurabhi
1	nominal	susvalpa	susvalpa
1	nominal	susyUta	susyūta
1	nominal	sutAlaka	sutālaka
1	nominal	sutApI	sutāpī
1	nominal	sutaRqula	sutaṇḍula
1	nominal	sutantU	sutantū
1	nominal	sutatreRI	sutatreṇī
1	nominal	sututTaka	sututthaka
1	nominal	sutuzwimant	sutuṣṭimant
1	nominal	sutyapAla	sutyapāla
1	nominal	suvAja	suvāja
1	nominal	suvAmana	suvāmana
1	nominal	suvAmita	suvāmita
1	nominal	suvAsA	suvāsā
1	nominal	suvAsantI	suvāsantī
1	nominal	suvAvfkza	suvāvṛkṣa
1	nominal	suvErAgya	suvairāgya
1	nominal	suvIryavat	suvīryavat
1	nominal	suvIta	suvīta
1	nominal	suvallaBa	suvallabha
1	nominal	suvarDana	suvardhana
1	nominal	suvarRAcala	suvarṇācala
1	nominal	suvarRIkaraRa	suvarṇīkaraṇa
1	nominal	suvarRaSilAtIrTamAhAtmyavarRana	suvarṇaśilātīrthamāhātmyavarṇana
1	nominal	suvarRabindutIrTamAhAtmyavarRana	suvarṇabindutīrthamāhātmyavarṇana
1	nominal	suvarRakaSipu	suvarṇakaśipu
1	nominal	suvarRakowara	suvarṇakoṭara
1	nominal	suvarRanizWIvin	suvarṇaniṣṭhīvin
1	nominal	suvarRavfzadAna	suvarṇavṛṣadāna
1	nominal	suvarReBa	suvarṇebha
1	nominal	suvarRikA	suvarṇikā
1	nominal	suvarca	suvarca
1	nominal	suvarjika	suvarjika
1	nominal	suvati	suvati
1	nominal	suvayasya	suvayasya
1	nominal	suveDaka	suvedhaka
1	nominal	suveDana	suvedhana
1	nominal	suvera	suvera
1	nominal	suvfzya	suvṛṣya
1	nominal	suviBAga	suvibhāga
1	nominal	suvicUrRita	suvicūrṇita
1	nominal	suvicitrA	suvicitrā
1	nominal	suvidu	suvidu
1	nominal	suvimanas	suvimanas
1	nominal	suviniScitya	suviniścitya
1	nominal	suvirAjamAna	suvirājamāna
1	nominal	suvirecita	suvirecita
1	nominal	suvirikta	suvirikta
1	nominal	suvizwarA	suviṣṭarā
1	nominal	suvrIqita	suvrīḍita
1	nominal	suvyUQa	suvyūḍha
1	nominal	suvyavacCinna	suvyavacchinna
1	nominal	suyASutara	suyāśutara
1	nominal	suzeRaka	suṣeṇaka
1	nominal	suziraka	suṣiraka
1	nominal	suzuvA	suṣuvā
1	nominal	suzvitara	suṣvitara
1	nominal	svADyAyatama	svādhyāyatama
1	nominal	svAGna	svāghna
1	nominal	svANgaSItalaka	svāṅgaśītalaka
1	nominal	svANgaSItalita	svāṅgaśītalita
1	nominal	svANgaveDukA	svāṅgavedhukā
1	nominal	svAPalkin	svāphalkin
1	nominal	svAdum	svādum
1	nominal	svAdumAzA	svādumāṣā
1	nominal	svAdumaYjA	svādumañjā
1	nominal	svAdupattraPalA	svādupattraphalā
1	nominal	svAdupawolI	svādupaṭolī
1	nominal	svAdutiktaPala	svādutiktaphala
1	nominal	svAdvambla	svādvambla
1	nominal	svAhinI	svāhinī
1	nominal	svArTatva	svārthatva
1	nominal	svAroha	svāroha
1	nominal	svAstika	svāstika
1	nominal	svAtmaBU	svātmabhū
1	nominal	svIcikIrz	svīcikīrṣ
1	nominal	svIkriyA	svīkriyā
1	nominal	svaBAvaSIta	svabhāvaśīta
1	nominal	svaBAvavat	svabhāvavat
1	nominal	svaBAvavipratipatti	svabhāvavipratipatti
1	nominal	svaBinItatA	svabhinītatā
1	nominal	svaDAjit	svadhājit
1	nominal	svaDa	svadha
1	nominal	svaMsvam	svaṃsvam
1	nominal	svaSIta	svaśīta
1	nominal	svaSilpA	svaśilpā
1	nominal	svaSrava	svaśrava
1	nominal	svaYcita	svañcita
1	nominal	svacCameDas	svacchamedhas
1	nominal	svacCandI	svacchandī
1	nominal	svacCatama	svacchatama
1	nominal	svadi	svadi
1	nominal	svadyota	svadyota
1	nominal	svakIyaka	svakīyaka
1	nominal	svalaMkftya	svalaṃkṛtya
1	nominal	svalpaGaRwA	svalpaghaṇṭā
1	nominal	svalpakeSara	svalpakeśara
1	nominal	svalparogatama	svalparogatama
1	nominal	svalpayoni	svalpayoni
1	nominal	svanara	svanara
1	nominal	svanuvrata	svanuvrata
1	nominal	svapa	svapa
1	nominal	svapnAyita	svapnāyita
1	nominal	svapnin	svapnin
1	nominal	svaprabudDatA	svaprabuddhatā
1	nominal	svarRABa	svarṇābha
1	nominal	svarRaBfNga	svarṇabhṛṅga
1	nominal	svarRaSalAka	svarṇaśalāka
1	nominal	svarRakzIriRI	svarṇakṣīriṇī
1	nominal	svarRamUzA	svarṇamūṣā
1	nominal	svarRamaRqala	svarṇamaṇḍala
1	nominal	svarRapattra	svarṇapattra
1	nominal	svarRapuzpaDvajA	svarṇapuṣpadhvajā
1	nominal	svarRasamudBavA	svarṇasamudbhavā
1	nominal	svarRavarRAkara	svarṇavarṇākara
1	nominal	svarRavedI	svarṇavedī
1	nominal	svarRulikA	svarṇulikā
1	nominal	svaraBedapratizeDa	svarabhedapratiṣedha
1	nominal	svarabanDanikA	svarabandhanikā
1	nominal	svarakzatA	svarakṣatā
1	nominal	svarala	svarala
1	nominal	svarasA	svarasā
1	nominal	svargabindu	svargabindu
1	nominal	svargaja	svargaja
1	nominal	svargapurInATa	svargapurīnātha
1	nominal	svargapuzpa	svargapuṣpa
1	nominal	svargatama	svargatama
1	nominal	svarhattama	svarhattama
1	nominal	svarlIneSvara	svarlīneśvara
1	nominal	svarnIla	svarnīla
1	nominal	svaryA	svaryā
1	nominal	svasTIkAra	svasthīkāra
1	nominal	svasTIkaraRaka	svasthīkaraṇaka
1	nominal	svasTalI	svasthalī
1	nominal	svasreyA	svasreyā
1	nominal	svastikavat	svastikavat
1	nominal	svastipUrRa	svastipūrṇa
1	nominal	svatantraMmanya	svatantraṃmanya
1	nominal	svatantraka	svatantraka
1	nominal	svayaMBUti	svayaṃbhūti
1	nominal	svayaMyoni	svayaṃyoni
1	nominal	svayamBava	svayambhava
1	nominal	svayana	svayana
1	nominal	svedAvacAraRIya	svedāvacāraṇīya
1	nominal	syAw	syāṭ
1	nominal	syamanta	syamanta
1	nominal	syami	syami
1	nominal	syandanAhvaya	syandanāhvaya
1	nominal	syandati	syandati
1	nominal	syonAga	syonāga
1	nominal	tARqAyani	tāṇḍāyani
1	nominal	tARqaveSa	tāṇḍaveśa
1	nominal	tARqavin	tāṇḍavin
1	nominal	tARqula	tāṇḍula
1	nominal	tATArUpya	tāthārūpya
1	nominal	tAdarTaka	tādarthaka
1	nominal	tAlaDI	tāladhī
1	nominal	tAlakumBa	tālakumbha
1	nominal	tAlapatrA	tālapatrā
1	nominal	tAlapattraka	tālapattraka
1	nominal	tAlapattrikA	tālapattrikā
1	nominal	tAlatIrTa	tālatīrtha
1	nominal	tAleSvara	tāleśvara
1	nominal	tAlipya	tālipya
1	nominal	tAlusaMhati	tālusaṃhati
1	nominal	tAm	tām
1	nominal	tAmrAkzI	tāmrākṣī
1	nominal	tAmrAta	tāmrāta
1	nominal	tAmrIBU	tāmrībhū
1	nominal	tAmrIya	tāmrīya
1	nominal	tAmraSAli	tāmraśāli
1	nominal	tAmraliNgaka	tāmraliṅgaka
1	nominal	tAmrapattrI	tāmrapattrī
1	nominal	tAmraraYjaka	tāmrarañjaka
1	nominal	tAmravedIparora	tāmravedīparora
1	nominal	tAndrika	tāndrika
1	nominal	tAnmAtra	tānmātra
1	nominal	tApasavallaBa	tāpasavallabha
1	nominal	tApaseSvara	tāpaseśvara
1	nominal	tApeSvaratIrTamAhAtmyavarRana	tāpeśvaratīrthamāhātmyavarṇana
1	nominal	tApi	tāpi
1	nominal	tApiYCita	tāpiñchita
1	nominal	tApyABra	tāpyābhra
1	nominal	tAqapattrI	tāḍapattrī
1	nominal	tArABartf	tārābhartṛ
1	nominal	tArABraka	tārābhraka
1	nominal	tArakAnta	tārakānta
1	nominal	tArakApati	tārakāpati
1	nominal	tArakeSvarI	tārakeśvarī
1	nominal	tArakopala	tārakopala
1	nominal	tAratAlakI	tāratālakī
1	nominal	tArkzyA	tārkṣyā
1	nominal	tAruRyajanavallaBA	tāruṇyajanavallabhā
1	nominal	tAtaN	tātaṅ
1	nominal	tAtap	tātap
1	nominal	tAvattamya	tāvattamya
1	nominal	tAwAka	tāṭāka
1	nominal	tAyi	tāyi
1	nominal	tElAgaru	tailāgaru
1	nominal	tElakaRwa	tailakaṇṭa
1	nominal	tElakupya	tailakupya
1	nominal	tElaniryAsa	tailaniryāsa
1	nominal	tElapIqa	tailapīḍa
1	nominal	tElapItaka	tailapītaka
1	nominal	tElapaYcaka	tailapañcaka
1	nominal	tElapuzpa	tailapuṣpa
1	nominal	tElvana	tailvana
1	nominal	tEriRI	tairiṇī
1	nominal	tEryagyOna	tairyagyauna
1	nominal	tEttilakadrU	taittilakadrū
1	nominal	tIkzRAgnigarBA	tīkṣṇāgnigarbhā
1	nominal	tIkzRAgratva	tīkṣṇāgratva
1	nominal	tIkzRAmlA	tīkṣṇāmlā
1	nominal	tIkzRIkaraRa	tīkṣṇīkaraṇa
1	nominal	tIkzRadugDikA	tīkṣṇadugdhikā
1	nominal	tIkzRakIla	tīkṣṇakīla
1	nominal	tIkzRamuKa	tīkṣṇamukha
1	nominal	tIkzRaparRikA	tīkṣṇaparṇikā
1	nominal	tIkzRapattrA	tīkṣṇapattrā
1	nominal	tIkzRasAraka	tīkṣṇasāraka
1	nominal	tIlaparRa	tīlaparṇa
1	nominal	tIrTanemi	tīrthanemi
1	nominal	tIrTasaMKyAparigaRanavarRana	tīrthasaṃkhyāparigaṇanavarṇana
1	nominal	tIrTayAtrAdiviDAnaviSezakaTana	tīrthayātrādividhānaviśeṣakathana
1	nominal	tIragrAha	tīragrāha
1	nominal	tIraka	tīraka
1	nominal	tIravfkza	tīravṛkṣa
1	nominal	tIravfkzaka	tīravṛkṣaka
1	nominal	tIvrAnala	tīvrānala
1	nominal	tIvrasampAta	tīvrasampāta
1	nominal	tOmbura	taumbura
1	nominal	tOtilA	tautilā
1	nominal	tOvarI	tauvarī
1	nominal	tOza	tauṣa
1	nominal	tURIkaRa	tūṇīkaṇa
1	nominal	tUkzura	tūkṣura
1	nominal	tUrRitama	tūrṇitama
1	nominal	tUrikA	tūrikā
1	nominal	tUstaka	tūstaka
1	nominal	taMstan	taṃstan
1	nominal	taRqikA	taṇḍikā
1	nominal	taRqulIyakA	taṇḍulīyakā
1	nominal	taRqulaka	taṇḍulaka
1	nominal	taRquloda	taṇḍuloda
1	nominal	taTAcAritva	tathācāritva
1	nominal	taTAkriya	tathākriya
1	nominal	tadIyaka	tadīyaka
1	nominal	takkArI	takkārī
1	nominal	takrADivAsana	takrādhivāsana
1	nominal	takrADivAsin	takrādhivāsin
1	nominal	takrAmla	takrāmla
1	nominal	takraBakzA	takrabhakṣā
1	nominal	takraka	takraka
1	nominal	talAwA	talāṭā
1	nominal	talagAna	talagāna
1	nominal	talapowaka	talapoṭaka
1	nominal	talapuzpa	talapuṣpa
1	nominal	talasaMGawwita	talasaṃghaṭṭita
1	nominal	talasaMsPowita	talasaṃsphoṭita
1	nominal	talavana	talavana
1	nominal	talavilAsita	talavilāsita
1	nominal	tamaw	tamaṭ
1	nominal	tamoBrakft	tamobhrakṛt
1	nominal	tamohatA	tamohatā
1	nominal	tamopahA	tamopahā
1	nominal	tanap	tanap
1	nominal	tanayavat	tanayavat
1	nominal	tandrAkft	tandrākṛt
1	nominal	tanmayIBAvana	tanmayībhāvana
1	nominal	tantraDAra	tantradhāra
1	nominal	tantrasAgara	tantrasāgara
1	nominal	tantuSas	tantuśas
1	nominal	tantukacCa	tantukaccha
1	nominal	tantumAla	tantumāla
1	nominal	tanuDft	tanudhṛt
1	nominal	tanuvalkala	tanuvalkala
1	nominal	tanvIBU	tanvībhū
1	nominal	tanvikA	tanvikā
1	nominal	tapaHsidDA	tapaḥsiddhā
1	nominal	tapanAtmaja	tapanātmaja
1	nominal	tapanatanujA	tapanatanujā
1	nominal	tapanatanunazwA	tapanatanunaṣṭā
1	nominal	tapati	tapati
1	nominal	tapnan	tapnan
1	nominal	taporaTa	taporatha
1	nominal	tapotsuka	tapotsuka
1	nominal	tapovanapraveSa	tapovanapraveśa
1	nominal	taptAvarata	taptāvarata
1	nominal	taptabaqiSAy	taptabaḍiśāy
1	nominal	taptarUpya	taptarūpya
1	nominal	taqAgI	taḍāgī
1	nominal	taqittvat	taḍittvat
1	nominal	taraMgA	taraṃgā
1	nominal	taraMgama	taraṃgama
1	nominal	taraMgavid	taraṃgavid
1	nominal	taracCa	taraccha
1	nominal	taralI	taralī
1	nominal	taralIBavana	taralībhavana
1	nominal	taralana	taralana
1	nominal	tarastAlin	tarastālin
1	nominal	taratoya	taratoya
1	nominal	tarawwikA	taraṭṭikā
1	nominal	tardA	tardā
1	nominal	tarpayitf	tarpayitṛ
1	nominal	taruRajvarArika	taruṇajvarārika
1	nominal	taruRatara	taruṇatara
1	nominal	taruka	taruka
1	nominal	taruruh	taruruh
1	nominal	taruwa	taruṭa
1	nominal	tatakzus	tatakṣus
1	nominal	tattvatama	tattvatama
1	nominal	tavakAhvakandaka	tavakāhvakandaka
1	nominal	taveN	taveṅ
1	nominal	taven	taven
1	nominal	tejaHSravA	tejaḥśravā
1	nominal	tejasAMrASi	tejasāṃrāśi
1	nominal	tejaskAra	tejaskāra
1	nominal	tejavallI	tejavallī
1	nominal	tejepu	tejepu
1	nominal	tetij	tetij
1	nominal	tetikte	tetikte
1	nominal	tfRAsra	tṛṇāsra
1	nominal	tfRaSuRWa	tṛṇaśuṇṭha
1	nominal	tfRah	tṛṇah
1	nominal	tfRajyotIya	tṛṇajyotīya
1	nominal	tfRamustikA	tṛṇamustikā
1	nominal	tfRapaYcakamUla	tṛṇapañcakamūla
1	nominal	tfRaputrika	tṛṇaputrika
1	nominal	tfRarAsnA	tṛṇarāsnā
1	nominal	tfRodBavatA	tṛṇodbhavatā
1	nominal	tfptatara	tṛptatara
1	nominal	tfzRApratizeDa	tṛṣṇāpratiṣedha
1	nominal	tiRqiSa	tiṇḍiśa
1	nominal	tiTivAranakzatrAdivratanirUpaRa	tithivāranakṣatrādivratanirūpaṇa
1	nominal	tiTuk	tithuk
1	nominal	tiTyAdivratavarRana	tithyādivratavarṇana
1	nominal	tigmakiraRa	tigmakiraṇa
1	nominal	tikan	tikan
1	nominal	tiktabIjakA	tiktabījakā
1	nominal	tiktakadruma	tiktakadruma
1	nominal	tiktalA	tiktalā
1	nominal	tiktamaYjA	tiktamañjā
1	nominal	tiktamajjan	tiktamajjan
1	nominal	tiktamarIca	tiktamarīca
1	nominal	tiktatrapusa	tiktatrapusa
1	nominal	tiktavalkalA	tiktavalkalā
1	nominal	tiktottama	tiktottama
1	nominal	tikzu	tikṣu
1	nominal	tilA	tilā
1	nominal	tilABA	tilābhā
1	nominal	tilASaya	tilāśaya
1	nominal	tilAdeSvaratIrTamAhAtmyavarRana	tilādeśvaratīrthamāhātmyavarṇana
1	nominal	tilaDenudAnaviDinirUpaRa	tiladhenudānavidhinirūpaṇa
1	nominal	tilacCada	tilacchada
1	nominal	tilajA	tilajā
1	nominal	tilakarRikA	tilakarṇikā
1	nominal	tilamAkzIka	tilamākṣīka
1	nominal	tilamAkzika	tilamākṣika
1	nominal	tilanI	tilanī
1	nominal	tilapIqaka	tilapīḍaka
1	nominal	tilaparvatadAna	tilaparvatadāna
1	nominal	tilapuzpikA	tilapuṣpikā
1	nominal	tilasamBava	tilasambhava
1	nominal	tilvakasarpis	tilvakasarpis
1	nominal	tinduvAraka	tinduvāraka
1	nominal	tini	tini
1	nominal	tintiqIkA	tintiḍīkā
1	nominal	tirAitA	tirāitā
1	nominal	tiraskariRikA	tiraskariṇikā
1	nominal	tiri	tiri
1	nominal	tiroBAvaka	tirobhāvaka
1	nominal	tiroBAvin	tirobhāvin
1	nominal	tiryagyantra	tiryagyantra
1	nominal	tiryakpAtanaka	tiryakpātanaka
1	nominal	tiryakpAtanayantraka	tiryakpātanayantraka
1	nominal	titAqayizA	titāḍayiṣā
1	nominal	titIrizu	titīriṣu
1	nominal	titO	titau
1	nominal	titfd	titṛd
1	nominal	tittiqIPala	tittiḍīphala
1	nominal	tittirIBU	tittirībhū
1	nominal	tityakzu	tityakṣu
1	nominal	tizWa	tiṣṭha
1	nominal	tizWati	tiṣṭhati
1	nominal	tizyapuzpa	tiṣyapuṣpa
1	nominal	toSatama	tośatama
1	nominal	toyacCadA	toyacchadā
1	nominal	toyakzoBakara	toyakṣobhakara
1	nominal	toyamftsnA	toyamṛtsnā
1	nominal	toyaparRI	toyaparṇī
1	nominal	toyasarpaka	toyasarpaka
1	nominal	toyin	toyin
1	nominal	tozwuv	toṣṭuv
1	nominal	trARaka	trāṇaka
1	nominal	trAsanI	trāsanī
1	nominal	trAsika	trāsika
1	nominal	trAsinI	trāsinī
1	nominal	trAyaka	trāyaka
1	nominal	trAyastriMSat	trāyastriṃśat
1	nominal	trEKarva	traikharva
1	nominal	trElohika	trailohika
1	nominal	trElokyamohinIpUjanaviDi	trailokyamohinīpūjanavidhi
1	nominal	trElokyasaMmohanapaYcarAtra	trailokyasaṃmohanapañcarātra
1	nominal	trElokyatilaka	trailokyatilaka
1	nominal	trEmUrta	traimūrta
1	nominal	trEpAdika	traipādika
1	nominal	trEpizwapeya	traipiṣṭapeya
1	nominal	trErAjya	trairājya
1	nominal	trEsAri	traisāri
1	nominal	trEyyAruRi	traiyyāruṇi
1	nominal	tral	tral
1	nominal	tran	tran
1	nominal	trapi	trapi
1	nominal	trapusakarkawI	trapusakarkaṭī
1	nominal	trasA	trasā
1	nominal	trastatara	trastatara
1	nominal	trayASramya	trayāśramya
1	nominal	trayIsAnu	trayīsānu
1	nominal	trayaka	trayaka
1	nominal	trayastriMSaduttaraSatatama	trayastriṃśaduttaraśatatama
1	nominal	trayastriMSatima	trayastriṃśatima
1	nominal	trayastriMSattama	trayastriṃśattama
1	nominal	trayodaSaguRa	trayodaśaguṇa
1	nominal	trayodaSottaraSatatama	trayodaśottaraśatatama
1	nominal	trayoviMSaka	trayoviṃśaka
1	nominal	trayoviMSatima	trayoviṃśatima
1	nominal	trayoviMSatyuttaraSatatama	trayoviṃśatyuttaraśatatama
1	nominal	triBAgA	tribhāgā
1	nominal	triGaRwa	trighaṇṭa
1	nominal	triHsrotA	triḥsrotā
1	nominal	triMSakaSAsana	triṃśakaśāsana
1	nominal	triMSottaraSatatama	triṃśottaraśatatama
1	nominal	triPalAdika	triphalādika
1	nominal	triRemI	triṇemī
1	nominal	triSAkapattra	triśākapattra
1	nominal	triSUnya	triśūnya
1	nominal	triSfNgavant	triśṛṅgavant
1	nominal	triSiKadalA	triśikhadalā
1	nominal	triSiraHSAsana	triśiraḥśāsana
1	nominal	triSiroBEravAgama	triśirobhairavāgama
1	nominal	tribIjaka	tribījaka
1	nominal	tricatvAriMSaduttaraSatatama	tricatvāriṃśaduttaraśatatama
1	nominal	tridivOka	tridivauka
1	nominal	tridozaka	tridoṣaka
1	nominal	tridozala	tridoṣala
1	nominal	tridozasama	tridoṣasama
1	nominal	trigarva	trigarva
1	nominal	trigava	trigava
1	nominal	trikUwaSiKara	trikūṭaśikhara
1	nominal	trikUwaka	trikūṭaka
1	nominal	trikala	trikala
1	nominal	trikandA	trikandā
1	nominal	trikasUtra	trikasūtra
1	nominal	trikawulavaRa	trikaṭulavaṇa
1	nominal	trilocanatIrTamAhAtmyavarRana	trilocanatīrthamāhātmyavarṇana
1	nominal	trimarmIya	trimarmīya
1	nominal	trinemikA	trinemikā
1	nominal	trinetraDA	trinetradhā
1	nominal	tripaYcASaduttaraSatatama	tripañcāśaduttaraśatatama
1	nominal	tripaYcI	tripañcī
1	nominal	tripaYcaDA	tripañcadhā
1	nominal	tripattrA	tripattrā
1	nominal	tripurAdipUjAnirUpaRa	tripurādipūjānirūpaṇa
1	nominal	tripurakzoBaRavarRana	tripurakṣobhaṇavarṇana
1	nominal	tripuravErin	tripuravairin
1	nominal	tripuraviDvaMsana	tripuravidhvaṃsana
1	nominal	tripuwodBavA	tripuṭodbhavā
1	nominal	tripuzpa	tripuṣpa
1	nominal	trirogavijYAna	trirogavijñāna
1	nominal	trisAha	trisāha
1	nominal	trisAri	trisāri
1	nominal	trisaMDin	trisaṃdhin
1	nominal	trisanDyakusumA	trisandhyakusumā
1	nominal	tritayI	tritayī
1	nominal	trivAjikA	trivājikā
1	nominal	trivaha	trivaha
1	nominal	trivana	trivana
1	nominal	trivftAdi	trivṛtādi
1	nominal	triviDarogaviSezavijYAnIya	trividharogaviśeṣavijñānīya
1	nominal	trizazwyaDikaSatatama	triṣaṣṭyadhikaśatatama
1	nominal	trizkftvaH	triṣkṛtvaḥ
1	nominal	trowanA	troṭanā
1	nominal	truwitruwi	truṭitruṭi
1	nominal	tryApa	tryāpa
1	nominal	tryElokyagrasanAtmaka	tryailokyagrasanātmaka
1	nominal	tryaNgulamARI	tryaṅgulamāṇī
1	nominal	tryambakaPala	tryambakaphala
1	nominal	tryasraPalA	tryasraphalā
1	nominal	tryuttaraSatatama	tryuttaraśatatama
1	nominal	tuBya	tubhya
1	nominal	tuNgIBU	tuṅgībhū
1	nominal	tuNgadru	tuṅgadru
1	nominal	tuNgakzIrI	tuṅgakṣīrī
1	nominal	tuRqA	tuṇḍā
1	nominal	tuRqanABa	tuṇḍanābha
1	nominal	tuRqikeraPalA	tuṇḍikeraphalā
1	nominal	tucCamati	tucchamati
1	nominal	tuhAna	tuhāna
1	nominal	tuhana	tuhana
1	nominal	tuhinaSiKara	tuhinaśikhara
1	nominal	tulAnaGA	tulānaghā
1	nominal	tulApuruzadAnaviDi	tulāpuruṣadānavidhi
1	nominal	tulayitf	tulayitṛ
1	nominal	tulva	tulva
1	nominal	tumbIkA	tumbīkā
1	nominal	tumbanalI	tumbanalī
1	nominal	tumbarikA	tumbarikā
1	nominal	tumbaruvallI	tumbaruvallī
1	nominal	tumbupa	tumbupa
1	nominal	tuntunkAra	tuntunkāra
1	nominal	turAsAha	turāsāha
1	nominal	turIpuzpa	turīpuṣpa
1	nominal	turaMgadveziRI	turaṃgadveṣiṇī
1	nominal	turagAhvA	turagāhvā
1	nominal	turaleSvara	turaleśvara
1	nominal	turasiMhanI	turasiṃhanī
1	nominal	turuvallI	turuvallī
1	nominal	turuzkA	turuṣkā
1	nominal	turuzkAra	turuṣkāra
1	nominal	turuzkaja	turuṣkaja
1	nominal	turyapattrikA	turyapattrikā
1	nominal	turyatuRqI	turyatuṇḍī
1	nominal	tutTaKarparikA	tutthakharparikā
1	nominal	tutTanIlinI	tutthanīlinī
1	nominal	tuvaraDAnya	tuvaradhānya
1	nominal	tuvaravallI	tuvaravallī
1	nominal	tuvikUrmitama	tuvikūrmitama
1	nominal	tuwika	tuṭika
1	nominal	tuzA	tuṣā
1	nominal	tuzArasAra	tuṣārasāra
1	nominal	tuzambukA	tuṣambukā
1	nominal	tuzavAri	tuṣavāri
1	nominal	tuzoda	tuṣoda
1	nominal	tuzwatama	tuṣṭatama
1	nominal	tvacAvat	tvacāvat
1	nominal	tvagUrmi	tvagūrmi
1	nominal	tvagruja	tvagruja
1	nominal	tvagvalkala	tvagvalkala
1	nominal	tvakkomala	tvakkomala
1	nominal	tvaksuganDaka	tvaksugandhaka
1	nominal	tvaritAyus	tvaritāyus
1	nominal	tvikzuganDA	tvikṣugandhā
1	nominal	tyak	tyak
1	nominal	tyakan	tyakan
1	nominal	tyap	tyap
1	nominal	uBAtasI	ubhātasī
1	nominal	uBayajanman	ubhayajanman
1	nominal	uBayavyatireka	ubhayavyatireka
1	nominal	uByatoBAga	ubhyatobhāga
1	nominal	uRqara	uṇḍara
1	nominal	uSIrabindu	uśīrabindu
1	nominal	uSIrapattrA	uśīrapattrā
1	nominal	uSattama	uśattama
1	nominal	uYCavfttika	uñchavṛttika
1	nominal	ucCAda	ucchāda
1	nominal	ucCAya	ucchāya
1	nominal	ucCrAyaka	ucchrāyaka
1	nominal	ucCrayatA	ucchrayatā
1	nominal	ucCrayavat	ucchrayavat
1	nominal	ucCrit	ucchrit
1	nominal	ucCvAsatA	ucchvāsatā
1	nominal	ucCvAsavat	ucchvāsavat
1	nominal	uccAwA	uccāṭā
1	nominal	uccAwanI	uccāṭanī
1	nominal	uccEHSravasaka	uccaiḥśravasaka
1	nominal	uccakEstarAm	uccakaistarām
1	nominal	uccayavat	uccayavat
1	nominal	uccicArayizu	uccicārayiṣu
1	nominal	uccidiNga	uccidiṅga
1	nominal	uccidiNgaka	uccidiṅgaka
1	nominal	uccikramiz	uccikramiṣ
1	nominal	udADA	udādhā
1	nominal	udAharaRavat	udāharaṇavat
1	nominal	udAnA	udānā
1	nominal	udAratama	udāratama
1	nominal	udAratara	udāratara
1	nominal	udAvaha	udāvaha
1	nominal	udAvartapratizeDa	udāvartapratiṣedha
1	nominal	udAyya	udāyya
1	nominal	udBAsitara	udbhāsitara
1	nominal	udBIzaRa	udbhīṣaṇa
1	nominal	udBavana	udbhavana
1	nominal	udBavizyatva	udbhaviṣyatva
1	nominal	udBedavat	udbhedavat
1	nominal	udBidura	udbhidura
1	nominal	udDUsara	uddhūsara
1	nominal	udDukzaRa	uddhukṣaṇa
1	nominal	udDvA	uddhvā
1	nominal	udGarGara	udgharghara
1	nominal	udGozaRA	udghoṣaṇā
1	nominal	udImAnaka	udīmānaka
1	nominal	udIrRavarAhatIrTamAhAtmyavarRana	udīrṇavarāhatīrthamāhātmyavarṇana
1	nominal	udaDiPena	udadhiphena
1	nominal	udagagrika	udagagrika
1	nominal	udagraPalin	udagraphalin
