confidence	n_shared_dicts	fem_slp1	fem_iast	masc_slp1	masc_iast	ending	masc_gender
high	12	parA	parā	para	para	ā	fmn
high	12	vaSA	vaśā	vaSa	vaśa	ā	fmn
high	11	mA	mā	ma	ma	ā	fmn
high	11	mahA	mahā	maha	maha	ā	fmn
high	11	purA	purā	pura	pura	ā	fmn
high	11	sA	sā	sa	sa	ā	fmn
high	11	samA	samā	sama	sama	ā	fmn
high	11	yA	yā	ya	ya	ā	fmn
high	10	kAmyA	kāmyā	kAmya	kāmya	ā	fm
high	10	meDA	medhā	meDa	medha	ā	fmn
high	10	rA	rā	ra	ra	ā	fmn
high	10	uzA	uṣā	uza	uṣa	ā	fmn
high	9	dakziRA	dakṣiṇā	dakziRa	dakṣiṇa	ā	fmn
high	9	dozA	doṣā	doza	doṣa	ā	fmn
high	9	gadA	gadā	gada	gada	ā	fmn
high	9	halA	halā	hala	hala	ā	fmn
high	9	jarA	jarā	jara	jara	ā	fmn
high	9	lA	lā	la	la	ā	fm
high	9	nA	nā	na	na	ā	fmn
high	9	uttarA	uttarā	uttara	uttara	ā	fmn
high	8	DAnA	dhānā	DAna	dhāna	ā	fmn
high	8	DArA	dhārā	DAra	dhāra	ā	fmn
high	8	himA	himā	hima	hima	ā	fmn
high	8	japA	japā	japa	japa	ā	fmn
high	8	kAzWA	kāṣṭhā	kAzWa	kāṣṭha	ā	fmn
high	8	kutsA	kutsā	kutsa	kutsa	ā	fmn
high	8	mAlA	mālā	mAla	māla	ā	fmn
high	8	maDyA	madhyā	maDya	madhya	ā	fmn
high	8	namasyA	namasyā	namasya	namasya	ā	fmn
high	8	surA	surā	sura	sura	ā	fmn
high	8	vapA	vapā	vapa	vapa	ā	fm
high	7	BadrA	bhadrā	Badra	bhadra	ā	fmn
high	7	SyAmA	śyāmā	SyAma	śyāma	ā	fmn
high	7	astA	astā	asta	asta	ā	fmn
high	7	citrA	citrā	citra	citra	ā	fmn
high	7	dfSIkA	dṛśīkā	dfSIka	dṛśīka	ā	fmn
high	7	indrasenA	indrasenā	indrasena	indrasena	ā	fm
high	7	javA	javā	java	java	ā	fmn
high	7	kAlikA	kālikā	kAlika	kālika	ā	fmn
high	7	kulyA	kulyā	kulya	kulya	ā	fmn
high	7	mahI	mahī	mahin	mahin	ī	fmn
high	7	mudrA	mudrā	mudra	mudra	ā	fmn
high	7	navatA	navatā	navata	navata	ā	fmn
high	7	saMjYA	saṃjñā	saMjYa	saṃjña	ā	fmn
high	7	vedyA	vedyā	vedya	vedya	ā	fmn
high	7	yavyA	yavyā	yavya	yavya	ā	fmn
high	6	ASI	āśī	ASin	āśin	ī	fmn
high	6	AsyA	āsyā	Asya	āsya	ā	fmn
high	6	SUnA	śūnā	SUna	śūna	ā	fmn
high	6	aNganA	aṅganā	aNgana	aṅgana	ā	fmn
high	6	ajA	ajā	aja	aja	ā	fmn
high	6	amAyA	amāyā	amAya	amāya	ā	fmn
high	6	anasUyA	anasūyā	anasUya	anasūya	ā	fmn
high	6	asaMjYA	asaṃjñā	asaMjYa	asaṃjña	ā	fmn
high	6	avidyA	avidyā	avidya	avidya	ā	fmn
high	6	duHKitA	duḥkhitā	duHKita	duḥkhita	ā	fmn
high	6	kazA	kaṣā	kaza	kaṣa	ā	fmn
high	6	kftA	kṛtā	kfta	kṛta	ā	fmn
high	6	mAyA	māyā	mAya	māya	ā	fmn
high	6	maGA	maghā	maGa	magha	ā	fmn
high	6	mahAmAyA	mahāmāyā	mahAmAya	mahāmāya	ā	fm
high	6	mahitA	mahitā	mahita	mahita	ā	fmn
high	6	manA	manā	mana	mana	ā	fmn
high	6	mehanA	mehanā	mehana	mehana	ā	fmn
high	6	niSitA	niśitā	niSita	niśita	ā	fmn
high	6	nikazA	nikaṣā	nikaza	nikaṣa	ā	fmn
high	6	putrI	putrī	putrin	putrin	ī	fm
high	6	rasA	rasā	rasa	rasa	ā	fmn
high	6	sattA	sattā	satta	satta	ā	fmn
high	6	svapasyA	svapasyā	svapasya	svapasya	ā	fmn
high	6	vASI	vāśī	vASin	vāśin	ī	fmn
high	6	vakzaRA	vakṣaṇā	vakzaRa	vakṣaṇa	ā	fmn
high	6	veSI	veśī	veSin	veśin	ī	fmn
high	6	viSaNkA	viśaṅkā	viSaNka	viśaṅka	ā	fmn
high	6	viSvA	viśvā	viSva	viśva	ā	fmn
high	6	vicezwA	viceṣṭā	vicezwa	viceṣṭa	ā	fmn
high	6	vizA	viṣā	viza	viṣa	ā	fmn
high	5	BAvitA	bhāvitā	BAvita	bhāvita	ā	fmn
high	5	BImA	bhīmā	BIma	bhīma	ā	fm
high	5	DArakA	dhārakā	DAraka	dhāraka	ā	fmn
high	5	DarA	dharā	Dara	dhara	ā	fmn
high	5	DruvA	dhruvā	Druva	dhruva	ā	fmn
high	5	DurA	dhurā	Dura	dhura	ā	fmn
high	5	GA	ghā	Ga	gha	ā	fmn
high	5	GozA	ghoṣā	Goza	ghoṣa	ā	fmn
high	5	ISA	īśā	ISa	īśa	ā	fmn
high	5	IhA	īhā	Iha	īha	ā	fm
high	5	KajA	khajā	Kaja	khaja	ā	fm
high	5	PalI	phalī	Palin	phalin	ī	fmn
high	5	PelA	phelā	Pela	phela	ā	fmn
high	5	SUlA	śūlā	SUla	śūla	ā	fmn
high	5	SaryA	śaryā	Sarya	śarya	ā	fmn
high	5	SayA	śayā	Saya	śaya	ā	fmn
high	5	SivA	śivā	Siva	śiva	ā	fmn
high	5	SuBA	śubhā	SuBa	śubha	ā	fmn
high	5	SvetA	śvetā	Sveta	śveta	ā	fmn
high	5	aDaHSayyA	adhaḥśayyā	aDaHSayya	adhaḥśayya	ā	fmn
high	5	aSanA	aśanā	aSana	aśana	ā	fmn
high	5	aSradDA	aśraddhā	aSradDa	aśraddha	ā	fmn
high	5	akzarA	akṣarā	akzara	akṣara	ā	fmn
high	5	amarA	amarā	amara	amara	ā	fmn
high	5	anantA	anantā	ananta	ananta	ā	fmn
high	5	anapekzA	anapekṣā	anapekza	anapekṣa	ā	fmn
high	5	anavasTA	anavasthā	anavasTa	anavastha	ā	fmn
high	5	anirA	anirā	anira	anira	ā	fmn
high	5	aparAjitA	aparājitā	aparAjita	aparājita	ā	fmn
high	5	apratiBA	apratibhā	apratiBa	apratibha	ā	fmn
high	5	atikaTA	atikathā	atikaTa	atikatha	ā	fmn
high	5	atitfzRA	atitṛṣṇā	atitfzRa	atitṛṣṇa	ā	fmn
high	5	atvarA	atvarā	atvara	atvara	ā	fmn
high	5	aviSaNkA	aviśaṅkā	aviSaNka	aviśaṅka	ā	fmn
high	5	avyaTA	avyathā	avyaTa	avyatha	ā	fmn
high	5	brahmI	brahmī	brahmin	brahmin	ī	fmn
high	5	calA	calā	cala	cala	ā	fmn
high	5	cikkA	cikkā	cikka	cikka	ā	fmn
high	5	dUzI	dūṣī	dUzin	dūṣin	ī	fmn
high	5	devI	devī	devin	devin	ī	fmn
high	5	gItA	gītā	gIta	gīta	ā	fmn
high	5	gayA	gayā	gaya	gaya	ā	fm
high	5	guhA	guhā	guha	guha	ā	fm
high	5	guqA	guḍā	guqa	guḍa	ā	fmn
high	5	hitA	hitā	hita	hita	ā	fmn
high	5	jAnukA	jānukā	jAnuka	jānuka	ā	fmn
high	5	jUrRI	jūrṇī	jUrRin	jūrṇin	ī	fmn
high	5	jaraRA	jaraṇā	jaraRa	jaraṇa	ā	fmn
high	5	jawI	jaṭī	jawin	jaṭin	ī	fmn
high	5	jyezWA	jyeṣṭhā	jyezWa	jyeṣṭha	ā	fmn
high	5	kASI	kāśī	kASin	kāśin	ī	fmn
high	5	kAlA	kālā	kAla	kāla	ā	fmn
high	5	kawI	kaṭī	kawin	kaṭin	ī	fmn
high	5	kftyA	kṛtyā	kftya	kṛtya	ā	fmn
high	5	kzA	kṣā	kza	kṣa	ā	fmn
high	5	kzemA	kṣemā	kzema	kṣema	ā	fmn
high	5	maDyamA	madhyamā	maDyama	madhyama	ā	fmn
high	5	mahAbalA	mahābalā	mahAbala	mahābala	ā	fmn
high	5	mahAnidrA	mahānidrā	mahAnidra	mahānidra	ā	fmn
high	5	mahAsenA	mahāsenā	mahAsena	mahāsena	ā	fmn
high	5	manIzitA	manīṣitā	manIzita	manīṣita	ā	fmn
high	5	mantritA	mantritā	mantrita	mantrita	ā	fmn
high	5	mayA	mayā	maya	maya	ā	fm
high	5	melA	melā	mela	mela	ā	fmn
high	5	nandA	nandā	nanda	nanda	ā	fmn
high	5	niHSaNkA	niḥśaṅkā	niHSaNka	niḥśaṅka	ā	fmn
high	5	nirIhA	nirīhā	nirIha	nirīha	ā	fmn
high	5	pAvA	pāvā	pAva	pāva	ā	fmn
high	5	pIvA	pīvā	pIva	pīva	ā	fmn
high	5	padmA	padmā	padma	padma	ā	fmn
high	5	piNgalA	piṅgalā	piNgala	piṅgala	ā	fmn
high	5	rAjI	rājī	rAjin	rājin	ī	fm
high	5	rAmA	rāmā	rAma	rāma	ā	fmn
high	5	ramA	ramā	rama	rama	ā	fmn
high	5	rohI	rohī	rohin	rohin	ī	fm
high	5	sADyA	sādhyā	sADya	sādhya	ā	fmn
high	5	sArA	sārā	sAra	sāra	ā	fmn
high	5	sArI	sārī	sArin	sārin	ī	fmn
high	5	satyA	satyā	satya	satya	ā	fmn
high	5	seDA	sedhā	seDa	sedha	ā	fm
high	5	senA	senā	sena	sena	ā	fmn
high	5	suKitA	sukhitā	suKita	sukhita	ā	fmn
high	5	sukftyA	sukṛtyā	sukftya	sukṛtya	ā	fmn
high	5	turyA	turyā	turya	turya	ā	fmn
high	5	utkaRWA	utkaṇṭhā	utkaRWa	utkaṇṭha	ā	fmn
high	5	vASA	vāśā	vASa	vāśa	ā	fmn
high	5	vASitA	vāśitā	vASita	vāśita	ā	fmn
high	5	vIrA	vīrā	vIra	vīra	ā	fmn
high	5	vaSI	vaśī	vaSin	vaśin	ī	fmn
high	5	vacasyA	vacasyā	vacasya	vacasya	ā	fmn
high	5	vapuzyA	vapuṣyā	vapuzya	vapuṣya	ā	fmn
high	5	varA	varā	vara	vara	ā	fmn
high	5	vartI	vartī	vartin	vartin	ī	fmn
high	5	viDA	vidhā	viDa	vidha	ā	fmn
high	5	vidA	vidā	vida	vida	ā	fmn
high	5	vrajyA	vrajyā	vrajya	vrajya	ā	fmn
high	5	vyADI	vyādhī	vyADin	vyādhin	ī	fmn
high	4	AhvA	āhvā	Ahva	āhva	ā	fmn
high	4	AsikA	āsikā	Asika	āsika	ā	fmn
high	4	BaNgI	bhaṅgī	BaNgin	bhaṅgin	ī	fmn
high	4	BojyA	bhojyā	Bojya	bhojya	ā	fmn
high	4	CidA	chidā	Cida	chida	ā	fmn
high	4	GfRA	ghṛṇā	GfRa	ghṛṇa	ā	fm
high	4	IrzyA	īrṣyā	Irzya	īrṣya	ā	fmn
high	4	KelA	khelā	Kela	khela	ā	fmn
high	4	PalahArI	phalahārī	PalahArin	phalahārin	ī	fmn
high	4	SAKA	śākhā	SAKa	śākha	ā	fmn
high	4	SAntA	śāntā	SAnta	śānta	ā	fmn
high	4	SItA	śītā	SIta	śīta	ā	fmn
high	4	SaSipraBA	śaśiprabhā	SaSipraBa	śaśiprabha	ā	fmn
high	4	SastrI	śastrī	Sastrin	śastrin	ī	fmn
high	4	SoBanA	śobhanā	SoBana	śobhana	ā	fmn
high	4	SravasyA	śravasyā	Sravasya	śravasya	ā	fmn
high	4	SuklA	śuklā	Sukla	śukla	ā	fmn
high	4	UzA	ūṣā	Uza	ūṣa	ā	fmn
high	4	aSokA	aśokā	aSoka	aśoka	ā	fmn
high	4	acalA	acalā	acala	acala	ā	fmn
high	4	agniSiKA	agniśikhā	agniSiKa	agniśikha	ā	fmn
high	4	agnijihvA	agnijihvā	agnijihva	agnijihva	ā	fmn
high	4	anIhA	anīhā	anIha	anīha	ā	fmn
high	4	aruRA	aruṇā	aruRa	aruṇa	ā	fmn
high	4	ativizA	ativiṣā	ativiza	ativiṣa	ā	fmn
high	4	avyavasTA	avyavasthā	avyavasTa	avyavastha	ā	fmn
high	4	azwakA	aṣṭakā	azwaka	aṣṭaka	ā	fmn
high	4	bAlA	bālā	bAla	bāla	ā	fmn
high	4	balA	balā	bala	bala	ā	fmn
high	4	brahmaRyA	brahmaṇyā	brahmaRya	brahmaṇya	ā	fmn
high	4	buDA	budhā	buDa	budha	ā	fmn
high	4	cUrRI	cūrṇī	cUrRin	cūrṇin	ī	fmn
high	4	caRqA	caṇḍā	caRqa	caṇḍa	ā	fmn
high	4	campA	campā	campa	campa	ā	fm
high	4	deSI	deśī	deSin	deśin	ī	fmn
high	4	durgA	durgā	durga	durga	ā	fmn
high	4	ezA	eṣā	eza	eṣa	ā	fmn
high	4	gATA	gāthā	gATa	gātha	ā	fmn
high	4	gAyatrI	gāyatrī	gAyatrin	gāyatrin	ī	fm
high	4	guYjA	guñjā	guYja	guñja	ā	fmn
high	4	gulikA	gulikā	gulika	gulika	ā	fm
high	4	gulmI	gulmī	gulmin	gulmin	ī	fmn
high	4	hArI	hārī	hArin	hārin	ī	fmn
high	4	haritA	haritā	harita	harita	ā	fmn
high	4	hiraRyayA	hiraṇyayā	hiraRyaya	hiraṇyaya	ā	fm
high	4	iByA	ibhyā	iBya	ibhya	ā	fmn
high	4	ijyA	ijyā	ijya	ijya	ā	fmn
high	4	jahA	jahā	jaha	jaha	ā	fmn
high	4	janA	janā	jana	jana	ā	fm
high	4	jayA	jayā	jaya	jaya	ā	fmn
high	4	kAkA	kākā	kAka	kāka	ā	fmn
high	4	kAlI	kālī	kAlin	kālin	ī	fm
high	4	kAlakA	kālakā	kAlaka	kālaka	ā	fmn
high	4	kAvyA	kāvyā	kAvya	kāvya	ā	fmn
high	4	kOSikA	kauśikā	kOSika	kauśika	ā	fmn
high	4	kaRwakI	kaṇṭakī	kaRwakin	kaṇṭakin	ī	fmn
high	4	kapilA	kapilā	kapila	kapila	ā	fm
high	4	kfzRA	kṛṣṇā	kfzRa	kṛṣṇa	ā	fmn
high	4	kuRqalI	kuṇḍalī	kuRqalin	kuṇḍalin	ī	fmn
high	4	kuSA	kuśā	kuSa	kuśa	ā	fmn
high	4	kuSalI	kuśalī	kuSalin	kuśalin	ī	fmn
high	4	kuhanA	kuhanā	kuhana	kuhana	ā	fmn
high	4	kulI	kulī	kulin	kulin	ī	fmn
high	4	kzIrI	kṣīrī	kzIrin	kṣīrin	ī	fmn
high	4	lambA	lambā	lamba	lamba	ā	fm
high	4	leKA	lekhā	leKa	lekha	ā	fm
high	4	mAnitA	mānitā	mAnita	mānita	ā	fmn
high	4	mArjanA	mārjanā	mArjana	mārjana	ā	fmn
high	4	maDurA	madhurā	maDura	madhura	ā	fmn
high	4	madanA	madanā	madana	madana	ā	fmn
high	4	mallA	mallā	malla	malla	ā	fmn
high	4	manohArI	manohārī	manohArin	manohārin	ī	fmn
high	4	meGamAlA	meghamālā	meGamAla	meghamāla	ā	fm
high	4	mfjA	mṛjā	mfja	mṛja	ā	fmn
high	4	musalI	musalī	musalin	musalin	ī	fmn
high	4	nIlA	nīlā	nIla	nīla	ā	fmn
high	4	nirapekzA	nirapekṣā	nirapekza	nirapekṣa	ā	fmn
high	4	pASI	pāśī	pASin	pāśin	ī	fmn
high	4	pAWA	pāṭhā	pAWa	pāṭha	ā	fmn
high	4	pAkyA	pākyā	pAkya	pākya	ā	fmn
high	4	pAtrI	pātrī	pAtrin	pātrin	ī	fmn
high	4	pavitrA	pavitrā	pavitra	pavitra	ā	fmn
high	4	piNgA	piṅgā	piNga	piṅga	ā	fmn
high	4	piRqI	piṇḍī	piRqin	piṇḍin	ī	fmn
high	4	prAsAdikA	prāsādikā	prAsAdika	prāsādika	ā	fm
high	4	pradA	pradā	prada	prada	ā	fmn
high	4	pramadA	pramadā	pramada	pramada	ā	fmn
high	4	pratizWA	pratiṣṭhā	pratizWa	pratiṣṭha	ā	fmn
high	4	priyA	priyā	priya	priya	ā	fmn
high	4	puRyA	puṇyā	puRya	puṇya	ā	fmn
high	4	putrIyA	putrīyā	putrIya	putrīya	ā	fm
high	4	puzpA	puṣpā	puzpa	puṣpa	ā	fmn
high	4	ramyA	ramyā	ramya	ramya	ā	fmn
high	4	rasanA	rasanā	rasana	rasana	ā	fmn
high	4	rucA	rucā	ruca	ruca	ā	fmn
high	4	rujA	rujā	ruja	ruja	ā	fm
high	4	sUrI	sūrī	sUrin	sūrin	ī	fm
high	4	sUtrI	sūtrī	sUtrin	sūtrin	ī	fmn
high	4	saMsTA	saṃsthā	saMsTa	saṃstha	ā	fmn
high	4	samakakzA	samakakṣā	samakakza	samakakṣa	ā	fmn
high	4	sarA	sarā	sara	sara	ā	fmn
high	4	sarpI	sarpī	sarpin	sarpin	ī	fmn
high	4	sevitA	sevitā	sevita	sevita	ā	fmn
high	4	simA	simā	sima	sima	ā	fmn
high	4	sitA	sitā	sita	sita	ā	fmn
high	4	spfSA	spṛśā	spfSa	spṛśa	ā	fmn
high	4	suBadrA	subhadrā	suBadra	subhadra	ā	fmn
high	4	suBagA	subhagā	suBaga	subhaga	ā	fmn
high	4	suKA	sukhā	suKa	sukha	ā	fmn
high	4	sudarSanA	sudarśanā	sudarSana	sudarśana	ā	fmn
high	4	sumanA	sumanā	sumana	sumana	ā	fmn
high	4	suratA	suratā	surata	surata	ā	fmn
high	4	svarA	svarā	svara	svara	ā	fmn
high	4	tamA	tamā	tama	tama	ā	fmn
high	4	tanA	tanā	tana	tana	ā	fmn
high	4	tantrA	tantrā	tantra	tantra	ā	fmn
high	4	tantrI	tantrī	tantrin	tantrin	ī	fmn
high	4	tftIyA	tṛtīyā	tftIya	tṛtīya	ā	fmn
high	4	tvarA	tvarā	tvara	tvara	ā	fm
high	4	uKA	ukhā	uKa	ukha	ā	fm
high	4	upajA	upajā	upaja	upaja	ā	fmn
high	4	vAmA	vāmā	vAma	vāma	ā	fmn
high	4	vAnA	vānā	vAna	vāna	ā	fmn
high	4	vAsI	vāsī	vAsin	vāsin	ī	fmn
high	4	vaDyA	vadhyā	vaDya	vadhya	ā	fmn
high	4	vedI	vedī	vedin	vedin	ī	fmn
high	4	vftA	vṛtā	vfta	vṛta	ā	fmn
high	4	vfzaBA	vṛṣabhā	vfzaBa	vṛṣabha	ā	fmn
high	4	viSAKA	viśākhā	viSAKa	viśākha	ā	fmn
high	4	vrIqA	vrīḍā	vrIqa	vrīḍa	ā	fm
high	4	yAmyA	yāmyā	yAmya	yāmya	ā	fmn
high	3	AcArI	ācārī	AcArin	ācārin	ī	fmn
high	3	AdyA	ādyā	Adya	ādya	ā	fmn
high	3	AkANkzA	ākāṅkṣā	AkANkza	ākāṅkṣa	ā	fmn
high	3	AnandA	ānandā	Ananda	ānanda	ā	fmn
high	3	AnandI	ānandī	Anandin	ānandin	ī	fmn
high	3	ArdrA	ārdrā	Ardra	ārdra	ā	fmn
high	3	BAvanA	bhāvanā	BAvana	bhāvana	ā	fmn
high	3	BAzikA	bhāṣikā	BAzika	bhāṣika	ā	fmn
high	3	BaYjI	bhañjī	BaYjin	bhañjin	ī	fmn
high	3	BfNgI	bhṛṅgī	BfNgin	bhṛṅgin	ī	fm
high	3	BftyA	bhṛtyā	Bftya	bhṛtya	ā	fmn
high	3	CinnA	chinnā	Cinna	chinna	ā	fmn
high	3	DAraRA	dhāraṇā	DAraRa	dhāraṇa	ā	fmn
high	3	DIrA	dhīrā	DIra	dhīra	ā	fmn
high	3	DItA	dhītā	DIta	dhīta	ā	fmn
high	3	DUmrA	dhūmrā	DUmra	dhūmra	ā	fmn
high	3	DawI	dhaṭī	Dawin	dhaṭin	ī	fm
high	3	GorA	ghorā	Gora	ghora	ā	fmn
high	3	IkzA	īkṣā	Ikza	īkṣa	ā	fmn
high	3	IryA	īryā	Irya	īrya	ā	fmn
high	3	KalI	khalī	Kalin	khalin	ī	fmn
high	3	KawakA	khaṭakā	Kawaka	khaṭaka	ā	fm
high	3	KawwA	khaṭṭā	Kawwa	khaṭṭa	ā	fmn
high	3	KawwikA	khaṭṭikā	Kawwika	khaṭṭika	ā	fm
high	3	SAkI	śākī	SAkin	śākin	ī	fmn
high	3	SAlI	śālī	SAlin	śālin	ī	fmn
high	3	SAlitA	śālitā	SAlita	śālita	ā	fmn
high	3	SIGrA	śīghrā	SIGra	śīghra	ā	fmn
high	3	SItalA	śītalā	SItala	śītala	ā	fmn
high	3	SORqI	śauṇḍī	SORqin	śauṇḍin	ī	fm
high	3	SUlikA	śūlikā	SUlika	śūlika	ā	fmn
high	3	SUnyA	śūnyā	SUnya	śūnya	ā	fmn
high	3	SarI	śarī	Sarin	śarin	ī	fmn
high	3	SarkarI	śarkarī	Sarkarin	śarkarin	ī	fmn
high	3	SataBizA	śatabhiṣā	SataBiza	śatabhiṣa	ā	fm
high	3	SataGnI	śataghnī	SataGnin	śataghnin	ī	fmn
high	3	SavasI	śavasī	Savasin	śavasin	ī	fmn
high	3	SawA	śaṭā	Sawa	śaṭa	ā	fmn
high	3	SezA	śeṣā	Seza	śeṣa	ā	fmn
high	3	SezI	śeṣī	Sezin	śeṣin	ī	fmn
high	3	SfNgI	śṛṅgī	SfNgin	śṛṅgin	ī	fmn
high	3	SiKI	śikhī	SiKin	śikhin	ī	fmn
high	3	SibikA	śibikā	Sibika	śibika	ā	fm
high	3	SrAvaRikA	śrāvaṇikā	SrAvaRika	śrāvaṇika	ā	fmn
high	3	SradDA	śraddhā	SradDa	śraddha	ā	fmn
high	3	SroRA	śroṇā	SroRa	śroṇa	ā	fm
high	3	UhA	ūhā	Uha	ūha	ā	fmn
high	3	aBayA	abhayā	aBaya	abhaya	ā	fmn
high	3	aBisArI	abhisārī	aBisArin	abhisārin	ī	fmn
high	3	aBisaMKyA	abhisaṃkhyā	aBisaMKya	abhisaṃkhya	ā	fmn
high	3	aNkI	aṅkī	aNkin	aṅkin	ī	fmn
high	3	aYjanA	añjanā	aYjana	añjana	ā	fmn
high	3	abADA	abādhā	abADa	abādha	ā	fmn
high	3	agniSAlA	agniśālā	agniSAla	agniśāla	ā	fmn
high	3	agnijA	agnijā	agnija	agnija	ā	fmn
high	3	akalkA	akalkā	akalka	akalka	ā	fmn
high	3	akarA	akarā	akara	akara	ā	fmn
high	3	akriyA	akriyā	akriya	akriya	ā	fmn
high	3	aktA	aktā	akta	akta	ā	fmn
high	3	ambazWA	ambaṣṭhā	ambazWa	ambaṣṭha	ā	fm
high	3	amftA	amṛtā	amfta	amṛta	ā	fmn
high	3	amoGA	amoghā	amoGa	amogha	ā	fm
high	3	anUQA	anūḍhā	anUQa	anūḍha	ā	fmn
high	3	anicCA	anicchā	anicCa	aniccha	ā	fmn
high	3	antikA	antikā	antika	antika	ā	fmn
high	3	anuSayI	anuśayī	anuSayin	anuśayin	ī	fmn
high	3	anubanDI	anubandhī	anubanDin	anubandhin	ī	fmn
high	3	anurADA	anurādhā	anurADa	anurādha	ā	fmn
high	3	anuvrajyA	anuvrajyā	anuvrajya	anuvrajya	ā	fmn
high	3	anyA	anyā	anya	anya	ā	fmn
high	3	aparA	aparā	apara	apara	ā	fmn
high	3	apratizWA	apratiṣṭhā	apratizWa	apratiṣṭha	ā	fmn
high	3	aprattA	aprattā	apratta	apratta	ā	fmn
high	3	arA	arā	ara	ara	ā	fmn
high	3	arDamAtrikA	ardhamātrikā	arDamAtrika	ardhamātrika	ā	fmn
high	3	arTitA	arthitā	arTita	arthita	ā	fmn
high	3	arizwA	ariṣṭā	arizwa	ariṣṭa	ā	fmn
high	3	aryA	aryā	arya	arya	ā	fmn
high	3	asUyA	asūyā	asUya	asūya	ā	fmn
high	3	asanA	asanā	asana	asana	ā	fmn
high	3	aspfhA	aspṛhā	aspfha	aspṛha	ā	fmn
high	3	asurA	asurā	asura	asura	ā	fmn
high	3	atibalA	atibalā	atibala	atibala	ā	fmn
high	3	atitIvrA	atitīvrā	atitIvra	atitīvra	ā	fmn
high	3	avalIQA	avalīḍhā	avalIQa	avalīḍha	ā	fmn
high	3	avasTA	avasthā	avasTa	avastha	ā	fm
high	3	avedyA	avedyā	avedya	avedya	ā	fmn
high	3	avelA	avelā	avela	avela	ā	fm
high	3	azAQA	aṣāḍhā	azAQa	aṣāḍha	ā	fmn
high	3	bahizkriyA	bahiṣkriyā	bahizkriya	bahiṣkriya	ā	fmn
high	3	bahulA	bahulā	bahula	bahula	ā	fmn
high	3	bfhaddivA	bṛhaddivā	bfhaddiva	bṛhaddiva	ā	fmn
high	3	cArI	cārī	cArin	cārin	ī	fmn
high	3	cUlA	cūlā	cUla	cūla	ā	fm
high	3	cUlikA	cūlikā	cUlika	cūlika	ā	fmn
high	3	cUqA	cūḍā	cUqa	cūḍa	ā	fmn
high	3	caYcalA	cañcalā	caYcala	cañcala	ā	fmn
high	3	cakrA	cakrā	cakra	cakra	ā	fmn
high	3	cakzuzyA	cakṣuṣyā	cakzuzya	cakṣuṣya	ā	fmn
high	3	candrA	candrā	candra	candra	ā	fmn
high	3	cetanA	cetanā	cetana	cetana	ā	fmn
high	3	cetyA	cetyā	cetya	cetya	ā	fmn
high	3	cezwA	ceṣṭā	cezwa	ceṣṭa	ā	fmn
high	3	citrANgadA	citrāṅgadā	citrANgada	citrāṅgada	ā	fmn
high	3	citrasenA	citrasenā	citrasena	citrasena	ā	fmn
high	3	codanA	codanā	codana	codana	ā	fmn
high	3	dArI	dārī	dArin	dārin	ī	fmn
high	3	dIrGA	dīrghā	dIrGa	dīrgha	ā	fmn
high	3	dakzA	dakṣā	dakza	dakṣa	ā	fmn
high	3	dayitA	dayitā	dayita	dayita	ā	fmn
high	3	dehI	dehī	dehin	dehin	ī	fmn
high	3	devA	devā	deva	deva	ā	fmn
high	3	dfSA	dṛśā	dfSa	dṛśa	ā	fm
high	3	druRA	druṇā	druRa	druṇa	ā	fmn
high	3	duScikitsA	duścikitsā	duScikitsa	duścikitsa	ā	fmn
high	3	durASA	durāśā	durASa	durāśa	ā	fmn
high	3	durgatA	durgatā	durgata	durgata	ā	fmn
high	3	durjayA	durjayā	durjaya	durjaya	ā	fmn
high	3	dvitIyA	dvitīyā	dvitIya	dvitīya	ā	fmn
high	3	dvizA	dviṣā	dviza	dviṣa	ā	fmn
high	3	eDA	edhā	eDa	edha	ā	fmn
high	3	ekA	ekā	eka	eka	ā	fmn
high	3	ekAdaSI	ekādaśī	ekAdaSin	ekādaśin	ī	fmn
high	3	ekacakrA	ekacakrā	ekacakra	ekacakra	ā	fmn
high	3	ezaRA	eṣaṇā	ezaRa	eṣaṇa	ā	fmn
high	3	gajI	gajī	gajin	gajin	ī	fmn
high	3	galA	galā	gala	gala	ā	fm
high	3	ganDA	gandhā	ganDa	gandha	ā	fmn
high	3	ganDamUzikA	gandhamūṣikā	ganDamUzika	gandhamūṣika	ā	fm
high	3	gfDyA	gṛdhyā	gfDya	gṛdhya	ā	fmn
high	3	gfhyA	gṛhyā	gfhya	gṛhya	ā	fmn
high	3	girikA	girikā	girika	girika	ā	fmn
high	3	goSAlA	gośālā	goSAla	gośāla	ā	fmn
high	3	grAmyA	grāmyā	grAmya	grāmya	ā	fmn
high	3	guRA	guṇā	guRa	guṇa	ā	fmn
high	3	gudA	gudā	guda	guda	ā	fmn
high	3	guptA	guptā	gupta	gupta	ā	fmn
high	3	hAlA	hālā	hAla	hāla	ā	fm
high	3	hEmA	haimā	hEma	haima	ā	fmn
high	3	havyA	havyā	havya	havya	ā	fmn
high	3	hayA	hayā	haya	haya	ā	fmn
high	3	hezA	heṣā	heza	heṣa	ā	fmn
high	3	itikaTA	itikathā	itikaTa	itikatha	ā	fmn
high	3	ityA	ityā	itya	itya	ā	fmn
high	3	izukA	iṣukā	izuka	iṣuka	ā	fmn
high	3	izwA	iṣṭā	izwa	iṣṭa	ā	fmn
