confidence	n_shared_dicts	fem_slp1	fem_iast	masc_slp1	masc_iast	ending	masc_gender
high	1	drumA	drumā	druma	druma	ā	fmn
high	1	drupadA	drupadā	drupada	drupada	ā	fmn
high	1	duHSIlA	duḥśīlā	duHSIla	duḥśīla	ā	fmn
high	1	duHsahA	duḥsahā	duHsaha	duḥsaha	ā	fmn
high	1	duHsparSA	duḥsparśā	duHsparSa	duḥsparśa	ā	fmn
high	1	duHzamA	duḥṣamā	duHzama	duḥṣama	ā	fmn
high	1	dugDI	dugdhī	dugDin	dugdhin	ī	fmn
high	1	durADarzA	durādharṣā	durADarza	durādharṣa	ā	fmn
high	1	durAlamBA	durālambhā	durAlamBa	durālambha	ā	fmn
high	1	durArohA	durārohā	durAroha	durāroha	ā	fmn
high	1	durAruhA	durāruhā	durAruha	durāruha	ā	fmn
high	1	durDarA	durdharā	durDara	durdhara	ā	fmn
high	1	durDarzA	durdharṣā	durDarza	durdharṣa	ā	fmn
high	1	duraBigrahA	durabhigrahā	duraBigraha	durabhigraha	ā	fmn
high	1	durbalA	durbalā	durbala	durbala	ā	fmn
high	1	durgaGnA	durgaghnā	durgaGna	durgaghna	ā	fmn
high	1	durlaBA	durlabhā	durlaBa	durlabha	ā	fmn
high	1	durmarA	durmarā	durmara	durmara	ā	fmn
high	1	durmitrA	durmitrā	durmitra	durmitra	ā	fmn
high	1	duzpraDarzA	duṣpradharṣā	duzpraDarza	duṣpradharṣa	ā	fmn
high	1	duzpraveSA	duṣpraveśā	duzpraveSa	duṣpraveśa	ā	fmn
high	1	dvAdaSI	dvādaśī	dvAdaSin	dvādaśin	ī	fmn
high	1	dvAryA	dvāryā	dvArya	dvārya	ā	fmn
high	1	dvIpyA	dvīpyā	dvIpya	dvīpya	ā	fmn
high	1	dvidalA	dvidalā	dvidala	dvidala	ā	fmn
high	1	dvimuKA	dvimukhā	dvimuKa	dvimukha	ā	fm
high	1	dvipaTA	dvipathā	dvipaTa	dvipatha	ā	fmn
high	1	dvivarzA	dvivarṣā	dvivarza	dvivarṣa	ā	fmn
high	1	ekaSIlA	ekaśīlā	ekaSIla	ekaśīla	ā	fmn
high	1	ekaSfNgA	ekaśṛṅgā	ekaSfNga	ekaśṛṅga	ā	fmn
high	1	ekajawA	ekajaṭā	ekajawa	ekajaṭa	ā	fm
high	1	ekamUlA	ekamūlā	ekamUla	ekamūla	ā	fmn
high	1	ekavIrA	ekavīrā	ekavIra	ekavīra	ā	fm
high	1	ekavaktrA	ekavaktrā	ekavaktra	ekavaktra	ā	fmn
high	1	eraRqA	eraṇḍā	eraRqa	eraṇḍa	ā	fmn
high	1	erakA	erakā	eraka	eraka	ā	fmn
high	1	ftaMBarA	ṛtaṃbharā	ftaMBara	ṛtaṃbhara	ā	fmn
high	1	ftaprajAtA	ṛtaprajātā	ftaprajAta	ṛtaprajāta	ā	fmn
high	1	ftavyA	ṛtavyā	ftavya	ṛtavya	ā	fmn
high	1	ftviyA	ṛtviyā	ftviya	ṛtviya	ā	fmn
high	1	fzaBA	ṛṣabhā	fzaBa	ṛṣabha	ā	fm
high	1	fzikA	ṛṣikā	fzika	ṛṣika	ā	fm
high	1	gAlI	gālī	gAlin	gālin	ī	fmn
high	1	gArgA	gārgā	gArga	gārga	ā	fmn
high	1	gAtrA	gātrā	gAtra	gātra	ā	fmn
high	1	gErikA	gairikā	gErika	gairika	ā	fmn
high	1	gOkakzyA	gaukakṣyā	gOkakzya	gaukakṣya	ā	fm
high	1	gOramuKA	gauramukhā	gOramuKa	gauramukha	ā	fm
high	1	gOrikA	gaurikā	gOrika	gaurika	ā	fm
high	1	gUQA	gūḍhā	gUQa	gūḍha	ā	fmn
high	1	gaRerukA	gaṇerukā	gaReruka	gaṇeruka	ā	fm
high	1	gaRitA	gaṇitā	gaRita	gaṇita	ā	fmn
high	1	gaRqA	gaṇḍā	gaRqa	gaṇḍa	ā	fmn
high	1	gaRqakA	gaṇḍakā	gaRqaka	gaṇḍaka	ā	fmn
high	1	gaRqamAlI	gaṇḍamālī	gaRqamAlin	gaṇḍamālin	ī	fmn
high	1	gahvarA	gahvarā	gahvara	gahvara	ā	fmn
high	1	gajASanA	gajāśanā	gajASana	gajāśana	ā	fm
high	1	ganDAQyA	gandhāḍhyā	ganDAQya	gandhāḍhya	ā	fmn
high	1	ganDaPalA	gandhaphalā	ganDaPala	gandhaphala	ā	fm
high	1	ganDabahulA	gandhabahulā	ganDabahula	gandhabahula	ā	fm
high	1	ganDamUlA	gandhamūlā	ganDamUla	gandhamūla	ā	fm
high	1	ganDapattrA	gandhapattrā	ganDapattra	gandhapattra	ā	fm
high	1	ganDapuzpA	gandhapuṣpā	ganDapuzpa	gandhapuṣpa	ā	fmn
high	1	ganDarvA	gandharvā	ganDarva	gandharva	ā	fmn
high	1	ganDavAhA	gandhavāhā	ganDavAha	gandhavāha	ā	fm
high	1	ganDavahA	gandhavahā	ganDavaha	gandhavaha	ā	fmn
high	1	ganDikA	gandhikā	ganDika	gandhika	ā	fmn
high	1	gaqA	gaḍā	gaqa	gaḍa	ā	fmn
high	1	garBadA	garbhadā	garBada	garbhada	ā	fmn
high	1	gargA	gargā	garga	garga	ā	fm
high	1	gargarA	gargarā	gargara	gargara	ā	fm
high	1	garhaRA	garhaṇā	garhaRa	garhaṇa	ā	fmn
high	1	garjA	garjā	garja	garja	ā	fmn
high	1	gartA	gartā	garta	garta	ā	fmn
high	1	gaveDukA	gavedhukā	gaveDuka	gavedhuka	ā	fmn
high	1	gfDrARA	gṛdhrāṇā	gfDrARa	gṛdhrāṇa	ā	fmn
high	1	gfDrapattrA	gṛdhrapattrā	gfDrapattra	gṛdhrapattra	ā	fm
high	1	gfhAlikA	gṛhālikā	gfhAlika	gṛhālika	ā	fm
high	1	gfhameDA	gṛhamedhā	gfhameDa	gṛhamedha	ā	fmn
high	1	gfhasTA	gṛhasthā	gfhasTa	gṛhastha	ā	fmn
high	1	girISA	girīśā	girISa	girīśa	ā	fm
high	1	giriSA	giriśā	giriSa	giriśa	ā	fm
high	1	glA	glā	gla	gla	ā	fmn
high	1	glahA	glahā	glaha	glaha	ā	fmn
high	1	goRA	goṇā	goRa	goṇa	ā	fm
high	1	gojikA	gojikā	gojika	gojika	ā	fm
high	1	gonandA	gonandā	gonanda	gonanda	ā	fm
high	1	gopurA	gopurā	gopura	gopura	ā	fmn
high	1	goqumbA	goḍumbā	goqumba	goḍumba	ā	fm
high	1	gorakzA	gorakṣā	gorakza	gorakṣa	ā	fmn
high	1	gosamBavA	gosambhavā	gosamBava	gosambhava	ā	fmn
high	1	gotarA	gotarā	gotara	gotara	ā	fm
high	1	gozWA	goṣṭhā	gozWa	goṣṭha	ā	fmn
high	1	grAhikA	grāhikā	grAhika	grāhika	ā	fmn
high	1	grAhyA	grāhyā	grAhya	grāhya	ā	fmn
high	1	grAmIRA	grāmīṇā	grAmIRa	grāmīṇa	ā	fmn
high	1	grAmeyA	grāmeyā	grAmeya	grāmeya	ā	fm
high	1	grAmeyakA	grāmeyakā	grAmeyaka	grāmeyaka	ā	fm
high	1	grAvastotrIyA	grāvastotrīyā	grAvastotrIya	grāvastotrīya	ā	fmn
high	1	grIvA	grīvā	grIva	grīva	ā	fm
high	1	grIzmA	grīṣmā	grIzma	grīṣma	ā	fm
high	1	granTidalA	granthidalā	granTidala	granthidala	ā	fm
high	1	granTilA	granthilā	granTila	granthila	ā	fmn
high	1	granTiparRA	granthiparṇā	granTiparRa	granthiparṇa	ā	fmn
high	1	guRavivecanA	guṇavivecanā	guRavivecana	guṇavivecana	ā	fmn
high	1	guRqA	guṇḍā	guRqa	guṇḍa	ā	fm
high	1	gucCaPalA	gucchaphalā	gucCaPala	gucchaphala	ā	fm
high	1	gulA	gulā	gula	gula	ā	fm
high	1	gundrA	gundrā	gundra	gundra	ā	fmn
high	1	guptasnehA	guptasnehā	guptasneha	guptasneha	ā	fm
high	1	hAlAhalA	hālāhalā	hAlAhala	hālāhala	ā	fmn
high	1	hArikA	hārikā	hArika	hārika	ā	fmn
high	1	hAritA	hāritā	hArita	hārita	ā	fmn
high	1	hAsA	hāsā	hAsa	hāsa	ā	fm
high	1	haMsI	haṃsī	haMsin	haṃsin	ī	fmn
high	1	haMsapAdA	haṃsapādā	haMsapAda	haṃsapāda	ā	fmn
high	1	haMsapadA	haṃsapadā	haMsapada	haṃsapada	ā	fmn
high	1	hakkA	hakkā	hakka	hakka	ā	fm
high	1	halipriyA	halipriyā	halipriya	halipriya	ā	fm
high	1	hanA	hanā	hana	hana	ā	fm
high	1	haridattA	haridattā	haridatta	haridatta	ā	fm
high	1	haridrA	haridrā	haridra	haridra	ā	fmn
high	1	haripriyA	haripriyā	haripriya	haripriya	ā	fmn
high	1	harivallaBA	harivallabhā	harivallaBa	harivallabha	ā	fm
high	1	harzulA	harṣulā	harzula	harṣula	ā	fmn
high	1	hastA	hastā	hasta	hasta	ā	fmn
high	1	havirDAnI	havirdhānī	havirDAnin	havirdhānin	ī	fmn
high	1	havizyA	haviṣyā	havizya	haviṣya	ā	fmn
high	1	hayagrIvA	hayagrīvā	hayagrIva	hayagrīva	ā	fm
high	1	hayapriyA	hayapriyā	hayapriya	hayapriya	ā	fm
high	1	hemABA	hemābhā	hemABa	hemābha	ā	fmn
high	1	hemANgA	hemāṅgā	hemANga	hemāṅga	ā	fmn
high	1	hemAhvA	hemāhvā	hemAhva	hemāhva	ā	fm
high	1	hemadugDA	hemadugdhā	hemadugDa	hemadugdha	ā	fm
high	1	herukA	herukā	heruka	heruka	ā	fm
high	1	hfdayA	hṛdayā	hfdaya	hṛdaya	ā	fmn
high	1	hfdayeSA	hṛdayeśā	hfdayeSa	hṛdayeśa	ā	fm
high	1	hfdyaganDA	hṛdyagandhā	hfdyaganDa	hṛdyagandha	ā	fmn
high	1	hiMsA	hiṃsā	hiMsa	hiṃsa	ā	fmn
high	1	hiNgulA	hiṅgulā	hiNgula	hiṅgula	ā	fmn
high	1	himAlayA	himālayā	himAlaya	himālaya	ā	fm
high	1	himaSElajA	himaśailajā	himaSElaja	himaśailaja	ā	fmn
high	1	himajA	himajā	himaja	himaja	ā	fmn
high	1	himavatsutA	himavatsutā	himavatsuta	himavatsuta	ā	fm
high	1	himotpannA	himotpannā	himotpanna	himotpanna	ā	fmn
high	1	hirA	hirā	hira	hira	ā	fm
high	1	hiraRyA	hiraṇyā	hiraRya	hiraṇya	ā	fmn
high	1	hiraRyagarBA	hiraṇyagarbhā	hiraRyagarBa	hiraṇyagarbha	ā	fmn
high	1	hlIkA	hlīkā	hlIka	hlīka	ā	fmn
high	1	holA	holā	hola	hola	ā	fm
high	1	hrIkA	hrīkā	hrIka	hrīka	ā	fm
high	1	hradA	hradā	hrada	hrada	ā	fmn
high	1	hradI	hradī	hradin	hradin	ī	fmn
high	1	hrasvA	hrasvā	hrasva	hrasva	ā	fmn
high	1	hrasvaPalA	hrasvaphalā	hrasvaPala	hrasvaphala	ā	fm
high	1	huMkArA	huṃkārā	huMkAra	huṃkāra	ā	fmn
high	1	huRqA	huṇḍā	huRqa	huṇḍa	ā	fm
high	1	huqukkA	huḍukkā	huqukka	huḍukka	ā	fm
high	1	hutASanA	hutāśanā	hutASana	hutāśana	ā	fm
high	1	hvalA	hvalā	hvala	hvala	ā	fmn
high	1	ilavilA	ilavilā	ilavila	ilavila	ā	fm
high	1	indIvarA	indīvarā	indIvara	indīvara	ā	fmn
high	1	indrAyuDA	indrāyudhā	indrAyuDa	indrāyudha	ā	fmn
high	1	indujA	indujā	induja	induja	ā	fm
high	1	indukAntA	indukāntā	indukAnta	indukānta	ā	fm
high	1	iqaviqA	iḍaviḍā	iqaviqa	iḍaviḍa	ā	fm
high	1	jAraRA	jāraṇā	jAraRa	jāraṇa	ā	fmn
high	1	jIvadA	jīvadā	jIvada	jīvada	ā	fm
high	1	jIvalA	jīvalā	jIvala	jīvala	ā	fm
high	1	jIvanIyA	jīvanīyā	jIvanIya	jīvanīya	ā	fmn
high	1	jIvapuzpA	jīvapuṣpā	jIvapuzpa	jīvapuṣpa	ā	fmn
high	1	jIviteSA	jīviteśā	jIviteSa	jīviteśa	ā	fm
high	1	jYAnA	jñānā	jYAna	jñāna	ā	fmn
high	1	jYatA	jñatā	jYata	jñata	ā	fmn
high	1	jaNGA	jaṅghā	jaNGa	jaṅgha	ā	fm
high	1	jagannATA	jagannāthā	jagannATa	jagannātha	ā	fmn
high	1	jalASayA	jalāśayā	jalASaya	jalāśaya	ā	fmn
high	1	jalASrayA	jalāśrayā	jalASraya	jalāśraya	ā	fm
high	1	jalOkA	jalaukā	jalOka	jalauka	ā	fm
high	1	jalOkasA	jalaukasā	jalOkasa	jalaukasa	ā	fmn
high	1	jalaMDamA	jalaṃdhamā	jalaMDama	jalaṃdhama	ā	fm
high	1	jalajA	jalajā	jalaja	jalaja	ā	fmn
high	1	jalapriyA	jalapriyā	jalapriya	jalapriya	ā	fm
high	1	jalasTA	jalasthā	jalasTa	jalastha	ā	fmn
high	1	jalavAsA	jalavāsā	jalavAsa	jalavāsa	ā	fmn
high	1	jaleruhA	jaleruhā	jaleruha	jaleruha	ā	fm
high	1	jalodBUtA	jalodbhūtā	jalodBUta	jalodbhūta	ā	fmn
high	1	jalokA	jalokā	jaloka	jaloka	ā	fm
high	1	jamBalA	jambhalā	jamBala	jambhala	ā	fm
high	1	jambUkA	jambūkā	jambUka	jambūka	ā	fm
high	1	jambukA	jambukā	jambuka	jambuka	ā	fm
high	1	janaMgamA	janaṃgamā	janaMgama	janaṃgama	ā	fm
high	1	janaSrutA	janaśrutā	janaSruta	janaśruta	ā	fm
high	1	janikA	janikā	janika	janika	ā	fmn
high	1	janitvA	janitvā	janitva	janitva	ā	fmn
high	1	jarjarA	jarjarā	jarjara	jarjara	ā	fmn
high	1	jatukA	jatukā	jatuka	jatuka	ā	fmn
high	1	jayAvahA	jayāvahā	jayAvaha	jayāvaha	ā	fmn
high	1	jayaSeKarA	jayaśekharā	jayaSeKara	jayaśekhara	ā	fm
high	1	jayadA	jayadā	jayada	jayada	ā	fmn
high	1	jayasenA	jayasenā	jayasena	jayasena	ā	fm
high	1	jihvA	jihvā	jihva	jihva	ā	fmn
high	1	juzwA	juṣṭā	juzwa	juṣṭa	ā	fmn
high	1	jvalanA	jvalanā	jvalana	jvalana	ā	fmn
high	1	jvarApahA	jvarāpahā	jvarApaha	jvarāpaha	ā	fmn
high	1	jyotIraTA	jyotīrathā	jyotIraTa	jyotīratha	ā	fmn
high	1	jyotizA	jyotiṣā	jyotiza	jyotiṣa	ā	fmn
high	1	jyotizkA	jyotiṣkā	jyotizka	jyotiṣka	ā	fmn
high	1	kARqI	kāṇḍī	kARqin	kāṇḍin	ī	fmn
high	1	kASmIrA	kāśmīrā	kASmIra	kāśmīra	ā	fmn
high	1	kAYcanakA	kāñcanakā	kAYcanaka	kāñcanaka	ā	fmn
high	1	kAkARqA	kākāṇḍā	kAkARqa	kākāṇḍa	ā	fm
high	1	kAkARqakA	kākāṇḍakā	kAkARqaka	kākāṇḍaka	ā	fm
high	1	kAkaPalA	kākaphalā	kAkaPala	kākaphala	ā	fm
high	1	kAlAnusAryA	kālānusāryā	kAlAnusArya	kālānusārya	ā	fmn
high	1	kAlaYjarA	kālañjarā	kAlaYjara	kālañjara	ā	fm
high	1	kAlamuKA	kālamukhā	kAlamuKa	kālamukha	ā	fmn
high	1	kAmANgA	kāmāṅgā	kAmANga	kāmāṅga	ā	fm
high	1	kAmalA	kāmalā	kAmala	kāmala	ā	fmn
high	1	kAmalI	kāmalī	kAmalin	kāmalin	ī	fmn
high	1	kAmasenA	kāmasenā	kAmasena	kāmasena	ā	fm
high	1	kAmavallaBA	kāmavallabhā	kAmavallaBa	kāmavallabha	ā	fm
high	1	kAmikA	kāmikā	kAmika	kāmika	ā	fmn
high	1	kAntidA	kāntidā	kAntida	kāntida	ā	fmn
high	1	kApitTikA	kāpitthikā	kApitTika	kāpitthika	ā	fmn
high	1	kAravyA	kāravyā	kAravya	kāravya	ā	fmn
high	1	kAryA	kāryā	kArya	kārya	ā	fmn
high	1	kArzI	kārṣī	kArzin	kārṣin	ī	fmn
high	1	kAyakA	kāyakā	kAyaka	kāyaka	ā	fm
high	1	kAyasTA	kāyasthā	kAyasTa	kāyastha	ā	fm
high	1	kAzWIlA	kāṣṭhīlā	kAzWIla	kāṣṭhīla	ā	fm
high	1	kAzWikA	kāṣṭhikā	kAzWika	kāṣṭhika	ā	fm
high	1	kIrtanA	kīrtanā	kIrtana	kīrtana	ā	fmn
high	1	kOmArikA	kaumārikā	kOmArika	kaumārika	ā	fmn
high	1	kOsalA	kausalā	kOsala	kausala	ā	fmn
high	1	kOwyA	kauṭyā	kOwya	kauṭya	ā	fmn
high	1	kUlikA	kūlikā	kUlika	kūlika	ā	fm
high	1	kUlyA	kūlyā	kUlya	kūlya	ā	fmn
high	1	kUpikA	kūpikā	kUpika	kūpika	ā	fmn
high	1	kUrparA	kūrparā	kUrpara	kūrpara	ā	fm
high	1	kUzmARqA	kūṣmāṇḍā	kUzmARqa	kūṣmāṇḍa	ā	fmn
high	1	kaMsA	kaṃsā	kaMsa	kaṃsa	ā	fmn
high	1	kaNkaRA	kaṅkaṇā	kaNkaRa	kaṅkaṇa	ā	fmn
high	1	kaNkaRIkA	kaṅkaṇīkā	kaNkaRIka	kaṅkaṇīka	ā	fm
high	1	kaNkaRaDarA	kaṅkaṇadharā	kaNkaRaDara	kaṅkaṇadhara	ā	fm
high	1	kaRWAlA	kaṇṭhālā	kaRWAla	kaṇṭhāla	ā	fm
high	1	kaRerA	kaṇerā	kaRera	kaṇera	ā	fm
high	1	kaRikA	kaṇikā	kaRika	kaṇika	ā	fm
high	1	kaRqUlA	kaṇḍūlā	kaRqUla	kaṇḍūla	ā	fmn
high	1	kaRqUrA	kaṇḍūrā	kaRqUra	kaṇḍūra	ā	fm
high	1	kaRqurA	kaṇḍurā	kaRqura	kaṇḍura	ā	fm
high	1	kaRwaPalA	kaṇṭaphalā	kaRwaPala	kaṇṭaphala	ā	fm
high	1	kaSyapA	kaśyapā	kaSyapa	kaśyapa	ā	fmn
high	1	kacCA	kacchā	kacCa	kaccha	ā	fmn
high	1	kadalA	kadalā	kadala	kadala	ā	fmn
high	1	kalAyA	kalāyā	kalAya	kalāya	ā	fm
high	1	kalahA	kalahā	kalaha	kalaha	ā	fmn
high	1	kaliNgakA	kaliṅgakā	kaliNgaka	kaliṅgaka	ā	fm
high	1	kalindA	kalindā	kalinda	kalinda	ā	fm
high	1	kalpitA	kalpitā	kalpita	kalpita	ā	fmn
high	1	kalukkA	kalukkā	kalukka	kalukka	ā	fm
high	1	kaluzA	kaluṣā	kaluza	kaluṣa	ā	fmn
high	1	kambukA	kambukā	kambuka	kambuka	ā	fmn
high	1	kanInakA	kanīnakā	kanInaka	kanīnaka	ā	fmn
high	1	kanTakA	kanthakā	kanTaka	kanthaka	ā	fm
high	1	kanakA	kanakā	kanaka	kanaka	ā	fmn
high	1	kandalI	kandalī	kandalin	kandalin	ī	fmn
high	1	kandarA	kandarā	kandara	kandara	ā	fmn
high	1	kandarpA	kandarpā	kandarpa	kandarpa	ā	fm
high	1	kanyakA	kanyakā	kanyaka	kanyaka	ā	fmn
high	1	kapiYjalA	kapiñjalā	kapiYjala	kapiñjala	ā	fm
high	1	kapicUqA	kapicūḍā	kapicUqa	kapicūḍa	ā	fm
high	1	kapotI	kapotī	kapotin	kapotin	ī	fmn
high	1	karAlavadanA	karālavadanā	karAlavadana	karālavadana	ā	fmn
high	1	karAlikA	karālikā	karAlika	karālika	ā	fm
high	1	karRaDArA	karṇadhārā	karRaDAra	karṇadhāra	ā	fm
high	1	karaBA	karabhā	karaBa	karabha	ā	fmn
high	1	karaBapriyA	karabhapriyā	karaBapriya	karabhapriya	ā	fm
high	1	karaRI	karaṇī	karaRin	karaṇin	ī	fmn
high	1	karacCadA	karacchadā	karacCada	karacchada	ā	fm
high	1	karamarI	karamarī	karamarin	karamarin	ī	fm
high	1	karavIrA	karavīrā	karavIra	karavīra	ā	fmn
high	1	karavIrakA	karavīrakā	karavIraka	karavīraka	ā	fmn
high	1	karkaSA	karkaśā	karkaSa	karkaśa	ā	fmn
high	1	karkaSacCadA	karkaśacchadā	karkaSacCada	karkaśacchada	ā	fm
high	1	karkaSadalA	karkaśadalā	karkaSadala	karkaśadala	ā	fm
high	1	karkawA	karkaṭā	karkawa	karkaṭa	ā	fmn
high	1	karkawAhvA	karkaṭāhvā	karkawAhva	karkaṭāhva	ā	fm
high	1	karmakArI	karmakārī	karmakArin	karmakārin	ī	fmn
high	1	karpUratilakA	karpūratilakā	karpUratilaka	karpūratilaka	ā	fm
high	1	karuRI	karuṇī	karuRin	karuṇin	ī	fmn
high	1	karzaPalA	karṣaphalā	karzaPala	karṣaphala	ā	fm
high	1	kasA	kasā	kasa	kasa	ā	fmn
high	1	kawikA	kaṭikā	kawika	kaṭika	ā	fmn
high	1	kawuPalA	kaṭuphalā	kawuPala	kaṭuphala	ā	fmn
high	1	kawutiktakA	kaṭutiktakā	kawutiktaka	kaṭutiktaka	ā	fm
high	1	kazAyA	kaṣāyā	kazAya	kaṣāya	ā	fmn
high	1	kelikalA	kelikalā	kelikala	kelikala	ā	fmn
high	1	kelikilA	kelikilā	kelikila	kelikila	ā	fmn
high	1	kesarA	kesarā	kesara	kesara	ā	fmn
high	1	kevalA	kevalā	kevala	kevala	ā	fmn
high	1	kfkarA	kṛkarā	kfkara	kṛkara	ā	fm
high	1	kfmI	kṛmī	kfmin	kṛmin	ī	fmn
high	1	kfmiGnA	kṛmighnā	kfmiGna	kṛmighna	ā	fmn
high	1	kfmijA	kṛmijā	kfmija	kṛmija	ā	fmn
high	1	kftABizekA	kṛtābhiṣekā	kftABizeka	kṛtābhiṣeka	ā	fmn
high	1	kftAntA	kṛtāntā	kftAnta	kṛtānta	ā	fmn
high	1	kftaPalA	kṛtaphalā	kftaPala	kṛtaphala	ā	fmn
high	1	kftamAlA	kṛtamālā	kftamAla	kṛtamāla	ā	fm
high	1	kftaveDanA	kṛtavedhanā	kftaveDana	kṛtavedhana	ā	fm
high	1	kftrimA	kṛtrimā	kftrima	kṛtrima	ā	fmn
high	1	kfzRaPalA	kṛṣṇaphalā	kfzRaPala	kṛṣṇaphala	ā	fm
high	1	kfzRadantA	kṛṣṇadantā	kfzRadanta	kṛṣṇadanta	ā	fmn
high	1	kfzRalA	kṛṣṇalā	kfzRala	kṛṣṇala	ā	fmn
high	1	kfzRasArA	kṛṣṇasārā	kfzRasAra	kṛṣṇasāra	ā	fmn
high	1	kfzRasarpA	kṛṣṇasarpā	kfzRasarpa	kṛṣṇasarpa	ā	fm
high	1	kiMkarA	kiṃkarā	kiMkara	kiṃkara	ā	fmn
high	1	kiMnarA	kiṃnarā	kiMnara	kiṃnara	ā	fm
high	1	kiNkirA	kiṅkirā	kiNkira	kiṅkira	ā	fmn
high	1	kikI	kikī	kikin	kikin	ī	fm
high	1	kilAsI	kilāsī	kilAsin	kilāsin	ī	fmn
high	1	kilakilA	kilakilā	kilakila	kilakila	ā	fm
high	1	kilbizI	kilbiṣī	kilbizin	kilbiṣin	ī	fmn
high	1	kilikilA	kilikilā	kilikila	kilikila	ā	fmn
high	1	kirIwI	kirīṭī	kirIwin	kirīṭin	ī	fmn
high	1	kiraRA	kiraṇā	kiraRa	kiraṇa	ā	fmn
high	1	kirikA	kirikā	kirika	kirika	ā	fmn
high	1	kizkinDA	kiṣkindhā	kizkinDa	kiṣkindha	ā	fmn
high	1	klinnA	klinnā	klinna	klinna	ā	fmn
high	1	koNkaRA	koṅkaṇā	koNkaRa	koṅkaṇa	ā	fmn
high	1	koSA	kośā	koSa	kośa	ā	fmn
high	1	koSaPalA	kośaphalā	koSaPala	kośaphala	ā	fmn
high	1	kokA	kokā	koka	koka	ā	fm
high	1	kokilA	kokilā	kokila	kokila	ā	fm
high	1	kowA	koṭā	kowa	koṭa	ā	fm
high	1	kowarA	koṭarā	kowara	koṭara	ā	fmn
high	1	kowikA	koṭikā	kowika	koṭika	ā	fm
high	1	kowirA	koṭirā	kowira	koṭira	ā	fm
high	1	kowivarzA	koṭivarṣā	kowivarza	koṭivarṣa	ā	fmn
high	1	kozA	koṣā	koza	koṣa	ā	fm
high	1	krAntA	krāntā	krAnta	krānta	ā	fmn
high	1	krOYcA	krauñcā	krOYca	krauñca	ā	fmn
high	1	krUrA	krūrā	krUra	krūra	ā	fmn
high	1	krUraganDA	krūragandhā	krUraganDa	krūragandha	ā	fm
high	1	kravyAdA	kravyādā	kravyAda	kravyāda	ā	fm
high	1	kroDI	krodhī	kroDin	krodhin	ī	fmn
high	1	kroSanA	krośanā	kroSana	krośana	ā	fmn
high	1	kroqA	kroḍā	kroqa	kroḍa	ā	fmn
high	1	kuRqA	kuṇḍā	kuRqa	kuṇḍa	ā	fmn
high	1	kuSalA	kuśalā	kuSala	kuśala	ā	fmn
high	1	kucelA	kucelā	kucela	kucela	ā	fmn
high	1	kuhakA	kuhakā	kuhaka	kuhaka	ā	fmn
high	1	kukriyA	kukriyā	kukriya	kukriya	ā	fmn
high	1	kulA	kulā	kula	kula	ā	fmn
high	1	kulInA	kulīnā	kulIna	kulīna	ā	fmn
high	1	kulatTA	kulatthā	kulatTa	kulattha	ā	fm
high	1	kulawA	kulaṭā	kulawa	kulaṭa	ā	fm
high	1	kuliNgA	kuliṅgā	kuliNga	kuliṅga	ā	fm
high	1	kumBIkA	kumbhīkā	kumBIka	kumbhīka	ā	fm
high	1	kundurukA	kundurukā	kunduruka	kunduruka	ā	fm
high	1	kurasA	kurasā	kurasa	kurasa	ā	fmn
high	1	kurumbA	kurumbā	kurumba	kurumba	ā	fmn
high	1	kusitA	kusitā	kusita	kusita	ā	fm
high	1	kuvalayA	kuvalayā	kuvalaya	kuvalaya	ā	fmn
high	1	kuzWA	kuṣṭhā	kuzWa	kuṣṭha	ā	fmn
high	1	kzIrAbDijA	kṣīrābdhijā	kzIrAbDija	kṣīrābdhija	ā	fmn
high	1	kzIraSarA	kṣīraśarā	kzIraSara	kṣīraśara	ā	fm
high	1	kzIraSuklA	kṣīraśuklā	kzIraSukla	kṣīraśukla	ā	fm
high	1	kzIrikA	kṣīrikā	kzIrika	kṣīrika	ā	fm
high	1	kzaRapraBA	kṣaṇaprabhā	kzaRapraBa	kṣaṇaprabha	ā	fmn
high	1	kzapaRA	kṣapaṇā	kzapaRa	kṣapaṇa	ā	fmn
high	1	kzatA	kṣatā	kzata	kṣata	ā	fmn
high	1	kzatriyA	kṣatriyā	kzatriya	kṣatriya	ā	fmn
high	1	kzayA	kṣayā	kzaya	kṣaya	ā	fmn
high	1	kzemyA	kṣemyā	kzemya	kṣemya	ā	fmn
high	1	kzetrajA	kṣetrajā	kzetraja	kṣetraja	ā	fmn
high	1	kzipakA	kṣipakā	kzipaka	kṣipaka	ā	fm
high	1	kzitijA	kṣitijā	kzitija	kṣitija	ā	fmn
high	1	kzititanayA	kṣititanayā	kzititanaya	kṣititanaya	ā	fmn
high	1	kzupA	kṣupā	kzupa	kṣupa	ā	fm
high	1	lANgUlI	lāṅgūlī	lANgUlin	lāṅgūlin	ī	fmn
high	1	lAsyA	lāsyā	lAsya	lāsya	ā	fmn
high	1	lOhA	lauhā	lOha	lauha	ā	fmn
high	1	laYjA	lañjā	laYja	lañja	ā	fm
high	1	lalAwikA	lalāṭikā	lalAwika	lalāṭika	ā	fmn
high	1	lalanA	lalanā	lalana	lalana	ā	fmn
high	1	lallA	lallā	lalla	lalla	ā	fm
high	1	lamBA	lambhā	lamBa	lambha	ā	fmn
high	1	lambI	lambī	lambin	lambin	ī	fmn
