lemma_slp1	root_slp1	how
pratiprabrU	brU	suffix
pratipracC	pracC	suffix
pratipradA	dA	suffix
pratipragrah	grah	suffix
pratiprahi	hi	suffix
pratiprahve	ve	suffix
pratiprajYA	jYA	suffix
pratiprakAS	kAS	suffix
pratipramuc	muc	suffix
pratiprasAray	sAray	suffix
pratiprasU	sU	suffix
pratiprasfp	sfp	suffix
pratiprasramB	sramB	suffix
pratipravac	vac	suffix
pratipravartay	vartay	suffix
pratipraviS	viS	suffix
pratiprayA	yA	suffix
pratiprayam	yam	suffix
pratiprayuj	yuj	suffix
pratirAD	rAD	suffix
pratirAj	rAj	suffix
pratirUpay	rUpay	suffix
pratiraB	raB	suffix
pratiraYjay	raYjay	suffix
pratirakz	rakz	suffix
pratiram	ram	suffix
pratirap	rap	suffix
pratiras	ras	suffix
pratirocay	rocay	suffix
pratiropay	ropay	suffix
pratiru	ru	suffix
pratiruD	ruD	suffix
pratiruc	ruc	suffix
pratiruh	ruh	suffix
pratisADay	sADay	suffix
pratisAray	sAray	suffix
pratisPur	sPur	suffix
pratisaMCAday	CAday	suffix
pratisaMCad	Cad	suffix
pratisaMDA	DA	suffix
pratisaMKyA	KyA	suffix
pratisaMSri	Sri	suffix
pratisaMSru	Sru	suffix
pratisaMboDay	boDay	suffix
pratisaMbuD	buD	suffix
pratisaMcar	car	suffix
pratisaMdiS	diS	suffix
pratisaMgrah	grah	suffix
pratisaMhA	hA	suffix
pratisaMhAray	hAray	suffix
pratisaMhan	han	suffix
pratisaMhf	hf	suffix
pratisaMhfz	hfz	suffix
pratisaMjYA	jYA	suffix
pratisaMjan	jan	suffix
pratisaMkrAmay	krAmay	suffix
pratisaMkram	kram	suffix
pratisaMkuYc	kuYc	suffix
pratisaMlI	lI	suffix
pratisaMmiSray	miSray	suffix
pratisaMmoday	moday	suffix
pratisaMmud	mud	suffix
pratisaMnivft	vft	suffix
pratisaMraB	raB	suffix
pratisaMruD	ruD	suffix
pratisaMsTA	sTA	suffix
pratisaMsah	sah	suffix
pratisaMsfj	sfj	suffix
pratisaMskAray	kAray	suffix
pratisaMskf	kf	suffix
pratisaMsmf	smf	suffix
pratisaMstamB	stamB	suffix
pratisaMvAray	vAray	suffix
pratisaMvad	vad	suffix
pratisaMveday	veday	suffix
pratisaMvezw	vezw	suffix
pratisaMviS	viS	suffix
pratisaMvid	vid	suffix
pratisaMyat	yat	suffix
pratisaMyuD	yuD	suffix
pratisaMyuj	yuj	suffix
pratisac	sac	suffix
pratisad	atisad	suffix
pratisah	sah	suffix
pratisamADA	DA	suffix
pratisamAdiS	diS	suffix
pratisamAnI	nI	suffix
pratisamAs	As	suffix
pratisamBU	BU	suffix
pratisamIkz	Ikz	suffix
pratisamas	as	suffix
pratisaminD	inD	suffix
pratisatkf	kf	suffix
pratisev	sev	suffix
pratisf	sf	suffix
pratisfj	sfj	suffix
pratisfp	sfp	suffix
pratismAray	smAray	suffix
pratismf	smf	suffix
pratispfD	spfD	suffix
pratisru	sru	suffix
pratistamB	stamB	suffix
pratisvan	svan	suffix
pratisvanay	svanay	suffix
pratitApay	tApay	suffix
pratitAqay	tAqay	suffix
pratitap	tap	suffix
pratitarj	tarj	suffix
pratitarkay	tarkay	suffix
pratitij	tij	suffix
pratityaj	tyaj	suffix
prativAS	vAS	suffix
prativAYC	vAYC	suffix
prativAhay	vAhay	suffix
prativApay	vApay	suffix
prativAray	vAray	suffix
prativAsay	vAsay	suffix
prativAvad	vAvad	suffix
prativI	vI	suffix
prativIkz	Ikz	suffix
prativaD	vaD	suffix
prativac	vac	suffix
prativad	vad	suffix
prativah	vah	suffix
prativand	vand	suffix
prativap	vap	suffix
prativartay	vartay	suffix
prativas	vas	suffix
prativeday	veday	suffix
prativellay	vellay	suffix
prativezw	vezw	suffix
prativezway	vezway	suffix
prativf	vf	suffix
prativfD	vfD	suffix
prativfj	vfj	suffix
prativft	vft	suffix
prativfz	vfz	suffix
prativiBAvay	BAvay	suffix
prativiBU	prativiBU	self
prativiBaj	Baj	suffix
prativiDA	DA	suffix
prativiSiz	Siz	suffix
prativiSoDay	SoDay	suffix
prativiSvas	Svas	suffix
prativibuD	buD	suffix
prativid	vid	suffix
pratividru	dru	suffix
prativigAh	gAh	suffix
prativihA	hA	suffix
prativij	vij	suffix
prativijYA	jYA	suffix
prativikalpay	kalpay	suffix
prativikrI	krI	suffix
prativinI	nI	suffix
prativinoday	noday	suffix
prativinud	nud	suffix
prativipaS	paS	suffix
prativiparI	prativiparI	unresolved
prativiram	ram	suffix
prativiruD	ruD	suffix
prativiruh	ruh	suffix
prativisfj	sfj	suffix
prativivad	prativivad	self
prativivarDay	varDay	suffix
prativraj	vraj	suffix
prativyAdA	dA	suffix
prativyAhf	hf	suffix
prativyUh	yUh	suffix
prativyaD	vyaD	suffix
pratiyA	yA	suffix
pratiyASru	Sru	suffix
pratiyAc	yAc	suffix
pratiyAtay	yAtay	suffix
pratiyaB	yaB	suffix
pratiyaj	yaj	suffix
pratiyam	yam	suffix
pratiyas	yas	suffix
pratiyat	yat	suffix
pratiyoDay	yoDay	suffix
pratiyojay	yojay	suffix
pratiyu	yu	suffix
pratiyuD	yuD	suffix
pratiyuj	yuj	suffix
pratizIv	pratizIv	unresolved
pratizWA	pratizWA	unresolved
pratizWApay	Apay	suffix
pratizWIv	zWIv	suffix
pratizaYj	aYj	suffix
pratizeDay	eDay	suffix
pratiziD	pratiziD	unresolved
pratizic	pratizic	unresolved
pratizkamB	pratizkamB	unresolved
pratizkf	kf	suffix
pratizvAday	vAday	suffix
pratizwu	pratizwu	unresolved
pratizwuB	uB	suffix
pratoday	today	suffix
pratozay	tozay	suffix
pratrAsay	trAsay	suffix
pratras	tras	suffix
pratud	tud	suffix
pratuz	tuz	suffix
pratvakz	tvakz	suffix
pratvar	tvar	suffix
pratyABU	BU	suffix
pratyADA	pratyADA	self
pratyADAv	pratyADAv	self
pratyAKyA	KyA	suffix
pratyASI	SI	suffix
pratyASaMs	SaMs	suffix
pratyASrAvay	SrAvay	suffix
pratyASvAsay	SvAsay	suffix
pratyASvas	Svas	suffix
pratyAbrU	brU	suffix
pratyAcakz	cakz	suffix
pratyAcar	car	suffix
pratyAdA	dA	suffix
pratyAdf	pratyAdf	self
pratyAdiS	diS	suffix
pratyAdru	dru	suffix
pratyAgam	gam	suffix
pratyAgamay	gamay	suffix
pratyAgrah	grah	suffix
pratyAhan	han	suffix
pratyAhf	hf	suffix
pratyAhve	ve	suffix
pratyAjan	jan	suffix
pratyAkANkz	kANkz	suffix
pratyAkf	pratyAkf	self
pratyAkfz	kfz	suffix
pratyAkram	kram	suffix
pratyAkruS	kruS	suffix
pratyAlI	lI	suffix
pratyAlaB	laB	suffix
pratyAmnA	mnA	suffix
pratyAnI	atyAnI	suffix
pratyAnah	nah	suffix
pratyAninIz	ninIz	suffix
pratyAp	Ap	suffix
pratyApA	pA	suffix
pratyApAn	pratyApAn	unresolved
pratyApad	pad	suffix
pratyApay	yApay	suffix
pratyApyAyay	pyAyay	suffix
pratyAropay	ropay	suffix
pratyAruh	ruh	suffix
pratyAs	As	suffix
pratyAsAday	pratyAsAday	self
pratyAsTA	sTA	suffix
pratyAsad	sad	suffix
pratyAsev	sev	suffix
pratyAsf	sf	suffix
pratyAsic	sic	suffix
pratyAstf	stf	suffix
pratyAtan	tan	suffix
pratyAvap	atyAvap	suffix
pratyAvartay	vartay	suffix
pratyAvf	vf	suffix
pratyAvft	vft	suffix
pratyAviS	viS	suffix
pratyAvraj	vraj	suffix
pratyAyA	yA	suffix
pratyAyay	yAyay	suffix
pratyUh	yUh	suffix
pratyaBiDA	DA	suffix
pratyaBiDAv	DAv	suffix
pratyaBiGAray	GAray	suffix
pratyaBicar	car	suffix
pratyaBihAray	hAray	suffix
pratyaBihiMkf	pratyaBihiMkf	self
pratyaBihu	pratyaBihu	self
pratyaBijYA	jYA	suffix
pratyaBiji	ji	suffix
pratyaBimfS	mfS	suffix
pratyaBimfj	mfj	suffix
pratyaBimiT	miT	suffix
pratyaBinand	nand	suffix
pratyaBinanday	nanday	suffix
pratyaBiniryA	yA	suffix
pratyaBiprasTA	sTA	suffix
pratyaBivad	vad	suffix
pratyaBiyA	yA	suffix
pratyaBiyojay	yojay	suffix
pratyaBiyuj	yuj	suffix
pratyaBizic	pratyaBizic	self
pratyaBizu	pratyaBizu	self
pratyaByanujYA	jYA	suffix
pratyaByarcay	arcay	suffix
pratyaDI	DI	suffix
pratyaDiSri	Sri	suffix
pratyaS	aS	suffix
pratyaYc	aYc	suffix
pratyaYj	aYj	suffix
pratyad	ad	suffix
pratyah	ah	suffix
pratyaj	tyaj	suffix
pratyakzIBU	BU	suffix
pratyakzIkf	kf	suffix
pratyakzay	pratyakzay	self
pratyanuBAz	BAz	suffix
pratyanuBU	BU	suffix
pratyanujYA	jYA	suffix
pratyanunI	nI	suffix
pratyanusmf	smf	suffix
pratyanutap	tap	suffix
pratyanuyAc	yAc	suffix
pratyanuyuj	yuj	suffix
pratyapaci	ci	suffix
pratyapakf	kf	suffix
pratyapakram	pratyapakram	self
pratyapasarpay	sarpay	suffix
pratyapavah	vah	suffix
pratyapavf	vf	suffix
pratyapayA	yA	suffix
pratyapiDA	DA	suffix
pratyapisfj	sfj	suffix
pratyarTay	arTay	suffix
pratyarc	arc	suffix
pratyarcay	arcay	suffix
pratyarday	arday	suffix
pratyarhay	arhay	suffix
pratyarpay	arpay	suffix
pratyas	yas	suffix
pratyasUy	asUy	suffix
pratyatihAray	hAray	suffix
pratyatikram	pratyatikram	self
pratyavAp	Ap	suffix
pratyavaBAs	BAs	suffix
pratyavaBAz	BAz	suffix
pratyavaBuj	Buj	suffix
pratyavaDA	DA	suffix
pratyavadA	dA	suffix
pratyavado	do	suffix
pratyavagam	gam	suffix
pratyavagrah	grah	suffix
pratyavahAray	hAray	suffix
pratyavahan	han	suffix
pratyavahf	hf	suffix
pratyavamfS	mfS	suffix
pratyavamfz	mfz	suffix
pratyavanI	pratyavanI	self
pratyavapAtay	pAtay	suffix
pratyavarohay	pratyavarohay	self
pratyavaropay	ropay	suffix
pratyavaruD	ruD	suffix
pratyavaruh	ruh	suffix
pratyavasA	sA	suffix
pratyavasTA	sTA	suffix
pratyavasad	sad	suffix
pratyavasf	avasf	suffix
pratyavasfj	sfj	suffix
pratyavasfp	sfp	suffix
pratyavasic	pratyavasic	self
pratyavaskand	skand	suffix
pratyavaskanday	skanday	suffix
pratyavatf	tf	suffix
pratyave	ve	suffix
pratyavekz	pratyavekz	unresolved
pratye	atye	suffix
pratyucCri	ri	suffix
pratyuccAray	cAray	suffix
pratyudAhf	hf	suffix
pratyudAvartay	vartay	suffix
pratyudAvft	vft	suffix
pratyudAvraj	vraj	suffix
pratyudDf	Df	suffix
pratyudIkz	dIkz	suffix
pratyudIr	Ir	suffix
pratyudUh	Uh	suffix
pratyuddIp	dIp	suffix
pratyudgA	gA	suffix
pratyudgam	gam	suffix
pratyudgrah	grah	suffix
pratyudi	pratyudi	unresolved
pratyudvAday	vAday	suffix
pratyudvraj	vraj	suffix
pratyudyA	yA	suffix
pratyudyam	yam	suffix
pratyujjIv	jIv	suffix
pratyukz	ukz	suffix
pratyunmiz	miz	suffix
pratyupADA	DA	suffix
pratyupAhf	hf	suffix
pratyupAnI	nI	suffix
pratyupAs	pratyupAs	self
pratyupAvraj	vraj	suffix
pratyupaBuj	Buj	suffix
pratyupaDA	atyupaDA	suffix
pratyupaSru	Sru	suffix
pratyupadiS	diS	suffix
pratyupadru	dru	suffix
pratyupagam	gam	suffix
pratyupahvA	hvA	suffix
pratyupakf	kf	suffix
pratyupakram	kram	suffix
pratyupalamb	pratyupalamb	self
pratyupanah	pratyupanah	self
pratyupanam	nam	suffix
pratyupasTA	sTA	suffix
pratyupasTApay	sTApay	suffix
pratyupasf	sf	suffix
pratyupasfp	sfp	suffix
pratyupaspfS	spfS	suffix
pratyupavad	vad	suffix
pratyupaveSay	veSay	suffix
pratyupaviS	viS	suffix
pratyupavraj	vraj	suffix
pratyupayA	yA	suffix
pratyupe	pratyupe	unresolved
pratyupekz	pratyupekz	unresolved
pratyutTA	pratyutTA	unresolved
pratyutpA	pratyutpA	self
pratyutpad	pad	suffix
pratyutsad	sad	suffix
pratyuttamB	pratyuttamB	unresolved
pratyuttf	tf	suffix
pratyuz	uz	suffix
pravA	vA	suffix
pravAS	vAS	suffix
pravAcay	vAcay	suffix
pravAday	vAday	suffix
pravAh	pravAh	self
pravAhay	vAhay	suffix
pravApay	vApay	suffix
pravAray	vAray	suffix
pravAsay	vAsay	suffix
pravI	vI	suffix
pravaD	vaD	suffix
pravaRIBU	BU	suffix
pravaRIkf	kf	suffix
pravac	vac	suffix
pravad	vad	suffix
pravah	vah	suffix
pravalg	valg	suffix
pravalh	valh	suffix
pravan	van	suffix
pravand	vand	suffix
pravap	vap	suffix
pravarDay	varDay	suffix
pravarRay	varRay	suffix
pravaray	varay	suffix
pravartay	vartay	suffix
pravarzay	varzay	suffix
pravas	vas	suffix
prave	ve	suffix
praveD	veD	suffix
praveDay	veDay	suffix
praveSay	veSay	suffix
praveday	veday	suffix
pravejay	vejay	suffix
pravepay	vepay	suffix
pravezway	vezway	suffix
pravf	vf	suffix
pravfD	vfD	suffix
pravfh	vfh	suffix
pravfj	vfj	suffix
pravft	vft	suffix
pravfz	vfz	suffix
praviBA	BA	suffix
praviBAvay	BAvay	suffix
praviBaYj	BaYj	suffix
praviBaj	Baj	suffix
praviBid	Bid	suffix
praviBuj	Buj	suffix
praviDA	DA	suffix
praviDU	DU	suffix
praviDvaMs	DvaMs	suffix
praviGAway	GAway	suffix
praviS	viS	suffix
praviSAmay	SAmay	suffix
praviSAtay	SAtay	suffix
praviSf	Sf	suffix
praviSiz	Siz	suffix
praviSoDay	SoDay	suffix
pravibanD	banD	suffix
pravicAlay	cAlay	suffix
pravicAray	cAray	suffix
pravicakz	cakz	suffix
pravical	cal	suffix
pravicar	car	suffix
pravicezw	cezw	suffix
pravici	ci	suffix
pravicintay	cintay	suffix
pravid	vid	suffix
pravidAray	dAray	suffix
pravidf	df	suffix
pravidru	dru	suffix
praviduh	duh	suffix
pravigAh	gAh	suffix
pravigal	gal	suffix
pravihA	hA	suffix
pravihan	han	suffix
pravij	vij	suffix
pravijYA	jYA	suffix
pravijfmB	jfmB	suffix
pravikAsay	kAsay	suffix
pravikac	kac	suffix
pravikampay	kampay	suffix
pravikas	kas	suffix
pravikf	kf	suffix
pravikﾱp	kﾱp	suffix
pravilApay	lApay	suffix
pravilI	lI	suffix
pravilaB	laB	suffix
pravilamb	lamb	suffix
pravilas	las	suffix
pravilepay	lepay	suffix
pravilip	lip	suffix
praviloBay	loBay	suffix
pravilokay	lokay	suffix
pravilopay	lopay	suffix
pravilup	lup	suffix
pravimfS	mfS	suffix
pravimfj	mfj	suffix
pravimuc	muc	suffix
pravinaS	naS	suffix
pravinirDU	DU	suffix
pravinyas	yas	suffix
pravip	vip	suffix
praviraYj	raYj	suffix
praviram	ram	suffix
pravisAray	sAray	suffix
pravisf	sf	suffix
pravisfj	sfj	suffix
pravistf	stf	suffix
pravitAnay	tAnay	suffix
pravitan	tan	suffix
pravitf	tf	suffix
pravivah	vah	suffix
pravivats	vivats	suffix
pravivecay	vecay	suffix
pravivic	vic	suffix
pravivikz	vivikz	suffix
praviz	viz	suffix
pravizad	ad	suffix
pravlI	vlI	suffix
pravrAjay	vrAjay	suffix
pravraSc	vraSc	suffix
pravraj	vraj	suffix
pravrajay	vrajay	suffix
pravyAhAray	AhAray	suffix
pravyAhf	hf	suffix
pravyaD	vyaD	suffix
pravyaT	vyaT	suffix
pravyaTay	vyaTay	suffix
pravyas	yas	suffix
pravye	vye	suffix
prayA	yA	suffix
prayAc	yAc	suffix
prayApay	yApay	suffix
prayAsay	yAsay	suffix
prayAvay	yAvay	suffix
prayaB	yaB	suffix
prayaj	yaj	suffix
prayakz	yakz	suffix
prayam	yam	suffix
prayas	yas	suffix
prayat	yat	suffix
prayiyAs	yiyAs	suffix
prayoDay	yoDay	suffix
prayogIkf	kf	suffix
prayojakIBU	BU	suffix
prayojay	yojay	suffix
prayu	yu	suffix
prayuD	yuD	suffix
prayuj	yuj	suffix
prayuyuts	yuyuts	suffix
prazWIv	zWIv	suffix
pre	pre	unresolved
preNK	preNK	self
preNKay	preNKay	self
preNKolay	preNKolay	self
prekz	prekz	unresolved
prekzay	prekzay	unresolved
prenD	prenD	unresolved
preps	preps	unresolved
preq	preq	unresolved
prer	prer	unresolved
preray	preray	unresolved
pretIBU	BU	suffix
prez	prez	unresolved
prezay	rezay	suffix
priyAy	priyAy	self
proB	proB	unresolved
proJ	proJ	unresolved
proTay	proTay	self
proYC	proYC	unresolved
procCal	Cal	suffix
procCri	ri	suffix
procCvAsay	vAsay	suffix
procCvas	vas	suffix
proccAray	cAray	suffix
proccal	cal	suffix
proccar	car	suffix
proccaw	caw	suffix
prodBAsay	BAsay	suffix
prodBU	BU	suffix
prodBid	Bid	suffix
prodDA	DA	suffix
prodDU	DU	suffix
prodDf	Df	suffix
prodGAway	prodGAway	self
prodGozay	Gozay	suffix
prodGuz	Guz	suffix
prodbaD	prodbaD	unresolved
prodbuBUz	buBUz	suffix
prodgam	gam	suffix
prodi	prodi	unresolved
prodvah	vah	suffix
prodvejay	vejay	suffix
prodvezway	vezway	suffix
prodvft	vft	suffix
prodyam	yam	suffix
proh	proh	unresolved
projjval	jval	suffix
prokz	prokz	unresolved
prokzay	prokzay	unresolved
prollaNGay	laNGay	suffix
prollas	las	suffix
prolliK	liK	suffix
pronmIl	mIl	suffix
pronmIlay	mIlay	suffix
pronmaT	maT	suffix
pronmad	mad	suffix
pronmarday	marday	suffix
pronmfj	mfj	suffix
pronmiz	miz	suffix
pronnI	nI	suffix
pronnad	nad	suffix
pronnam	nam	suffix
proqqI	qI	suffix
protKan	Kan	suffix
protTA	protTA	unresolved
protTApay	Apay	suffix
protay	protay	self
protkUj	kUj	suffix
protkaRWay	kaRWay	suffix
protkft	kft	suffix
protkzip	kzip	suffix
protpAday	pAday	suffix
protpat	pat	suffix
protsAday	sAday	suffix
protsAhay	sAhay	suffix
protsAray	sAray	suffix
protsah	sah	suffix
protsf	sf	suffix
protsfj	sfj	suffix
protsfp	sfp	suffix
prottf	tf	suffix
prottolay	tolay	suffix
pru	pru	self
pruT	pruT	self
pruz	pruz	self
pruzAy	pruzAy	self
psA	psA	self
puMskf	kf	suffix
puYjIBU	BU	suffix
puYjaray	puYjaray	self
pulakay	pulakay	self
pulinAy	pulinAy	self
punarnavIBU	BU	suffix
pupukz	pupukz	self
puraskf	kf	suffix
puroBAvay	BAvay	suffix
puroDA	DA	suffix
puruzAy	puruzAy	self
puruzIBU	BU	suffix
putrIy	putrIy	self
putriy	putriy	self
puw	puw	self
puwIkf	kf	suffix
puwakAray	kAray	suffix
puway	puway	self
puz	puz	self
puzp	puzp	self
pyA	pyA	self
pyAyay	pyAyay	self
qI	qI	self
qamb	qamb	self
qambay	qambay	self
qolay	qolay	self
qvAlay	qvAlay	self
rA	rA	self
rAD	rAD	self
rADay	rADay	self
rAR	rAR	self
rASIBU	BU	suffix
rASIkf	kf	suffix
rAgAy	rAgAy	self
rAgay	rAgay	self
rAhay	rAhay	self
rAj	rAj	self
rAjAy	rAjAy	self
rAjapaTAy	rAjapaTAy	self
rAjay	rAjay	self
rAkzasIBU	BU	suffix
rAmay	rAmay	self
rAraj	rAraj	self
rArap	rArap	self
rAsaBAy	rAsaBAy	self
rAvay	rAvay	self
rUkzay	rUkzay	self
rUpAy	rUpAy	self
rUpay	rUpay	self
raB	raB	self
raD	raD	self
raMh	raMh	self
raMhay	raMhay	self
raR	raR	self
raRay	raRay	self
raRv	raRv	self
raSanAy	raSanAy	self
raTIy	raTIy	self
raTakAm	raTakAm	self
raTary	raTary	self
raTirAy	raTirAy	self
raYj	raYj	self
raYjay	raYjay	self
rac	rac	self
racay	racay	self
rad	rad	self
rah	rah	self
rahay	rahay	self
rajIkf	kf	suffix
rajanIkf	kf	suffix
rajay	rajay	self
raktIkf	kf	suffix
raktasUryAy	raktasUryAy	self
rakz	rakz	self
rakzay	rakzay	self
ram	ram	self
ramApay	ramApay	self
ramBay	ramBay	self
ramay	ramay	self
ran	ran	self
ranDanAy	ranDanAy	self
ranDay	ranDay	self
ranDray	ranDray	self
rap	rap	self
rapS	rapS	self
ras	ras	self
rasAy	rasAy	self
rasIBU	BU	suffix
rasIkf	kf	suffix
rasay	rasay	self
raw	raw	self
reBAy	reBAy	self
rePAy	rePAy	self
recay	recay	self
rej	rej	self
rejay	rejay	self
rekRasy	rekRasy	self
rerih	rerih	self
retay	retay	self
rezay	rezay	self
ri	ri	self
riB	riB	self
riNg	riNg	self
riP	riP	self
riS	riS	self
riYc	riYc	self
ric	ric	self
rih	rih	self
riktIkf	kf	suffix
rip	rip	self
rips	rips	self
rirakz	rirakz	self
ririkz	ririkz	self
riz	riz	self
rizaRy	rizaRy	self
roDay	roDay	self
rocay	rocay	self
roday	roday	self
rohay	rohay	self
romAYc	romAYc	self
ropay	ropay	self
rorUy	rorUy	self
roro	roro	self
roruc	roruc	self
rorud	rorud	self
rozay	rozay	self
ru	ru	self
ruD	ruD	self
ruc	ruc	self
rucay	rucay	self
rud	rud	self
ruh	ruh	self
ruj	ruj	self
runDay	runDay	self
rup	rup	self
rurukz	rurukz	self
ruruts	ruruts	self
ruvaRy	ruvaRy	self
ruz	ruz	self
sA	sA	self
sAD	sAD	self
sADAraRIkf	kf	suffix
sADanIBU	BU	suffix
sADay	sADay	self
sAday	sAday	self
sAhay	sAhay	self
sAkzAdBU	sAkzAdBU	self
sAkzAtkf	kf	suffix
sAkzIBU	BU	suffix
sAkzIkf	kf	suffix
sAndrIBU	BU	suffix
sAntvay	sAntvay	self
sAray	sAray	self
sAsah	sAsah	self
sAtIy	sAtIy	self
sAtmyIBU	BU	suffix
sAtmyIkf	kf	suffix
sAvay	sAvay	self
sAyakAy	sAyakAy	self
sAyay	sAyay	self
sIkz	sIkz	self
sImantay	sImantay	self
sIv	sIv	self
sIvay	sIvay	self
sKal	sKal	self
sKalay	sKalay	self
sPAlay	sPAlay	self
sPAray	sPAray	self
sPAy	sPAy	self
sPUrj	sPUrj	self
sPUrjay	sPUrjay	self
sPar	sPar	self
sPawIBU	BU	suffix
sPoway	sPoway	self
sPuliNgAy	sPuliNgAy	self
sPur	sPur	self
sPuray	sPuray	self
sPuw	sPuw	self
sPuwIBU	BU	suffix
sPuwIkf	kf	suffix
sPuway	sPuway	self
sTA	sTA	self
sTApay	sTApay	self
sTUlasTURAGawAy	sTUlasTURAGawAy	self
sTagay	sTagay	self
sTirAy	sTirAy	self
sTirIBU	BU	suffix
sTirIkf	kf	suffix
sU	sU	self
sUcay	sUcay	self
sUd	sUd	self
sUday	sUday	self
sUkzmIBU	BU	suffix
sUkzmIkf	kf	suffix
sUrkz	sUrkz	self
sUtray	sUtray	self
saBAgay	saBAgay	self
saBAjay	saBAjay	self
saG	saG	self
saKIy	saKIy	self
saMBAray	BAray	suffix
saMBAzay	BAzay	suffix
saMBUzay	BUzay	suffix
saMBakzay	Bakzay	suffix
saMBarts	Barts	suffix
saMBojay	Bojay	suffix
saMBrAmay	BrAmay	suffix
saMBuj	Buj	suffix
saMCAday	CAday	suffix
saMCad	Cad	suffix
saMCanday	Canday	suffix
saMCeday	Ceday	suffix
saMCid	Cid	suffix
saMDA	DA	suffix
saMDAray	DAray	suffix
saMDAv	DAv	suffix
saMDAvay	DAvay	suffix
saMDU	DU	suffix
saMDUmAy	DUmAy	suffix
saMDam	Dam	suffix
saMDanv	Danv	suffix
saMDay	saMDay	self
saMDf	Df	suffix
saMDits	Dits	suffix
saMDukz	Dukz	suffix
saMDukzay	Dukzay	suffix
saMDyA	DyA	suffix
saMGAtay	GAtay	suffix
saMGarzay	Garzay	suffix
saMGaw	Gaw	suffix
saMGaway	Gaway	suffix
saMGaww	Gaww	suffix
saMGawway	Gawway	suffix
saMGfz	Gfz	suffix
saMGozay	Gozay	suffix
saMGrApay	GrApay	suffix
saMGuz	Guz	suffix
saMKAd	KAd	suffix
saMKan	Kan	suffix
saMKid	Kid	suffix
saMKyA	KyA	suffix
saMKyApay	KyApay	suffix
saMQAlay	QAlay	suffix
saMSA	SA	suffix
saMSAmay	SAmay	suffix
saMSAs	SAs	suffix
saMSAtay	SAtay	suffix
saMSAyay	SAyay	suffix
saMSI	SI	suffix
saMSIlay	SIlay	suffix
saMSaMs	SaMs	suffix
saMSaNk	SaNk	suffix
saMSabday	Sabday	suffix
saMSak	Sak	suffix
saMSam	Sam	suffix
saMSamay	Samay	suffix
saMSap	Sap	suffix
saMSf	Sf	suffix
saMSiYj	SiYj	suffix
saMSikzsay	saMSikzsay	unresolved
saMSlAG	SlAG	suffix
saMSlakzRay	SlakzRay	suffix
saMSlezay	Slezay	suffix
saMSliz	Sliz	suffix
saMSoBay	SoBay	suffix
saMSoDay	SoDay	suffix
saMSocay	Socay	suffix
saMSrAvay	SrAvay	suffix
saMSrI	SrI	suffix
saMSradDA	DA	suffix
saMSram	Sram	suffix
saMSri	Sri	suffix
saMSru	Sru	suffix
saMSuB	SuB	suffix
saMSuD	SuD	suffix
saMSuc	Suc	suffix
saMSuz	Suz	suffix
saMSvi	Svi	suffix
saMbanDay	banDay	suffix
saMbfMh	saMbfMh	self
saMbfMhay	bfMhay	suffix
saMbuBUz	buBUz	suffix
saMcAkaS	saMcAkaS	self
saMcAlay	cAlay	suffix
saMcAray	cAray	suffix
saMcUrRay	cUrRay	suffix
saMcUz	cUz	suffix
saMcakz	cakz	suffix
saMcal	cal	suffix
saMcalay	calay	suffix
saMcar	car	suffix
saMcarv	carv	suffix
saMcetay	cetay	suffix
saMcezw	cezw	suffix
saMcft	cft	suffix
saMci	ci	suffix
saMcikIrz	cikIrz	suffix
saMcintay	cintay	suffix
saMcit	cit	suffix
saMcoday	coday	suffix
saMcud	cud	suffix
saMcyAvay	cyAvay	suffix
saMdA	dA	suffix
saMdAhay	dAhay	suffix
saMdApay	dApay	suffix
saMdAray	dAray	suffix
saMdIkz	dIkz	suffix
saMdIp	dIp	suffix
saMdIpay	dIpay	suffix
saMdUzay	dUzay	suffix
saMdaMS	daMS	suffix
saMdah	dah	suffix
saMdarSay	darSay	suffix
saMdas	das	suffix
saMdehay	dehay	suffix
saMdfB	dfB	suffix
saMdfS	dfS	suffix
saMdfh	dfh	suffix
saMdiS	diS	suffix
saMdih	dih	suffix
saMdo	do	suffix
saMdohay	dohay	suffix
saMdolay	dolay	suffix
saMdrAvay	drAvay	suffix
saMdru	dru	suffix
saMduh	duh	suffix
saMduz	duz	suffix
saMdviz	dviz	suffix
saMgA	gA	suffix
saMgAh	gAh	suffix
saMgAlay	gAlay	suffix
saMgaRay	gaRay	suffix
saMgal	gal	suffix
saMgam	gam	suffix
saMgamay	gamay	suffix
saMgarh	garh	suffix
saMgarj	garj	suffix
saMgf	gf	suffix
saMgfD	gfD	suffix
saMgopay	gopay	suffix
saMgrAhay	grAhay	suffix
saMgrAmay	saMgrAmay	self
saMgrah	grah	suffix
saMgranT	granT	suffix
saMgras	gras	suffix
saMguRay	guRay	suffix
saMguh	guh	suffix
saMgup	gup	suffix
saMhA	hA	suffix
saMhApay	saMhApay	self
saMhAray	hAray	suffix
saMhan	han	suffix
saMharzay	harzay	suffix
saMhez	saMhez	self
saMhf	hf	suffix
saMhfz	hfz	suffix
saMhi	hi	suffix
saMhlAday	hlAday	suffix
saMhrAday	hrAday	suffix
saMhu	hu	suffix
saMhvA	hvA	suffix
saMjAray	jAray	suffix
saMjIv	jIv	suffix
saMjIvay	jIvay	suffix
