form_slp1	primary_lemma	primary_upos	primary_n	alt_lemma	alt_upos	alt_n
Bagavat	Bagavant	NOUN	236	Bagavat	ADJ	39
BagavatA	Bagavant	NOUN	309	Bagavat	ADJ	85
BagavatAm	Bagavant	NOUN	19	Bagavat	ADJ	1
BagavatI	Bagavat	ADJ	52	BagavatI	NOUN	12
Bagavata	Bagavant	NOUN	55	Bagavat	ADJ	1
BagavataH	Bagavant	NOUN	312	Bagavat	ADJ	28
Bagavate	Bagavant	NOUN	81	Bagavat	ADJ	19
Bagavati	Bagavant	NOUN	56	Bagavat	ADJ	43
BaginI	BaginI	NOUN	118	Bagin	ADJ	1
BagnA	BaYj	VERB	36	Bagna	NOUN	1
Bagna	BaYj	VERB	230	Bagna	NOUN	29
BagnaM	BaYj	VERB	49	Bagna	NOUN	10
Bagnam	BaYj	VERB	22	Bagna	NOUN	4
Bagne	BaYj	VERB	32	Bagna	NOUN	3
Bago	Baga	NOUN	96	Bago	INTJ	4
Baja	Baj	VERB	83	Baja	NOUN	2
BajamAna	BajamAna	NOUN	3	Baj	VERB	1
BajamAnaM	Baj	VERB	7	BajamAna	NOUN	6
BaktA	Bakta	NOUN	31	Bakta	ADJ	6
BaktAH	Bakta	NOUN	66	Bakta	ADJ	5
BaktAm	Baj	VERB	3	Bakta	NOUN	2
BaktAn	Bakta	NOUN	29	Bakta	ADJ	2
Bakta	Bakta	NOUN	233	Baj	VERB	9
BaktaH	Bakta	NOUN	140	Bakta	ADJ	11
BaktaM	Bakta	NOUN	62	Bakta	ADJ	5
Baktam	Bakta	NOUN	90	Baj	VERB	16
Bakto	Bakta	NOUN	27	Bakta	ADJ	7
BaktvA	Baj	VERB	3	BaYj	VERB	2
Bakza	Bakza	NOUN	85	Bakz	VERB	3
Bakzayata	Bakzay	VERB	2	Bakzay	VERB	1
Bakzayati	Bakzay	VERB	109	Bakzayati	NOUN	1
BakzayitA	Bakzay	VERB	4	Bakzayitf	NOUN	4
BakzyAn	Bakzya	NOUN	30	Bakz	VERB	4
Bakzya	Bakzya	NOUN	113	Bakz	VERB	20
BakzyaH	Bakz	VERB	5	Bakzya	NOUN	5
Bakzyam	Bakz	VERB	10	Bakzya	NOUN	10
BakzyamARaH	Bakz	VERB	3	Bakzay	VERB	3
Bakzyante	Bakz	VERB	3	Bakzay	VERB	3
Bakzyanti	Baj	VERB	1	Bakz	VERB	1
Bam	Ba	NOUN	4	BA	NOUN	3
BarA	Bf	VERB	24	Bara	NOUN	8
BarAt	Bara	NOUN	4	Bf	VERB	1
Bara	Bf	VERB	172	Bara	NOUN	86
BaraH	Bara	NOUN	12	Bara	ADJ	1
Baram	Bara	NOUN	13	Bara	ADJ	3
Barase	Baras	NOUN	1	Bf	VERB	1
BaratA	Barata	NOUN	9	Bf	VERB	7
Barata	Barata	NOUN	1430	Bf	VERB	20
BarataH	Barata	NOUN	149	Bf	VERB	1
BarataM	Barata	NOUN	108	Bf	VERB	1
Barate	Barata	NOUN	23	Bf	VERB	14
Bare	Bara	NOUN	42	Bf	VERB	22
BargaH	Barga	NOUN	12	Bargas	NOUN	10
Bargas	Barga	NOUN	2	Bargas	NOUN	1
BariBrat	BariBrat	NOUN	1	BariBf	VERB	1
Baro	Bara	NOUN	1	Bf	VERB	1
BartA	Bartf	NOUN	397	Bf	VERB	4
Bartf	Bartf	NOUN	285	Bartf	ADJ	1
Basan	Bas	VERB	1	Basad	NOUN	1
Basat	Basad	NOUN	2	Bas	VERB	1
BasmanA	Basman	NOUN	157	Basman	ADJ	2
BavA	BU	VERB	61	Bava	NOUN	19
BavAn	Bavat	ADJ	1267	Bava	NOUN	6
BavAni	BU	VERB	9	Bava	NOUN	3
Bava	BU	VERB	945	Bava	NOUN	477
BavaH	Bava	NOUN	195	BU	VERB	1
BavadBiH	Bavat	ADJ	112	BU	VERB	3
BavadBir	Bavat	ADJ	58	BU	VERB	2
BavadByAM	Bavat	ADJ	22	BU	VERB	1
Bavam	Bava	NOUN	173	BU	VERB	29
BavantI	BU	VERB	6	BavantI	NOUN	1
Bavanta	BU	VERB	23	Bavat	ADJ	21
BavantaH	Bavat	ADJ	197	BU	VERB	21
BavantaM	Bavat	ADJ	100	BU	VERB	4
Bavantam	Bavat	ADJ	79	BU	VERB	3
Bavanto	Bavat	ADJ	153	BU	VERB	2
BavatA	Bavat	ADJ	405	BU	VERB	16
BavatAM	Bavat	ADJ	131	BU	VERB	25
BavatAm	Bavat	ADJ	64	BU	VERB	20
BavatI	Bavat	ADJ	32	BavatI	NOUN	8
Bavata	BU	VERB	74	Bavat	ADJ	4
BavataH	BU	VERB	318	Bavat	ADJ	181
Bavatas	BU	VERB	26	Bavat	ADJ	9
Bavate	Bavat	ADJ	22	BU	VERB	18
Bavati	BU	VERB	9633	Bavat	ADJ	27
Bavato	Bavat	ADJ	154	BU	VERB	54
BavatoH	Bavat	ADJ	7	BU	VERB	2
BavatyA	Bavat	ADJ	37	BavatI	NOUN	1
BavatyaH	Bavat	ADJ	3	BU	VERB	1
Bave	Bava	NOUN	65	BU	VERB	13
Bavet	BU	VERB	5615	tadA	ADV	1
BavitA	BU	VERB	335	Bavitf	ADJ	42
BavitAraH	BU	VERB	8	Bavitf	ADJ	2
BavizyARi	Bavizya	ADJ	3	Bavizya	NOUN	1
Bavizya	Bavizya	ADJ	10	Bavizya	NOUN	7
Bavizyat	BU	VERB	70	Bavizyat	ADJ	12
Bavizyati	BU	VERB	2001	Bavizyat	ADJ	4
BavyA	BU	VERB	10	BavyA	NOUN	3
BavyAya	BU	VERB	5	Bavya	ADJ	1
Bavya	BU	VERB	35	Bavya	NOUN	22
BavyaM	BU	VERB	45	Bavya	NOUN	16
Bavyam	BU	VERB	20	Bavya	NOUN	5
Bavyena	Bavya	ADJ	1	BU	VERB	1
BayAnakAH	BayAnaka	ADJ	7	BayAnaka	NOUN	3
BayAnaka	BayAnaka	NOUN	4	BayAnaka	ADJ	1
BayAnakaH	BayAnaka	ADJ	7	BayAnaka	NOUN	1
BayAnakam	BayAnaka	ADJ	16	BayAnaka	NOUN	3
BayaH	Baya	NOUN	28	aBaya	ADJ	2
BayamAnaH	BayamAna	NOUN	1	BI	VERB	1
Bedaka	Bedaka	ADJ	2	Bedaka	NOUN	1
BezajA	Bezaja	NOUN	13	Bezaja	ADJ	5
Bezaja	Bezaja	NOUN	129	Bezaja	ADJ	2
BezajaM	Bezaja	NOUN	154	Bezaja	ADJ	1
BfNgA	BfNga	NOUN	1	BfNgA	NOUN	1
BfSaM	BfSam	ADV	443	BfSa	ADJ	11
BfSam	BfSam	ADV	646	BfSa	ADJ	29
Bfmim	Bfmi	ADJ	1	Bfmi	NOUN	1
BftAm	Bft	ADJ	231	Bf	VERB	4
Bfti	Bfti	NOUN	7	Bft	ADJ	4
Bftya	Bftya	NOUN	164	Bf	VERB	1
Bftye	Bftya	NOUN	10	Bf	VERB	1
Bi	aBi	ADP	55	B	NOUN	1
Bid	Bid	ADJ	16	Bid	NOUN	5
Binad	Bid	VERB	5	Bid	VERB	3
Binna	Bid	VERB	434	Binna	ADJ	10
BinnaM	Bid	VERB	74	Binna	NOUN	1
Binne	Bid	VERB	67	Binna	NOUN	1
Bizak	Bizaj	NOUN	271	Bizaj	ADJ	1
BogA	Boga	NOUN	19	aBoga	ADJ	1
BogI	Bogin	ADJ	19	Bogin	NOUN	6
BoginaH	Bogin	ADJ	18	Bogin	NOUN	14
Boginam	Bogin	ADJ	1	Bogin	NOUN	1
Bogya	Buj	VERB	49	Bogya	NOUN	10
BojAH	Boja	NOUN	15	Boja	ADJ	4
BojAn	Boja	NOUN	5	Boja	ADJ	2
Boja	Boja	NOUN	79	Boja	ADJ	1
BojaH	Boja	NOUN	23	Boja	ADJ	2
Bojam	Boja	ADJ	6	Boja	NOUN	5
BojanA	Bojana	NOUN	13	Bojana	ADJ	1
BojanIya	BojanIya	NOUN	1	Buj	VERB	1
Bojana	Bojana	NOUN	203	Bojana	ADJ	1
Bojanam	Bojana	NOUN	329	Bojana	ADJ	1
Bojasya	Boja	NOUN	9	Boja	ADJ	2
Bojezu	Boja	ADJ	2	Boja	NOUN	2
BojyA	Buj	VERB	4	Bojya	NOUN	3
BojyAni	Bojya	NOUN	29	Buj	VERB	12
Bojya	Bojya	NOUN	52	Buj	VERB	35
BojyaM	Bojya	NOUN	41	Buj	VERB	20
Bojyam	Bojya	NOUN	26	Buj	VERB	16
BoktA	Boktf	NOUN	52	Boktf	ADJ	37
BoktAraH	Boktf	ADJ	5	Boktf	NOUN	5
BoktAraM	Boktf	ADJ	2	Boktf	NOUN	2
Boktf	Boktf	NOUN	23	Boktf	ADJ	19
BrAja	BrAja	NOUN	11	BrAja	ADJ	7
BrAjase	BrAj	VERB	9	BrAjas	NOUN	1
BrAjo	BrAja	ADJ	3	BrAjas	NOUN	2
BrAmarI	BrAmarI	NOUN	8	BrAmarin	ADJ	2
BramA	Brama	NOUN	2	BramA	NOUN	1
Brama	Brama	NOUN	137	Bram	VERB	1
BujA	Buja	NOUN	21	Buj	ADJ	11
BujI	Buji	NOUN	1	Bujin	ADJ	1
BujaH	Buja	NOUN	144	Buj	ADJ	34
Bujam	Buja	NOUN	119	Buj	ADJ	4
Buje	Buja	NOUN	26	Buj	VERB	14
Buji	Buj	ADJ	3	Buji	NOUN	1
BujizyA	BujizyA	NOUN	6	Bujizya	ADJ	1
BujyuM	Bujyu	NOUN	5	Bujyu	ADJ	2
BuktA	Buj	VERB	22	BuktA	NOUN	1
Bukta	Buj	VERB	93	Bukta	NOUN	28
Buktam	Buj	VERB	59	Bukta	NOUN	15
Buktena	Bukta	NOUN	5	Buj	VERB	2
Buva	BU	NOUN	32	Buvar	ADV	8
BuvaH	BU	NOUN	391	Buvar	ADV	26
BuvaM	BU	NOUN	49	BU	VERB	3
Buvam	BU	NOUN	68	BU	VERB	3
Buvanasya	Buvana	NOUN	165	idam	PRON	1
Buvas	BU	NOUN	17	BU	VERB	2
Buvo	BU	NOUN	68	BU	VERB	17
CAga	CAga	NOUN	73	CAga	ADJ	34
CAgalam	CAgala	ADJ	1	CAgala	NOUN	1
CAyayA	CAyA	NOUN	32	SAyay	VERB	2
Calita	Calay	VERB	1	Calita	NOUN	1
Canda	Candas	NOUN	54	Canda	NOUN	43
CandataH	Canda	NOUN	6	Candatas	ADV	4
Canna	Cad	VERB	52	Canna	ADJ	1
Cardir	Cardis	NOUN	13	Cardi	NOUN	8
Cedanam	Cedana	NOUN	37	Cedana	ADJ	3
Cedi	Cedin	ADJ	14	Cid	VERB	5
Cedya	Cedya	NOUN	11	Cid	VERB	8
CidrA	Cidra	NOUN	13	Cidra	ADJ	5
Cidra	Cidra	NOUN	130	Cidra	ADJ	10
Cidram	Cidra	NOUN	110	Cidra	ADJ	4
CinnA	Cid	VERB	45	CinnA	NOUN	11
Cinna	Cid	VERB	371	Cinna	NOUN	2
CinnaH	Cid	VERB	45	Cinna	NOUN	3
CinnaM	Cid	VERB	50	Cinna	NOUN	3
Cinnam	Cid	VERB	69	Cinna	NOUN	4
Cinne	Cid	VERB	32	Cinna	NOUN	2
DA	DA	VERB	46	DA	ADJ	7
DAH	DA	ADJ	124	DA	VERB	61
DAma	DAman	NOUN	370	DA	VERB	1
DAnA	DAnA	NOUN	91	DAna	ADJ	1
DAnAH	DAnA	NOUN	68	DAna	ADJ	1
DAnam	DAna	NOUN	18	DAna	ADJ	5
DAnya	DAnya	NOUN	425	DAnya	ADJ	1
DAnyam	DAnya	NOUN	64	DAnya	ADJ	1
DAra	DAra	NOUN	3	DArA	NOUN	2
DAraRa	DAraRa	NOUN	88	DAraRa	ADJ	1
DAraRaH	DAraRa	ADJ	8	DAraRa	NOUN	3
DAraRam	DAraRa	NOUN	123	DAraRa	ADJ	9
DAram	DArA	NOUN	80	DAra	ADJ	4
DArayA	DArA	NOUN	119	DAray	VERB	15
DArayati	DAray	VERB	90	DArayati	NOUN	1
DAri	DArin	ADJ	16	DAri	NOUN	2
DAriRI	DArin	ADJ	53	DAriRI	NOUN	9
DArtarAzwra	DArtarAzwra	NOUN	42	DArtarAzwra	ADJ	1
DArtarAzwraM	DArtarAzwra	NOUN	24	DArtarAzwra	ADJ	3
DArtarAzwram	DArtarAzwra	NOUN	9	DArtarAzwra	ADJ	1
DArtarAzwre	DArtarAzwra	NOUN	11	DArtarAzwra	ADJ	3
DArtarAzwrezu	DArtarAzwra	NOUN	14	DArtarAzwra	ADJ	2
DArya	DAray	VERB	2	Df	VERB	2
DAtA	DAtf	NOUN	330	DA	VERB	2
DAtu	DAtu	NOUN	679	DA	VERB	7
DAtum	DAtu	NOUN	47	DA	VERB	2
DAtur	DAtf	NOUN	24	DAtu	NOUN	19
DAyasA	DAyas	ADJ	2	DAyas	NOUN	2
DAyase	DAyas	NOUN	12	DAyas	ADJ	2
DAyy	DA	VERB	2	DA	VERB	1
DImAn	DImat	ADJ	385	DImant	NOUN	3
DIrA	DIra	ADJ	70	DIrA	NOUN	6
DIra	DIra	ADJ	91	DIra	NOUN	2
DIraM	DIra	ADJ	18	DIra	NOUN	3
DIro	DIra	ADJ	111	DIra	NOUN	3
DItI	DIti	NOUN	6	aDItin	ADJ	2
DItam	DA	VERB	5	DI	VERB	3
DIty	aDIti	NOUN	1	DIti	NOUN	1
DUmrA	DUmra	ADJ	8	DUmrA	NOUN	2
DUmra	DUmra	ADJ	49	DUmra	NOUN	7
DUmraH	DUmra	ADJ	10	DUmra	NOUN	6
DUrtA	DUrta	ADJ	8	DUrta	NOUN	5
DUrta	DUrta	NOUN	58	DUrta	ADJ	5
DUrtaH	DUrta	NOUN	15	DUrta	ADJ	2
DUrto	DUrta	NOUN	12	DUrta	ADJ	2
DUrvantam	DUrv	VERB	2	DUrvat	ADJ	1
DUsara	DUsara	ADJ	13	DUsara	NOUN	1
Da	aDa	ADV	4	aDas	ADV	3
Dama	Dam	VERB	5	aDama	ADJ	2
DanaMjayo	DanaMjaya	NOUN	29	DanaMjaya	ADJ	2
DanaYjaya	DanaMjaya	NOUN	3	DanaMjaya	ADJ	1
DanaYjayaH	DanaMjaya	NOUN	8	DanaMjaya	ADJ	2
Danika	Danika	NOUN	6	Danika	ADJ	1
DanizWA	DanizWA	NOUN	16	DanizWa	ADJ	1
DanoH	Danu	NOUN	1	DanU	NOUN	1
Danum	Danu	NOUN	1	DanU	NOUN	1
DanvA	Danvan	NOUN	77	Danv	VERB	5
DanvI	Danvin	ADJ	49	Danvin	NOUN	11
Danva	Danvan	NOUN	57	Danv	VERB	7
DanviBiH	Danvin	ADJ	10	Danvin	NOUN	1
DanvinA	Danvin	ADJ	28	Danvin	NOUN	1
DanvinAm	Danvin	ADJ	67	Danvin	NOUN	5
DanvinaH	Danvin	ADJ	47	Danvin	NOUN	2
Danvine	Danvin	ADJ	4	Danvin	NOUN	4
DanyA	Danya	ADJ	69	DanyA	NOUN	3
DanyAH	Danya	ADJ	48	Danya	NOUN	2
DarA	DarA	NOUN	168	Dara	ADJ	42
DarAH	Dara	ADJ	134	aDara	NOUN	1
DarAm	Dara	ADJ	18	DarA	NOUN	16
DarAyAm	DarA	NOUN	7	Dara	ADJ	1
Dara	Dara	ADJ	15	Dara	NOUN	5
DaraH	Dara	ADJ	357	Dara	NOUN	9
DaraRI	DaraRI	NOUN	205	DaraRa	ADJ	3
DaraRim	DaraRi	NOUN	2	DaraRI	NOUN	2
Darasya	Dara	ADJ	12	Dara	NOUN	6
Dare	Dara	ADJ	11	DarA	NOUN	8
DarmA	Darma	NOUN	79	Darman	NOUN	78
DarmARi	Darma	NOUN	12	Darman	NOUN	8
DarmI	Darmin	ADJ	17	Darmin	NOUN	1
DarmaBiH	Darma	NOUN	5	Darman	NOUN	5
Darmaka	Darmaka	ADJ	5	Darmaka	NOUN	1
DarmataH	Darma	NOUN	136	Darmatas	ADV	8
Darmatas	Darma	NOUN	6	Darmatas	ADV	4
Darmato	Darma	NOUN	31	Darmatas	ADV	5
DartA	Dartf	NOUN	38	Df	VERB	5
DartArA	Dartf	NOUN	5	Dartf	ADJ	1
DaruRa	DaruRa	ADJ	5	DaruRa	NOUN	1
DaruRaH	DaruRa	ADJ	10	DaruRa	NOUN	1
DaruRaM	DaruRa	NOUN	10	DaruRa	ADJ	7
DaruRam	DaruRa	NOUN	17	DaruRa	ADJ	5
DaruRe	DaruRa	NOUN	4	DaruRa	ADJ	3
DaruRo	DaruRa	ADJ	16	DaruRa	NOUN	7
Davala	Davala	ADJ	73	Davala	NOUN	1
DavalaH	Davala	ADJ	5	Davala	NOUN	5
Denu	Denu	NOUN	113	Denu	ADJ	1
DenumatI	Denumat	ADJ	8	DenumatI	NOUN	1
DftA	Df	VERB	62	Dft	ADJ	2
DftaH	Df	VERB	74	Dft	ADJ	29
Dftam	Df	VERB	62	Dft	ADJ	6
DftavrataH	Dftavrata	NOUN	3	Dftavrata	ADJ	1
DftiH	Dfti	NOUN	191	aDfti	ADJ	1
DftimAn	Dftimat	ADJ	45	Dftimant	NOUN	5
Dftimat	Dftimat	ADJ	4	Dftimant	NOUN	2
DftimataH	Dftimat	ADJ	4	Dftimant	NOUN	1
DfzRo	DfzRu	ADJ	13	DfzRa	NOUN	1
DfzRuS	DfzRu	ADJ	3	DfzRu	NOUN	1
Dfzat	Dfzat	ADJ	12	Dfz	VERB	7
DfzatA	Dfz	VERB	12	Dfzat	ADJ	10
Dfzwa	Dfz	VERB	6	Dfzwa	NOUN	2
Dfzwam	Dfz	VERB	8	Dfzwa	ADJ	5
DfzwiH	Dfzwi	NOUN	3	Dfzwi	ADJ	1
Di	aDi	ADP	128	D	NOUN	1
Dikkftasya	Dikkfta	ADJ	1	Dikkfta	NOUN	1
DizRyA	DizRya	ADJ	14	DizRya	NOUN	3
DizRyam	DizRya	NOUN	39	DizRya	ADJ	1
DizWitaM	aDizWA	VERB	1	aDizWA	VERB	1
DizaRA	DizaRA	NOUN	59	DizaRa	ADJ	1
DizaRa	DizaRa	NOUN	2	DizaRa	ADJ	1
DizaRam	DizaRa	ADJ	1	DizaRa	NOUN	1
Dizva	DA	VERB	10	Dizva	NOUN	1
DruvA	Druva	ADJ	190	DruvA	NOUN	50
DruvAM	DruvA	NOUN	31	Druva	ADJ	10
DruvAm	DruvA	NOUN	34	Druva	ADJ	10
DruvAyA	DruvA	NOUN	12	Druva	ADJ	3
DruvAyAM	Druva	ADJ	8	DruvA	NOUN	7
DruvAyAm	DruvA	NOUN	13	Druva	ADJ	5
DruvAya	Druva	NOUN	10	Druva	ADJ	8
Druva	Druva	ADJ	83	Druva	NOUN	50
DruvaH	Druva	NOUN	72	Druva	ADJ	47
DruvaM	Druvam	ADV	190	Druva	ADJ	82
Druvam	Druvam	ADV	519	Druva	ADJ	136
Druvas	Druva	ADJ	14	Druva	NOUN	1
Druvasya	Druva	NOUN	28	Druva	ADJ	11
Druve	Druva	ADJ	22	Druva	NOUN	20
DruveRa	Druva	ADJ	28	Druva	NOUN	19
Druvo	Druva	ADJ	82	Druva	NOUN	33
Dukzan	duh	VERB	1	duh	VERB	1
DunI	DunI	NOUN	6	Duni	ADJ	1
DuniH	Duni	ADJ	3	Duni	NOUN	1
Dunim	Duni	ADJ	3	DunI	NOUN	2
Dur	DA	VERB	6	Dur	NOUN	1
Dura	Dur	NOUN	1	Dura	NOUN	1
DuryaM	Durya	NOUN	9	Durya	ADJ	2
Duta	DU	VERB	9	Duta	ADJ	3
DvAnta	DvAnta	NOUN	20	DvAnta	ADJ	4
DvAntaM	DvAnta	NOUN	8	DvAnta	ADJ	3
DvaMsa	DvaMsa	NOUN	25	DvaMs	VERB	3
DvaMsana	DvaMsana	ADJ	2	DvaMsana	NOUN	2
DvajinIm	DvajinI	NOUN	2	Dvajin	ADJ	1
Dvani	aDvan	NOUN	85	Dvani	NOUN	50
DyAtA	DyAtf	NOUN	7	DyA	VERB	5
Ga	Ga	PART	64	Ga	NOUN	11
GanA	Gana	NOUN	29	Gana	ADJ	20
GanAGanaH	GanAGana	ADJ	1	GanAGana	NOUN	1
GanAH	Gana	NOUN	19	Gana	ADJ	14
GanAn	Gana	NOUN	16	Gana	ADJ	2
Gana	Gana	NOUN	345	Gana	ADJ	182
GanaH	Gana	NOUN	33	Gana	ADJ	25
Ganam	Gana	NOUN	53	Gana	ADJ	47
Gane	Gana	ADJ	16	Gana	NOUN	16
Ganena	Gana	ADJ	9	Gana	NOUN	9
Gawaka	Gawaka	ADJ	3	Gawaka	NOUN	1
Gawe	Gawa	NOUN	83	Gaw	VERB	1
GfRe	GfRa	NOUN	2	GfRA	NOUN	2
GfRi	GfRin	ADJ	5	GfRi	NOUN	2
GfRiH	GfRi	ADJ	1	GfRi	NOUN	1
GftAcI	GftAcI	NOUN	30	GftAYc	ADJ	21
GftAcIH	GftAYc	ADJ	4	GftAcI	NOUN	2
GftAcIm	GftAcI	NOUN	4	GftAYc	ADJ	3
GftAcyA	GftAcI	NOUN	5	GftAYc	ADJ	2
GftaM	Gfta	NOUN	520	Gf	VERB	1
GftavatI	Gftavat	ADJ	19	GftavatI	NOUN	1
GorA	Gora	ADJ	149	GorA	NOUN	3
GorAt	Gora	ADJ	24	Gora	NOUN	2
Gora	Gora	ADJ	423	Gora	NOUN	9
GoraH	Gora	ADJ	85	Gora	NOUN	2
GoraM	Gora	ADJ	520	Gora	NOUN	5
Goram	Gora	ADJ	319	Gora	NOUN	4
Gorasya	Gora	ADJ	14	Gora	NOUN	1
Gore	Gora	ADJ	192	Gora	NOUN	1
GoreRa	Gora	ADJ	60	Gora	NOUN	2
Goro	Gora	ADJ	61	Gora	NOUN	2
GozA	Goza	NOUN	11	GozA	NOUN	8
GozAn	Goza	NOUN	18	Guz	VERB	1
GozAt	Goza	NOUN	1	Guz	VERB	1
GrAtA	GrAtf	ADJ	9	GrA	VERB	1
I	I	ADV	41	I	NOUN	3
ISA	ISA	NOUN	16	ISa	ADJ	2
ISAH	ISa	NOUN	27	ISa	ADJ	1
ISAnA	IS	VERB	15	ISAnA	NOUN	2
ISAnAH	ISAna	NOUN	5	IS	VERB	4
ISAna	ISAna	NOUN	90	IS	VERB	7
ISAnaH	ISAna	NOUN	88	IS	VERB	27
ISAnaM	ISAna	NOUN	43	IS	VERB	22
ISAnam	ISAna	NOUN	150	IS	VERB	17
ISAne	ISAna	NOUN	7	ISAna	ADJ	4
ISa	ISa	NOUN	235	IS	VERB	2
ISaH	ISa	NOUN	338	ISa	ADJ	10
ISe	IS	VERB	118	ISa	NOUN	18
ISvarAH	ISvara	NOUN	204	ISvara	ADJ	9
ISvara	ISvara	NOUN	515	ISvara	ADJ	5
ISvaraH	ISvara	NOUN	839	ISvara	ADJ	56
ISvaraM	ISvara	NOUN	38	ISvara	ADJ	6
ISvaram	ISvara	NOUN	447	ISvara	ADJ	7
ISvaras	ISvara	NOUN	5	ISvara	ADJ	1
ISvaro	ISvara	NOUN	59	ISvara	ADJ	38
Ihita	Ihita	NOUN	3	Ih	VERB	2
Ikze	IS	VERB	3	Ikz	VERB	2
Ikzita	Ikz	VERB	7	Ikzita	NOUN	1
Ipsita	Ipsay	VERB	14	Ipsita	NOUN	6
Ipsitam	Ipsay	VERB	149	Ipsita	NOUN	17
Ipsitena	Ipsay	VERB	1	Ipsita	NOUN	1
Iqa	Iqa	NOUN	2	Iq	VERB	1
IqitA	Iq	VERB	4	Iqitf	ADJ	2
Iqya	Iq	VERB	11	tad	PRON	1
IqyaH	Iq	VERB	32	Iqya	NOUN	1
Iyata	i	VERB	2	I	VERB	2
Iyate	i	VERB	30	I	VERB	22
Ize	IzA	NOUN	18	iz	VERB	6
Jawiti	Jawiti	ADV	31	Jawiti	NOUN	3
JillI	Jillin	NOUN	2	JillI	NOUN	2
KAda	KAd	VERB	6	KAda	NOUN	1
KAdizu	KAdi	NOUN	1	KAdin	ADJ	1
KAm	KA	NOUN	2	Ka	NOUN	1
KAta	KAta	NOUN	14	Kan	VERB	3
KaM	Ka	NOUN	170	KaM	ADV	17
KaRqa	KaRqa	NOUN	112	KaRqa	ADJ	18
KaRqane	KaRqana	ADJ	2	KaRqana	NOUN	1
Kacita	Kac	VERB	7	Kacita	ADJ	4
Kala	Kala	NOUN	44	Kal	VERB	2
Kana	Kan	VERB	5	Kana	NOUN	3
KanitA	Kanitf	ADJ	5	Kanitf	NOUN	1
KaqgI	Kaqgin	ADJ	26	Kaqgin	NOUN	6
KarAH	Kara	ADJ	7	Kara	NOUN	3
Kara	Kara	NOUN	220	Kara	ADJ	138
KaraH	Kara	NOUN	43	Kara	ADJ	18
KaraM	Kara	NOUN	40	Kara	ADJ	21
Karam	Kara	NOUN	16	Kara	ADJ	13
Karas	Kara	NOUN	10	Kara	ADJ	1
Karo	Kara	NOUN	23	Kara	ADJ	3
Karva	Karva	NOUN	6	Karva	ADJ	4
KawvANgI	KawvANgin	ADJ	4	KawvANgI	NOUN	3
KecarAH	Kecara	NOUN	22	Kecara	ADJ	4
Kecara	Kecara	NOUN	62	Kecara	ADJ	2
KecaraH	Kecara	NOUN	22	Kecara	ADJ	1
KecaraM	Kecara	NOUN	9	Kecara	ADJ	3
Kelam	Kela	ADJ	3	KelA	NOUN	1
Kile	aKila	ADJ	4	Kila	NOUN	4
KyAtaM	KyA	VERB	160	KyAta	ADJ	2
KyAti	KyAti	NOUN	23	KyA	VERB	4
Kya	Kya	NOUN	1	KyA	VERB	1
PAla	PAla	NOUN	15	PAla	ADJ	1
PalAni	Pala	NOUN	411	paYcan	NUM	1
PalI	Palin	ADJ	2	PalI	NOUN	2
Pala	Pala	NOUN	2076	aPala	ADJ	1
PalaM	Pala	NOUN	866	aPala	ADJ	3
Palam	Pala	NOUN	2045	aPala	ADJ	1
PalavatIm	Palavat	ADJ	3	PalavatI	NOUN	1
Palgu	Palgu	ADJ	26	Palgu	NOUN	14
PalgunI	PalgunI	NOUN	22	Palguna	ADJ	1
Palgunam	Palguna	NOUN	21	Palguna	ADJ	1
PalinI	PalinI	NOUN	36	Palin	ADJ	2
PullaM	Pulla	ADJ	5	Pulla	NOUN	1
Ra	mad	PRON	48	na	PART	8
RaH	mad	PRON	28	Ra	NOUN	10
Ro	mad	PRON	77	R	NOUN	1
Ru	nu	PART	6	aRu	ADJ	2
SARI	SARI	NOUN	8	SARa	ADJ	4
SARa	SARa	NOUN	51	SARa	ADJ	15
SASvatAya	SASvata	ADJ	6	SASvata	NOUN	1
SASvatI	SASvata	ADJ	40	SASvatI	NOUN	2
SASvata	SASvata	ADJ	37	SASvata	NOUN	1
SASvataH	SASvata	ADJ	58	SASvata	NOUN	1
SASvataM	SASvata	ADJ	94	SASvata	NOUN	1
SASvatam	SASvata	ADJ	140	SASvatam	ADV	5
SASvate	SASvata	ADJ	8	SASvata	NOUN	1
SAdvale	SAdvala	NOUN	8	SAdvala	ADJ	1
SAkine	SAkin	ADJ	1	SAkina	ADJ	1
SAli	SAli	NOUN	204	SAlin	ADJ	9
SAlinI	SAlin	ADJ	29	SAlinI	NOUN	3
SAlinyaH	SAlin	ADJ	4	SAlinI	NOUN	1
SAlvaM	SAlva	NOUN	15	SAlva	ADJ	1
SAmBavI	SAmBavI	NOUN	15	SAmBava	ADJ	1
SAmyatA	Sam	VERB	1	SAmyatA	NOUN	1
SAmyati	Sam	VERB	101	SAmyati	NOUN	1
SAntA	Sam	VERB	74	SAntA	NOUN	25
SAntAM	SAntA	NOUN	9	Sam	VERB	4
SAntAm	Sam	VERB	3	SAntA	NOUN	1
SAnta	Sam	VERB	245	SAnta	NOUN	3
SAntaH	Sam	VERB	98	SAnta	NOUN	4
SAntam	Sam	VERB	68	SAnta	NOUN	1
SAnte	Sam	VERB	38	SAnta	ADJ	1
SAntika	SAntika	ADJ	2	SAntika	NOUN	2
