dict,lang,headword_iast,headword_slp1,register,field,latin_gloss,sanskrit_example_iast,citation
PWG,de,śivaliṅga,SivaliNga,CLINICAL,penis,phallus,śivaliṅga,"VARĀH. BṚH. S. 50,2"
PW,de,śiśan,SiSan,CLINICAL,penis,penis,śiśna,"ĀŚV. GṚHY. PARIŚ. 1,13"
PWG,de,śiśan,SiSan,CLINICAL,penis,penis,śiśna,"PAÑCAR. 3,9,7"
PW,de,śiśnadeva,SiSnadeva,CLINICAL,penis,phallusverehrer,śiśnadeva,"ZIMMER, Altind. Leben 116"
PW,de,śiśnodara,SiSnodara,CLINICAL,penis,penis,śiśnodara,"MBH. 3,2,65."
PW,de,śāṅkura,SANkura,CLINICAL,penis,penis,śāṅkura,
PWG,de,śāṅkura,SANkura,CLINICAL,penis,penis,śaṅku,"AV. 7,90,3"
PW,de,śūka,SUka,CLINICAL,penis,penis,śūkapūrṇagalāsyatā,"BHĀVAPR. 6,15"
PWG,de,śūka,SUka,CLINICAL,penis,penis,jalaśūka,BHĀVAPR. 7
PWG,de,śūkadoṣa,SUkadoza,CLINICAL,penis,penis,śūka,WISE 380
PW,de,ūrdhvaliṅga,UrDvaliNga,CLINICAL,penis,penis,ūrdhvaliṅga,"HEMĀDRI 1,203,20"
PWG,de,ūrdhvamanthin,UrDvamanTin,CLINICAL,penis,penis,ūrdhvaretas,"BHĀG. P. 5,3,20"
PWG,de,ūrdhvamanthin,UrDvamanTin,CLINICAL,penis,penis,manthin,"BHĀG. P. 11,6,47"
PW,de,adhara,aDara,CLINICAL,pudenda,pudendum,ā,GAL.
PWG,de,adhara,aDara,CLINICAL,pudenda,pudendum,oṣṭha,"TRIK. 2,6,22"
PWG,de,adhas,aDas,CLINICAL,pudenda,pudendum,adhaḥ śayīta,"M. 11,224"
PWG,de,adhastāt,aDastAt,CLINICAL,pudenda,pudendum,adhastācchiṃśapāyāṃ tu adhyāste,"R. 5,57,6"
PWG,de,bharaṇa,BaraRa,CLINICAL,pudenda,pudendum,ī,"Journ. of the Am. Or. S. 6,328"
PW,de,matkuṇa,matkuRa,CLINICAL,pudenda,pudendum,ā,
PWG,de,matkuṇa,matkuRa,CLINICAL,pudenda,pudendum,ā,ŚABDAR.
SCH,de,mekhalāsthāna,meKalAsTAna,CLINICAL,pudenda,pudenda,,"S II,59,3."
PW,de,ratigṛha,ratigfha,CLINICAL,pudenda,pudendum,ratigṛha,
PWG,de,ratigṛha,ratigfha,CLINICAL,pudenda,pudendum,ratigṛha,"VARĀH. BṚH. S. 53,16"
PW,de,ratikuhara,ratikuhara,CLINICAL,pudenda,pudendum,ratikuhara,
PWG,de,ratikuhara,ratikuhara,CLINICAL,pudenda,pudendum,ratikuhara,"TRIK. 2,6,22"
PW,de,ratimandira,ratimandira,CLINICAL,pudenda,pudendum,ratimandira,
PWG,de,ratimandira,ratimandira,CLINICAL,pudenda,pudendum,ratimandira,ŚKDR.
PW,de,ratyaṅga,ratyaNga,CLINICAL,pudenda,pudendum,ratyaṅga,
PWG,de,ratyaṅga,ratyaNga,CLINICAL,pudenda,pudendum,aṅga,ŚABDAR.
PWG,de,romaśa,romaSa,CLINICAL,pudenda,pudenda,lomaśa,"ṚV. 10,86,16"
PW,de,ya,ya,CLINICAL,pudenda,pudendum,yāna,H. 226
PWG,de,ya,ya,CLINICAL,pudenda,pudendum,"yā yātrāptidhūmitatyāgeṣu, vāraṇayogasamajñāyāneṣu",WILSON
PWG,de,yojana,yojana,CLINICAL,pudenda,pudendum,triṃśadasyā jaghanaṃ yojanāni,"TBR. 2,4,2,7"
PWG,de,aṇḍa,aRqa,CLINICAL,semen,semen virile,aṇḍajā,VIŚVA
SCH,de,daityaguru,dEtyaguru,CLINICAL,semen,sperma,,
SCH,de,madanāmbhas,madanAmBas,CLINICAL,semen,sperma,,
SCH,de,manojanīra,manojanIra,CLINICAL,semen,sperma,,
SCH,de,retas,retas,CLINICAL,semen,sperma,,
PWG,de,retra,retra,CLINICAL,semen,semen virile,"retas, pīyūpa, paṭavāsa, sūtaka",MED.
SCH,de,saptamadhātu,saptamaDAtu,CLINICAL,semen,sperma,,"S II,65,14"
SCH,de,saumyadhātu,sOmyaDAtu,CLINICAL,semen,sperma,,"S II,219,3."
PW,de,sthā,sTA,CLINICAL,semen,semen virile,samīpe,"313,8"
PW,de,turīpa,turIpa,CLINICAL,semen,spermaticus,turīpa,
PWG,de,turīpa,turIpa,CLINICAL,semen,spermaticus,turīpaḥ,"ṚV. 1,142,10"
SCH,de,śukra,Sukra,CLINICAL,semen,sperma,,
PW,de,muṣkabhāra,muzkaBAra,CLINICAL,testiculi,testiculatus,muṣkabhāra,
PWG,de,muṣkabhāra,muzkaBAra,CLINICAL,testiculi,testiculatus,bhāra,"ṚV. 10,102,4"
PWG,de,muṣkara,muzkara,CLINICAL,testiculi,testiculatus,muṣka,"P. 5,2,107"
PW,de,muṣkavant,muzkavant,CLINICAL,testiculi,testiculatus,muṣkavant,"ṚV. 10,38"
PWG,de,muṣkavant,muzkavant,CLINICAL,testiculi,testiculatus,muṣka,"ṚV. 10,38"
PW,de,mūtrakośa,mUtrakoSa,CLINICAL,testiculi,scrotum,mūtrakośa,
PWG,de,mūtrakośa,mUtrakoSa,CLINICAL,testiculi,scrotum,kośa,"ŚĀRṄG. SAṂH. 3,5,8"
PWG,de,mūtravṛddhi,mUtravfdDi,CLINICAL,testiculi,scrotum,mūtravṛddhi,WISE 371
PWG,de,puṣkalaka,puzkalaka,CLINICAL,testiculi,scrotum,sīman,"LIA. I, 316, N. 2"
PW,de,abhisaṃdeha,aBisaMdeha,CLINICAL,vulva,vulva,abhisaṃdeha,
PWG,de,abhisaṃdeha,aBisaMdeha,CLINICAL,vulva,vulvam,tau saṃkrāmayatāṃ tataḥ,"MBH. 5,7494"
SCH,de,anaṅgajala,anaNgajala,CLINICAL,vulva,vulva,,"Yudh. 5,79."
SCH,de,anaṅgaka,anaNgaka,CLINICAL,vulva,vulva,,
SCH,de,anaṅgāgāraka,anaNgAgAraka,CLINICAL,vulva,vulva,,
PW,de,avastha,avasTa,CLINICAL,vulva,vulva,ā,
PW,de,avācyadeśa,avAcyadeSa,CLINICAL,vulva,vulva,avācyadeśa,
PW,de,bandhura,banDura,CLINICAL,vulva,vulva,ā,HĀSY.
PWG,de,bandhura,banDura,CLINICAL,vulva,vulva,strīcihna,MED.
PWG,de,bhagabhakṣaka,BagaBakzaka,CLINICAL,vulva,vulva,bha˚,ŚKDR.
PW,de,bhagavat,Bagavat,CLINICAL,vulva,vulva,bhagavat,"Comm. zu VIṢṆUS. 45,24"
PW,de,bhagavṛtti,Bagavftti,CLINICAL,vulva,vulva,bhagavṛtti,"NĀRADA (a.) 2,1,183"
PWK,de,bhagavṛtti,Bagavftti,CLINICAL,vulva,vulva,bhagavṛtti,"NĀRADA (a.) 2,1,183"
SCH,de,bhagavṛtti,Bagavftti,CLINICAL,vulva,vulva,,"Nārada (a.) 2,1,183."
PW,de,bhagāsya,BagAsya,CLINICAL,vulva,vulva,bhagāsya,"VIṢṆUS. 45,24"
PW,de,bhagāṅka,BagANka,CLINICAL,vulva,vulva,bhagāṅka,"MBH. 13,61,21"
PW,de,bhagāṅka,BagANka,CLINICAL,vulva,vulva,ā,"MBH. 13,14,233."
PWG,de,bāhya,bAhya,CLINICAL,vulva,vulva,kācidbāhyaratābhijñā kācidābhyantarapriyā,"KATHĀS. 47,114"
PW,de,candramauli,candramOli,CLINICAL,vulva,vulva,candramauli,"BHĀVAPR. 1,18"
PW,de,candramukha,candramuKa,CLINICAL,vulva,vulva,ī,"BHĀVAPR. 1,18"
PWG,de,chidray,Cidray,CLINICAL,vulva,vulva,adhastācchidritaṃ carma,"PRAB. 96, Śl. 30"
SCH,de,cāndramasī,cAndramasI,CLINICAL,vulva,vulva,,
PWG,de,dvāra,dvAra,CLINICAL,vulva,vulva,tasmādevaṃvicchrotriyasya dvāreṇa,POLEY
PW,de,gabha,gaBa,CLINICAL,vulva,vulva,gabha,
PWG,de,gabha,gaBa,CLINICAL,vulva,vulva,āhanti gabhe pasaḥ,"VS. 23,22"
SCH,de,gaurī,gOrI,CLINICAL,vulva,vulva,,
PW,de,janmapatha,janmapaTa,CLINICAL,vulva,vulva,janmapatha,GAL.
PW,de,janmavartman,janmavartman,CLINICAL,vulva,vulva,janmavartman,
PWG,de,janmavartman,janmavartman,CLINICAL,vulva,vulva,va˚,"TRIK. 2,6,21"
PW,de,jartu,jartu,CLINICAL,vulva,vulva,jartu,
PWG,de,jartu,jartu,CLINICAL,vulva,vulva,jartu,"Uṇ. 5,46"
SCH,de,kandarpageha,kandarpageha,CLINICAL,vulva,vulva,,
SCH,de,kandarpajala,kandarpajala,CLINICAL,vulva,vulva,,R.
SCH,de,kandarpanīra,kandarpanIra,CLINICAL,vulva,vulva,,
PW,de,kośa,koSa,CLINICAL,vulva,vulva,kośam pā,"VARĀH. BṚH. 5,4"
PWG,de,kośa,koSa,CLINICAL,vulva,vulva,yoni,H. an.
PW,de,kuhara,kuhara,CLINICAL,vulva,vulva,kuhara,GAL.
PW,de,kullaliṅga,kullaliNga,CLINICAL,vulva,vulva,kullaliṅga,GAL.
SCH,de,kulyā,kulyA,CLINICAL,vulva,vulva,,"S I,526,1."
SCH,de,kusumeṣujala,kusumezujala,CLINICAL,vulva,vulva,,
SCH,de,kusumeṣuveśman,kusumezuveSman,CLINICAL,vulva,vulva,,
SCH,de,kāmabhuvana,kAmaBuvana,CLINICAL,vulva,vulva,,
SCH,de,kāmadhāman,kAmaDAman,CLINICAL,vulva,vulva,,
SCH,de,kāmadhārā,kAmaDArA,CLINICAL,vulva,vulva,,
SCH,de,kāmagṛha,kAmagfha,CLINICAL,vulva,vulva,,
SCH,de,kāmasalila,kAmasalila,CLINICAL,vulva,vulva,,
SCH,de,kāmaukas,kAmOkas,CLINICAL,vulva,vulva,,
SCH,de,kāmavār,kAmavAr,CLINICAL,vulva,vulva,,
SCH,de,kāmāgāra,kAmAgAra,CLINICAL,vulva,vulva,,
SCH,de,kāmālaya,kAmAlaya,CLINICAL,vulva,vulva,,
SCH,de,kāmāmbhas,kAmAmBas,CLINICAL,vulva,vulva,,
SCH,de,kāmātapatra,kAmAtapatra,CLINICAL,vulva,vulva,,
SCH,de,kāmāśrama,kAmASrama,CLINICAL,vulva,vulva,,"S I,36,6."
SCH,de,madajala,madajala,CLINICAL,vulva,vulva,,
SCH,de,madanacchattra,madanacCattra,CLINICAL,vulva,vulva,,
SCH,de,madanagṛha,madanagfha,CLINICAL,vulva,vulva,,Śārṅg. 3101.
SCH,de,madanajala,madanajala,CLINICAL,vulva,vulva,,
SCH,de,madanamandira,madanamandira,CLINICAL,vulva,vulva,,
SCH,de,madananivāsa,madananivAsa,CLINICAL,vulva,vulva,,
SCH,de,madanarandhra,madanaranDra,CLINICAL,vulva,vulva,,
SCH,de,madanasadana,madanasadana,CLINICAL,vulva,vulva,,
SCH,de,madanasadman,madanasadman,CLINICAL,vulva,vulva,,
SCH,de,madanasthāna,madanasTAna,CLINICAL,vulva,vulva,,
SCH,de,madanasyanda,madanasyanda,CLINICAL,vulva,vulva,,
SCH,de,madanatoya,madanatoya,CLINICAL,vulva,vulva,,
SCH,de,madanāgāra,madanAgAra,CLINICAL,vulva,vulva,,
SCH,de,madanālaya,madanAlaya,CLINICAL,vulva,vulva,,
SCH,de,madanāmbu,madanAmbu,CLINICAL,vulva,vulva,,
SCH,de,madanātrapatra,madanAtrapatra,CLINICAL,vulva,vulva,,
SCH,de,madanāvāsa,madanAvAsa,CLINICAL,vulva,vulva,,
SCH,de,madavāri,madavAri,CLINICAL,vulva,vulva,,
SCH,de,manmathacchatra,manmaTacCatra,CLINICAL,vulva,vulva,,
SCH,de,manmathajala,manmaTajala,CLINICAL,vulva,vulva,,
SCH,de,manmathamandira,manmaTamandira,CLINICAL,vulva,vulva,,
SCH,de,manmathasadman,manmaTasadman,CLINICAL,vulva,vulva,,
SCH,de,manmathāgāra,manmaTAgAra,CLINICAL,vulva,vulva,,
SCH,de,manobhavagṛha,manoBavagfha,CLINICAL,vulva,vulva,,
SCH,de,manobhavāgāra,manoBavAgAra,CLINICAL,vulva,vulva,,
SCH,de,manojageha,manojageha,CLINICAL,vulva,vulva,,
SCH,de,manojavāri,manojavAri,CLINICAL,vulva,vulva,,
PWG,de,meḍhra,meQra,CLINICAL,vulva,vulva,˚tas,"4,29,14"
PW,de,mukhabhagā,muKaBagA,CLINICAL,vulva,vulva,mukhabhagā,HARIV. 11178
SCH,de,mārāgāra,mArAgAra,CLINICAL,vulva,vulva,,
PW,de,narakavartman,narakavartman,CLINICAL,vulva,vulva,narakavartman,
PWK,de,narakavartman,narakavartman,CLINICAL,vulva,vulva,*narakavartman,
SCH,de,narakavartman,narakavartman,CLINICAL,vulva,vulva,,
PW,de,nyūna,nyUna,CLINICAL,vulva,vulva,nyūnataram,"SĀY. zu ṚV. 2,33,4"
PWG,de,nyūna,nyUna,CLINICAL,vulva,vulva,nyūne vai retaḥ siñcati,"AIT. BR. 6,9"
SCH,de,nyūnonnata,nyUnonnata,CLINICAL,vulva,vulva,,"Amit. XXX,9."
PW,de,puṣpapatha,puzpapaTa,CLINICAL,vulva,vulva,puṣpapadavī,HĀSY. 27
PWG,de,puṣpapatha,puzpapaTa,CLINICAL,vulva,vulva,patha,"TRIK. 2,6,23"
PW,de,pāpayoni,pApayoni,CLINICAL,vulva,vulva,pāpayoni,
PWG,de,pāpayoni,pApayoni,CLINICAL,vulva,vulva,˚ṣu jāyate,"M. 4,166"
SCH,de,pūrṇacandrā,pUrRacandrA,CLINICAL,vulva,vulva,,
PW,de,randhra,ranDra,CLINICAL,vulva,vulva,randhra,BHĀG. P.
SCH,de,ratadrāva,ratadrAva,CLINICAL,vulva,vulva,,Śārṅg. 3099.
PW,de,ratagṛha,ratagfha,CLINICAL,vulva,vulva,ratagṛha,
SCH,de,ratagṛha,ratagfha,CLINICAL,vulva,vulva,,"H V,11"
SCH,de,ratajala,ratajala,CLINICAL,vulva,vulva,,Śārṅg. 3104.
SCH,de,ratanīra,ratanIra,CLINICAL,vulva,vulva,,Śārṅg. 3096.
SCH,de,ratasalila,ratasalila,CLINICAL,vulva,vulva,,Śārṅg. 3102.
SCH,de,ratinilaya,ratinilaya,CLINICAL,vulva,vulva,,
SCH,de,ratisalila,ratisalila,CLINICAL,vulva,vulva,,
SCH,de,ratyambu,ratyambu,CLINICAL,vulva,vulva,,
SCH,de,ratāmbu,ratAmbu,CLINICAL,vulva,vulva,,
SCH,de,samīraṇā,samIraRA,CLINICAL,vulva,vulva,,
PW,de,sar,sar,CLINICAL,vulva,vulva,bāhuniḥsṛta,Nachtr. 6
SCH,de,sasyanda,sasyanda,CLINICAL,vulva,vulva,,
PW,de,sayoni,sayoni,CLINICAL,vulva,vulva,sayoni,"AK. 3,6,1,2"
PW,de,saṃbādha,saMbADa,CLINICAL,vulva,vulva,narakavartman,"VĀMANA 2,1,17"
PWG,de,saṃbādha,saMbADa,CLINICAL,vulva,vulva,śatrusaṃbādhakāraka,H. an.
PWG,de,saṃpīḍana,saMpIqana,CLINICAL,vulva,vulva,yoni˚,"11,108"
PW,de,saṃsāramārga,saMsAramArga,CLINICAL,vulva,vulva,saṃsāramārga,Spr. 2847
PWG,de,saṃsāramārga,saMsAramArga,CLINICAL,vulva,vulva,saṃsāramārga,"TRIK. 2,6,22"
PW,de,saṃsārapatha,saMsArapaTa,CLINICAL,vulva,vulva,saṃsārapatha,GAL.
PW,de,smaracchattra,smaracCattra,CLINICAL,vulva,vulva,smaracchattra,
PWG,de,smaracchattra,smaracCattra,CLINICAL,vulva,vulva,smaracchattra,WILSON
PW,de,smaradhvaja,smaraDvaja,CLINICAL,vulva,vulva,ā,
PWG,de,smaradhvaja,smaraDvaja,CLINICAL,vulva,vulva,ā,ŚABDAR.
SCH,de,smarageha,smarageha,CLINICAL,vulva,vulva,,Śārṅg. 3104.
SCH,de,smaragṛha,smaragfha,CLINICAL,vulva,vulva,,
SCH,de,smarajala,smarajala,CLINICAL,vulva,vulva,,
SCH,de,smaramandira,smaramandira,CLINICAL,vulva,vulva,,"S I,34,6"
SCH,de,smararandhra,smararanDra,CLINICAL,vulva,vulva,,
SCH,de,smarasadana,smarasadana,CLINICAL,vulva,vulva,,
SCH,de,smarasadman,smarasadman,CLINICAL,vulva,vulva,,
SCH,de,smarasalila,smarasalila,CLINICAL,vulva,vulva,,
SCH,de,smaraveśman,smaraveSman,CLINICAL,vulva,vulva,,
SCH,de,smaravāri,smaravAri,CLINICAL,vulva,vulva,,
SCH,de,smarayantra,smarayantra,CLINICAL,vulva,vulva,,
SCH,de,smarayantrageha,smarayantrageha,CLINICAL,vulva,vulva,,
SCH,de,smarāgāra,smarAgAra,CLINICAL,vulva,vulva,,
SCH,de,smarālaya,smarAlaya,CLINICAL,vulva,vulva,,
SCH,de,smarāmbu,smarAmbu,CLINICAL,vulva,vulva,,
SCH,de,smarāvāsa,smarAvAsa,CLINICAL,vulva,vulva,,Śārṅg. 3100.
PW,de,strībhaga,strIBaga,CLINICAL,vulva,vulva,strībhaga,"NIR. 3,16"
PW,de,strīcihna,strIcihna,CLINICAL,vulva,vulva,strīcihna,
PWG,de,strīcihna,strIcihna,CLINICAL,vulva,vulva,strīcihna,H. 610
PW,de,strīvraṇa,strIvraRa,CLINICAL,vulva,vulva,strīvraṇa,"KĀVYAPR. 190,5"
SCH,de,suratapayas,suratapayas,CLINICAL,vulva,vulva,,
SCH,de,suratāmbu,suratAmbu,CLINICAL,vulva,vulva,,
PW,de,sādhana,sADana,CLINICAL,vulva,vulva,vikaraṇa,"SĀH. D. 237,9"
PW,de,sūcīmukha,sUcImuKa,CLINICAL,vulva,vulva,ī,
PW,de,sūcīvaktra,sUcIvaktra,CLINICAL,vulva,vulva,ā,
PWG,de,trikoṇa,trikoRa,CLINICAL,vulva,vulva,"trikoṇabhavana, tritrikoṇa",ŚABDĀRTHAKALPATARU
PW,de,tīrtha,tIrTa,CLINICAL,vulva,vulva,tīrtha,"MĀN. GṚHY. 1,7"
PWG,de,tīrtha,tIrTa,CLINICAL,vulva,vulva,pātra,H. an.
PWG,de,ulba,ulba,CLINICAL,vulva,vulva,"avakolba, nānolba, samānolva",ŚKDR.
SCH,de,varāṅgaka,varANgaka,CLINICAL,vulva,vulva,,
PW,de,viyoni,viyoni,CLINICAL,vulva,vulva,˚nī,
PW,de,viyoni,viyoni,CLINICAL,vulva,vulva,viyoni,NĪLAK.
PWG,de,viyoni,viyoni,CLINICAL,vulva,vulva,saṃbhavaḥ viyonīṣu,"M. 12,77"
PWG,de,viyoni,viyoni,CLINICAL,vulva,vulva,ayoni,"SUŚR. 1,290,16"
PW,de,vāmin,vAmin,CLINICAL,vulva,vulva,yoni,
PW,de,yoni,yoni,CLINICAL,vulva,vulva,yonī,"Comm. zu NYĀYAM. 9,2,6"
PWG,de,yoni,yoni,CLINICAL,vulva,vulva,yonī,"NIR. 2,8"
PW,de,yonidoṣa,yonidoza,CLINICAL,vulva,vulva,yonidoṣa,Verz. d. B. H. No. 972
PW,de,yonināsā,yoninAsA,CLINICAL,vulva,vulva,yonināsā,
PWG,de,yonināsā,yoninAsA,CLINICAL,vulva,vulva,yonināsā,WILSON
PWG,de,āsura,Asura,CLINICAL,vulva,vulva,meḍhra,"29,14"
PW,de,āsyamaithunika,AsyamETunika,CLINICAL,vulva,vulva,āsyamaithunika,"MBH. 7,73,43"
PWK,de,āsyamaithunika,AsyamETunika,CLINICAL,vulva,vulva,āsyamaithunika,"MBH. 7,73,43"
SCH,de,āsyamaithunika,AsyamETunika,CLINICAL,vulva,vulva,,"MBh. 7,73,43."
SCH,de,śroṇīsadman,SroRIsadman,CLINICAL,vulva,vulva,,"Amit. VI,25."
PW,de,ṣaṇḍha,zaRQa,CLINICAL,vulva,vulva,yoni,"VASIṢṬHA 14,2"
PWG,de,gar,gar,VULGAR,cunnus,cunnus,ā hanti gabhe paso ni galgalīti dhārakā,"VS. 23,22"
SCH,de,garta,garta,VULGAR,cunnus,cunnus,,"Sam. IV,66."
PW,de,jaghanacyuti,jaGanacyuti,VULGAR,cunnus,cunnus,jaghanacyuti,"TBR. 2,4,6,4"
PWG,de,kuṇḍāśin,kuRqASin,VULGAR,cunnus,cunnus,kuṇḍa,ŚKDR.
PW,de,madanātapatra,madanAtapatra,VULGAR,cunnus,cunnus,madanātapatra,"BHĀVAPR. 1,18"
PW,de,manobhavāgāra,manoBavAgAra,VULGAR,cunnus,cunnus,manobhavāgāra,"BHĀVAPR. 1,18,14"
PWG,de,maṇḍūradhāṇika,maRqUraDARika,VULGAR,cunnus,cunni,dhāṇikā,"ṚV. 10,155,4"
PW,de,sakthan,sakTan,VULGAR,cunnus,cunnus,sakthī,
PWG,de,sakthan,sakTan,VULGAR,cunnus,cunnus,sakthnā dediśyate nārī,"VS. 23,29"
PW,de,asaṃhata,asaMhata,VULGAR,excrement,faeces,asaṃhata,"SUŚR. 1,45,8"
PW,de,bhinnaviṭka,Binnaviwka,VULGAR,excrement,faeces,bhinnavarcas,"BHĀVAPR. 4,41,14"
PWG,de,bhinnaviṭka,Binnaviwka,VULGAR,excrement,faeces,˚tva,"ŚĀRṄG. SAṂH. 1,7,71"
PW,de,dhātumala,DAtumala,VULGAR,excrement,faeces,dhātumala,
PW,de,gu,gu,VULGAR,excrement,cacare,guvati,
PWG,de,gu,gu,VULGAR,excrement,cacare,guvati,"DHĀTUP. 28,106"
PW,de,gūtha,gUTa,VULGAR,excrement,stercus,gūtha,
PWG,de,kar,kar,VULGAR,excrement,cacare,apaskara,WEST.
PW,de,kīṭa,kIwa,VULGAR,excrement,stercus,kiṭṭa,"HEMĀDRI 2,a,76,6"
PW,de,laṇḍa,laRqa,VULGAR,excrement,stercus,laṇḍa,"KĀVYAPR. S. 155, N. 51"
PW,de,leṇḍa,leRqa,VULGAR,excrement,stercus,laṇḍa,
PW,de,mīḍha,mIQa,VULGAR,excrement,stercus,mīḍha,"LALIT. 205,6. 11. 259,12"
PW,de,niṣpad,nizpad,VULGAR,excrement,excrementum,niṣpad,
PWG,de,niṣpad,nizpad,VULGAR,excrement,excrementum,dudheryuktasya dravataḥ sahānasa ṛcchanti ṣmā niṣpado mudgalānīm,"ṚV. 10,103,6"
PW,de,pravāhaṇa,pravAhaRa,VULGAR,excrement,faeces,pravāhaṇī,"CARAKA. 8,10"
PWG,de,pravāhaṇa,pravAhaRa,VULGAR,excrement,faeces,bali,"SUŚR. 1,258,11"
PW,de,purīṣasaṃgrahaṇīya,purIzasaMgrahaRIya,VULGAR,excrement,faeces,purīṣasaṃgrahaṇīya,Mat. med. 3
PW,de,purīṣavirañjanīya,purIzaviraYjanIya,VULGAR,excrement,faeces,purīṣavirañjanīya,Mat. med. 3
PW,de,pāy,pAy,VULGAR,excrement,cacare,pāyate,
PWG,de,pāy,pAy,VULGAR,excrement,cacare,pāyate,"PRAŚNOP. 4,2"
PW,de,suga,suga,VULGAR,excrement,faeces,sugā,"HEMĀDRI 1,463,15"
PWG,de,suga,suga,VULGAR,excrement,faeces,pṛtsva1smabhyaṃ mahi varivaḥ sugaṃ kaḥ,ŚABDAC.
PW,de,utsarga,utsarga,VULGAR,excrement,stercus,chandasām,"JAIM. 3,7,19"
PW,de,varcas,varcas,VULGAR,excrement,stercus,varcas,
PWG,de,varcas,varcas,VULGAR,excrement,stercus,vigalitamegha˚,UJJVAL.
PW,de,varcaska,varcaska,VULGAR,excrement,stercus,varcaska,
PW,de,viś,viS,VULGAR,excrement,cacare,upa,"CARAKA. 3,5"
PW,de,viś,viS,VULGAR,excrement,faeces,viṣ,
PWG,de,viś,viS,VULGAR,excrement,faeces,viṣ,H. 634
PWG,de,viś,viS,VULGAR,excrement,cacare,upa,"CARAKA 3,5"
PW,de,viḍbandha,viqbanDa,VULGAR,excrement,faeces,viḍbandha,
PWG,de,viḍbandha,viqbanDa,VULGAR,excrement,faeces,sa˚,"SUŚR. 2,437,16"
PW,de,viṣ,viz,VULGAR,excrement,faeces,viṣ,
PWG,de,viṣ,viz,VULGAR,excrement,faeces,viṭ,"SIDDH. K. 247,b,2 v. u."
PW,de,viṣṭhā,vizWA,VULGAR,excrement,faeces,viṣṭhā,
PWG,de,viṣṭhā,vizWA,VULGAR,excrement,faeces,viṣ,"AK. 2,6,2,19"
PWG,de,viṭka,viwka,VULGAR,excrement,faeces,karṇa˚,"SUŚR. 2,368,13"
PW,de,viṭsaṅga,viwsaNga,VULGAR,excrement,faeces,viṭsaṅga,"CARAKA. 8,10"
PWG,de,viṭsaṅga,viwsaNga,VULGAR,excrement,faeces,saṅga,"SUŚR. 2,428,12"
PW,de,śakan,Sakan,VULGAR,excrement,stercus,śaknas,
PW,de,śakṛt,Sakft,VULGAR,excrement,stercus,śakṛt,
PWG,de,śakṛt,Sakft,VULGAR,excrement,stercus,śaknas,165
PWG,de,śamala,Samala,VULGAR,excrement,stercus,viṣṭhā,"AK. 2,6,2,18"
PW,de,śodhana,SoDana,VULGAR,excrement,faeces,tāmravallī,"216,14"
PWG,de,śodhana,SoDana,VULGAR,excrement,faeces,tattvaṃpadārtha˚,ŚABDAC.
PW,de,śārīra,SArIra,VULGAR,excrement,faeces,vṛṣa,S. S. S. 246
PWG,de,śārīra,SArIra,VULGAR,excrement,faeces,vṛṣe,"M. 11,202"
PW,de,ayabhyā,ayaByA,VULGAR,futuere,futuenda,ayabhyā,
PW,de,han,han,VULGAR,futuere,fututa,brāhmaṇihatā,"127,28"
PWG,de,han,han,VULGAR,futuere,fututa,he hate he hatetyevaṃ svāmibhartṛhateti ca,"8,9,15"
PW,de,jabh,jaB,VULGAR,futuere,futuere,yabh,ed. Bomb.
PW,de,ram,ram,VULGAR,futuere,futuere,ramyetām,Spr. 7818
PWG,de,ram,ram,VULGAR,futuere,futuere,tasya kalatraṃ rantuṃ samīhate,"ŚUK. in LA. (III) 37,3"
PW,de,sap,sap,VULGAR,futuere,futuens,sāpayant,
PWG,de,sap,sap,VULGAR,futuere,futuens,kanīkhunadiva sāpayan,"TBR. 2,4,6,5"
PW,de,suyabhyā,suyaByA,VULGAR,futuere,futuenda,suyabhyā,"AV. 20,128,9"
PW,de,yabh,yaB,VULGAR,futuere,futuere,yabhate,"VET. [U.] 116,3"
PWG,de,yabh,yaB,VULGAR,futuere,futuere,yapsyati,"P. 7,2,10"
SCH,de,yabh,yaB,VULGAR,futuere,futuere,,"Dināl.-Śuk. 23,18."
PWG,de,yabhana,yaBana,VULGAR,futuere,fututio,yabh,VOP.
PWG,de,yabhya,yaBya,VULGAR,futuere,futuenda,ayabhyā,"AV. 20,128,8"
PW,de,yabhyā,yaByA,VULGAR,futuere,futuenda,ā˚,
PW,de,yābha,yABa,VULGAR,futuere,fututio,yābha,
PWG,de,yābha,yABa,VULGAR,futuere,fututio,yabh,"VOP. 21,5"
PW,de,yābhavant,yABavant,VULGAR,futuere,futuens,yābhavant,
PWG,de,yābhavant,yABavant,VULGAR,futuere,futuens,yābhavataḥ,"KĀVYĀD. 1,66"
PW,de,kumbhīka,kumBIka,VULGAR,sodomy(paedicare),paedicat,kumbhīka,
PWG,de,kar,kar,VULGAR,urine(mingere),mingere,ālikhya vikṣipati,WEST.
PW,de,mih,mih,VULGAR,urine(mingere),mingere,mīḍha,"MBH. 13,5979"
PWG,de,mih,mih,VULGAR,urine(mingere),mingere,secane,"P. 7,2,10"
AP90,en,bhagaḥ,BagaH,CLINICAL,clitoris,clitoris,--ādhānaṃ,Ms. 9. 237.
MW,en,bhagāṅkura,BagANkura,CLINICAL,clitoris,clitoris,,L.
WIL,en,bhagāṅkura,BagANkura,CLINICAL,clitoris,clitoris,-raḥ,
