num	pada	status	dcs_sentence_id	dcs_sent_id_label	chapter_ref	dcs_text_norm
2302	1	unattested				
2302	2	unattested				
2302	3	unattested				
2302	4	unattested				
2303	1	unattested				
2303	2	pada	703283	573865	ŚTr, 3	cūḍottaṃsitacandracārukalikācañcacchikhābhāsvarolīlādagdhavilolakāmaśalabhaḥśreyodaśāgresphuran
2303	3	unattested				
2303	4	unattested				
2304	1	unattested				
2304	2	unattested				
2304	3	unattested				
2304	4	unattested				
2305	1	unattested				
2305	2	unattested				
2306	1	unattested				
2306	2	unattested				
2307	1	unattested				
2307	2	unattested				
2308	1	unattested				
2308	2	unattested				
2308	3	unattested				
2308	4	unattested				
2309	1	unattested				
2309	2	unattested				
2309	3	unattested				
2309	4	unattested				
2310	1	unattested				
2310	2	unattested				
2310	3	unattested				
2310	4	unattested				
2311	1	unattested				
2311	2	unattested				
2312	1	pada	393788	286225	MBh, 12, 138	chinnamūlehyadhiṣṭhānesarvetajjīvinohatāḥ
2312	2	unattested				
2313	1	unattested				
2313	2	unattested				
2313	3	unattested				
2313	4	unattested				
2314	1	unattested				
2314	2	unattested				
2315	1	unattested				
2315	2	unattested				
2315	3	unattested				
2315	4	unattested				
2316	1	unattested				
2316	2	unattested				
2317	1	unattested				
2317	2	unattested				
2318	1	unattested				
2318	2	unattested				
2319	1	unattested				
2319	2	unattested				
2320	1	unattested				
2320	2	unattested				
2321	1	unattested				
2321	2	unattested				
2322	1	unattested				
2322	2	unattested				
2323	1	unattested				
2323	2	pada	171286	352607	Hitop, 2	nṛpeṇāvamatoyastusasarvairavamanyate
2324	1	unattested				
2324	2	unattested				
2325	1	unattested				
2325	2	unattested				
2326	1	pada	172659	353980	Hitop, 3	janayantisutāngāvaḥsarvāevagavākṛtīn
2326	2	pada	172660	353981	Hitop, 3	viṣāṇollikhitaskandhaṃkācidevagavāṃpatim
2327	1	unattested				
2327	2	unattested				
2328	1	unattested				
2328	2	pada	598375	421117	SkPur (Rkh), Revākhaṇḍa, 209	annadātābhayatrātāpañcaitepitaraḥsmṛtāḥ
2329	1	unattested				
2329	2	unattested				
2329	3	unattested				
2329	4	unattested				
2330	1	unattested				
2330	2	unattested				
2331	1	unattested				
2331	2	unattested				
2332	1	pada	170818	352139	Hitop, 1	janmanikleśabahulekiṃnuduḥkhamataḥparam
2332	2	unattested				
2333	1	unattested				
2333	2	unattested				
2334	1	unattested				
2334	2	unattested				
2335	1	unattested				
2335	2	unattested				
2336	1	unattested				
2336	2	unattested				
2337	1	unattested				
2337	2	unattested				
2338	1	pada	172926	354247	Hitop, 4	jamadagneḥsutasyevasarvaḥsarvatrasarvadā
2338	2	unattested				
2339	1	pada	636353	486434	TAkhy, 1	jambukohuḍuyuddhenavayaṃcāṣāḍhabhūtinā
2339	2	unattested				
2340	1	unattested				
2340	2	unattested				
2341	1	unattested				
2341	2	unattested				
2342	1	unattested				
2342	2	unattested				
2343	1	pada	702903	573485	ŚTr, 1	jayantitesukṛtinorasasiddhāḥkavīśvarāḥ
2343	2	pada	702904	573486	ŚTr, 1	nāstiyeṣāṃyaśaḥkāyejarāmaraṇajaṃbhayam
2344	1	unattested				
2344	2	unattested				
2345	1	unattested				
2345	2	unattested				
2346	1	pada	197041	624429	KSS, 6, 8	jayedātmānamevādauvijayāyānyavidviṣām
2346	2	unattested				
2347	1	unattested				
2347	2	unattested				
2348	1	unattested				
2348	2	pada	342399	234681	MBh, 6, 62	yataḥkṛṣṇastatodharmoyatodharmastatojayaḥ
2348	2	pada	424760	317391	MBh, 13, 153	yataḥkṛṣṇastatodharmoyatodharmastatojayaḥ
2349	1	unattested				
2349	2	unattested				
2349	3	unattested				
2349	4	unattested				
2350	1	pada	406578	299017	MBh, 12, 307	jarāmṛtyūhibhūtānāṃkhāditārauvṛkāviva
2350	2	pada	384968	277403	MBh, 12, 28	balināṃdurbalānāṃcahrasvānāṃmahatāmapi
2350	2	pada	406579	299018	MBh, 12, 307	balināṃdurbalānāṃcahrasvānāṃmahatāmapi
2351	1	unattested				
2351	2	unattested				
2352	1	pada	219921	355107	KāvĀ, Dvitīyaḥ paricchedaḥ	jalaṃjaladharodgīrṇaṃkulaṃgṛhaśikhaṇḍinām
2352	2	pada	219922	355108	KāvĀ, Dvitīyaḥ paricchedaḥ	calaṃcataḍitāṃdāmabalaṃkusumadhanvanaḥ
2353	1	unattested				
2353	2	unattested				
2354	1	unattested				
2354	2	unattested				
2355	1	unattested				
2355	2	unattested				
2356	1	unattested				
2356	2	unattested				
2357	1	pada	171002	352323	Hitop, 2	jalabindunipātenakramaśaḥpūryateghaṭaḥ
2357	2	pada	171003	352324	Hitop, 2	sahetuḥsarvavidyānāṃdharmasyacadhanasyaca
2358	1	unattested				
2358	2	unattested				
2359	1	unattested				
2359	2	unattested				
2360	1	unattested				
2360	2	unattested				
2361	1	unattested				
2361	2	unattested				
2362	1	unattested				
2362	2	unattested				
2363	1	unattested				
2363	2	unattested				
2364	1	pada	188227	615615	KSS, 2, 4	jalāhatauviśeṣeṇavaidyutāgnerivadyutiḥ
2364	2	pada	188228	615616	KSS, 2, 4	āpadisphuratiprajñāyasyadhīraḥsaevahi
2365	1	unattested				
2365	2	unattested				
2366	1	unattested				
2366	2	unattested				
2367	1	unattested				
2367	2	unattested				
2370	1	unattested				
2370	2	unattested				
2371	1	unattested				
2371	2	unattested				
2372	1	unattested				
2372	2	unattested				
2373	1	unattested				
2373	2	unattested				
2374	1	unattested				
2374	2	unattested				
2375	1	unattested				
2375	2	unattested				
2375	3	unattested				
2375	4	unattested				
2376	1	unattested				
2376	2	unattested				
2377	1	unattested				
2377	2	unattested				
2377	3	unattested				
2377	4	unattested				
2380	1	unattested				
2380	2	unattested				
2381	1	unattested				
2381	2	pada	396332	288770	MBh, 12, 169	anuṣaktādvayenaitebhāvāḥsthāvarajaṅgamāḥ
2382	1	unattested				
2382	2	unattested				
2383	1	unattested				
2383	2	unattested				
2384	1	unattested				
2384	2	unattested				
2384	3	unattested				
2384	4	unattested				
2385	1	pada	10007	103008	AmaruŚ, 1	jātānotkalikāstanaunalulitaugātraṃnaromāñcitaṃvaktraṃsvedakaṇānvitaṃnasahasāyāvacchaṭhenāmunā
2385	2	unattested				
2385	3	pada	10008	103009	AmaruŚ, 1	dṛṣṭenaivamanohṛtaṃdhṛtimuṣāprāṇeśvareṇādyametatkenātranirūpyamāṇanipuṇomānaḥsamādhīyatām
2385	4	unattested				
2386	1	unattested				
2386	2	unattested				
2387	1	unattested				
2387	2	pada	170348	351669	Hitop, 1	vyavahāraṃparijñāyavadhyaḥpūjyothavābhavet
2388	1	unattested				
2388	2	unattested				
2388	3	unattested				
2388	4	unattested				
2389	1	unattested				
2389	2	unattested				
2390	1	unattested				
2390	2	unattested				
2391	1	pada	703193	573775	ŚTr, 2	jātyandhāyacadurmukhāyacajarājīrṇākhilāṅgāyacagrāmīṇāyacaduṣkulāyacagalatkuṣṭhābhibhūtāyaca
2391	2	pada	703193	573775	ŚTr, 2	jātyandhāyacadurmukhāyacajarājīrṇākhilāṅgāyacagrāmīṇāyacaduṣkulāyacagalatkuṣṭhābhibhūtāyaca
2391	3	unattested				
2391	4	unattested				
2392	1	unattested				
2392	2	pada	414240	306685	MBh, 13, 27	samarthāyenapaśyantigaṅgāṃpuṇyajalāṃśivām
2393	1	unattested				
2393	2	unattested				
2394	1	unattested				
2394	2	unattested				
2395	1	unattested				
2395	2	unattested				
2396	1	pada	285703	177444	MBh, 1, 171	jānannapicayaḥpāpaṃśaktimānnaniyacchati
2396	2	unattested				
2397	1	unattested				
2397	2	unattested				
2398	1	pada	325863	218127	MBh, 5, 33	jānātiviśvāsayituṃmanuṣyānvijñātadoṣeṣudadhātidaṇḍam
2398	2	unattested				
2399	1	unattested				
2399	2	unattested				
2400	1	unattested				
2400	2	unattested				
2401	1	unattested				
2401	2	unattested				
2401	3	unattested				
2401	4	unattested				
2404	1	unattested				
2404	2	unattested				
2405	1	pada	134289	547160	GarPur, 1, 109	jānīyātpreṣaṇebhṛtyānbāndhavānvyasanāgame
2405	2	unattested				
2406	1	unattested				
2406	2	unattested				
2406	3	unattested				
2406	4	unattested				
2407	1	unattested				
2407	2	pada	447112	78784	ManuS, 3	tānikṛtyāhatānīvavinaśyantisamantataḥ
2408	1	unattested				
2408	2	unattested				
2409	1	pada	415496	307942	MBh, 13, 46	jāmīśaptānigehāninikṛttānīvakṛtyayā
2409	2	pada	415497	307943	MBh, 13, 46	naivabhāntinavardhanteśriyāhīnānipārthiva
2410	1	unattested				
2410	2	unattested				
2411	1	unattested				
2411	2	unattested				
2412	1	unattested				
2412	2	unattested				
2413	1	unattested				
2413	2	unattested				
2414	1	unattested				
2414	2	unattested				
2415	1	unattested				
2415	2	pada	325992	218256	MBh, 5, 34	adhvājitoyānavatāsarvaṃśīlavatājitam
2416	1	unattested				
2416	2	unattested				
2417	1	unattested				
2417	2	unattested				
2418	1	unattested				
2418	2	unattested				
2419	1	unattested				
2419	2	unattested				
2420	1	unattested				
2420	2	unattested				
2421	1	unattested				
2421	2	unattested				
2422	1	unattested				
2422	2	unattested				
2422	3	unattested				
2422	4	unattested				
2423	1	pada	326207	218471	MBh, 5, 35	jīrṇamannaṃpraśaṃsantibhāryāṃcagatayauvanām
2423	2	unattested				
2424	1	unattested				
2424	2	unattested				
2425	1	unattested				
2425	2	unattested				
2425	3	pada	703456	574038	ŚTr, 3	kiṃyuktaṃsahasābhyupaitibalavānkālaḥkṛtāntokṣamīhājñātaṃmadanāntakāṅghriyugalaṃmuktvāstinānyogatiḥ
2425	4	unattested				
2426	1	unattested				
2426	2	unattested				
2426	3	unattested				
2426	4	unattested				
2427	1	unattested				
2427	2	unattested				
2428	1	pada	253734	375225	LiPur, 1, 67	jīryantijīryataḥkeśādantājīryantijīryataḥ
2428	1	pada	411670	304115	MBh, 13, 7	jīryantijīryataḥkeśādantājīryantijīryataḥ
2428	1	pada	652664	752956	VasDhS, 30	jīryantijīryataḥkeśādantājīryantijīryataḥ
2428	1	pada	660001	513591	ViPur, 4, 10	jīryantijīryataḥkeśādantājīryantijīryataḥ
2428	2	unattested				
2429	1	unattested				
2429	2	unattested				
2430	1	unattested				
2430	2	unattested				
2431	1	unattested				
2431	2	pada	720394	567440	Śusa, 6	daridrovyādhitomūrkhaḥpravāsīnityasevakaḥ
2432	1	unattested				
2432	2	unattested				
2433	1	unattested				
2433	2	pada	391034	283470	MBh, 12, 105	najīvitārthaṃmanyantepuruṣāhidhanādṛte
2434	1	unattested				
2434	2	unattested				
2435	1	unattested				
2435	2	unattested				
2436	1	pada	219989	355175	KāvĀ, Dvitīyaḥ paricchedaḥ	jīvitāśābalavatīdhanāśādurbalāmama
2436	2	unattested				
2437	1	unattested				
2437	2	unattested				
2438	1	unattested				
2438	2	unattested				
2439	1	pada	171131	352452	Hitop, 2	jīviteyasyajīvantiviprāmitrāṇibāndhavāḥ
2439	2	unattested				
2440	1	unattested				
2440	2	unattested				
2441	1	unattested				
2441	2	unattested				
2441	3	unattested				
2441	4	unattested				
2442	1	unattested				
2442	2	pada	326638	218902	MBh, 5, 39	suvṛttāstārayantīhadurvṛttāmajjayantica
2445	1	unattested				
2445	2	unattested				
2446	1	unattested				
2446	2	unattested				
2447	1	unattested				
2447	2	unattested				
2448	1	unattested				
2448	2	unattested				
2449	1	unattested				
2449	2	unattested				
2450	1	unattested				
2450	2	unattested				
2451	1	unattested				
2451	2	unattested				
2451	3	unattested				
2451	4	unattested				
2452	1	unattested				
2452	2	unattested				
2453	1	unattested				
2453	2	pada	186722	614110	KSS, 1, 5	jñānaṃvinācanāstyevamokṣovrataśatairapi
2454	1	unattested				
2454	2	unattested				
2455	1	unattested				
2455	2	unattested				
2456	1	pada	294249	186107	MBh, 2, 35	jñānavṛddhodvijātīnāṃkṣatriyāṇāṃbalādhikaḥ
2456	2	unattested				
2457	1	pada	172905	354226	Hitop, 4	jñānaśreṣṭhodvijaḥpūjyaḥkṣatriyobalavānapi
2457	2	pada	172906	354227	Hitop, 4	dhanadhānyādhikovaiśyaḥśūdrastudvijasevayā
2458	1	unattested				
2458	2	unattested				
2459	1	pada	395172	287609	MBh, 12, 154	jñānārāmasyabuddhasyasarvabhūtāvirodhinaḥ
2459	2	pada	153825	758135	HV, 3	nāvṛttibhayamastīhaparalokabhayaṃkutaḥ
2460	1	unattested				
2460	2	unattested				
2461	1	unattested				
2461	2	unattested				
2462	1	pada	197015	624403	KSS, 6, 8	jñāyatekāntavadanākenapracchannapātakā
2462	2	pada	197016	624404	KSS, 6, 8	kustrīpraphullakamalāgūḍhanakrevapadminī
2463	1	pada	9849	102850	AmaruŚ, 1	jyākṛṣṭibaddhakhaṭakāmukhapāṇipṛṣṭhapreṅkhannakhāṃśucayasaṃvalitombikāyāḥ
2463	2	unattested				
2464	1	unattested				
2464	2	unattested				
2465	1	unattested				
2465	2	pada	552289	127750	Rām, Ki, 18	trayastepitarojñeyādharmecapathivartinaḥ
2466	1	unattested				
2466	2	unattested				
2467	1	unattested				
2467	2	unattested				
2468	1	unattested				
2468	2	unattested				
2468	3	unattested				
2468	4	unattested				
2469	1	unattested				
2469	2	unattested				
2470	1	unattested				
2470	2	pada	211758	485770	KumSaṃ, 5	mārgācalavyatikarākulitevasindhuḥśailādhirājatanayānayayaunatasthau
2471	1	unattested				
2471	2	unattested				
2472	1	unattested				
2472	2	unattested				
2473	1	unattested				
2473	2	unattested				
2473	3	unattested				
2473	4	unattested				
2474	1	unattested				
2474	2	unattested				
2475	1	unattested				
2475	2	unattested				
2476	1	unattested				
2476	2	unattested				
2477	1	unattested				
2477	2	unattested				
2478	1	unattested				
2478	2	unattested				
2478	3	unattested				
2478	4	unattested				
2479	1	pada	394282	286719	MBh, 12, 142	tathārogābhibhūtasyanityaṃkṛcchragatasyaca
2479	2	unattested				
2480	1	unattested				
2480	2	unattested				
2481	1	unattested				
2481	2	unattested				
2482	1	unattested				
2482	2	unattested				
2483	1	unattested				
2483	2	unattested				
2484	1	unattested				
2484	2	unattested				
2484	3	unattested				
2484	4	unattested				
2485	1	unattested				
2485	2	unattested				
2486	1	unattested				
2486	2	unattested				
2487	1	unattested				
2487	2	unattested				
2488	1	unattested				
2488	2	pada	10029	103030	AmaruŚ, 1	tanvaṅgyāgurusannidhaunayanajaṃyadvārisaṃstambhitaṃtenāntargalitenamanmathaśikhīsiktonuṣaṅgodbhavaḥ
2488	3	unattested				
2488	4	pada	10030	103031	AmaruŚ, 1	manyetasyanirasyamānakiraṇasyaiṣāmukhenodgatāśvāsāmodasamākulālinikaravyājenadhūmāvaliḥ
2489	1	unattested				
2489	2	unattested				
2490	1	unattested				
2490	2	unattested				
2491	1	unattested				
2491	2	unattested				
2492	1	unattested				
2492	2	unattested				
2493	1	unattested				
2493	2	unattested				
2493	3	pada	703442	574024	ŚTr, 3	pibāmaḥśāstraughānutavividhakāvyāmṛtarasānnavidmaḥkiṃkurmaḥkatipayanimeṣāyuṣijane
2493	4	unattested				
2494	1	unattested				
2494	2	unattested				
2495	1	unattested				
2495	2	unattested				
2495	3	unattested				
2495	4	unattested				
2496	1	pada	326701	218965	MBh, 5, 39	tapobalaṃtāpasānāṃbrahmabrahmavidāṃbalam
2496	2	pada	326702	218966	MBh, 5, 39	hiṃsābalamasādhūnāṃkṣamāguṇavatāṃbalam
2497	1	unattested				
2497	2	unattested				
2497	3	unattested				
2497	4	unattested				
2498	1	unattested				
2498	2	pada	68114	95538	BhāgPur, 8, 7	paramārādhanaṃtaddhipuruṣasyākhilātmanaḥ
2499	1	unattested				
2499	2	unattested				
2500	1	unattested				
2500	2	unattested				
2501	1	unattested				
2501	2	unattested				
2502	1	unattested				
2502	2	unattested				
2502	3	unattested				
2502	4	unattested				
2503	1	unattested				
2503	2	pada	703258	573840	ŚTr, 2	unnatapīnapayodharabhārāprāvṛṭtanutekasyanaharṣam
2504	1	unattested				
2504	2	unattested				
2505	1	unattested				
2505	2	unattested				
2506	1	pada	398214	290652	MBh, 12, 197	tarṣacchedonabhavatipuruṣasyehakalmaṣāt
2506	2	unattested				
2507	1	unattested				
2507	2	unattested				
2508	1	pada	219965	355151	KāvĀ, Dvitīyaḥ paricchedaḥ	tavatanvaṅgimithyaivarūḍhamaṅgeṣumārdavam
2508	2	unattested				
2509	1	unattested				
2509	2	unattested				
2510	1	unattested				
2510	2	unattested				
2513	1	pada	171464	352785	Hitop, 2	taskarebhyoniyuktebhyaḥśatrubhyonṛpavallabhāt
2513	2	unattested				
2514	1	pada	189949	617337	KSS, 3, 3	tasmātparaviruddheṣunotsahantemahāśayāḥ
2514	2	pada	189950	617338	KSS, 3, 3	etaduttamasattvānāṃvidhisiddhaṃhisadvratam
2515	1	unattested				
2515	2	unattested				
2516	1	unattested				
2516	2	pada	658699	512288	ViPur, 3, 12	satyaṃyatparaduḥkhāyatatramaunaparobhavet
2517	1	unattested				
2517	2	unattested				
2518	1	unattested				
2518	2	unattested				
2519	1	unattested				
2519	2	unattested				
2520	1	unattested				
2520	2	unattested				
2521	1	unattested				
2521	2	unattested				
2522	1	unattested				
2522	2	pada	703426	574008	ŚTr, 3	yasyānuṣaṅgiṇaimebhuvanādhipatyabhogādayaḥkṛpaṇalokamatābhavanti
2525	1	unattested				
2525	2	unattested				
2526	1	unattested				
2526	2	unattested				
2527	1	unattested				
2527	2	unattested				
2528	1	pada	9891	102892	AmaruŚ, 1	tasyāḥsāndravilepanastanataṭapraśleṣamudrāṅkitaṃkiṃvakṣaścaraṇānativyatikaravyājenagopāyate
2528	2	unattested				
2528	3	unattested				
2528	4	pada	9892	102893	AmaruŚ, 1	ityuktekvatadityudīryasahasātatsampramārṣṭuṃmayāsāśliṣṭārabhasenatatsukhavaśāttanvyāpitadvismṛtam
2529	1	unattested				
2529	2	pada	703110	573692	ŚTr, 2	puṇyaṃkuruṣvayaditeṣutavāstivāñchāpuṇyairvinānahibhavantisamīhitārthāḥ
2530	1	unattested				
2530	2	unattested				
2531	1	unattested				
2531	2	unattested				
2532	1	unattested				
2532	2	unattested				
2533	1	pada	702935	573517	ŚTr, 1	tānīndriyāṇyavikalānitadevanāmasābuddhirapratihatāvacanaṃtadeva
2533	2	unattested				
2534	1	unattested				
2534	2	unattested				
2534	3	unattested				
2534	4	unattested				
2535	1	unattested				
2535	2	unattested				
2536	1	unattested				
2536	2	unattested				
2536	3	unattested				
2536	4	unattested				
2537	1	unattested				
2537	2	unattested				
2538	1	unattested				
2538	2	unattested				
2538	3	unattested				
2538	4	unattested				
2539	1	unattested				
2539	2	unattested				
2540	1	unattested				
2540	2	unattested				
2541	1	unattested				
2541	2	unattested				
2542	1	unattested				
2542	2	unattested				
2542	3	unattested				
2542	4	unattested				
2543	1	unattested				
2543	2	unattested				
2544	1	unattested				
2544	2	unattested				
2545	1	pada	703217	573799	ŚTr, 2	tāvadevakṛtināmapisphuratyeṣanirmalavivekadīpakaḥ
2545	2	unattested				
2546	1	pada	703161	573743	ŚTr, 2	tāvadevāmṛtamayīyāvallocanagocarā
2546	2	unattested				
2547	1	unattested				
2547	2	unattested				
2548	1	unattested				
2548	2	unattested				
2549	1	unattested				
2549	2	unattested				
2550	1	unattested				
2550	2	unattested				
2551	1	unattested				
2551	2	unattested				
2552	1	unattested				
2552	2	unattested				
2553	1	unattested				
2553	2	unattested				
2554	1	unattested				
2554	2	unattested				
2555	1	unattested				
2555	2	unattested				
2556	1	unattested				
2556	2	unattested				
2557	1	pada	170478	351799	Hitop, 1	tiraścāmapiviśvāsodṛṣṭaḥpuṇyaikakarmaṇām
2557	2	unattested				
2558	1	unattested				
2558	2	unattested				
2559	1	unattested				
2559	2	unattested				
2560	1	unattested				
2560	2	unattested				
2561	1	unattested				
2561	2	unattested				
2562	1	unattested				
2562	2	unattested				
2563	1	unattested				
2563	2	unattested				
2564	1	unattested				
2564	2	pada	299234	191118	MBh, 3, 33	dhiyādhīrovijānīyādupāyaṃcāsyasiddhaye
2565	1	pada	407011	299450	MBh, 12, 309	tiṣṭhantaṃcaśayānaṃcamṛtyuranveṣateyadā
2565	2	unattested				
2566	1	unattested				
2566	2	unattested				
2567	1	pada	414185	306630	MBh, 13, 27	tiṣṭhedyugasahasraṃtupādenaikenayaḥpumān
2567	2	unattested				
2568	1	unattested				
2568	2	pada	487654	445510	ParDhSmṛti, 4	tāvatkālaṃvasetsvargebhartāraṃyānugacchati
2569	1	unattested				
2569	2	pada	548791	124252	Rām, Ār, 31	vyasanesarvabhūtāninābhidhāvantipārthivam
2570	1	unattested				
2570	2	unattested				
2570	3	unattested				
2570	4	unattested				
2571	1	unattested				
2571	2	unattested				
2572	1	unattested				
2572	2	unattested				
2573	1	unattested				
2573	2	unattested				
2574	1	pada	172119	353440	Hitop, 3	tīrthāśramasurasthāneśāstravijñānahetunā
2574	2	pada	172120	353441	Hitop, 3	tapasvivyañjanopetaiḥsvacaraiḥsahasaṃvaset
2575	1	unattested				
2575	2	unattested				
2575	3	unattested				
2575	4	unattested				
2576	1	unattested				
2576	2	unattested				
2577	1	unattested				
2577	2	unattested				
2578	1	unattested				
2578	2	unattested				
2578	3	unattested				
2578	4	unattested				
2579	1	unattested				
2579	2	unattested				
2580	1	unattested				
2580	2	unattested				
2581	1	unattested				
2581	2	unattested				
2581	3	unattested				
2581	4	unattested				
2582	1	unattested				
2582	2	unattested				
2583	1	unattested				
2583	2	unattested				
2584	1	unattested				
2584	2	unattested				
2585	1	unattested				
2585	2	unattested				
2586	1	unattested				
2586	2	unattested				
2587	1	unattested				
2587	2	unattested				
2588	1	unattested				
2588	2	unattested				
2589	1	unattested				
2589	2	pada	170357	351678	Hitop, 1	etānyapisatāṃgehenocchidyantekadācana
2589	2	pada	447198	78870	ManuS, 3	etānyapisatāṃgehenocchidyantekadācana
2590	1	unattested				
2590	2	unattested				
2591	1	unattested				
2591	2	unattested				
2592	1	unattested				
2592	2	unattested				
2593	1	unattested				
2593	2	pada	326174	218438	MBh, 5, 35	śūrobhayeṣvarthakṛcchreṣudhīraḥkṛcchrāsvāpatsusuhṛdaścārayaśca
2594	1	unattested				
2594	2	unattested				
2595	1	unattested				
2595	2	unattested				
2596	1	unattested				
2596	2	unattested				
2596	3	unattested				
2596	4	unattested				
2597	1	unattested				
2597	2	unattested				
2597	3	unattested				
2597	4	unattested				
2598	1	unattested				
2598	2	unattested				
2599	1	unattested				
2599	2	pada	297008	188892	MBh, 3, 2	adharmabahulācaivaghorāpāpānubandhinī
2600	1	unattested				
2600	2	unattested				
2603	1	unattested				
2603	2	unattested				
2604	1	unattested				
2604	2	unattested				
2605	1	unattested				
2605	2	unattested				
2605	3	unattested				
2605	4	unattested				
2606	1	unattested				
2606	2	unattested				
2606	3	unattested				
2606	4	unattested				
2607	1	pada	414157	306602	MBh, 13, 27	tedeśāstejanapadāsteśramāstecaparvatāḥ
2607	2	pada	414158	306603	MBh, 13, 27	yeṣāṃbhāgīrathīgaṅgāmadhyenaitisaridvarā
2608	1	unattested				
2608	2	unattested				
2609	1	unattested				
2609	2	unattested				
2610	1	unattested				
2610	2	unattested				
2611	1	unattested				
2611	2	unattested				
2612	1	unattested				
2612	2	unattested				
2613	1	unattested				
2613	2	unattested				
2614	1	unattested				
2614	2	unattested				
2615	1	unattested				
2615	2	unattested				
2616	1	unattested				
2616	2	unattested				
2617	1	unattested				
2617	2	unattested				
2617	3	unattested				
2617	4	unattested				
2618	1	unattested				
2618	2	unattested				
2619	1	unattested				
2619	2	unattested				
2620	1	unattested				
2620	2	unattested				
2621	1	pada	134216	547087	GarPur, 1, 108	tyajadurjanasaṃsargaṃbhajasādhusamāgamam
2621	2	pada	134217	547088	GarPur, 1, 108	kurupuṇyamahorātraṃsmaranityamanityatām
2622	1	unattested				
2622	2	unattested				
2623	1	unattested				
2623	2	unattested				
2624	1	unattested				
2624	2	unattested				
2625	1	unattested				
2625	2	unattested				
2626	1	unattested				
2626	2	unattested				
2627	1	pada	326408	218672	MBh, 5, 37	tyajetkulārthepuruṣaṃgrāmasyārthekulaṃtyajet
2627	1	pada	332151	224415	MBh, 5, 126	tyajetkulārthepuruṣaṃgrāmasyārthekulaṃtyajet
2627	2	pada	134229	547100	GarPur, 1, 109	grāmaṃjanapadasyārtheātmārthepṛthivīṃtyajet
2627	2	pada	170697	352018	Hitop, 1	grāmaṃjanapadasyārtheātmārthepṛthivīṃtyajet
2627	2	pada	275135	166250	MBh, 1, 75	grāmaṃjanapadasyārtheātmārthepṛthivīṃtyajet
2627	2	pada	278716	169949	MBh, 1, 107	grāmaṃjanapadasyārtheātmārthepṛthivīṃtyajet
2627	2	pada	326409	218673	MBh, 5, 37	grāmaṃjanapadasyārtheātmārthepṛthivīṃtyajet
2627	2	pada	332152	224416	MBh, 5, 126	grāmaṃjanapadasyārtheātmārthepṛthivīṃtyajet
2627	2	pada	720312	567358	Śusa, 5	grāmaṃjanapadasyārtheātmārthepṛthivīṃtyajet
2628	1	unattested				
2628	2	pada	173040	354361	Hitop, 4	bubhukṣitaḥkiṃnakarotipāpaṃkṣīṇānarāniṣkaruṇābhavanti
2628	2	pada	720402	567448	Śusa, 6	bubhukṣitaḥkiṃnakarotipāpaṃkṣīṇānarāniṣkaruṇābhavanti
2629	1	unattested				
2629	2	unattested				
2630	1	unattested				
2630	2	pada	407858	300297	MBh, 12, 317	duḥkhenacādhigamyantenāśameṣāṃnacintayet
2631	1	unattested				
2631	2	unattested				
2632	1	unattested				
2632	2	unattested				
2633	1	unattested				
2633	2	unattested				
2634	1	unattested				
2634	2	unattested				
2634	3	unattested				
2634	4	unattested				
2635	1	unattested				
2635	2	unattested				
2635	3	unattested				
2635	4	unattested				
2636	1	unattested				
2636	2	unattested				
2637	1	pada	449409	81081	ManuS, 8	trayaḥparārthekliśyantisākṣiṇaḥpratibhūḥkulam
2637	2	unattested				
2638	1	unattested				
2638	2	unattested				
2639	1	unattested				
2639	2	unattested				
2640	1	unattested				
2640	2	pada	390104	282540	MBh, 12, 92	putrasyāpinamṛṣyeccasarājñodharmaucyate
2641	1	unattested				
2641	2	pada	171594	352915	Hitop, 2	pañcatvaṃcedgamiṣyāmikiṃsiṃhānunayename
2642	1	unattested				
2642	2	unattested				
2643	1	unattested				
2643	2	unattested				
2643	3	unattested				
2643	4	unattested				
2644	1	unattested				
2644	2	unattested				
2645	1	pada	339527	231805	MBh, 6, BhaGī 16	trividhaṃnarakasyedaṃdvāraṃnāśanamātmanaḥ
2645	2	unattested				
2646	1	unattested				
2646	2	unattested				
2652	1	unattested				
2652	2	pada	414180	306625	MBh, 13, 27	tarpyamāṇāḥparāṃtṛptiṃyāntigaṅgājalaiḥśubhaiḥ
2653	1	unattested				
2653	2	unattested				
2654	1	unattested				
2654	2	unattested				
2654	3	unattested				
2654	4	unattested				
2655	1	unattested				
2655	2	unattested				
2655	3	unattested				
2655	4	unattested				
2656	1	unattested				
2656	2	unattested				
2657	1	unattested				
2657	2	unattested				
2658	1	unattested				
2658	2	unattested				
2659	1	pada	220091	355277	KāvĀ, Dvitīyaḥ paricchedaḥ	tvanmukhaṃkamalaṃcetidvayorapyanayorbhidā
2659	2	pada	220092	355278	KāvĀ, Dvitīyaḥ paricchedaḥ	kamalaṃjalasaṃrohitvanmukhaṃtvadupāśrayam
2660	1	pada	220097	355283	KāvĀ, Dvitīyaḥ paricchedaḥ	tvanmukhaṃpuṇḍarīkaṃcaphullesurabhigandhinī
2660	2	unattested				
2661	1	unattested				
2661	2	unattested				
2662	1	unattested				
2662	2	unattested				
2663	1	unattested				
2663	2	unattested				
2664	1	unattested				
2664	2	unattested				
