fem_slp1	fem_iast	masc_slp1	masc_iast
udDArA	uddhārā	udDAra	uddhāra
udakIryA	udakīryā	udakIrya	udakīrya
udakyA	udakyā	udakya	udakya
udanyA	udanyā	udanya	udanya
udapurA	udapurā	udapura	udapura
udavasAnIyA	udavasānīyā	udavasAnIya	udavasānīya
uddehikA	uddehikā	uddehika	uddehika
udgatA	udgatā	udgata	udgata
udrekA	udrekā	udreka	udreka
udvAhinI	udvāhinī	udvAhin	udvāhin
udvahA	udvahā	udvaha	udvaha
udyA	udyā	udya	udya
ugrA	ugrā	ugra	ugra
ugraganDA	ugragandhā	ugraganDa	ugragandha
ugrapaSyA	ugrapaśyā	ugrapaSya	ugrapaśya
ujjfmBaRA	ujjṛmbhaṇā	ujjfmBaRa	ujjṛmbhaṇa
ujjihAnA	ujjihānā	ujjihAna	ujjihāna
ujjvalA	ujjvalā	ujjvala	ujjvala
ukTA	ukthā	ukTa	uktha
ulUpI	ulūpī	ulUpin	ulūpin
ulapA	ulapā	ulapa	ulapa
ulbaRA	ulbaṇā	ulbaRa	ulbaṇa
ulkA	ulkā	ulka	ulka
ullAsanA	ullāsanā	ullAsana	ullāsana
ulleKA	ullekhā	ulleKa	ullekha
ulvaRA	ulvaṇā	ulvaRa	ulvaṇa
umA	umā	uma	uma
unmAdinI	unmādinī	unmAdin	unmādin
upA	upā	upa	upa
upAKyA	upākhyā	upAKya	upākhya
upAkA	upākā	upAka	upāka
upAyA	upāyā	upAya	upāya
upaDUpitA	upadhūpitā	upaDUpita	upadhūpita
upaSayA	upaśayā	upaSaya	upaśaya
upacAryA	upacāryā	upacArya	upacārya
upacaritavyA	upacaritavyā	upacaritavya	upacaritavya
upacaryA	upacaryā	upacarya	upacarya
upacitrA	upacitrā	upacitra	upacitra
upadeSanA	upadeśanā	upadeSana	upadeśana
upadiSA	upadiśā	upadiSa	upadiśa
upagA	upagā	upaga	upaga
upajA	upajā	upaja	upaja
upajIvA	upajīvā	upajIva	upajīva
upakArI	upakārī	upakArin	upakārin
upakAryA	upakāryā	upakArya	upakārya
upakalpanA	upakalpanā	upakalpana	upakalpana
upakumBA	upakumbhā	upakumBa	upakumbha
upalA	upalā	upala	upala
upamA	upamā	upama	upama
upaniveSinI	upaniveśinī	upaniveSin	upaniveśin
upaparIkzA	upaparīkṣā	upaparIkza	upaparīkṣa
upaplutA	upaplutā	upapluta	upapluta
upasTA	upasthā	upasTa	upastha
upasTApanA	upasthāpanā	upasTApana	upasthāpana
upavizA	upaviṣā	upaviza	upaviṣa
upekzA	upekṣā	upekza	upekṣa
upendrA	upendrā	upendra	upendra
upoQA	upoḍhā	upoQa	upoḍha
uraSA	uraśā	uraSa	uraśa
uragA	uragā	uraga	uraga
uruzyA	uruṣyā	uruzya	uruṣya
usrA	usrā	usra	usra
usriyA	usriyā	usriya	usriya
utKalI	utkhalī	utKalin	utkhalin
utTA	utthā	utTa	uttha
utkaRWA	utkaṇṭhā	utkaRWa	utkaṇṭha
utkaRWitA	utkaṇṭhitā	utkaRWita	utkaṇṭhita
utkawA	utkaṭā	utkawa	utkaṭa
utkzepA	utkṣepā	utkzepa	utkṣepa
utpalA	utpalā	utpala	utpala
utpalI	utpalī	utpalin	utpalin
utpalinI	utpalinī	utpalin	utpalin
utpatAkA	utpatākā	utpatAka	utpatāka
utplavA	utplavā	utplava	utplava
utsAraRA	utsāraṇā	utsAraRa	utsāraṇa
utsaNginI	utsaṅginī	utsaNgin	utsaṅgin
uttamA	uttamā	uttama	uttama
uttarA	uttarā	uttara	uttara
uttarapUrvA	uttarapūrvā	uttarapUrva	uttarapūrva
uttarapaScimA	uttarapaścimā	uttarapaScima	uttarapaścima
uzA	uṣā	uza	uṣa
uzRA	uṣṇā	uzRa	uṣṇa
uzRIzavijayA	uṣṇīṣavijayā	uzRIzavijaya	uṣṇīṣavijaya
uzaRA	uṣaṇā	uzaRa	uṣaṇa
vA	vā	va	va
vARI	vāṇī	vARin	vāṇin
vARijyA	vāṇijyā	vARijya	vāṇijya
vARinI	vāṇinī	vARin	vāṇin
vASA	vāśā	vASa	vāśa
vASI	vāśī	vASin	vāśin
vASitA	vāśitā	vASita	vāśita
vASrA	vāśrā	vASra	vāśra
vAYCinI	vāñchinī	vAYCin	vāñchin
vAcA	vācā	vAca	vāca
vAcI	vācī	vAcin	vācin
vAcanA	vācanā	vAcana	vācana
vAdinI	vādinī	vAdin	vādin
vAgISA	vāgīśā	vAgISa	vāgīśa
vAgdattA	vāgdattā	vAgdatta	vāgdatta
vAgurA	vāgurā	vAgura	vāgura
vAgvidagDA	vāgvidagdhā	vAgvidagDa	vāgvidagdha
vAhanA	vāhanā	vAhana	vāhana
vAhinI	vāhinī	vAhin	vāhin
vAhitA	vāhitā	vAhita	vāhita
vAhyA	vāhyā	vAhya	vāhya
vAjI	vājī	vAjin	vājin
vAjinI	vājinī	vAjin	vājin
vAjitA	vājitā	vAjita	vājita
vAlA	vālā	vAla	vāla
vAlI	vālī	vAlin	vālin
vAlUkA	vālūkā	vAlUka	vālūka
vAlaKilyA	vālakhilyā	vAlaKilya	vālakhilya
vAlikA	vālikā	vAlika	vālika
vAlinI	vālinī	vAlin	vālin
vAlukA	vālukā	vAluka	vāluka
vAlukI	vālukī	vAlukin	vālukin
vAmA	vāmā	vAma	vāma
vAmI	vāmī	vAmin	vāmin
vAmadattA	vāmadattā	vAmadatta	vāmadatta
vAmalocanA	vāmalocanā	vAmalocana	vāmalocana
vAmanA	vāmanā	vAmana	vāmana
vAmanatA	vāmanatā	vAmanata	vāmanata
vAmanetrA	vāmanetrā	vAmanetra	vāmanetra
vAminI	vāminī	vAmin	vāmin
vAnA	vānā	vAna	vāna
vAntidA	vāntidā	vAntida	vāntida
vAnyA	vānyā	vAnya	vānya
vApI	vāpī	vApin	vāpin
vArA	vārā	vAra	vāra
vArI	vārī	vArin	vārin
vAramuKyA	vāramukhyā	vAramuKya	vāramukhya
vAratrA	vāratrā	vAratra	vāratra
vArawA	vāraṭā	vArawa	vāraṭa
vArdDuzI	vārddhuṣī	vArdDuzin	vārddhuṣin
vAriDArA	vāridhārā	vAriDAra	vāridhāra
vAribadarA	vāribadarā	vAribadara	vāribadara
vAritrA	vāritrā	vAritra	vāritra
vArtikA	vārtikā	vArtika	vārtika
vArttA	vārttā	vArtta	vārtta
vArttikA	vārttikā	vArttika	vārttika
vAsI	vāsī	vAsin	vāsin
vAsanA	vāsanā	vAsana	vāsana
vAsantikA	vāsantikā	vAsantika	vāsantika
vAsarA	vāsarā	vAsara	vāsara
vAsavadattA	vāsavadattā	vAsavadatta	vāsavadatta
vAsikA	vāsikā	vAsika	vāsika
vAsinI	vāsinī	vAsin	vāsin
vAsitA	vāsitā	vAsita	vāsita
vAsodA	vāsodā	vAsoda	vāsoda
vAsrA	vāsrā	vAsra	vāsra
vAstuvidyA	vāstuvidyā	vAstuvidya	vāstuvidya
vAtagaRqA	vātagaṇḍā	vAtagaRqa	vātagaṇḍa
vAtajA	vātajā	vAtaja	vātaja
vAtalA	vātalā	vAtala	vātala
vAtonA	vātonā	vAtona	vātona
vAtyA	vātyā	vAtya	vātya
vAvAtA	vāvātā	vAvAta	vāvāta
vAwyA	vāṭyā	vAwya	vāṭya
vAyugopA	vāyugopā	vAyugopa	vāyugopa
vAyusamBavA	vāyusambhavā	vAyusamBava	vāyusambhava
vAyuvegA	vāyuvegā	vAyuvega	vāyuvega
vEDftA	vaidhṛtā	vEDfta	vaidhṛta
vERavI	vaiṇavī	vERavin	vaiṇavin
vESAKA	vaiśākhā	vESAKa	vaiśākha
vESAKI	vaiśākhī	vESAKin	vaiśākhin
vESantA	vaiśantā	vESanta	vaiśanta
vESyA	vaiśyā	vESya	vaiśya
vEdyA	vaidyā	vEdya	vaidya
vEdyavallaBA	vaidyavallabhā	vEdyavallaBa	vaidyavallabha
vEjayantikA	vaijayantikā	vEjayantika	vaijayantika
vEkuRWA	vaikuṇṭhā	vEkuRWa	vaikuṇṭha
vErAgI	vairāgī	vErAgin	vairāgin
vEratA	vairatā	vErata	vairata
vEtAlI	vaitālī	vEtAlin	vaitālin
vITikA	vīthikā	vITika	vīthika
vIkzA	vīkṣā	vIkza	vīkṣa
vIrA	vīrā	vIra	vīra
vIraRI	vīraṇī	vIraRin	vīraṇin
vIracaryA	vīracaryā	vIracarya	vīracarya
vIruDA	vīrudhā	vIruDa	vīrudha
vIryA	vīryā	vIrya	vīrya
vItA	vītā	vIta	vīta
vItaSokA	vītaśokā	vItaSoka	vītaśoka
vIvaDA	vīvadhā	vIvaDa	vīvadha
vaDA	vadhā	vaDa	vadha
vaDASaNkA	vadhāśaṅkā	vaDASaNka	vadhāśaṅka
vaDyA	vadhyā	vaDya	vadhya
vaMSA	vaṃśā	vaMSa	vaṃśa
vaMSI	vaṃśī	vaMSin	vaṃśin
vaMSakarA	vaṃśakarā	vaMSakara	vaṃśakara
vaMSikA	vaṃśikā	vaMSika	vaṃśika
vaMSyA	vaṃśyā	vaMSya	vaṃśya
vaNkA	vaṅkā	vaNka	vaṅka
vaRijA	vaṇijā	vaRija	vaṇija
vaRijyA	vaṇijyā	vaRijya	vaṇijya
vaRiksutA	vaṇiksutā	vaRiksuta	vaṇiksuta
vaSA	vaśā	vaSa	vaśa
vaSI	vaśī	vaSin	vaśin
vaSagA	vaśagā	vaSaga	vaśaga
vaSikA	vaśikā	vaSika	vaśika
vaSinI	vaśinī	vaSin	vaśin
vaSyA	vaśyā	vaSya	vaśya
vaSyakA	vaśyakā	vaSyaka	vaśyaka
vaYcanA	vañcanā	vaYcana	vañcana
vaYcitA	vañcitā	vaYcita	vañcita
vaYjulA	vañjulā	vaYjula	vañjula
vacA	vacā	vaca	vaca
vacasyA	vacasyā	vacasya	vacasya
vahA	vahā	vaha	vaha
vahniSiKA	vahniśikhā	vahniSiKa	vahniśikha
vahnigarBA	vahnigarbhā	vahnigarBa	vahnigarbha
vahnijvAlA	vahnijvālā	vahnijvAla	vahnijvāla
vahnivallaBA	vahnivallabhā	vahnivallaBa	vahnivallabha
vahyA	vahyā	vahya	vahya
vahyakA	vahyakā	vahyaka	vahyaka
vajrA	vajrā	vajra	vajra
vajrI	vajrī	vajrin	vajrin
vajraSalyA	vajraśalyā	vajraSalya	vajraśalya
vajradehA	vajradehā	vajradeha	vajradeha
vajrahastA	vajrahastā	vajrahasta	vajrahasta
vajrapuzpA	vajrapuṣpā	vajrapuzpa	vajrapuṣpa
vakrA	vakrā	vakra	vakra
vakrI	vakrī	vakrin	vakrin
vakrozWikA	vakroṣṭhikā	vakrozWika	vakroṣṭhika
vakzaRA	vakṣaṇā	vakzaRa	vakṣaṇa
valanA	valanā	valana	valana
valayI	valayī	valayin	valayin
valgujA	valgujā	valguja	valguja
valgulA	valgulā	valgula	valgula
valkalA	valkalā	valkala	valkala
vallaBA	vallabhā	vallaBa	vallabha
vallarIkA	vallarīkā	vallarIka	vallarīka
vamanIyA	vamanīyā	vamanIya	vamanīya
vanA	vanā	vana	vana
vanArdrakA	vanārdrakā	vanArdraka	vanārdraka
vanDyA	vandhyā	vanDya	vandhya
vanI	vanī	vanin	vanin
vanacaryA	vanacaryā	vanacarya	vanacarya
vanadurgA	vanadurgā	vanadurga	vanadurga
vanajA	vanajā	vanaja	vanaja
vanamAlA	vanamālā	vanamAla	vanamāla
vanamAlinI	vanamālinī	vanamAlin	vanamālin
vananA	vananā	vanana	vanana
vanapuzpA	vanapuṣpā	vanapuzpa	vanapuṣpa
vanarakzakA	vanarakṣakā	vanarakzaka	vanarakṣaka
vanasTA	vanasthā	vanasTa	vanastha
vanatiktA	vanatiktā	vanatikta	vanatikta
vanavAsI	vanavāsī	vanavAsin	vanavāsin
vandA	vandā	vanda	vanda
vandAkA	vandākā	vandAka	vandāka
vandI	vandī	vandin	vandin
vandanA	vandanā	vandana	vandana
vandanIyA	vandanīyā	vandanIya	vandanīya
vandyA	vandyā	vandya	vandya
vanitA	vanitā	vanita	vanita
vanodBavA	vanodbhavā	vanodBava	vanodbhava
vanyA	vanyā	vanya	vanya
vapA	vapā	vapa	vapa
vaprA	vaprā	vapra	vapra
vapuzA	vapuṣā	vapuza	vapuṣa
vapuzwamA	vapuṣṭamā	vapuzwama	vapuṣṭama
vapuzyA	vapuṣyā	vapuzya	vapuṣya
vaqabA	vaḍabā	vaqaba	vaḍaba
varA	varā	vara	vara
varABiDA	varābhidhā	varABiDa	varābhidha
varANgI	varāṅgī	varANgin	varāṅgin
varAlA	varālā	varAla	varāla
varArohA	varārohā	varAroha	varāroha
varDamAnA	vardhamānā	varDamAna	vardhamāna
varI	varī	varin	varin
varRA	varṇā	varRa	varṇa
varRakA	varṇakā	varRaka	varṇaka
varRamAtrA	varṇamātrā	varRamAtra	varṇamātra
varRanA	varṇanā	varRana	varṇana
varRapariDvaMsA	varṇaparidhvaṃsā	varRapariDvaMsa	varṇaparidhvaṃsa
varRikA	varṇikā	varRika	varṇika
varUTinI	varūthinī	varUTin	varūthin
varaRA	varaṇā	varaRa	varaṇa
varaRqA	varaṇḍā	varaRqa	varaṇḍa
varadA	varadā	varada	varada
varalA	varalā	varala	varala
varapradA	varapradā	varaprada	varaprada
varawA	varaṭā	varawa	varaṭa
varcasyA	varcasyā	varcasya	varcasya
vareRA	vareṇā	vareRa	vareṇa
vareRyA	vareṇyā	vareRya	vareṇya
vargA	vargā	varga	varga
varivasyA	varivasyā	varivasya	varivasya
varizA	variṣā	variza	variṣa
vartI	vartī	vartin	vartin
vartakA	vartakā	vartaka	vartaka
vartamAnA	vartamānā	vartamAna	vartamāna
vartanA	vartanā	vartana	vartana
vartanI	vartanī	vartanin	vartanin
vartikA	vartikā	vartika	vartika
vartitA	vartitā	vartita	vartita
vartulA	vartulā	vartula	vartula
varuRA	varuṇā	varuRa	varuṇa
varyA	varyā	varya	varya
varzA	varṣā	varza	varṣa
varzapuzpA	varṣapuṣpā	varzapuzpa	varṣapuṣpa
varzitA	varṣitā	varzita	varṣita
varzyA	varṣyā	varzya	varṣya
vasA	vasā	vasa	vasa
vasI	vasī	vasin	vasin
vasUyA	vasūyā	vasUya	vasūya
vasantA	vasantā	vasanta	vasanta
vasantajA	vasantajā	vasantaja	vasantaja
vasantasenA	vasantasenā	vasantasena	vasantasena
vasnikA	vasnikā	vasnika	vasnika
vastUtTApanA	vastūtthāpanā	vastUtTApana	vastūtthāpana
vastrA	vastrā	vastra	vastra
vastraBUzaRA	vastrabhūṣaṇā	vastraBUzaRa	vastrabhūṣaṇa
vastradA	vastradā	vastrada	vastrada
vasuDArA	vasudhārā	vasuDAra	vasudhāra
vasuDarA	vasudharā	vasuDara	vasudhara
vasuMDarA	vasuṃdharā	vasuMDara	vasuṃdhara
vasudA	vasudā	vasuda	vasuda
vasudAmA	vasudāmā	vasudAma	vasudāma
vasudattA	vasudattā	vasudatta	vasudatta
vasudevA	vasudevā	vasudeva	vasudeva
vasudevatA	vasudevatā	vasudevata	vasudevata
vasusArA	vasusārā	vasusAra	vasusāra
vatsA	vatsā	vatsa	vatsa
vatsaSAlA	vatsaśālā	vatsaSAla	vatsaśāla
vatsamitrA	vatsamitrā	vatsamitra	vatsamitra
vawI	vaṭī	vawin	vaṭin
vawakA	vaṭakā	vawaka	vaṭaka
vawapattrA	vaṭapattrā	vawapattra	vaṭapattra
vawikA	vaṭikā	vawika	vaṭika
vayA	vayā	vaya	vaya
vayaHsTA	vayaḥsthā	vayaHsTa	vayaḥstha
vayasyA	vayasyā	vayasya	vayasya
vayunA	vayunā	vayuna	vayuna
vayunADA	vayunādhā	vayunADa	vayunādha
veDA	vedhā	veDa	vedha
veDamuKyA	vedhamukhyā	veDamuKya	vedhamukhya
veDinI	vedhinī	veDin	vedhin
veDyA	vedhyā	veDya	vedhya
veRA	veṇā	veRa	veṇa
veRI	veṇī	veRin	veṇin
veRikA	veṇikā	veRika	veṇika
veRinI	veṇinī	veRin	veṇin
veRukA	veṇukā	veRuka	veṇuka
veRukIyA	veṇukīyā	veRukIya	veṇukīya
veSAntA	veśāntā	veSAnta	veśānta
veSI	veśī	veSin	veśin
veSantA	veśantā	veSanta	veśanta
veSikA	veśikā	veSika	veśika
veSyA	veśyā	veSya	veśya
vedA	vedā	veda	veda
vedI	vedī	vedin	vedin
vedagarBA	vedagarbhā	vedagarBa	vedagarbha
vedakA	vedakā	vedaka	vedaka
vedanA	vedanā	vedana	vedana
vedikA	vedikā	vedika	vedika
vedinI	vedinī	vedin	vedin
vedyA	vedyā	vedya	vedya
vegavAhinI	vegavāhinī	vegavAhin	vegavāhin
veginI	veginī	vegin	vegin
vegitA	vegitā	vegita	vegita
velA	velā	vela	vela
venA	venā	vena	vena
veqA	veḍā	veqa	veḍa
vetA	vetā	veta	veta
vetAlA	vetālā	vetAla	vetāla
vetaRqA	vetaṇḍā	vetaRqa	vetaṇḍa
vetraDarA	vetradharā	vetraDara	vetradhara
vetrakIyA	vetrakīyā	vetrakIya	vetrakīya
vewA	veṭā	vewa	veṭa
vezaRA	veṣaṇā	vezaRa	veṣaṇa
vfSA	vṛśā	vfSa	vṛśa
vfScikA	vṛścikā	vfScika	vṛścika
vfdDA	vṛddhā	vfdDa	vṛddha
vfdDasenA	vṛddhasenā	vfdDasena	vṛddhasena
vfjinA	vṛjinā	vfjina	vṛjina
vfkA	vṛkā	vfka	vṛka
vfkadevA	vṛkadevā	vfkadeva	vṛkadeva
vfkalA	vṛkalā	vfkala	vṛkala
vfkkA	vṛkkā	vfkka	vṛkka
vfkzacCAyA	vṛkṣacchāyā	vfkzacCAya	vṛkṣacchāya
vfndA	vṛndā	vfnda	vṛnda
vfntA	vṛntā	vfnta	vṛnta
vftrahatyA	vṛtrahatyā	vftrahatya	vṛtrahatya
vfttA	vṛttā	vftta	vṛtta
vfttaPalA	vṛttaphalā	vfttaPala	vṛttaphala
vfttabIjA	vṛttabījā	vfttabIja	vṛttabīja
vfzA	vṛṣā	vfza	vṛṣa
vfzI	vṛṣī	vfzin	vṛṣin
vfzaBA	vṛṣabhā	vfzaBa	vṛṣabha
vfzaBazoqaSA	vṛṣabhaṣoḍaśā	vfzaBazoqaSa	vṛṣabhaṣoḍaśa
vfzaDvajA	vṛṣadhvajā	vfzaDvaja	vṛṣadhvaja
vfzadevA	vṛṣadevā	vfzadeva	vṛṣadeva
vfzyA	vṛṣyā	vfzya	vṛṣya
viBAsA	vibhāsā	viBAsa	vibhāsa
viBAvanA	vibhāvanā	viBAvana	vibhāvana
viBIzaRA	vibhīṣaṇā	viBIzaRa	vibhīṣaṇa
viBidA	vibhidā	viBida	vibhida
viBramA	vibhramā	viBrama	vibhrama
viDA	vidhā	viDa	vidha
viDamA	vidhamā	viDama	vidhama
viDavA	vidhavā	viDava	vidhava
viDurA	vidhurā	viDura	vidhura
viDvaMsinI	vidhvaṃsinī	viDvaMsin	vidhvaṃsin
viGawwanA	vighaṭṭanā	viGawwana	vighaṭṭana
viSAKA	viśākhā	viSAKa	viśākha
viSAlA	viśālā	viSAla	viśāla
viSAlikA	viśālikā	viSAlika	viśālika
viSAradA	viśāradā	viSArada	viśārada
viSaNkA	viśaṅkā	viSaNka	viśaṅka
viSalA	viśalā	viSala	viśala
viSalyA	viśalyā	viSalya	viśalya
viSiKA	viśikhā	viSiKa	viśikha
viSoDinI	viśodhinī	viSoDin	viśodhin
viSokA	viśokā	viSoka	viśoka
viSvA	viśvā	viSva	viśva
viSvAmitrA	viśvāmitrā	viSvAmitra	viśvāmitra
viSvaDA	viśvadhā	viSvaDa	viśvadha
viSvaDenA	viśvadhenā	viSvaDena	viśvadhena
viSvaTA	viśvathā	viSvaTa	viśvatha
viSvadevA	viśvadevā	viSvadeva	viśvadeva
viSvaganDA	viśvagandhā	viSvaganDa	viśvagandha
viSvahA	viśvahā	viSvaha	viśvaha
viSvakAyA	viśvakāyā	viSvakAya	viśvakāya
viSvamBarA	viśvambharā	viSvamBara	viśvambhara
viSvapUjitA	viśvapūjitā	viSvapUjita	viśvapūjita
viSvarUpA	viśvarūpā	viSvarUpa	viśvarūpa
viSvarUpI	viśvarūpī	viSvarUpin	viśvarūpin
viSvasahA	viśvasahā	viSvasaha	viśvasaha
viSvastA	viśvastā	viSvasta	viśvasta
viSvavArA	viśvavārā	viSvavAra	viśvavāra
viSveSA	viśveśā	viSveSa	viśveśa
viSvedevA	viśvedevā	viSvedeva	viśvedeva
vibADA	vibādhā	vibADa	vibādha
vicAraRA	vicāraṇā	vicAraRa	vicāraṇa
vicCedanA	vicchedanā	vicCedana	vicchedana
vicakzaRA	vicakṣaṇā	vicakzaRa	vicakṣaṇa
vicezwA	viceṣṭā	vicezwa	viceṣṭa
vicitrA	vicitrā	vicitra	vicitra
vidA	vidā	vida	vida
vidArI	vidārī	vidArin	vidārin
vidagDA	vidagdhā	vidagDa	vidagdha
vidalA	vidalā	vidala	vidala
vidarBA	vidarbhā	vidarBa	vidarbha
videhA	videhā	videha	videha
viditA	viditā	vidita	vidita
vidrA	vidrā	vidra	vidra
vidrutA	vidrutā	vidruta	vidruta
vidulA	vidulā	vidula	vidula
vidyA	vidyā	vidya	vidya
vidyopArjanA	vidyopārjanā	vidyopArjana	vidyopārjana
vidyotA	vidyotā	vidyota	vidyota
vidyuddyotA	vidyuddyotā	vidyuddyota	vidyuddyota
vidyujjihvA	vidyujjihvā	vidyujjihva	vidyujjihva
vidyujjvAlA	vidyujjvālā	vidyujjvAla	vidyujjvāla
vidyullocanA	vidyullocanā	vidyullocana	vidyullocana
vidyunmAlA	vidyunmālā	vidyunmAla	vidyunmāla
vidyutpraBA	vidyutprabhā	vidyutpraBa	vidyutprabha
vidyutpuYjA	vidyutpuñjā	vidyutpuYja	vidyutpuñja
vigarhA	vigarhā	vigarha	vigarha
vigatA	vigatā	vigata	vigata
vihA	vihā	viha	viha
vihaMgamA	vihaṃgamā	vihaMgama	vihaṃgama
vihavyA	vihavyā	vihavya	vihavya
vijAtA	vijātā	vijAta	vijāta
vijYA	vijñā	vijYa	vijña
vijarA	vijarā	vijara	vijara
vijayA	vijayā	vijaya	vijaya
vijayasenA	vijayasenā	vijayasena	vijayasena
vijfmBA	vijṛmbhā	vijfmBa	vijṛmbha
vijigIzA	vijigīṣā	vijigIza	vijigīṣa
vijitvarA	vijitvarā	vijitvara	vijitvara
vijjA	vijjā	vijja	vijja
vijjalA	vijjalā	vijjala	vijjala
vikANkzA	vikāṅkṣā	vikANkza	vikāṅkṣa
vikASinI	vikāśinī	vikASin	vikāśin
vikAritA	vikāritā	vikArita	vikārita
vikAsitA	vikāsitā	vikAsita	vikāsita
vikaNkatA	vikaṅkatā	vikaNkata	vikaṅkata
vikacA	vikacā	vikaca	vikaca
vikalA	vikalā	vikala	vikala
vikarAlA	vikarālā	vikarAla	vikarāla
vikarRI	vikarṇī	vikarRin	vikarṇin
vikarRikA	vikarṇikā	vikarRika	vikarṇika
vikasA	vikasā	vikasa	vikasa
vikawA	vikaṭā	vikawa	vikaṭa
vikftA	vikṛtā	vikfta	vikṛta
vikfzwA	vikṛṣṭā	vikfzwa	vikṛṣṭa
vikrAntA	vikrāntā	vikrAnta	vikrānta
vikrIqA	vikrīḍā	vikrIqa	vikrīḍa
vikuRWanA	vikuṇṭhanā	vikuRWana	vikuṇṭhana
vilAsinI	vilāsinī	vilAsin	vilāsin
vilAtA	vilātā	vilAta	vilāta
vilaNGanA	vilaṅghanā	vilaNGana	vilaṅghana
vilambanA	vilambanā	vilambana	vilambana
vilambitA	vilambitā	vilambita	vilambita
vileKA	vilekhā	vileKa	vilekha
vilepI	vilepī	vilepin	vilepin
vilepanI	vilepanī	vilepanin	vilepanin
viliptA	viliptā	vilipta	vilipta
vilohitA	vilohitā	vilohita	vilohita
vimalA	vimalā	vimala	vimala
vimaladattA	vimaladattā	vimaladatta	vimaladatta
vimalapraBA	vimalaprabhā	vimalapraBa	vimalaprabha
vimuKI	vimukhī	vimuKin	vimukhin
vimuKitA	vimukhitā	vimuKita	vimukhita
vinAsikA	vināsikā	vinAsika	vināsika
vinDyA	vindhyā	vinDya	vindhya
vinDyavAsinI	vindhyavāsinī	vinDyavAsin	vindhyavāsin
vinadA	vinadā	vinada	vinada
vinadI	vinadī	vinadin	vinadin
vinatA	vinatā	vinata	vinata
vinayA	vinayā	vinaya	vinaya
vinindA	vinindā	vininda	vininda
vinnA	vinnā	vinna	vinna
vipA	vipā	vipa	vipa
vipASA	vipāśā	vipASa	vipāśa
vipAWA	vipāṭhā	vipAWa	vipāṭha
vipApA	vipāpā	vipApa	vipāpa
vipaYcikA	vipañcikā	vipaYcika	vipañcika
viparItA	viparītā	viparIta	viparīta
viprA	viprā	vipra	vipra
vipraSnikA	vipraśnikā	vipraSnika	vipraśnika
vipralabDA	vipralabdhā	vipralabDa	vipralabdha
vipulA	vipulā	vipula	vipula
virADanA	virādhanā	virADana	virādhana
virAwajA	virāṭajā	virAwaja	virāṭaja
virUpA	virūpā	virUpa	virūpa
viraTyA	virathyā	viraTya	virathya
viracitA	viracitā	viracita	viracita
virajA	virajā	viraja	viraja
viroDI	virodhī	viroDin	virodhin
viroDinI	virodhinī	viroDin	virodhin
viroDitA	virodhitā	viroDita	virodhita
virocanA	virocanā	virocana	virocana
visArI	visārī	visArin	visārin
visAritA	visāritā	visArita	visārita
visPuliNgA	visphuliṅgā	visPuliNga	visphuliṅga
visUritA	visūritā	visUrita	visūrita
visaMvAditA	visaṃvāditā	visaMvAdita	visaṃvādita
visrA	visrā	visra	visra
visraganDA	visragandhā	visraganDa	visragandha
vistarA	vistarā	vistara	vistara
vitAnA	vitānā	vitAna	vitāna
vitaRqA	vitaṇḍā	vitaRqa	vitaṇḍa
vitastA	vitastā	vitasta	vitasta
vitfzRA	vitṛṣṇā	vitfzRa	vitṛṣṇa
vittA	vittā	vitta	vitta
vittadA	vittadā	vittada	vittada
vitunnA	vitunnā	vitunna	vitunna
vivA	vivā	viva	viva
vivakzitA	vivakṣitā	vivakzita	vivakṣita
vivatsA	vivatsā	vivatsa	vivatsa
vivfktA	vivṛktā	vivfkta	vivṛkta
vivftA	vivṛtā	vivfta	vivṛta
vivfttA	vivṛttā	vivftta	vivṛtta
viwakA	viṭakā	viwaka	viṭaka
viyoginI	viyoginī	viyogin	viyogin
viyutA	viyutā	viyuta	viyuta
vizA	viṣā	viza	viṣa
vizARI	viṣāṇī	vizARin	viṣāṇin
vizARakA	viṣāṇakā	vizARaka	viṣāṇaka
vizAditA	viṣāditā	vizAdita	viṣādita
vizApahA	viṣāpahā	vizApaha	viṣāpaha
vizApavAdinI	viṣāpavādinī	vizApavAdin	viṣāpavādin
vizAsyA	viṣāsyā	vizAsya	viṣāsya
vizRudEvatyA	viṣṇudaivatyā	vizRudEvatya	viṣṇudaivatya
vizRukrAntA	viṣṇukrāntā	vizRukrAnta	viṣṇukrānta
vizRuvallaBA	viṣṇuvallabhā	vizRuvallaBa	viṣṇuvallabha
vizahA	viṣahā	vizaha	viṣaha
vizanASinI	viṣanāśinī	vizanASin	viṣanāśin
vizayI	viṣayī	vizayin	viṣayin
vizvaksenA	viṣvaksenā	vizvaksena	viṣvaksena
vizwA	viṣṭā	vizwa	viṣṭa
voQavyA	voḍhavyā	voQavya	voḍhavya
vrA	vrā	vra	vra
vrAtyA	vrātyā	vrAtya	vrātya
vrIqA	vrīḍā	vrIqa	vrīḍa
vraRahA	vraṇahā	vraRaha	vraṇaha
vrajANganA	vrajāṅganā	vrajANgana	vrajāṅgana
vrajyA	vrajyā	vrajya	vrajya
vratacaryA	vratacaryā	vratacarya	vratacarya
vratapAraRA	vratapāraṇā	vratapAraRa	vratapāraṇa
vratinI	vratinī	vratin	vratin
vyADA	vyādhā	vyADa	vyādha
vyADI	vyādhī	vyADin	vyādhin
