slp1	iast
BaradvAjaSikzA	bharadvājaśikṣā
BaradvAjasaMhitA	bharadvājasaṃhitā
BaratI	bharatī
BaratawIkA	bharataṭīkā
BarawakadvAtriMSikA	bharaṭakadvātriṃśikā
BarehanagarI	bharehanagarī
BarezujA	bhareṣujā
BargaSiKA	bhargaśikhā
BariRI	bhariṇī
BarmaRyA	bharmaṇyā
BartfGnI	bhartṛghnī
BartfcittA	bhartṛcittā
BartfdArikA	bhartṛdārikā
BartfdEvatA	bhartṛdaivatā
BartfdarSanakANkzA	bhartṛdarśanakāṅkṣā
BartfdevatA	bhartṛdevatā
BartfdfQavratA	bhartṛdṛḍhavratā
BartfmatI	bhartṛmatī
BartfmeRWatA	bhartṛmeṇṭhatā
BartfsAtkftA	bhartṛsātkṛtā
BartftA	bhartṛtā
BartfvallaBatA	bhartṛvallabhatā
BartfvatsalA	bhartṛvatsalā
BartfvratacAriRI	bhartṛvratacāriṇī
BartsapattrikA	bhartsapattrikā
BaruwA	bharuṭā
BasmI	bhasmī
BasmaSarkarA	bhasmaśarkarā
BasmaganDA	bhasmagandhā
BasmaganDikA	bhasmagandhikā
BasmaganDinI	bhasmagandhinī
BasmakOmudI	bhasmakaumudī
BasmalalAwikA	bhasmalalāṭikā
BasmarAjI	bhasmarājī
BasmarohA	bhasmarohā
BasmasA	bhasmasā
BasmatA	bhasmatā
BasmavAdAvalI	bhasmavādāvalī
BastrA	bhastrā
BastrAPalA	bhastrāphalā
BastrAkA	bhastrākā
BastrI	bhastrī
BastraPalA	bhastraphalā
BastrakA	bhastrakā
BavAnI	bhavānī
BavAnIsahasranAmabIjAkzarI	bhavānīsahasranāmabījākṣarī
BavAnandI	bhavānandī
BavAnandavyAKyA	bhavānandavyākhyā
BavAyanA	bhavāyanā
BavAyanI	bhavāyanī
BavadA	bhavadā
BavadBI	bhavadbhī
BavanASinI	bhavanāśinī
BavantI	bhavantī
BavatI	bhavatī
BavipulA	bhavipulā
BavitavyatA	bhavitavyatā
BavizyagaNgA	bhaviṣyagaṅgā
BavizyantI	bhaviṣyantī
BavizyattA	bhaviṣyattā
BavyatA	bhavyatā
BawIyadIpikA	bhaṭīyadīpikā
BawadIpikA	bhaṭadīpikā
BawaprakASikA	bhaṭaprakāśikā
BawkalA	bhaṭkalā
BawwArikA	bhaṭṭārikā
BawwadIpikA	bhaṭṭadīpikā
BawwakArikA	bhaṭṭakārikā
BawwiboDinI	bhaṭṭibodhinī
BawwicandrikA	bhaṭṭicandrikā
BawwinI	bhaṭṭinī
BayAnakatA	bhayānakatā
BayAnanA	bhayānanā
BayaMkarI	bhayaṃkarī
BazI	bhaṣī
BeRqI	bheṇḍī
BedaDikkArasatkriyA	bhedadhikkārasatkriyā
BedadIpikA	bhedadīpikā
BedanIyatA	bhedanīyatā
BedavAdividAriRI	bhedavādividāriṇī
BedaviBIzikA	bhedavibhīṣikā
BedikA	bhedikā
BekI	bhekī
BekaparRI	bhekaparṇī
BelUpurA	bhelūpurā
BeqI	bheḍī
BeqasaMhitA	bheḍasaṃhitā
BerI	bherī
BerIsvanamahAsvanA	bherīsvanamahāsvanā
BezajatA	bheṣajatā
BfNgAlI	bhṛṅgālī
BfNgAnandA	bhṛṅgānandā
BfNgArI	bhṛṅgārī
BfNgArikA	bhṛṅgārikā
BfNgAvalI	bhṛṅgāvalī
BfNgamArI	bhṛṅgamārī
BfNgamUlikA	bhṛṅgamūlikā
BfNgaparRikA	bhṛṅgaparṇikā
BfNgapriyA	bhṛṅgapriyā
BfNgeSasaMhitA	bhṛṅgeśasaṃhitā
BfNgezwA	bhṛṅgeṣṭā
BfNgiRI	bhṛṅgiṇī
BfRwikA	bhṛṇṭikā
BfSapattrikA	bhṛśapattrikā
BfSatA	bhṛśatā
BfSavedanA	bhṛśavedanā
BfguBavA	bhṛgubhavā
BfgugItA	bhṛgugītā
BfguharItakI	bhṛguharītakī
BfgusaMhitA	bhṛgusaṃhitā
BfguvallI	bhṛguvallī
BfgvaNgirasikA	bhṛgvaṅgirasikā
BfkuwI	bhṛkuṭī
BftikA	bhṛtikā
BftyatA	bhṛtyatā
BfzwI	bhṛṣṭī
BiScA	bhiścā
BidA	bhidā
BikzA	bhikṣā
BikzAkI	bhikṣākī
BikzuRI	bhikṣuṇī
BikzucaryA	bhikṣucaryā
BikzukI	bhikṣukī
BikzukasatI	bhikṣukasatī
BikzusaMGAwI	bhikṣusaṃghāṭī
BillaBUzaRA	bhillabhūṣaṇā
BillagavI	bhillagavī
BindDilavaRA	bhinddhilavaṇā
BinnAYjanavarRatA	bhinnāñjanavarṇatā
BinnArTatA	bhinnārthatā
BinnadalA	bhinnadalā
BinnagAtrikA	bhinnagātrikā
BinnakI	bhinnakī
BinnavfttitA	bhinnavṛttitā
BinnayojanI	bhinnayojanī
BiriRwikA	bhiriṇṭikā
BissA	bhissā
BissawA	bhissaṭā
BissiwA	bhissiṭā
BiyA	bhiyā
BizagBadrA	bhiṣagbhadrā
BizagvatI	bhiṣagvatī
BizakpriyA	bhiṣakpriyā
BizmA	bhiṣmā
BizmikA	bhiṣmikā
BizmiwA	bhiṣmiṭā
BizmizwA	bhiṣmiṣṭā
BoMsalavaMSAvalI	bhoṃsalavaṃśāvalī
BogAvalI	bhogāvalī
BogaMkarA	bhogaṃkarā
BogadA	bhogadā
BogadattA	bhogadattā
BogakArikA	bhogakārikā
BogamAlinI	bhogamālinī
BogapiSAcikA	bhogapiśācikā
BogatfzRA	bhogatṛṣṇā
BogavatI	bhogavatī
BogiganDikA	bhogigandhikā
BogyatA	bhogyatā
BojAntA	bhojāntā
BojakanyA	bhojakanyā
BojanakastUrI	bhojanakastūrī
BojanavelA	bhojanavelā
BojapurI	bhojapurī
BojaputrI	bhojaputrī
BojayitvA	bhojayitvā
BojyatA	bhojyatā
BomIrA	bhomīrā
BowIyakoSI	bhoṭīyakośī
BrAdinI	bhrādinī
BrAjizRutA	bhrājiṣṇutā
BrAmaRI	bhrāmaṇī
BrAtfBAryA	bhrātṛbhāryā
BrAtfBaginI	bhrātṛbhaginī
BrAtfdvitIyA	bhrātṛdvitīyā
BrAtfhatyA	bhrātṛhatyā
BrAtfjAyA	bhrātṛjāyā
BrAtfpatnI	bhrātṛpatnī
BrAtfvyaGnI	bhrātṛvyaghnī
BrI	bhrī
BrURahatyA	bhrūṇahatyā
BrUkuwI	bhrūkuṭī
BrUkuwIracanA	bhrūkuṭīracanā
BrUlatA	bhrūlatā
BrUvikriyA	bhrūvikriyā
BrakuwI	bhrakuṭī
BramaRI	bhramaṇī
BramakuwI	bhramakuṭī
BramarI	bhramarī
BramarabADA	bhramarabādhā
BramaracCallI	bhramaracchallī
BramaragItawIkA	bhramaragītaṭīkā
BramaramArI	bhramaramārī
BramarasadfSakeSatA	bhramarasadṛśakeśatā
BramarikA	bhramarikā
BramarotsavA	bhramarotsavā
BrastA	bhrastā
BrazwaSrI	bhraṣṭaśrī
BrukuwI	bhrukuṭī
BuSuRqI	bhuśuṇḍī
BujAlatA	bhujālatā
BujaMgAkzI	bhujaṃgākṣī
BujaMgI	bhujaṃgī
BujaMgaGAtinI	bhujaṃgaghātinī
BujaMgadamanI	bhujaṃgadamanī
BujaMgajihvA	bhujaṃgajihvā
BujaMgakanyA	bhujaṃgakanyā
BujaMgalatA	bhujaṃgalatā
BujaMgaparRinI	bhujaṃgaparṇinī
BujaMgasaMgatA	bhujaṃgasaṃgatā
BujaMgikA	bhujaṃgikā
BujacCAyA	bhujacchāyā
BujagAtmajA	bhujagātmajā
BujagI	bhujagī
BujagalatA	bhujagalatā
BujajyA	bhujajyā
BujalatA	bhujalatā
BujizyatA	bhujiṣyatā
BuktimatI	bhuktimatī
BuktisaptaSatI	bhuktisaptaśatī
BuktvA	bhuktvā
BurBurI	bhurbhurī
BurBurikA	bhurbhurikā
BuvanadIpikA	bhuvanadīpikā
BuvanamatI	bhuvanamatī
BuvanapAvanI	bhuvanapāvanī
BuvanapradIpikA	bhuvanapradīpikā
BuvaneSAnI	bhuvaneśānī
BuvaneSI	bhuvaneśī
BuvaneSvarI	bhuvaneśvarī
BuvanezWA	bhuvaneṣṭhā
CACikA	chāchikā
CAgI	chāgī
CAgalAntrikA	chāgalāntrikā
CAgikA	chāgikā
CAndasatA	chāndasatā
CAttratA	chāttratā
CAwA	chāṭā
CAyAsaMjYA	chāyāsaṃjñā
CAyAtoqI	chāyātoḍī
CUrI	chūrī
CUrikA	chūrikā
CUrikApattrI	chūrikāpattrī
CacCikA	chacchikā
CadmikA	chadmikā
CagalANGrI	chagalāṅghrī
CagalARqI	chagalāṇḍī
CagalAntrikA	chagalāntrikā
CagalikA	chagalikā
CalatA	chalatā
CallI	challī
CandaHkalpalatA	chandaḥkalpalatā
CandasikA	chandasikā
CandoBAzA	chandobhāṣā
CandodIpikA	chandodīpikā
CandodevI	chandodevī
CandogaSAKA	chandogaśākhā
CandomAlA	chandomālā
CandomaYjarI	chandomañjarī
CandovatI	chandovatī
CaqI	chaḍī
CaqqalikA	chaḍḍalikā
CardApanIkA	chardāpanīkā
CardikA	chardikā
CardizpA	chardiṣpā
CardyAyanI	chardyāyanī
CardyAyanikA	chardyāyanikā
CattrAkI	chattrākī
CattragrAhiRI	chattragrāhiṇī
CattramuKA	chattramukhā
CattravatI	chattravatī
CavI	chavī
CawA	chaṭā
CawABA	chaṭābhā
CelikA	chelikā
CemuRqA	chemuṇḍā
CidrapippalI	chidrapippalī
CidratA	chidratā
CidravEdehI	chidravaidehī
CikkA	chikkā
CikkanI	chikkanī
CinnagranTinikA	chinnagranthinikā
CinnamastA	chinnamastā
CinnamastakA	chinnamastakā
CinnapattrI	chinnapattrī
CinnavezikA	chinnaveṣikā
CinnodBavA	chinnodbhavā
CippikA	chippikā
CowikA	choṭikā
CucCundarI	chucchundarī
CurA	churā
CurI	churī
CurikA	churikā
DARikA	dhāṇikā
DARikI	dhāṇikī
DAmaDA	dhāmadhā
DAmanI	dhāmanī
DAmanikA	dhāmanikā
DAnAPalavratakaTA	dhānāphalavratakathā
DAnDA	dhāndhā
DAnaSrI	dhānaśrī
DAnasI	dhānasī
DAnikA	dhānikā
DAnuzkatA	dhānuṣkatā
DAnyatA	dhānyatā
DArAsnuhI	dhārāsnuhī
DArAvatI	dhārāvatī
DAraRI	dhāraṇī
DAraRamAtfkA	dhāraṇamātṛkā
DArayitrI	dhārayitrī
DArayizRutA	dhārayiṣṇutā
DAriRI	dhāriṇī
DArikA	dhārikā
DArmikatA	dhārmikatā
DArtarAjYI	dhārtarājñī
DArtarAzwrapadI	dhārtarāṣṭrapadī
DArteyI	dhārteyī
DAtakI	dhātakī
DAtfkA	dhātṛkā
DAtfpuzpI	dhātṛpuṣpī
DAtfpuzpikA	dhātṛpuṣpikā
DAtrI	dhātrī
DAtrISvarI	dhātrīśvarī
DAtreyI	dhātreyī
DAtreyikA	dhātreyikā
DAtrikA	dhātrikā
DAtuGozA	dhātughoṣā
DAtucandrikA	dhātucandrikā
DAtudIpikA	dhātudīpikā
DAtukaTA	dhātukathā
DAtukramamAlA	dhātukramamālā
DAtukriyA	dhātukriyā
DAtumAlA	dhātumālā
DAtumAriRI	dhātumāriṇī
DAtumaYjarI	dhātumañjarī
DAtumattA	dhātumattā
DAtupUjA	dhātupūjā
DAtuparyAyadIpikA	dhātuparyāyadīpikā
DAtuparyAyamaYjUzA	dhātuparyāyamañjūṣā
DAtupradIpikA	dhātupradīpikā
DAtupratyayapaYjikA	dhātupratyayapañjikā
DAtupriyA	dhātupriyā
DAtupuzpI	dhātupuṣpī
DAtupuzpikA	dhātupuṣpikā
DAturUpAvalI	dhāturūpāvalī
DAturatnAvalI	dhāturatnāvalī
DAturatnamAlA	dhāturatnamālā
DAturatnamaYjarI	dhāturatnamañjarī
DAtutaraMgiRI	dhātutaraṃgiṇī
DAvanI	dhāvanī
DAvanikA	dhāvanikā
DAwI	dhāṭī
DEryapAramitA	dhairyapāramitā
DEryatA	dhairyatā
DI	dhī
DISoDinI	dhīśodhinī
DIdA	dhīdā
DIharA	dhīharā
DIkowI	dhīkoṭī
DIlawI	dhīlaṭī
DIrADIrA	dhīrādhīrā
DIrAvI	dhīrāvī
DIrapattrI	dhīrapattrī
DIraraYjanikA	dhīrarañjanikā
DIratA	dhīratā
DItIkA	dhītīkā
DIvarI	dhīvarī
DOmyaSikzA	dhaumyaśikṣā
DOtAYjalI	dhautāñjalī
DOtAYjanI	dhautāñjanī
DOtI	dhautī
DOtaKaRqI	dhautakhaṇḍī
DOtabalI	dhautabalī
DOtarI	dhautarī
DUlikA	dhūlikā
DUlipuzpikA	dhūlipuṣpikā
DUmAvatI	dhūmāvatī
DUmAvatIdIpadAnapUjA	dhūmāvatīdīpadānapūjā
DUmIkA	dhūmīkā
DUmaSiKA	dhūmaśikhā
DUmakapuzpA	dhūmakapuṣpā
DUmaleKA	dhūmalekhā
DUmamahizI	dhūmamahiṣī
DUmapraBA	dhūmaprabhā
DUmarI	dhūmarī
DUmasI	dhūmasī
DUmatA	dhūmatā
DUmikA	dhūmikā
DUmorRA	dhūmorṇā
DUmrAhvA	dhūmrāhvā
DUmraDI	dhūmradhī
DUmramUlikA	dhūmramūlikā
DUmrapattrA	dhūmrapattrā
DUmravfttaPalA	dhūmravṛttaphalā
DUmravidyA	dhūmravidyā
DUmrikA	dhūmrikā
DUmrorRA	dhūmrorṇā
DUmyA	dhūmyā
DUrtamAnuzA	dhūrtamānuṣā
DUrtaracanA	dhūrtaracanā
DUrtatA	dhūrtatā
DUrvA	dhūrvā
DUrvI	dhūrvī
DUsarI	dhūsarī
DUsaracCadA	dhūsaracchadā
DUsarapattrikA	dhūsarapattrikā
DamanI	dhamanī
DammikA	dhammikā
DanAQyatA	dhanāḍhyatā
DanASA	dhanāśā
DanASrI	dhanāśrī
DanIkA	dhanīkā
DanaDAnI	dhanadhānī
DanaMdadA	dhanaṃdadā
DanaMjayanAmamAlA	dhanaṃjayanāmamālā
DanaSrI	dhanaśrī
DanadAkzI	dhanadākṣī
DanaguptatA	dhanaguptatā
DanahInatA	dhanahīnatā
DanakrItA	dhanakrītā
DanakrItI	dhanakrītī
DanamUlyatA	dhanamūlyatā
DanapiSAcI	dhanapiśācī
DanapiSAcikA	dhanapiśācikā
DanasA	dhanasā
DanatfzRA	dhanatṛṣṇā
DanavatI	dhanavatī
DaneSvarI	dhaneśvarī
DanecCA	dhanecchā
DanikatA	dhanikatā
DanuHSAKA	dhanuḥśākhā
DanuHSAlA	dhanuḥśālā
DanuHSreRI	dhanuḥśreṇī
DanuSreRI	dhanuśreṇī
DanuhastA	dhanuhastā
DanuketakI	dhanuketakī
DanurArtnI	dhanurārtnī
DanurjyA	dhanurjyā
DanurlatA	dhanurlatā
DanurmAlA	dhanurmālā
DanurvidyA	dhanurvidyā
DanurvidyAdIpikA	dhanurvidyādīpikā
DanuryogyA	dhanuryogyā
DanuzKAtA	dhanuṣkhātā
DanuzkarI	dhanuṣkarī
DanuzkowI	dhanuṣkoṭī
DanuzmatI	dhanuṣmatī
DanuzmattA	dhanuṣmattā
DanvantarigrastA	dhanvantarigrastā
DanyASI	dhanyāśī
DanyatA	dhanyatā
DarADArA	dharādhārā
DaraRI	dharaṇī
DaraRItalaSrI	dharaṇītalaśrī
DaraRapriyA	dharaṇapriyā
DaritrI	dharitrī
DarmABizekakriyA	dharmābhiṣekakriyā
DarmADarmaparIkzA	dharmādharmaparīkṣā
DarmADarmapraboDinI	dharmādharmaprabodhinī
DarmADarmavyavasTA	dharmādharmavyavasthā
DarmArTapratibadDatA	dharmārthapratibaddhatā
DarmAtmatA	dharmātmatā
DarmaBaginI	dharmabhaginī
DarmaDAtrI	dharmadhātrī
DarmaDAtuparirakziRI	dharmadhātuparirakṣiṇī
DarmaGawavratakaTA	dharmaghaṭavratakathā
DarmaSAlA	dharmaśālā
DarmaSAstradIpikA	dharmaśāstradīpikā
DarmaSAstrakArikA	dharmaśāstrakārikā
DarmacAriRI	dharmacāriṇī
DarmacaryA	dharmacaryā
DarmacintA	dharmacintā
DarmadIpikA	dharmadīpikā
DarmadakziRA	dharmadakṣiṇā
DarmadeSanA	dharmadeśanā
DarmadinnA	dharmadinnā
DarmadogDrI	dharmadogdhrī
DarmadravI	dharmadravī
DarmaduGA	dharmadughā
DarmajijYAsA	dharmajijñāsā
DarmakANkziRI	dharmakāṅkṣiṇī
DarmakaTA	dharmakathā
DarmakoSavyAKyA	dharmakośavyākhyā
DarmakriyA	dharmakriyā
DarmamImAMsA	dharmamīmāṃsā
DarmamImAMsApariBAzA	dharmamīmāṃsāparibhāṣā
DarmanASA	dharmanāśā
DarmapIqA	dharmapīḍā
DarmapaYcaviMSatikA	dharmapañcaviṃśatikā
DarmaparIkzA	dharmaparīkṣā
DarmapatnI	dharmapatnī
DarmapraSnavyAKyA	dharmapraśnavyākhyā
DarmarAjatA	dharmarājatā
DarmarAjikA	dharmarājikā
DarmarAtrI	dharmarātrī
DarmarakzitA	dharmarakṣitā
DarmaratnamaYjUzA	dharmaratnamañjūṣā
DarmasTititA	dharmasthititā
DarmasUtravyAKyA	dharmasūtravyākhyā
DarmasaBA	dharmasabhā
DarmasaMhitA	dharmasaṃhitā
DarmasaMjYatA	dharmasaṃjñatā
DarmasaMkaTA	dharmasaṃkathā
DarmasampradAyadIpikA	dharmasampradāyadīpikā
DarmasuboDinI	dharmasubodhinī
DarmatA	dharmatā
DarmatayA	dharmatayā
DarmavahikA	dharmavahikā
DarmavatI	dharmavatī
DarmavidyA	dharmavidyā
DarmavyavasTA	dharmavyavasthā
DarmiRI	dharmiṇī
DarmitA	dharmitā
DarmizWatA	dharmiṣṭhatā
DarmolkA	dharmolkā
DarmopadeSanA	dharmopadeśanā
DarmopamA	dharmopamā
DarmottamA	dharmottamā
DaruRI	dharuṇī
DarzaRI	dharṣaṇī
DarzakAriRI	dharṣakāriṇī
DarziRI	dharṣiṇī
DavalI	dhavalī
DavalamfttikA	dhavalamṛttikā
DavalatA	dhavalatā
DavanI	dhavanī
DawikA	dhaṭikā
DayantikA	dhayantikā
DenI	dhenī
DenikA	dhenikā
DenuBavyA	dhenubhavyā
DenumBavyA	dhenumbhavyā
DenumakzikA	dhenumakṣikā
DenumatI	dhenumatī
DenuzwarI	dhenuṣṭarī
DenuzyA	dhenuṣyā
DftaSrI	dhṛtaśrī
DftadevA	dhṛtadevā
DftadevI	dhṛtadevī
DftagarBA	dhṛtagarbhā
DftamatI	dhṛtamatī
DftarAzwrI	dhṛtarāṣṭrī
DftavatI	dhṛtavatī
DftimatI	dhṛtimatī
DftimattA	dhṛtimattā
DftvA	dhṛtvā
DftvarI	dhṛtvarī
DfzRuyA	dhṛṣṇuyā
DfzatA	dhṛṣatā
DfzwaDI	dhṛṣṭadhī
DfzwakakaTA	dhṛṣṭakakathā
DfzwatA	dhṛṣṭatā
DikkriyA	dhikkriyā
DiyaMDA	dhiyaṃdhā
DoraRI	dhoraṇī
DrAkzA	dhrākṣā
DrOvapadawIkA	dhrauvapadaṭīkā
DrURA	dhrūṇā
DruvAnandamatavyAKyA	dhruvānandamatavyākhyā
DruvadevI	dhruvadevī
DruvanaqI	dhruvanaḍī
DruvaratnA	dhruvaratnā
DruvasTAlI	dhruvasthālī
DruvatArA	dhruvatārā
DuNkzA	dhuṅkṣā
DuSulyA	dhuśulyā
DukkA	dhukkā
DunDurI	dhundhurī
DunI	dhunī
DurikA	dhurikā
DuryatA	dhuryatā
DvANkzAdanI	dhvāṅkṣādanī
DvANkzI	dhvāṅkṣī
DvANkzadantI	dhvāṅkṣadantī
DvANkzajaNGA	dhvāṅkṣajaṅghā
DvANkzamAcI	dhvāṅkṣamācī
DvANkzanASanI	dhvāṅkṣanāśanī
DvANkzanAmnI	dhvāṅkṣanāmnī
DvANkzanAsA	dhvāṅkṣanāsā
DvANkzanAsikA	dhvāṅkṣanāsikā
DvANkzanaKI	dhvāṅkṣanakhī
DvANkzatuRqA	dhvāṅkṣatuṇḍā
DvANkzatuRqI	dhvāṅkṣatuṇḍī
DvANkzavallI	dhvāṅkṣavallī
DvANkzikA	dhvāṅkṣikā
DvANkzolI	dhvāṅkṣolī
DvANkzolikA	dhvāṅkṣolikā
DvAkzA	dhvākṣā
DvAntadIpikA	dhvāntadīpikā
DvajAgravatI	dhvajāgravatī
DvajanavamI	dhvajanavamī
DvajavatI	dhvajavatī
DvanigATApaYjikA	dhvanigāthāpañjikā
DvanimattA	dhvanimattā
DvaninAlA	dhvaninālā
DvarA	dhvarā
DvastaDI	dhvastadhī
DyA	dhyā
DyAnASrayawIkA	dhyānāśrayaṭīkā
DyAnAmbA	dhyānāmbā
DyAnaSIlA	dhyānaśīlā
DyAnadIpikA	dhyānadīpikā
DyAnamudrA	dhyānamudrā
DyAnapAramitA	dhyānapāramitā
DyAnataraMgawIkA	dhyānataraṃgaṭīkā
DyAnavallarI	dhyānavallarī
EBI	aibhī
EReyajaNGatA	aiṇeyajaṅghatā
ESAnI	aiśānī
ESvarI	aiśvarī
ESvaryakAdambinI	aiśvaryakādambinī
ElaDAnI	ailadhānī
EndavI	aindavī
EndrAyaRI	aindrāyaṇī
EndrI	aindrī
EndriyeDI	aindriyedhī
ErAvatI	airāvatī
EryApaTikI	airyāpathikī
GArI	ghārī
GArikA	ghārikā
GAtanI	ghātanī
GAwakarkarI	ghāṭakarkarī
GAwalikA	ghāṭalikā
GAwarI	ghāṭarī
GUrRikA	ghūrṇikā
GaRwAkarRI	ghaṇṭākarṇī
GaRwAmudrA	ghaṇṭāmudrā
GanAYjanI	ghanāñjanī
GanI	ghanī
GanaSfNgI	ghanaśṛṅgī
GanahastasaMKyA	ghanahastasaṃkhyā
GanajvAlA	ghanajvālā
GanapadavI	ghanapadavī
GanapriyA	ghanapriyā
GanarUpA	ghanarūpā
GanatA	ghanatā
GanavallI	ghanavallī
GanavallikA	ghanavallikā
GaneSvarI	ghaneśvarī
GarGarI	ghargharī
GarGarikA	ghargharikā
GarGurGA	gharghurghā
GaraRI	gharaṇī
GarawwikA	gharaṭṭikā
GariRI	ghariṇī
GarmAntakAmukI	gharmāntakāmukī
GarmUwI	gharmūṭī
GarmacarcikA	gharmacarcikā
GarmavicarcikA	gharmavicarcikā
GarmezwakA	gharmeṣṭakā
GarmyezWA	gharmyeṣṭhā
GarzaRI	gharṣaṇī
GawABiDA	ghaṭābhidhā
GawAhvayA	ghaṭāhvayā
GawAvasTA	ghaṭāvasthā
GawIkA	ghaṭīkā
GawIkArI	ghaṭīkārī
GawaGAtinI	ghaṭaghātinī
GawadAsI	ghaṭadāsī
GawoDnI	ghaṭodhnī
GawwI	ghaṭṭī
GawwagA	ghaṭṭagā
GeYculI	gheñculī
GeYculikA	gheñculikā
GftAcI	ghṛtācī
GftAcIgarBasamBavA	ghṛtācīgarbhasambhavā
GftaDArA	ghṛtadhārā
GftaSrI	ghṛtaśrī
GftacyutA	ghṛtacyutā
GftakulyA	ghṛtakulyā
GftakumArI	ghṛtakumārī
GftakumArikA	ghṛtakumārikā
GftaleKanI	ghṛtalekhanī
GftaleKinI	ghṛtalekhinī
GftamaRqalikA	ghṛtamaṇḍalikā
GftapAtrastanavatI	ghṛtapātrastanavatī
GftapadI	ghṛtapadī
GftaprI	ghṛtaprī
GftasTalA	ghṛtasthalā
GftasnA	ghṛtasnā
GftavatI	ghṛtavatī
GftayAjyA	ghṛtayājyā
GftelI	ghṛtelī
GftezwakA	ghṛteṣṭakā
GfzWilA	ghṛṣṭhilā
GnI	ghnī
GoRA	ghoṇā
GoRwA	ghoṇṭā
GoRwI	ghoṇṭī
GolI	gholī
GolikA	gholikā
GorI	ghorī
GoratA	ghoratā
GorikA	ghorikā
GowakamuKI	ghoṭakamukhī
GowikA	ghoṭikā
GozAdI	ghoṣādī
GozAtakI	ghoṣātakī
GozasTalI	ghoṣasthalī
GozavatI	ghoṣavatī
GozayAtrA	ghoṣayātrā
GoziRI	ghoṣiṇī
GrA	ghrā
GrARaduHKadA	ghrāṇaduḥkhadā
GuRapriyA	ghuṇapriyā
GuRavallaBA	ghuṇavallabhā
GumaGumA	ghumaghumā
GurGurI	ghurghurī
GurGuratA	ghurghuratā
GurGurikA	ghurghurikā
GuraGurA	ghuraghurā
GurikA	ghurikā
GuruGurA	ghurughurā
GuwI	ghuṭī
ISAnI	īśānī
ISAnadevI	īśānadevī
ISagItA	īśagītā
ISitA	īśitā
ISvarADInatA	īśvarādhīnatā
ISvaragItA	īśvaragītā
ISvarapUjA	īśvarapūjā
ISvarasevA	īśvarasevā
ISvaratA	īśvaratā
IdfSaBUtatA	īdṛśabhūtatā
IdfktA	īdṛktā
IlI	īlī
IlikA	īlikā
IlinI	īlinī
IpsA	īpsā
IqA	īḍā
IrAmA	īrāmā
IrtsA	īrtsā
IryatA	īryatā
IrzA	īrṣā
IzIkA	īṣīkā
IzadbIjA	īṣadbījā
IzikA	īṣikā
JAlA	jhālā
JAlarI	jhālarī
JAwAmalA	jhāṭāmalā
JAwIkA	jhāṭīkā
JAwikA	jhāṭikā
JIrikA	jhīrikā
JIrukA	jhīrukā
JaNkI	jhaṅkī
JaRqI	jhaṇḍī
JaRwI	jhaṇṭī
JaYJA	jhañjhā
JalA	jhalā
JalajJalA	jhalajjhalā
JalakkA	jhalakkā
JalarI	jhalarī
JallI	jhallī
JallIkA	jhallīkā
JallakI	jhallakī
JallanA	jhallanā
JallarI	jhallarī
JallikA	jhallikā
JarI	jharī
JarJarikA	jharjharikā
JarasI	jharasī
JaravAhalA	jharavāhalā
JazodarI	jhaṣodarī
JiNgI	jhiṅgī
JiNginI	jhiṅginī
JiRikA	jhiṇikā
JiRwI	jhiṇṭī
JiRwikA	jhiṇṭikā
JiYJI	jhiñjhī
JiYJirA	jhiñjhirā
JiYJirIwA	jhiñjhirīṭā
JiYJiriwA	jhiñjhiriṭā
JiYJirizwA	jhiñjhiriṣṭā
JijjI	jhijjī
JillarI	jhillarī
JirI	jhirī
JirIkA	jhirīkā
JirikA	jhirikā
JirukA	jhirukā
JumbarI	jhumbarī
KADUyA	khādhūyā
KARqavI	khāṇḍavī
KASmarI	khāśmarī
KAdatAcamatA	khādatācamatā
KAdatamodatA	khādatamodatā
KAdatavamatA	khādatavamatā
KAdikA	khādikā
KAdirI	khādirī
KAgikA	khāgikā
KApagA	khāpagā
KAqI	khāḍī
KArI	khārī
KArvA	khārvā
KAsatA	khāsatā
KAtikA	khātikā
KAwI	khāṭī
KAwikA	khāṭikā
KEmaKA	khaimakhā
KaRqAlI	khaṇḍālī
KaRqaDArA	khaṇḍadhārā
KaRqaKaRqA	khaṇḍakhaṇḍā
KaRqaSAKA	khaṇḍaśākhā
KaRqaSIlA	khaṇḍaśīlā
KaRqaSarkarA	khaṇḍaśarkarā
KaRqaSoyA	khaṇḍaśoyā
KaRqakaTA	khaṇḍakathā
KaRqamAtrA	khaṇḍamātrā
KaRqatA	khaṇḍatā
KaRvaKA	khaṇvakhā
KaYjanikA	khañjanikā
KaYjarIwI	khañjarīṭī
KaYjatA	khañjatā
KadA	khadā
KadUravAsinI	khadūravāsinī
KadikA	khadikā
KadirI	khadirī
KadirapattrI	khadirapattrī
KadirapattrikA	khadirapattrikā
KadiravatI	khadiravatī
KagaNgA	khagaṅgā
KagapatigamanA	khagapatigamanā
KagavatI	khagavatī
KagolavidyA	khagolavidyā
KajikA	khajikā
KakAminI	khakāminī
KalADArA	khalādhārā
KalUrI	khalūrī
KalUrikA	khalūrikā
KalatA	khalatā
KalatulaparRI	khalatulaparṇī
KaleDAnI	khaledhānī
KalekapotikA	khalekapotikā
KalevAlI	khalevālī
KallI	khallī
KallikA	khallikā
KalvakA	khalvakā
KalyakA	khalyakā
KamUlI	khamūlī
KamUlikA	khamūlikā
