slp1	iast
SUrpaparRI	śūrpaparṇī
SaMstA	śaṃstā
SaNKAhvA	śaṅkhāhvā
SaNKI	śaṅkhī
SaNKaDarA	śaṅkhadharā
SaNKacarI	śaṅkhacarī
SaNKacarccI	śaṅkhacarccī
SaNKadrAvI	śaṅkhadrāvī
SaNKanaKA	śaṅkhanakhā
SaNKapuzpI	śaṅkhapuṣpī
SaNKikA	śaṅkhikā
SaNKinI	śaṅkhinī
SaNkA	śaṅkā
SaNkarI	śaṅkarī
SaNkulA	śaṅkulā
SaRaGaRwikA	śaṇaghaṇṭikā
SaRaparRI	śaṇaparṇī
SaRapuzpI	śaṇapuṣpī
SaRapuzpikA	śaṇapuṣpikā
SaRikA	śaṇikā
SaRqatA	śaṇḍatā
SaSI	śaśī
SaSaSimbikA	śaśaśimbikā
SaSasTalI	śaśasthalī
SaSikalA	śaśikalā
SaSileKA	śaśilekhā
SaSipraBA	śaśiprabhā
SaSivAwikA	śaśivāṭikā
SaWAmbA	śaṭhāmbā
SaWatA	śaṭhatā
SabdaBedI	śabdabhedī
SabdaveDI	śabdavedhī
SacI	śacī
SakalI	śakalī
SakawAhvA	śakaṭāhvā
SakawahA	śakaṭahā
SakkarI	śakkarī
SakmA	śakmā
SakrARI	śakrāṇī
SakraBUBavA	śakrabhūbhavā
SakraSAKI	śakraśākhī
SakraSAlA	śakraśālā
SakramAtA	śakramātā
SakramAtfkA	śakramātṛkā
SakramUrdDA	śakramūrddhā
SakrapuzpI	śakrapuṣpī
SakrapuzpikA	śakrapuṣpikā
SakrasfzwA	śakrasṛṣṭā
SakrasuDA	śakrasudhā
SakravalI	śakravalī
SaktuPalA	śaktuphalā
SaktuPalI	śaktuphalī
SakulAdanI	śakulādanī
SakulAkzI	śakulākṣī
SakulI	śakulī
SakunI	śakunī
SakunajYA	śakunajñā
SakuniprapA	śakuniprapā
SakuntalA	śakuntalā
SakvA	śakvā
SakvarI	śakvarī
SalAkA	śalākā
SalI	śalī
SalalI	śalalī
SalkI	śalkī
SalkalI	śalkalī
SallakI	śallakī
SalmalI	śalmalī
SalpadA	śalpadā
SalpaparRikA	śalpaparṇikā
SamBalI	śambhalī
SamBupriyA	śambhupriyā
SamI	śamī
SamIpatrA	śamīpatrā
SamanI	śamanī
SamanasvasA	śamanasvasā
SambUkA	śambūkā
SambarI	śambarī
SampA	śampā
SamyA	śamyā
SanaparRI	śanaparṇī
SarAlI	śarālī
SarAlikA	śarālikā
SarAvatI	śarāvatī
SarI	śarī
SarIrI	śarīrī
SaraRA	śaraṇā
SaraRArTI	śaraṇārthī
SaraRI	śaraṇī
SaraRyA	śaraṇyā
SaradA	śaradā
SarajanmA	śarajanmā
SarapuNKA	śarapuṅkhā
SaratkAmI	śaratkāmī
SarimA	śarimā
SarkarA	śarkarā
SarkarApraBA	śarkarāprabhā
SarkarAsaptamI	śarkarāsaptamī
SarkarI	śarkarī
SarkarajA	śarkarajā
SarmmarA	śarmmarā
SarmmikA	śarmmikā
SarvvARI	śarvvāṇī
SarvvalA	śarvvalā
SarvvarI	śarvvarī
SaryyA	śaryyā
SaskulI	śaskulī
SastrI	śastrī
SastrahatacaturddaSI	śastrahatacaturddaśī
SastrajIvI	śastrajīvī
SasyaDvaMsI	śasyadhvaṃsī
SasyamaYjarI	śasyamañjarī
SatAhvA	śatāhvā
SatAkzI	śatākṣī
SatAruzI	śatāruṣī
SatAvarI	śatāvarī
SatAvarttI	śatāvarttī
SataBizA	śatabhiṣā
SataDA	śatadhā
SataDAmA	śatadhāmā
SataGnI	śataghnī
SatadantikA	śatadantikā
SatahnadA	śatahnadā
SatamUlA	śatamūlā
SatamUlI	śatamūlī
SatamUlikA	śatamūlikā
SatapAdikA	śatapādikā
SatapadI	śatapadī
SataparvvA	śataparvvā
SataparvvikA	śataparvvikā
SatapatrI	śatapatrī
SatapatrikA	śatapatrikā
SataprasUnA	śataprasūnā
SatapuzpA	śatapuṣpā
SatapuzpikA	śatapuṣpikā
SatarUpA	śatarūpā
SatatArA	śatatārā
SatavIryyA	śatavīryyā
SataveDI	śatavedhī
SatruGnajananI	śatrughnajananī
SatvarI	śatvarī
SavalA	śavalā
SavalI	śavalī
SawI	śaṭī
SayanEkAdaSI	śayanaikādaśī
SayyA	śayyā
SazkulI	śaṣkulī
SeKarI	śekharī
SePAlI	śephālī
SePAlikA	śephālikā
SemuzI	śemuṣī
SevAlI	śevālī
SevalinI	śevalinī
SezA	śeṣā
SfNKalA	śṛṅkhalā
SfNKalI	śṛṅkhalī
SfNgArI	śṛṅgārī
SfNgI	śṛṅgī
SfNgalA	śṛṅgalā
SfNgamohI	śṛṅgamohī
SfNgiRI	śṛṅgiṇī
SfNgikA	śṛṅgikā
SfgAlI	śṛgālī
SfgAlaGaRwI	śṛgālaghaṇṭī
SfgAlavinnA	śṛgālavinnā
SfgAlikA	śṛgālikā
SiKA	śikhā
SiKAvalA	śikhāvalā
SiKAvatI	śikhāvatī
SiKI	śikhī
SiKaRqI	śikhaṇḍī
SiKaRqinI	śikhaṇḍinī
SiKarA	śikharā
SiKarI	śikharī
SiKaravAsinI	śikharavāsinī
SiKariRI	śikhariṇī
SiKimodA	śikhimodā
SiKinI	śikhinī
SiMSapA	śiṃśapā
SiPA	śiphā
SiRqAkI	śiṇḍākī
SiSuganDA	śiśugandhā
SiSupAlahA	śiśupālahā
SiSutA	śiśutā
SiYjA	śiñjā
SiYjI	śiñjī
SiYjinI	śiñjinī
SikyA	śikyā
SilAYjanI	śilāñjanī
SilAkarRI	śilākarṇī
SilAramBA	śilārambhā
SilAtmikA	śilātmikā
SilAvalkA	śilāvalkā
SilI	śilī
SilInDrI	śilīndhrī
SilpI	śilpī
SilpaSAlA	śilpaśālā
SilpakArI	śilpakārī
SilpiSAlA	śilpiśālā
SilpikA	śilpikā
SilpinI	śilpinī
SimbA	śimbā
SimbI	śimbī
SimbikA	śimbikā
SimbiparRI	śimbiparṇī
SimbiparRikA	śimbiparṇikā
SimfqI	śimṛḍī
SinernaptA	śinernaptā
SiprA	śiprā
SirA	śirā
SirIzapatrikA	śirīṣapatrikā
SiraHkapAlI	śiraḥkapālī
SiroDarA	śirodharā
SiromarmmA	śiromarmmā
SirorujA	śirorujā
SirovallI	śirovallī
SivA	śivā
SivAPalA	śivāphalā
SivAhvA	śivāhvā
SivAnI	śivānī
SivAwikA	śivāṭikā
SivacaturdaSI	śivacaturdaśī
SivadUtI	śivadūtī
SivadUtikA	śivadūtikā
SivadvizwA	śivadviṣṭā
SivajYA	śivajñā
SivakAYcI	śivakāñcī
SivamallI	śivamallī
SivamallikA	śivamallikā
SivapriyA	śivapriyā
SivapurI	śivapurī
SivasundarI	śivasundarī
SivavallI	śivavallī
SivavallaBA	śivavallabhā
SivavallikA	śivavallikā
SivezwA	śiveṣṭā
SivikA	śivikā
SlezmA	śleṣmā
SlezmaGnA	śleṣmaghnā
SmaSAnAlayavAsinI	śmaśānālayavāsinī
SmaSAnakAlI	śmaśānakālī
SmaSAnavAsI	śmaśānavāsī
SmaSAnavAsinI	śmaśānavāsinī
SmaSAnaveSmA	śmaśānaveśmā
SmaSrumuKI	śmaśrumukhī
SoBA	śobhā
SoBanA	śobhanā
SoDanI	śodhanī
SoPaGnI	śophaghnī
SoRI	śoṇī
SoRaJiRwI	śoṇajhiṇṭī
SoRaJiRwikA	śoṇajhiṇṭikā
SoRapuzpI	śoṇapuṣpī
SoTaGnI	śothaghnī
SocanA	śocanā
SokahArI	śokahārī
SolI	śolī
SozApahA	śoṣāpahā
SrA	śrā
SrARA	śrāṇā
SrAdDI	śrāddhī
SrAdDakarttA	śrāddhakarttā
SrAvaRA	śrāvaṇā
SrAvaRI	śrāvaṇī
SrAvantI	śrāvantī
SrI	śrī
SrIBadrA	śrībhadrā
SrIBrAtA	śrībhrātā
SrIPalA	śrīphalā
SrIPalI	śrīphalī
SrIPalikA	śrīphalikā
SrIhastinI	śrīhastinī
SrIkArI	śrīkārī
SrIkandA	śrīkandā
SrIlatA	śrīlatā
SrImalApahA	śrīmalāpahā
SrImatI	śrīmatī
SrIpaYcamI	śrīpañcamī
SrIparRI	śrīparṇī
SrIparRikA	śrīparṇikā
SrIrAmanavamI	śrīrāmanavamī
SrIvAwI	śrīvāṭī
SrIvallI	śrīvallī
SrIvatsakI	śrīvatsakī
SrIvidyA	śrīvidyā
SradDA	śraddhā
SramI	śramī
SramaRA	śramaṇā
SrapitA	śrapitā
SravaRA	śravaṇā
SravaRaSIrzikA	śravaṇaśīrṣikā
SravaRadvAdaSI	śravaṇadvādaśī
SravizWA	śraviṣṭhā
SreQI	śreḍhī
SreRI	śreṇī
SreyasI	śreyasī
SrezWI	śreṣṭhī
SriyaMmanyA	śriyaṃmanyā
SroRI	śroṇī
SrotA	śrotā
SrotriyatA	śrotriyatā
SruGnikA	śrughnikā
SrutaSroRI	śrutaśroṇī
SrutadevI	śrutadevī
SrutijIvikA	śrutijīvikā
SrutisPowA	śrutisphoṭā
SruvA	śruvā
SuBANgI	śubhāṅgī
SuBAcArA	śubhācārā
SuBadantI	śubhadantī
SuBapatrikA	śubhapatrikā
SuBasTalI	śubhasthalī
SuBasUcanI	śubhasūcanī
SuBradantI	śubhradantī
SuNgA	śuṅgā
SuNgI	śuṅgī
SuRWI	śuṇṭhī
SuRqA	śuṇḍā
SuRqI	śuṇḍī
SuRqikA	śuṇḍikā
SuRqimUzikA	śuṇḍimūṣikā
SuSrUzA	śuśrūṣā
SuSumA	śuśumā
SucimallikA	śucimallikā
SucitA	śucitā
SudDAntA	śuddhāntā
SudDavallikA	śuddhavallikā
SukAKyA	śukākhyā
SukAnanA	śukānanā
SukI	śukī
SukaSimbA	śukaśimbā
SukajihvA	śukajihvā
SukanAmA	śukanāmā
SukapriyA	śukapriyā
SuklA	śuklā
SuklANgI	śuklāṅgī
SuklakandA	śuklakandā
SuklakarmmA	śuklakarmmā
SuklakzIrA	śuklakṣīrā
SuklalA	śuklalā
SuklapuzpA	śuklapuṣpā
SuklapuzpI	śuklapuṣpī
SuklimA	śuklimā
SuklopalA	śuklopalā
SukralA	śukralā
SuktA	śuktā
SuktikA	śuktikā
SumBaGAtinI	śumbhaghātinī
SumBamarddinI	śumbhamarddinī
SumBapurI	śumbhapurī
SunI	śunī
SunakacaYcukA	śunakacañcukā
SunakacillI	śunakacillī
SuwIratA	śuṭīratā
SuzirA	śuṣirā
SuzkANgI	śuṣkāṅgī
SuzkalI	śuṣkalī
SuzkarevatI	śuṣkarevatī
SvA	śvā
SvAnI	śvānī
SvAnacillikA	śvānacillikā
SvAsI	śvāsī
SvadaMzwrA	śvadaṃṣṭrā
SvaniSA	śvaniśā
SvayIcI	śvayīcī
SvetA	śvetā
SvetAhvA	śvetāhvā
SvetOhI	śvetauhī
SvetaBaRqA	śvetabhaṇḍā
SvetaDAmA	śvetadhāmā
SvetaSarapuNKA	śvetaśarapuṅkhā
SvetaSiMSapA	śvetaśiṃśapā
SvetabfhatI	śvetabṛhatī
SvetacillI	śvetacillī
SvetadUrvvA	śvetadūrvvā
SvetaguYjA	śvetaguñjā
SvetahastI	śvetahastī
SvetakaRwakArI	śvetakaṇṭakārī
SvetakandA	śvetakandā
SvetakiRihI	śvetakiṇihī
SvetapAwalA	śvetapāṭalā
SvetaparRA	śvetaparṇā
SvetapuzpA	śvetapuṣpā
SvetapuzpikA	śvetapuṣpikā
SvetarAjI	śvetarājī
SvetaspandA	śvetaspandā
SvetasurasA	śvetasurasā
SvetavAhI	śvetavāhī
SvetavAjI	śvetavājī
SvetavacA	śvetavacā
SvetavuhnA	śvetavuhnā
SvitrI	śvitrī
SvitraGnI	śvitraghnī
SyAlikA	śyālikā
SyAmA	śyāmā
SyAmAmlI	śyāmāmlī
SyAmakARqA	śyāmakāṇḍā
SyAmakandA	śyāmakandā
SyAmalA	śyāmalā
SyAmalacUqA	śyāmalacūḍā
SyAmalatA	śyāmalatā
SyAmalikA	śyāmalikā
SyEnampAtA	śyainampātā
SyenI	śyenī
SyenaGaRwA	śyenaghaṇṭā
UQA	ūḍhā
UhanI	ūhanī
UlupI	ūlupī
UrI	ūrī
UrRA	ūrṇā
UrarI	ūrarī
UrdDvakaRwI	ūrddhvakaṇṭī
UrjjasvI	ūrjjasvī
UrmmikA	ūrmmikā
UrmmimAlI	ūrmmimālī
UruparbbA	ūruparbbā
UrurI	ūrurī
UrustamBA	ūrustambhā
UrvvaSI	ūrvvaśī
UrvvarA	ūrvvarā
UrvvasI	ūrvvasī
UrzA	ūrṣā
UzaRA	ūṣaṇā
aBIrupatrI	abhīrupatrī
aBIzwA	abhīṣṭā
aBayA	abhayā
aBiDA	abhidhā
aBiDyA	abhidhyā
aBiGAtI	abhighātī
aBiKyA	abhikhyā
aBicArI	abhicārī
aBilAzI	abhilāṣī
aBimAnI	abhimānī
aBinetA	abhinetā
aBisArikA	abhisārikā
aBiyAtI	abhiyātī
aBiyoktA	abhiyoktā
aBrI	abhrī
aBramAMsI	abhramāṃsī
aBramAlA	abhramālā
aByasUyA	abhyasūyā
aDIrA	adhīrā
aDItI	adhītī
aDaHpuzpI	adhaḥpuṣpī
aDamA	adhamā
aDarA	adharā
aDarmmI	adharmmī
aDfzyA	adhṛṣyā
aDiSrayaRI	adhiśrayaṇī
aDikArI	adhikārī
aDirohiRI	adhirohiṇī
aDityakA	adhityakā
aDivinnA	adhivinnā
aDoGaRwA	adhoghaṇṭā
aDojihvikA	adhojihvikā
aDomuKA	adhomukhā
aDunA	adhunā
aDvA	adhvā
aDvagA	adhvagā
aDvajA	adhvajā
aDyUQA	adhyūḍhā
aDyaRqA	adhyaṇḍā
aDyezaRA	adhyeṣaṇā
aGnyA	aghnyā
aGorA	aghorā
aMSI	aṃśī
aMSumAlI	aṃśumālī
aMSumatI	aṃśumatī
aMSumatPalA	aṃśumatphalā
aMhatI	aṃhatī
aNGriparRI	aṅghriparṇī
aNGrivallikA	aṅghrivallikā
aNgAraDAnikA	aṅgāradhānikā
aNgAraSakawI	aṅgāraśakaṭī
aNgAramaYjI	aṅgāramañjī
aNgAravallI	aṅgāravallī
aNgAravallarI	aṅgāravallarī
aNgAriRI	aṅgāriṇī
aNgArikA	aṅgārikā
aNgI	aṅgī
aNgadA	aṅgadā
aNgajA	aṅgajā
aNgamarddI	aṅgamarddī
aNganA	aṅganā
aNgarakziRI	aṅgarakṣiṇī
aNgikA	aṅgikā
aNgirA	aṅgirā
aNgulI	aṅgulī
aNgulimudrA	aṅgulimudrā
aNgulimudrikA	aṅgulimudrikā
aNkI	aṅkī
aNkapAlI	aṅkapālī
aNkapAlikA	aṅkapālikā
aNkolikA	aṅkolikā
aNkuSI	aṅkuśī
aPalA	aphalā
aRimA	aṇimā
aRqajA	aṇḍajā
aRqakowarapuzpI	aṇḍakoṭarapuṣpī
aRuBA	aṇubhā
aRurevatI	aṇurevatī
aRvI	aṇvī
aSAKA	aśākhā
aSakumBI	aśakumbhī
aSanAyA	aśanāyā
aSanaparRI	aśanaparṇī
aSiSvI	aśiśvī
aSiSvikA	aśiśvikā
aSirA	aśirā
aSlezA	aśleṣā
aSmakadalI	aśmakadalī
aSmarI	aśmarī
aSokA	aśokā
aSokAzwamI	aśokāṣṭamī
aSokarohiRI	aśokarohiṇī
aSokazazWI	aśokaṣaṣṭhī
aSrAdDI	aśrāddhī
aSrAdDaBojI	aśrāddhabhojī
aSrI	aśrī
aSradDA	aśraddhā
aSvA	aśvā
aSvArohA	aśvārohā
aSvArohI	aśvārohī
aSvaKurA	aśvakhurā
aSvaKurI	aśvakhurī
aSvaSAlA	aśvaśālā
aSvaSfgAlikA	aśvaśṛgālikā
aSvadaMzwrA	aśvadaṃṣṭrā
aSvaganDA	aśvagandhā
aSvakandikA	aśvakandikā
aSvakinI	aśvakinī
aSvalAlA	aśvalālā
aSvamahizikA	aśvamahiṣikā
aSvapucCI	aśvapucchī
aSvatTA	aśvatthā
aSvatTAmA	aśvatthāmā
aSvatTI	aśvatthī
aSvinI	aśvinī
aYjalikA	añjalikā
aYjalikArikA	añjalikārikā
aYjanA	añjanā
aYjanADikA	añjanādhikā
aYjanAvatI	añjanāvatī
aYjanI	añjanī
aYjanakeSI	añjanakeśī
aYjanikA	añjanikā
aYjasA	añjasā
abDidvIpA	abdhidvīpā
abDimaRqUkI	abdhimaṇḍūkī
abDinagarI	abdhinagarī
abalA	abalā
abjinI	abjinī
acCA	acchā
acaRqI	acaṇḍī
acalA	acalā
acalaBrAtA	acalabhrātā
acalakIlA	acalakīlā
acirA	acirā
acirABA	acirābhā
acirapraBA	aciraprabhā
adAtA	adātā
adDA	addhā
adalA	adalā
adattA	adattā
adfzwikA	adṛṣṭikā
adrijA	adrijā
adrikIlA	adrikīlā
adrikarRI	adrikarṇī
adrinandinI	adrinandinī
adritanayA	adritanayā
advEtavAdI	advaitavādī
advayavAdI	advayavādī
adyaSvInA	adyaśvīnā
afRI	aṛṇī
agamyA	agamyā
agarI	agarī
agnAyI	agnāyī
agnIDrA	agnīdhrā
agniSiKA	agniśikhā
agnidIptA	agnidīptā
agnidamanI	agnidamanī
agnidevA	agnidevā
agnigarBA	agnigarbhā
agnihotrI	agnihotrī
agnijihvA	agnijihvā
agnijvAlA	agnijvālā
agnikArikA	agnikārikā
agnikrIqA	agnikrīḍā
agnimuKI	agnimukhī
agniruhA	agniruhā
agradAnI	agradānī
agragAmI	agragāmī
agrajaNGA	agrajaṅghā
agrajanmA	agrajanmā
agralohitA	agralohitā
agraparRI	agraparṇī
agrasanDAnI	agrasandhānī
agrimA	agrimā
aguruSiMSapA	aguruśiṃśapā
ahaNkArI	ahaṅkārī
ahalyA	ahalyā
ahamahamikA	ahamahamikā
ahampUrvvikA	ahampūrvvikā
ahiBayadA	ahibhayadā
ahiMsrA	ahiṃsrā
ahibraDnadevatA	ahibradhnadevatā
ahicCatrA	ahicchatrā
ahikA	ahikā
ahilatA	ahilatā
ahimarddanI	ahimarddanī
ahinakulatA	ahinakulatā
ahinakulikA	ahinakulikā
ahvalA	ahvalā
ajAdanI	ajādanī
ajAjI	ajājī
ajAntrI	ajāntrī
ajInapatrI	ajīnapatrī
ajJawA	ajjhaṭā
ajaSfNgI	ajaśṛṅgī
ajaTyA	ajathyā
ajadaRqI	ajadaṇḍī
ajaganDA	ajagandhā
ajaganDikA	ajagandhikā
ajaganDinI	ajagandhinī
ajahA	ajahā
ajahatsvArTA	ajahatsvārthā
ajalomA	ajalomā
ajamodA	ajamodā
ajamodikA	ajamodikā
ajapA	ajapā
ajaqA	ajaḍā
ajarA	ajarā
ajawA	ajaṭā
ajayA	ajayā
ajinapatrA	ajinapatrā
ajjukA	ajjukā
akalkA	akalkā
akarA	akarā
akarttA	akarttā
akftI	akṛtī
akfzRakarmmA	akṛṣṇakarmmā
akiYcanatA	akiñcanatā
akkA	akkā
aklikA	aklikā
aklizwakarmmA	akliṣṭakarmmā
akrAntA	akrāntā
akzOhiRI	akṣauhiṇī
akzadevI	akṣadevī
akzakrIqA	akṣakrīḍā
akzamA	akṣamā
akzamAlA	akṣamālā
akzapIqA	akṣapīḍā
akzarajananI	akṣarajananī
akzaratUlikA	akṣaratūlikā
akzatA	akṣatā
akzavatI	akṣavatī
akzayA	akṣayā
akzayatftIyA	akṣayatṛtīyā
alI	alī
alaNkarttA	alaṅkarttā
alaNkriyA	alaṅkriyā
alakA	alakā
alakanandA	alakanandā
alakapraBA	alakaprabhā
alambuzA	alambuṣā
alasA	alasā
alasekzaRA	alasekṣaṇā
alidUrvvA	alidūrvvā
alijihvA	alijihvā
alijihvikA	alijihvikā
alimodA	alimodā
aliparRI	aliparṇī
alipatrikA	alipatrikā
alipriyA	alipriyā
alivAhinI	alivāhinī
allA	allā
aloBI	alobhī
alpakeSI	alpakeśī
amAmAsI	amāmāsī
amAmasI	amāmasī
amAvAsI	amāvāsī
amAvAsyA	amāvāsyā
amAvasI	amāvasī
amAvasyA	amāvasyā
amBojinI	ambhojinī
amI	amī
amUlA	amūlā
amalA	amalā
amarA	amarā
amarAvatI	amarāvatī
amarapuzpikA	amarapuṣpikā
amaravallarI	amaravallarī
ambAlikA	ambālikā
ambazWA	ambaṣṭhā
ambazWakI	ambaṣṭhakī
ambazWikA	ambaṣṭhikā
ambikA	ambikā
ambuDisravA	ambudhisravā
ambuSirIzikA	ambuśirīṣikā
ambupatrA	ambupatrā
amburuhA	amburuhā
ambusarpiRI	ambusarpiṇī
ambusecanI	ambusecanī
ambuvAcI	ambuvācī
ambuvAhinI	ambuvāhinī
ambuvAsI	ambuvāsī
ambuvAsinI	ambuvāsinī
amftA	amṛtā
amftaPalA	amṛtaphalā
amftajawA	amṛtajaṭā
amftarasA	amṛtarasā
amftasamBavA	amṛtasambhavā
amftasravA	amṛtasravā
amftataraNgiRI	amṛtataraṅgiṇī
amftavallI	amṛtavallī
amftotpannA	amṛtotpannā
amlAninI	amlāninī
amlIkA	amlīkā
amlaharidrA	amlaharidrā
amlaloRI	amlaloṇī
amlaloRikA	amlaloṇikā
amlaniSA	amlaniśā
amlapatrI	amlapatrī
amlaruhA	amlaruhā
amlavAwikA	amlavāṭikā
amlavallI	amlavallī
amlavatI	amlavatī
amlikA	amlikā
amoGA	amoghā
anAgatArttavA	anāgatārttavā
anAkrAntA	anākrāntā
anAmA	anāmā
anAmikA	anāmikā
anDamUzikA	andhamūṣikā
anDikA	andhikā
anIcidarSI	anīcidarśī
anIkinI	anīkinī
anaMSumatPalA	anaṃśumatphalā
anahaMvAdI	anahaṃvādī
analapraBA	analaprabhā
analapriyA	analapriyā
anantA	anantā
anantaSIrzA	anantaśīrṣā
anapAyI	anapāyī
anaquhI	anaḍuhī
anaqujjihvA	anaḍujjihvā
anaqvAhI	anaḍvāhī
anasUyA	anasūyā
anavaDAnatA	anavadhānatā
anavasTA	anavasthā
andikA	andikā
anekaDA	anekadhā
anfRI	anṛṇī
anirmmAlyA	anirmmālyā
anirudDaBAvinI	aniruddhabhāvinī
anizwA	aniṣṭā
annapUrRA	annapūrṇā
antAvaSAyI	antāvaśāyī
antaHsatvA	antaḥsatvā
antaSayyA	antaśayyā
antarA	antarā
antarApatyA	antarāpatyā
antardDA	antarddhā
antarvvatnI	antarvvatnī
antarvvedI	antarvvedī
antaryAmI	antaryāmī
antavAsI	antavāsī
antevAsI	antevāsī
antikA	antikā
antyAvasAyI	antyāvasāyī
antyajanmA	antyajanmā
anuSayAnA	anuśayānā
anuSayI	anuśayī
anubanDI	anubandhī
anugAmI	anugāmī
anujA	anujā
anujIvI	anujīvī
anujYA	anujñā
anukUlA	anukūlā
anukUlatA	anukūlatā
anukampA	anukampā
anukarzA	anukarṣā
anukramaRikA	anukramaṇikā
anumA	anumā
anumatakarmmakArI	anumatakarmmakārī
anupadI	anupadī
anupadInA	anupadīnā
anupamA	anupamā
anurADA	anurādhā
anurAgI	anurāgī
anuyAyI	anuyāyī
anuyoktA	anuyoktā
anuzRavallikA	anuṣṇavallikā
anvazwakA	anvaṣṭakā
anvezaRA	anveṣaṇā
anvezwA	anveṣṭā
anyaTA	anyathā
anyadA	anyadā
anyapUrvvA	anyapūrvvā
anyavAdI	anyavādī
apAcI	apācī
apUraRI	apūraṇī
apagA	apagā
apakArI	apakārī
apakriyA	apakriyā
apalAzikA	apalāṣikā
aparA	aparā
aparAjitA	aparājitā
aparRA	aparṇā
apatrapA	apatrapā
apatyadA	apatyadā
apavizA	apaviṣā
apawI	apaṭī
apekzA	apekṣā
apetarAkzasI	apetarākṣasī
apodikA	apodikā
aprastutapraSaMsA	aprastutapraśaṃsā
apratirUpakaTA	apratirūpakathā
apretarAkzasI	apretarākṣasī
apriyA	apriyā
apsarA	apsarā
apucCA	apucchā
arAlA	arālā
arSI	arśī
arSoGnI	arśoghnī
arTI	arthī
arTanA	arthanā
araRI	araṇī
araRyAnI	araṇyānī
araRyaGolI	araṇyagholī
araRyaSvA	araṇyaśvā
araRyajArdrakA	araṇyajārdrakā
araRyakArpAsI	araṇyakārpāsī
araRyakadalI	araṇyakadalī
araRyakulatTikA	araṇyakulatthikā
araRyamakzikA	araṇyamakṣikā
araRyavAsinI	araṇyavāsinī
araRyazazWI	araṇyaṣaṣṭhī
aravindinI	aravindinī
arccanA	arccanā
ardDacandrA	arddhacandrā
ardDacandrikA	arddhacandrikā
ardDagaNgA	arddhagaṅgā
ardDajAhnavI	arddhajāhnavī
ardanA	ardanā
argalikA	argalikā
arhaRA	arhaṇā
arizwA	ariṣṭā
arjjunI	arjjunī
arkASmA	arkāśmā
arkaBaktA	arkabhaktā
arkahitA	arkahitā
arkakAntA	arkakāntā
arkamUlA	arkamūlā
arkapatrA	arkapatrā
arkapriyA	arkapriyā
arkapuzpI	arkapuṣpī
arkapuzpikA	arkapuṣpikā
arttikA	arttikā
aruRA	aruṇā
aruRodayasaptamI	aruṇodayasaptamī
aruhA	aruhā
arunDatI	arundhatī
arvvatI	arvvatī
aryyA	aryyā
aryyARI	aryyāṇī
aryyI	aryyī
aryyamA	aryyamā
asADvI	asādhvī
asTAyI	asthāyī
asTiDanvA	asthidhanvā
asTiSfNKalA	asthiśṛṅkhalā
asTimAlI	asthimālī
asTisaMhArI	asthisaṃhārī
asUryyampaSyA	asūryyampaśyā
asUyA	asūyā
asadaDyetA	asadadhyetā
asamIkzyakArI	asamīkṣyakārī
asanaparRI	asanaparṇī
asatI	asatī
asfgDarA	asṛgdharā
asfpAwI	asṛpāṭī
asiDenukA	asidhenukā
asiknI	asiknī
asiknikA	asiknikā
asiputrI	asiputrī
asiputrikA	asiputrikā
asitA	asitā
aspfhA	aspṛhā
asraPalA	asraphalā
asramAtfkA	asramātṛkā
asrapA	asrapā
asraroDinI	asrarodhinī
asravinducCadA	asravinducchadā
astamatI	astamatī
asurA	asurā
asurI	asurī
asurasA	asurasā
asvAmI	asvāmī
atasI	atasī
atiSaktitA	atiśaktitā
atibalA	atibalā
aticCatrA	aticchatrā
aticarA	aticarā
atiguhA	atiguhā
atikaTA	atikathā
atilomaSA	atilomaśā
atimodA	atimodā
atirasA	atirasā
atisAmyA	atisāmyā
atisArakI	atisārakī
atitIvrA	atitīvrā
ativisrabDanavoQA	ativisrabdhanavoḍhā
ativizA	ativiṣā
ativyaTA	ativyathā
atriBAradvAjikA	atribhāradvājikā
attA	attā
attikA	attikā
atyASA	atyāśā
atyAhArI	atyāhārī
atyamlA	atyamlā
atyamlaparRI	atyamlaparṇī
atyantagAmI	atyantagāmī
atyuhA	atyuhā
avAcI	avācī
avAdI	avādī
avAkpuzpI	avākpuṣpī
avArikA	avārikā
avI	avī
avIrA	avīrā
avaguRWikA	avaguṇṭhikā
avahAlikA	avahālikā
avahitTA	avahitthā
avajYA	avajñā
avakIrRI	avakīrṇī
avakeSI	avakeśī
avalIlA	avalīlā
avaliptatA	avaliptatā
avamAnanA	avamānanā
avamUrdDaSAyI	avamūrddhaśāyī
avanI	avanī
avantI	avantī
avantikA	avantikā
avarA	avarā
avarohI	avarohī
avarohaSAKI	avarohaśākhī
avarohikA	avarohikā
avasTA	avasthā
avasakTikA	avasakthikā
avasarpiRI	avasarpiṇī
avatokA	avatokā
avazkayaRI	avaṣkayaṇī
avekzA	avekṣā
avelA	avelā
aviSvAsA	aviśvāsā
avidDakarRA	aviddhakarṇā
avidDakarRI	aviddhakarṇī
avidyA	avidyā
aviganDikA	avigandhikā
avikArI	avikārī
avilA	avilā
avinItA	avinītā
avipriyA	avipriyā
avivAdI	avivādī
avivAhyA	avivāhyā
avivekI	avivekī
avizA	aviṣā
avizI	aviṣī
avyaNgA	avyaṅgā
avyaRqA	avyaṇḍā
avyaTA	avyathā
avyaTizI	avyathiṣī
avyavasTA	avyavasthā
awA	aṭā
awAwyA	aṭāṭyā
awanI	aṭanī
