k1	hom	lemma_iast	total_occ	cooccur	collocates
kunaKa		kunakha	10	10	cippa:1|viśeṣa:1|anuśayī:1|kulīna:1|khara:1|vidhi:1|duṣṭa:1|nakha:1|niḥsva:1|caraṇa:1
kunadIka		kunadīka	1	1	rājan:1
kunArI		kunārī	2	2	vyathā:1|putraṁjīva:1
kunIlI		kunīlī	1	1	teraṇa:1
kunetraka		kunetraka	2	4	kuśarīra:3|nāman:1
kuntiBoja		kuntibhoja	63	97	mahat:8|sutā:7|rājan:4|suta:4|indra:3|duhitṛ:3|purujit:3|vṛddha:2|sakhi:2|mahīpati:2|āvantya:2|śara:2
kunduruka		kunduruka	14	16	kuṣṭha:2|śikharin:2|rāla:1|kaṭuka:1|saurāṣṭra:1|kunduka:1|yava:1|rājaka:1|turuṣka:1|tila:1|tvac:1|agaru:1
kupAtraka		kupātraka	2	2	bali:1|duṣprayukta:1
kubjIkaraRa		kubjīkaraṇa	2	2	tṛṇa:1|mahat:1
kumuda		kumuda	203	303	utpala:18|padma:15|puṇḍarīka:9|saugandhika:6|nala:5|ākara:4|saṁnibha:4|añjana:4|kamala:3|śarad:3|śyāma:3|nalina:3
kumudikA		kumudikā	19	23	śrīparṇikā:2|kumbhī:2|bhadrā:2|ādika:2|mūṣā:1|kumudī:1|kovika:1|garbha:1|khyā:1|aṅgula:1|ahorātra:1|loka:1
kumudottara		kumudottara	2	2	jalada:1|tittiri:1
kumudvant		kumudvant	1	1	sitānta:1
kumBaka		kumbhaka	80	120	kevala:7|kṛ:5|dhāray:4|anta:4|car:4|pūra:4|recaka:4|pūraka:4|mātrā:3|citra:3|ākhyā:3|pṛ:2
kumBavaktra		kumbhavaktra	2	2	jaṭhara:1|purāṇa:1
kumBeSvara		kumbheśvara	11	13	samīpa:2|tīrtha:2|nāman:1|deva:1|skanda:1|revā:1|antika:1|lakṣmaṇeśvara:1|āhvaya:1|māhātmya:1|mārkaṇḍa:1
kumBodBava		kumbhodbhava	1	1	śaṅkukarṇa:1
kuraNga		kuraṅga	74	91	eṇa:4|nayana:4|mṛga:3|vātāyu:3|bāla:3|ṛkṣa:2|kālapuccha:2|vana:2|locana:2|pakṣin:2|mṛdh:1|antaraṅga:1
kula		kula	1347	4426	putra:309|duhitṛ:231|rājan:111|kauśika:91|mahat:70|udvaha:56|dharma:55|sva:53|kuru:53|ikṣvāku:43|śīla:41|janman:41
kuladeva		kuladeva	1	1	as:1
kuladEvata		kuladaivata	2	2	ikṣvāku:1|ācārya:1
kulapAlikA		kulapālikā	11	11	strī:1|sūta:1|kuberadatta:1|artha:1|vivāha:1|guṇin:1|dāridrya:1|bālikā:1|upayam:1|aṁśa:1|as:1
kulavartman		kulavartman	2	2	tilaka:1|masūrī:1
kulAkula		kulākula	6	6	bhāgya:1|muc:1|svabhāva:1|viśvas:1|anta:1|vikalpa:1
kulAya		kulāya	16	18	kulāya:2|viśvambhara:2|aṇḍa:1|pravac:1|paśu:1|nīḍa:1|stu:1|avara:1|as:1|amṛta:1|viśvāsa:1|prajñā:1
kulika		kulika	16	17	rāhu:2|sākṣin:1|karkoṭa:1|harita:1|kūrma:1|śaṅkha:1|kādraveya:1|anvaya:1|ananta:1|vāmana:1|sāmanta:1|vāsuki:1
kuliSa		kuliśa	95	118	puṭa:4|gola:4|kṣip:4|bhidura:3|vimala:3|pavi:2|maghavan:2|aṅkuśa:2|kānta:2|sūta:2|kṛṣṇa:2|bhū:2
kulIna		kulīna	124	179	mahat:8|satya:7|kula:6|sattva:6|ārya:5|rājan:5|prājña:4|puruṣa:3|dharma:3|dakṣa:3|śīlavat:3|dhārmika:3
kulya	1	kulya	15	17	sva:2|sambandhin:2|kulīna:1|dravya:1|bandhu:1|pragraha:1|guṇavat:1|garbha:1|kula:1|vacana:1|abhāva:1|kirāta:1
kuvalaya		kuvalaya	56	73	dala:5|nīla:4|īkṣaṇa:3|utpala:2|karṇa:2|saugandhika:2|dṛś:2|puṇḍarīka:2|āmalaka:2|tarala:2|nayana:2|indīvara:1
kuSarIra	1	kuśarīra	3	7	kuṇibāhu:3|kunetraka:3|mahat:1
kuSarIra	2	kuśarīra	3	7	kuṇibāhu:3|kunetraka:3|mahat:1
kuSikaMDara		kuśikaṁdhara	2	4	kabandha:3|saubhara:1
kuSIla		kuśīla	4	4	aṅga:1|harṣa:1|gāndharva:1|bhaj:1
kuSodakA		kuśodakā	2	2	kuśadvīpa:1|śāṁkarī:1
kuzWa		kuṣṭha	484	1560	ghna:47|kṛmi:42|roga:39|jvara:34|arśas:34|ādi:32|nud:32|vraṇa:27|hara:27|pāṇḍu:27|viṣa:24|kapha:24
kuzWin		kuṣṭhin	94	117	śvitrin:3|nara:3|agni:3|sneha:3|doṣa:3|jan:2|kilāsin:2|prayoga:2|aṅga:2|pāṇḍu:2|viṣa:2|piṅgala:2
kusaMgata		kusaṁgata	3	3	mantra:1|marman:1|gam:1
kusumita		kusumita	34	42	sahakāra:3|taru:3|ramya:2|vana:2|druma:2|cūta:2|udyāna:1|sumodāki:1|śruti:1|veda:1|cittavṛtti:1|nāda:1
kustumburu		kustumburu	33	36	nimba:2|pīlu:2|vacā:2|dhānyā:1|sarasī:1|dhānya:1|chattradhānya:1|ākṛti:1|candana:1|piśāca:1|vārāhī:1|kaṭukā:1
kuhaka		kuhaka	35	36	takṣaka:2|ātman:1|īśa:1|sāra:1|praśam:1|dhūmra:1|harita:1|kūṣmāṇḍa:1|baka:1|jaṭila:1|ādi:1|pratisaṁsarga:1
kUj		kūj	105	122	stan:3|vihaṁgama:3|prakṛ:2|vistṛ:2|bhū:2|mokṣa:2|valgu:2|nihan:2|cakravāka:2|gā:2|nipat:2|śaṅk:2
kUwa	1	kūṭa	265	475	giri:28|sākṣin:25|abhra:10|adri:9|yodhin:9|ābha:9|meru:7|stha:6|mahat:6|parvata:6|māna:6|vāc:6
kUwa	2	kūṭa	265	475	giri:28|sākṣin:25|abhra:10|adri:9|yodhin:9|ābha:9|meru:7|stha:6|mahat:6|parvata:6|māna:6|vāc:6
kUra		kūra	9	10	lagna:2|varga:1|bhañj:1|kāla:1|āhāra:1|saṁdhyāṁśa:1|kaśipu:1|śophaghnī:1|karman:1
kUrpa		kūrpa	2	3	kūrpa:2|ahichatraka:1
kUrmakalpa		kūrmakalpa	2	2	sāhasra:1|saṁkoca:1
kUrmAsana		kūrmāsana	3	3	grīvā:1|tṛtīya:1|īray:1
kUzmARqa		kūṣmāṇḍa	112	174	ja:13|ghṛta:5|karkaṭī:5|tila:5|piśāca:4|phala:4|yāma:4|rasa:4|dina:3|tālaka:3|salila:3|alābu:3
kfkAwI		kṛkāṭī	1	1	gulpha:1
kftaka		kṛtaka	7	8	cyavana:2|sugandhi:1|vandanīyā:1|yuktiyukta:1|upananda:1|uparicara:1|ādya:1
kftaprajYa		kṛtaprajña	35	38	medhāvin:2|dharma:2|kāma:2|dhānuṣka:1|bāla:1|parama:1|anasūya:1|vidvas:1|śobhana:1|dvijāti:1|bhakti:1|tyāga:1
kftasTalA		kṛtasthalā	8	10	apsaras:3|rambhā:1|pūrvacitti:1|ādya:1|devī:1|dhātṛ:1|puñjikasthalā:1|pulastya:1
kftsna		kṛtsna	566	1079	jagant:55|pṛthivī:41|mahī:35|vidhi:23|loka:23|dharma:17|kula:12|tapas:10|mahat:10|vasuṁdharā:9|śarīra:8|deha:8
kfpaRa	1	kṛpaṇa	299	424	putra:13|anātha:13|paridevay:8|rājan:6|phala:6|jana:6|mahat:5|daridra:5|dīna:5|nṛpa:5|bahu:4|cakṣus:4
kfpA		kṛpā	229	343	anvita:11|nidhi:9|mahat:6|rājan:6|ākara:5|prajñā:5|vacana:5|śreṣṭha:5|mahādeva:4|guru:4|maya:4|muni:4
kfmirAga		kṛmirāga	1	1	madhu:1
kfSagava		kṛśagava	2	2	aśva:1|madhu:1
kfSana		kṛśana	10	11	aṁhas:2|dvija:1|tanu:1|asthi:1|go:1|ūrdhva:1|ātmanvat:1|śaṅkha:1|mada:1|bheṣaja:1
kfSAnu		kṛśānu	60	63	astṛ:3|pāvaka:2|atya:1|bṛhadbhānu:1|vyāla:1|dhīmat:1|araṇya:1|uddīpay:1|pāṭhā:1|megha:1|vahni:1|śakti:1
kfSASva		kṛśāśva	30	37	dhīmat:3|putra:2|bhṛguputra:2|vidvas:2|daśan:2|somadatta:2|astra:1|tāmasī:1|prajāpati:1|sāśva:1|śaśabindu:1|bhānu:1
kfzikA		kṛṣikā	1	1	vāṭikā:1
kfzidvizwa		kṛṣidviṣṭa	2	2	bhīru:1|go:1
kfzwi		kṛṣṭi	4	4	kṛtin:1|kṛṣṭi:1|kuśāgrīyamati:1|labdhavarṇa:1
kfzRatIrTa		kṛṣṇatīrtha	2	2	dvārakā:1|bhallātaka:1
kfzRadeva		kṛṣṇadeva	2	2	śrī:1|kṛpā:1
kfzRamfttikA		kṛṣṇamṛttikā	14	19	bhāga:4|dah:2|gomaya:2|medhya:1|uḍupa:1|kumbha:1|anantara:1|chāyā:1|kaulāla:1|pralepa:1|bhāvay:1|mṛtsnā:1
kfzRavarRA		kṛṣṇavarṇā	2	2	audumbara:1|go:1
kfzRAmftamahArRava		kṛṣṇāmṛtamahārṇava	2	2	śānti:1|tā:1
kfzRAzwamI		kṛṣṇāṣṭamī	5	5	vaiśākha:1|jyaiṣṭha:1|kṛṣṇasūtra:1|pāpa:1|dvija:1
kfzRAhi		kṛṣṇāhi	5	5	samākhyā:1|aiṅguda:1|rohita:1|nirjātika:1|vāyasa:1
kfzRikA		kṛṣṇikā	3	3	rājikā:1|aṣṭapāda:1|āsurī:1
kfzROjas		kṛṣṇaujas	2	2	madgugrīva:1|kharapattrī:1
kfsara		kṛsara	43	62	pāyasa:8|saṁyāva:5|māṁsa:5|taila:2|sthālīpāka:2|yavāgū:2|naivedya:2|dadhi:1|tila:1|chāga:1|jīvantī:1|piśita:1
kekiSiKA		kekiśikhā	4	4	madhuparṇi:1|matsya:1|śikhābalā:1|mayūrāhvā:1
ketaka		ketaka	47	50	campaka:2|uddālaka:2|ṣaṇḍa:2|arka:1|dīp:1|ābha:1|saptaparṇa:1|atimuktaka:1|śaila:1|adhivāsita:1|puṣpa:1|nīlotpala:1
ketumant		ketumant	39	47	ṛcīka:3|aśva:2|vasudāna:2|dārbhāyaṇi:2|gautama:2|putra:2|bhīmaratha:2|adhīśa:1|cakra:1|ajana:1|digīśa:1|dālbhyāyaṇi:1
kedAra		kedāra	45	50	ādi:3|puṇya:2|tīrtha:2|śiva:2|śrīmat:1|kulyā:1|āgam:1|bhavana:1|vighneśvara:1|setu:1|gomāyukeśvara:1|bhāga:1
kedAraKaRqa		kedārakhaṇḍa	11	13	gam:2|bhavat:2|ariṣṭā:1|pāñcālya:1|śak:1|bhagavat:1|saṁviś:1|vākya:1|upādhyāya:1|śabda:1|udaka:1
kedAreSvara		kedāreśvara	1	1	manas:1
kenduka		kenduka	1	1	ahiṁsrā:1
kelikila		kelikila	4	4	kuṣmāṇḍaka:1|yuta:1|vāsantika:1|nandīśa:1
kevalavyatirekin		kevalavyatirekin	3	3	anvayin:1|nirvāṇin:1|vyāptika:1
keSa	2	keśa	40	43	dīrgha:3|ūrdhva:2|āhāra:1|bhrū:1|padma:1|anna:1|śroṇī:1|dhūmra:1|strī:1|rākṣasī:1|rūkṣa:1|cāru:1
keSamaTanI		keśamathanī	2	2	kacaripuphalā:1|keśamathanī:1
keSaraYjana		keśarañjana	3	3	bhṛṅgāhva:1|akṣipīlu:1|mārkava:1
kesarin		kesarin	124	166	siṁha:9|hari:5|mātaṁga:3|vyāghra:3|mṛga:3|putra:3|parvata:3|agra:3|indra:3|haryakṣa:2|vana:2|rājan:2
kEkaya		kaikaya	5	6	bhāryā:2|puṣpa:1|śrutakīrtā:1|vaṁśa:1|sṛñjaya:1
kEkeya		kaikeya	32	36	bṛhatkṣatra:2|matsya:2|pañcan:2|kumāra:2|suta:1|bharata:1|sṛñjaya:1|sutā:1|kaṇṭakāra:1|vṛṣṇi:1|daśan:1|śāradaṇḍāyani:1
kEtava		kaitava	35	50	keśava:8|vāda:8|rājan:2|ulūka:1|yantra:1|rasa:1|chadman:1|keturatna:1|dharma:1|bālavāyaja:1|māna:1|parama:1
kESoraka		kaiśoraka	2	2	prajñāpay:1|iṣ:1
koka		koka	28	30	īhāmṛga:2|yātu:2|vātapramī:1|vṛtta:1|cakra:1|ajña:1|duḥkha:1|upadrava:1|cintā:1|kāka:1|yāvat:1|vṛka:1
kokanada		kokanada	31	35	unnidra:4|locana:2|pariśruta:1|dhūsara:1|saṁcāraka:1|priyamālyānulepana:1|dārva:1|gṛdhravaktra:1|puṣpa:1|āhvaya:1|vṛkṣa:1|padminī:1
kokilaka		kokilaka	8	9	khādira:2|mahānīlā:1|kaṇṭha:1|ambumṛd:1|pañcaṣa:1|saṁdaṁśa:1|raja:1|jvalana:1
kowira		koṭira	1	1	man:1
kowiliNga		koṭiliṅga	4	4	sthāna:1|ga:1|koṭi:1|anuttama:1
kowihoma		koṭihoma	11	11	tṛtīya:1|piṇḍa:1|śataguṇa:1|kāma:1|svayambhu:1|vedi:1|hasta:1|vidhi:1|vitasti:1|samācar:1|śiva:1
kowISvara		koṭīśvara	7	10	tīrtha:4|saptaviṁśati:1|gam:1|pṛthivī:1|abhidhāna:1|saṁkarṣaṇa:1|mahat:1
kowwa		koṭṭa	6	14	rāja:5|jana:3|gaṇa:2|rājan:2|candra:1|amātya:1
koRapa		koṇapa	3	3	rākṣasa:1|picchila:1|kravyād:1
koraRqaka		koraṇḍaka	1	1	nada:1
koralI		koralī	2	2	ādya:1|bahulā:1
korilA		korilā	2	2	tīrtha:1|dvitīya:1
kolAhala		kolāhala	53	70	śabda:8|mahat:5|udyāna:2|śru:2|rājan:2|ākula:2|yuddha:2|giri:2|upanāha:1|ākrośa:1|kalakala:1|śakti:1
koSaDAnya		kośadhānya	1	1	bhaj:1
kozWa		koṣṭha	328	599	mṛdu:24|krūra:18|agni:14|śākhā:10|doṣa:8|pṛṣṭha:8|vāyu:8|stha:8|tva:7|asṛj:7|śodhana:6|śuddhi:6
kosala		kosala	65	99	indra:10|kāśi:8|adhipati:7|adhipa:5|īśvara:3|rājan:3|bharata:2|ramya:2|kaliṅga:2|kuśa:2|śoṇita:1|sphīta:1
kOkuruRqi		kaukuruṇḍi	1	1	tārkṣya:1
kOkkuwa		kaukkuṭa	22	35	puṭa:8|vārāha:3|tittiri:2|rasa:2|chāṇaka:2|mūṣikā:2|māyūra:1|anupanāha:1|atipakva:1|pratap:1|madhura:1|vartana:1
kOcumAra		kaucumāra	2	2	aindrajāla:1|nepathya:1
kOja		kauja	6	8	baudha:2|vijaya:2|phaṇimukha:1|dasra:1|veda:1|rujā:1
kOYjara		kauñjara	3	5	jāta:2|apidhā:2|krauñca:1
kOtuka		kautuka	184	227	pracch:8|dṛś:6|kṛ:4|rājan:4|indra:3|maṅgala:3|artha:3|vibhrama:3|kāma:2|mātāmaha:2|rasa:2|dhātu:2
kOtukin		kautukin	12	14	rasa:2|dṛś:2|krīḍā:1|svastyayana:1|ātman:1|kalā:1|mṛgayā:1|kauśala:1|sura:1|saṁcar:1|vara:1|śāpa:1
kOtsa		kautsa	13	13	vidvas:1|āyā:1|ārya:1|māṇḍavya:1|tāṇḍāyani:1|gotra:1|māhitthi:1|gautama:1|soma:1|ap:1|su:1|avaruddhi:1
kOpa		kaupa	12	14	divya:2|prāsravaṇa:2|paś:1|śīta:1|ambhas:1|sārasa:1|vasanta:1|nādeya:1|pittala:1|śleṣman:1|gharma:1|udaka:1
kOmAra		kaumāra	29	51	yauvana:9|pitṛ:6|bhartṛ:6|brahmacarya:2|deha:2|kumāra:2|brahmacārin:2|vaiṣṇavī:1|nārada:1|pañcama:1|madhya:1|sukha:1
kOmAraparvata		kaumāraparvata	1	1	bhaya:1
kOmArika		kaumārika	4	5	janya:2|grah:1|tejanī:1|as:1
kOmArila		kaumārila	2	2	upajñā:1|kumāra:1
kOmBakarRi		kaumbhakarṇi	1	1	sarpis:1
kOmBya		kaumbhya	2	2	babhru:1|yoga:1
kOlAla		kaulāla	10	14	vālmīka:4|samīr:2|marut:1|mṛttikā:1|kṛṣṇamṛttikā:1|valmīka:1|grah:1|samudīr:1|kumbhakāra:1|kulāla:1
kOlIna		kaulīna	15	16	siddhi:2|dvyāmuṣyāyaṇa:1|dvividha:1|bahulībhū:1|dāna:1|evamādi:1|asita:1|antaḥpura:1|hetu:1|nidāna:1|paryanta:1|alīka:1
kOlya		kaulya	4	4	prajñā:1|kula:1|vidyā:1|dama:1
kOSika	1	kauśika	13	13	divāndha:1|utsāha:1|bhāsa:1|ghūka:1|netra:1|ubhaya:1|uddeśa:1|nirīkṣ:1|abhināday:1|kāka:1|jyotis:1|karman:1
kOSika	2	kauśika	13	13	divāndha:1|utsāha:1|bhāsa:1|ghūka:1|netra:1|ubhaya:1|uddeśa:1|nirīkṣ:1|abhināday:1|kāka:1|jyotis:1|karman:1
kOSeyaka		kauśeyaka	6	6	pīta:1|cirāyus:1|rāga:1|varavarṇinī:1|mahat:1|ūru:1
kOzWa		kauṣṭha	2	2	yajña:1|uparam:1
kOzmARqa		kauṣmāṇḍa	3	3	vac:1|saumya:1|gautama:1
kOsala		kausala	46	170	prasenajit:84|bhagavant:12|tīrthya:6|mahat:5|rājan:4|āsana:4|kāla:3|deva:3|hastin:2|ratha:2|upasaṁkram:2|aneka:2
kOsalya		kausalya	33	43	rājan:6|bṛhadbala:3|vasumanas:2|yaśasvin:2|mahī:2|ghna:1|rāma:1|ānanda:1|dhīmat:1|guru:1|amita:1|kālakavṛkṣīya:1
kOsumBa		kausumbha	26	30	kusumāñjana:3|vāsas:3|uṣṇa:1|ambara:1|kapha:1|taila:1|rakta:1|doṣa:1|sūkṣma:1|kauśeya:1|vasana:1|hāridra:1
krakaca		krakaca	30	35	goviṣāṇika:3|hṛdaya:2|dāruṇa:2|śabda:2|madhya:1|pīta:1|aṭṭahāsa:1|dāru:1|ābha:1|krūra:1|cukra:1|dāray:1
kramadIpikA		kramadīpikā	7	10	vidhi:3|likh:2|śrīkeśavācārya:1|arcana:1|anusāra:1|caṇḍa:1|vac:1
krayin		krayin	8	12	paṇya:2|duṣkrīta:2|grah:2|man:2|anuśaya:1|vidhāna:1|hasta:1|yaśas:1
krATana		krāthana	19	47	ādi:14|spandana:10|śabda:4|loka:2|kriyā:2|dvāra:2|kirāta:1|cāra:1|avasthāna:1|utthāna:1|sāmānyatva:1|krama:1
krAmaRa		krāmaṇa	3	5	sattva:2|guhyaka:2|ekonasaptatitama:1
kriyASakti		kriyāśakti	42	51	jñānaśakti:6|jñāna:2|kālādhvan:2|vyakta:2|sphuṭa:2|parāyaṇa:1|viśrānti:1|anugraha:1|prārambha:1|varṇa:1|tattva:1|anta:1
krIq		krīḍ	1	1	yuddha:1
krIqanaka		krīḍanaka	46	62	bāla:13|deva:3|kāla:2|kṛ:2|loka:1|dhātrī:1|adhṛta:1|anuvartin:1|vinud:1|vaśya:1|krīḍ:1|bhiṣaj:1
krIqanIya		krīḍanīya	1	1	suta:1
krIqAgfha		krīḍāgṛha	2	2	nanda:1|vidūṣaka:1
kruS		kruś	2	2	devi:1|kruś:1
kroqa		kroḍa	90	100	hṛd:2|skandha:2|koṭara:2|śava:2|abhilī:2|hari:2|mṛga:2|kiṭi:2|varāha:2|mahiṣa:2|nṛ:1|duṣpraveśā:1
kroDa		krodha	1038	2571	kāma:209|lobha:87|vaśa:59|bhaya:55|mahat:44|śoka:39|locana:38|agni:29|indriya:25|ātman:22|ādi:21|nayana:21
kroDana		krodhana	4	4	śvasṛpa:1|śalabhī:1|raktākṣa:1|hiṁsra:1
kroDaBErava		krodhabhairava	2	2	manas:1|netra:1
kroSana		krośana	8	8	karman:1|taḍitprabhā:1|dhamani:1|tarjana:1|tva:1|vinamana:1|tāḍana:1|śvan:1
krOYca		krauñca	15	21	astra:3|bhū:3|vatsa:2|vāc:2|vinyas:1|hayaśiras:1|hāyana:1|paiśāca:1|śakti:1|sāmānya:1|dviguṇa:1|kaliṅga:1
krOYcanizadana		krauñcaniṣadana	2	2	paryaṅka:1|prajñā:1
kliS		kliś	1	2	anta:2
kledinI		kledinī	2	2	umā:1|vidāhin:1
kvaR		kvaṇ	1	1	diś:1
kzaRa		kṣaṇa	1210	2313	bhū:71|mātra:30|rājan:29|khoṭa:29|marday:21|sampad:17|pāpa:17|mil:17|antara:17|mahat:15|sūtaka:14|golaka:14
kzata		kṣata	221	350	kṣaya:17|uras:9|śastra:7|kāsa:7|nakha:6|kṣāra:6|hita:6|asra:5|ūṣman:5|dāha:4|kṣatriya:4|uttha:4
kzad	2	kṣad	8	9	math:2|parvan:1|ṛdh:1|kṣad:1|anna:1|priya:1|kṛ:1|meṣa:1
kzama		kṣama	4	5	dama:2|ātman:1|saṁyama:1|śru:1
kzamatA		kṣamatā	2	2	prakāśa:1|as:1
kzamatva		kṣamatva	7	10	vyādhi:3|karaṇa:2|grahaṇa:1|svāsthya:1|sambhū:1|ghaṭ:1|samartha:1
kzaya	2	kṣaya	1102	3255	vṛddhi:80|kara:71|yuga:64|bhū:57|kāsa:46|pāpa:46|bala:46|śvāsa:40|pāṇḍu:40|apaha:35|mahat:34|karman:34
kzAra		kṣāra	668	1598	lavaṇa:85|agni:58|ṭaṅkaṇa:28|mūtra:26|kaṭuka:22|śastra:22|udaka:20|ādi:18|svarjikā:18|kaṣāya:16|ghṛta:15|rasa:14
kzAraRa		kṣāraṇa	2	2	bāhyadruti:1|rañjikā:1
kzAlana		kṣālana	49	57	pāda:3|vāruṇa:2|vartman:2|ādika:2|kaṇḍana:2|antara:2|prokṣaṇa:2|rata:1|ākuñcana:1|tāta:1|danta:1|vastikarman:1
kziti		kṣiti	26	50	khaga:10|khecara:7|mūṣā:4|sphaṭikā:4|sarjī:2|rasendra:2|āla:2|graha:1|bhū:1|kāsīsa:1|loka:1|dravya:1
kzitikampana		kṣitikampana	2	2	vyāghrākṣa:1|gaveṣaṇa:1
kziticalana		kṣiticalana	1	1	nirghāta:1
kzitipAla		kṣitipāla	11	11	pauṣpa:1|maṇḍala:1|madana:1|madhya:1|viṣṇu:1|rājan:1|upakram:1|rātri:1|samāgam:1|kṛcchra:1|putrī:1
kzitisuta		kṣitisuta	2	2	aṅgāraka:1|jāla:1
kzitIndra		kṣitīndra	2	2	kumbhakarṇa:1|namas:1
kzIrin		kṣīrin	71	110	vṛkṣa:17|kṣīra:9|tvac:6|kaṣāya:3|druma:3|pādapa:2|taruṇa:2|pattra:2|gaṇḍūṣa:2|kvātha:2|śuṅga:2|tāla:1
kzIroda		kṣīroda	62	94	sāgara:12|uttara:5|mathana:4|samudra:4|nilaya:3|arṇava:3|dvīpa:2|amṛta:2|mandara:2|velā:2|keśava:2|bhagavant:2
kzudrARqa		kṣudrāṇḍa	3	3	asrapittaharā:1|ayas:1|matsyasaṁghāta:1
kzurakarRI		kṣurakarṇī	1	1	iṣu:1
kzurapra		kṣurapra	66	107	tīkṣṇa:15|mahat:14|dhanus:5|bhalla:3|śiras:3|ardhacandra:2|kṣura:2|yuddha:2|kāya:2|chid:2|rājan:2|khura:1
kzullaka		kṣullaka	14	17	krimi:2|kṣudraśaṅkha:2|kaṭuka:2|marman:1|vaiśvadeva:1|mahat:1|sphaṭī:1|strī:1|śaṅkha:1|bheda:1|kaparda:1|varāṭaka:1
kzetrapa		kṣetrapa	7	7	kambala:1|sitasiṁhī:1|ādi:1|vinaś:1|guru:1|anta:1|suta:1
kzetravid		kṣetravid	9	13	bhuvana:3|dhāman:2|upayā:2|bhakti:1|agniṣṭoma:1|kṣetra:1|rūpa:1|akṣara:1|ātman:1
kzetrI		kṣetrī	5	5	medhā:1|pariṣecay:1|pālāśatilakā:1|daivī:1|saṁvīrā:1
kzemavant		kṣemavant	2	2	pravargya:1|jāhnavī:1
kzemaSUra		kṣemaśūra	1	1	karakarṣa:1
kzoda		kṣoda	21	22	iṣṭakā:2|karpūra:1|as:1|cūrṇa:1|gaura:1|iṅguda:1|samutpiñja:1|candra:1|ṛddhimat:1|pṛṣṭha:1|āvṛ:1|vaiḍūrya:1
kzoBaRa		kṣobhaṇa	7	7	khaja:1|bhāṇḍa:1|subhikṣa:1|dhānya:1|yāna:1|vismāraṇa:1|kṣudrāntra:1
kzOma		kṣauma	132	191	vastra:8|śāṇa:8|gaurasarṣapa:6|ajina:5|āvika:4|vāsas:4|kārpāsa:4|dukūla:3|ja:3|taila:3|vasana:3|vāsin:3
kzOra		kṣaura	9	9	ulba:1|vāpana:1|bhadrākaraṇa:1|kṛ:1|upoṣaṇa:1|vidhāna:1|ādeśa:1|ādi:1|laguḍa:1
kzvelana		kṣvelana	2	2	saṁlāpa:1|bheda:1
KaKolka		khakholka	8	14	sūrya:4|namas:3|kāraṇa:2|deha:1|vidhi:1|mahātman:1|tridaśa:1|mudrā:1
Kaga		khaga	240	366	caura:15|uttama:11|bhū:10|kṣiti:10|vyoman:9|mṛga:8|ṭaṅkaṇa:6|kāsīsa:5|indra:5|vetasa:4|gam:4|gandhaka:4
KaYja		khañja	32	58	kāla:7|kāṇa:4|kuṇi:4|tva:4|kubja:4|jantu:3|tathāvidha:2|kroṣṭukaśiras:2|paṅgula:2|tā:2|asura:2|sahasra:2
KawakAmuKa		khaṭakāmukha	1	1	mukha:1
KawvANga		khaṭvāṅga	29	41	hasta:5|śūla:3|dhārin:3|namas:2|ulmuka:2|putra:2|dīrghabāhu:2|sāyaka:1|rūpa:1|citra:1|ādika:1|svastika:1
KaqukA		khaḍukā	2	2	vātakaṇṭaka:1|śabda:1
Kaqga		khaḍga	443	855	carman:34|gadā:24|dhanus:19|vimala:15|pāṇi:14|paraśvadha:13|mahat:13|śakti:12|hasta:12|prāsa:12|bāṇa:10|dhārā:8
KaRqa		khaṇḍa	371	1319	āvantya:231|revākhaṇḍa:229|prathama:163|mahāpurāṇa:161|vastra:16|parṇa:12|vana:6|uttara:6|matsyaṇḍikā:5|kāpālika:5|māṁsa:5|gokarṇa:5
KaRqaka		khaṇḍaka	20	24	vastra:4|grah:2|daśaka:1|asthi:1|caturviṁśa:1|chagaṇa:1|puṭa:1|sitākhaṇḍa:1|dṛś:1|kharpara:1|pravac:1|dṛḍha:1
KaRqaKaRqA		khaṇḍakhaṇḍā	1	1	mahiṣa:1
KaRqana		khaṇḍana	41	44	palita:3|dhṛti:2|moha:1|grah:1|māna:1|bhava:1|atiśaya:1|gada:1|lih:1|jvara:1|pracura:1|kṛ:1
KaRqin		khaṇḍin	3	3	śaśin:1|ukha:1|bhāluki:1
KaRqendu		khaṇḍendu	4	4	bindu:1|śarkarā:1|udaya:1|alaṁkṛ:1
Kapuzpa		khapuṣpa	5	7	ādi:2|saṁnibha:2|nasya:1|loka:1|aniruddha:1
KarajaNGA		kharajaṅghā	2	2	kṛṣṇā:1|kandura:1
KarozwI		kharoṣṭī	2	2	brāhmī:1|niḥsāmarthya:1
Karvita		kharvita	1	1	kharparītutthaka:1
Kalati		khalati	12	15	palita:4|avalekhana:1|tālapattrī:1|pittala:1|māruta:1|yuvan:1|piṅga:1|pavana:1|keśa:1|jarā:1|saṁnipāta:1|janman:1
Kasfma		khasṛma	2	3	ilvala:2|balya:1
KAKasa		khākhasa	4	4	khasatila:1|niphena:1|smṛ:1|phala:1
KAYjya		khāñjya	4	4	ardita:1|vac:1|tva:1|pāṅgulya:1
KARqava		khāṇḍava	110	163	agni:11|dāva:8|havyavāhana:4|vana:4|vahni:4|ālaya:4|bhūta:3|pārtha:3|iṣ:3|prāṇin:3|pāvaka:3|savyasācin:3
