slice_order	k1_slp1	count_all	periods_sum	coverage_pct
40048	BUriprayoga		0	
40049	BUrirasa		0	
40050	BUriretas		0	
40051	BUrisTAtra		0	
40052	BUritejasa		0	
40053	BUritoka		0	
40054	BUrivAra		0	
40055	BUrivarpas		0	
40056	BUrivasu		0	
40057	BUrizah		0	
40058	BUryAsuti		0	
40059	BUryakza		0	
40060	BUsaMskAra		0	
40061	BUsvarga		0	
40062	BUtADipati		0	
40063	BUtAdika		0	
40064	BUtArma		0	
40065	BUtArta		0	
40066	BUtAsana		0	
40067	BUtAtmaka		0	
40068	BUtAviSa		0	
40069	BUtAvizwa		0	
40070	BUtAyana		0	
40071	BUtISvaratIrTa		0	
40072	BUtaBAzita		0	
40073	BUtaBErava		0	
40074	BUtaBOtika		0	
40075	BUtaBartar		0	
40076	BUtaDAman		0	
40077	BUtaDAriRI		0	
40078	BUtaDarA		0	
40079	BUtabrahman		0	
40080	BUtacaturdaSI		0	
40081	BUtadruh		0	
40082	BUtagaRa		0	
40083	BUtaganDA		0	
40084	BUtagrAma		0	
40085	BUtahatyA		0	
40086	BUtajyotis		0	
40087	BUtakAla		0	
40088	BUtakAlika		0	
40089	BUtakaraRavatI		0	
40090	BUtakartar		0	
40091	BUtakeSa		0	
40092	BUtakesarA		0	
40093	BUtaketu		0	
40094	BUtalipi		0	
40095	BUtamAtar		0	
40096	BUtamaheSvara		0	
40097	BUtamaya		0	
40098	BUtananda		0	
40099	BUtanicaya		0	
40100	BUtapAla		0	
40101	BUtapUrRimA		0	
40102	BUtapattrI		0	
40103	BUtapura		0	
40104	BUtapuzpa		0	
40105	BUtarAj		0	
40106	BUtarUpa		0	
40107	BUtasADana		0	
40108	BUtasAkzin		0	
40109	BUtasTAna		0	
40110	BUtasTa		0	
40111	BUtasUkzma		0	
40112	BUtasaMGa		0	
40113	BUtasaMkrAmin		0	
40114	BUtasaMplava		0	
40115	BUtasaMtApa		0	
40116	BUtasarga		0	
40117	BUtatfRa		0	
40118	BUtatva		0	
40119	BUtavAhanasAraTi		0	
40120	BUtavIra		0	
40121	BUtavant		0	
40122	BUtavarga		0	
40123	BUtavezI		0	
40124	BUtavid		0	
40125	BUtavinAyaka		0	
40126	BUtavizRu		0	
40127	BUtayoni		0	
40128	BUtejya		0	
40129	BUtezwakA		0	
40130	BUtiSiva		0	
40131	BUtidatta		0	
40132	BUtigarBa		0	
40133	BUtikAla		0	
40134	BUtikAma		0	
40135	BUtikIla		0	
40136	BUtikalaSa		0	
40137	BUtikarman		0	
40138	BUtikftya		0	
40139	BUtimant		0	
40140	BUtiniDAna		0	
40141	BUtisfj		0	
40142	BUtitIrTA		0	
40143	BUtivAhana		0	
40144	BUtiyuvaka		0	
40145	BUtodana		0	
40146	BUtonmAda		0	
40147	BUtopadeSa		0	
40148	BUtopamA		0	
40149	BUtoqqAmara		0	
40150	BUttama		0	
40151	BUvAh		0	
40152	BUyaHsaMnivftti		0	
40153	BUyaMs		0	
40154	BUyarUpa		0	
40155	BUyaskara		0	
40156	BUyaskft		0	
40157	BUyastarAm		0	
40158	BUyizWaBAj		0	
40159	BUyovidya		0	
40160	BUyuktA		0	
40161	BUzaRasAradarpaRa		0	
40162	BUzaRendrapraBa		0	
40163	BUzayitavya		0	
40164	BUzya		0	
40165	BaNgAkawa		0	
40166	BaNgAna		0	
40167	BaNgAsvana		0	
40168	BaNgIla		0	
40169	BaNgaSravas		0	
40170	BaNgakAra		0	
40171	BaNgakara		0	
40172	BaNgasArTa		0	
40173	BaNgavAsA		0	
40174	BaNgiBAva		0	
40175	BaNgiman		0	
40176	BaNgimant		0	
40177	BaNgurAvant		0	
40178	BaNgurIkar		0	
40179	BaNguratA		0	
40180	BaNgya		0	
40181	BaNgyaSravas		0	
40182	BaNkArI		0	
40183	BaNkti		0	
40184	BaRanIya		0	
40185	BaRqIla		0	
40186	BaRqIraTa		0	
40187	BaRqIralatikA		0	
40188	BaRqUka		0	
40189	BaRqa		0	
40190	BaRqahAsinI		0	
40191	BaRqara		0	
40192	BaRqatva		0	
40193	BaRqi		0	
40194	BaRqijaNGa		0	
40195	BaRqin		0	
40196	BaRqira		0	
40197	BaRqita		0	
40198	BaRquka		0	
40199	BaRwuka		0	
40200	BaSirA		0	
40201	BaYjA		0	
40202	BaYjaka		0	
40203	BaYjanAgiri		0	
40204	BaYjipattrikA		0	
40205	Bacakra		0	
40206	BadAka		0	
40207	BadantaDarmatrAta		0	
40208	BadantaSrIlABa		0	
40209	Badantagozaka		0	
40210	BadantajYAnavarman		0	
40211	BadantarAma		0	
40212	Badantavarman		0	
40213	Badatta		0	
40214	BadrASrama		0	
40215	BadrASraya		0	
40216	BadrAha		0	
40217	BadrAkza		0	
40218	BadrAlI		0	
40219	BadrAlapattrikA		0	
40220	BadrAnagara		0	
40221	BadrAraka		0	
40222	BadrAtmaja		0	
40223	BadrAvakASA		0	
40224	BadrAvrata		0	
40225	BadrAyuDa		0	
40226	BadrAyus		0	
40227	BadraBUzaRA		0	
40228	BadraBuja		0	
40229	BadraGawa		0	
40230	BadraMkaraRa		0	
40231	BadraMyA		0	
40232	BadraSIla		0	
40233	BadraSarman		0	
40234	BadraSiKA		0	
40235	BadraSoci		0	
40236	BadraSravas		0	
40237	BadraSrut		0	
40238	BadrabAhusvAmin		0	
40239	Badrabalana		0	
40240	BadracUqa		0	
40241	Badradanta		0	
40242	Badradatta		0	
40243	Badradeha		0	
40244	BadradvIpa		0	
40245	BadragOra		0	
40246	BadragaRita		0	
40247	BadraganDikA		0	
40248	Badrahasta		0	
40249	BadrajAni		0	
40250	Badraja		0	
40251	Badrajaya		0	
40252	BadrakASI		0	
40253	BadrakAraka		0	
40254	BadrakaRwa		0	
40255	Badrakalpa		0	
40256	Badrakalpika		0	
40257	Badrakapila		0	
40258	BadramAtar		0	
40259	BadramallikA		0	
40260	Badramanda		0	
40261	Badramandramfga		0	
40262	BadramuKa		0	
40263	BadramuYja		0	
40264	BadranAman		0	
40265	BadraniDi		0	
40266	BadrapAda		0	
40267	Badrapada		0	
40268	BadraparRA		0	
40269	Badrapura		0	
40270	BadrarUpA		0	
40271	BadrareRu		0	
40272	Badraruci		0	
40273	BadrasAman		0	
40274	BadrasAra		0	
40275	BadrasomA		0	
40276	BadratA		0	
40277	Badraturaga		0	
40278	Badratva		0	
40279	BadravAc		0	
40280	BadravAcya		0	
40281	BadravAdin		0	
40282	BadravallikA		0	
40283	Badravant		0	
40284	Badravarman		0	
40285	Badravasana		0	
40286	BadravihAra		0	
40287	BadravirAj		0	
40288	BadravrAta		0	
40289	BadrayAna		0	
40290	Badrayoga		0	
40291	BadrazazWI		0	
40292	BadriRa		0	
40293	BadropavAsavrata		0	
40294	BagADAna		0	
40295	BagANkura		0	
40296	BagAkzihan		0	
40297	BagAlin		0	
40298	BagaBakta		0	
40299	BagaBakzaka		0	
40300	BagadA		0	
40301	BagadEvata		0	
40302	Bagadeva		0	
40303	Bagadevata		0	
40304	Bagahan		0	
40305	Bagala		0	
40306	BaganarAya		0	
40307	BaganetrAntaka		0	
40308	BaganetrApahArin		0	
40309	BaganetraGna		0	
40310	Baganetrahan		0	
40311	Baganetrahara		0	
40312	Baganetrahft		0	
40313	BaganetranipAtana		0	
40314	Bagapura		0	
40315	Bagas		0	
40316	BagavacCAstra		0	
40317	BagavadBaktinirRaya		0	
40318	BagavadBaktirasAyana		0	
40319	BagavadBaktiratnAvalI		0	
40320	BagavadBaktivilAsa		0	
40321	BagavadIya		0	
40322	Bagavaddruma		0	
40323	BagavadgIta		0	
40324	BagavadrAta		0	
40325	BagavadviSeza		0	
40326	Bagavanmaya		0	
40327	BagavannAmakOmudI		0	
40328	BagavannAmamAhAtmyagranTasaMgraha		0	
40329	Bagavanta		0	
40330	Bagavantadeva		0	
40331	BagavatIdAsa		0	
40332	BagavatIgItA		0	
40333	BagavatpAdABAzaRa		0	
40334	BagavatpadI		0	
40335	BagavatsvatantratA		0	
40336	Bagavattva		0	
40337	Bagavedana		0	
40338	Bagavitta		0	
40339	BageSa		0	
40340	Bagevita		0	
40341	BaginIya		0	
40342	BaginikA		0	
40343	BagnAtman		0	
40344	BagnI		0	
40345	Bagnakrama		0	
40346	BagnapAdarkza		0	
40347	BagnapfzWa		0	
40348	BagnaprakramatA		0	
40349	BagnasaMDika		0	
40350	Bagola		0	
40351	BajanAmfta		0	
40352	BajanIya		0	
40353	BajanatA		0	
40354	Bajenya		0	
40355	Baji		0	
40356	Bajitavya		0	
40357	BakakzA		0	
40358	BakkikA		0	
40359	BaktABilAza		0	
40360	BaktABisAra		0	
40361	BaktAmarastotra		0	
40362	BaktaSAlA		0	
40363	BaktaSaraRa		0	
40364	BaktacCanda		0	
40365	Baktadveza		0	
40366	Baktadvezin		0	
40367	BaktajA		0	
40368	BaktakAra		0	
40369	BaktakaMsa		0	
40370	Baktakara		0	
40371	BaktamAlA		0	
40372	Baktamaya		0	
40373	Baktaruci		0	
40374	BaktatUrya		0	
40375	BaktiBAj		0	
40376	BaktiSata		0	
40377	Bakticandrodaya		0	
40378	BaktihetunirRaya		0	
40379	Baktikara		0	
40380	Baktila		0	
40381	BaktimArganirUpaRa		0	
40382	Baktimant		0	
40383	BaktimuktAvalI		0	
40384	BaktipUrvam		0	
40385	BaktirAga		0	
40386	BaktirasAyana		0	
40387	Baktirasa		0	
40388	BaktiratnAvalI		0	
40389	BaktisUtra		0	
40390	BaktisidDAnta		0	
40391	BaktisuDodaya		0	
40392	BaktitaraMgiRI		0	
40393	BaktivAda		0	
40394	BaktivarDinI		0	
40395	BaktoddeSaka		0	
40396	BaktopasADaka		0	
40397	Baktyupakrama		0	
40398	BakzAlI		0	
40399	BakzaMkfta		0	
40400	BakzaRIya		0	
40401	BakzakAra		0	
40402	BakzapattrA		0	
40403	Bakzayitavya		0	
40404	Bakzitavya		0	
40405	BakzivaMs		0	
40406	BakzyAlAbu		0	
40407	BakzyaMkAra		0	
40408	BalatA		0	
40409	Balatra		0	
40410	BallAda		0	
40411	BallAka		0	
40412	BallapucCI		0	
40413	Ballawa		0	
40414	Ballika		0	
40415	BalvAci		0	
40416	BamBArava		0	
40417	BamBAsAra		0	
40418	BamBa		0	
40419	BamBarAlI		0	
40420	BamBarAlikA		0	
40421	BamaRqala		0	
40422	BamamUha		0	
40423	BanDruka		0	
40424	Banandana		0	
40425	Bandadizwi		0	
40426	BandanIya		0	
40427	Bandana		0	
40428	Bandila		0	
40429	BapaYjara		0	
40430	Bapati		0	
40431	Bappawa		0	
40432	Baqa		0	
40433	Baqila		0	
40434	Baqita		0	
40435	Bar		0	
40436	BarCu		0	
40437	BarUjA		0	
40438	BaraRIya		0	
40439	BaraRi		0	
40440	BaraRika		0	
40441	BaraRizeRa		0	
40442	BaraRyAhvA		0	
40443	BaraRya		0	
40444	BaraRyu		0	
40445	BaraTa		0	
40446	BaradvAjaka		0	
40447	Baraga		0	
40448	Barama		0	
40449	BaratadvAdaSAha		0	
40450	Baratamalla		0	
40451	Baratamallika		0	
40452	BarataprasU		0	
40453	Baratapura		0	
40454	Barataroha		0	
40455	Baratasena		0	
40456	BaratasvAmin		0	
40457	Baratatva		0	
40458	Baratavarza		0	
40459	BarateSvaratIrTa		0	
40460	Barawa		0	
40461	Barawaka		0	
40462	Barawika		0	
40463	BarehanagarI		0	
40464	Barezuja		0	
40465	BargAyaRa		0	
40466	Bargasvant		0	
40467	Bargya		0	
40468	BariRI		0	
40469	Barma		0	
40470	BarmaRyA		0	
40471	Barmas		0	
40472	BarmyASva		0	
40473	Bartar		0	
40474	Bartavya		0	
40475	BartfGnI		0	
40476	BartfGna		0	
40477	Bartfhema		0	
40478	BartfmeRWa		0	
40479	BartfsvAmin		0	
40480	Bartftva		0	
40481	BartfvratA		0	
40482	Bartfvrata		0	
40483	BartfyajYa		0	
40484	BartsapattrikA		0	
40485	Baru		0	
40486	Baruja		0	
40487	Baruka		0	
40488	Baruwaka		0	
40489	Barvara		0	
40490	BasUcaka		0	
40491	BasaMDi		0	
40492	Basana		0	
40493	Basanta		0	
40494	BasmAcala		0	
40495	BasmAgni		0	
40496	BasmAhvaya		0	
40497	BasmakAra		0	
40498	BasmakOmudI		0	
40499	BasmakUwa		0	
40500	Basmameha		0	
40501	BasmatA		0	
40502	BasmatUla		0	
40503	BasmaveDaka		0	
40504	BastrAkA		0	
40505	BastrAvant		0	
40506	BastrI		0	
40507	BastrIya		0	
40508	BastraPalA		0	
40509	BastrakA		0	
40510	Bastrika		0	
40511	BavAcala		0	
40512	BavAdfkza		0	
40513	BavAnIdAsa		0	
40514	BavAnIguru		0	
40515	BavAnIpati		0	
40516	BavAnIvallaBa		0	
40517	BavAnanda		0	
40518	BavAnandasidDAntavAgISa		0	
40519	BavAtmajA		0	
40520	BavIyaMs		0	
40521	BavaBUta		0	
40522	BavaGasmara		0	
40523	BavaKAmi		0	
40524	BavaSarman		0	
40525	BavacCeda		0	
40526	Bavacandra		0	
40527	Bavaddeva		0	
40528	Bavadeva		0	
40529	BavadevaBawwa		0	
40530	BavadevamiSra		0	
40531	Bavaketu		0	
40532	Bavakziti		0	
40533	Bavamaya		0	
40534	BavanADISa		0	
40535	BavanASinI		0	
40536	BavanATa		0	
40537	Bavananda		0	
40538	Bavanapati		0	
40539	Bavanmanyu		0	
40540	Bavant		0	
40541	Bavarga		0	
40542	BavasvAmin		0	
40543	BavicArin		0	
40544	Bavinin		0	
40545	BavipulA		0	
40546	Bavita		0	
40547	Bavitavya		0	
40548	BavizyagaNgA		0	
40549	BavizyatpurARa		0	
40550	BavizyattA		0	
40551	Bavizyattva		0	
40552	BavyajIvana		0	
40553	BawArka		0	
40554	BawaBawamAtftIrTa		0	
40555	Bawantagopadatta		0	
40556	BawkalA		0	
40557	BawwAcArya		0	
40558	BawwAcAryaSatAvaDAna		0	
40559	BawwAcAryacUqAmaRi		0	
40560	BawwAlaMkAra		0	
40561	BawwAra		0	
40562	BawwAraharicandra		0	
40563	BawwArakavAra		0	
40564	BawwIya		0	
40565	BawwaBAskaramiSra		0	
40566	BawwaSiva		0	
40567	BawwaSrISaMkara		0	
40568	BawwabIjaka		0	
40569	BawwabalaBadra		0	
40570	BawwadivAkara		0	
40571	BawwakArikA		0	
40572	BawwakedAra		0	
40573	Bawwamadana		0	
40574	Bawwamalla		0	
40575	BawwanArAyaRa		0	
40576	BawwapadDati		0	
40577	BawwaprayAga		0	
40578	BawwasomeSvara		0	
40579	BawwasvAmin		0	
40580	BawwaviSveSvara		0	
40581	BawwayaSas		0	
40582	Bawwi		0	
40583	Bawwika		0	
40584	Bawwoji		0	
40585	Bawwopama		0	
40586	Bawwotpala		0	
40587	BayApaha		0	
40588	BayAvaha		0	
40589	BayaBrazwa		0	
40590	BayabrAhmaRa		0	
40591	BayadAyin		0	
40592	Bayada		0	
40593	Bayadruta		0	
40594	BayahAraka		0	
40595	BayajAta		0	
40596	Bayakara		0	
40597	Bayakft		0	
40598	BayanASin		0	
40599	BayapradAyin		0	
40600	Bayaprada		0	
40601	BayaqiRqima		0	
40602	BayasTAna		0	
40603	BayavyUha		0	
40604	Bayuj		0	
40605	Bayya		0	
40606	BeMpura		0	
40607	BeSa		0	
40608	BedIya		0	
40609	BedaDikkAra		0	
40610	BedakArin		0	
40611	Bedakara		0	
40612	Bedakft		0	
40613	Bedasaha		0	
40614	BedaviBIzikA		0	
40615	Bedira		0	
40616	Beditva		0	
40617	Bedura		0	
40618	BekaBuj		0	
40619	Bekuri		0	
40620	BelUpurA		0	
40621	Belaka		0	
40622	Bena		0	
40623	Beqagiri		0	
40624	Beqara		0	
40625	BerIBAMkAra		0	
40626	BerIGnant		0	
40627	Beri		0	
40628	BeruRqaka		0	
40629	Betavya		0	
40630	Bettar		0	
40631	Bettavya		0	
40632	Beya		0	
40633	BeyapAla		0	
40634	BezajAgAra		0	
40635	Bezajacandra		0	
40636	BezajatA		0	
40637	Bezajya		0	
40638	BfNgADipa		0	
40639	BfNgArIwa		0	
40640	BfNgAraka		0	
40641	BfNgArikA		0	
40642	BfNgIPala		0	
40643	BfNgaparRikA		0	
40644	BfNgarajas		0	
40645	BfNgariwi		0	
40646	BfNgarola		0	
40647	BfNgasodara		0	
40648	BfNgeriwi		0	
40649	BfS		0	
40650	BfSatA		0	
40651	BfgUlApati		0	
40652	BfgamAtrika		0	
40653	BfguBUmi		0	
40654	BfgumaRqala		0	
40655	BfgurAkzasa		0	
40656	Bfgutanaya		0	
40657	BfguvallI		0	
40658	BfgvISvaratIrTa		0	
40659	BfgvaNgirasikA		0	
40660	BfgvaNgirovid		0	
40661	BfgvandIya		0	
40662	BfjAyana		0	
40663	Bfjjana		0	
40664	BfkuMSa		0	
40665	BfmyaSva		0	
40666	BftiBuj		0	
40667	Bftin		0	
40668	Bftra		0	
40669	Bfttva		0	
40670	BftyatA		0	
40671	Bftyatva		0	
40672	BfzwakAra		0	
40673	Bfzwimant		0	
40674	BiHKarAja		0	
40675	BiScA		0	
40676	Bidaka		0	
40677	Bidelima		0	
40678	Bidira		0	
40679	Bidra		0	
40680	Bidurasvana		0	
40681	Bidvant		0	
40682	Bihu		0	
40683	BikzABARqa		0	
40684	BikzABuj		0	
40685	BikzASitva		0	
40686	BikzAcAra		0	
40687	BikzAcara		0	
40688	BikzAcaraRa		0	
40689	BikzAcarya		0	
40690	BikzAhAra		0	
40691	BikzAka		0	
40692	BikzAkaraRa		0	
40693	BikzAmARava		0	
40694	BikzAnna		0	
40695	BikzApAtra		0	
40696	BikzApracAra		0	
40697	BikzArTin		0	
40698	BikzAvAsas		0	
40699	BikzAvant		0	
40700	BikzAvftti		0	
40701	BikzAyaRa		0	
40702	BikzaRa		0	
40703	Bikzitavya		0	
40704	BikzucaryA		0	
40705	BikzusUtra		0	
40706	BikzusaMGAwI		0	
40707	BikzusaMGa		0	
40708	Bikzutattva		0	
40709	BillaBUzaRA		0	
40710	Bilma		0	
40711	BindDilavaRA		0	
40712	BinnArTa		0	
40713	BinnaBAgahara		0	
40714	BinnaBinnAtman		0	
40715	BinnaGana		0	
40716	BinnadeSa		0	
40717	BinnagAtrikA		0	
40718	BinnagarBa		0	
40719	BinnaguRana		0	
40720	BinnakUwa		0	
40721	Binnaka		0	
40722	BinnakarRa		0	
40723	BinnaliNga		0	
40724	Binnaparikarman		0	
40725	BinnasaMkalita		0	
40726	Binnatva		0	
40727	Binnavacana		0	
40728	Binnavarga		0	
40729	Binnavftti		0	
40730	Binnaviwka		0	
40731	Binnavyavakalita		0	
40732	BinnayojanI		0	
40733	BissiwA		0	
40734	BittiKAtana		0	
40735	BitticOra		0	
40736	BizRaja		0	
40737	BizaNmAtar		0	
40738	BizagBadrA		0	
40739	BizajAvarta		0	
40740	BizmA		0	
40741	BogAvAsa		0	
40742	BogAvalI		0	
40743	BogAvatI		0	
40744	BogISa		0	
40745	BogaBawwa		0	
40746	BogaBftaka		0	
40747	BogadattA		0	
40748	Bogadeha		0	
40749	Bogadeva		0	
40750	BogagrAma		0	
40751	BogagucCa		0	
40752	Bogakara		0	
40753	BogalABa		0	
40754	BoganATa		0	
40755	BogapAla		0	
40756	BogapiSAcikA		0	
40757	BogaprasTa		0	
40758	Bogasadman		0	
40759	Bogasena		0	
40760	BogasvAmin		0	
40761	Bogatva		0	
40762	BogavarDana		0	
40763	Bogavastu		0	
40764	BogeSvaratIrTa		0	
40765	BogiBuj		0	
40766	BogiganDikA		0	
40767	BogikAnta		0	
40768	BogyatA		0	
40769	Bohara		0	
40770	BojADipa		0	
40771	BojAntA		0	
40772	Bojaduhitar		0	
40773	BojakawIya		0	
40774	BojanADikAra		0	
40775	BojanaBARqa		0	
40776	BojanaBUmi		0	
40777	Bojanagara		0	
40778	BojanakAla		0	
40779	BojanakutUhala		0	
40780	Bojanarendra		0	
40781	BojanatyAga		0	
40782	BojanavelA		0	
40783	Bojanavftti		0	
40784	Bojanavyagra		0	
40785	Bojanfpati		0	
40786	Bojapati		0	
40787	BojaprabanDa		0	
40788	BojapurI		0	
40789	Bojapura		0	
40790	BojaputrI		0	
40791	BojarAjIya		0	
40792	Bojayitavya		0	
40793	BojyakAla		0	
40794	Bojyamaya		0	
40795	BojyasaMBava		0	
40796	BojyatA		0	
40797	Bojyatva		0	
40798	BojyozRa		0	
40799	Boktavya		0	
40800	BolAnATa		0	
40801	Boli		0	
40802	BomIrA		0	
40803	Bos		0	
40804	BowANga		0	
40805	BowIya		0	
40806	Bowa		0	
40807	BrAjaTu		0	
40808	BrAjadfzwi		0	
40809	BrAjajjanman		0	
40810	BrAjasvant		0	
40811	BrAjasvin		0	
40812	BrAjis		0	
40813	BrAjizWa		0	
40814	BrAjizmant		0	
40815	BrAjoBrAdantya		0	
40816	BrAntihara		0	
40817	BrAntimant		0	
40818	BrAstreya		0	
40819	BrAtar		0	
40820	BrAtfSvaSura		0	
40821	BrAtfdvitIyA		0	
40822	BrAtfjAyA		0	
40823	BrAtfja		0	
40824	BrAtfmant		0	
40825	BrAtfpatnI		0	
40826	BrAtfputra		0	
40827	BrAtfsiMha		0	
40828	BrAtftva		0	
40829	BrAtfvaDU		0	
40830	BrAtfvala		0	
40831	BrAtfvyaGnI		0	
40832	BrAtfvyacAtana		0	
40833	BrAtfvyahan		0	
40834	BrAtfvyakzayaRa		0	
40835	BrAtfvyavant		0	
40836	BrAtreya		0	
40837	BrAturjAyA		0	
40838	BrAtuzputra		0	
40839	BrAzwraja		0	
40840	BrAzwraka		0	
40841	BrAzwraki		0	
40842	BrAzwraminDa		0	
40843	BrAzwravratin		0	
40844	BrAzwreya		0	
40845	BrENgarika		0	
40846	BrORaGna		0	
40847	BrOveya		0	
40848	BrUBaNga		0	
40849	BrUBeda		0	
40850	BrUBedin		0	
40851	BrURaGna		0	
40852	BrURahan		0	
40853	BrURahati		0	
40854	BrUjAha		0	
40855	BrUkuMSa		0	
40856	BrUkzepa		0	
40857	BrUvicezwita		0	
40858	BrUvikAra		0	
40859	BrUvikzepa		0	
40860	BrUvilAsa		0	
40861	BraBaNga		0	
40862	BraSiman		0	
40863	Brajj		0	
40864	Brajjana		0	
40865	BrakuMSa		0	
40866	BramAsakta		0	
40867	BramaRIya		0	
40868	BramarAlaka		0	
40869	BramarAmbAkzetra		0	
40870	BramarAvalI		0	
40871	BramarAzwaka		0	
40872	BramarakIwa		0	
40873	BramarakaraRqaka		0	
40874	Bramarapada		0	
40875	Bramarapriya		0	
40876	Bramaravilasita		0	
40877	BramatkuwI		0	
40878	Bramatva		0	
40879	BrasyaTu		0	
40880	Brazwaka		0	
40881	BruBaNga		0	
40882	BrukuMSa		0	
40883	BrukuwImuKa		0	
40884	Bu		0	
40885	BujAdala		0	
40886	BujAgra		0	
40887	BujAkaRwa		0	
40888	BujAmUla		0	
40889	BujAmaDya		0	
40890	BujaMgAKya		0	
40891	BujaMgaBa		0	
40892	BujaMgaGAtinI		0	
40893	BujaMgadamanI		0	
40894	BujaMgahan		0	
40895	BujaMgakanyA		0	
40896	BujaMgalatA		0	
40897	BujaMgaparRinI		0	
40898	BujaMgaprayAta		0	
40899	BujaMgasaMgatA		0	
40900	BujaMgavijfmBita		0	
40901	BujaMgeSa		0	
40902	BujaMgendra		0	
40903	BujaMgerita		0	
40904	BujaMgikA		0	
40905	BujaPala		0	
40906	BujaSAlin		0	
40907	BujaSiKara		0	
40908	Bujabala		0	
40909	Bujadala		0	
40910	BujagABojin		0	
40911	BujagaSiSusfta		0	
40912	BujagadAraRa		0	
40913	Bujagapati		0	
40914	BujagarAja		0	
40915	Bujagendra		0	
40916	BujajyA		0	
40917	Bujakowara		0	
40918	Bujanagara		0	
40919	Buk		0	
40920	BukkaBUpAla		0	
40921	BuktaBoga		0	
40922	BuktaSeza		0	
40923	BuktapUrvin		0	
40924	BuktasamujJita		0	
40925	Buktasupta		0	
40926	Buktavant		0	
40927	BuktavfdDi		0	
40928	BuktimatI		0	
40929	BuktipAtra		0	
40930	BuktocCizwa		0	
40931	BuktvAsuhita		0	
40932	BurBurikA		0	
40933	BuvaBartar		0	
40934	BuvaMmanya		0	
40935	Buvadvasu		0	
40936	BuvanAByudaya		0	
40937	BuvanADISa		0	
40938	BuvanADISvara		0	
40939	BuvanAdButa		0	
40940	BuvanAnanda		0	
40941	BuvanaBartar		0	
40942	BuvanaSAsin		0	
40943	Buvanacandra		0	
40944	BuvanamallavIra		0	
40945	BuvanamatI		0	
40946	BuvanapAvana		0	
40947	Buvanapati		0	
40948	BuvanarAja		0	
40949	Buvanasad		0	
40950	BuvaneSAnI		0	
40951	Buvanyu		0	
40952	Buvapati		0	
40953	Buvas		0	
40954	Buwwa		0	
40955	Buwwapura		0	
40956	Buyya		0	
40957	CAcCikA		0	
40958	CAda		0	
40959	CAdin		0	
40960	CAdizeya		0	
40961	CAgaBojin		0	
40962	CAgalAntrI		0	
40963	CAgalakzaRa		0	
40964	CAgaleya		0	
40965	CAgaleyin		0	
40966	CAgamaya		0	
40967	CAgamitra		0	
40968	CAgavAhana		0	
40969	CAgeya		0	
40970	CAla		0	
40971	CAlikya		0	
40972	CAnda		0	
40973	CAndaqa		0	
40974	CAndasIya		0	
40975	CAndasaka		0	
40976	CAndoBAza		0	
40977	CAndoga		0	
40978	CAndogya		0	
40979	CAndomAna		0	
40980	CAndoma		0	
40981	CAndomika		0	
40982	CAndovicita		0	
40983	CAttradarSana		0	
40984	CAttragaRqa		0	
40985	CAttramitra		0	
40986	CAttravyaMsaka		0	
40987	CAttri		0	
40988	CAttrikya		0	
40989	CAwA		0	
40990	CAyABft		0	
40991	CAyANka		0	
40992	CAyAdruma		0	
40993	CAyAgraha		0	
40994	CAyAkara		0	
40995	CAyAmAna		0	
40996	CAyAmaya		0	
40997	CAyAmfgaDara		0	
40998	CAyAmitra		0	
40999	CAyAnAwaka		0	
41000	CAyAtanaya		0	
41001	CAyAtmaja		0	
41002	CAyAvant		0	
41003	CAyaka		0	
41004	CEdika		0	
41005	COtu		0	
41006	CUrI		0	
41007	CUrikA		0	
41008	Cadapattra		0	
41009	Cadi		0	
41010	CadmaveSin		0	
41011	Cadvara		0	
41012	Caga		0	
41013	CagalANGrI		0	
41014	CagalARqI		0	
41015	Cagalaka		0	
41016	CajjU		0	
41017	Calaka		0	
41018	Calika		0	
41019	Calin		0	
41020	Calitaka		0	
41021	CalitarAma		0	
41022	Calli		0	
41023	Calokti		0	
41024	CamaRqa		0	
41025	CamacCamikAratna		0	
41026	CamacCamita		0	
41027	Cambaw		0	
41028	CandaHSAstra		0	
41029	CandaHsUtra		0	
41030	CandaHsaMgraha		0	
41031	CandaHstuB		0	
41032	CandaHstut		0	
41033	CandaScUqAmaRi		0	
41034	Candagati		0	
41035	CandakapAtana		0	
41036	Candana		0	
41037	CandapraSasti		0	
41038	Candaspakza		0	
41039	Candasvant		0	
41040	CandoBAzA		0	
41041	CandogamAhaki		0	
41042	Candogovinda		0	
41043	CandomAlA		0	
41044	CandomAna		0	
41045	CandomArtaRqa		0	
41046	CandomaYjari		0	
41047	Candomavant		0	
41048	Candomaya		0	
41049	CandonAman		0	
41050	CandoratnAkara		0	
41051	Candoruwstoma		0	
41052	Candovivfti		0	
41053	CaqI		0	
41054	CaqqalikA		0	
41055	CardApanikA		0	
41056	CardIkA		0	
41057	Carda		0	
41058	CardikAripu		0	
41059	CattrADAnya		0	
41060	CattraBaNga		0	
41061	CattraDAra		0	
41062	CattraDAraRa		0	
41063	CattraDArin		0	
41064	Cattracakra		0	
41065	Cattragfha		0	
41066	Cattrapati		0	
41067	Cattrapuzpaka		0	
41068	CattrasAla		0	
41069	CattrasiMha		0	
41070	Cattravant		0	
41071	Cattravfkza		0	
41072	CattriRa		0	
41073	Cattvara		0	
41074	CavillAkara		0	
41075	CawABA		0	
41076	Cedi		0	
