s_kanda	s_sarga	s_verse	c_kanda	c_sarga	c_verse	score	class
5	28	8	5	26	8	0.926	matched
5	28	9	5	26	9	1.0	matched
5	28	10	5	26	10	0.856	matched
5	28	11	5	26	11	1.0	matched
5	28	12	5	26	12	1.0	matched
5	28	13	5	26	13	0.844	matched
5	28	14	5	26	14	1.0	matched
5	28	15	5	26	15	1.0	matched
5	28	16	5	26	16	1.0	matched
5	28	17	5	26	17	0.913	matched
5	28	18	5	26	18	1.0	matched
5	28	19	5	26	19	1.0	matched
5	28	20	5	26	20	0.913	matched
5	29	1	5	27	1	0.835	matched
5	29	2	5	27	2	1.0	matched
5	29	3	5	27	3	0.915	matched
5	29	4	5	27	4	0.943	matched
5	29	5	5	27	5	0.914	matched
5	29	6	5	27	6	0.887	matched
5	29	7	5	27	7	0.925	matched
5	29	8	5	27	8	0.922	matched
5	30	1	5	28	1	0.896	matched
5	30	2	5	28	2	1.0	matched
5	30	3	5	28	3	0.93	matched
5	30	4	5	28	4	0.926	matched
5	30	5	5	28	5	1.0	matched
5	30	6	5	28	6	1.0	matched
5	30	7	5	28	7	1.0	matched
5	30	8	5	28	8	0.722	matched
5	30	9	5	28	9	0.821	matched
5	30	10	5	28	10	1.0	matched
5	30	11	5	28	11	0.88	matched
5	30	12	5	28	12	1.0	matched
5	30	13	5	28	13	0.881	matched
5	30	14	5	28	14	1.0	matched
5	30	15	5	28	15	0.875	matched
5	30	16	5	28	16	0.78	matched
5	30	17	5	28	17	1.0	matched
5	30	18	5	28	18	1.0	matched
5	30	19	5	28	19	1.0	matched
5	30	20	5	28	20	0.848	matched
5	30	21	5	28	21	0.865	matched
5	30	22	5	28	22	1.0	matched
5	30	23	5	28	23	0.841	matched
5	30	24	5	28	24	0.742	matched
5	30	25	5	28	25	0.887	matched
5	30	26	5	28	26	1.0	matched
5	30	27	5	28	27	0.907	matched
5	30	28	5	28	28	0.816	matched
5	30	29	5	28	29	0.852	matched
5	30	30	5	28	30	1.0	matched
5	30	31	5	28	31	1.0	matched
5	30	32	5	28	32	1.0	matched
5	30	33	5	28	33	1.0	matched
5	30	34	5	28	34	0.88	matched
5	30	35	5	28	35	1.0	matched
5	30	36	5	28	36	1.0	matched
5	30	37	5	28	37	1.0	matched
5	30	38	5	28	38	1.0	matched
5	30	39	5	28	39	0.841	matched
5	30	40	5	28	40	1.0	matched
5	30	41	5	28	41	0.747	matched
5	30	42	5	28	42	1.0	matched
5	30	43	5	28	43	0.831	matched
5	30	44	5	28	44	1.0	matched
5	31	1	5	29	1	0.846	matched
5	31	2	5	29	2	0.487	fuzzy
5	31	3					southern_only
5	31	4	5	29	3	1.0	matched
5	31	5	5	29	4	1.0	matched
5	31	6	5	29	5	1.0	matched
5	31	7	5	29	6	1.0	matched
5	31	8	5	29	7	1.0	matched
5	31	9					southern_only
5	31	10	5	29	8	0.571	matched
5	31	11					southern_only
5	31	12					southern_only
5	31	13					southern_only
5	31	14					southern_only
5	31	15					southern_only
5	31	16					southern_only
5	31	17	5	29	11	0.538	matched
5	31	18					southern_only
5	31	19	5	29	12	0.93	matched
5	32	1					southern_only
5	32	2					southern_only
5	32	3	5	30	2	0.689	moved
5	32	4					southern_only
5	32	5					southern_only
5	32	6	5	30	2	0.475	fuzzy
5	32	7					southern_only
5	32	8	5	30	3	0.861	matched
5	32	9	5	30	4	1.0	matched
5	32	10	5	30	5	0.849	matched
5	32	11					southern_only
5	32	12	5	30	6	1.0	matched
5	32	13	5	30	7	0.905	matched
5	32	14	5	30	8	1.0	matched
5	33	1					southern_only
5	33	2	5	31	1	1.0	matched
5	33	3	5	31	2	0.973	matched
5	33	4	5	31	3	1.0	matched
5	33	5	5	31	4	1.0	matched
5	33	6	5	31	5	1.0	matched
5	33	7	5	31	6	0.868	matched
5	33	8	5	31	7	0.817	matched
5	33	9	5	31	8	0.908	matched
5	33	10					southern_only
5	33	11	5	31	9	0.855	matched
5	33	12	5	31	10	0.756	matched
5	33	13					southern_only
5	33	14	5	31	11	1.0	matched
5	33	15					southern_only
5	33	16	5	31	12	0.72	matched
5	33	17	5	31	13	1.0	matched
5	33	18	5	31	14	0.899	matched
5	33	19	5	31	15	0.825	matched
5	33	20	5	31	16	1.0	matched
5	33	21	5	31	17	1.0	matched
5	33	22	5	31	18	1.0	matched
5	33	23	5	31	19	0.894	matched
5	33	24	5	31	20	1.0	matched
5	33	25	5	31	21	0.591	matched
5	33	26	5	31	22	1.0	matched
5	33	27	5	31	23	1.0	matched
5	33	28	5	31	24	0.845	matched
5	33	29	5	31	25	1.0	matched
5	33	30	5	31	26	1.0	matched
5	33	31	5	31	27	1.0	matched
5	34	1	5	32	1	0.798	matched
5	34	2	5	32	2	0.785	matched
5	34	3	5	32	3	0.918	matched
5	34	4	5	32	4	0.889	matched
5	34	5	5	32	5	1.0	matched
5	34	6	5	32	6	0.842	matched
5	34	7	5	32	7	1.0	matched
5	34	8	5	32	8	0.578	matched
5	34	9	5	32	9	1.0	matched
5	34	10	5	32	10	1.0	matched
5	34	11	5	32	11	0.88	matched
5	34	12	5	32	12	1.0	matched
5	34	13	5	32	13	1.0	matched
5	34	14	5	32	14	1.0	matched
5	34	15	5	32	15	0.896	matched
5	34	16	5	32	16	1.0	matched
5	34	17					southern_only
5	34	18	5	32	17	1.0	matched
5	34	19	5	32	18	1.0	matched
5	34	20	5	32	19	1.0	matched
5	34	21	5	32	20	1.0	matched
5	34	22	5	32	21	1.0	matched
5	34	23	5	32	22	1.0	matched
5	34	24	5	32	23	1.0	matched
5	34	25	5	32	24	1.0	matched
5	34	26	5	32	25	1.0	matched
5	34	27	5	32	26	0.83	matched
5	34	28	5	32	27	1.0	matched
5	34	29	5	32	28	1.0	matched
5	34	30	5	32	29	0.612	matched
5	34	32					southern_only
5	34	33					southern_only
5	34	34	5	32	33	0.434	fuzzy
5	34	35	5	32	34	0.567	moved
5	34	36	5	32	34	0.404	fuzzy
5	34	37					southern_only
5	34	38	5	32	36	0.38	fuzzy
5	34	39	5	32	37	0.36	fuzzy
5	34	40	5	32	39	0.645	matched
5	35	1	5	33	1	1.0	matched
5	35	2	5	33	2	1.0	matched
5	35	3	5	33	3	0.824	matched
5	35	4	5	33	4	0.841	matched
5	35	5	5	33	5	1.0	matched
5	35	6	5	33	6	1.0	matched
5	35	7	5	33	7	1.0	matched
5	35	8	5	33	8	0.567	matched
5	35	9	5	33	9	1.0	matched
5	35	10	5	33	10	1.0	matched
5	35	11	5	33	11	1.0	matched
5	35	12	5	33	12	1.0	matched
5	35	13	5	33	13	0.571	matched
5	35	14	5	33	14	1.0	matched
5	35	15	5	33	15	0.833	matched
5	35	16	5	33	16	0.839	matched
5	35	17					southern_only
5	35	18	5	33	17	0.4	fuzzy
5	35	19					southern_only
5	35	20	5	33	19	0.628	matched
5	35	21	5	33	20	0.877	matched
5	35	22	5	33	21	0.52	matched
5	35	23					southern_only
5	35	24					southern_only
5	35	25					southern_only
5	35	26					southern_only
5	35	27					southern_only
5	35	28	5	33	26	0.378	fuzzy
5	35	29	5	33	27	0.396	fuzzy
5	35	30					southern_only
5	35	31					southern_only
5	35	32	5	33	29	0.382	fuzzy
5	35	33					southern_only
5	35	34					southern_only
5	35	35					southern_only
5	35	36					southern_only
5	35	37					southern_only
5	35	38					southern_only
5	35	39	5	33	36	0.452	fuzzy
5	35	40					southern_only
5	35	41					southern_only
5	35	42	5	33	39	0.523	matched
5	35	43	5	33	40	1.0	matched
5	35	44	5	33	41	0.825	matched
5	35	45	5	33	42	1.0	matched
5	35	46	5	33	43	1.0	matched
5	35	47	5	33	44	0.851	matched
5	35	48	5	33	45	1.0	matched
5	35	49	5	33	46	1.0	matched
5	35	50	5	33	47	0.882	matched
5	35	51					southern_only
5	35	52	5	33	48	1.0	matched
5	35	53	5	33	49	0.872	matched
5	35	54	5	33	50	0.663	matched
5	35	55	5	33	51	1.0	matched
5	35	56					southern_only
5	35	57	5	33	52	1.0	matched
5	35	58	5	33	53	1.0	matched
5	35	59	5	33	54	0.855	matched
5	35	60	5	33	55	0.759	matched
5	35	61					southern_only
5	35	62	5	33	56	0.676	matched
5	35	63					southern_only
5	35	64					southern_only
5	35	65	5	33	58	0.368	fuzzy
5	35	66					southern_only
5	35	67	5	33	61	0.351	fuzzy
5	35	68					southern_only
5	35	69					southern_only
5	35	70	5	33	62	0.37	fuzzy
5	35	71					southern_only
5	35	72					southern_only
5	35	73					southern_only
5	35	74					southern_only
5	35	75					southern_only
5	35	76					southern_only
5	35	77					southern_only
5	35	78	5	33	70	0.352	fuzzy
5	35	79					southern_only
5	35	80					southern_only
5	35	81					southern_only
5	35	82	5	33	74	0.6	matched
5	35	83	5	33	75	0.64	matched
5	35	84					southern_only
5	35	85	5	33	76	1.0	matched
5	35	86	5	33	77	1.0	matched
5	35	87	5	33	78	0.552	matched
5	35	88	5	33	79	0.5	matched
5	35	89					southern_only
5	35	90	5	33	80	1.0	matched
5	36	1	5	34	1	0.81	matched
5	36	2	5	34	2	0.633	matched
5	36	3					southern_only
5	36	4	5	34	3	0.909	matched
5	36	5	5	34	4	1.0	matched
5	36	6	5	34	5	0.9	matched
5	36	7	5	34	6	1.0	matched
5	36	8	5	34	7	1.0	matched
5	36	9	5	34	8	0.883	matched
5	36	10	5	34	9	1.0	matched
5	36	11	5	34	10	1.0	matched
5	36	12	5	34	11	0.711	matched
5	36	13	5	34	12	0.897	matched
5	36	14	5	34	13	1.0	matched
5	36	15	5	34	14	0.753	matched
5	36	16	5	34	15	1.0	matched
5	36	17	5	34	16	1.0	matched
5	36	18	5	34	17	1.0	matched
5	36	19	5	34	18	1.0	matched
5	36	20	5	34	19	0.878	matched
5	36	21	5	34	20	1.0	matched
5	36	22	5	34	21	1.0	matched
5	36	23	5	34	22	1.0	matched
5	36	24	5	34	23	1.0	matched
5	36	25	5	34	24	1.0	matched
5	36	26	5	34	25	1.0	matched
5	36	27	5	34	26	1.0	matched
5	36	28	5	34	27	1.0	matched
5	36	29	5	34	28	0.782	matched
5	36	30	5	34	29	1.0	matched
5	36	31	5	34	30	1.0	matched
5	36	32	5	34	31	1.0	matched
5	36	33					southern_only
5	36	34	5	35	20	0.882	moved
5	36	35	5	34	33	0.672	matched
5	36	36	5	34	34	1.0	matched
5	36	37	5	34	35	0.855	matched
5	36	38	5	34	36	0.812	matched
5	36	39	5	34	37	1.0	matched
5	36	40	5	34	38	0.904	matched
5	36	41	5	34	39	1.0	matched
5	36	42	5	34	40	1.0	matched
5	36	43	5	34	41	1.0	matched
5	36	44	5	34	42	1.0	matched
5	36	45	5	34	43	1.0	matched
5	36	46	5	34	44	1.0	matched
5	36	47	5	34	45	1.0	matched
5	37	1	5	35	1	0.863	matched
5	37	2	5	35	2	0.836	matched
5	37	3	5	35	3	1.0	matched
5	37	4	5	35	4	1.0	matched
5	37	5	5	35	5	0.771	matched
5	37	6	5	35	6	0.702	matched
5	37	7	5	35	7	1.0	matched
5	37	8	5	35	8	1.0	matched
5	37	9	5	35	9	1.0	matched
5	37	10	5	35	10	1.0	matched
5	37	11	5	35	11	1.0	matched
5	37	12	5	35	12	0.889	matched
5	37	13	5	35	13	0.877	matched
5	37	14	5	35	14	0.882	matched
5	37	15	5	35	15	1.0	matched
5	37	16	5	35	16	1.0	matched
5	37	17	5	35	17	1.0	matched
5	37	18	5	35	18	0.88	matched
5	37	19	5	35	19	1.0	matched
5	37	20	5	35	20	0.882	matched
5	37	21	5	35	21	0.787	matched
5	37	22	5	35	22	1.0	matched
5	37	23	5	35	23	1.0	matched
5	37	24	5	35	24	1.0	matched
5	37	25	5	35	25	1.0	matched
5	37	26	5	35	26	1.0	matched
5	37	27	5	35	27	0.358	fuzzy
5	37	28	5	35	28	1.0	matched
5	37	29	5	35	29	1.0	matched
5	37	30	5	35	30	1.0	matched
5	37	31	5	35	31	0.841	matched
5	37	32	5	35	32	0.901	matched
5	37	33	5	35	33	0.771	matched
5	37	34	5	35	34	1.0	matched
5	37	35	5	35	35	0.805	matched
5	37	36	5	35	36	1.0	matched
5	37	37	5	35	37	1.0	matched
5	37	38	5	35	38	1.0	matched
5	37	39	5	35	39	1.0	matched
5	37	40	5	35	40	1.0	matched
5	37	41	5	35	41	1.0	matched
5	37	42	5	35	42	0.893	matched
5	37	43	5	35	43	0.827	matched
5	37	44	5	35	44	0.893	matched
5	37	45	5	35	45	1.0	matched
5	37	46	5	35	46	1.0	matched
5	37	47	5	35	47	1.0	matched
5	37	48	5	35	48	0.821	matched
5	37	49	5	35	49	1.0	matched
5	37	50	5	35	50	1.0	matched
5	37	51	5	35	51	1.0	matched
5	37	52	5	35	52	1.0	matched
5	37	53	5	35	53	1.0	matched
5	37	54	5	35	54	1.0	matched
5	37	55	5	35	55	1.0	matched
5	37	56	5	35	56	1.0	matched
5	37	57	5	35	57	1.0	matched
5	37	58	5	35	58	0.907	matched
5	37	59	5	35	59	1.0	matched
5	37	60	5	35	60	0.769	matched
5	37	61	5	35	61	0.849	matched
5	37	62	5	35	62	0.828	matched
5	37	63	5	35	63	1.0	matched
5	37	64	5	35	64	1.0	matched
5	37	65	5	35	65	0.871	matched
5	37	66	5	35	66	1.0	matched
5	37	67	5	35	67	1.0	matched
5	37	68	5	35	68	0.792	matched
5	38	1	5	36	1	0.849	matched
5	38	2	5	36	2	1.0	matched
5	38	3	5	36	3	0.736	matched
5	38	4	5	36	4	0.835	matched
5	38	5	5	36	5	1.0	matched
5	38	6	5	36	6	0.833	matched
5	38	7	5	36	7	1.0	matched
5	38	8	5	36	8	0.859	matched
5	38	9	5	36	9	0.819	matched
5	38	10	5	36	10	1.0	matched
5	38	11	5	36	11	1.0	matched
5	38	12	5	36	12	0.914	matched
5	38	13	5	36	13	0.79	matched
5	38	14	5	36	14	0.632	matched
5	38	15	5	36	16	1.0	matched
5	38	16	5	36	17	1.0	matched
5	38	17	5	36	18	1.0	matched
5	38	18	5	36	19	1.0	matched
5	38	19	5	36	20	0.561	matched
5	38	20	5	36	21	1.0	matched
5	38	21	5	36	15	0.5	moved
5	38	22					southern_only
5	38	23					southern_only
5	38	24					southern_only
5	38	25	5	36	22	0.646	matched
5	38	26	5	36	23	0.886	matched
5	38	27	5	36	24	0.864	matched
5	38	28	5	36	25	0.986	matched
5	38	29	5	36	26	0.828	matched
5	38	30	5	65	13	0.57	moved
5	38	31	5	36	27	0.642	matched
5	38	32	5	36	28	0.674	matched
5	38	33	5	65	15	0.718	moved
5	38	34	5	36	30	0.425	fuzzy
5	38	35	5	36	31	0.479	fuzzy
5	38	36	5	36	32	0.489	fuzzy
5	38	37	5	36	33	0.914	matched
5	38	38					southern_only
5	38	39	5	36	34	0.436	fuzzy
5	38	40	5	36	35	0.632	matched
5	38	41	5	36	36	0.812	matched
5	38	42	5	36	37	0.892	matched
5	38	43	5	36	38	0.909	matched
5	38	44	5	36	39	1.0	matched
5	38	45	5	36	40	0.892	matched
5	38	46	5	36	41	1.0	matched
5	38	47	5	38	12	0.721	moved
5	38	48	5	65	25	0.827	moved
5	38	49	5	65	26	0.833	moved
5	38	50	5	38	15	0.626	moved
5	38	51	5	38	16	0.561	moved
5	38	52					southern_only
5	38	53					southern_only
5	38	54					southern_only
5	38	55					southern_only
5	38	56	5	36	44	0.661	matched
5	38	57	5	36	45	1.0	matched
5	38	58	5	36	46	0.892	matched
5	38	59	5	36	47	0.914	matched
5	38	60	5	36	48	1.0	matched
5	38	61	5	36	49	0.566	matched
5	38	62					southern_only
5	38	63					southern_only
5	38	64	5	36	50	1.0	matched
5	38	65	5	36	51	1.0	matched
5	38	66	5	36	52	1.0	matched
5	38	67	5	36	53	1.0	matched
5	38	68	5	36	54	1.0	matched
5	38	69	5	36	55	0.753	matched
5	38	70	5	36	56	1.0	matched
5	39	1	5	37	1	1.0	matched
5	39	2	5	37	2	0.805	matched
5	39	3	5	37	3	0.81	matched
5	39	4	5	37	4	1.0	matched
5	39	5					southern_only
5	39	6					southern_only
5	39	7					southern_only
5	39	8					southern_only
5	39	9	5	37	8	1.0	matched
5	39	10	5	37	9	1.0	matched
5	39	11	5	37	10	0.901	matched
5	39	12	5	37	11	0.841	matched
5	39	13	5	37	12	1.0	matched
5	39	14	5	54	7	1.0	moved
5	39	15	5	37	14	0.818	matched
5	39	16	5	37	15	1.0	matched
5	39	17	5	37	16	0.88	matched
5	39	18	5	37	17	1.0	matched
5	39	19	5	37	18	1.0	matched
5	39	20	5	37	19	1.0	matched
5	39	21	5	37	20	0.719	matched
5	39	22	5	37	21	0.89	matched
5	39	23	5	37	22	1.0	matched
5	39	24	5	37	23	1.0	matched
5	39	25	5	66	8	1.0	moved
5	39	26	5	37	25	1.0	matched
5	39	27	5	37	26	1.0	matched
5	39	28	5	37	27	0.885	matched
5	39	29	5	37	28	0.571	matched
5	39	30	5	37	29	1.0	matched
5	39	31	5	37	30	1.0	matched
5	39	32	5	37	31	0.838	matched
5	39	33	5	66	17	1.0	moved
5	39	34	5	37	33	1.0	matched
5	39	35	5	37	34	1.0	matched
5	39	36	5	37	35	1.0	matched
5	39	37	5	37	36	1.0	matched
5	39	38	5	37	37	1.0	matched
5	39	39	5	66	22	1.0	moved
5	39	40	5	37	39	1.0	matched
5	39	41	5	37	40	0.855	matched
5	39	42	5	37	41	1.0	matched
5	39	43	5	37	42	0.892	matched
5	39	44	5	37	43	1.0	matched
5	39	45	5	37	44	1.0	matched
5	39	46	5	37	45	0.713	matched
5	39	47	5	37	46	1.0	matched
5	39	48	5	37	47	0.862	matched
5	39	49	5	37	48	1.0	matched
5	39	50	5	37	49	1.0	matched
5	39	51	5	37	50	1.0	matched
5	39	52	5	37	51	0.392	fuzzy
5	39	53	5	37	52	1.0	matched
5	39	54	5	37	53	0.925	matched
5	40	1	5	38	1	1.0	matched
5	40	2	5	38	2	1.0	matched
5	40	3	5	38	3	1.0	matched
5	40	4	5	38	4	0.842	matched
5	40	5	5	38	5	1.0	matched
5	40	6	5	38	6	1.0	matched
5	40	7	5	38	7	1.0	matched
5	40	8	5	38	8	1.0	matched
5	40	9	5	38	9	0.67	matched
5	40	10	5	38	10	1.0	matched
5	40	11	5	38	11	0.719	matched
5	40	12	5	38	12	1.0	matched
5	40	13	5	38	13	1.0	matched
5	40	14	5	38	14	1.0	matched
5	40	15	5	38	15	1.0	matched
5	40	16	5	38	16	0.598	matched
5	40	17	5	38	17	0.8	matched
5	40	18	5	38	18	0.444	fuzzy
5	40	19					southern_only
5	40	20					southern_only
5	40	21	5	38	20	0.651	matched
5	40	22	5	38	21	1.0	matched
5	40	23	5	37	8	1.0	moved
5	40	24	5	65	35	1.0	moved
5	40	25	5	38	24	1.0	matched
5	41	1	5	39	1	1.0	matched
5	41	2	5	39	2	1.0	matched
5	41	3	5	39	3	0.872	matched
5	41	4	5	39	4	0.783	matched
5	41	5	5	39	5	0.797	matched
5	41	6	5	39	6	1.0	matched
5	41	7	5	39	7	0.846	matched
5	41	8	5	39	8	0.915	matched
5	41	9					southern_only
5	41	10	5	39	9	1.0	matched
5	41	11	5	39	10	1.0	matched
5	41	12	5	39	11	1.0	matched
5	41	13	5	39	12	0.814	matched
5	41	14	5	39	13	1.0	matched
5	41	15	5	39	14	1.0	matched
5	41	16	5	39	15	1.0	matched
5	41	17					southern_only
5	41	18					southern_only
5	41	19	5	39	16	0.584	matched
5	41	20					southern_only
5	41	21	5	39	17	0.709	matched
5	42	1	5	40	1	1.0	matched
5	42	2	5	40	2	0.897	matched
5	42	3	5	40	3	1.0	matched
5	42	4	5	40	4	1.0	matched
5	42	5	5	40	5	0.889	matched
5	42	6	5	40	6	1.0	matched
5	42	7	5	40	7	0.895	matched
5	42	8	5	40	8	0.825	matched
5	42	9	5	40	9	0.889	matched
5	42	10	5	40	10	0.738	matched
5	42	11	5	40	11	1.0	matched
5	42	12	5	40	12	0.605	matched
5	42	13	5	40	13	1.0	matched
5	42	14	5	40	14	1.0	matched
5	42	15	5	40	15	1.0	matched
5	42	16	5	40	16	0.89	matched
5	42	17	5	40	17	0.787	matched
5	42	18	5	40	18	0.87	matched
5	42	19	5	40	19	1.0	matched
5	42	20	5	40	20	0.763	matched
5	42	21	5	40	21	1.0	matched
5	42	22	5	40	22	1.0	matched
5	42	23					southern_only
5	42	24	5	40	23	1.0	matched
5	42	25	5	40	24	1.0	matched
5	42	26	5	40	25	1.0	matched
5	42	27	5	40	26	0.893	matched
5	42	28	5	40	27	0.895	matched
5	42	29					southern_only
5	42	30	5	40	28	0.841	matched
5	42	31	5	41	4	0.802	moved
5	42	32	5	41	5	0.756	moved
5	42	33	5	41	6	1.0	moved
5	42	34	5	41	7	1.0	moved
5	42	35	5	41	8	0.88	moved
5	42	36	5	41	9	1.0	moved
5	42	37	5	40	29	1.0	matched
5	42	38	5	40	30	1.0	matched
5	42	39	5	40	31	1.0	matched
5	42	40	5	40	32	0.478	fuzzy
5	42	41					southern_only
5	42	42	5	40	34	1.0	matched
5	42	43	5	40	35	1.0	matched
5	42	44	5	40	36	1.0	matched
5	43	1	5	41	1	0.664	matched
5	43	2					southern_only
5	43	3	5	41	2	0.63	matched
5	43	4					southern_only
5	43	5	5	41	3	0.889	matched
5	43	6	5	41	4	0.674	matched
5	43	7	5	41	5	0.471	fuzzy
5	43	8	5	41	6	0.713	matched
5	43	9	5	41	7	1.0	matched
5	43	10	5	41	8	1.0	matched
5	43	11	5	41	9	1.0	matched
5	43	12	5	41	10	0.54	matched
5	43	13	5	41	11	0.613	matched
5	43	14					southern_only
5	43	15					southern_only
5	43	16	5	41	13	0.481	fuzzy
5	43	17	5	41	14	0.694	matched
5	43	18					southern_only
5	43	19					southern_only
5	43	20					southern_only
5	43	21					southern_only
5	43	22					southern_only
5	43	23					southern_only
5	43	24					southern_only
5	43	25	5	41	18	0.504	matched
5	44	1	5	42	1	1.0	matched
5	44	2	5	42	2	1.0	matched
5	44	3	5	42	3	1.0	matched
5	44	4	5	42	4	1.0	matched
5	44	5	5	42	5	1.0	matched
5	44	6	5	42	6	0.819	matched
5	44	7	5	42	7	0.889	matched
5	44	8	5	42	8	1.0	matched
5	44	9					southern_only
5	44	10	5	42	9	1.0	matched
5	44	11	5	42	10	1.0	matched
5	44	12	5	42	11	1.0	matched
5	44	13	5	42	12	1.0	matched
5	44	14	5	42	13	0.861	matched
5	44	15	5	42	14	1.0	matched
5	44	16	5	42	15	1.0	matched
5	44	17	5	42	16	0.823	matched
5	44	18	5	42	17	0.762	matched
5	44	19	5	42	18	0.774	matched
5	44	20	5	42	19	1.0	matched
5	45	1	5	43	1	1.0	matched
5	45	2	5	43	2	1.0	matched
5	45	3	5	43	3	1.0	matched
5	45	4	5	43	4	1.0	matched
5	45	5	5	43	5	1.0	matched
5	45	6	5	43	6	0.899	matched
5	45	7	5	43	7	0.63	matched
5	45	8	5	43	8	1.0	matched
5	45	9	5	43	9	1.0	matched
5	45	10	5	43	10	1.0	matched
5	45	11	5	43	11	1.0	matched
5	45	12	5	43	12	1.0	matched
5	45	13	5	43	13	1.0	matched
5	45	14	5	43	14	1.0	matched
5	45	15	5	43	15	1.0	matched
5	45	16					southern_only
5	45	17	5	43	16	1.0	matched
5	46	1	5	44	1	1.0	matched
5	46	2	5	44	2	1.0	matched
5	46	3	5	44	3	1.0	matched
5	46	4	5	44	4	1.0	matched
5	46	5	5	44	5	1.0	matched
5	46	6	5	44	6	0.667	matched
5	46	7					southern_only
5	46	8					southern_only
5	46	9	5	44	8	0.357	fuzzy
5	46	10					southern_only
5	46	11					southern_only
5	46	12					southern_only
5	46	13					southern_only
5	46	14	5	44	12	0.387	fuzzy
5	46	15					southern_only
5	46	16					southern_only
5	46	17	5	44	14	0.363	fuzzy
5	46	18					southern_only
5	46	19	5	44	16	0.35	fuzzy
5	46	20	5	44	18	0.365	fuzzy
5	46	21					southern_only
5	46	22	5	44	20	0.644	matched
5	46	23	5	44	21	1.0	matched
5	46	24	5	44	22	1.0	matched
5	46	25	5	44	23	1.0	matched
5	46	26	5	44	24	0.872	matched
5	46	27	5	44	25	1.0	matched
5	46	28	5	44	26	0.874	matched
5	46	29	5	44	27	0.848	matched
5	46	30	5	44	28	0.889	matched
5	46	31	5	44	29	0.731	matched
5	46	32	5	44	30	1.0	matched
5	46	33	5	44	31	0.887	matched
5	46	34	5	44	32	1.0	matched
5	46	35	5	44	33	0.807	matched
5	46	36	5	44	34	1.0	matched
5	46	37	5	44	35	0.667	matched
5	46	38	5	44	36	1.0	matched
5	46	39	5	44	37	1.0	matched
5	46	40	5	44	38	0.866	matched
5	46	41	5	44	39	0.9	matched
5	47	1	5	45	1	0.86	matched
5	47	2	5	45	2	1.0	matched
5	47	3	5	45	3	0.929	matched
5	47	4	5	45	4	0.88	matched
5	47	5	5	45	5	0.808	matched
5	47	6	5	45	6	0.93	matched
5	47	7	5	45	7	0.929	matched
5	47	8	5	45	8	1.0	matched
5	47	9	5	45	9	0.675	matched
5	47	10	5	45	10	0.884	matched
5	47	11	5	45	11	0.93	matched
5	47	12	5	45	12	1.0	matched
5	47	13	5	45	13	0.92	matched
5	47	14	5	45	14	0.828	matched
5	47	15	5	45	15	0.868	matched
5	47	16	5	45	16	0.905	matched
5	47	17	5	45	17	0.909	matched
5	47	18	5	45	18	1.0	matched
5	47	19	5	45	19	0.852	matched
5	47	20	5	45	20	1.0	matched
5	47	21	5	45	21	1.0	matched
5	47	22	5	45	22	0.926	matched
5	47	23	5	45	23	0.81	matched
5	47	24	5	45	24	1.0	matched
5	47	25	5	45	25	1.0	matched
5	47	26	5	45	26	0.895	matched
5	47	27	5	45	27	1.0	matched
5	47	28	5	45	28	0.901	matched
5	47	29	5	45	29	0.845	matched
5	47	30	5	45	30	1.0	matched
5	47	31	5	45	31	0.855	matched
5	47	32	5	45	32	1.0	matched
5	47	33	5	45	33	0.88	matched
5	47	34	5	45	34	0.929	matched
5	47	35	5	45	35	1.0	matched
5	47	36	5	45	36	0.901	matched
5	47	37	5	45	38	0.623	matched
5	47	38	5	45	39	0.781	matched
5	48	1	5	46	1	0.827	matched
5	48	2	5	46	2	1.0	matched
5	48	3					southern_only
5	48	4	5	46	4	0.574	matched
5	48	5	5	46	5	0.902	matched
5	48	6	5	46	6	1.0	matched
5	48	7	5	46	7	0.848	matched
5	48	8	5	46	8	0.676	matched
5	48	9	5	46	9	0.778	matched
5	48	10	5	46	10	0.891	matched
5	48	11					southern_only
5	48	12					southern_only
5	48	13	5	46	11	0.916	matched
5	48	14	5	46	12	0.825	matched
5	48	15	5	46	13	0.783	matched
5	48	16	5	46	14	0.884	matched
5	48	17	5	46	15	0.946	matched
5	48	18	5	46	16	0.709	matched
5	48	19	5	46	17	1.0	matched
5	48	20	5	46	18	1.0	matched
5	48	21	5	46	19	0.835	matched
5	48	22	5	46	20	1.0	matched
5	48	23	5	46	21	1.0	matched
5	48	24	5	46	22	0.693	matched
5	48	25	5	46	23	0.88	matched
5	48	26	5	46	24	0.851	matched
5	48	27	5	46	25	1.0	matched
5	48	28	5	46	26	0.85	matched
5	48	29	5	46	27	0.919	matched
5	48	30	5	46	28	0.949	matched
5	48	31	5	46	29	1.0	matched
5	48	32	5	46	30	1.0	matched
5	48	33	5	46	31	1.0	matched
5	48	34	5	46	32	0.907	matched
5	48	35	5	46	33	1.0	matched
5	48	36	5	46	34	1.0	matched
5	48	37	5	46	35	0.9	matched
5	48	38	5	46	36	1.0	matched
5	48	39	5	46	37	1.0	matched
5	48	40	5	46	38	0.917	matched
5	48	41	5	46	39	0.942	matched
5	48	42	5	46	40	1.0	matched
5	48	43	5	46	41	1.0	matched
5	48	44	5	46	42	1.0	matched
5	48	45	5	46	43	1.0	matched
5	48	46	5	46	44	0.904	matched
5	48	47	5	46	45	0.836	matched
5	48	48	5	46	46	1.0	matched
