slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_grounded_verse	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
nimIlana		2	2	12	19	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nimajjana		2	2	9	26	4	4	0.1538	2	0	0	1	R4_grounded_alignment
nimeya		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nimeza		4	4	49	164	3	12	0.0732	1	1	0	1	R4_grounded_alignment
nimitta		4	4	106	973	7	125	0.1285	1	1	0	1	R4_grounded_alignment
nimittaka		2	2	4	4	1	1	0.2500	0	0	0	1	R3_tagged_but_unaligned
nimiza		4	4	21	20	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nimna		3	3	56	215	5	45	0.2093	1	1	0	1	R4_grounded_alignment
nimnagata		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nimruc		2	2	9	17	2	8	0.4706	1	1	0	1	R4_grounded_alignment
ninAdin		3	3	9	8	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
ninIzu		2	2	6	4	0	0	0.0000	1	0	0	1	R4_grounded_alignment
ninayana		2	2	2	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nipAna		2	2	26	25	3	6	0.2400	1	1	0	1	R4_grounded_alignment
nipAta		5	5	75	143	7	16	0.1119	1	1	0	1	R4_grounded_alignment
nipAtana		5	5	24	53	6	10	0.1887	2	1	0	1	R4_grounded_alignment
nipAtin		2	2	12	9	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nipa		3	2	5	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nipatana		2	2	5	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nipuRa		2	2	52	151	5	18	0.1192	1	1	0	1	R4_grounded_alignment
nipuRatA		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirAbADa		2	2	14	13	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nirAkANkza		2	2	5	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirAkAra		5	2	4	30	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirAkaraRa		3	3	14	13	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirAkarizRu		3	3	5	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirAkfti		8	8	26	18	0	0	0.0000	2	1	1	1	R4_grounded_alignment
nirAkranda		2	2	4	3	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nirAkriyA		2	2	3	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
nirAkula		4	4	7	20	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirAlamba		3	3	22	41	1	1	0.0244	1	0	0	1	R4_grounded_alignment
nirAloka		2	2	12	22	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nirAmaya	2	6	6	26	96	3	8	0.0833	2	0	0	1	R4_grounded_alignment
nirAmiza		2	2	7	14	1	3	0.2143	1	1	0	1	R4_grounded_alignment
nirAsa		2	2	18	20	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirAtaNka		2	2	9	27	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nirAtapa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirBara		3	3	34	81	1	1	0.0123	0	0	0	1	R3_tagged_but_unaligned
nirBartsana		2	2	13	6	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirBaya		3	3	20	121	4	8	0.0661	1	1	0	1	R4_grounded_alignment
nirBeda		5	5	6	11	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirBedya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirDAra		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirDAraRa		2	2	14	6	2	3	0.5000	0	0	0	1	R3_tagged_but_unaligned
nirDana		3	3	21	54	1	3	0.0556	1	1	0	1	R4_grounded_alignment
nirGAta		2	2	46	73	3	8	0.1096	1	1	0	1	R4_grounded_alignment
nirIkzaRa		2	2	20	37	1	2	0.0541	1	1	0	1	R4_grounded_alignment
nirJara		5	5	46	70	2	3	0.0429	1	1	0	1	R4_grounded_alignment
nirJarin		2	2	7	2	1	2	1.0000	0	0	0	1	R3_tagged_but_unaligned
nirRaya		4	4	52	102	1	1	0.0098	1	1	0	1	R4_grounded_alignment
nirRejana		2	2	2	4	1	1	0.2500	1	1	0	1	R4_grounded_alignment
nirUQa		5	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirUha	1	2	2	12	84	1	4	0.0476	0	0	0	1	R3_tagged_but_unaligned
nirUpaRa		4	2	20	40	1	1	0.0250	0	0	0	1	R3_tagged_but_unaligned
niraBImAna		2	2	4	4	0	0	0.0000	1	0	0	1	R4_grounded_alignment
niraYjana		3	3	28	85	3	6	0.0706	1	1	1	1	R4_grounded_alignment
nirahaMkata		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niramitra		2	2	17	17	2	3	0.1765	0	0	1	1	R3_tagged_but_unaligned
nirantara		2	2	65	89	2	4	0.0449	1	1	0	1	R4_grounded_alignment
niranvaya		3	3	5	5	1	2	0.4000	0	0	0	1	R3_tagged_but_unaligned
nirapAya		2	2	6	15	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirarTa	1	2	2	3	7	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirarTa	2	4	4	8	7	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nirarTaka		3	3	39	83	2	5	0.0602	1	1	0	1	R4_grounded_alignment
nirasana		4	4	26	5	0	0	0.0000	1	0	0	1	R4_grounded_alignment
niravadya	2	2	2	12	16	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nirbanDa		3	3	40	70	6	8	0.1143	1	1	0	1	R4_grounded_alignment
nirdahana		4	4	8	3	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nirdaya		2	2	21	36	1	1	0.0278	1	0	0	1	R4_grounded_alignment
nirdeSa		4	4	49	118	2	3	0.0254	0	0	0	1	R3_tagged_but_unaligned
nirdeSya		3	3	19		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirdravya		2	2	7	8	1	1	0.1250	0	0	0	1	R3_tagged_but_unaligned
nirdvaMdva		4	4	18	77	2	3	0.0390	1	1	0	1	R4_grounded_alignment
nirfti	1	2	2	71	146	7	15	0.1027	1	1	0	1	R4_grounded_alignment
nirgranTa		5	5	31	23	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nirgranTaka		4	4	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirgranTika		3	2	5	0	0	0		0	0	0	1	R2_no_wordsem_tag
nirguRa		4	4	26	203	2	26	0.1281	1	1	0	1	R4_grounded_alignment
nirguRatA		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirguRatva		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirhAra		6	6	12	9	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nirharaRa		2	2	20	14	1	1	0.0714	1	1	0	1	R4_grounded_alignment
nirjara	1	7	7	20	25	2	5	0.2000	1	1	0	1	R4_grounded_alignment
nirjara	2	2	2	3	25	2	5	0.2000	0	0	0	1	R3_tagged_but_unaligned
nirjaya		2	2	10	17	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirlepa		3	3	10	22	2	4	0.1818	0	0	1	1	R3_tagged_but_unaligned
nirmARa		5	4	34	79	3	4	0.0506	1	1	0	1	R4_grounded_alignment
nirmAlya		3	3	19	60	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirmArga	1	2	2	4	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirmaDya		2	2	3	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirmaTya		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirmada		2	2	6	8	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirmala		4	4	39	380	8	113	0.2974	1	0	0	1	R4_grounded_alignment
nirmama		2	2	20	76	1	3	0.0395	1	1	1	1	R4_grounded_alignment
nirmanyu		2	2	5	6	1	1	0.1667	0	0	0	1	R3_tagged_but_unaligned
nirmoha		2	2	2	8	1	1	0.1250	0	0	1	1	R3_tagged_but_unaligned
nirmoka		5	4	23	28	1	1	0.0357	1	0	0	1	R4_grounded_alignment
nirmuwa		4	3	5	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirnamaskAra		2	2	5	10	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
niroDa		7	7	71	206	6	19	0.0922	1	1	0	1	R4_grounded_alignment
niroDaka		2	2	3	18	2	8	0.4444	0	0	0	1	R3_tagged_but_unaligned
niroDana		5	5	10	25	1	2	0.0800	1	1	0	1	R4_grounded_alignment
nirucCvAsa	2	2	2	13	28	3	5	0.1786	1	1	0	1	R4_grounded_alignment
nirupadrava		2	2	13	37	2	3	0.0811	1	0	0	1	R4_grounded_alignment
nirupama		2	2	6	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirupaplava		3	3	4	6	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nirutsuka		2	2	5	10	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
niruttara		3	3	11	22	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirvARa	1	3	3	25	229	6	17	0.0742	1	1	0	1	R4_grounded_alignment
nirvARa	2	7	6	90	229	6	17	0.0742	1	1	0	1	R4_grounded_alignment
nirvAda		4	4	16	5	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirvAha		3	3	16	13	1	1	0.0769	0	0	0	1	R3_tagged_but_unaligned
nirvAhaRa		2	2	4	35	2	24	0.6857	0	0	0	1	R3_tagged_but_unaligned
nirvApa		3	3	9	22	1	5	0.2273	0	0	0	1	R3_tagged_but_unaligned
nirvApaRa	1	2	2	4	33	3	14	0.4242	0	0	0	1	R3_tagged_but_unaligned
nirvApaRa	2	3	3	12	33	3	14	0.4242	0	0	0	1	R3_tagged_but_unaligned
nirvAsana	1	2	2	17	12	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirvEra	2	2	2	9	23	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nirvIja		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirvIra		3	3	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirvacana	1	3	3	23	36	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nirvacana	2	2	2	5	36	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nirvapaRa		5	5	16	16	1	2	0.1250	1	0	0	1	R4_grounded_alignment
nirvartin		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirveSa		4	4	26	5	1	1	0.2000	0	0	0	1	R3_tagged_but_unaligned
nirveda		3	3	44	125	2	3	0.0240	1	1	0	1	R4_grounded_alignment
nirvezwavya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirvfti		6	6	55	115	4	8	0.0696	1	1	0	1	R4_grounded_alignment
nirvftti		4	4	22	45	2	3	0.0667	0	0	0	1	R3_tagged_but_unaligned
nirvinDya		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirviza		2	2	13	47	2	8	0.1702	0	0	0	1	R3_tagged_but_unaligned
nirvizaya	2	3	3	12	18	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nirvyUQi		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nirvyUha		5	3	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirvyaTa		2	2	3	13	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nirvyaYjana		2	2	4	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nirvyalIka		2	2	11	10	0	0	0.0000	1	1	0	1	R4_grounded_alignment
niryARa		7	7	41	35	0	0	0.0000	1	0	0	1	R4_grounded_alignment
niryAtana		2	2	12	9	3	4	0.4444	0	0	0	1	R3_tagged_but_unaligned
niryUha		4	4	51	55	3	5	0.0909	1	0	0	1	R4_grounded_alignment
nisUdana		2	2	11		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nisarga		5	5	43	75	3	6	0.0800	1	1	0	1	R4_grounded_alignment
nisfta		3	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nisrAva		2	2	3	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
nistAra		2	2	5	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nistala		2	2	9	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nistaraRa		3	2	8	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nistriMSa		3	3	34	110	1	12	0.1091	1	1	0	1	R4_grounded_alignment
nistuza		2	2	2	23	3	8	0.3478	0	0	0	1	R3_tagged_but_unaligned
nisyanda		3	3	24	24	4	4	0.1667	1	0	0	1	R4_grounded_alignment
nisyandin		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nitAna		2	2	2	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nitamba		6	6	47	94	4	11	0.1170	1	0	0	1	R4_grounded_alignment
nitambavant		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nitambin		2	2	15	5	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nitarAm		4	4	31	43	2	6	0.1395	1	1	0	1	R4_grounded_alignment
nitatnI		3	3	4	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nitya		7	7	152	1327	17	102	0.0769	1	1	0	1	R4_grounded_alignment
nityatA		2	2	5	18	3	11	0.6111	0	0	0	1	R3_tagged_but_unaligned
nityatva		2	2	11		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nityavatsa		3	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nivApa		2	2	21	29	2	2	0.0690	1	0	0	1	R4_grounded_alignment
nivAraRa		3	3	29	110	8	18	0.1636	1	1	0	1	R4_grounded_alignment
nivAsa	1	2	2	42	200	7	25	0.1250	1	1	0	1	R4_grounded_alignment
nivAsana	1	2	2	6	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nivIta		3	3	12	7	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nivacana		3	3	9	6	1	1	0.1667	1	1	0	1	R4_grounded_alignment
nivaha		3	3	29	34	2	7	0.2059	1	1	0	1	R4_grounded_alignment
nivapana		2	2	10	2	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nivara		2	2	6	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
nivarhaRa		3	3	56		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nivartaka		2	2	16	15	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nivartanIya		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nivartana		12	12	54	75	2	10	0.1333	1	1	0	1	R4_grounded_alignment
nivartin		3	3	14		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nivasana	2	2	2	11	13	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nivastavya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niveSa		5	5	62	80	1	1	0.0125	1	1	0	1	R4_grounded_alignment
niveSana		9	9	75	304	7	42	0.1382	2	2	0	1	R4_grounded_alignment
niveSya		3	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nivedana		3	3	26	33	1	2	0.0606	2	1	0	1	R4_grounded_alignment
nivedya		2	2	4	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
nivezya		4	4	7		0	0		1	1	0	1	R4_grounded_alignment
nivftti		8	8	78	284	10	45	0.1585	1	1	1	1	R4_grounded_alignment
nivid		2	2	33	112	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nividDAna		2	2	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niviqA		2	2	30		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niyAmaka		5	5	22	77	3	28	0.3636	0	0	0	1	R3_tagged_but_unaligned
niyama		9	8	134	683	7	35	0.0512	1	1	0	1	R4_grounded_alignment
niyamana		3	3	11	28	2	6	0.2143	1	0	0	1	R4_grounded_alignment
niyamavant		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niyantar		2	2	19		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niyantavya		2	2	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niyantraRa		2	2	5	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
niyodDar		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niyoga		4	4	44	240	4	14	0.0583	1	1	0	1	R4_grounded_alignment
niyojana		4	4	9	7	0	0	0.0000	1	1	0	1	R4_grounded_alignment
niyojya		4	4	18	1	1	1	1.0000	0	0	0	1	R3_tagged_but_unaligned
niyoktar		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niyut		4	4	24	39	2	4	0.1026	1	1	0	1	R4_grounded_alignment
niyutvant		3	3	18		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nizAda		3	3	80	123	4	32	0.2602	1	1	0	1	R4_grounded_alignment
nizAdin		2	2	10	7	1	1	0.1429	0	0	0	1	R3_tagged_but_unaligned
nizPala		3	3	40	133	1	13	0.0977	1	1	0	1	R4_grounded_alignment
nizWA		2	2	3	343	6	28	0.0816	1	1	0	1	R4_grounded_alignment
nizWa		11	11	109	63	1	1	0.0159	0	0	0	1	R3_tagged_but_unaligned
nizaDa		8	8	48	89	2	10	0.1124	1	0	0	1	R4_grounded_alignment
nizaNga		2	2	17	12	1	2	0.1667	1	0	0	1	R4_grounded_alignment
nizaNgin		2	2	16	15	2	3	0.2000	1	1	1	1	R4_grounded_alignment
nizad		3	3	9	508	4	35	0.0689	1	1	0	1	R4_grounded_alignment
nizada		2	2	6	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nizadana		3	3	4	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nizadvara		4	4	12	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
nizadyA		2	2	4	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nizeDa		2	2	32	103	1	2	0.0194	1	1	0	1	R4_grounded_alignment
nizeka		2	2	16	56	4	22	0.3929	1	1	0	1	R4_grounded_alignment
nizeva		4	4	16		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nizevaRa		3	3	18	65	3	7	0.1077	1	1	0	1	R4_grounded_alignment
nizevaka		2	2	3	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nizevya		3	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nizkAsa		3	2	5	5	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nizka		4	4	85	432	7	142	0.3287	1	1	0	1	R4_grounded_alignment
nizkaRwaka		2	2	13	10	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nizkakaRWa		2	2	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nizkala		4	4	38	112	2	2	0.0179	1	1	0	1	R4_grounded_alignment
nizkarza		3	3	12	9	1	4	0.4444	1	0	0	1	R4_grounded_alignment
nizkarzaRa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nizkazAya		2	2	2	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nizkfta		3	3	16	29	2	5	0.1724	1	1	0	1	R4_grounded_alignment
nizkfti		4	4	57	119	4	9	0.0756	1	1	1	1	R4_grounded_alignment
nizkrama		3	3	11	6	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nizkrayaRa		2	2	5	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nizkriya		2	2	19	64	1	2	0.0312	1	1	0	1	R4_grounded_alignment
nizkumBa		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nizkuwa		7	7	27	18	2	2	0.1111	0	0	0	1	R3_tagged_but_unaligned
nizpAva		5	5	41	34	2	3	0.0882	0	0	1	1	R3_tagged_but_unaligned
nizpattra		3	3	9	17	3	7	0.4118	1	0	0	1	R4_grounded_alignment
nizpraBa		2	2	27	51	1	18	0.3529	1	0	0	1	R4_grounded_alignment
nizprakampa		2	2	3	7	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nizprapaYca		2	2	6	13	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nizpratiBa		2	2	3	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nizprayojana		2	2	12	15	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nizpulAka		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nizwAnaka		2	2	8	8	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nizwya		2	2	14	6	2	2	0.3333	1	1	0	1	R4_grounded_alignment
nona		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nu	1	8	8	213	1535	3	18	0.0117	1	1	0	1	R4_grounded_alignment
nu	2	2	2	41	1535	3	18	0.0117	0	0	0	1	R3_tagged_but_unaligned
nud	1	4	4	66	726	8	131	0.1804	1	1	0	1	R4_grounded_alignment
nyAsa		8	8	91	281	4	17	0.0605	1	1	0	1	R4_grounded_alignment
nyAya		5	5	133	355	7	23	0.0648	1	1	0	1	R4_grounded_alignment
nyUNKay		2	2	10	24	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nyUna		2	2	52	159	3	14	0.0881	1	1	0	1	R4_grounded_alignment
nyaNku		3	2	14	12	1	1	0.0833	0	0	1	1	R3_tagged_but_unaligned
nyaYcana		3	3	3	2	1	1	0.5000	1	1	0	1	R4_grounded_alignment
nyagroDa		6	6	54	173	2	24	0.1387	1	1	0	1	R4_grounded_alignment
nyakza		5	5	13	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nyasya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nyuNKa		3	3	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nyubja		4	4	31	53	4	23	0.4340	1	0	1	1	R4_grounded_alignment
oGa		4	4	60	771	10	73	0.0947	1	1	0	1	R4_grounded_alignment
oGavant		4	4	9	3	0	0	0.0000	1	0	0	1	R4_grounded_alignment
oMkAra		3	3	30	202	1	15	0.0743	0	0	0	1	R3_tagged_but_unaligned
odana		2	2	59	309	5	41	0.1327	1	1	0	1	R4_grounded_alignment
oja		2	2	15	6	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
ojas		4	4	90	1059	9	97	0.0916	1	1	1	1	R4_grounded_alignment
okas		2	2	31		0	0		0	0	0	1	R1_lemma_absent_from_dcs
okya		3	3	10	8	0	0	0.0000	2	2	0	1	R4_grounded_alignment
olla		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
omanvant		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
oqra		2	2	10	5	1	1	0.2000	0	0	1	1	R3_tagged_but_unaligned
otu		3	3	10	9	1	4	0.4444	1	1	0	1	R4_grounded_alignment
ozWa		2	2	38	239	4	32	0.1339	1	1	0	1	R4_grounded_alignment
ozWaka		2	2	2	0	0	0		0	0	0	1	R2_no_wordsem_tag
ozaRa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
pA	1	3	3	194	4243	12	488	0.1150	1	1	0	1	R4_grounded_alignment
pA	3	2	2	97	4243	12	488	0.1150	2	1	0	1	R4_grounded_alignment
pAMsana		2	2	20	49	2	4	0.0816	0	0	0	1	R3_tagged_but_unaligned
pAMsava		3	3	5	3	2	2	0.6667	2	2	0	1	R4_grounded_alignment
pAMsu		5	4	63	152	4	16	0.1053	1	1	0	1	R4_grounded_alignment
pAMsucAmara		6	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
pAMsuka		3	2	2	2	1	1	0.5000	1	0	0	1	R4_grounded_alignment
pAMsula		6	6	40	6	1	2	0.3333	1	1	0	1	R4_grounded_alignment
pAMsura		3	3	8	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
pANkta		4	4	19	62	3	6	0.0968	1	1	1	1	R4_grounded_alignment
pARItaka		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
pARavika		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
pARi		4	4	71	1372	3	199	0.1450	1	1	0	1	R4_grounded_alignment
pARika		5	5	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
pARin		2	2	17	4	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
pARitala		2	2	13	21	1	3	0.1429	0	0	1	1	R3_tagged_but_unaligned
pARivAda		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
pARqara		8	7	31	36	2	3	0.0833	0	0	0	1	R3_tagged_but_unaligned
pARqavAyana		2	2	2	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
pARqava		4	4	25	3699	2	225	0.0608	2	0	0	1	R4_grounded_alignment
pARqaveya		2	2	10	180	1	5	0.0278	1	1	0	1	R4_grounded_alignment
pARqu		11	11	74	1769	16	260	0.1470	1	0	1	1	R4_grounded_alignment
pARquPala		3	2	4	4	1	1	0.2500	0	0	1	1	R3_tagged_but_unaligned
pARquka		6	6	9	5	1	1	0.2000	0	0	1	1	R3_tagged_but_unaligned
pARqukambala		2	2	12	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
pARqura		7	7	39	258	7	69	0.2674	2	1	0	1	R4_grounded_alignment
pARqva		2	2	3	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
pARya	1	2	2	4		0	0		1	1	0	1	R4_grounded_alignment
pASa		6	6	127	676	7	54	0.0799	1	1	0	1	R4_grounded_alignment
pASaka		2	2	3	7	1	2	0.2857	0	0	0	1	R3_tagged_but_unaligned
pAScAttya		2	2	13		0	0		0	0	0	1	R1_lemma_absent_from_dcs
pASika		2	2	2	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
pASin		3	3	14	20	2	3	0.1500	1	1	0	1	R4_grounded_alignment
pASupata		3	3	62	138	0	0	0.0000	1	0	0	1	R4_grounded_alignment
pATa		4	2	5	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
pATas		4	4	34	34	3	3	0.0882	1	1	0	1	R4_grounded_alignment
pATeya		2	2	21	18	0	0	0.0000	1	0	0	1	R4_grounded_alignment
pAWIna		3	3	20	15	0	0	0.0000	1	1	0	1	R4_grounded_alignment
pAWa		3	3	26	125	1	18	0.1440	0	0	1	1	R3_tagged_but_unaligned
pAWaka		4	4	16	14	0	0	0.0000	1	0	0	1	R4_grounded_alignment
pAWin		2	2	3	5	1	1	0.2000	1	0	0	1	R4_grounded_alignment
pAYcAla		3	3	68	695	3	26	0.0374	1	1	0	1	R4_grounded_alignment
pAYcAlaka		2	2	8	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
pAYcadaSya		2	2	4	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
pAYcajanya		7	7	40	66	3	12	0.1818	2	1	0	1	R4_grounded_alignment
pAYcanada		3	3	4	5	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
pAcaka		4	4	24	16	1	3	0.1875	0	0	0	1	R3_tagged_but_unaligned
pAcala		5	3	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
pAcana		8	8	23	301	8	69	0.2292	0	0	0	1	R3_tagged_but_unaligned
pAcanaka		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
