headword	L	root_key	immediate_base	upasarga	derivation_type	source	depth	is_leading_word_compound	chain
pravarzaRa	49792	varz	pra+varz	pra	prefix_root	pwg	2	False	pravarzaRa>pra+varz>varz
pravarzin	49793	varz	pra+varz	pra	prefix_root	pwg	2	False	pravarzin>pra+varz>varz
pravalha	49796	valh	pra+valh	pra	prefix_root	pwg	2	False	pravalha>pra+valh>valh
pravalhikA	49797	valh	pra+valh	pra	prefix_root	pwg	2	False	pravalhikA>pra+valh>valh
pravasaTa	49798	vasvasati	pra+vasvasati	pra	prefix_root	pwg	2	False	pravasaTa>pra+vasvasati>vasvasati
pravasana	49799	vasvasati	pra+vasvasati	pra	prefix_root	pwg	2	False	pravasana>pra+vasvasati>vasvasati
pravasu	49800	par	pra		compound	pwg	2	True	pravasu>pra>par
pravastavya	49801	vasvasati	pra+vasvasati	pra	prefix_root	pwg	2	False	pravastavya>pra+vasvasati>vasvasati
pravaha	49802	vah	pra+vah	pra	prefix_root	pwg	2	False	pravaha>pra+vah>vah
pravahaRa	49803	vah	pra+vah	pra	prefix_root	pwg	2	False	pravahaRa>pra+vah>vah
pravA	49806	vAvAti	pra+vAvAti	pra	prefix_root	pwg	2	False	pravA>pra+vAvAti>vAvAti
pravAka	49807	vac	pra+vac	pra	prefix_root	pwg	2	False	pravAka>pra+vac>vac
pravAc	49808	par	pra		compound	pwg	2	True	pravAc>pra>par
pravAcana	49809	vac	pra+vac	pra	prefix_root	pwg	2	False	pravAcana>pra+vac>vac
pravAcya	49810	vac	pra+vac	pra	prefix_root	pwg	2	False	pravAcya>pra+vac>vac
pravARa	49812	vAvayati	pra+vAvayati	pra	prefix_root	pwg	2	False	pravARa>pra+vAvayati>vAvayati
pravARi	49813	vAvayati	pra+vAvayati	pra	prefix_root	pwg	2	False	pravARi>pra+vAvayati>vAvayati
pravAta	49814	vAvAti	pra+vAvAti	pra	prefix_root	pwg	2	False	pravAta>pra+vAvAti>vAvAti
pravAtasAra	49815	par	pra		compound	pwg	2	True	pravAtasAra>pra>par
pravAteja	49816	vAvAti	pravAta	pra	compound	pwg	3	True	pravAteja>pravAta>pra+vAvAti>vAvAti
pravAda	49817	vad	pra+vad	pra	prefix_root	pwg	2	False	pravAda>pra+vad>vad
pravAdaka	49818	vad	pra+vad	pra	prefix_root	pwg	2	False	pravAdaka>pra+vad>vad
pravAdya	49820	vad	pra+vad	pra	prefix_root	pwg	2	False	pravAdya>pra+vad>vad
pravApayitar	49821	vap	pra+vap	pra	prefix_root	pwg	2	False	pravApayitar>pra+vap>vap
pravApin	49822	vap	pra+vap	pra	prefix_root	pwg	2	False	pravApin>pra+vap>vap
pravAyaka	49823	vI	pra+vI	pra	prefix_root	pwg	2	False	pravAyaka>pra+vI>vI
pravAyya	49824	vAvAti	pra+vAvAti	pra	prefix_root	pwg	2	False	pravAyya>pra+vAvAti>vAvAti
pravAra	49825	var	pra+var	pra	prefix_root	pwg	2	False	pravAra>pra+var>var
pravAraRa	49827	var	pra+var	pra	prefix_root	pwg	2	False	pravAraRa>pra+var>var
pravArya	49828	var	pra+var	pra	prefix_root	pwg	2	False	pravArya>pra+var>var
pravAsa	49829	vasvasati	pra+vasvasati	pra	prefix_root	pwg	2	False	pravAsa>pra+vasvasati>vasvasati
pravAsin	49831	vasvasati	pra+vasvasati	pra	prefix_root	pwg	2	False	pravAsin>pra+vasvasati>vasvasati
pravAsya	49832	vasvasati	pra+vasvasati	pra	prefix_root	pwg	2	False	pravAsya>pra+vasvasati>vasvasati
pravAha	49833	vah	pra+vah	pra	prefix_root	pwg	2	False	pravAha>pra+vah>vah
pravAhaka	49834	vah	pra+vah	pra	prefix_root	pwg	2	False	pravAhaka>pra+vah>vah
pravAhaRa	49835	vah	pra+vah	pra	prefix_root	pwg	2	False	pravAhaRa>pra+vah>vah
pravAhin	49839	vah	pra+vah	pra	prefix_root	pwg	2	False	pravAhin>pra+vah>vah
pravAhemUtrita	49840	vah	pravAha	pra	compound	pwg	3	True	pravAhemUtrita>pravAha>pra+vah>vah
pravAhya	49841	vah	pravAha	pra	derived	pwg	3	False	pravAhya>pravAha>pra+vah>vah
praviKyAti	49842	KyA	pravi+KyA	pravi	prefix_root	pwg	2	False	praviKyAti>pravi+KyA>KyA
pravigraha	49843	par	pra		compound	pwg	2	True	pravigraha>pra>par
pravicaya	49844	ci	pravi+ci	pravi	prefix_root	pwg	2	False	pravicaya>pravi+ci>ci
pravicAra	49845	car	pravi+car	pravi	prefix_root	pwg	2	False	pravicAra>pravi+car>car
pravicintaka	49846	cint	pravi+cint	pravi	prefix_root	pwg	2	False	pravicintaka>pravi+cint>cint
pravicetana	49847	cit	pravi+cit	pravi	prefix_root	pwg	2	False	pravicetana>pravi+cit>cit
pravijaya	49848	par	pra		compound	pwg	2	True	pravijaya>pra>par
pravid	49849	vid	pra+vid	pra	prefix_root	pwg	2	False	pravid>pra+vid>vid
pravidAra	49850	dar	pravi+dar	pravi	prefix_root	pwg	2	False	pravidAra>pravi+dar>dar
pravidAraRa	49851	dar	pravi+dar	pravi	prefix_root	pwg	2	False	pravidAraRa>pravi+dar>dar
pravidvaMs	49852	vid	pra+vid	pra	prefix_root	pwg	2	False	pravidvaMs>pra+vid>vid
pravipala	49853	par	pra		compound	pwg	2	True	pravipala>pra>par
praviBAga	49854	Baj	pravi+Baj	pravi	prefix_root	pwg	2	False	praviBAga>pravi+Baj>Baj
praviBAgavant	49855	Baj	praviBAga	pravi	derived	pwg	3	False	praviBAgavant>praviBAga>pravi+Baj>Baj
pravirala	49857	par	pra		compound	pwg	2	True	pravirala>pra>par
pravilambin	49858	lamb	pravi+lamb	pravi	prefix_root	pwg	2	False	pravilambin>pravi+lamb>lamb
pravilaya	49859	lI	pravi+lI	pravi	prefix_root	pwg	2	False	pravilaya>pravi+lI>lI
pravilasena	49860	par	pra		compound	pwg	2	True	pravilasena>pra>par
pravilApin	49861	lap	pravi+lap	pravi	prefix_root	pwg	2	False	pravilApin>pravi+lap>lap
pravivikta	49863	vic	pravi+vic	pravi	prefix_root	pwg	2	False	pravivikta>pravi+vic>vic
pravivikzu	49864	viS	pra+viS	pra	prefix_root	pwg	2	False	pravivikzu>pra+viS>viS
pravivrAjayizu	49867	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravivrAjayizu>pra+vraj>vraj
praviSleza	49868	Sliz	pravi+Sliz	pravi	prefix_root	pwg	2	False	praviSleza>pravi+Sliz>Sliz
pravizA	49869	par	pra		compound	pwg	2	True	pravizA>pra>par
pravistara	49872	star	pravi+star	pravi	prefix_root	pwg	2	False	pravistara>pravi+star>star
pravistAra	49873	star	pravi+star	pravi	prefix_root	pwg	2	False	pravistAra>pravi+star>star
pravIRa	49875	par	pra		compound	pwg	2	True	pravIRa>pra>par
pravIRatA	49876	par	pravIRa		derived	pwg	3	True	pravIRatA>pravIRa>pra>par
pravIta	49877	vI	pra+vI	pra	prefix_root	pwg	2	False	pravIta>pra+vI>vI
pravIra	49878	par	pra		compound	pwg	2	True	pravIra>pra>par
pravArabAhu	49879	par	pra		compound	pwg	2	True	pravArabAhu>pra>par
pravIravara	49880	par	pra		compound	pwg	2	True	pravIravara>pra>par
pravfjya	49881	varj	pra+varj	pra	prefix_root	pwg	2	False	pravfjya>pra+varj>varj
pravfYjana	49882	varj	pra+varj	pra	prefix_root	pwg	2	False	pravfYjana>pra+varj>varj
pravfYjanIya	49883	varj	pravfYjana	pra	derived	pwg	3	False	pravfYjanIya>pravfYjana>pra+varj>varj
pravft	49884	vart	pra+vart	pra	prefix_root	pwg	2	False	pravft>pra+vart>vart
pravftahoma	49885	var	prahoma+var	prahoma	prefix_root	pwg	2	False	pravftahoma>prahoma+var>var
pravftAhuti	49886	par	pra		compound	pwg	2	True	pravftAhuti>pra>par
pravftta	49887	vart	vart		derived	pwg	1	False	pravftta>vart
pravfttaka	49888	vart	pravftta		derived	pwg	2	False	pravfttaka>pravftta>vart
pravfttacakra	49889	par	pra		compound	pwg	2	True	pravfttacakra>pra>par
pravftti	49890	vart	pra+vart	pra	prefix_root	pwg	2	False	pravftti>pra+vart>vart
pravfdDi	49892	varD	pra+varD	pra	prefix_root	pwg	2	False	pravfdDi>pra+varD>varD
praveka	49893	vic	pra+vic	pra	prefix_root	pwg	2	False	praveka>pra+vic>vic
pravega	49894	par	pra		compound	pwg	2	True	pravega>pra>par
pravegita	49895	par	pravega		derived	pwg	3	True	pravegita>pravega>pra>par
praveRi	49898	par	pra		compound	pwg	2	True	praveRi>pra>par
pravetar	49899	vIaj	pra+vIaj	pra	prefix_root	pwg	2	False	pravetar>pra+vIaj>vIaj
praveda	49900	vid	pra+vid	pra	prefix_root	pwg	2	False	praveda>pra+vid>vid
pravedakft	49901	par	pra		compound	pwg	2	True	pravedakft>pra>par
pravedana	49902	vid	pra+vid	pra	prefix_root	pwg	2	False	pravedana>pra+vid>vid
pravedin	49903	vid	pra+vid	pra	prefix_root	pwg	2	False	pravedin>pra+vid>vid
pravedya	49904	vid	pra+vid	pra	prefix_root	pwg	2	False	pravedya>pra+vid>vid
pravepa	49905	vep	pra+vep	pra	prefix_root	pwg	2	False	pravepa>pra+vep>vep
pravepaka	49906	vep	pravepa	pra	derived	pwg	3	False	pravepaka>pravepa>pra+vep>vep
pravepaTu	49907	vep	pra+vep	pra	prefix_root	pwg	2	False	pravepaTu>pra+vep>vep
pravepana	49908	vep	pra+vep	pra	prefix_root	pwg	2	False	pravepana>pra+vep>vep
pravepanin	49909	vep	pravepana	pra	derived	pwg	3	False	pravepanin>pravepana>pra+vep>vep
pravepanIya	49910	vep	pra+vep	pra	prefix_root	pwg	2	False	pravepanIya>pra+vep>vep
pravepin	49911	vep	pra+vep	pra	prefix_root	pwg	2	False	pravepin>pra+vep>vep
praveya	49912	vI	pra+vI	pra	prefix_root	pwg	2	False	praveya>pra+vI>vI
praveSa	49915	viS	pra+viS	pra	prefix_root	pwg	2	False	praveSa>pra+viS>viS
praveSaka	49916	viS	praveSa	pra	derived	pwg	3	False	praveSaka>praveSa>pra+viS>viS
praveSana	49917	viS	pra+viS	pra	prefix_root	pwg	2	False	praveSana>pra+viS>viS
praveSayitavya	49919	viS	pra+viS	pra	prefix_root	pwg	2	False	praveSayitavya>pra+viS>viS
praveSin	49920	viS	pra+viS	pra	prefix_root	pwg	2	False	praveSin>pra+viS>viS
praveSya	49921	viS	pra+viS	pra	prefix_root	pwg	2	False	praveSya>pra+viS>viS
pravezwar	49924	viS	pra+viS	pra	prefix_root	pwg	2	False	pravezwar>pra+viS>viS
pravezwavya	49925	viS	pra+viS	pra	prefix_root	pwg	2	False	pravezwavya>pra+viS>viS
pravoQar	49926	vah	pra+vah	pra	prefix_root	pwg	2	False	pravoQar>pra+vah>vah
pravyakta	49927	aYj	pravi+aYj	pravi	prefix_root	pwg	2	False	pravyakta>pravi+aYj>aYj
pravyakti	49928	aYj	pravi+aYj	pravi	prefix_root	pwg	2	False	pravyakti>pravi+aYj>aYj
pravyADa	49929	vyaD	pra+vyaD	pra	prefix_root	pwg	2	False	pravyADa>pra+vyaD>vyaD
pravrajana	49931	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravrajana>pra+vraj>vraj
pravrajita	49933	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravrajita>pra+vraj>vraj
pravrajyA	49934	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravrajyA>pra+vraj>vraj
pravraScana	49935	vraSc	pra+vraSc	pra	prefix_root	pwg	2	False	pravraScana>pra+vraSc>vraSc
pravraska	49936	vraSc	pra+vraSc	pra	prefix_root	pwg	2	False	pravraska>pra+vraSc>vraSc
pravrAj	49937	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravrAj>pra+vraj>vraj
pravrAja	49938	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravrAja>pra+vraj>vraj
pravrAjaka	49939	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravrAjaka>pra+vraj>vraj
pravrAjana	49940	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravrAjana>pra+vraj>vraj
pravrAjin	49941	vraj	pra+vraj	pra	prefix_root	pwg	2	False	pravrAjin>pra+vraj>vraj
pravlaya	49942	vlI	pra+vlI	pra	prefix_root	pwg	2	False	pravlaya>pra+vlI>vlI
praSaMsaka	49944	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSaMsaka>pra+SaMs>SaMs
praSaMsana	49945	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSaMsana>pra+SaMs>SaMs
praSaMsA	49946	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSaMsA>pra+SaMs>SaMs
praSaMsin	49947	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSaMsin>pra+SaMs>SaMs
praSaMsopamA	49948	SaMs	praSaMsA	pra	compound	pwg	3	True	praSaMsopamA>praSaMsA>pra+SaMs>SaMs
praSaMstavya	49949	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSaMstavya>pra+SaMs>SaMs
praSaMsya	49950	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSaMsya>pra+SaMs>SaMs
praSattvan	49952	Sad	pra+Sad	pra	prefix_root	pwg	2	False	praSattvan>pra+Sad>Sad
praSama	49953	Sam	pra+Sam	pra	prefix_root	pwg	2	False	praSama>pra+Sam>Sam
praSamana	49954	Sam	pra+Sam	pra	prefix_root	pwg	2	False	praSamana>pra+Sam>Sam
praSarDa	49956	SarD	pra+SarD	pra	prefix_root	pwg	2	False	praSarDa>pra+SarD>SarD
praSas	49958	Sas	pra+Sas	pra	prefix_root	pwg	2	False	praSas>pra+Sas>Sas
praSastakara	49960	par	pra		compound	pwg	2	True	praSastakara>pra>par
praSastakalaSa	49961	par	pra		compound	pwg	2	True	praSastakalaSa>pra>par
praSastapAda	49962	par	pra		compound	pwg	2	True	praSastapAda>pra>par
praSastavya	49963	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSastavya>pra+SaMs>SaMs
praSasti	49965	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSasti>pra+SaMs>SaMs
praSastikft	49966	par	pra		compound	pwg	2	True	praSastikft>pra>par
praSastiratnAvalI	49968	par	pra		compound	pwg	2	True	praSastiratnAvalI>pra>par
praSasya	49969	SaMs	pra+SaMs	pra	prefix_root	pwg	2	False	praSasya>pra+SaMs>SaMs
praSasyatA	49970	SaMs	praSasya	pra	derived	pwg	3	False	praSasyatA>praSasya>pra+SaMs>SaMs
praSAKa	49971	par	pra		compound	pwg	2	True	praSAKa>pra>par
praSAKavant	49972	par	praSAKA		derived	pwg	3	True	praSAKavant>praSAKA>pra>par
praSAKA	49973	par	pra		compound	pwg	2	True	praSAKA>pra>par
praSAn	49975	SAn	pra+SAn	pra	prefix_root	morph	2	False	praSAn>pra+SAn>SAn
praSAntacAritramati	49977	par	pra		compound	pwg	2	True	praSAntacAritramati>pra>par
praSAntacArin	49978	par	pra		compound	pwg	2	True	praSAntacArin>pra>par
praSAnti	49980	Sam	pra+Sam	pra	prefix_root	pwg	2	False	praSAnti>pra+Sam>Sam
praSAm	49981	Sam	pra+Sam	pra	prefix_root	pwg	2	False	praSAm>pra+Sam>Sam
praSAsana	49982	SAs	pra+SAs	pra	prefix_root	pwg	2	False	praSAsana>pra+SAs>SAs
praSAsitar	49983	SAs	pra+SAs	pra	prefix_root	pwg	2	False	praSAsitar>pra+SAs>SAs
praSAstar	49984	SAs	pra+SAs	pra	prefix_root	pwg	2	False	praSAstar>pra+SAs>SAs
praSAstra	49985	SAs	pra+SAs	pra	prefix_root	pwg	2	False	praSAstra>pra+SAs>SAs
praSiTila	49986	par	pra		compound	pwg	2	True	praSiTila>pra>par
praSizwa	49988	SAs	pra+SAs	pra	prefix_root	pwg	2	False	praSizwa>pra+SAs>SAs
praSizwi	49989	SAs	pra+SAs	pra	prefix_root	pwg	2	False	praSizwi>pra+SAs>SAs
praSizya	49990	par	pra		compound	pwg	2	True	praSizya>pra>par
praSis	49991	SAs	pra+SAs	pra	prefix_root	pwg	2	False	praSis>pra+SAs>SAs
praSudDi	49993	SuD	pra+SuD	pra	prefix_root	pwg	2	False	praSudDi>pra+SuD>SuD
praSocana	49995	Suc	pra+Suc	pra	prefix_root	pwg	2	False	praSocana>pra+Suc>Suc
praSoza	49996	Suz	pra+Suz	pra	prefix_root	pwg	2	False	praSoza>pra+Suz>Suz
praSozaRa	49997	Suz	pra+Suz	pra	prefix_root	pwg	2	False	praSozaRa>pra+Suz>Suz
praSna	49998	praC	praC		derived	pwg	1	False	praSna>praC
praSna	49999	praC	praC		derived	pwg	1	False	praSna>praC
praSnakozWI	50000	praC	praSna		compound	pwg	2	True	praSnakozWI>praSna>praC
praSnadUtI	50001	praC	praSna		compound	pwg	2	True	praSnadUtI>praSna>praC
praSnavivAka	50003	praC	praSna		compound	pwg	2	True	praSnavivAka>praSna>praC
praSnavivAda	50004	praC	praSna		compound	pwg	2	True	praSnavivAda>praSna>praC
praSnavEzRava	50005	praC	praSna		compound	pwg	2	True	praSnavEzRava>praSna>praC
praSnavyAkaraRa	50006	praC	praSna		compound	pwg	2	True	praSnavyAkaraRa>praSna>praC
praSnin	50008	praC	praSna		derived	pwg	2	False	praSnin>praSna>praC
praSnottara	50010	praC	praSna		compound	pwg	2	True	praSnottara>praSna>praC
praSnopanizad	50011	praC	praSna		compound	pwg	2	True	praSnopanizad>praSna>praC
praSraTa	50012	SraTSranT	pra+SraTSranT	pra	prefix_root	pwg	2	False	praSraTa>pra+SraTSranT>SraTSranT
praSranTana	50013	SraTSranT	pra+SraTSranT	pra	prefix_root	pwg	2	False	praSranTana>pra+SraTSranT>SraTSranT
praSrabDi	50014	SraBSramB	pra+SraBSramB	pra	prefix_root	pwg	2	False	praSrabDi>pra+SraBSramB>SraBSramB
praSraya	50015	Sri	pra+Sri	pra	prefix_root	pwg	2	False	praSraya>pra+Sri>Sri
praSrayaRa	50016	Sri	pra+Sri	pra	prefix_root	pwg	2	False	praSrayaRa>pra+Sri>Sri
praSrayin	50017	Sri	pra+Sri	pra	prefix_root	pwg	2	False	praSrayin>pra+Sri>Sri
praSravas	50019	par	pra		compound	pwg	2	True	praSravas>pra>par
praSlaTa	50021	par	pra		compound	pwg	2	True	praSlaTa>pra>par
praSlita	50022	SliSri	pra+SliSri	pra	prefix_root	pwg	2	False	praSlita>pra+SliSri>SliSri
praSlizwa	50023	Sliz	pra+Sliz	pra	prefix_root	pwg	2	False	praSlizwa>pra+Sliz>Sliz
praSleza	50024	Sliz	pra+Sliz	pra	prefix_root	pwg	2	False	praSleza>pra+Sliz>Sliz
praSvasitavya	50025	Svas	pra+Svas	pra	prefix_root	pwg	2	False	praSvasitavya>pra+Svas>Svas
praSvAsa	50026	Svas	pra+Svas	pra	prefix_root	pwg	2	False	praSvAsa>pra+Svas>Svas
prazwar	50027	praC	praC		derived	pwg	1	False	prazwar>praC
prazwavya	50028	praC	praC		derived	pwg	1	False	prazwavya>praC
prazwivAhana	50031	par	pra		compound	pwg	2	True	prazwivAhana>pra>par
prazwivAhin	50032	par	pra		compound	pwg	2	True	prazwivAhin>pra>par
prazWa	50033	sTA	pra+sTA	pra	prefix_root	pwg	2	False	prazWa>pra+sTA>sTA
prasakta	50038	saYj	pra+saYj	pra	prefix_root	pwg	2	False	prasakta>pra+saYj>saYj
prasakti	50039	saYj	pra+saYj	pra	prefix_root	pwg	2	False	prasakti>pra+saYj>saYj
prasakzin	50040	sah	pra+sah	pra	prefix_root	pwg	2	False	prasakzin>pra+sah>sah
prasaMKyA	50041	KyA	prasam+KyA	prasam	prefix_root	pwg	2	False	prasaMKyA>prasam+KyA>KyA
prasaMKyAna	50042	KyA	prasam+KyA	prasam	prefix_root	pwg	2	False	prasaMKyAna>prasam+KyA>KyA
prasaNga	50043	saYj	pra+saYj	pra	prefix_root	pwg	2	False	prasaNga>pra+saYj>saYj
prasaNgaratnAvalI	50044	par	pra		compound	pwg	2	True	prasaNgaratnAvalI>pra>par
prasaNgavant	50045	saYj	prasaNga	pra	derived	pwg	3	False	prasaNgavant>prasaNga>pra+saYj>saYj
prasaNgABaraRa	50046	saYj	prasaNga	pra	compound	pwg	3	True	prasaNgABaraRa>prasaNga>pra+saYj>saYj
prasaNgin	50047	saYj	pra+saYj	pra	prefix_root	pwg	2	False	prasaNgin>pra+saYj>saYj
prasajya	50049	saYj	pra+saYj	pra	prefix_root	pwg	2	False	prasajya>pra+saYj>saYj
prasadman	50050	sad	pra+sad	pra	prefix_root	pwg	2	False	prasadman>pra+sad>sad
prasaMDAna	50051	DA	prasam+DA	prasam	prefix_root	pwg	2	False	prasaMDAna>prasam+DA>DA
prasaMDi	50052	par	pra		compound	pwg	2	True	prasaMDi>pra>par
prasannapAda	50056	par	pra		compound	pwg	2	True	prasannapAda>pra>par
prasannarAGava	50057	par	pra		compound	pwg	2	True	prasannarAGava>pra>par
prasaBam	50060	saBsah	pra+saBsah	pra	prefix_root	pwg	2	False	prasaBam>pra+saBsah>saBsah
prasayana	50061	si	pra+si	pra	prefix_root	pwg	2	False	prasayana>pra+si>si
prasara	50062	sar	pra+sar	pra	prefix_root	pwg	2	False	prasara>pra+sar>sar
prasaraRa	50063	sar	pra+sar	pra	prefix_root	pwg	2	False	prasaraRa>pra+sar>sar
prasaraRi	50064	sar	pra+sar	pra	prefix_root	pwg	2	False	prasaraRi>pra+sar>sar
prasarga	50065	sarj	pra+sarj	pra	prefix_root	pwg	2	False	prasarga>pra+sarj>sarj
prasarjana	50066	sarj	pra+sarj	pra	prefix_root	pwg	2	False	prasarjana>pra+sarj>sarj
prasarpa	50067	sarp	pra+sarp	pra	prefix_root	pwg	2	False	prasarpa>pra+sarp>sarp
prasarpaka	50068	sarp	pra+sarp	pra	prefix_root	pwg	2	False	prasarpaka>pra+sarp>sarp
prasarpaRa	50069	sarp	pra+sarp	pra	prefix_root	pwg	2	False	prasarpaRa>pra+sarp>sarp
prasarpin	50070	sarp	pra+sarp	pra	prefix_root	pwg	2	False	prasarpin>pra+sarp>sarp
prasava	50073	susunoti	pra+susunoti	pra	prefix_root	pwg	2	False	prasava>pra+susunoti>susunoti
prasava	50074	susunoti	pra+susunoti	pra	prefix_root	pwg	2	False	prasava>pra+susunoti>susunoti
prasava	50075	susunoti	pra+susunoti	pra	prefix_root	pwg	2	False	prasava>pra+susunoti>susunoti
prasavaka	50076	susU	pra+susU	pra	prefix_root	pwg	2	False	prasavaka>pra+susU>susU
prasavana	50077	susU	pra+susU	pra	prefix_root	pwg	2	False	prasavana>pra+susU>susU
prasavabanDana	50078	par	pra		compound	pwg	2	True	prasavabanDana>pra>par
prasavavedanA	50079	par	pra		compound	pwg	2	True	prasavavedanA>pra>par
prasavasTalI	50081	par	pra		compound	pwg	2	True	prasavasTalI>pra>par
prasavitar	50082	sU	pra+sU	pra	prefix_root	pwg	2	False	prasavitar>pra+sU>sU
prasavitar	50083	sU	pra+sU	pra	prefix_root	pwg	2	False	prasavitar>pra+sU>sU
prasavin	50085	sU	pra+sU	pra	prefix_root	pwg	2	False	prasavin>pra+sU>sU
prasavin	50086	sU	pra+sU	pra	prefix_root	pwg	2	False	prasavin>pra+sU>sU
prasavotTAna	50088	susunoti	prasava	pra	compound	pwg	3	True	prasavotTAna>prasava>pra+susunoti>susunoti
prasavya	50089	par	pra		compound	pwg	2	True	prasavya>pra>par
prasah	50090	sah	pra+sah	pra	prefix_root	pwg	2	False	prasah>pra+sah>sah
prasaha	50091	sah	pra+sah	pra	prefix_root	pwg	2	False	prasaha>pra+sah>sah
prasahana	50092	sah	pra+sah	pra	prefix_root	pwg	2	False	prasahana>pra+sah>sah
prasahya	50093	sah	pra+sah	pra	prefix_root	pwg	2	False	prasahya>pra+sah>sah
prasahya	50094	sah	pra+sah	pra	prefix_root	pwg	2	False	prasahya>pra+sah>sah
prasahyakArin	50095	par	pra		compound	pwg	2	True	prasahyakArin>pra>par
prasahyacOra	50096	par	pra		compound	pwg	2	True	prasahyacOra>pra>par
prasahyaharaRa	50097	par	pra		compound	pwg	2	True	prasahyaharaRa>pra>par
prasahvan	50098	sah	pra+sah	pra	prefix_root	pwg	2	False	prasahvan>pra+sah>sah
prasAda	50101	sad	pra+sad	pra	prefix_root	pwg	2	False	prasAda>pra+sad>sad
prasAdaka	50102	sad	pra+sad	pra	prefix_root	pwg	2	False	prasAdaka>pra+sad>sad
prasAdana	50103	sad	pra+sad	pra	prefix_root	pwg	2	False	prasAdana>pra+sad>sad
prasAdanIya	50104	sad	pra+sad	pra	prefix_root	pwg	2	False	prasAdanIya>pra+sad>sad
prasAdapawwa	50105	par	pra		compound	pwg	2	True	prasAdapawwa>pra>par
prasAdapratilabDa	50106	par	pra		compound	pwg	2	True	prasAdapratilabDa>pra>par
prasAdayitavya	50107	sad	pra+sad	pra	prefix_root	pwg	2	False	prasAdayitavya>pra+sad>sad
prasAdavant	50108	sad	prasAda	pra	derived	pwg	3	False	prasAdavant>prasAda>pra+sad>sad
prasAdin	50111	sad	prasAda	pra	derived	pwg	3	False	prasAdin>prasAda>pra+sad>sad
prasAdya	50113	sad	pra+sad	pra	prefix_root	pwg	2	False	prasAdya>pra+sad>sad
prasADaka	50114	sAD	pra+sAD	pra	prefix_root	pwg	2	False	prasADaka>pra+sAD>sAD
prasADana	50115	sAD	pra+sAD	pra	prefix_root	pwg	2	False	prasADana>pra+sAD>sAD
prasADya	50116	sAD	pra+sAD	pra	prefix_root	pwg	2	False	prasADya>pra+sAD>sAD
prasAra	50118	sar	pra+sar	pra	prefix_root	pwg	2	False	prasAra>pra+sar>sar
prasAraRa	50119	sar	pra+sar	pra	prefix_root	pwg	2	False	prasAraRa>pra+sar>sar
prasAraRin	50120	sar	prasAraRa	pra	derived	pwg	3	False	prasAraRin>prasAraRa>pra+sar>sar
prasArin	50121	sar	pra+sar	pra	prefix_root	pwg	2	False	prasArin>pra+sar>sar
prasArya	50122	sar	pra+sar	pra	prefix_root	pwg	2	False	prasArya>pra+sar>sar
prasAha	50124	sah	pra+sah	pra	prefix_root	pwg	2	False	prasAha>pra+sah>sah
prasiti	50126	sA	pra+sA	pra	prefix_root	pwg	2	False	prasiti>pra+sA>sA
prasidDa	50127	siD	pra+siD	pra	prefix_root	pwg	2	False	prasidDa>pra+siD>siD
prasidDaka	50128	siD	prasidDa	pra	derived	pwg	3	False	prasidDaka>prasidDa>pra+siD>siD
prasidDatA	50129	siD	prasidDa	pra	derived	pwg	3	False	prasidDatA>prasidDa>pra+siD>siD
prasidDatva	50130	siD	prasidDa	pra	derived	pwg	3	False	prasidDatva>prasidDa>pra+siD>siD
prasidDi	50131	siD	pra+siD	pra	prefix_root	pwg	2	False	prasidDi>pra+siD>siD
prasidDimant	50132	siD	prasidDi	pra	derived	pwg	3	False	prasidDimant>prasidDi>pra+siD>siD
prasut	50134	su	pra+su	pra	prefix_root	pwg	2	False	prasut>pra+su>su
prasup	50136	svap	pra+svap	pra	prefix_root	pwg	2	False	prasup>pra+svap>svap
prasupta	50137	svap	pra+svap	pra	prefix_root	pwg	2	False	prasupta>pra+svap>svap
prasupti	50138	svap	pra+svap	pra	prefix_root	pwg	2	False	prasupti>pra+svap>svap
prasuSruta	50140	par	pra		compound	pwg	2	True	prasuSruta>pra>par
prasuhma	50141	par	pra		compound	pwg	2	True	prasuhma>pra>par
prasU	50142	sU	pra+sU	pra	prefix_root	pwg	2	False	prasU>pra+sU>sU
prasUti	50145	sU	pra+sU	pra	prefix_root	pwg	2	False	prasUti>pra+sU>sU
prasUti	50146	sU	pra+sU	pra	prefix_root	pwg	2	False	prasUti>pra+sU>sU
prasUtija	50148	par	pra		compound	pwg	2	True	prasUtija>pra>par
