headword_iast	source_code	form_key
yāmyottaravṛtta	M	yāmyottaravṛtta
dvāravṛtta		dvāravṛtta
ciravṛtta	M	ciravṛtta
śarīravṛtta		śarīravṛtta
svairavṛtta		svairavṛtta
cakravṛtta	M	cakravṛtta
dyurātravṛtta		dyurātravṛtta
ahorātravṛtta		ahorātravṛtta
pravṛtta		pravṛtta
apravṛtta	R	apravṛtta
hitapravṛtta	M	hitapravṛtta
pṛśnigarbhapravṛtta	N	pṛśnigarbhapravṛtta
kṣayapravṛtta	M	kṣayapravṛtta
āryapravṛtta		āryapravṛtta
cirapravṛtta		cirapravṛtta
doṣabalapravṛtta	M	doṣabalapravṛtta
pūrvapravṛtta		pūrvapravṛtta
lokānugrahapravṛtta	M	lokānugrahapravṛtta
abhipravṛtta	A	abhipravṛtta
āmukhīpravṛtta	H	āmukhīpravṛtta
anupravṛtta	R	anupravṛtta
supravṛtta		supravṛtta
sampravṛtta	M	sampravṛtta
saṃpravṛtta	H	sanpravṛtta
abhisampravṛtta	M	abhisampravṛtta
miśravṛtta	M	miśravṛtta
śīlavṛtta		śīlavṛtta
śuklavṛtta		śuklavṛtta
samavavṛtta	M	samavavṛtta
bhāvavṛtta		bhāvavṛtta
pūrvavṛtta		pūrvavṛtta
svavṛtta	M	svavṛtta
deśavṛtta		deśavṛtta
maṅgalādeśavṛtta		mangalādeśavṛtta
akṣavṛtta	G	akṣavṛtta
savṛtta		savṛtta
nṛśaṃsavṛtta	M	nṛśansavṛtta
tryahavṛtta	M	tryahavṛtta
dvyahavṛtta	M	dvyahavṛtta
nāḍikāvṛtta		nāḍikāvṛtta
udagāvṛtta	M	udagāvṛtta
parāṅāvṛtta		parānāvṛtta
dakṣiṅāvṛtta		dakṣināvṛtta
vācāvṛtta		vācāvṛtta
yathāvṛtta		yathāvṛtta
ayathāvṛtta	M	ayathāvṛtta
anāvṛtta		anāvṛtta
apāvṛtta		apāvṛtta
upāvṛtta		upāvṛtta
anupāvṛtta		anupāvṛtta
abhyupāvṛtta	R	abhyupāvṛtta
paryupāvṛtta	R	paryupāvṛtta
samāvṛtta	B	samāvṛtta
prathamasamāvṛtta		prathamasamāvṛtta
pratyāvṛtta	M	pratyāvṛtta
abhyāvṛtta	A	abhyāvṛtta
vyāvṛtta	B	vyāvṛtta
avyāvṛtta		avyāvṛtta
savyāvṛtta		savyāvṛtta
punarāvṛtta		punarāvṛtta
parāvṛtta		parāvṛtta
aparāvṛtta	M	aparāvṛtta
virāvṛtta	M	virāvṛtta
sirāvṛtta		sirāvṛtta
purāvṛtta		purāvṛtta
mātrāvṛtta		mātrāvṛtta
vāvṛtta	A	vāvṛtta
ativṛtta		ativṛtta
itivṛtta		itivṛtta
prativṛtta		prativṛtta
nātivṛtta	M	nātivṛtta
upātivṛtta	H	upātivṛtta
krāntivṛtta	M	krāntivṛtta
gandhivṛtta	M	gandhivṛtta
nivṛtta		nivṛtta
anivṛtta		anivṛtta
anāśakanivṛtta	M	anāśakanivṛtta
parapākanivṛtta	M	parapākanivṛtta
pratinivṛtta	M	pratinivṛtta
āpratinivṛtta	R	āpratinivṛtta
abhinivṛtta	H	abhinivṛtta
vinivṛtta	A	vinivṛtta
sannivṛtta	A	sannivṛtta
saṃnivṛtta	M	sannivṛtta
durnivṛtta		durnivṛtta
parivṛtta	G	parivṛtta
samparivṛtta	M	samparivṛtta
vivṛtta		vivṛtta
hariṅīvṛtta	M	harinīvṛtta
nāḍīvṛtta		nāḍīvṛtta
vastuvṛtta		vastuvṛtta
sādhuvṛtta		sādhuvṛtta
asādhuvṛtta		asādhuvṛtta
anuvṛtta		anuvṛtta
lokānuvṛtta		lokānuvṛtta
kāntānuvṛtta	G	kāntānuvṛtta
chandānuvṛtta		chandānuvṛtta
vṛndānuvṛtta		vṛndānuvṛtta
chandonuvṛtta		chandonuvṛtta
guruvṛtta		guruvṛtta
cakruvṛtta	M	cakruvṛtta
suvṛtta		suvṛtta
atisuvṛtta	R	atisuvṛtta
bhūvṛtta	M	bhūvṛtta
vaivṛtta		vaivṛtta
tejovṛtta		tejovṛtta
sarvatovṛtta		sarvatovṛtta
chandovṛtta		chandovṛtta
śirovṛtta		śirovṛtta
purovṛtta		purovṛtta
samyagvṛtta	M	samyagvṛtta
prāgvṛtta		prāgvṛtta
dṛgvṛtta		dṛgvṛtta
koṅaspṛgvṛtta	M	konaspṛgvṛtta
udvṛtta		udvṛtta
yadvṛtta		yadvṛtta
viṣuvadvṛtta	M	viṣuvadvṛtta
sadvṛtta		sadvṛtta
asadvṛtta		asadvṛtta
avaśyakabṛhadvṛtta	G	avaśyakabṛhadvṛtta
āvaśyakabṛhadvṛtta		āvaśyakabṛhadvṛtta
samudvṛtta	R	samudvṛtta
samvṛtta	B	samvṛtta
nirvṛtta	H	nirvṛtta
anirvṛtta		anirvṛtta
abhinirvṛtta	H	abhinirvṛtta
anabhinirvṛtta	H	anabhinirvṛtta
vinirvṛtta	B	vinirvṛtta
sunirvṛtta		sunirvṛtta
durvṛtta		durvṛtta
adurvṛtta	M	adurvṛtta
atidurvṛtta		atidurvṛtta
bhetta	I	bhetta
caitta		caitta
paitta		paitta
raktapaitta		raktapaitta
upotta	A	upotta
ānartta	N	ānartta
punartta		punartta
bhiṣajāvartta	N	bhiṣajāvartta
brahmāvartta	P	brahmāvartta
aryāvartta	N	aryāvartta
śakrāvartta	P	śakrāvartta
rudrāvartta	P	rudrāvartta
ālāvartta	B	ālāvartta
samvartta	I	samvartta
vārtta		vārtta
avārtta	M	avārtta
pustavārtta		pustavārtta
śastravārtta		śastravārtta
galavārtta		galavārtta
svavārtta	M	svavārtta
agnivārtta		agnivārtta
anta		anta
dūreanta		dūreanta
ānta		ānta
aunta	G	aunta
kanta		kanta
duṣkanta		duṣkanta
suṣkanta		suṣkanta
dauṣkanta		dauṣkanta
pakṣaganta	I	pakṣaganta
vāganta		vāganta
diganta		diganta
yaṅluganta	M	yanluganta
dṛganta		dṛganta
yaṅanta	M	yananta
prāṅanta		prānanta
tiṅanta	M	tinanta
suptiṅanta	M	suptinanta
anicchanta		anicchanta
janta	H	janta
ajanta	M	ajanta
yajanta	B	yajanta
ujjanta	I	ujjanta
ūrjjanta	I	ūrjjanta
humphaḍanta	M	humphaḍanta
ṣoḍanta	G	ṣoḍanta
apatanta	M	apatanta
āpatanta	M	āpatanta
acyutanta	G	acyutanta
danta		danta
adanta		adanta
udanta		udanta
ekadanta	B	ekadanta
kanakadanta		kanakadanta
kākadanta		kākadanta
adhikadanta		adhikadanta
arokadanta		arokadanta
paṅkadanta		pankadanta
galitanakhadanta	M	galitanakhadanta
jagadanta	M	jagadanta
nāgadanta		nāgadanta
piṅgadanta		pingadanta
dīrghadanta		dīrghadanta
śīrṅadanta	M	śīrnadanta
kṛṣṅadanta		kṛṣnadanta
gajadanta		gajadanta
rājadanta		rājadanta
markaṭadanta	M	markaṭadanta
kūṭadanta	M	kūṭadanta
kuṅḍadanta	P	kunḍadanta
tadanta		tadanta
etadanta		etadanta
jātadanta	M	jātadanta
patitotthitadanta	M	patitotthitadanta
galitadanta	M	galitadanta
acyutadanta		acyutadanta
dhautadanta	M	dhautadanta
śuddhadanta	H	śuddhadanta
saṃpannadanta		sanpannadanta
sampannadanta	M	sampannadanta
kauṅapadanta		kaunapadanta
gopadanta		gopadanta
puṣpadanta		puṣpadanta
bhadanta		bhadanta
śubhadanta		śubhadanta
samadanta	M	samadanta
kundasamadanta	M	kundasamadanta
kusumadanta		kusumadanta
kaṣāyadanta		kaṣāyadanta
hiraṅyadanta	M	hiranyadanta
madhyadanta	M	madhyadanta
pāṅḍaradanta	M	pānḍaradanta
uttaradanta		uttaradanta
naradanta		naradanta
śaradanta		śaradanta
śūradanta		śūradanta
vakradanta		vakradanta
śukradanta		śukradanta
ugradanta	M	ugradanta
śikhāgradanta	M	śikhāgradanta
kuḍmalāgradanta	M	kuḍmalāgradanta
vajradanta		vajradanta
uṣṭradanta		uṣṭradanta
bhadradanta		bhadradanta
śubhradanta		śubhradanta
caladanta	M	caladanta
karāladanta	N	karāladanta
śūladanta	I	śūladanta
vadanta		vadanta
avadanta		avadanta
kiṃvadanta		kinvadanta
śyāvadanta	S	śyāvadanta
satvadanta	P	satvadanta
vṛṣadanta		vṛṣadanta
vatsadanta		vatsadanta
varāhadanta	M	varāhadanta
bṛhadanta	P	bṛhadanta
mūṣikādanta	M	mūṣikādanta
cūḍādanta		cūḍādanta
śvādanta		śvādanta
īśādanta	S	īśādanta
īṣādanta		īṣādanta
mahādanta		mahādanta
vājidanta		vājidanta
pūtidanta	I	pūtidanta
dantidanta		dantidanta
hastidanta		hastidanta
hāstidanta		hāstidanta
adhidanta		adhidanta
samidanta		samidanta
karidanta	M	karidanta
tridanta		tridanta
vidanta		vidanta
dvidanta		dvidanta
ahidanta	M	ahidanta
tejanīdanta		tejanīdanta
samudanta		samudanta
cārudanta		cārudanta
sudanta		sudanta
kṛdanta		kṛdanta
godanta		godanta
ubhayatodanta	M	ubhayatodanta
anyataratodanta		anyataratodanta
rāmodanta		rāmodanta
śrīrāmodanta	M	śrīrāmodanta
ṣaḍdanta	I	ṣaḍdanta
nandanta		nandanta
nirdanta		nirdanta
caturdanta		caturdanta
sādhanta		sādhanta
vigdhanta	H	vigdhanta
ananta		ananta
anādyananta		anādyananta
vasvananta		vasvananta
vaidyakānanta		vaidyakānanta
yājñikānanta		yājnikānanta
śeṣānanta		śeṣānanta
śātapanta		śātapanta
subanta	M	subanta
bhramanta	M	bhramanta
samanta		samanta
asamanta	H	asamanta
parisamanta		parisamanta
śrotāmanta	I	śrotāmanta
sāmanta		sāmanta
praṅatāśeṣasāmanta	M	pranatāśeṣasāmanta
mahāsāmanta		mahāsāmanta
pratisāmanta		pratisāmanta
parisāmanta	H	parisāmanta
maṅimanta	H	manimanta
māṅimanta	G	mānimanta
dyutimanta	I	dyutimanta
harimanta		harimanta
śrīmanta		śrīmanta
sīmanta		sīmanta
grāmasīmanta	M	grāmasīmanta
veṅumanta	P	venumanta
madhumanta		madhumanta
hanumanta	M	hanumanta
sumanta	I	sumanta
hemanta		hemanta
grīṣmahemanta	M	grīṣmahemanta
aparahemanta	M	aparahemanta
suhemanta	G	suhemanta
jaimanta		jaimanta
haimanta		haimanta
gomanta		gomanta
saumanta		saumanta
aśmanta		aśmanta
aṣmanta	A	aṣmanta
jyotiṣmanta	I	jyotiṣmanta
haviṣmanta	I	haviṣmanta
duṣmanta		duṣmanta
āyuṣmanta	I	āyuṣmanta
śuṣmanta	I	śuṣmanta
suṣmanta		suṣmanta
dauṣmanta		dauṣmanta
asmanta	B	asmanta
jayanta		jayanta
dṛḍhajayanta	V	dṛḍhajayanta
śyāmajayanta	M	śyāmajayanta
vijayanta		vijayanta
śyāmasujayanta	M	śyāmasujayanta
vaijayanta		vaijayanta
anavanāmitavaijayanta		anavanāmitavaijayanta
ujjayanta		ujjayanta
durjayanta		durjayanta
gaḍayanta		gaḍayanta
gaṅḍayanta		ganḍayanta
maṅḍayanta		manḍayanta
nandayanta		nandayanta
janayanta		janayanta
vāridhāpayanta		vāridhāpayanta
śobhayanta	I	śobhayanta
mayanta		mayanta
obhāsayanta	H	obhāsayanta
jāyanta		jāyanta
niṣparyāyanta	M	niṣparyāyanta
pariyanta	H	pariyanta
hūyanta	I	hūyanta
ṅyanta		nyanta
aṅyanta		anyanta
ājyanta		ājyanta
munijñānajyanta	M	munijnānajyanta
ñyanta	S	nyanta
atyanta		atyanta
ityanta		ityanta
adhvagatyanta	M	adhvagatyanta
pratyanta		pratyanta
ādyanta		ādyanta
udādyanta		udādyanta
anādyanta		anādyanta
pitrādyanta	M	pitrādyanta
daivādyanta	M	daivādyanta
sādyanta	A	sādyanta
vedyanta		vedyanta
vidhyanta		vidhyanta
nyanta	G	nyanta
agnyanta		agnyanta
abhyanta	H	abhyanta
trayyanta		trayyanta
paryanta		paryanta
aparyanta		aparyanta
durantaparyanta		durantaparyanta
ābrahmastambaparyanta		ābrahmastambaparyanta
brahmādistambaparyanta	N	brahmādistambaparyanta
anādimadhyaparyanta	N	anādimadhyaparyanta
sāgaraparyanta		sāgaraparyanta
netraparyanta		netraparyanta
samudraparyanta		samudraparyanta
viparyanta		viparyanta
niṣparyanta		niṣparyanta
tryanta		tryanta
vyanta		vyanta
avyanta	M	avyanta
ṛṣyanta	I	ṛṣyanta
abhiṣyanta	N	abhiṣyanta
riṣyanta	I	riṣyanta
nariṣyanta		nariṣyanta
ulkuṣyanta	M	ulkuṣyanta
duṣyanta		duṣyanta
dauṣyanta		dauṣyanta
apasyanta	I	apasyanta
iranta	H	iranta
karanta	H	karanta
caranta		caranta
jaranta		jaranta
taranta		taranta
prātaranta		prātaranta
kuṭṭāparanta	N	kuṭṭāparanta
caturanta		caturanta
cāturanta	H	cāturanta
duranta		duranta
saṃśranta	M	sanśranta
halanta	M	halanta
avanta		avanta
āvanta		āvanta
bhagavanta		bhagavanta
vegavanta	I	vegavanta
āpyānavanta		āpyānavanta
puṣpavanta		puṣpavanta
jāmbavanta		jāmbavanta
bhavanta		bhavanta
anuhimavanta	H	anuhimavanta
aniyavanta	H	aniyavanta
satyavanta	I	satyavanta
sravanta	M	sravanta
abhisravanta	G	abhisravanta
ṛkṣavanta		ṛkṣavanta
tāvanta	M	tāvanta
kṣamāvanta	G	kṣamāvanta
śāvanta	P	śāvanta
jīvanta		jīvanta
revanta		revanta
aṅvanta		anvanta
ṛtvanta		ṛtvanta
vīdyutvanta	I	vīdyutvanta
śaṃyvanta		śanyvanta
gurvanta	M	gurvanta
aśvanta		aśvanta
aṣvanta	A	aṣvanta
duḥṣvanta		duḥṣvanta
mahiṣvanta		mahiṣvanta
duṣvanta		duṣvanta
svanta		svanta
asvanta		asvanta
tamasvanta		tamasvanta
vasvanta		vasvanta
śanta		śanta
giriśanta		giriśanta
veśanta		veśanta
vaiśanta		vaiśanta
duḥṣanta		duḥṣanta
santa		santa
bhasanta		bhasanta
vasanta		vasanta
suvasanta		suvasanta
sarvasanta	H	sarvasanta
bhāsanta		bhāsanta
vāsanta		vāsanta
hanta		hanta
mahanta		mahanta
vahanta		vahanta
bṛhanta		bṛhanta
rohanta		rohanta
arhanta		arhanta
kānta		kānta
ekānta		ekānta
aikānta	G	aikānta
lokakānta		lokakānta
śaśāṅkakānta		śaśānkakānta
pataṃgakānta		patangakānta
udakānta		udakānta
mandakānta	M	mandakānta
rāmakānta		rāmakānta
hemakānta	P	hemakānta
somakānta		somakānta
śūryakānta	I	śūryakānta
sūryakānta		sūryakānta
bhadrakānta	H	bhadrakānta
candrakānta		candrakānta
prakānta	H	prakānta
alakānta	M	alakānta
jalakānta		jalakānta
navakānta		navakānta
devakānta		devakānta
saviśeṣakānta	M	saviśeṣakānta
lohakānta	S	lohakānta
śailasutākānta		śailasutākānta
girisutākānta		girisutākānta
himagirisutākānta		himagirisutākānta
rādhākānta		rādhākānta
umākānta		umākānta
ramākānta		ramākānta
darśanīyākānta	M	darśanīyākānta
niśākānta		niśākānta
subhikṣākānta	H	subhikṣākānta
mahākānta		mahākānta
bhogikānta		bhogikānta
puṣṭikānta		puṣṭikānta
atikānta	M	atikānta
vatsanikānta		vatsanikānta
harikānta	M	harikānta
ravikānta		ravikānta
śaśikānta		śaśikānta
anunāsikānta	M	anunāsikānta
ahikānta		ahikānta
rohiṅīkānta		rohinīkānta
tūṅīkānta	M	tūnīkānta
hiṅḍīkānta	M	hinḍīkānta
revatīkānta	M	revatīkānta
nadīkānta		nadīkānta
mṛḍānīkānta		mṛḍānīkānta
bhavānīkānta		bhavānīkānta
kāminīkānta		kāminīkānta
padminīkānta		padminīkānta
kamalinīkānta		kamalinīkānta
lakṣmīkānta		lakṣmīkānta
vibhāvarīkānta		vibhāvarīkānta
gaurīkānta		gaurīkānta
śrīkānta		śrīkānta
indukānta		indukānta
aṃśukānta		anśukānta
sukānta		sukānta
anekānta		anekānta
sekānta	M	sekānta
anaikānta	A	anaikānta
niṣkānta		niṣkānta
manaskānta		manaskānta
manaḥkānta		manaḥkānta
ayaskānta		ayaskānta
khānta	B	khānta
sukhānta	M	sukhānta
duḥkhānta		duḥkhānta
yugānta		yugānta
bhogānta	M	bhogānta
yogānta		yogānta
meghānta		meghānta
prāyaṅānta		prāyanānta
maraṅānta		maranānta
āmaraṅānta		āmaranānta
grahaṅānta		grahanānta
purāṅānta		purānānta
prāṅānta		prānānta
viṣāṅānta		viṣānānta
uṣṅānta		uṣnānta
ācānta	S	ācānta
paryācānta	R	paryācānta
svācānta		svācānta
kacchānta	M	kacchānta
yajñānta		yajnānta
velātaṭānta	M	velātaṭānta
paṭānta		paṭānta
bhoṭānta		bhoṭānta
diṣṭānta		diṣṭānta
viṣṭānta		viṣṭānta
dṛṣṭānta		dṛṣṭānta
pratidṛṣṭānta		pratidṛṣṭānta
dārṣṭānta		dārṣṭānta
niṣṭhānta		niṣṭhānta
iḍānta		iḍānta
gaṅḍānta		ganḍānta
udḍānta	A	udḍānta
prauḍhānta		prauḍhānta
tānta		tānta
itānta	M	itānta
gatānta		gatānta
dhūmatānta		dhūmatānta
ratānta	M	ratānta
latānta		latānta
avatānta	M	avatānta
nitānta		nitānta
jāgaritānta		jāgaritānta
kāritānta		kāritānta
jīvitānta		jīvitānta
saṃhitānta		sanhitānta
viparītānta		viparītānta
śītānta		śītānta
śrutānta		śrutānta
kṛtānta		kṛtānta
vṛtānta	S	vṛtānta
raktānta	M	raktānta
bhuvanavattānta		bhuvanavattānta
vṛttānta		vṛttānta
lokavṛttānta		lokavṛttānta
bhuvanavṛttānta	M	bhuvanavṛttānta
prathamavṛttānta	M	prathamavṛttānta
ātmavṛttānta	M	ātmavṛttānta
kāryavṛttānta		kāryavṛttānta
bhūgolavṛttānta		bhūgolavṛttānta
mānasollāsavṛttānta	M	mānasollāsavṛttānta
yathāvṛttānta		yathāvṛttānta
prāgvṛttānta		prāgvṛttānta
sadvṛttānta	M	sadvṛttānta
hemantānta	M	hemantānta
tāntānta		tāntānta
kathānta	M	kathānta
dānta		dānta
adānta		adānta
udānta	H	udānta
padānta		padānta
apadānta	M	apadānta
pradānta		pradānta
navadānta	H	navadānta
pādānta		pādānta
atidānta		atidānta
adhidānta	I	adhidānta
nidānta	I	nidānta
aridānta		aridānta
vāridānta		vāridānta
vidānta		vidānta
avidānta		avidānta
sudānta		sudānta
vedānta		vedānta
sanatsujātavedānta		sanatsujātavedānta
saṃkṣiptavedānta	M	sankṣiptavedānta
madhvavedānta	M	madhvavedānta
aṅuvedānta		anuvedānta
uddānta	A	uddānta
durdānta		durdānta
dhānta		dhānta
bādhānta		bādhānta
uddhānta		uddhānta
saṃbaddhānta		sanbaddhānta
sambaddhānta	M	sambaddhānta
rāddhānta		rāddhānta
kālaśiddhānta	M	kālaśiddhānta
siddhānta		siddhānta
asiddhānta		asiddhānta
jyotiḥsiddhānta		jyotiḥsiddhānta
sūtakasiddhānta	M	sūtakasiddhānta
romakasiddhānta		romakasiddhānta
kārttikasiddhānta		kārttikasiddhānta
vaidikasiddhānta	M	vaidikasiddhānta
vākyakaraṅasiddhānta		vākyakaranasiddhānta
adhikaraṅasiddhānta		adhikaranasiddhānta
harikṛṣṅasiddhānta	M	harikṛṣnasiddhānta
pañcasiddhānta	M	pancasiddhānta
vyāsādipañcasiddhānta	M	vyāsādipancasiddhānta
laghvāryabhaṭasiddhānta	M	laghvāryabhaṭasiddhānta
sphuṭasiddhānta		sphuṭasiddhānta
brahmasphuṭasiddhānta		brahmasphuṭasiddhānta
vasiṣṭhasiddhānta		vasiṣṭhasiddhānta
laghuvasiṣṭhasiddhānta	G	laghuvasiṣṭhasiddhānta
vāsiṣṭhasiddhānta	M	vāsiṣṭhasiddhānta
laghuvāsiṣṭhasiddhānta	G	laghuvāsiṣṭhasiddhānta
jñātasiddhānta		jnātasiddhānta
saṃgītasiddhānta	M	sangītasiddhānta
viśiṣṭādvaitasiddhānta	M	viśiṣṭādvaitasiddhānta
śrautasiddhānta	M	śrautasiddhānta
vedāntasiddhānta	M	vedāntasiddhānta
viṣṅuguptasiddhānta	M	viṣnuguptasiddhānta
satkāryavādasiddhānta	M	satkāryavādasiddhānta
sarvasampradāyābhedasiddhānta	M	sarvasampradāyābhedasiddhānta
siddhasiddhānta	M	siddhasiddhānta
sanātanasiddhānta	M	sanātanasiddhānta
bālamallavenasiddhānta	M	bālamallavenasiddhānta
apasiddhānta		apasiddhānta
ādityapratāpasiddhānta		ādityapratāpasiddhānta
kandarpasiddhānta		kandarpasiddhānta
kalpasiddhānta		kalpasiddhānta
abhyupagamasiddhānta		abhyupagamasiddhānta
samasiddhānta		samasiddhānta
nāmasiddhānta	M	nāmasiddhānta
rāmasiddhānta		rāmasiddhānta
somasiddhānta		somasiddhānta
sārvabhaumasiddhānta	M	sārvabhaumasiddhānta
viśvakarmasiddhānta	M	viśvakarmasiddhānta
brahmasiddhānta		brahmasiddhānta
brāhmasiddhānta	M	brāhmasiddhānta
nirṅayasiddhānta	M	nirnayasiddhānta
kālanirṅayasiddhānta	M	kālanirnayasiddhānta
nyāyasiddhānta	M	nyāyasiddhānta
rāmānujīyasiddhānta	M	rāmānujīyasiddhānta
mahāvākyasiddhānta	M	mahāvākyasiddhānta
pulastyasiddhānta	M	pulastyasiddhānta
āryasiddhānta		āryasiddhānta
lokācāryasiddhānta	M	lokācāryasiddhānta
laghvāryasiddhānta		laghvāryasiddhānta
mahāryasiddhānta	M	mahāryasiddhānta
sūryasiddhānta		sūryasiddhānta
bṛhatsūryasiddhānta		bṛhatsūryasiddhānta
brahmatulyasiddhānta	M	brahmatulyasiddhānta
sundarasiddhānta	M	sundarasiddhānta
vaṭeśvarasiddhānta		vaṭeśvarasiddhānta
raseśvarasiddhānta		raseśvarasiddhānta
maheśvarasiddhānta		maheśvarasiddhānta
parāśarasiddhānta	M	parāśarasiddhānta
tripurasiddhānta		tripurasiddhānta
saurasiddhānta		saurasiddhānta
rayapraśnasūtrasiddhānta		rayapraśnasūtrasiddhānta
sarvatantrasiddhānta		sarvatantrasiddhānta
pratitantrasiddhānta		pratitantrasiddhānta
keralasiddhānta	M	keralasiddhānta
kālasiddhānta		kālasiddhānta
śivasiddhānta		śivasiddhānta
vīraśaivasiddhānta	M	vīraśaivasiddhānta
madhvasiddhānta	M	madhvasiddhānta
sarvasiddhānta		sarvasiddhānta
pūrvasiddhānta		pūrvasiddhānta
dvādaśasiddhānta	M	dvādaśasiddhānta
romaśasiddhānta	M	romaśasiddhānta
mūlapuliśasiddhānta		mūlapuliśasiddhānta
pauliśasiddhānta	M	pauliśasiddhānta
vyāsasiddhānta		vyāsasiddhānta
paitāmahasiddhānta	M	paitāmahasiddhānta
rasasaṃgrahasiddhānta		rasasangrahasiddhānta
lalitāsiddhānta	M	lalitāsiddhānta
mahāsiddhānta		mahāsiddhānta
vaiṣṅavamahāsiddhānta	M	vaiṣnavamahāsiddhānta
bṛhaspatisiddhānta	M	bṛhaspatisiddhānta
bhaktisiddhānta	G	bhaktisiddhānta
śaktisiddhānta		śaktisiddhānta
bhṛgusiddhānta	M	bhṛgusiddhānta
viṣṅusiddhānta		viṣnusiddhānta
samrāṭsiddhānta	M	samrāṭsiddhānta
buddhānta		buddhānta
śuddhānta		śuddhānta
vṛddhānta		vṛddhānta
nirdhānta	H	nirdhānta
mūrdhānta		mūrdhānta
nānta		nānta
ghanānta		ghanānta
prāṅanānta		prānanānta
ekavacanānta		ekavacanānta
dvivacanānta	M	dvivacanānta
janānta		janānta
ānanānta		ānanānta
kānanānta		kānanānta
ayanānta		ayanānta
cayanānta	M	cayanānta
nayanānta		nayanānta
vanānta		vanānta
savanānta	M	savanānta
jivanānta	M	jivanānta
yauvanānta	M	yauvanānta
dīrghābhiniṣṭhānānta	M	dīrghābhiniṣṭhānānta
sthānānta	M	sthānānta
dinānta		dinānta
svapnānta		svapnānta
pānta		pānta
upānta		upānta
tapānta	G	tapānta
vapānta		vapānta
pāpānta		pāpānta
śāpānta	M	śāpānta
paridhyupānta	M	paridhyupānta
nayanopānta		nayanopānta
ādyopānta	S	ādyopānta
nagaropānta	M	nagaropānta
saropānta		saropānta
rephalakāropānta	M	rephalakāropānta
sarpānta		sarpānta
kalpānta		kalpānta
puṣpānta		puṣpānta
bhānta		bhānta
kumbhānta	M	kumbhānta
amānta	M	amānta
nigamānta		nigamānta
yamānta	H	yamānta
samānta		samānta
grāmānta		grāmānta
sāmānta		sāmānta
pūrṅimānta	M	pūrnimānta
himānta		himānta
sīmānta		sīmānta
vikṛṣṭasīmānta	M	vikṛṣṭasīmānta
vyomānta	M	vyomānta
romānta	G	romānta
īrmānta		īrmānta
karmānta		karmānta
aṅgārakakarmānta		angārakakarmānta
prasiddhakarmānta	H	prasiddhakarmānta
aṅgārakarmānta		angārakarmānta
kṛṣikarmānta		kṛṣikarmānta
samyakkarmānta		samyakkarmānta
gharmānta		gharmānta
carmānta		carmānta
veśmānta		veśmānta
ūṣmānta	M	ūṣmānta
kṣmānta		kṣmānta
bhasmānta		bhasmānta
udayānta		udayānta
viṣayānta		viṣayānta
dhiyānta	I	dhiyānta
apatyānta		apatyānta
vidyānta		vidyānta
madhyānta	M	madhyānta
anādimadhyānta	M	anādimadhyānta
