headword_iast	source_code	form_key	in_union	union_dicts
bhrūṅaghna		bhrūnaghna	1	AP CAE CCS MW PWG PWK VCP
bhrauṅaghna		bhraunaghna	1	MW PWG PWK
uṣṅaghna		uṣnaghna	1	MW PWG PWK
yajñaghna		yajnaghna	1	MW PWG PWK
kapāṭaghna		kapāṭaghna	1	AP MW PWG PWK VCP
kavāṭaghna		kavāṭaghna	1	MW PWG PWK VCP
kīṭaghna		kīṭaghna	1	MW PWG PWK VCP
loṣṭaghna		loṣṭaghna	1	MW PWG PWK VCP
kuṣṭhaghna		kuṣṭhaghna	1	MW PWG PWK VCP
pṛṣṭhaghna		pṛṣṭhaghna	1	MW PWG PWK
daṅḍaghna		danḍaghna	1	AP CAE MW PWG PWK VCP
śataghna	I	śataghna	1	AP
kṣataghna		kṣataghna	1	MW PWG PWK VCP
vātaghna		vātaghna	1	INM MW PWG PWK
bhūtaghna		bhūtaghna	1	MW PWG PWK VCP
kṛtaghna		kṛtaghna	1	AP CAE CCS MW PWG PWK VCP
raktaghna		raktaghna	1	MW PWG PWK VCP
vātaraktaghna		vātaraktaghna	1	MW PWG PWK VCP
pittaghna		pittaghna	1	MW PWG PWK VCP
suptaghna		suptaghna	1	MW PWG PWK
hastaghna		hastaghna	1	CAE CCS GRA MW PWG PWK VEI
arthaghna		arthaghna	1	AP CAE CCS MW PWG PWK VCP
daghna		daghna	1	AP CAE CCS MD MW PWG PWK
ādaghna		ādaghna	1	AP CAE CCS GRA MD MW PWG PWK
cubukadaghna		cubukadaghna	1	MW PWK SCH
mukhadaghna		mukhadaghna	1	CAE MW PWG PWK
gajadaghna	S	gajadaghna	1	AP MW
kaṅṭhadaghna		kanṭhadaghna	1	AP MW PWG PWK VCP
upasthadaghna		upasthadaghna	1	AP MW PWG PWK
kulphadaghna		kulphadaghna	1	AP MW PWK
gulphadaghna		gulphadaghna	1	CAE MW PWK
āsyadaghna		āsyadaghna	1	MW PWK SCH
atradaghna		atradaghna	1	AP MW PWG PWK
grīvadaghna		grīvadaghna	1	MW PWK
puruṣadaghna	S	puruṣadaghna	1	MW VCP
upakakṣadaghna	M	upakakṣadaghna	1	MW
upapakṣadaghna	M	upapakṣadaghna	1	MW
aṃsadaghna	M	ansadaghna	1	MW PD PWK SCH
nābhidaghna		nābhidaghna	1	CAE CCS MW PWK
jānudaghna		jānudaghna	1	AP CAE CCS MW PWK
ūrudaghna		ūrudaghna	1	AP MW PWG PWK VCP
sphigdaghna	M	sphigdaghna	1	MW
aṣṭhīvaddaghna	M	aṣṭhīvaddaghna	1	MW
mūtravibandhaghna		mūtravibandhaghna	1	MW PWG PWK
upaghna		upaghna	1	BUR MD MW PWG PWK SCH VCP
pāpaghna		pāpaghna	1	AP MW PWG PWK VCP
madhūpaghna		madhūpaghna	1	MW PWG PWK VCP
visarpaghna	M	visarpaghna	1	MW
kaphaghna		kaphaghna	1	AP MW PWG PWK
stambaghna		stambaghna	1	MW PWG PWK VCP
pralambaghna		pralambaghna	1	MW PWK VCP
yamaghna		yamaghna	1	MW PWG PWK
śramaghna		śramaghna	1	CAE MW PWG PWK
kāmaghna	N	kāmaghna	1	INM
pāmaghna		pāmaghna	1	MW PWG PWK VCP
himaghna		himaghna	1	MW PWG PWK
hemaghna	M	hemaghna	1	MW
lomaghna		lomaghna	1	MW PWG PWK VCP
dharmaghna		dharmaghna	1	AP CAE CCS MW PWG PWK
marmaghna	G	marmaghna	1	AP PWG
aśmaghna		aśmaghna	1	MW PWG PWK VCP
śleṣmaghna		śleṣmaghna	1	MW PWG PWK
brahmaghna		brahmaghna	1	CAE CCS MW PWG PWK VCP
parṅayaghna		parnayaghna	1	GRA MW PWK
hayaghna		hayaghna	1	MW PWG PWK
satyaghna		satyaghna	1	MW PWG PWK
vadhyaghna		vadhyaghna	1	MW PWG PWK
viśalyaghna		viśalyaghna	1	MW PWG PWK
vaiśyaghna	M	vaiśyaghna	1	MW
garaghna		garaghna	1	AP MW PWG PWK VCP
śambaraghna		śambaraghna	1	CAE MW PWK
jvaraghna		jvaraghna	1	MW PWG PWK VCP
svaraghna		svaraghna	1	MW PWG PWK VCP
śiśiraghna	M	śiśiraghna	1	MW
avīraghna	M	avīraghna	1	MW
tripuraghna	N	tripuraghna	1	INM MW PWK VCP
mitraghna		mitraghna	1	AP MW PWG PWK
amitraghna	I	amitraghna	1	AP CAE MW PWG PWK
putraghna	G	putraghna	1	PWG
vṛtraghna	V	vṛtraghna	1	PWG VEI
balavṛtraghna		balavṛtraghna	1	CAE CCS INM MW PWK
valavṛtraghna	G	valavṛtraghna	1	CAE CCS PWG
bhaganetraghna		bhaganetraghna	1	INM MW PWG PWK VCP
vārtraghna		vārtraghna	1	BUR CAE CCS MD MW PWG PWK
śūdraghna		śūdraghna	1	AP CAE MW PWK
asraghna		asraghna	1	PWK
malaghna		malaghna	1	AP MW PWG PWK VCP
pālaghna		pālaghna	1	MW PWG PWK VCP
bālaghna		bālaghna	1	CAE CCS MW PWG PWK
anilaghna	M	anilaghna	1	AP MW PD
kulaghna		kulaghna	1	AP CAE MD MW PWG PWK VCP
śūlaghna		śūlaghna	1	AP MW PWG PWK VCP
dānavaghna	N	dānavaghna	1	INM
bhavaghna	N	bhavaghna	1	INM
sarvaghna	N	sarvaghna	1	INM
aśvaghna		aśvaghna	1	GRA MW PWG PWK VCP
āśvaghna		āśvaghna	1	GRA MW PWG PWK VEI
śaśaghna		śaśaghna	1	MW PWG PWK
keśaghna		keśaghna	1	AP MW PWG PWK VCP
viṣaghna		viṣaghna	1	AP CAE MW PWG PWK VCP
mahiṣaghna	N	mahiṣaghna	1	INM
puruṣaghna	G	puruṣaghna	1	PWG
pūruṣaghna		pūruṣaghna	1	GRA MW PWK
apūruṣaghna		apūruṣaghna	1	GRA MW PWG PWK
doṣaghna		doṣaghna	1	MW PWG PWK VCP
tridoṣaghna	M	tridoṣaghna	1	MW
pakṣaghna		pakṣaghna	1	AP MW PWG PWK
varṣaghna		varṣaghna	1	AP MW PWG PWK
rasaghna		rasaghna	1	MW PWG PWK VCP
rākṣasaghna	M	rākṣasaghna	1	MW
kāsaghna		kāsaghna	1	AP MW PWG PWK VCP
balāsaghna	M	balāsaghna	1	MW
kilāsaghna		kilāsaghna	1	MW PWG PWK VCP
plīhaghna		plīhaghna	1	MW PWG PWK VCP
tṛṣṅāghna		tṛṣnāghna	1	MW PWG PWK
prajāghna	G	prajāghna	1	PWG
jāyāghna		jāyāghna	1	MW PWG PWK VCP
pāṅighna		pānighna	1	MW PWG PWK VCP VEI
namucighna	N	namucighna	1	INM MW
vṛṣṭighna	G	vṛṣṭighna	1	PWG
atighna	G	atighna	1	AP PWG
patighna	G	patighna	1	MW PWG VCP
pratighna		pratighna	1	BUR MW PWG PWK VCP
khyātighna	M	khyātighna	1	MW
tṛptighna		tṛptighna	1	MW PWK
hastighna		hastighna	1	MW PWG PWK
chardighna		chardighna	1	MW PWG PWK VCP
vyādhighna	G	vyādhighna	1	MW PWG
vidhighna	M	vidhighna	1	AP MW
nighna		nighna	1	AP BUR CAE CCS MW PWG PWK VCP
vinighna		vinighna	1	AP MW PWG PWK
vāyunighna		vāyunighna	1	AP MW PWG PWK
kramighna	S	kramighna	1	VCP
krimighna	S	krimighna	1	SKD
kṛmighna		kṛmighna	1	MW PWG PWK VCP
arighna	I	arighna	1	MW
vibudhārighna	N	vibudhārighna	1	INM
surārighna		surārighna	1	INM MW PWG PWK
vighna		vighna	1	BUR CAE CCS MD MW PWG PWK VCP
avighna		avighna	1	AP CAE CCS MD MW PWG PWK VCP
mārgavighna	M	mārgavighna	1	MW
kṣaṅavighna	M	kṣanavighna	1	MW
prasthānavighna	S	prasthānavighna	1	MW
apavighna		apavighna	1	AP CAE CCS MW PWG PWK VCP
karmavighna	M	karmavighna	1	MW
sūryavighna		sūryavighna	1	MW PWG PWK
tripuravighna	N	tripuravighna	1	INM MW
havighna	P	havighna	0	
mahāvighna		mahāvighna	1	MW PWG PWK
siddhivighna	M	siddhivighna	1	MW
bahuvighna		bahuvighna	1	AP CAE MW PWG PWK
nirvighna		nirvighna	1	AP CAE CCS MW PWG PWK
ahighna		ahighna	1	GRA MW PWG PWK
aśmarīghna		aśmarīghna	1	MW PWG PWK VCP
strīghna		strīghna	1	CAE MW PWG PWK
kacchughna		kacchughna	1	MW PWK
kharjughna		kharjughna	1	MW PWK
leṣṭughna		leṣṭughna	1	MW PWG PWK VCP
dhātughna		dhātughna	1	MW PWG PWK VCP
yātughna		yātughna	1	MW PWG PWK VCP
jantughna		jantughna	1	MW PWG PWK VCP
kiṃtughna	G	kintughna	1	MW PWG
kintughna		kintughna	1	MW PWG
kiṃstughna		kinstughna	1	MW PWG PWK
ripughna	M	ripughna	1	AP MW
vāyughna	M	vāyughna	1	MW
gurughna		gurughna	1	MW PWG PWK VCP
śatrughna		śatrughna	1	CAE CCS INM MD MW PWG PWK
nityaśatrughna	M	nityaśatrughna	1	MW
dadrughna		dadrughna	1	MW PWG PWK VCP
dardrughna		dardrughna	1	PWG PWK VCP
srughna		srughna	1	CAE CCS MD MW PWG PWK VCP
paśughna		paśughna	1	AP CAE CCS MW PWG PWK
vṛthāpaśughna	M	vṛthāpaśughna	1	MW
sughna		sughna	1	CAE CCS GRA MW PWG PWK
kharjūghna		kharjūghna	1	MW PWG PWK
kaṅḍūghna		kanḍūghna	1	MW PWG PWK VCP
dadrūghna		dadrūghna	1	MW PWK
mātṛghna		mātṛghna	1	MW PWG PWK
pitṛghna	G	pitṛghna	1	CAE MW PWG PWK
bhartṛghna	G	bhartṛghna	1	MW PWG
svasṛghna		svasṛghna	1	PWK
goghna		goghna	1	AP CAE CCS GRA MW PWG PWK VCP
guruvarcoghna		guruvarcoghna	1	MW PWG PWK
medoghna	M	medoghna	1	MW
manoghna		manoghna	1	MW PWK
tamoghna		tamoghna	1	BUR CAE CCS INM MW PWG PWK VCP
yaśoghna		yaśoghna	1	CAE CCS MD MW PWG PWK
arśoghna		arśoghna	1	AP MW PWG PWK VCP
rakṣoghna		rakṣoghna	1	BUR CAE CCS MD MW PWG PWK VCP
rākṣoghna		rākṣoghna	1	MD MW PWG PWK
sraughna		sraughna	1	AP MW PWG PWK
tūrghna		tūrghna	1	MW PWG PWK VEI
ṅna	A	nna	0	
daṅna	A	danna	0	
ādaṅna	A	ādanna	0	
atiṅna	A	atinna	0	
niṅna	A	ninna	0	
viniṅna	A	vininna	0	
aviṅna	A	avinna	0	
apaviṅna	A	apavinna	0	
srauṅna	A	sraunna	0	
vraḍna	A	vraḍna	0	
abuḍna	A	abuḍna	0	
abhigṛḍna	A	abhigṛḍna	0	
atna		atna	1	MW PD PWG PWK VCP
sanatna		sanatna	1	CAE CCS PWG PWK
sapatna		sapatna	1	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI
asapatna		asapatna	1	AP CAE CCS GRA MD MW PWG PWK VCP
niḥsapatna		niḥsapatna	1	AP BUR CAE CCS MW PWG PWK
adharasapatna		adharasapatna	1	MW PD PWK SCH
prāṅisapatna		prānisapatna	1	PWK
sāpatna		sāpatna	1	AP CAE CCS MD MW PWG PWK
vipatna		vipatna	1	MW PWG PWK
yatna		yatna	1	AP BUR CAE CCS MD MW PWG PWK VCP
ayatna		ayatna	1	AP BUR CAE CCS MD MW PWG PWK VCP
kṛtaghātayatna	M	kṛtaghātayatna	1	MW
kṛtayatna		kṛtayatna	1	MD PWK
viphalīkṛtayatna	M	viphalīkṛtayatna	1	MW
vyarthayatna	M	vyarthayatna	1	MW
vedārthayatna	M	vedārthayatna	1	MW
prayatna		prayatna	1	CAE CCS MW PWG PWK VCP
aprayatna		aprayatna	1	AP CAE CCS MD MW PWG PWK VCP
ekaprayatna	M	ekaprayatna	1	MW
dīrghaprayatna	M	dīrghaprayatna	1	MW
kṛtaprayatna	M	kṛtaprayatna	1	MW
akṛtaprayatna		akṛtaprayatna	1	PD PWK
vitathaprayatna	M	vitathaprayatna	1	MW
bhagīrathaprayatna	M	bhagīrathaprayatna	1	MW
svārthaprayatna		svārthaprayatna	1	MW PWK
ātmaprayatna		ātmaprayatna	1	PWK
āsyaprayatna	M	āsyaprayatna	1	MW
samānāsyaprayatna		samānāsyaprayatna	1	MW PWG PWK
bāhyaprayatna	M	bāhyaprayatna	1	MW
ābhyantaraprayatna	M	ābhyantaraprayatna	1	MW
śithilaprayatna	M	śithilaprayatna	1	MW
sarvaprayatna		sarvaprayatna	1	MW PWK
niprayatna		niprayatna	1	MW PWG PWK
laghuprayatna		laghuprayatna	1	AP MW PWG PWK
mṛduprayatna		mṛduprayatna	1	MW PWK
niṣprayatna		niṣprayatna	1	AP MW PWG PWK
sarvayatna		sarvayatna	1	CAE CCS MW PWK
svayatna	M	svayatna	1	MD MW
sayatna		sayatna	1	CAE CCS MD MW PWG PWK
atiyatna		atiyatna	1	MD PD PWK
pratiyatna		pratiyatna	1	AP BUR CAE CCS MD MW PWG PWK SCH VCP
niryatna		niryatna	1	AP MD MW PWG PWK
ratna		ratna	1	BHS BUR CAE CCS GRA MD MW PWG PWK VCP VEI
puṃratna		punratna	1	MD MW PWG PWK
jātakaratna	M	jātakaratna	1	MW PWK
nāyakaratna		nāyakaratna	1	MW PWG PWK
mauktikaratna		mauktikaratna	1	MW PWG PWK
tarkaratna		tarkaratna	1	MW PWG PWK
bahiryāgaratna		bahiryāgaratna	1	MW PWK
yogaratna		yogaratna	1	MW PWG PWK
prayogaratna	G	prayogaratna	1	MW PWG
khaḍgaratna	M	khaḍgaratna	1	MW
gaṅaratna		ganaratna	1	MW PWG PWK VCP
vivaraṅaratna	M	vivaranaratna	1	MW PWK
lakṣaṅaratna		lakṣanaratna	1	MW PWK
purāṅaratna		purānaratna	1	MW PWG PWK
guṅaratna		gunaratna	1	MW PWG PWK
śoṅaratna		śonaratna	1	MW PWG PWK VCP
anantavarṅaratna	H	anantavarnaratna	1	BHS
pañcaratna		pancaratna	1	MW PWG PWK VCP
prayogapañcaratna	M	prayogapancaratna	1	MW
mahābhāratapañcaratna	M	mahābhāratapancaratna	1	MW
raghunāthapañcaratna	M	raghunāthapancaratna	1	MW
sopānapañcaratna	M	sopānapancaratna	1	MW
subrahmaṅyapañcaratna	M	subrahmanyapancaratna	1	MW
parameśvarapañcaratna	M	parameśvarapancaratna	1	MW
śrutisārapañcaratna	M	śrutisārapancaratna	1	MW
śivapañcaratna	M	śivapancaratna	1	MW
narasiṃhapañcaratna	M	narasinhapancaratna	1	MW
bālāpañcaratna	M	bālāpancaratna	1	MW
devīpañcaratna	M	devīpancaratna	1	MW
mīnākṣīpañcaratna	M	mīnākṣīpancaratna	1	MW
vājaratna		vājaratna	1	CAE GRA MD MW PWG PWK
bījaratna	M	bījaratna	1	MW
vījaratna	S	vījaratna	1	VCP
mukuṭaratna	M	mukuṭaratna	1	MW
aṣṭaratna		aṣṭaratna	1	MW PWG PWK
asitaratna	M	asitaratna	1	MW PWK SCH
rahitaratna	M	rahitaratna	1	MW
saṃgītaratna	M	sangītaratna	1	MW
pariṅītaratna	M	parinītaratna	1	MW
pītaratna		pītaratna	1	MW PWK
prabhūtaratna		prabhūtaratna	1	BHS MW PWG PWK
prāyaścittaratna	M	prāyaścittaratna	1	MW
vedāntaratna	M	vedāntaratna	1	MW
siddhāntaratna		siddhāntaratna	1	MW PWG PWK
saptaratna	M	saptaratna	1	MW
rāmasaptaratna		rāmasaptaratna	1	MW PWK
muhūrtaratna	M	muhūrtaratna	1	MW PWK
vedārtharatna	M	vedārtharatna	1	MW
śabdārtharatna	G	śabdārtharatna	1	MW PWG PWK
śabdaratna		śabdaratna	1	MW PWG PWK
nānārthaśabdaratna	M	nānārthaśabdaratna	1	MW
laghuśabdaratna		laghuśabdaratna	1	MW PWG PWK
budharatna		budharatna	1	MW PWG PWK VCP
śrāddharatna	M	śrāddharatna	1	MW
siddharatna		siddharatna	1	MW PWG PWK
śivārcanaratna	M	śivārcanaratna	1	MW
madanaratna		madanaratna	1	MW PWG PWK
divigamanaratna	M	divigamanaratna	1	MW
hāyanaratna		hāyanaratna	1	MW PWG PWK
pratyabhijñānaratna	M	pratyabhijnānaratna	1	MW
lavaṅadānaratna	M	lavanadānaratna	1	MW
dīpadānaratna	M	dīpadānaratna	1	MW PWK
sarpirdānaratna	M	sarpirdānaratna	1	MW
vidhānaratna	M	vidhānaratna	1	MW
jinaratna	M	jinaratna	1	MW
ajinaratna	M	ajinaratna	1	MW PD PWK SCH
dinaratna		dinaratna	1	MW PWG PWK VCP
śakrābhilagnaratna		śakrābhilagnaratna	1	MW PWG PWK
ratnaratna	M	ratnaratna	1	CAE CCS MW PWK SCH
praśnaratna		praśnaratna	1	MW PWK
uparatna		uparatna	1	MW PWG PWK VCP
śubharatna	H	śubharatna	1	BHS
śrīgarbharatna		śrīgarbharatna	1	MW PWG PWK
dīkṣākramaratna		dīkṣākramaratna	1	MW PWG PWK
kāmaratna		kāmaratna	1	MW PWK
raṅganāthanāmaratna		ranganāthanāmaratna	1	MW PWK
kṛtrimaratna		kṛtrimaratna	1	MW PWK
vyomaratna		vyomaratna	1	MW PWG PWK
bhaumaratna		bhaumaratna	1	MW PWG PWK
padmaratna		padmaratna	1	MW PWK
carmaratna		carmaratna	1	MW PWK
dharmaratna		dharmaratna	1	MW PWG PWK
śāmbalāmbāvarmaratna		śāmbalāmbāvarmaratna	1	MW PWK
saubhāgyalakṣmītantreśyāmalāmbāvarmaratna	M	saubhāgyalakṣmītantreśyāmalāmbāvarmaratna	1	MW
bhīṣmaratna		bhīṣmaratna	1	PWG PWK VCP
brahmaratna		brahmaratna	1	MW PWG PWK
nirṅayaratna	M	nirnayaratna	1	MW PWK
nayaratna	M	nayaratna	1	MW
samayaratna	G	samayaratna	1	MW PWG PWK
nyāyaratna	G	nyāyaratna	1	MW PWG PWK
vākyaratna	M	vākyaratna	1	MW
māṅikyaratna	M	mānikyaratna	1	MW PWK
vairāgyaratna	M	vairāgyaratna	1	MW
kṛtyaratna	G	kṛtyaratna	1	MW PWG PWK
vaidyaratna		vaidyaratna	1	MW PWG PWK
kāvyaratna	M	kāvyaratna	1	MW
divyaratna		divyaratna	1	MW PWG PWK VCP
tribhāṣyaratna		tribhāṣyaratna	1	MW PWG PWK
tārkṣyaratna		tārkṣyaratna	1	MD MW PWG PWK
amararatna		amararatna	1	MW PWG PWK VCP
pravararatna	M	pravararatna	1	MW PWK
saṃskāraratna	G	sanskāraratna	1	MW PWG PWK
vyavahāraratna	M	vyavahāraratna	1	MW
śarīraratna	M	śarīraratna	1	CAE MW
vidūraratna		vidūraratna	1	MW PWK
cakraratna	M	cakraratna	1	CAE MW
stotraratna		stotraratna	1	MW PWG PWK
tantraratna		tantraratna	1	MW PWG PWK
mantraratna		mantraratna	1	MW PWK
candraratna		candraratna	1	MW PWK SCH
amalaratna		amalaratna	1	MW PWK
nīlaratna		nīlaratna	1	MW PWG PWK
lalitāstavaratna	M	lalitāstavaratna	1	MW
navaratna		navaratna	1	MW PWG PWK VCP
vikramanavaratna	M	vikramanavaratna	1	MW
ramalanavaratna	M	ramalanavaratna	1	MW
śyāmalānavaratna	M	śyāmalānavaratna	1	MW
devīnavaratna	M	devīnavaratna	1	MW
bhāvaratna		bhāvaratna	1	MW PWK
dhruvaratna	P	dhruvaratna	0	
mantragaṅapatitattvaratna	M	mantraganapatitattvaratna	1	MW PWK
sarvaratna		sarvaratna	1	MW PWG PWK
aśvaratna	M	aśvaratna	1	MW VCP
nistuṣaratna		nistuṣaratna	1	MW PWG PWK VCP
harṣaratna	M	harṣaratna	1	MW
rasaratna		rasaratna	1	MW PWG PWK
vaidyarasaratna	M	vaidyarasaratna	1	MW
bhairavanavarasaratna	M	bhairavanavarasaratna	1	MW
vivāharatna	M	vivāharatna	1	MW
chamacchamikāratna		chamacchamikāratna	1	MW PWG PWK
mahābhaṭṭārikārcāratna	M	mahābhaṭṭārikārcāratna	1	MW
subhagārcāratna		subhagārcāratna	1	MW PWK
pūjāratna	M	pūjāratna	1	MW PWK
sundarīpūjāratna	M	sundarīpūjāratna	1	MW
pratiṣṭhāratna	M	pratiṣṭhāratna	1	MW
krīḍāratna		krīḍāratna	1	MW PWG PWK VCP
cūḍāratna		cūḍāratna	1	MW PWG PWK VCP
muktāratna		muktāratna	1	CAE MD MW PWG PWK
cintāratna		cintāratna	1	MW PWK
vedāntakathāratna	M	vedāntakathāratna	1	MW
śyāmāratna		śyāmāratna	1	MW PWK
prakriyāratna	G	prakriyāratna	1	MW PWG PWK
brahmasiddhivyākhyāratna	M	brahmasiddhivyākhyāratna	1	MW
saṃkhyāratna		sankhyāratna	1	MW PWK
vidyāratna	M	vidyāratna	1	MW
kanyāratna	M	kanyāratna	1	MW
horāratna	M	horāratna	1	MW
niśāratna		niśāratna	1	MW PWG PWK VCP
bhāṣāratna	M	bhāṣāratna	1	MW
rakṣāratna		rakṣāratna	1	MW PWG PWK
śiśurakṣāratna	M	śiśurakṣāratna	1	MW
dīkṣāratna	M	dīkṣāratna	1	MW PWK
mahāratna		mahāratna	1	CAE CCS MW PWG PWK
ṣaḍanvayamahāratna	M	ṣaḍanvayamahāratna	1	MW
maṅiratna		maniratna	1	CAE CCS MW PWG PWK
mahāmaṅiratna		mahāmaniratna	1	BHS MW PWK
taraṅiratna		taraniratna	1	MW PWG PWK VCP
ciratna		ciratna	1	AP MW PWG PWK SCH VCP
vājiratna	M	vājiratna	1	MW
atiratna		atiratna	1	PD PWG PWK
paddhatiratna	M	paddhatiratna	1	MW PWK
śitiratna		śitiratna	1	CAE CCS MW PWK SCH
nītiratna		nītiratna	1	MW PWG PWK
smṛtiratna	M	smṛtiratna	1	MW
bhaktiratna	M	bhaktiratna	1	MW
sūktiratna		sūktiratna	1	PWK
vṛttoktiratna		vṛttoktiratna	1	MW PWG PWK
śāntiratna		śāntiratna	1	MW PWG PWK
śāstrajaladhiratna	M	śāstrajaladhiratna	1	MW
vidhiratna		vidhiratna	1	MW PWK
vedāntaśāstrāmbudhiratna	M	vedāntaśāstrāmbudhiratna	1	MW
śuddhiratna	M	śuddhiratna	1	MW
hariratna	M	hariratna	1	MW
sauriratna		sauriratna	1	MW PWG PWK VCP
triratna		triratna	1	BHS BUR MW PWG PWK
mauliratna	M	mauliratna	1	MW
samauliratna	M	samauliratna	1	MW
raviratna		raviratna	1	MW PWG PWK VCP
mahiratna		mahiratna	1	GRA MW PWK
saṃgrahaṅīratna		sangrahanīratna	1	MW PWK
taruṅīratna		tarunīratna	1	MW PWK
nārīratna	M	nārīratna	1	MW
strīratna		strīratna	1	CAE CCS MW PWG PWK
keturatna		keturatna	1	MW PWG PWK VCP
induratna		induratna	1	MW PWG PWK VCP
dyuratna	M	dyuratna	1	MW PWK SCH
gururatna		gururatna	1	BHS MW PWG PWK VCP
sudhāṃśuratna	S	sudhānśuratna	1	MW PWG VCP
suratna		suratna	1	CAE CCS GRA MD MW PWG PWK
vasuratna	I	vasuratna	0	
bahuratna		bahuratna	1	AP MW PWK
rāhuratna		rāhuratna	1	MW PWG PWK VCP
bhūratna	M	bhūratna	1	MW
śiroratna	S	śiroratna	1	CAE CCS MW PWG
ahoratna		ahoratna	1	MW PWK
upaniṣadratna	G	upaniṣadratna	1	MW PWG PWK
sadratna		sadratna	1	CAE CCS MD MW PWG PWK
yoṣidratna	M	yoṣidratna	1	MW
pratna		pratna	1	AP BUR CAE CCS GRA MD MW PWG PWK VCP
purastātna	G	purastātna	1	PWG
rātna		rātna	1	MW PWK
parāritna		parāritna	1	MW PWG PWK
śvitna	G	śvitna	1	AP CAE GRA MW PWG PWK
syutna		syutna	1	MW PWG PWK
parutna	A	parutna	1	AP
nūtna		nūtna	1	AP CAE GRA MW PWG PWK
cyautna		cyautna	1	AP BUR CAE CCS GRA MD MW PWG PWK VCP
hautna		hautna	1	MW PWG PWK
parastāttna		parastāttna	1	PWG PWK
purastāttna		purastāttna	1	MD MW PWK
paruttna		paruttna	1	MW PWG PWK
mathna	G	mathna	1	GRA MW PWG
grathna		grathna	1	CAE MW PWG PWK VCP
karmāvaddna	M	karmāvaddna	0	
dadhna		dadhna	1	BUR MW PWG PWK VCP
badhna		badhna	1	PWK
pralambadhna	S	pralambadhna	0	
bradhna		bradhna	1	BUR CAE CCS GRA MD MW PWG PWK VCP
krauñcabradhna		krauncabradhna	1	MW PWG PWK
śatabradhna		śatabradhna	1	GRA MW PWG PWK
ahibradhna		ahibradhna	1	INM MW PWG PWK
ahirbradhna		ahirbradhna	1	INM PWG PWK
vradhna	R	vradhna	1	AP MW
vadhna		vadhna	1	INM MW PWG PWK
budhna		budhna	1	BUR CAE CCS GRA MD MW PWG PWK VCP
abudhna		abudhna	1	AP GRA MD MW PWG PWK VCP
jīrṅabudhna		jīrnabudhna	1	MW PWG PWK VCP
śītabudhna		śītabudhna	1	MW PWK
saptabudhna		saptabudhna	1	CAE GRA MW PWG PWK
aśvaśaphabudhna	M	aśvaśaphabudhna	1	MW PWK SCH
āstrabudhna		āstrabudhna	1	GRA MW PWG PWK VEI
candrabudhna		candrabudhna	1	AP GRA MW PWG PWK
ulūkhalabudhna	M	ulūkhalabudhna	1	MW
ūrdhvabudhna		ūrdhvabudhna	1	AP MW PWG PWK
aśvabudhna		aśvabudhna	1	AP GRA MW PWG PWK
uccābudhna		uccābudhna	1	GRA MW PWG PWK
mahābudhna		mahābudhna	1	AP MW PWG PWK
bhūmibudhna		bhūmibudhna	1	AP CAE MW PWK
uparibudhna		uparibudhna	1	AP GRA MW PWG PWK
giribudhna		giribudhna	1	MW PWG PWK
adribudhna		adribudhna	1	AP CAE CCS GRA MW PD PWG PWK VCP
pṛthubudhna		pṛthubudhna	1	CAE CCS GRA MW PWG PWK
ahirbudhna		ahirbudhna	1	PWG PWK
āhirbudhna		āhirbudhna	1	CCS MD PWG PWK
gṛdhna		gṛdhna	1	PWG PWK
abhigṛdhna		abhigṛdhna	1	AP MW PWG PWK
mithyābhigṛdhna	M	mithyābhigṛdhna	1	MW
vṛdhna	M	vṛdhna	1	MW
svarmodhna	G	svarmodhna	1	PWG
paṭṭikālodhna		paṭṭikālodhna	0	
paṭṭilodhna		paṭṭilodhna	0	
svārmaudhna		svārmaudhna	1	PWG PWK
anna		anna	1	PD
pīvoanna		pīvoanna	1	GRA MW PWG PWK
ānna		ānna	1	AP MW PWG PWK VCP
unna		unna	1	AP BUR MD MW PWG PWK VCP
kanna		kanna	1	BUR MW PWG PWK VCP
pariskanna		pariskanna	1	CAE MW PWG PWK
pariṣkanna		pariṣkanna	1	AP MW VCP
viskanna	M	viskanna	1	MW
skanna		skanna	1	AP BUR MD MW PWG PWK VCP
askanna		askanna	1	AP CAE CCS MD MW PWG PWK VCP
upaskanna	A	upaskanna	1	AP
praskanna	S	praskanna	1	AP MW
avaskanna	A	avaskanna	1	AP MW
samāskanna	M	samāskanna	1	MW
channa		channa	1	AP BUR CAE CCS MD MW PWG PWK VCP
unmattaveśaprachanna	N	unmattaveśaprachanna	1	INM
parichanna	B	parichanna	1	BUR
ācchanna	S	ācchanna	1	AP CAE MD MW VCP
ucchanna	S	ucchanna	1	AP MW PWG VCP
rāgacchanna		rāgacchanna	1	MW PWG PWK
upacchanna	R	upacchanna	1	AP CAE MW
hemacchanna	M	hemacchanna	1	AP MW
bhasmacchanna	M	bhasmacchanna	1	MW
vastracchanna	M	vastracchanna	1	MW
pracchanna		pracchanna	1	AP CAE CCS MW PWG PWK VCP
apracchanna	M	apracchanna	1	MW
āpracchanna	S	āpracchanna	1	AP VCP
vipracchanna	R	vipracchanna	1	MW
supracchanna		supracchanna	1	CAE MW PWG PWK
saṃpracchanna	H	sanpracchanna	1	BHS
avacchanna	M	avacchanna	1	CAE MW
samavacchanna	M	samavacchanna	1	MW
