key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml	in_master
cIvariRI	ci1varin2i1	cīvariṇī	cīvarinī	pw-comparison	13371	184-1	SCH-pw-comparison_319_cases.xml	0
copawa	copat2a	copaṭa	copaṭa	pw-comparison	13466	185-3	SCH-pw-comparison_319_cases.xml	0
CAyApaTa	cha1ya1patha	chāyāpatha	chāyāpatha	pw-comparison	13556	187-1	SCH-pw-comparison_319_cases.xml	1
jagDa	jagdha4	jagdha	jagdha	pw-comparison	13600	188-1	SCH-pw-comparison_319_cases.xml	1
jaGanePala	jaghanephala	jaghanephala	jaghanephala	pw-comparison	13605	188-1	SCH-pw-comparison_319_cases.xml	0
janyu	janyu	janyu	janyu	pw-comparison	13693	189-1	SCH-pw-comparison_319_cases.xml	1
jalakarin	jalakarin	jalakarin	jalakarin	pw-comparison	13745	189-3	SCH-pw-comparison_319_cases.xml	0
jANgalIvid	ja1n3gali1vid	jāṅgalīvid	jāngalīvid	pw-comparison	13825	190-3	SCH-pw-comparison_319_cases.xml	0
jAtavidyA	ja1tavidya14	jātavidyā	jātavidyā	pw-comparison	13839	191-1	SCH-pw-comparison_319_cases.xml	1
jihmyamAna	jihmyama1na	jihmyamāna	jihmyamāna	pw-comparison	13918	192-1	SCH-pw-comparison_319_cases.xml	0
JarI	jhari1	jharī	jharī	pw-comparison	14080	194a-2	SCH-pw-comparison_319_cases.xml	1
JAmara	jha1mara	jhāmara	jhāmara	pw-comparison	14098	194a-3	SCH-pw-comparison_319_cases.xml	1
qolA	d2ola1	ḍolā	ḍolā	pw-comparison	14154	195-3	SCH-pw-comparison_319_cases.xml	1
Qolla	d2holla	ḍholla	ḍholla	pw-comparison	14161	195-3	SCH-pw-comparison_319_cases.xml	1
taNkaka	tan3kaka	taṅkaka	tankaka	pw-comparison	14174	196-1	SCH-pw-comparison_319_cases.xml	0
taNkita	tan3kita	taṅkita	tankita	pw-comparison	14175	196-1	SCH-pw-comparison_319_cases.xml	0
taqattaqiti	tad2attad2(iti)	taḍattaḍiti	taḍattaḍiti	pw-comparison	14195	196-1	SCH-pw-comparison_319_cases.xml	0
tanUkft	tanu1kr2t	tanūkṛt	tanūkṛt	pw-comparison	14275	197-2	SCH-pw-comparison_319_cases.xml	1
tamAlapattra	tama1lapattra	tamālapattra	tamālapattra	pw-comparison	14331	198-1	SCH-pw-comparison_319_cases.xml	1
talodarI	talodari1	talodarī	talodarī	pw-comparison	14412	199-1	SCH-pw-comparison_319_cases.xml	1
tavasvant	ta4vasvant	tavasvant	tavasvant	pw-comparison	14420	199-2	SCH-pw-comparison_319_cases.xml	1
tAqinI	ta1d2ini1	tāḍinī	tāḍinī	pw-comparison	14433	199-2	SCH-pw-comparison_319_cases.xml	0
tARqavika	ta1n2d2avika	tāṇḍavika	tānḍavika	pw-comparison	14439	199-3	SCH-pw-comparison_319_cases.xml	1
tAna	ta1na	tāna	tāna	pw-comparison	14449	199-3	SCH-pw-comparison_319_cases.xml	1
tApin	ta1pin	tāpin	tāpin	pw-comparison	14459	199-3	SCH-pw-comparison_319_cases.xml	1
tAmalipti	Ta1malipti	tāmalipti	tāmalipti	pw-comparison	14467	200-1	SCH-pw-comparison_319_cases.xml	0
tArakarAja	ta1rakara1ja	tārakarāja	tārakarāja	pw-comparison	14489	200-2	SCH-pw-comparison_319_cases.xml	0
tAlin	ta1lin	tālin	tālin	pw-comparison	14531	200-3	SCH-pw-comparison_319_cases.xml	1
tAlu	ta13lu	tālu	tālu	pw-comparison	14532	200-3	SCH-pw-comparison_319_cases.xml	1
tigmagu	tigmagu	tigmagu	tigmagu	pw-comparison	14537	201-1	SCH-pw-comparison_319_cases.xml	1
tilapiSla	tilapis4la	tilapiśla	tilapiśla	pw-comparison	14609	201-3	SCH-pw-comparison_319_cases.xml	0
tundaparimfja	tundaparimr2ja	tundaparimṛja	tundaparimṛja	pw-comparison	14655	202-2	SCH-pw-comparison_319_cases.xml	1
tftIyAprakfti	tr2ti1ya1prakr2ti	tṛtīyāprakṛti	tṛtīyāprakṛti	pw-comparison	14774	203-3	SCH-pw-comparison_319_cases.xml	1
trivizwiDatu	trivis2t2idhatu	triviṣṭidhatu	triviṣṭidhatu	pw-comparison	14956	206-1	SCH-pw-comparison_319_cases.xml	0
triSara	tris4ara	triśara	triśara	pw-comparison	14966	206-2	SCH-pw-comparison_319_cases.xml	0
trEvikrama	traivikrama	traivikrama	traivikrama	pw-comparison	14997	206-3	SCH-pw-comparison_319_cases.xml	1
tvatka	tvatka	tvatka	tvatka	pw-comparison	15017	207-2	SCH-pw-comparison_319_cases.xml	1
daRqaka	dan2d2aka	daṇḍaka	danḍaka	pw-comparison	15076	208-1	SCH-pw-comparison_319_cases.xml	1
daRqavat	dan2d2avat	daṇḍavat	danḍavat	pw-comparison	15092	208-1	SCH-pw-comparison_319_cases.xml	1
dadruRa	dadrun2a	dadruṇa	dadruna	pw-comparison	15106	208-2	SCH-pw-comparison_319_cases.xml	1
dARqAjinaka	da1n2d2a1jinaka	dāṇḍājinaka	dānḍājinaka	pw-comparison	15261	210-3	SCH-pw-comparison_319_cases.xml	0
dAti	da1ti	dāti	dāti	pw-comparison	15264	210-3	SCH-pw-comparison_319_cases.xml	1
dAya	da1ya	dāya	dāya	pw-comparison	15295	211-1	SCH-pw-comparison_319_cases.xml	1
duHpravftti	duh2pravr2tti	duḥpravṛtti	duḥpravṛtti	pw-comparison	15446	213-1	SCH-pw-comparison_319_cases.xml	0
durjanIkf	durjani1kr2	durjanīkṛ	durjanīkṛ	pw-comparison	15505	213-3	SCH-pw-comparison_319_cases.xml	1
durvacana	durvacana	durvacana	durvacana	pw-comparison	15539	214-2	SCH-pw-comparison_319_cases.xml	1
dora	dora	dora	dora	pw-comparison	15737	217-1	SCH-pw-comparison_319_cases.xml	0
DUlIkadambAyate	dhu1li1kadamba1y(ate)	dhūlīkadambāyate	dhūlīkadambāyate	pw-comparison	16212	224-1	SCH-pw-comparison_319_cases.xml	0
Doritika	dhoritika	dhoritika	dhoritika	pw-comparison	16233	224-2	SCH-pw-comparison_319_cases.xml	0
DOreya	dhaureya	dhaureya	dhaureya	pw-comparison	16236	224-2	SCH-pw-comparison_319_cases.xml	1
nAmagrAham	na1magra1ham	nāmagrāham	nāmagrāham	pw-comparison	16630	230-1	SCH-pw-comparison_319_cases.xml	1
nAsIra	na1si1ra	nāsīra	nāsīra	pw-comparison	16682	230-3	SCH-pw-comparison_319_cases.xml	1
nikuYcana	nikun5cana	nikuñcana	nikuncana	pw-comparison	16698	231-1	SCH-pw-comparison_319_cases.xml	1
nibirISa	nibiri1s4a	nibirīśa	nibirīśa	pw-comparison	16798	232-2	SCH-pw-comparison_319_cases.xml	0
nirUpa	niru1pa	nirūpa	nirūpa	pw-comparison	16881	233-2	SCH-pw-comparison_319_cases.xml	1
nirlvayinI	nirlvayini1	nirlvayinī	nirlvayinī	pw-comparison	16982	234-3	SCH-pw-comparison_319_cases.xml	0
netratriBAga	netratribha1ga	netratribhāga	netratribhāga	pw-comparison	17315	239-1	SCH-pw-comparison_319_cases.xml	0
paNkay	pan3kay	paṅkay	pankay	pw-comparison	17465	241-1	SCH-pw-comparison_319_cases.xml	1
pattrAvalI	pattra1vali1	pattrāvalī	pattrāvalī	pw-comparison	17674	244-1	SCH-pw-comparison_319_cases.xml	1
padyAbanDa	padya1bandha	padyābandha	padyābandha	pw-comparison	17744	245-1	SCH-pw-comparison_319_cases.xml	0
parANganA	para1n3gana1	parāṅganā	parānganā	pw-comparison	17848	246-3	SCH-pw-comparison_319_cases.xml	1
pariDUsaratA	paridhu1sarata1	paridhūsaratā	paridhūsaratā	pw-comparison	17923	247-3	SCH-pw-comparison_319_cases.xml	0
pARqyakavAwaka	Pa1n2d2yakava1t2aka	pāṇḍyakavāṭaka	pānḍyakavāṭaka	pw-comparison	18286	252-3	SCH-pw-comparison_319_cases.xml	0
pArikarmika	pa1rikarmika	pārikarmika	pārikarmika	pw-comparison	18385	254-1	SCH-pw-comparison_319_cases.xml	1
pikapriya	pikapriya	pikapriya	pikapriya	pw-comparison	18456	255-1	SCH-pw-comparison_319_cases.xml	0
piYjUza	pin5ju1s2a	piñjūṣa	pinjūṣa	pw-comparison	18482	255-2	SCH-pw-comparison_319_cases.xml	1
piRqay	[pin2d2ay]	piṇḍay	pinḍay	pw-comparison	18494	255-2	SCH-pw-comparison_319_cases.xml	1
piRqAraka	pin2d2a1raka	piṇḍāraka	pinḍāraka	pw-comparison	18500	255-2	SCH-pw-comparison_319_cases.xml	1
piRqIra	pin2d2i1ra	piṇḍīra	pinḍīra	pw-comparison	18509	255-3	SCH-pw-comparison_319_cases.xml	1
pitu	pitu4	pitu	pitu	pw-comparison	18519	255-3	SCH-pw-comparison_319_cases.xml	1
pipAsAvant	pipa1sa1vant	pipāsāvant	pipāsāvant	pw-comparison	18539	256-1	SCH-pw-comparison_319_cases.xml	1
pIta	pi1ta	pīta	pīta	pw-comparison	18582	256-3	SCH-pw-comparison_319_cases.xml	1
pItapAda	pi1tapa1da	pītapāda	pītapāda	pw-comparison	18585	256-3	SCH-pw-comparison_319_cases.xml	0
puzpacCidra	pus2pacchidra	puṣpacchidra	puṣpacchidra	pw-comparison	18772	259-2	SCH-pw-comparison_319_cases.xml	0
puzpabawu	pus2pabat2u	puṣpabaṭu	puṣpabaṭu	pw-comparison	18779	259-2	SCH-pw-comparison_319_cases.xml	0
puzparasa	pus2parasa	puṣparasa	puṣparasa	pw-comparison	18784	259-2	SCH-pw-comparison_319_cases.xml	1
pUgatiTi	pu1gatithi	pūgatithi	pūgatithi	pw-comparison	18811	259-3	SCH-pw-comparison_319_cases.xml	0
pfzwimAMsAdana	pr2s2t2ima1msa1dana	pṛṣṭimāṃsādana	pṛṣṭimānsādana	pw-comparison	18913	261-1	SCH-pw-comparison_319_cases.xml	0
prakzepaRI	praks2epan2i1	prakṣepaṇī	prakṣepanī	pw-comparison	19030	262-3	SCH-pw-comparison_319_cases.xml	0
preza	pres2a	preṣa	preṣa	pw-comparison	19864	274-1	SCH-pw-comparison_319_cases.xml	1
Pulla	phulla	phulla	phulla	pw-comparison	19950	275-2	SCH-pw-comparison_319_cases.xml	1
baWarayati	bat2haray(ati)	baṭharayati	baṭharayati	pw-comparison	19980	275-3	SCH-pw-comparison_319_cases.xml	0
bappIha	bappi1ha	bappīha	bappīha	pw-comparison	20027	276-2	SCH-pw-comparison_319_cases.xml	0
barkara	barkara	barkara	barkara	pw-comparison	20041	276-2	SCH-pw-comparison_319_cases.xml	1
bahitra	bahitra	bahitra	bahitra	pw-comparison	20098	277-2	SCH-pw-comparison_319_cases.xml	0
bisara	bisara	bisara	bisara	pw-comparison	20265	279-2	SCH-pw-comparison_319_cases.xml	0
bfhannaqA	Br2hannad2a1	bṛhannaḍā	bṛhannaḍā	pw-comparison	20317	280-2	SCH-pw-comparison_319_cases.xml	0
bruq	brud2	bruḍ	bruḍ	pw-comparison	20380	281-3	SCH-pw-comparison_319_cases.xml	1
Basmamay	bhasmamay	bhasmamay	bhasmamay	pw-comparison	20513	283-1	SCH-pw-comparison_319_cases.xml	0
BuliNga	bhulin3ga	bhuliṅga	bhulinga	pw-comparison	20676	285-2	SCH-pw-comparison_319_cases.xml	0
BUmiruha	bhu1miruha	bhūmiruha	bhūmiruha	pw-comparison	20723	286-1	SCH-pw-comparison_319_cases.xml	1
Bramara	bhramara	bhramara	bhramara	pw-comparison	20811	287-2	SCH-pw-comparison_319_cases.xml	1
BrAjizRutva	bhra1jis2n2utva	bhrājiṣṇutva	bhrājiṣnutva	pw-comparison	20821	287-3	SCH-pw-comparison_319_cases.xml	0
maYjikA	man5jika1	mañjikā	manjikā	pw-comparison	20889	288-2	SCH-pw-comparison_319_cases.xml	1
maRIcaka	man2i1caka	maṇīcaka	manīcaka	pw-comparison	20932	289-1	SCH-pw-comparison_319_cases.xml	1
madanapawwikA	madanapat2t2ika1	madanapaṭṭikā	madanapaṭṭikā	pw-comparison	21008	290-1	SCH-pw-comparison_319_cases.xml	1
maDukroqa	madhukrod2a	madhukroḍa	madhukroḍa	pw-comparison	21063	291-1	SCH-pw-comparison_319_cases.xml	1
mandavisarpiRI	mandavisarpin2i1	mandavisarpiṇī	mandavisarpinī	pw-comparison	21209	293-1	SCH-pw-comparison_319_cases.xml	1
malamAsa	malama1sa	malamāsa	malamāsa	pw-comparison	21309	294-2	SCH-pw-comparison_319_cases.xml	1
mahiza	mahis2a4	mahiṣa	mahiṣa	pw-comparison	21442	296-1	SCH-pw-comparison_319_cases.xml	1
mAQI	ma1d2hi1	māḍhī	māḍhī	pw-comparison	21484	296-3	SCH-pw-comparison_319_cases.xml	1
mAtfzvasreyI	ma1tr2s2vasreyi1	mātṛṣvasreyī	mātṛṣvasreyī	pw-comparison	21510	297-1	SCH-pw-comparison_319_cases.xml	0
mArdaNgI	ma1rdan3gi1	mārdaṅgī	mārdangī	pw-comparison	21614	298-2	SCH-pw-comparison_319_cases.xml	0
mAsopavAsin	ma1sopava1sin	māsopavāsin	māsopavāsin	pw-comparison	21643	298-3	SCH-pw-comparison_319_cases.xml	1
mitramahas	mitra4mahas	mitramahas	mitramahas	pw-comparison	21668	299-1	SCH-pw-comparison_319_cases.xml	1
muKa	mukha	mukha	mukha	pw-comparison	21755	300-2	SCH-pw-comparison_319_cases.xml	1
murajetar	Murajetar	murajetar	murajetar	pw-comparison	21839	301-3	SCH-pw-comparison_319_cases.xml	0
mfgabanDanI	mr2gabandhani1	mṛgabandhanī	mṛgabandhanī	pw-comparison	21909	302-3	SCH-pw-comparison_319_cases.xml	1
mfgavyA	mr2gavya1	mṛgavyā	mṛgavyā	pw-comparison	21914	302-3	SCH-pw-comparison_319_cases.xml	1
meGarAva	meghara1va	megharāva	megharāva	pw-comparison	21973	303-2	SCH-pw-comparison_319_cases.xml	1
moca	moca	moca	moca	pw-comparison	22029	304-2	SCH-pw-comparison_319_cases.xml	1
yamasvasar	Yamasvasar	yamasvasar	yamasvasar	pw-comparison	22176	306-2	SCH-pw-comparison_319_cases.xml	1
yaSaHpawaha	yas4ah2pat2aha	yaśaḥpaṭaha	yaśaḥpaṭaha	pw-comparison	22185	306-2	SCH-pw-comparison_319_cases.xml	0
ratagfha	ratagr2ha	ratagṛha	ratagṛha	pw-comparison	22407	309-2	SCH-pw-comparison_319_cases.xml	1
rasAyus	rasa1yus	rasāyus	rasāyus	pw-comparison	22546	311-1	SCH-pw-comparison_319_cases.xml	0
rADA	ra1dha1	rādhā	rādhā	pw-comparison	22629	312-2	SCH-pw-comparison_319_cases.xml	1
romanTay	romanthay	romanthay	romanthay	pw-comparison	22753	314-2	SCH-pw-comparison_319_cases.xml	0
latAlaya	lata1laya	latālaya	latālaya	pw-comparison	22838	315-2	SCH-pw-comparison_319_cases.xml	1
layana	layana	layana	layana	pw-comparison	22860	315-3	SCH-pw-comparison_319_cases.xml	1
lavali	lavali	lavali	lavali	pw-comparison	22881	316-1	SCH-pw-comparison_319_cases.xml	1
lavalI	lavali1	lavalī	lavalī	pw-comparison	22882	316-1	SCH-pw-comparison_319_cases.xml	1
las	las	las	las	pw-comparison	22883	316-1	SCH-pw-comparison_319_cases.xml	1
lohitaka	lohitaka	lohitaka	lohitaka	pw-comparison	23038	318-3	SCH-pw-comparison_319_cases.xml	1
vanapriyA	vanapriya1	vanapriyā	vanapriyā	pw-comparison	23163	320-1	SCH-pw-comparison_319_cases.xml	0
vandana	vandana	vandana	vandana	pw-comparison	23179	320-2	SCH-pw-comparison_319_cases.xml	1
vanyA	vanya1	vanyā	vanyā	pw-comparison	23184	320-2	SCH-pw-comparison_319_cases.xml	1
varaRqaka	varan2d2aka	varaṇḍaka	varanḍaka	pw-comparison	23211	321-1	SCH-pw-comparison_319_cases.xml	1
varkaraka	varkaraka	varkaraka	varkaraka	pw-comparison	23244	321-2	SCH-pw-comparison_319_cases.xml	0
vaz	vas2	vaṣ	vaṣ	pw-comparison	23357	323-1	SCH-pw-comparison_319_cases.xml	1
vasantaGoza	vasantaghos2a	vasantaghoṣa	vasantaghoṣa	pw-comparison	23363	323-1	SCH-pw-comparison_319_cases.xml	1
vah	vah	vah	vah	pw-comparison	23396	323-3	SCH-pw-comparison_319_cases.xml	1
vAraRabUsA	va1ran2abu1sa1	vāraṇabūsā	vāranabūsā	pw-comparison	23525	325-2	SCH-pw-comparison_319_cases.xml	0
vArttAka	va1rtta1ka	vārttāka	vārttāka	pw-comparison	23571	326-1	SCH-pw-comparison_319_cases.xml	1
vAleyaka	va1leyaka	vāleyaka	vāleyaka	pw-comparison	23595	326-2	SCH-pw-comparison_319_cases.xml	0
vikfti	vikr2ti	vikṛti	vikṛti	pw-comparison	23662	327-1	SCH-pw-comparison_319_cases.xml	1
viGasa	vighasa	vighasa	vighasa	pw-comparison	23696	327-3	SCH-pw-comparison_319_cases.xml	1
vireya	vireya	vireya	vireya	pw-comparison	24069	332-2	SCH-pw-comparison_319_cases.xml	0
viSAKikA	vis4a1khika1	viśākhikā	viśākhikā	pw-comparison	24139	333-2	SCH-pw-comparison_319_cases.xml	0
viSruta	Vis4ruta	viśruta	viśruta	pw-comparison	24168	333-3	SCH-pw-comparison_319_cases.xml	0
vfzya	vr2s2ya	vṛṣya	vṛṣya	pw-comparison	24404	336-3	SCH-pw-comparison_319_cases.xml	1
vEtaRqika	vaitan2d2ika	vaitaṇḍika	vaitanḍika	pw-comparison	24486	337-3	SCH-pw-comparison_319_cases.xml	1
vEyyAvftyakara	vaiyya1vr2tyakara	vaiyyāvṛtyakara	vaiyyāvṛtyakara	pw-comparison	24514	338-1	SCH-pw-comparison_319_cases.xml	0
vEvaDika	vaivadhika	vaivadhika	vaivadhika	pw-comparison	24525	338-1	SCH-pw-comparison_319_cases.xml	1
vyADAma	vya1dha1ma	vyādhāma	vyādhāma	pw-comparison	24616	339-2	SCH-pw-comparison_319_cases.xml	1
Sakawi	s4akat2i	śakaṭi	śakaṭi	pw-comparison	24687	340-3	SCH-pw-comparison_319_cases.xml	0
SaNk	s4an3k	śaṅk	śank	pw-comparison	24718	340-3	SCH-pw-comparison_319_cases.xml	0
SamanasTala	s4amanasthala	śamanasthala	śamanasthala	pw-comparison	24812	342-1	SCH-pw-comparison_319_cases.xml	0
SalmalI	s4almali1	śalmalī	śalmalī	pw-comparison	24873	342-3	SCH-pw-comparison_319_cases.xml	0
SAlAvfka	s4a1la1vr2ka	śālāvṛka	śālāvṛka	pw-comparison	24974	344-1	SCH-pw-comparison_319_cases.xml	0
SUr	s4u1r	śūr	śūr	pw-comparison	25212	347-1	SCH-pw-comparison_319_cases.xml	0
SUrin	s4u1rin	śūrin	śūrin	pw-comparison	25217	347-1	SCH-pw-comparison_319_cases.xml	0
SfNgAwaka	s4r2n3ga1t2aka	śṛṅgāṭaka	śṛngāṭaka	pw-comparison	25231	347-1	SCH-pw-comparison_319_cases.xml	0
Sebala	s4ebala	śebala	śebala	pw-comparison	25254	347-2	SCH-pw-comparison_319_cases.xml	0
SyAmA	s4ya1ma1	śyāmā	śyāmā	pw-comparison	25313	348-1	SCH-pw-comparison_319_cases.xml	0
SreRIBU	s4ren2i1bhu1	śreṇībhū	śrenībhū	pw-comparison	25396	349-1	SCH-pw-comparison_319_cases.xml	0
saMsTa	sam2stha	saṃstha	sanstha	pw-comparison	25543	351-1	SCH-pw-comparison_319_cases.xml	1
saMGatiTi	sam2ghatithi	saṃghatithi	sanghatithi	pw-comparison	25646	352-2	SCH-pw-comparison_319_cases.xml	0
saMdehaDft	sam2dehadhr2t	saṃdehadhṛt	sandehadhṛt	pw-comparison	25798	354-2	SCH-pw-comparison_319_cases.xml	0
saprastAra	saprasta1ra	saprastāra	saprastāra	pw-comparison	25871	355-2	SCH-pw-comparison_319_cases.xml	1
saraRqa	saran2d2a	saraṇḍa	saranḍa	pw-comparison	26156	359-2	SCH-pw-comparison_319_cases.xml	1
sarIsfpa	sari1sr2pa	sarīsṛpa	sarīsṛpa	pw-comparison	26187	359-3	SCH-pw-comparison_319_cases.xml	1
sugrIzma	sugri1s2ma	sugrīṣma	sugrīṣma	pw-comparison	26653	366-1	SCH-pw-comparison_319_cases.xml	1
sunAsIra	suna1si1ra	sunāsīra	sunāsīra	pw-comparison	26705	366-3	SCH-pw-comparison_319_cases.xml	1
sUtrapAta	su1trapa1ta	sūtrapāta	sūtrapāta	pw-comparison	26901	369-1	SCH-pw-comparison_319_cases.xml	1
stamba	stamba	stamba	stamba	pw-comparison	27065	371-1	SCH-pw-comparison_319_cases.xml	1
hakkA	hakka1	hakkā	hakkā	pw-comparison	27392	375-3	SCH-pw-comparison_319_cases.xml	1
harzalIlaka	hars2ali1laka	harṣalīlaka	harṣalīlaka	pw-comparison	27483	376-3	SCH-pw-comparison_319_cases.xml	0
hudukA	huduka1	hudukā	hudukā	pw-comparison	27610	378-2	SCH-pw-comparison_319_cases.xml	0
anDaMkaraRa	andham2karan2a	andhaṃkaraṇa	andhankarana	pw-comparison	27838	383-2	SCH-pw-comparison_319_cases.xml	1
Akzepa	a1ks2epa	ākṣepa	ākṣepa	pw-comparison	28089	386-3	SCH-pw-comparison_319_cases.xml	1
AtmasaMpanna	a1tmasam2panna	ātmasaṃpanna	ātmasampanna	pw-comparison	28106	387-1	SCH-pw-comparison_319_cases.xml	1
Avis	a1vis	āvis	āvis	pw-comparison	28168	388-1	SCH-pw-comparison_319_cases.xml	1
AhicCatraka	A1hicchatraka	āhicchatraka	āhicchatraka	pw-comparison	28195	388-2	SCH-pw-comparison_319_cases.xml	0
kambikA	kambika1	kambikā	kambikā	pw-comparison	28394	391-1	SCH-pw-comparison_319_cases.xml	0
kAMsyakAraka	ka1m2syaka1raka	kāṃsyakāraka	kānsyakāraka	pw-comparison	28441	391-3	SCH-pw-comparison_319_cases.xml	0
kuRa	kun2a	kuṇa	kuna	pw-comparison	28518	392-3	SCH-pw-comparison_319_cases.xml	1
Garawwa	gharat2t2a	gharaṭṭa	gharaṭṭa	pw-comparison	28657	394-3	SCH-pw-comparison_319_cases.xml	1
jAyu	ja1yu	jāyu	jāyu	pw-comparison	28717	395-2	SCH-pw-comparison_319_cases.xml	1
joza	jos2a	joṣa	joṣa	pw-comparison	28720	395-2	SCH-pw-comparison_319_cases.xml	1
tAlApacAra	ta1la1paca1ra	tālāpacāra	tālāpacāra	pw-comparison	28735	395-3	SCH-pw-comparison_319_cases.xml	0
agra	agra	agra	agra	zu-betonen	488	007-3	SCH-zu betonen-83_cases.xml	1
acittapAjas	a4cittapa1jas	acittapājas	acittapājas	zu-betonen	711	010-3	SCH-zu betonen-83_cases.xml	1
atIreka	ati1reka4	atīreka	atīreka	zu-betonen	1403	019-3	SCH-zu betonen-83_cases.xml	1
adAByatva	ada1bhyatva4	adābhyatva	adābhyatva	zu-betonen	1532	021-2	SCH-zu betonen-83_cases.xml	1
adAhuka	a4da1huka	adāhuka	adāhuka	zu-betonen	1540	021-3	SCH-zu betonen-83_cases.xml	1
aDarasapatna	a4dharasapatna	adharasapatna	adharasapatna	zu-betonen	1656	023-1	SCH-zu betonen-83_cases.xml	1
aDastAnnABi	adhasta1nna1bhi4	adhastānnābhi	adhastānnābhi	zu-betonen	1681	023-2	SCH-zu betonen-83_cases.xml	1
aDidEvatya	a4dhidaivatya	adhidaivatya	adhidaivatya	zu-betonen	1742	024-2	SCH-zu betonen-83_cases.xml	1
aDipativatI	a4dhipativati1	adhipativatī	adhipativatī	zu-betonen	1752	024-2	SCH-zu betonen-83_cases.xml	1
aDivAda	adhiva1da4	adhivāda	adhivāda	zu-betonen	1785	024-3	SCH-zu betonen-83_cases.xml	1
aDopahAsa	adho4paha1sa	adhopahāsa	adhopahāsa	zu-betonen	1845	025-2	SCH-zu betonen-83_cases.xml	1
anatineda	a4natineda	anatineda	anatineda	zu-betonen	1974	027-1	SCH-zu betonen-83_cases.xml	1
ananuKyAti	a4nanukhya1ti	ananukhyāti	ananukhyāti	zu-betonen	2015	027-3	SCH-zu betonen-83_cases.xml	1
anupahUyamAna	a4nupahu1yama1na	anupahūyamāna	anupahūyamāna	zu-betonen	2751	038-1	SCH-zu betonen-83_cases.xml	1
anUhya	anu1hya	anūhya	anūhya	zu-betonen	2939	040-2	SCH-zu betonen-83_cases.xml	1
anfcam	anr2ca4m	anṛcam	anṛcam	zu-betonen	2941	040-2	SCH-zu betonen-83_cases.xml	1
anftapaSu	anr2tapas4u4	anṛtapaśu	anṛtapaśu	zu-betonen	2948	040-3	SCH-zu betonen-83_cases.xml	0
antarAtmaka	antara14tmaka	antarātmaka	antarātmaka	zu-betonen	3034	041-3	SCH-zu betonen-83_cases.xml	1
annapatya	a4nnapatya	annapatya	annapatya	zu-betonen	3146	043-2	SCH-zu betonen-83_cases.xml	1
annAvfD	anna14vr2dh	annāvṛdh	annāvṛdh	zu-betonen	3159	043-2	SCH-zu betonen-83_cases.xml	1
anyodarya	anyo4darya	anyodarya	anyodarya	zu-betonen	3205	044-1	SCH-zu betonen-83_cases.xml	1
apakrAnti	a4pakra1nti	apakrānti	apakrānti	zu-betonen	3243	044-3	SCH-zu betonen-83_cases.xml	1
apataram	apatara4m	apataram	apataram	zu-betonen	3282	045-1	SCH-zu betonen-83_cases.xml	1
aparoDuka	aparo4dhuka	aparodhuka	aparodhuka	zu-betonen	3460	047-3	SCH-zu betonen-83_cases.xml	1
apratizikta	a4pratis2ikta	apratiṣikta	apratiṣikta	zu-betonen	3770	051-3	SCH-zu betonen-83_cases.xml	1
apratizWAyuka	a4pratis2tha1yuka	apratiṣṭhāyuka	apratiṣṭhāyuka	zu-betonen	3775	052-1	SCH-zu betonen-83_cases.xml	1
aprahAvarI	a4praha1vari1	aprahāvarī	aprahāvarī	zu-betonen	3851	053-1	SCH-zu betonen-83_cases.xml	1
apsavyA	apsavya13	apsavyā	apsavyā	zu-betonen	3884	053-3	SCH-zu betonen-83_cases.xml	0
aBikrAnti	abhi4kra1nti	abhikrānti	abhikrānti	zu-betonen	4008	055-2	SCH-zu betonen-83_cases.xml	1
aBigrahItar	abhigrahi1ta4r	abhigrahītar	abhigrahītar	zu-betonen	4016	055-2	SCH-zu betonen-83_cases.xml	1
aBitaram	abhitara4m	abhitaram	abhitaram	zu-betonen	4032	055-3	SCH-zu betonen-83_cases.xml	1
aBimA	abhima14	abhimā	abhimā	zu-betonen	4128	057-1	SCH-zu betonen-83_cases.xml	1
aBirodDAr	abhiroddha1r	abhiroddhār	abhiroddhār	zu-betonen	4156	057-2	SCH-zu betonen-83_cases.xml	0
aBizvaNgin	abhi4s2van3gin	abhiṣvaṅgin	abhiṣvangin	zu-betonen	4203	057-3	SCH-zu betonen-83_cases.xml	1
aByArohuka	abhya1ro4huka	abhyārohuka	abhyārohuka	zu-betonen	4289	059-1	SCH-zu betonen-83_cases.xml	1
amajjaka	ama4jjaka	amajjaka	amajjaka	zu-betonen	4344	059-3	SCH-zu betonen-83_cases.xml	1
amanIBAva	amani14bha1va	amanībhāva	amanībhāva	zu-betonen	4362	059-3	SCH-zu betonen-83_cases.xml	1
amantar	amanta4r	amantar	amantar	zu-betonen	4366	060-1	SCH-zu betonen-83_cases.xml	1
amftpAtrapa	a4mr2tpa1trapa	amṛtpātrapa	amṛtpātrapa	zu-betonen	4513	061-3	SCH-zu betonen-83_cases.xml	1
arasayitAr	arasayita1r	arasayitār	arasayitār	zu-betonen	4747	064-3	SCH-zu betonen-83_cases.xml	0
aruRapsu	arun2a4psu	aruṇapsu	arunapsu	zu-betonen	4795	065-2	SCH-zu betonen-83_cases.xml	1
alUkza	a4lu1ks2a	alūkṣa	alūkṣa	zu-betonen	5133	070-1	SCH-zu betonen-83_cases.xml	1
