key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml	in_master
DAnurDarya	dha1nurdharya	dhānurdharya	dhānurdharya	grade	16119	222-3	SCH-grade-12427_cases.xml	0
DAnuza	dha1nus2a	dhānuṣa	dhānuṣa	grade	16121	222-3	SCH-grade-12427_cases.xml	0
DAnyAka	dha1nya1ka	dhānyāka	dhānyāka	grade	16129	223-1	SCH-grade-12427_cases.xml	1
DAmaka	dha1maka	dhāmaka	dhāmaka	grade	16130	223-1	SCH-grade-12427_cases.xml	1
DAmyati	dha1myati	dhāmyati	dhāmyati	grade	16134	223-1	SCH-grade-12427_cases.xml	0
DAraka	dha1raka	dhāraka	dhāraka	grade	16137	223-1	SCH-grade-12427_cases.xml	1
DAraRA	dha1ran2a1	dhāraṇā	dhāranā	grade	16138	223-1	SCH-grade-12427_cases.xml	1
DAraRika	dha1ran2ika	dhāraṇika	dhāranika	grade	16139	223-1	SCH-grade-12427_cases.xml	0
DArayizRu	dha1rayis2n2u	dhārayiṣṇu	dhārayiṣnu	grade	16141	223-1	SCH-grade-12427_cases.xml	1
DArA	Dha1ra1	dhārā	dhārā	grade	16143	223-1	SCH-grade-12427_cases.xml	1
DArAgfha	dha1ra1gr2ha	dhārāgṛha	dhārāgṛha	grade	16144	223-1	SCH-grade-12427_cases.xml	1
DArAjala	dha1ra1jala	dhārājala	dhārājala	grade	16145	223-1	SCH-grade-12427_cases.xml	1
DArAvant	dha1ra1vant	dhārāvant	dhārāvant	grade	16148	223-2	SCH-grade-12427_cases.xml	1
DArAvAhikA	dha1ra1va1hika1	dhārāvāhikā	dhārāvāhikā	grade	16149	223-2	SCH-grade-12427_cases.xml	0
DArAvAhin	dha1ra1va1hin	dhārāvāhin	dhārāvāhin	grade	16150	223-2	SCH-grade-12427_cases.xml	0
DArAsadana	dha1ra1sadana	dhārāsadana	dhārāsadana	grade	16151	223-2	SCH-grade-12427_cases.xml	0
DArzwya	dha1rs2t2ya	dhārṣṭya	dhārṣṭya	grade	16155	223-2	SCH-grade-12427_cases.xml	1
DAva	dha1va	dhāva	dhāva	grade	16156	223-2	SCH-grade-12427_cases.xml	1
DAvani	dha1vani	dhāvani	dhāvani	grade	16158	223-2	SCH-grade-12427_cases.xml	1
Direya	dhireya	dhireya	dhireya	grade	16160	223-2	SCH-grade-12427_cases.xml	0
DizaRa	Dhis2an2a	dhiṣaṇa	dhiṣana	grade	16161	223-2	SCH-grade-12427_cases.xml	1
DIvaratA	dhi1varata1	dhīvaratā	dhīvaratā	grade	16168	223-2	SCH-grade-12427_cases.xml	0
DIvarI	Dhi1vari1	dhīvarī	dhīvarī	grade	16169	223-2	SCH-grade-12427_cases.xml	1
Duti	dhuti	dhuti	dhuti	grade	16171	223-3	SCH-grade-12427_cases.xml	0
DunIna	dhuni1na	dhunīna	dhunīna	grade	16172	223-3	SCH-grade-12427_cases.xml	0
DunDukka	Dhundhukka	dhundhukka	dhundhukka	grade	16173	223-3	SCH-grade-12427_cases.xml	0
DuMDuMDumArava	dhum2dhum2dhuma1rava	dhuṃdhuṃdhumārava	dhundhundhumārava	grade	16174	223-3	SCH-grade-12427_cases.xml	0
DurA	dhura1	dhurā	dhurā	grade	16177	223-3	SCH-grade-12427_cases.xml	1
Durya	dhurya	dhurya	dhurya	grade	16179	223-3	SCH-grade-12427_cases.xml	1
DUpakUpikA	dhu1paku1pika1	dhūpakūpikā	dhūpakūpikā	grade	16184	223-3	SCH-grade-12427_cases.xml	0
DUpaGawikA	dhu1paghat2ika1	dhūpaghaṭikā	dhūpaghaṭikā	grade	16185	223-3	SCH-grade-12427_cases.xml	0
DUpanipa	dhu1panipa	dhūpanipa	dhūpanipa	grade	16186	223-3	SCH-grade-12427_cases.xml	0
DUmaGumAyita	dhu1maghuma1yita	dhūmaghumāyita	dhūmaghumāyita	grade	16188	223-3	SCH-grade-12427_cases.xml	0
DUmaDvaja	Dhu1madhvaja	dhūmadhvaja	dhūmadhvaja	grade	16189	223-3	SCH-grade-12427_cases.xml	1
DUmay	dhu1may	dhūmay	dhūmay	grade	16191	223-3	SCH-grade-12427_cases.xml	1
DUraRa	dhu1ran2a	dhūraṇa	dhūrana	grade	16200	224-1	SCH-grade-12427_cases.xml	0
DUrtila	Dhu1rtila	dhūrtila	dhūrtila	grade	16205	224-1	SCH-grade-12427_cases.xml	1
DUlikA	dhu1lika1	dhūlikā	dhūlikā	grade	16207	224-1	SCH-grade-12427_cases.xml	1
DUlipuwI	dhu1liput2i1	dhūlipuṭī	dhūlipuṭī	grade	16209	224-1	SCH-grade-12427_cases.xml	0
DUlipowalI	dhu1lipot2ali1	dhūlipoṭalī	dhūlipoṭalī	grade	16210	224-1	SCH-grade-12427_cases.xml	0
DUlIkadambAyate	dhu1li1kadamba1y(ate)	dhūlīkadambāyate	dhūlīkadambāyate	grade	16212	224-1	SCH-grade-12427_cases.xml	0
DUlISAla	dhu1li1s4a1la	dhūlīśāla	dhūlīśāla	grade	16213	224-2	SCH-grade-12427_cases.xml	0
DUsarA	Dhu1sara1	dhūsarā	dhūsarā	grade	16214	224-2	SCH-grade-12427_cases.xml	1
DUsarIkf	dhu1sari1kr2	dhūsarīkṛ	dhūsarīkṛ	grade	16216	224-2	SCH-grade-12427_cases.xml	0
DftarAzwra	dhr2tara1s2t2ra	dhṛtarāṣṭra	dhṛtarāṣṭra	grade	16217	224-2	SCH-grade-12427_cases.xml	1
DftarAzwrasuta	Dhr2tara1s2t2rasuta	dhṛtarāṣṭrasuta	dhṛtarāṣṭrasuta	grade	16218	224-2	SCH-grade-12427_cases.xml	1
DftarAzwrasUnu	Dhr2tara1s2t2rasu1nu	dhṛtarāṣṭrasūnu	dhṛtarāṣṭrasūnu	grade	16219	224-2	SCH-grade-12427_cases.xml	1
DftASa	dhr2ta1s4a	dhṛtāśa	dhṛtāśa	grade	16221	224-2	SCH-grade-12427_cases.xml	0
Dftikara	dhr2tikara	dhṛtikara	dhṛtikara	grade	16222	224-2	SCH-grade-12427_cases.xml	0
DftiBava	dhr2tibhava	dhṛtibhava	dhṛtibhava	grade	16223	224-2	SCH-grade-12427_cases.xml	0
DEryayuj	dhairyayuj	dhairyayuj	dhairyayuj	grade	16230	224-2	SCH-grade-12427_cases.xml	0
DoraRa	dhoran2a	dhoraṇa	dhorana	grade	16231	224-2	SCH-grade-12427_cases.xml	1
DoraRI	dhoran2i1	dhoraṇī	dhoranī	grade	16232	224-2	SCH-grade-12427_cases.xml	1
Doritika	dhoritika	dhoritika	dhoritika	grade	16233	224-2	SCH-grade-12427_cases.xml	0
DovaRikI	dhovan2iki1	dhovaṇikī	dhovanikī	grade	16234	224-2	SCH-grade-12427_cases.xml	0
DOrita	dhaurita	dhaurita	dhaurita	grade	16235	224-2	SCH-grade-12427_cases.xml	0
DmAyaka	dhma1yaka	dhmāyaka	dhmāyaka	grade	16237	224-2	SCH-grade-12427_cases.xml	0
DyAmanikA	dhya1manika1	dhyāmanikā	dhyāmanikā	grade	16242	224-3	SCH-grade-12427_cases.xml	0
DyAmalatA	dhya1malata1	dhyāmalatā	dhyāmalatā	grade	16244	224-3	SCH-grade-12427_cases.xml	0
Drasa	dhrasa	dhrasa	dhrasa	grade	16247	224-3	SCH-grade-12427_cases.xml	1
Druva	dhruva	dhruva	dhruva	grade	16249	224-3	SCH-grade-12427_cases.xml	1
DruvAgIti	dhruva1gi1ti	dhruvāgīti	dhruvāgīti	grade	16250	224-3	SCH-grade-12427_cases.xml	0
DvaMsa	dhvam2sa	dhvaṃsa	dhvansa	grade	16251	224-3	SCH-grade-12427_cases.xml	1
Dvaja	dhvaja	dhvaja	dhvaja	grade	16252	224-3	SCH-grade-12427_cases.xml	1
DvajadukUla	dhvajaduku1la	dhvajadukūla	dhvajadukūla	grade	16253	224-3	SCH-grade-12427_cases.xml	0
DvajabanDa	dhvajabandha	dhvajabandha	dhvajabandha	grade	16255	224-3	SCH-grade-12427_cases.xml	0
Dvani	dhvani	dhvani	dhvani	grade	16260	225-1	SCH-grade-12427_cases.xml	1
DvANkz	dhva1n3ks2	dhvāṅkṣ	dhvānkṣ	grade	16265	225-2	SCH-grade-12427_cases.xml	1
DvANkzarAkzasa	dhva1n3ks2ara1ks2asa	dhvāṅkṣarākṣasa	dhvānkṣarākṣasa	grade	16267	225-3	SCH-grade-12427_cases.xml	0
DvAnavant	dhva1navant	dhvānavant	dhvānavant	grade	16271	225-3	SCH-grade-12427_cases.xml	0
DvAnta	dhva1nta	dhvānta	dhvānta	grade	16272	225-3	SCH-grade-12427_cases.xml	1
naktaMkara	naktam2kara	naktaṃkara	naktankara	grade	16277	225a-1	SCH-grade-12427_cases.xml	0
naktaMcara	naktam2cara	naktaṃcara	naktancara	grade	16278	225a-1	SCH-grade-12427_cases.xml	1
naktaMmuKa	naktam2mukha	naktaṃmukha	naktammukha	grade	16280	225a-1	SCH-grade-12427_cases.xml	0
nakra	nakra	nakra	nakra	grade	16281	225a-1	SCH-grade-12427_cases.xml	1
nakriyA	nakriya1	nakriyā	nakriyā	grade	16282	225a-1	SCH-grade-12427_cases.xml	0
nakzatrakzetra	naks2atraks2etra	nakṣatrakṣetra	nakṣatrakṣetra	grade	16285	225a-1	SCH-grade-12427_cases.xml	0
nakzatramAsa	naks2atrama1sa	nakṣatramāsa	nakṣatramāsa	grade	16287	225a-1	SCH-grade-12427_cases.xml	0
nakzatravARija	naks2atrava1n2ija	nakṣatravāṇija	nakṣatravānija	grade	16288	225a-1	SCH-grade-12427_cases.xml	0
naKa	nakha	nakha	nakha	grade	16291	225a-1	SCH-grade-12427_cases.xml	1
naKacCedinI	nakhacchedini1	nakhacchedinī	nakhacchedinī	grade	16292	225a-2	SCH-grade-12427_cases.xml	0
naKacCedya	nakhacchedya	nakhacchedya	nakhacchedya	grade	16293	225a-2	SCH-grade-12427_cases.xml	1
naKadAna	nakhada1na	nakhadāna	nakhadāna	grade	16294	225a-2	SCH-grade-12427_cases.xml	0
naKaniveSa	nakhanives4a	nakhaniveśa	nakhaniveśa	grade	16295	225a-2	SCH-grade-12427_cases.xml	0
naKamuKa	nakhamukha	nakhamukha	nakhamukha	grade	16296	225a-2	SCH-grade-12427_cases.xml	0
naKalu	nakhalu	nakhalu	nakhalu	grade	16298	225a-2	SCH-grade-12427_cases.xml	0
naKavileKana	nakhavilekhana	nakhavilekhana	nakhavilekhana	grade	16299	225a-2	SCH-grade-12427_cases.xml	0
naKArpaRa	nakha1rpan2a	nakhārpaṇa	nakhārpana	grade	16301	225a-2	SCH-grade-12427_cases.xml	0
nagajanman	nagajanman	nagajanman	nagajanman	grade	16303	225a-2	SCH-grade-12427_cases.xml	0
nagajA	nagaja1	nagajā	nagajā	grade	16304	225a-2	SCH-grade-12427_cases.xml	1
naganandanA	naganandana1	naganandanā	naganandanā	grade	16305	225a-2	SCH-grade-12427_cases.xml	0
nagaranAyaka	nagarana1yaka	nagaranāyaka	nagaranāyaka	grade	16308	225a-2	SCH-grade-12427_cases.xml	0
nagaravastu	nagaravastu	nagaravastu	nagaravastu	grade	16312	225a-3	SCH-grade-12427_cases.xml	0
nagarAja	nagara1ja	nagarāja	nagarāja	grade	16313	225a-3	SCH-grade-12427_cases.xml	0
nagA	naga1	nagā	nagā	grade	16314	225a-3	SCH-grade-12427_cases.xml	0
nagAtmajA	naga1tmaja1	nagātmajā	nagātmajā	grade	16315	225a-3	SCH-grade-12427_cases.xml	1
nagnapracCanna	nagnapracchanna	nagnapracchanna	nagnapracchanna	grade	16319	225a-3	SCH-grade-12427_cases.xml	0
naw	[nat2]	naṭ	naṭ	grade	16323	225a-3	SCH-grade-12427_cases.xml	1
naqin	nad2in	naḍin	naḍin	grade	16325	225a-3	SCH-grade-12427_cases.xml	0
nataBrU	natabhru1	natabhrū	natabhrū	grade	16326	225a-3	SCH-grade-12427_cases.xml	1
natimant	natimant	natimant	natimant	grade	16328	225a-3	SCH-grade-12427_cases.xml	0
nadIna	nadi1na	nadīna	nadīna	grade	16335	226-1	SCH-grade-12427_cases.xml	1
nadIpAla	nadi1pa1la	nadīpāla	nadīpāla	grade	16336	226-1	SCH-grade-12427_cases.xml	0
nadIBft	nadi1bhr2t	nadībhṛt	nadībhṛt	grade	16337	226-1	SCH-grade-12427_cases.xml	0
nadISa	Nadi1s4a	nadīśa	nadīśa	grade	16339	226-1	SCH-grade-12427_cases.xml	0
nanirvfta	nanirvr2ta	nanirvṛta	nanirvṛta	grade	16343	226-1	SCH-grade-12427_cases.xml	0
nantar	nantar	nantar	nantar	grade	16344	226-1	SCH-grade-12427_cases.xml	1
nand	nand	nand	nand	grade	16345	226-1	SCH-grade-12427_cases.xml	1
nandaka	nandaka	nandaka	nandaka	grade	16347	226-1	SCH-grade-12427_cases.xml	1
nandana	nandana	nandana	nandana	grade	16350	226-1	SCH-grade-12427_cases.xml	1
nandin	nandin	nandin	nandin	grade	16355	226-1	SCH-grade-12427_cases.xml	1
nandinI	Nandini1	nandinī	nandinī	grade	16356	226-1	SCH-grade-12427_cases.xml	1
nandizeRa	Nandis2en2a	nandiṣeṇa	nandiṣena	grade	16358	226-1	SCH-grade-12427_cases.xml	1
nandI	nandi1	nandī	nandī	grade	16359	226-2	SCH-grade-12427_cases.xml	1
nandyAvarta	nandya1varta	nandyāvarta	nandyāvarta	grade	16361	226-2	SCH-grade-12427_cases.xml	1
naBaHkaRqUyana	nabhah2kan2d2u1yana	nabhaḥkaṇḍūyana	nabhaḥkanḍūyana	grade	16363	226-2	SCH-grade-12427_cases.xml	0
naBaHpuraMDri	nabhah2puram2dhri	nabhaḥpuraṃdhri	nabhaḥpurandhri	grade	16364	226-2	SCH-grade-12427_cases.xml	0
naBasyate	nabhasyate	nabhasyate	nabhasyate	grade	16366	226-2	SCH-grade-12427_cases.xml	0
naBinnavftti	nabhinnavr2tti	nabhinnavṛtti	nabhinnavṛtti	grade	16368	226-2	SCH-grade-12427_cases.xml	1
naBoga	nabhoga	nabhoga	nabhoga	grade	16370	226-2	SCH-grade-12427_cases.xml	1
naBoBid	nabhobhid	nabhobhid	nabhobhid	grade	16372	226-2	SCH-grade-12427_cases.xml	0
naBoyuvati	nabhoyuvati	nabhoyuvati	nabhoyuvati	grade	16373	226-2	SCH-grade-12427_cases.xml	0
naBoruD	nabhorudh	nabhorudh	nabhorudh	grade	16374	226-2	SCH-grade-12427_cases.xml	0
naBovartman	nabhovartman	nabhovartman	nabhovartman	grade	16376	226-2	SCH-grade-12427_cases.xml	0
naBovyApta	nabhovya1pta	nabhovyāpta	nabhovyāpta	grade	16377	226-2	SCH-grade-12427_cases.xml	0
nam	nam	nam	nam	grade	16378	226-2	SCH-grade-12427_cases.xml	1
nama	nama	nama	nama	grade	16379	226-3	SCH-grade-12427_cases.xml	1
namaskartavyatA	namaskartavyata1	namaskartavyatā	namaskartavyatā	grade	16381	226-3	SCH-grade-12427_cases.xml	0
namaskAra	namaska1ra	namaskāra	namaskāra	grade	16382	226-3	SCH-grade-12427_cases.xml	1
namuciBid	Namucibhid	namucibhid	namucibhid	grade	16385	226-3	SCH-grade-12427_cases.xml	0
namrIkaraRa	namri1karan2a	namrīkaraṇa	namrīkarana	grade	16386	226-3	SCH-grade-12427_cases.xml	0
nayacakra	Nayacakra	nayacakra	nayacakra	grade	16388	226-3	SCH-grade-12427_cases.xml	0
nayanaprIti	nayanapri1ti	nayanaprīti	nayanaprīti	grade	16391	226-3	SCH-grade-12427_cases.xml	1
nayanAmBas	nayana1mbhas	nayanāmbhas	nayanāmbhas	grade	16397	226-3	SCH-grade-12427_cases.xml	0
nayanArDa	nayana1rdha	nayanārdha	nayanārdha	grade	16399	226-3	SCH-grade-12427_cases.xml	0
nayaneya	nayaneya	nayaneya	nayaneya	grade	16400	226-3	SCH-grade-12427_cases.xml	1
nayavedin	nayavedin	nayavedin	nayavedin	grade	16402	226-3	SCH-grade-12427_cases.xml	1
naraka	naraka	naraka	naraka	grade	16405	226-3	SCH-grade-12427_cases.xml	1
narakaBid	Narakabhid	narakabhid	narakabhid	grade	16407	227-1	SCH-grade-12427_cases.xml	0
narakavala	narakavala	narakavala	narakavala	grade	16409	227-1	SCH-grade-12427_cases.xml	0
narakAnta	Naraka1nta	narakānta	narakānta	grade	16410	227-1	SCH-grade-12427_cases.xml	0
narakesaritA	narakesarita1	narakesaritā	narakesaritā	grade	16412	227-1	SCH-grade-12427_cases.xml	0
narapatIyati	narapati1y(ati)	narapatīyati	narapatīyati	grade	16414	227-1	SCH-grade-12427_cases.xml	0
narapAla	Narapa1la	narapāla	narapāla	grade	16416	227-1	SCH-grade-12427_cases.xml	1
naravyAla	naravya1la	naravyāla	naravyāla	grade	16420	227-1	SCH-grade-12427_cases.xml	0
narAyita	nara1yita	narāyita	narāyita	grade	16421	227-1	SCH-grade-12427_cases.xml	0
narASin	nara1s4in	narāśin	narāśin	grade	16422	227-1	SCH-grade-12427_cases.xml	0
narendravidyA	narendravidya1	narendravidyā	narendravidyā	grade	16423	227-1	SCH-grade-12427_cases.xml	0
nartanageha	nartanageha	nartanageha	nartanageha	grade	16425	227-1	SCH-grade-12427_cases.xml	0
nartanaBUmi	nartanabhu1mi	nartanabhūmi	nartanabhūmi	grade	16426	227-1	SCH-grade-12427_cases.xml	0
nartanAyatana	nartana1yatana	nartanāyatana	nartanāyatana	grade	16427	227-1	SCH-grade-12427_cases.xml	0
nartAvanI	narta1vani1	nartāvanī	nartāvanī	grade	16428	227-1	SCH-grade-12427_cases.xml	0
nartin	nartin	nartin	nartin	grade	16429	227-1	SCH-grade-12427_cases.xml	1
narmadA	narmada1	narmadā	narmadā	grade	16431	227-2	SCH-grade-12427_cases.xml	1
narmaDarman	Narmadharman	narmadharman	narmadharman	grade	16432	227-2	SCH-grade-12427_cases.xml	0
narman	narman	narman	narman	grade	16433	227-2	SCH-grade-12427_cases.xml	1
narmabanDu	narmabandhu	narmabandhu	narmabandhu	grade	16434	227-2	SCH-grade-12427_cases.xml	0
narmaBarman	Narmabharman	narmabharman	narmabharman	grade	16435	227-2	SCH-grade-12427_cases.xml	0
nala	nala	nala	nala	grade	16442	227-2	SCH-grade-12427_cases.xml	1
nalaka	nalaka	nalaka	nalaka	grade	16443	227-2	SCH-grade-12427_cases.xml	1
nalatUlavarRa	nalatu1lavarn2a	nalatūlavarṇa	nalatūlavarna	grade	16444	227-2	SCH-grade-12427_cases.xml	0
nalatUlA	nalatu1la1	nalatūlā	nalatūlā	grade	16445	227-2	SCH-grade-12427_cases.xml	0
nalada	nalada	nalada	nalada	grade	16446	227-2	SCH-grade-12427_cases.xml	1
nalikavela	nalikavela	nalikavela	nalikavela	grade	16449	227-2	SCH-grade-12427_cases.xml	0
nalikaveli	nalikaveli	nalikaveli	nalikaveli	grade	16450	227-2	SCH-grade-12427_cases.xml	0
nalin	nalin	nalin	nalin	grade	16451	227-2	SCH-grade-12427_cases.xml	1
nalinanABi	nalinana1bhi	nalinanābhi	nalinanābhi	grade	16452	227-2	SCH-grade-12427_cases.xml	0
nalinayoni	nalinayoni	nalinayoni	nalinayoni	grade	16453	227-2	SCH-grade-12427_cases.xml	0
nalinavyUha	nalinavyu1ha	nalinavyūha	nalinavyūha	grade	16454	227-2	SCH-grade-12427_cases.xml	0
nalinAyita	nalina1yita	nalināyita	nalināyita	grade	16455	227-2	SCH-grade-12427_cases.xml	0
nalinekzaRA	nalineks2an2a1	nalinekṣaṇā	nalinekṣanā	grade	16456	227-2	SCH-grade-12427_cases.xml	0
nalinodBUta	nalinodbhu1ta	nalinodbhūta	nalinodbhūta	grade	16457	227-2	SCH-grade-12427_cases.xml	0
naleSaya	nales4aya	naleśaya	naleśaya	grade	16459	227-3	SCH-grade-12427_cases.xml	0
navaka	navaka	navaka	navaka	grade	16460	227-3	SCH-grade-12427_cases.xml	1
navakarma	navakarma	navakarma	navakarma	grade	16461	227-3	SCH-grade-12427_cases.xml	0
navaGana	Navaghana	navaghana	navaghana	grade	16463	227-3	SCH-grade-12427_cases.xml	0
navanItakalpa	navani1takalpa	navanītakalpa	navanītakalpa	grade	16465	227-3	SCH-grade-12427_cases.xml	0
navanItaganDi	navani1tagandhi	navanītagandhi	navanītagandhi	grade	16466	227-3	SCH-grade-12427_cases.xml	0
navanItavarRa	navani1tavarn2a	navanītavarṇa	navanītavarna	grade	16467	227-3	SCH-grade-12427_cases.xml	0
navanItahetu	navani1tahetu	navanītahetu	navanītahetu	grade	16468	227-3	SCH-grade-12427_cases.xml	0
navamAlikA	Navama1lika1	navamālikā	navamālikā	grade	16472	227-3	SCH-grade-12427_cases.xml	1
navamAlikAganDi	navama1lika1gandhi	navamālikāgandhi	navamālikāgandhi	grade	16473	227-3	SCH-grade-12427_cases.xml	0
navalatotsava	navalatotsava	navalatotsava	navalatotsava	grade	16479	227-3	SCH-grade-12427_cases.xml	0
navasevaka	navasevaka	navasevaka	navasevaka	grade	16482	228-1	SCH-grade-12427_cases.xml	0
navAgra	nava1gra	navāgra	navāgra	grade	16484	228-1	SCH-grade-12427_cases.xml	0
navAtapa	nava1tapa	navātapa	navātapa	grade	16485	228-1	SCH-grade-12427_cases.xml	0
navInAyate	navi1na1y(ate)	navīnāyate	navīnāyate	grade	16490	228-1	SCH-grade-12427_cases.xml	0
navekzuBakzikA	naveks2ubhaks2ika1	navekṣubhakṣikā	navekṣubhakṣikā	grade	16491	228-1	SCH-grade-12427_cases.xml	0
navoQAyate	navod2ha1y(ate)	navoḍhāyate	navoḍhāyate	grade	16492	228-1	SCH-grade-12427_cases.xml	0
navOcityavicAracarcA	Navaucityavica1racarca1	navaucityavicāracarcā	navaucityavicāracarcā	grade	16493	228-1	SCH-grade-12427_cases.xml	1
nazwakoRa	nas2t2akon2a	naṣṭakoṇa	naṣṭakona	grade	16495	228-1	SCH-grade-12427_cases.xml	0
nazwaruDira	nas2t2arudhira	naṣṭarudhira	naṣṭarudhira	grade	16498	228-2	SCH-grade-12427_cases.xml	0
nazwasaMjYatva	nas2t2asam2jn5atva	naṣṭasaṃjñatva	naṣṭasanjnatva	grade	16499	228-2	SCH-grade-12427_cases.xml	0
nasaMhata	nasam2hata	nasaṃhata	nasanhata	grade	16500	228-2	SCH-grade-12427_cases.xml	0
naso	naso	naso	naso	grade	16502	228-2	SCH-grade-12427_cases.xml	0
nasya	nasya	nasya	nasya	grade	16503	228-2	SCH-grade-12427_cases.xml	1
nahAru	naha1ru	nahāru	nahāru	grade	16504	228-2	SCH-grade-12427_cases.xml	0
nAkatalAy	na1katala1y	nākatalāy	nākatalāy	grade	16506	228-2	SCH-grade-12427_cases.xml	0
nAkatas	na1katas	nākatas	nākatas	grade	16507	228-2	SCH-grade-12427_cases.xml	0
nAkadruh	na1kadruh	nākadruh	nākadruh	grade	16508	228-2	SCH-grade-12427_cases.xml	0
nAkaDAman	na1kadha1man	nākadhāman	nākadhāman	grade	16509	228-2	SCH-grade-12427_cases.xml	0
nAkanitambinI	na1kanitambini1	nākanitambinī	nākanitambinī	grade	16511	228-2	SCH-grade-12427_cases.xml	0
nAkanimnagA	na1kanimnaga1	nākanimnagā	nākanimnagā	grade	16512	228-2	SCH-grade-12427_cases.xml	0
nAkapramadA	na1kapramada1	nākapramadā	nākapramadā	grade	16513	228-2	SCH-grade-12427_cases.xml	0
nAkamaRi	na1kaman2i	nākamaṇi	nākamani	grade	16514	228-2	SCH-grade-12427_cases.xml	0
nAkamArga	na1kama1rga	nākamārga	nākamārga	grade	16515	228-2	SCH-grade-12427_cases.xml	0
nAkarAmA	na1kara1ma1	nākarāmā	nākarāmā	grade	16516	228-2	SCH-grade-12427_cases.xml	0
nAkalaya	na1kalaya	nākalaya	nākalaya	grade	16517	228-2	SCH-grade-12427_cases.xml	0
nAkalalanA	na1kalalana1	nākalalanā	nākalalanā	grade	16518	228-2	SCH-grade-12427_cases.xml	0
nAkavErin	na1kavairin	nākavairin	nākavairin	grade	16519	228-2	SCH-grade-12427_cases.xml	0
nAkasarit	na1kasarit	nākasarit	nākasarit	grade	16520	228-2	SCH-grade-12427_cases.xml	0
nAkasinDu	na1kasindhu	nākasindhu	nākasindhu	grade	16521	228-2	SCH-grade-12427_cases.xml	0
nAkANganA	na1ka1n3gana1	nākāṅganā	nākānganā	grade	16522	228-2	SCH-grade-12427_cases.xml	0
nAkAnokaha	na1ka1nokaha	nākānokaha	nākānokaha	grade	16523	228-2	SCH-grade-12427_cases.xml	0
nAkAri	na1ka1ri	nākāri	nākāri	grade	16524	228-2	SCH-grade-12427_cases.xml	0
nAkAlaya	na1ka1laya	nākālaya	nākālaya	grade	16525	228-3	SCH-grade-12427_cases.xml	0
nAkidruma	na1kidruma	nākidruma	nākidruma	grade	16526	228-3	SCH-grade-12427_cases.xml	0
nAkiBIru	na1kibhi1ru	nākibhīru	nākibhīru	grade	16527	228-3	SCH-grade-12427_cases.xml	0
nAkivaDU	na1kivadhu1	nākivadhū	nākivadhū	grade	16528	228-3	SCH-grade-12427_cases.xml	0
nAkula	na1kula	nākula	nākula	grade	16530	228-3	SCH-grade-12427_cases.xml	1
nAkesad	na1kesad	nākesad	nākesad	grade	16531	228-3	SCH-grade-12427_cases.xml	0
nAga	na1ga	nāga	nāga	grade	16532	228-3	SCH-grade-12427_cases.xml	1
nAgakesara	na1gakesara	nāgakesara	nāgakesara	grade	16533	228-3	SCH-grade-12427_cases.xml	1
nAgadamana	na1gadamana	nāgadamana	nāgadamana	grade	16536	228-3	SCH-grade-12427_cases.xml	0
nAgaparvataka	Na1gaparvataka	nāgaparvataka	nāgaparvataka	grade	16538	228-3	SCH-grade-12427_cases.xml	0
nAgamaya	na1gamaya	nāgamaya	nāgamaya	grade	16540	228-3	SCH-grade-12427_cases.xml	1
nAgamuKa	na1gamukha	nāgamukha	nāgamukha	grade	16541	228-3	SCH-grade-12427_cases.xml	0
nAgaraka	na1garaka	nāgaraka	nāgaraka	grade	16542	228-3	SCH-grade-12427_cases.xml	1
nAgaraNga	na1garan3ga	nāgaraṅga	nāgaranga	grade	16543	228-3	SCH-grade-12427_cases.xml	1
nAgaratva	na1garatva	nāgaratva	nāgaratva	grade	16544	228-3	SCH-grade-12427_cases.xml	0
nAgarAyaRa	na1gara1yan2a	nāgarāyaṇa	nāgarāyana	grade	16545	228-3	SCH-grade-12427_cases.xml	0
nAgavaktra	na1gavaktra	nāgavaktra	nāgavaktra	grade	16546	228-3	SCH-grade-12427_cases.xml	0
nAgavanavITI	na1gavanavi1thi1	nāgavanavīthī	nāgavanavīthī	grade	16547	229-1	SCH-grade-12427_cases.xml	0
nAgavallI	na1gavalli1	nāgavallī	nāgavallī	grade	16548	229-1	SCH-grade-12427_cases.xml	1
nAgavfkzaka	na1gavr2ks2aka	nāgavṛkṣaka	nāgavṛkṣaka	grade	16551	229-1	SCH-grade-12427_cases.xml	0
nAgasPuwA	na1gasphut2a1	nāgasphuṭā	nāgasphuṭā	grade	16553	229-1	SCH-grade-12427_cases.xml	0
nAgAri	na1ga1ri	nāgāri	nāgāri	grade	16556	229-1	SCH-grade-12427_cases.xml	1
nAgendramuKa	Na1gendramukha	nāgendramukha	nāgendramukha	grade	16557	229-1	SCH-grade-12427_cases.xml	0
nAgeSa	na1ges4a	nāgeśa	nāgeśa	grade	16558	229-1	SCH-grade-12427_cases.xml	0
nAgodarikA	na1godarika1	nāgodarikā	nāgodarikā	grade	16559	229-1	SCH-grade-12427_cases.xml	0
nAcirAja	Na1cira1ja	nācirāja	nācirāja	grade	16560	229-1	SCH-grade-12427_cases.xml	1
nAwyagfha	na1t2yagr2ha	nāṭyagṛha	nāṭyagṛha	grade	16563	229-1	SCH-grade-12427_cases.xml	0
nAwyageha	na1t2yageha	nāṭyageha	nāṭyageha	grade	16564	229-1	SCH-grade-12427_cases.xml	0
