n	tag	word	slp1	form_key	norm	in_union16	in_union15	u16_n_dicts	u16_dicts
234	N	sanātanānā--mapiśāśvataḥ	sanAtanAnAmapisAsvataH	sanātanānāmapisāsvata	hyph|acc	0	0		
242		kallāleśo--lakṣmīkāntaḥ	kallAlesolakzmIkAntaH	kallālesolakṣmīkānta	hyph|acc	0	0		
249	I	abhijā--takovidaḥ	aBijAtakovidaH	abhijātakovida	hyph	0	0		
265	M	śunaḥ	sunaH	suna	acc	0	0		
267		śukamahimnaḥ	sukamahimnaH	sukamahimna	acc	0	0		
276	U	anumodāmaḥ	anumodAmaH	anumodāma		0	0		
279	N	kāśak--uśādayaḥ	kAsakusAdayaH	kāsakusādaya	hyph|acc	0	0		
289	M	śreyaḥ	sreyaH	sreya	acc	0	0		
290	N	viśvakṛ--tāṃvareṇyaḥ	visvakftAMvareRyaH	visvakṛtānvarenya	hyph|acc	0	0		
301	N	śrīmatā--ṃvaraḥ	srImatAMvaraH	srīmatānvara	hyph|acc	0	0		
302	N	bhūtā--nāmīśvaraḥ	BUtAnAmIsvaraH	bhūtānāmīsvara	hyph|acc	0	0		
311	N	mitrāvaru--ṇayohputraḥ	mitrAvaruRayohputraH	mitrāvarunayohputra	hyph	0	0		
314	I	upamanyavaḥ	upamanyavaH	upamanyava		0	0		
316	H	nārāśībhāvaḥ	nArAsIBAvaH	nārāsībhāva	acc	0	0		
317	I	kākṣivaḥ	kAkzivaH	kākṣiva		0	0		
319	R	vaḥa	vaHa	vaḥa		0	0		
322	H	vyutkha--ṇḍaśaḥ	vyutKaRqasaH	vyutkhanḍasa	hyph|acc	0	0		
324	N	vyādiśaḥ	vyAdisaH	vyādisa	acc	0	0		
325	N	vidiśaḥ	vidisaH	vidisa	acc	0	0		
326	N	diśaḥ	disaH	disa	acc	0	0		
337	N	aśmakāḥ	asmakAH	asmakā	acc	0	0		
342	G	śailavālukāḥ	sElavAlukAH	sailavālukā	acc	0	0		
349	N	bharata--śreṣṭhāḥ	BaratasrezWAH	bharatasreṣṭhā	hyph|acc	0	0		
358	H	śirasitāḥ	sirasitAH	sirasitā	acc	0	0		
360	N	kāśirā--jasutāḥ	kAsirAjasutAH	kāsirājasutā	hyph|acc	0	0		
364	I	agniṣvāttāḥ	agnizvAttAH	agniṣvāttā		0	0		
365	M	ṣaṭkūṭaślokā--nāmarthāḥ	zawkUwaslokAnAmarTAH	ṣaṭkūṭaslokānāmarthā	hyph|acc	0	0		
369	H	pariśraddhāḥ	parisradDAH	parisraddhā	acc	0	0		
384	N	bahuvadyāḥ	bahuvadyAH	bahuvadyā		0	0		
389	N	vaiśyāḥ	vEsyAH	vaisyā	acc	0	0		
390	I	aṃco--ladvicarāḥ	aMcoladvicarAH	ancoladvicarā	hyph	0	0		
392	N	aṣṭāda--śāvarāḥ	azwAdasAvarAH	aṣṭādasāvarā	hyph|acc	0	0		
394	N	āvaśīrāḥ	AvasIrAH	āvasīrā	acc	0	0		
398	N	śailāḥ	sElAH	sailā	acc	0	0		
401	N	viśvedevāḥ	visvedevAH	visvedevā	acc	0	0		
404	N	aśleṣāḥ	aslezAH	asleṣā	acc	0	0		
405	I	aviśeṣāḥ	avisezAH	aviseṣā	acc	0	0		
407	I	aṅgirasāḥ	aNgirasAH	angirasā		0	0		
422	N	viśāṃpatiḥ	visAMpatiH	visāmpati	acc	0	0		
436	I	āvikṣiḥ	AvikziH	āvikṣi		0	0		
440	I	aṣṭāvāhutīḥ	azwAvAhutIH	aṣṭāvāhutī		0	0		
442	R	ūcuḥ	UcuH	ūcu		0	0		
444	R	bhejuḥ	BejuH	bheju		0	0		
446	R	jepatuḥ	jepatuH	jepatu		0	0		
447	R	bhrematuḥ	BrematuH	bhrematu		0	0		
448	H	mṛgāramātuḥ	mfgAramAtuH	mṛgāramātu		0	0		
451	R	petuḥ	petuH	petu		0	0		
453	R	neduḥ	neduH	nedu		0	0		
454	R	seduḥ	seduH	sedu		0	0		
458	I	ardhanārīna--ravapuḥ	arDanArInaravapuH	ardhanārīnaravapu	hyph	0	0		
460	R	cemuḥ	cemuH	cemu		0	0		
461	R	nemuḥ	nemuH	nemu		0	0		
462	R	vemuḥ	vemuH	vemu		0	0		
464	I	abhiyuḥ	aBiyuH	abhiyu		0	0		
465	R	īyuḥ	IyuH	īyu		0	0		
466	R	vavruḥ	vavruH	vavru		0	0		
467	R	celuḥ	celuH	celu		0	0		
468	R	ānaśuḥ	AnasuH	ānasu	acc	0	0		
469	R	neśuḥ	nesuH	nesu	acc	0	0		
470	R	īṣuḥ	IzuH	īṣu		0	0		
471	R	ūṣuḥ	UzuH	ūṣu		0	0		
473	R	tresuḥ	tresuH	tresu		0	0		
476	R	ūhuḥ	UhuH	ūhu		0	0		
481	N	śaktreḥ	saktreH	saktre	acc	0	0		
490	U	vastoḥ	vastoH	vasto		0	0		
495	I	ajimḥa	ajimHa	ajimḥa		0	0		
505	M	vṛṣada--ṃśakaka	vfzadaMsakaka	vṛṣadansakaka	hyph|acc	0	0		
506	G	śvā́pākaka	svApAkaka	svāpākaka	acc	0	0		
509		suśākaka	susAkaka	susākaka	acc	0	0		
511		śūkaka	sUkaka	sūkaka	acc	0	0		
512	G	dīrghaśūkaka	dIrGasUkaka	dīrghasūkaka	acc	0	0		
523	G	śvetaṭaṅkaka	svetawaNkaka	svetaṭankaka	acc	0	0		
527	A	apakalaṅkaka	apakalaNkaka	apakalankaka		0	0		
540		śārkaka	sArkaka	sārkaka	acc	0	0		
542	M	niḥśalkaka	niHsalkaka	niḥsalkaka	acc	0	0		
548	I	turuṣkaka	turuzkaka	turuṣkaka		0	0		
549		śuṣkaka	suzkaka	suṣkaka	acc	0	0		
551	S	dhūlī--kadakhaka	DUlIkadaKaka	dhūlīkadakhaka	hyph	0	0		
556		śākhaka	sAKaka	sākhaka	acc	0	0		
557		anyaśākhaka	anyasAKaka	anyasākhaka	acc	0	0		
558		viśākhaka	visAKaka	visākhaka	acc	0	0		
559		dviśākhaka	dvisAKaka	dvisākhaka	acc	0	0		
561		śikhaka	siKaka	sikhaka	acc	0	0		
579		śaṅkhaka	saNKaka	sankhaka	acc	0	0		
630		piśaṅgaka	pisaNgaka	pisangaka	acc	0	0		
666		śṛṅgaka	sfNgaka	sṛngaka	acc	0	0		
667	M	sagu--ḍaśṛṅgaka	saguqasfNgaka	saguḍasṛngaka	hyph|acc	0	0		
668		raktaśṛṅgaka	raktasfNgaka	raktasṛngaka	acc	0	0		
671		śārṅgaka	sArNgaka	sārngaka	acc	0	0		
674	S	turaḍgaka	turaqgaka	turaḍgaka		0	0		
689	I	tālajanghaka	tAlajanGaka	tālajanghaka		0	0		
707		viśvapācaka	visvapAcaka	visvapācaka	acc	0	0		
715	I	parācaka	parAcaka	parācaka		0	0		
737		āśīrvācaka	AsIrvAcaka	āsīrvācaka	acc	0	0		
738		piśācaka	pisAcaka	pisācaka	acc	0	0		
739	G	abhra--piśācaka	aBrapisAcaka	abhrapisācaka	hyph|acc	0	0		
740	M	koṇepiśācaka	koRepisAcaka	konepisācaka	acc	0	0		
741		kūpepiśācaka	kUpepisAcaka	kūpepisācaka	acc	0	0		
742	I	maṇicaka	maRicaka	manicaka		0	0		
750	I	marīcaka	marIcaka	marīcaka		0	0		
751	P	ucaka	ucaka	ucaka		0	0		
810	A	śocaka	socaka	socaka	acc	0	0		
811	A	anuśocaka	anusocaka	anusocaka	acc	0	0		
812		śaucaka	sOcaka	saucaka	acc	0	0		
836	I	vatsa--rapañcaka	vatsarapaYcaka	vatsarapancaka	hyph	0	0		
841	M	śaivapañcaka	sEvapaYcaka	saivapancaka	acc	0	0		
843		upadeśapañcaka	upadesapaYcaka	upadesapancaka	acc	0	0		
844	U	pādukā--pañcaka	pAdukApaYcaka	pādukāpancaka	hyph	0	0		
847	M	śikṣāpañcaka	sikzApaYcaka	sikṣāpancaka	acc	0	0		
850	M	śabdānuviddha--samādhipañcaka	sabdAnuvidDasamADipaYcaka	sabdānuviddhasamādhipancaka	hyph|acc	0	0		
867		viśvas--tavañcaka	visvastavaYcaka	visvastavancaka	hyph|acc	0	0		
870	M	prakāśa--vañcaka	prakAsavaYcaka	prakāsavancaka	hyph|acc	0	0		
884		keśaluñcaka	kesaluYcaka	kesaluncaka	acc	0	0		
907	M	sukhaśayi--tapracchaka	suKasayitapracCaka	sukhasayitapracchaka	hyph|acc	0	0		
916	M	śāṭīpicchaka	sAwIpicCaka	sāṭīpicchaka	acc	0	0		
928		śukapucchaka	sukapucCaka	sukapucchaka	acc	0	0		
935		aśvapucchaka	asvapucCaka	asvapucchaka	acc	0	0		
936	M	romaśa--pucchaka	romasapucCaka	romasapucchaka	hyph|acc	0	0		
937	I	balipucchaka	balipucCaka	balipucchaka		0	0		
947	A	hurcchaka	hurcCaka	hurcchaka		0	0		
970		viśvanā--thatājaka	visvanATatAjaka	visvanāthatājaka	hyph|acc	0	0		
977		aśrautayājaka	asrOtayAjaka	asrautayājaka	acc	0	0		
978		śūdrārtha--yājaka	sUdrArTayAjaka	sūdrārthayājaka	hyph|acc	0	0		
983		śūdrayājaka	sUdrayAjaka	sūdrayājaka	acc	0	0		
992	P	ṣoḍaśarājaka	zoqasarAjaka	ṣoḍasarājaka	acc	0	0		
1040	G	ā́śvayujaka	Asvayujaka	āsvayujaka	acc	0	0		
1046	M	īśvarapūjaka	IsvarapUjaka	īsvarapūjaka	acc	0	0		
1049		śaktipūjaka	saktipUjaka	saktipūjaka	acc	0	0		
1085	M	vijjaka	vijjaka	vijjaka		0	0		
1086	S	sphujjaka	sPujjaka	sphujjaka		0	0		
1148		keśamārjaka	kesamArjaka	kesamārjaka	acc	0	0		
1157	S	sphṛrjaka	sPfrjaka	sphṛrjaka		0	0		
1158	S	rājapha--ṇijajhaka	rAjaPaRijaJaka	rājaphanijajhaka	hyph	0	0		
1190		śrīdhanakaṭaka	srIDanakawaka	srīdhanakaṭaka	acc	0	0		
1195	M	śailakaṭaka	sElakawaka	sailakaṭaka	acc	0	0		
1207		śālākarkaṭaka	sAlAkarkawaka	sālākarkaṭaka	acc	0	0		
1209		śālamarkaṭaka	sAlamarkawaka	sālamarkaṭaka	acc	0	0		
1211		śālāmarkaṭaka	sAlAmarkawaka	sālāmarkaṭaka	acc	0	0		
1212		śālāśarkaṭaka	sAlAsarkawaka	sālāsarkaṭaka	acc	0	0		
1219		veśyāghaṭaka	vesyAGawaka	vesyāghaṭaka	acc	0	0		
1223		śyāmacaṭaka	syAmacawaka	syāmacaṭaka	acc	0	0		
1226		veśmacaṭaka	vesmacawaka	vesmacaṭaka	acc	0	0		
1270	B	kaigāṭaka	kEgAwaka	kaigāṭaka		0	0		
1271		śṛṅgāṭaka	sfNgAwaka	sṛngāṭaka	acc	0	0		
1272	M	vanaśṛ--ṅgāṭaka	vanasfNgAwaka	vanasṛngāṭaka	hyph|acc	0	0		
1273	M	sthala--śṛṅgāṭaka	sTalasfNgAwaka	sthalasṛngāṭaka	hyph|acc	0	0		
1274	G	grahaśṛ--ṅgāṭaka	grahasfNgAwaka	grahasṛngāṭaka	hyph|acc	0	0		
1282	I	dakṣiṇaka--rṇāṭaka	dakziRakarRAwaka	dakṣinakarnāṭaka	hyph	0	0		
1306	M	megheśva--ranāṭaka	meGesvaranAwaka	meghesvaranāṭaka	hyph|acc	0	0		
1308		śānticar--itranāṭaka	sAnticaritranAwaka	sānticaritranāṭaka	hyph|acc	0	0		
1315		śānta--rasanāṭaka	sAntarasanAwaka	sāntarasanāṭaka	hyph|acc	0	0		
1322	P	nāṭoṭināṭaka	nAwowinAwaka	nāṭoṭināṭaka		0	0		
1338		śipāṭaka	sipAwaka	sipāṭaka	acc	0	0		
1354		śilāṭaka	silAwaka	silāṭaka	acc	0	0		
1360	M	śākavāṭaka	sAkavAwaka	sākavāṭaka	acc	0	0		
1365		śāṭaka	sAwaka	sāṭaka	acc	0	0		
1366		śiraḥśāṭaka	siraHsAwaka	siraḥsāṭaka	acc	0	0		
1367		paṭaśāṭaka	pawasAwaka	paṭasāṭaka	acc	0	0		
1368		paṭṭaśāṭaka	pawwasAwaka	paṭṭasāṭaka	acc	0	0		
1369	H	snātaśāṭaka	snAtasAwaka	snātasāṭaka	acc	0	0		
1370	M	sthūlaśāṭaka	sTUlasAwaka	sthūlasāṭaka	acc	0	0		
1371		niśāṭaka	nisAwaka	nisāṭaka	acc	0	0		
1394	M	śūkakīṭaka	sUkakIwaka	sūkakīṭaka	acc	0	0		
1400		śārīṭaka	sArIwaka	sārīṭaka	acc	0	0		
1412		śravaṇapuṭaka	sravaRapuwaka	sravanapuṭaka	acc	0	0		
1435	H	śakeṭaka	sakewaka	sakeṭaka	acc	0	0		
1447		kośapeṭaka	kosapewaka	kosapeṭaka	acc	0	0		
1460	I	svākoṭaka	svAkowaka	svākoṭaka		0	0		
1470	M	śākhoṭaka	sAKowaka	sākhoṭaka	acc	0	0		
1486	I	kāroṭaka	kArowaka	kāroṭaka		0	0		
1492	M	paśupa--tyaṣkṭaka	pasupatyazkwaka	pasupatyaṣkṭaka	hyph|acc	0	0		
1501	M	kāśīpra--ghaṭṭaka	kAsIpraGawwaka	kāsīpraghaṭṭaka	hyph|acc	0	0		
1517		śīrṣapaṭṭaka	sIrzapawwaka	sīrṣapaṭṭaka	acc	0	0		
1519		śilāpaṭṭaka	silApawwaka	silāpaṭṭaka	acc	0	0		
1538	M	aśmakuṭṭaka	asmakuwwaka	asmakuṭṭaka	acc	0	0		
1541	M	śilākuṭṭaka	silAkuwwaka	silākuṭṭaka	acc	0	0		
1552	R	akṛśāneka--kaṇṭaka	akfsAnekakaRwaka	akṛsānekakanṭaka	hyph|acc	0	0		
1565		śatakaṇṭaka	satakaRwaka	satakanṭaka	acc	0	0		
1574	S	vammakaṇṭaka	vammakaRwaka	vammakanṭaka		0	0		
1596	M	śvakaṇṭaka	svakaRwaka	svakanṭaka	acc	0	0		
1597	M	deśakaṇṭaka	desakaRwaka	desakanṭaka	acc	0	0		
1635	B	ghāṇṭaka	GARwaka	ghānṭaka		0	0		
1664		śanyaṣṭaka	sanyazwaka	sanyaṣṭaka	acc	0	0		
1682	I	ekāṣṭaka	ekAzwaka	ekāṣṭaka		0	0		
1683	M	modamañjarī--guṇaleśamātra--sūcakāṣṭaka	modamaYjarIguRalesamAtrasUcakAzwaka	modamanjarīgunalesamātrasūcakāṣṭaka	hyph|acc	0	0		
1684	M	ratnamañjarī--guṇaleśam--ātrasūcakāṣṭaka	ratnamaYjarIguRalesamAtrasUcakAzwaka	ratnamanjarīgunalesamātrasūcakāṣṭaka	hyph|acc	0	0		
1685	M	rūpakavirā--jagosvāmiguṇa--leśasūcakāṣṭaka	rUpakavirAjagosvAmiguRalesasUcakAzwaka	rūpakavirājagosvāmigunalesasūcakāṣṭaka	hyph|acc	0	0		
1686	M	rūpamañjarīgu--ṇaleśasūcakāṣṭaka	rUpamaYjarIguRalesasUcakAzwaka	rūpamanjarīgunalesasūcakāṣṭaka	hyph|acc	0	0		
1687	M	rasamañjarīgu--ṇaleśasūcakāṣṭaka	rasamaYjarIguRalesasUcakAzwaka	rasamanjarīgunalesasūcakāṣṭaka	hyph|acc	0	0		
1688	M	ratimañjarīgu--ṇaleśasūcakāṣṭaka	ratimaYjarIguRalesasUcakAzwaka	ratimanjarīgunalesasūcakāṣṭaka	hyph|acc	0	0		
1693		śukāṣṭaka	sukAzwaka	sukāṣṭaka	acc	0	0		
1696	M	śivabhu--jaṃgāṣṭaka	sivaBujaMgAzwaka	sivabhujangāṣṭaka	hyph|acc	0	0		
1706	M	pradyumnaśi--kharapīṭhāṣṭaka	pradyumnasiKarapIWAzwaka	pradyumnasikharapīṭhāṣṭaka	hyph|acc	0	0		
1714		śatāṣṭaka	satAzwaka	satāṣṭaka	acc	0	0		
1719	M	viśvanā--thāṣṭaka	visvanATAzwaka	visvanāthāṣṭaka	hyph|acc	0	0		
1729	M	sudarśa--nāṣṭaka	sudarsanAzwaka	sudarsanāṣṭaka	hyph|acc	0	0		
1735		śarabhāṣṭaka	saraBAzwaka	sarabhāṣṭaka	acc	0	0		
1750	M	śaṃkarāṣṭaka	saMkarAzwaka	sankarāṣṭaka	acc	0	0		
1752	U	dāmoda--rāṣṭaka	dAmodarAzwaka	dāmodarāṣṭaka	hyph	0	0		
1756	M	śaunakīya--svarāṣṭaka	sOnakIyasvarAzwaka	saunakīyasvarāṣṭaka	hyph|acc	0	0		
1758	M	veṅkaṭeśa--namaskārāṣṭaka	veNkawesanamaskArAzwaka	venkaṭesanamaskārāṣṭaka	hyph|acc	0	0		
1759	S	kṣārāṣṭaka	kzArAzwaka	kṣārāṣṭaka		0	0		
1767	M	śivama--ṅgalāṣṭaka	sivamaNgalAzwaka	sivamangalāṣṭaka	hyph|acc	0	0		
1769		śītalāṣṭaka	sItalAzwaka	sītalāṣṭaka	acc	0	0		
1770	M	śyāmalāṣṭaka	syAmalAzwaka	syāmalāṣṭaka	acc	0	0		
1778	M	ādike--śavāṣṭaka	AdikesavAzwaka	ādikesavāṣṭaka	hyph|acc	0	0		
1779		śivāṣṭaka	sivAzwaka	sivāṣṭaka	acc	0	0		
1780		sadāśivāṣṭaka	sadAsivAzwaka	sadāsivāṣṭaka	acc	0	0		
1781	M	śaivāṣṭaka	sEvAzwaka	saivāṣṭaka	acc	0	0		
1783	M	parāṅku--śāṣṭaka	parANkusAzwaka	parānkusāṣṭaka	hyph|acc	0	0		
1784	M	veṅkaṭe--śāṣṭaka	veNkawesAzwaka	venkaṭesāṣṭaka	hyph|acc	0	0		
1785	M	mukundadāsa--guṇaleśāṣṭaka	mukundadAsaguRalesAzwaka	mukundadāsagunalesāṣṭaka	hyph|acc	0	0		
1786	M	raghunāthabha--ṭṭagosvāmigu--ṇaleśāṣṭaka	raGunATaBawwagosvAmiguRalesAzwaka	raghunāthabhaṭṭagosvāmigunalesāṣṭaka	hyph|acc	0	0		
1787	M	madhuvanavra--javāsigosvā--miguṇaleśāṣṭaka	maDuvanavrajavAsigosvAmiguRalesAzwaka	madhuvanavrajavāsigosvāmigunalesāṣṭaka	hyph|acc	0	0		
1790		śṛṅgārara--sāṣṭaka	sfNgArarasAzwaka	sṛngārarasāṣṭaka	hyph|acc	0	0		
1791	S	mahā--rasāṣṭaka	mahArasAzwaka	mahārasāṣṭaka	hyph	0	0		
1793	M	śvetādrivā--sāṣṭaka	svetAdrivAsAzwaka	svetādrivāsāṣṭaka	hyph|acc	0	0		
1799	M	aṣṭācatvāri--ṃśadiṣṭaka	azwAcatvAriMsadizwaka	aṣṭācatvārinsadiṣṭaka	hyph|acc	0	0		
1800		ṣaṭtriṃśa--diṣṭaka	zawtriMsadizwaka	ṣaṭtrinsadiṣṭaka	hyph|acc	0	0		
1813	G	śipiviṣṭaká	sipivizwaka	sipiviṣṭaka	acc	0	0		
1814		avaśiṣṭaka	avasizwaka	avasiṣṭaka	acc	0	0		
1818	M	aśītīṣṭaka	asItIzwaka	asītīṣṭaka	acc	0	0		
1831	A	sahṛṣṭaka	sahfzwaka	sahṛṣṭaka		0	0		
1844	M	śrīveṣṭaka	srIvezwaka	srīveṣṭaka	acc	0	0		
1845		śālmalīveṣṭaka	sAlmalIvezwaka	sālmalīveṣṭaka	acc	0	0		
1857	I	vārṣṭaka	vArzwaka	vārṣṭaka		0	0		
1864	H	śaṭhaka	saWaka	saṭhaka	acc	0	0		
1886	H	niśāṭhaka	nisAWaka	nisāṭhaka	acc	0	0		
1896	P	paiṭhaka	pEWaka	paiṭhaka		0	0		
1907		śuklakaṇṭhaka	suklakaRWaka	suklakanṭhaka	acc	0	0		
1911		śitikaṇṭhaka	sitikaRWaka	sitikanṭhaka	acc	0	0		
1936		śraviṣṭhaka	sravizWaka	sraviṣṭhaka	acc	0	0		
1942		śakalā--ṅguṣṭhaka	sakalANguzWaka	sakalānguṣṭhaka	hyph|acc	0	0		
1945	B	mukruṣṭhaka	mukruzWaka	mukruṣṭhaka		0	0		
1949		śuklapṛṣṭhaka	suklapfzWaka	suklapṛṣṭhaka	acc	0	0		
1953	G	kṛ́ṣṇo'syāk--hareṣṭhaka	kfzRo'syAKarezWaka	kṛṣno'syākhareṣṭhaka	hyph|acc	0	0		
1954		śreṣṭhaka	srezWaka	sreṣṭhaka	acc	0	0		
1955		bhūriśreṣṭhaka	BUrisrezWaka	bhūrisreṣṭhaka	acc	0	0		
2013		śaṅkhacūḍaka	saNKacUqaka	sankhacūḍaka	acc	0	0		
2054		śikhaṇḍaka	siKaRqaka	sikhanḍaka	acc	0	0		
2055		śrīkhaṇḍaka	srIKaRqaka	srīkhanḍaka	acc	0	0		
2090		śivadaṇḍaka	sivadaRqaka	sivadanḍaka	acc	0	0		
2094		śyāmalādaṇḍaka	syAmalAdaRqaka	syāmalādanḍaka	acc	0	0		
2099		suśūlinī--daṇḍaka	susUlinIdaRqaka	susūlinīdanḍaka	hyph|acc	0	0		
2100	M	rājarāje--śvarīdaṇḍaka	rAjarAjesvarIdaRqaka	rājarājesvarīdanḍaka	hyph|acc	0	0		
2101	M	bhuvaneśva--rīdaṇḍaka	BuvanesvarIdaRqaka	bhuvanesvarīdanḍaka	hyph|acc	0	0		
2115		śayaṇḍaka	sayaRqaka	sayanḍaka	acc	0	0		
2143		śikhāṇḍaka	siKARqaka	sikhānḍaka	acc	0	0		
2154	M	aśoka--bhāṇḍaka	asokaBARqaka	asokabhānḍaka	hyph|acc	0	0		
2162		kūśmāṇḍaka	kUsmARqaka	kūsmānḍaka	acc	0	0		
2167	G	śayā́ṇḍaka	sayARqaka	sayānḍaka	acc	0	0		
2178		śṛṅgārapiṇḍaka	sfNgArapiRqaka	sṛngārapinḍaka	acc	0	0		
2182	I	alipiṇḍaka	alipiRqaka	alipinḍaka		0	0		
2183	I	śālipiṇḍaka	sAlipiRqaka	sālipinḍaka	acc	0	0		
2191	P	citrakuṇḍaka	citrakuRqaka	citrakunḍaka		0	0		
2196		śukatuṇḍaka	sukatuRqaka	sukatunḍaka	acc	0	0		
2207		śuṇḍaka	suRqaka	sunḍaka	acc	0	0		
2210	H	keśoṇḍaka	kesoRqaka	kesonḍaka	acc	0	0		
2211		śauṇḍaka	sORqaka	saunḍaka	acc	0	0		
2212		madaśauṇḍaka	madasORqaka	madasaunḍaka	acc	0	0		
2217	I	agnimāḍhaka	agnimAQaka	agnimāḍhaka		0	0		
2227	S	ālīḍhaka	AlIQaka	ālīḍhaka		0	0		
2228	M	niguḍhaka	niguQaka	niguḍhaka		0	0		
2252	G	áparāḥṇaka	aparAHRaka	aparāḥnaka	acc	0	0		
2279	U	sarvānu--kramaṇaka	sarvAnukramaRaka	sarvānukramanaka	hyph	0	0		
2281		śramaṇaka	sramaRaka	sramanaka	acc	0	0		
2282	M	śākyaśra--maṇaka	sAkyasramaRaka	sākyasramanaka	hyph|acc	0	0		
2283		śrāmaṇaka	srAmaRaka	srāmanaka	acc	0	0		
2284	H	aśrāmaṇaka	asrAmaRaka	asrāmanaka	acc	0	0		
2310	H	saṃsṭaraṇaka	saMswaraRaka	sansṭaranaka		0	0		
2331		śravaṇaka	sravaRaka	sravanaka	acc	0	0		
2333		śrāvaṇaka	srAvaRaka	srāvanaka	acc	0	0		
2345		daśalakṣaṇaka	dasalakzaRaka	dasalakṣanaka	acc	0	0		
2406		śālavāṇaka	sAlavARaka	sālavānaka	acc	0	0		
2411		śāṇaka	sARaka	sānaka	acc	0	0		
2434	A	tuṇaka	tuRaka	tunaka		0	0		
2453	P	rapheṇaka	raPeRaka	raphenaka		0	0		
2463	A	loṇaka	loRaka	lonaka		0	0		
2465		śoṇaka	soRaka	sonaka	acc	0	0		
