n	tag	word	slp1	form_key	norm	in_union16	in_union15	u16_n_dicts	u16_dicts
73623	M	mūlaśākina	mUlasAkina	mūlasākina	acc	0	0		
73624	M	ikṣuśākina	ikzusAkina	ikṣusākina	acc	0	0		
73625	G	śākiná	sAkina	sākina	acc	0	0		
73628	M	śikhina	siKina	sikhina	acc	0	0		
73629		śaikhina	sEKina	saikhina	acc	0	0		
73630	G	śāṅkhiná	sANKina	sānkhina	acc	0	0		
73634	B	kiñcina	kiYcina	kincina		0	0		
73635	M	nāticchina	nAticCina	nāticchina		0	0		
73644	G	śalikājina	salikAjina	salikājina	acc	0	0		
73659		śvājina	svAjina	svājina	acc	0	0		
73660	G	viśvājiná	visvAjina	visvājina	acc	0	0		
73678		vaṃśakaṭhina	vaMsakaWina	vansakaṭhina	acc	0	0		
73683	I	kaṇḍina	kaRqina	kanḍina		0	0		
73684	G	śaikhaṇḍiná	sEKaRqina	saikhanḍina	acc	0	0		
73693	I	gatina	gatina	gatina		0	0		
73694	I	nītina	nItina	nītina		0	0		
73696	I	hastina	hastina	hastina		0	0		
73700	M	mathina	maTina	mathina		0	0		
73714		viṣṇuśaya--nabodhadina	vizRusayanaboDadina	viṣnusayanabodhadina	hyph|acc	0	0		
73716		śrāddhadina	srAdDadina	srāddhadina	acc	0	0		
73718		prathama--darśanadina	praTamadarsanadina	prathamadarsanadina	hyph|acc	0	0		
73721		śubhadina	suBadina	subhadina	acc	0	0		
73729	M	śukradina	sukradina	sukradina	acc	0	0		
73737	S	pratidina	pratidina	pratidina		0	0		
73756	I	skandina	skandina	skandina		0	0		
73770	I	madhyamdina	maDyamdina	madhyamdina		0	0		
73771	I	mādhyamdina	mADyamdina	mādhyamdina		0	0		
73778		śaradurdina	saradurdina	saradurdina	acc	0	0		
73782	A	nina	nina	nina		0	0		
73786	I	tāpina	tApina	tāpina		0	0		
73788	M	śakrāśa--navipina	sakrAsanavipina	sakrāsanavipina	hyph|acc	0	0		
73793	I	dvīpina	dvIpina	dvīpina		0	0		
73799	A	abhina	aBina	abhina		0	0		
73801	I	damina	damina	damina		0	0		
73802	I	yamina	yamina	yamina		0	0		
73820	M	vasāva--śeṣamalina	vasAvasezamalina	vasāvaseṣamalina	hyph|acc	0	0		
73827	I	sukālina	sukAlina	sukālina		0	0		
73830	I	brahmamālina	brahmamAlina	brahmamālina		0	0		
73836		śilina	silina	silina	acc	0	0		
73838	M	śyānapulina	syAnapulina	syānapulina	acc	0	0		
73841		śūlina	sUlina	sūlina	acc	0	0		
73842	A	tailina	tElina	tailina		0	0		
73843	G	śailiná	sElina	sailina	acc	0	0		
73844	A	vina	vina	vina		0	0		
73848	I	bhāvina	BAvina	bhāvina		0	0		
73851	G	āśviná	Asvina	āsvina	acc	0	0		
73852	V	bhaṅgāśvina	BaNgAsvina	bhangāsvina	acc	0	0		
73854	G	vainaṃśiná	vEnaMsina	vainansina	acc	0	0		
73855		ekādaśina	ekAdasina	ekādasina	acc	0	0		
73856	G	aikādaśiná	EkAdasina	aikādasina	acc	0	0		
73857		sāṃkāśina	sAMkAsina	sānkāsina	acc	0	0		
73858	G	āśiná	Asina	āsina	acc	0	0		
73859		sāṃvāśina	sAMvAsina	sānvāsina	acc	0	0		
73860	G	kaiśiná	kEsina	kaisina	acc	0	0		
73861	I	varṣina	varzina	varṣina		0	0		
73864	I	vasina	vasina	vasina		0	0		
73888		viṃśatikīna	viMsatikIna	vinsatikīna	acc	0	0		
73889	G	adhyardhavi--ṃśatikī́na	aDyarDaviMsatikIna	adhyardhavinsatikīna	hyph|acc	0	0		
73890	G	dviviṃśa--tikī́na	dviviMsatikIna	dvivinsatikīna	hyph|acc	0	0		
73898		veśabhagīna	vesaBagIna	vesabhagīna	acc	0	0		
73899	G	yaśobhagī́na	yasoBagIna	yasobhagīna	acc	0	0		
73900		viśobhagīna	visoBagIna	visobhagīna	acc	0	0		
73901	G	veśobhagī́na	vesoBagIna	vesobhagīna	acc	0	0		
73921	P	ramaṇacīna	ramaRacIna	ramanacīna		0	0		
73922	P	nacīna	nacIna	nacīna		0	0		
73947		ātiraścīna	AtirascIna	ātirascīna	acc	0	0		
73948	G	tiraścī́na	tirascIna	tirascīna	acc	0	0		
73956		śākaṭīna	sAkawIna	sākaṭīna	acc	0	0		
73959	M	auṣṭīna	OzwIna	auṣṭīna		0	0		
73969	S	ḍīnāvaḍīna	qInAvaqIna	ḍīnāvaḍīna		0	0		
73970	R	saḍīna	saqIna	saḍīna		0	0		
73971	A	parāḍīna	parAqIna	parāḍīna		0	0		
74000	R	pāthīna	pATIna	pāthīna		0	0		
74015		śāradīna	sAradIna	sāradīna	acc	0	0		
74016	R	pradīna	pradIna	pradīna		0	0		
74018	M	śivadīna	sivadIna	sivadīna	acc	0	0		
74024	P	vāndīna	vAndIna	vāndīna		0	0		
74038	M	īśvarādhīna	IsvarADIna	īsvarādhīna	acc	0	0		
74040	U	kulādhīna	kulADIna	kulādhīna		0	0		
74053	G	viśvajanī́na	visvajanIna	visvajanīna	acc	0	0		
74054	G	vaíśva--janīna	vEsvajanIna	vaisvajanīna	hyph|acc	0	0		
74061	S	aghvanīna	aGvanIna	aghvanīna		0	0		
74076	A	amīna	amIna	amīna		0	0		
74089	A	śāmīna	sAmIna	sāmīna	acc	0	0		
74099	I	ailīna	ElIna	ailīna		0	0		
74120	M	śītakālīna	sItakAlIna	sītakālīna	acc	0	0		
74138	M	śaratkālīna	saratkAlIna	saratkālīna	acc	0	0		
74143	M	nisarga--śālīna	nisargasAlIna	nisargasālīna	hyph|acc	0	0		
74144	M	apaśālīna	apasAlIna	apasālīna	acc	0	0		
74145		mahāśālīna	mahAsAlIna	mahāsālīna	acc	0	0		
74146	G	śā́līna	sAlIna	sālīna	acc	0	0		
74152	M	śākhāvilīna	sAKAvilIna	sākhāvilīna	acc	0	0		
74184		aśitaṃgavīna	asitaMgavIna	asitangavīna	acc	0	0		
74185	S	aśitaṅgavīna	asitaNgavIna	asitangavīna	acc	0	0		
74186	G	āśita--ṃgavī́na	AsitaMgavIna	āsitangavīna	hyph|acc	0	0		
74187	S	āśitaṅgavīna	AsitaNgavIna	āsitangavīna	acc	0	0		
74192	I	javīna	javIna	javīna		0	0		
74195	U	ciranavīna	ciranavIna	ciranavīna		0	0		
74198	G	adyaśvī́na	adyasvIna	adyasvīna	acc	0	0		
74199	S	aśvīna	asvIna	asvīna	acc	0	0		
74200	G	ā́śvīna	AsvIna	āsvīna	acc	0	0		
74201		sahasrāśvīna	sahasrAsvIna	sahasrāsvīna	acc	0	0		
74202	A	abhisaṃśīna	aBisaMsIna	abhisansīna	acc	0	0		
74203	M	saṃśīna	saMsIna	sansīna	acc	0	0		
74204	A	avaśīna	avasIna	avasīna	acc	0	0		
74206	H	rāśīna	rAsIna	rāsīna	acc	0	0		
74207	A	pratiśīna	pratisIna	pratisīna	acc	0	0		
74208		apratiśīna	apratisIna	apratisīna	acc	0	0		
74209	A	abhiśīna	aBisIna	abhisīna	acc	0	0		
74210	G	śīná	sIna	sīna	acc	0	0		
74231		pārśvāsīna	pArsvAsIna	pārsvāsīna	acc	0	0		
74251		śabdahīna	sabdahIna	sabdahīna	acc	0	0		
74270		śrotrahīna	srotrahIna	srotrahīna	acc	0	0		
74280		vaṃśahīna	vaMsahIna	vansahīna	acc	0	0		
74281	M	kośahīna	kosahIna	kosahīna	acc	0	0		
74283	M	śaṅkāhīna	saNkAhIna	sankāhīna	acc	0	0		
74292	M	āśāhīna	AsAhIna	āsāhīna	acc	0	0		
74301	M	śaktihīna	saktihIna	saktihīna	acc	0	0		
74320	M	yaśohīna	yasohIna	yasohīna	acc	0	0		
74321		aśakuna	asakuna	asakuna	acc	0	0		
74322		bhūliṅgaśakuna	BUliNgasakuna	bhūlingasakuna	acc	0	0		
74323	M	kṛṣṇaśakuna	kfzRasakuna	kṛṣnasakuna	acc	0	0		
74324	A	apaśakuna	apasakuna	apasakuna	acc	0	0		
74325		puṣpaśakuna	puzpasakuna	puṣpasakuna	acc	0	0		
74326		śubhaśakuna	suBasakuna	subhasakuna	acc	0	0		
74327		puṇyaśakuna	puRyasakuna	punyasakuna	acc	0	0		
74328		mūlaśakuna	mUlasakuna	mūlasakuna	acc	0	0		
74329	M	pallīśaraṭakāka--bhāsādiśakuna	pallIsarawakAkaBAsAdisakuna	pallīsaraṭakākabhāsādisakuna	hyph|acc	0	0		
74330		suśakuna	susakuna	susakuna	acc	0	0		
74331	G	śakuná	sakuna	sakuna	acc	0	0		
74332		śākuna	sAkuna	sākuna	acc	0	0		
74333		sarvaśākuna	sarvasAkuna	sarvasākuna	acc	0	0		
74357	I	laḍuna	laquna	laḍuna		0	0		
74406		śayuna	sayuna	sayuna	acc	0	0		
74411	G	śalúna	saluna	saluna	acc	0	0		
74413	G	áśuna	asuna	asuna	acc	0	0		
74414		maśuna	masuna	masuna	acc	0	0		
74415		sitalaśuna	sitalasuna	sitalasuna	acc	0	0		
74416		raktalaśuna	raktalasuna	raktalasuna	acc	0	0		
74417	G	láśuna	lasuna	lasuna	acc	0	0		
74418		saṃkocapiśuna	saMkocapisuna	sankocapisuna	acc	0	0		
74419	S	saṅko--capiśuna	saNkocapisuna	sankocapisuna	hyph|acc	0	0		
74420	M	apiśuna	apisuna	apisuna	acc	0	0		
74421	R	atipiśuna	atipisuna	atipisuna	acc	0	0		
74422	G	píśuna	pisuna	pisuna	acc	0	0		
74423	G	abhíśuna	aBisuna	abhisuna	acc	0	0		
74424		apaiśuna	apEsuna	apaisuna	acc	0	0		
74425	G	paiśuná	pEsuna	paisuna	acc	0	0		
74426	G	śuná	suna	suna	acc	0	0		
74429	M	śvasuna	svasuna	svasuna	acc	0	0		
74439	M	ṣaṭtriṃśa--dūna	zawtriMsadUna	ṣaṭtrinsadūna	hyph|acc	0	0		
74472	M	vaṃśalūna	vaMsalUna	vansalūna	acc	0	0		
74479	M	śamīlūna	samIlUna	samīlūna	acc	0	0		
74485		aśūna	asUna	asūna	acc	0	0		
74486	A	saṃśūna	saMsUna	sansūna	acc	0	0		
74488	S	laśūna	lasUna	lasūna	acc	0	0		
74495	S	visaprasūna	visaprasUna	visaprasūna		0	0		
74497		śilāprasūna	silAprasUna	silāprasūna	acc	0	0		
74498		śrīprasūna	srIprasUna	srīprasūna	acc	0	0		
74503	I	śrutiśṛna	srutisfna	srutisṛna	acc	0	0		
74513	M	nirviśaṅkena	nirvisaNkena	nirvisankena	acc	0	0		
74514	U	sumukhena	sumuKena	sumukhena		0	0		
74517	U	vibhāgena	viBAgena	vibhāgena		0	0		
74524	U	viyogena	viyogena	viyogena		0	0		
74532	U	vyājena	vyAjena	vyājena		0	0		
74533	S	atisajjena	atisajjena	atisajjena		0	0		
74544	U	etena	etena	etena		0	0		
74546	U	vithatena	viTatena	vithatena		0	0		
74547	U	saṃmatena	saMmatena	sammatena		0	0		
74565	U	upamārthena	upamArTena	upamārthena		0	0		
74566	U	paramārthena	paramArTena	paramārthena		0	0		
74567	U	padena	padena	padena		0	0		
74572	G	viśvádhena	visvaDena	visvadhena	acc	0	0		
74575	U	anurodhena	anuroDena	anurodhena		0	0		
74576	R	pratiska--ndhena	pratiskanDena	pratiskandhena	hyph	0	0		
74577	M	śarīra--bandhena	sarIrabanDena	sarīrabandhena	hyph|acc	0	0		
74578	U	prabandhena	prabanDena	prabandhena		0	0		
74579	R	atini--rbandhena	atinirbanDena	atinirbandhena	hyph	0	0		
74585	U	prayojanena	prayojanena	prayojanena		0	0		
74586	I	vanena	vanena	vanena		0	0		
74592	U	anumānena	anumAnena	anumānena		0	0		
74598	U	kṛtsnena	kftsnena	kṛtsnena		0	0		
74601	U	svalpena	svalpena	svalpena		0	0		
74604		śyāmaphena	syAmaPena	syāmaphena	acc	0	0		
74616	U	vilambena	vilambena	vilambena		0	0		
74624	U	udyamena	udyamena	udyamena		0	0		
74625	U	samena	samena	samena		0	0		
74627	U	vāmena	vAmena	vāmena		0	0		
74628	M	paścimena	pascimena	pascimena	acc	0	0		
74630	U	anuloma--vilomena	anulomavilomena	anulomavilomena	hyph	0	0		
74633	M	niścayena	niscayena	niscayena	acc	0	0		
74637	U	samayena	samayena	samayena		0	0		
74639	M	atiśayena	atisayena	atisayena	acc	0	0		
74643	M	śukanal--ikānyāyena	sukanalikAnyAyena	sukanalikānyāyena	hyph|acc	0	0		
74655	U	tenasatyena	tenasatyena	tenasatyena		0	0		
74675	M	ekaikaśyena	ekEkasyena	ekaikasyena	acc	0	0		
74676	G	kṣipraśyená	kziprasyena	kṣiprasyena	acc	0	0		
74677		śyenāśvaśyena	syenAsvasyena	syenāsvasyena	acc	0	0		
74678	G	śyená	syena	syena	acc	0	0		
74681	A	karena	karena	karena		0	0		
74682	M	kuśalena	kusalena	kusalena	acc	0	0		
74689	U	sarvabhāvena	sarvaBAvena	sarvabhāvena		0	0		
74700	R	vipārśvena	vipArsvena	vipārsvena	acc	0	0		
74701	H	ekāṃśena	ekAMsena	ekānsena	acc	0	0		
74702	M	samāṃśena	samAMsena	samānsena	acc	0	0		
74703	M	avakāśena	avakAsena	avakāsena	acc	0	0		
74704	G	iśena	isena	isena	acc	0	0		
74705	G	īśena	Isena	īsena	acc	0	0		
74706	U	ekadeśena	ekadesena	ekadesena	acc	0	0		
74707	U	apadeśena	apadesena	apadesena	acc	0	0		
74708	M	uddeśena	uddesena	uddesena	acc	0	0		
74709	R	anirdeśena	anirdesena	anirdesena	acc	0	0		
74710	S	viśvakśena	visvaksena	visvaksena	acc	0	0		
74711	P	indraṣena	indrazena	indraṣena		0	0		
74712	M	viśeṣena	visezena	viseṣena	acc	0	0		
74713	I	udakṣena	udakzena	udakṣena		0	0		
74729	P	kaliṅgasena	kaliNgasena	kalingasena		0	0		
74736	V	śikhaṇḍi--nyājñasena	siKaRqinyAjYasena	sikhanḍinyājnasena	hyph|acc	0	0		
74737	I	paṭṭasena	pawwasena	paṭṭasena		0	0		
74739		śreṣṭhasena	srezWasena	sreṣṭhasena	acc	0	0		
74742	P	gūḍhasena	gUQasena	gūḍhasena		0	0		
74744	I	dhṛḍhasena	DfQasena	dhṛḍhasena		0	0		
74752	I	śatasena	satasena	satasena	acc	0	0		
74762		śrutasena	srutasena	srutasena	acc	0	0		
74770		śāntasena	sAntasena	sāntasena	acc	0	0		
74773	M	viśva--nāthasena	visvanATasena	visvanāthasena	hyph|acc	0	0		
74774	M	śivānan--dasena	sivAnandasena	sivānandasena	hyph|acc	0	0		
74815		śaṃkarasena	saMkarasena	sankarasena	acc	0	0		
74817		śikharasena	siKarasena	sikharasena	acc	0	0		
74820	I	kandarasena	kandarasena	kandarasena		0	0		
74823		śrīdharasena	srIDarasena	srīdharasena	acc	0	0		
74827	P	indīvarasena	indIvarasena	indīvarasena		0	0		
74828		īśvarasena	Isvarasena	īsvarasena	acc	0	0		
74831	I	surasena	surasena	surasena		0	0		
74852	I	bhūri--ndrasena	BUrindrasena	bhūrindrasena	hyph	0	0		
74865	I	javasena	javasena	javasena		0	0		
74874		aśvasena	asvasena	asvasena	acc	0	0		
74875		sadaśvasena	sadasvasena	sadasvasena	acc	0	0		
74876		viśvasena	visvasena	visvasena	acc	0	0		
74881	M	śivadāsasena	sivadAsasena	sivadāsasena	acc	0	0		
74889	U	māsena	mAsena	māsena		0	0		
74893	U	vyatyāsena	vyatyAsena	vyatyāsena		0	0		
74902		śaktisena	saktisena	saktisena	acc	0	0		
74914	I	bhūrisena	BUrisena	bhūrisena		0	0		
74916	M	śiṅgadha--raṇīsena	siNgaDaraRIsena	singadharanīsena	hyph|acc	0	0		
74918		śrīsena	srIsena	srīsena	acc	0	0		
74929		viśvaksena	visvaksena	visvaksena	acc	0	0		
74931		śatabhiṣaksena	sataBizaksena	satabhiṣaksena	acc	0	0		
74932		aśvayuksena	asvayuksena	asvayuksena	acc	0	0		
74942	I	maina	mEna	maina		0	0		
74944		śyaina	syEna	syaina	acc	0	0		
74945	M	śyenāś--vaśyaina	syenAsvasyEna	syenāsvasyaina	hyph|acc	0	0		
74949	P	mahāgona	mahAgona	mahāgona		0	0		
74952	S	atyantona	atyantona	atyantona		0	0		
74958	A	śatapona	satapona	satapona	acc	0	0		
74964	G	áślona	aslona	aslona	acc	0	0		
74971	U	astamauna	astamOna	astamauna		0	0		
74988		śakna	sakna	sakna	acc	0	0		
74990	G	śvíkna	svikna	svikna	acc	0	0		
74992	V	pratīdar--śaśvaikna	pratIdarsasvEkna	pratīdarsasvaikna	hyph|acc	0	0		
74993	G	śvaíkna	svEkna	svaikna	acc	0	0		
75010	M	niḥśeṣa--bhagna	niHsezaBagna	niḥseṣabhagna	hyph|acc	0	0		
75031	U	nidrāmagna	nidrAmagna	nidrāmagna		0	0		
75034	U	dhyānani--magna	DyAnanimagna	dhyānanimagna	hyph	0	0		
75048	M	mṛtaṅgalagna	mftaNgalagna	mṛtangalagna		0	0		
75057		śubhalagna	suBalagna	subhalagna	acc	0	0		
75068	H	śakrābhi--lagna	sakrABilagna	sakrābhilagna	hyph|acc	0	0		
75130	I	śataghna	sataGna	sataghna	acc	0	0		
75151	U	aśvadaghna	asvadaGna	asvadaghna	acc	0	0		
75172		śramaghna	sramaGna	sramaghna	acc	0	0		
75180		aśmaghna	asmaGna	asmaghna	acc	0	0		
75181		śleṣmaghna	slezmaGna	sleṣmaghna	acc	0	0		
75187		viśalyaghna	visalyaGna	visalyaghna	acc	0	0		
75188	M	vaiśyaghna	vEsyaGna	vaisyaghna	acc	0	0		
75190		śambaraghna	sambaraGna	sambaraghna	acc	0	0		
75193	M	śiśiraghna	sisiraGna	sisiraghna	acc	0	0		
75204		śūdraghna	sUdraGna	sūdraghna	acc	0	0		
75211		śūlaghna	sUlaGna	sūlaghna	acc	0	0		
75215		aśvaghna	asvaGna	asvaghna	acc	0	0		
75216	G	āśvaghná	AsvaGna	āsvaghna	acc	0	0		
75217		śaśaghna	sasaGna	sasaghna	acc	0	0		
75218		keśaghna	kesaGna	kesaghna	acc	0	0		
75264	P	havighna	haviGna	havighna		0	0		
75273		aśmarīghna	asmarIGna	asmarīghna	acc	0	0		
75287		śatrughna	satruGna	satrughna	acc	0	0		
75288	M	nitya--śatrughna	nityasatruGna	nityasatrughna	hyph|acc	0	0		
75292		paśughna	pasuGna	pasughna	acc	0	0		
75293	M	vṛthā--paśughna	vfTApasuGna	vṛthāpasughna	hyph|acc	0	0		
75307		yaśoghna	yasoGna	yasoghna	acc	0	0		
75308		arśoghna	arsoGna	arsoghna	acc	0	0		
75342	M	śithi--laprayatna	siTilaprayatna	sithilaprayatna	hyph|acc	0	0		
75371	M	parameśva--rapañcaratna	paramesvarapaYcaratna	paramesvarapancaratna	hyph|acc	0	0		
75372	M	śrutisāra--pañcaratna	srutisArapaYcaratna	srutisārapancaratna	hyph|acc	0	0		
75373	M	śivapa--ñcaratna	sivapaYcaratna	sivapancaratna	hyph|acc	0	0		
75388		śoṇaratna	soRaratna	sonaratna	acc	0	0		
75396	M	prāyaści--ttaratna	prAyascittaratna	prāyascittaratna	hyph|acc	0	0		
75403	G	śabdārtha--ratna	sabdArTaratna	sabdārtharatna	hyph|acc	0	0		
75404		śabdaratna	sabdaratna	sabdaratna	acc	0	0		
75405	M	nānārtha--śabdaratna	nAnArTasabdaratna	nānārthasabdaratna	hyph|acc	0	0		
75406		laghuśa--bdaratna	laGusabdaratna	laghusabdaratna	hyph|acc	0	0		
75408	M	śrāddharatna	srAdDaratna	srāddharatna	acc	0	0		
75410	M	śivārca--naratna	sivArcanaratna	sivārcanaratna	hyph|acc	0	0		
75422		śakrābhi--lagnaratna	sakrABilagnaratna	sakrābhilagnaratna	hyph|acc	0	0		
75424		praśnaratna	prasnaratna	prasnaratna	acc	0	0		
75426	H	śubharatna	suBaratna	subharatna	acc	0	0		
75427		śrīgarbharatna	srIgarBaratna	srīgarbharatna	acc	0	0		
75437		śāmbalāmbā--varmaratna	sAmbalAmbAvarmaratna	sāmbalāmbāvarmaratna	hyph|acc	0	0		
75438	M	saubhāgyala--kṣmītantreśyāma--lāmbāvarmaratna	sOBAgyalakzmItantresyAmalAmbAvarmaratna	saubhāgyalakṣmītantresyāmalāmbāvarmaratna	hyph|acc	0	0		
75458	M	śarīraratna	sarIraratna	sarīraratna	acc	0	0		
75471	M	śyāmalāna--varatna	syAmalAnavaratna	syāmalānavaratna	hyph|acc	0	0		
75474	P	dhruvaratna	Druvaratna	dhruvaratna		0	0		
75477	M	aśvaratna	asvaratna	asvaratna	acc	0	0		
75495		śyāmāratna	syAmAratna	syāmāratna	acc	0	0		
75502		niśāratna	nisAratna	nisāratna	acc	0	0		
75505	M	śiśu--rakṣāratna	sisurakzAratna	sisurakṣāratna	hyph|acc	0	0		
75516		śitiratna	sitiratna	sitiratna	acc	0	0		
75522		śāntiratna	sAntiratna	sāntiratna	acc	0	0		
75523	M	śāstrajala--dhiratna	sAstrajalaDiratna	sāstrajaladhiratna	hyph|acc	0	0		
75525	M	vedāntaśā--strāmbudhiratna	vedAntasAstrAmbuDiratna	vedāntasāstrāmbudhiratna	hyph|acc	0	0		
75526	M	śuddhiratna	sudDiratna	suddhiratna	acc	0	0		
75542	G	sudhā--ṃśuratna	suDAMsuratna	sudhānsuratna	hyph|acc	0	0		
75543	I	vasuratna	vasuratna	vasuratna		0	0		
75548	G	śiroratna	siroratna	siroratna	acc	0	0		
75558	G	śvítna	svitna	svitna	acc	0	0		
75559	M	śvitna	svitna	svitna	acc	0	0		
75573	S	pralambadhna	pralambaDna	pralambadhna		0	0		
75575		śatabradhna	satabraDna	satabradhna	acc	0	0		
75583		śītabudhna	sItabuDna	sītabudhna	acc	0	0		
75585	M	aśvaśa--phabudhna	asvasaPabuDna	asvasaphabudhna	hyph|acc	0	0		
75590	G	áśvabudhna	asvabuDna	asvabudhna	acc	0	0		
75606		paṭṭikālodhna	pawwikAloDna	paṭṭikālodhna		0	0		
75607		paṭṭilodhna	pawwiloDna	paṭṭilodhna		0	0		
75623	N	unmattave--śaprachanna	unmattavesapraCanna	unmattavesaprachanna	hyph|acc	0	0		
75643	M	dharmaśāṭa--praticchanna	DarmasAwapraticCanna	dharmasāṭapraticchanna	hyph|acc	0	0		
75654	S	sattvasa--ntanna	sattvasantanna	sattvasantanna	hyph	0	0		
75669		śrutavṛtto--papanna	srutavfttopapanna	srutavṛttopapanna	hyph|acc	0	0		
75671	M	śailava--nopapanna	sElavanopapanna	sailavanopapanna	hyph|acc	0	0		
75691		śaraṇāpanna	saraRApanna	saranāpanna	acc	0	0		
75697	M	saṃśayāpanna	saMsayApanna	sansayāpanna	acc	0	0		
75704	M	daśāpanna	dasApanna	dasāpanna	acc	0	0		
75710	M	viśvāsa--pratipanna	visvAsapratipanna	visvāsapratipanna	hyph|acc	0	0		
75713	M	śrutivi--pratipanna	srutivipratipanna	srutivipratipanna	hyph|acc	0	0		
75760		vidyāśruta--saṃpanna	vidyAsrutasaMpanna	vidyāsrutasampanna	hyph|acc	0	0		
75761	M	vidyāśruta--sampanna	vidyAsrutasampanna	vidyāsrutasampanna	hyph|acc	0	0		
75764	M	śrutādhyaya--nasampanna	srutADyayanasampanna	srutādhyayanasampanna	hyph|acc	0	0		
75765	M	samyagdarśa--nasampanna	samyagdarsanasampanna	samyagdarsanasampanna	hyph|acc	0	0		
75766	U	jñānasa--mpanna	jYAnasampanna	jnānasampanna	hyph	0	0		
75773		śrutaśīlopa--saṃpanna	srutasIlopasaMpanna	srutasīlopasampanna	hyph|acc	0	0		
75774	M	śrutaśīlopa--sampanna	srutasIlopasampanna	srutasīlopasampanna	hyph|acc	0	0		
75775	M	śīlopa--sampanna	sIlopasampanna	sīlopasampanna	hyph|acc	0	0		
75784	M	vedaśā--strasampanna	vedasAstrasampanna	vedasāstrasampanna	hyph|acc	0	0		
75786		śrutaśīla--saṃpanna	srutasIlasaMpanna	srutasīlasampanna	hyph|acc	0	0		
75787	M	śrutaśīla--sampanna	srutasIlasampanna	srutasīlasampanna	hyph|acc	0	0		
75788	M	śīlasampanna	sIlasampanna	sīlasampanna	acc	0	0		
75807	S	samāṃpanna	samAMpanna	samāmpanna		0	0		
75817		śālyanna	sAlyanna	sālyanna	acc	0	0		
75830	M	haviṣyaśanna	havizyasanna	haviṣyasanna	acc	0	0		
75831	M	pariśanna	parisanna	parisanna	acc	0	0		
75854		pārśvāsanna	pArsvAsanna	pārsvāsanna	acc	0	0		
75855	M	nirāśāsanna	nirAsAsanna	nirāsāsanna	acc	0	0		
75868	M	śuṣkānna	suzkAnna	suṣkānna	acc	0	0		
75898	S	dvissvi--nnānna	dvissvinnAnna	dvissvinnānna	hyph	0	0		
75912	S	suprarānna	suprarAnna	suprarānna		0	0		
75918		śūdrānna	sUdrAnna	sūdrānna	acc	0	0		
75919	M	sekamiśrānna	sekamisrAnna	sekamisrānna	acc	0	0		
75924	G	śavānná	savAnna	savānna	acc	0	0		
75927		viśvānna	visvAnna	visvānna	acc	0	0		
75928		śmaśānna	smasAnna	smasānna	acc	0	0		
75929	G	vaśā́nna	vasAnna	vasānna	acc	0	0		
75933		saśeṣānna	sasezAnna	saseṣānna	acc	0	0		
75934	M	śeṣānna	sezAnna	seṣānna	acc	0	0		
75942	M	śramakhinna	sramaKinna	sramakhinna	acc	0	0		
75964	M	vyavava--cchinna	vyavavacCinna	vyavavacchinna	hyph	0	0		
75966		śīrṣacchinna	sIrzacCinna	sīrṣacchinna	acc	0	0		
75982	U	paraśu--cchinna	parasucCinna	parasucchinna	hyph|acc	0	0		
75985		sadyaśchinna	sadyasCinna	sadyaschinna	acc	0	0		
75986		duśchinna	dusCinna	duschinna	acc	0	0		
75995	G	śaṅkhabhinná	saNKaBinna	sankhabhinna	acc	0	0		
76013	U	aṭṭahāsa--bhinna	awwahAsaBinna	aṭṭahāsabhinna	hyph	0	0		
76017	R	ābhinna	ABinna	ābhinna		0	0		
76030	M	āśāvibhinna	AsAviBinna	āsāvibhinna	acc	0	0		
76063		viśvavinna	visvavinna	visvavinna	acc	0	0		
76064	G	áviśvavinna	avisvavinna	avisvavinna	acc	0	0		
76074	M	śrīgunna	srIgunna	srīgunna	acc	0	0		
76113	I	aryamna	aryamna	aryamna		0	0		
76124		dhṛṣṭadmumna	Dfzwadmumna	dhṛṣṭadmumna		0	0		
76127	N	dhārṣṭha--dyumna	DArzWadyumna	dhārṣṭhadyumna	hyph	0	0		
76129	G	śatádyumna	satadyumna	satadyumna	acc	0	0		
76137	G	pā́śadyumna	pAsadyumna	pāsadyumna	acc	0	0		
76146	I	dṛḍhadhyumna	dfQaDyumna	dṛḍhadhyumna		0	0		
76157	M	oṣadhihomna	ozaDihomna	oṣadhihomna		0	0		
76160	G	áśna	asna	asna	acc	0	0		
76161		apraśna	aprasna	aprasna	acc	0	0		
76162		vācikapraśna	vAcikaprasna	vācikaprasna	acc	0	0		
76163	M	śākunika--praśna	sAkunikaprasna	sākunikaprasna	hyph|acc	0	0		
76164	M	vārṣi--kapraśna	vArzikaprasna	vārṣikaprasna	hyph|acc	0	0		
76165	M	mūkapraśna	mUkaprasna	mūkaprasna	acc	0	0		
76166		sukhapraśna	suKaprasna	sukhaprasna	acc	0	0		
76167	M	naṣṭapraśna	nazwaprasna	naṣṭaprasna	acc	0	0		
76168	M	bādarāya--ṇapraśna	bAdarAyaRaprasna	bādarāyanaprasna	hyph|acc	0	0		
76169	M	svāgata--praśna	svAgataprasna	svāgataprasna	hyph|acc	0	0		
76170	M	śrautapraśna	srOtaprasna	srautaprasna	acc	0	0		
76171	M	milinda--praśna	milindaprasna	milindaprasna	hyph|acc	0	0		
76172		āpapraśna	Apaprasna	āpaprasna	acc	0	0		
76173		rūpapraśna	rUpaprasna	rūpaprasna	acc	0	0		
