key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml	in_master
vinodaradi	vinodaradi	vinodaradi	vinodaradi	grade	23917	330-3	SCH-grade-12427_cases.xml	0
vinyAsIkfta	vinya1si1kr2ta	vinyāsīkṛta	vinyāsīkṛta	grade	23920	330-3	SCH-grade-12427_cases.xml	0
vipaNka	vipan3ka	vipaṅka	vipanka	grade	23923	330-3	SCH-grade-12427_cases.xml	0
vipaYcana	vipan5cana	vipañcana	vipancana	grade	23924	330-3	SCH-grade-12427_cases.xml	0
vipaRiramaRI	vipan2iraman2i1	vipaṇiramaṇī	vipaniramanī	grade	23928	330-3	SCH-grade-12427_cases.xml	0
viparivartin	viparivartin	viparivartin	viparivartin	grade	23934	330-3	SCH-grade-12427_cases.xml	0
viparItabanDa	vipari1tabandha	viparītabandha	viparītabandha	grade	23935	330-3	SCH-grade-12427_cases.xml	0
viparItarUpa	vipari1taru1pa	viparītarūpa	viparītarūpa	grade	23936	330-3	SCH-grade-12427_cases.xml	0
viparyasti	viparyasti	viparyasti	viparyasti	grade	23938	330-3	SCH-grade-12427_cases.xml	0
viparyAsana	viparya1sana	viparyāsana	viparyāsana	grade	23939	330-3	SCH-grade-12427_cases.xml	0
vipallava	vipallava	vipallava	vipallava	grade	23940	330-3	SCH-grade-12427_cases.xml	0
vipAkaBUman	vipa1kabhu1man	vipākabhūman	vipākabhūman	grade	23942	330-3	SCH-grade-12427_cases.xml	0
vipuladfS	vipuladr2s4	vipuladṛś	vipuladṛś	grade	23946	331-1	SCH-grade-12427_cases.xml	0
vipulekzaRA	vipuleks2an2a1	vipulekṣaṇā	vipulekṣanā	grade	23948	331-1	SCH-grade-12427_cases.xml	0
vipUraRa	vipu1ran2a	vipūraṇa	vipūrana	grade	23951	331-1	SCH-grade-12427_cases.xml	0
vipfcCA	vipr2ccha1	vipṛcchā	vipṛcchā	grade	23952	331-1	SCH-grade-12427_cases.xml	0
viprakartar	viprakartar	viprakartar	viprakartar	grade	23954	331-1	SCH-grade-12427_cases.xml	0
viprakArzin	vipraka1rs2in	viprakārṣin	viprakārṣin	grade	23955	331-1	SCH-grade-12427_cases.xml	0
viprakfzwataH	viprakr2s2t2atah2	viprakṛṣṭataḥ	viprakṛṣṭata	grade	23956	331-1	SCH-grade-12427_cases.xml	0
vipratika	vipratika	vipratika	vipratika	grade	23958	331-1	SCH-grade-12427_cases.xml	0
vipramoza	vipramos2a	vipramoṣa	vipramoṣa	grade	23964	331-1	SCH-grade-12427_cases.xml	0
viprasUna	viprasu1na	viprasūna	viprasūna	grade	23970	331-2	SCH-grade-12427_cases.xml	0
viprARa	vipra1n2a	viprāṇa	viprāna	grade	23971	331-2	SCH-grade-12427_cases.xml	0
viprARAnta	vipra1n2a1nta	viprāṇānta	viprānānta	grade	23972	331-2	SCH-grade-12427_cases.xml	0
viprIti	vipri1ti	viprīti	viprīti	grade	23973	331-2	SCH-grade-12427_cases.xml	0
viplutabanDa	viplutabandha	viplutabandha	viplutabandha	grade	23978	331-2	SCH-grade-12427_cases.xml	0
vibuDaDunI	vibudhadhuni1	vibudhadhunī	vibudhadhunī	grade	23983	331-2	SCH-grade-12427_cases.xml	0
viBaktapitfdravya	vibhaktapitr2dravya	vibhaktapitṛdravya	vibhaktapitṛdravya	grade	23985	331-2	SCH-grade-12427_cases.xml	0
viBAvarIjala	vibha1vari1jala	vibhāvarījala	vibhāvarījala	grade	23993	331-2	SCH-grade-12427_cases.xml	0
viBAvitatA	vibha1vitata1	vibhāvitatā	vibhāvitatā	grade	23994	331-2	SCH-grade-12427_cases.xml	0
viBuj	vibhuj	vibhuj	vibhuj	grade	23998	331-3	SCH-grade-12427_cases.xml	0
viBrazwatA	vibhras2t2ata1	vibhraṣṭatā	vibhraṣṭatā	grade	24005	331-3	SCH-grade-12427_cases.xml	0
vimadIBU	vimadi1bhu1	vimadībhū	vimadībhū	grade	24008	331-3	SCH-grade-12427_cases.xml	0
vimanIBU	vimani1bhu1	vimanībhū	vimanībhū	grade	24013	331-3	SCH-grade-12427_cases.xml	0
vimardasaha	vimardasaha	vimardasaha	vimardasaha	grade	24015	331-3	SCH-grade-12427_cases.xml	0
vimarditaka	vimarditaka	vimarditaka	vimarditaka	grade	24016	331-3	SCH-grade-12427_cases.xml	0
vimAnanI	vima1nani1	vimānanī	vimānanī	grade	24023	331-3	SCH-grade-12427_cases.xml	0
vimuRqA	vimun2d2a1	vimuṇḍā	vimunḍā	grade	24026	332-1	SCH-grade-12427_cases.xml	0
viyadApagA	viyada1paga1	viyadāpagā	viyadāpagā	grade	24031	332-1	SCH-grade-12427_cases.xml	0
viyadgAmin	viyadga1min	viyadgāmin	viyadgāmin	grade	24032	332-1	SCH-grade-12427_cases.xml	0
viyadvihAriRI	viyadviha1rin2i1	viyadvihāriṇī	viyadvihārinī	grade	24033	332-1	SCH-grade-12427_cases.xml	0
viyutabanDa	viyutabandha	viyutabandha	viyutabandha	grade	24037	332-1	SCH-grade-12427_cases.xml	0
virantar	virantar	virantar	virantar	grade	24041	332-1	SCH-grade-12427_cases.xml	0
viralIkaraRa	virali1karan2a	viralīkaraṇa	viralīkarana	grade	24043	332-1	SCH-grade-12427_cases.xml	0
viralIBU	virali1bhu1	viralībhū	viralībhū	grade	24044	332-1	SCH-grade-12427_cases.xml	0
virasAla	virasa1la	virasāla	virasāla	grade	24046	332-1	SCH-grade-12427_cases.xml	0
virahaka	virahaka	virahaka	virahaka	grade	24049	332-1	SCH-grade-12427_cases.xml	0
virahitA	virahita1	virahitā	virahitā	grade	24050	332-1	SCH-grade-12427_cases.xml	0
virAgatva	vira1gatva	virāgatva	virāgatva	grade	24052	332-2	SCH-grade-12427_cases.xml	0
virAmavant	vira1mavant	virāmavant	virāmavant	grade	24058	332-2	SCH-grade-12427_cases.xml	0
virAsana	vira1sana	virāsana	virāsana	grade	24059	332-2	SCH-grade-12427_cases.xml	0
virukza	viruks2a	virukṣa	virukṣa	grade	24060	332-2	SCH-grade-12427_cases.xml	0
virudDacarita	viruddhacarita	viruddhacarita	viruddhacarita	grade	24062	332-2	SCH-grade-12427_cases.xml	0
virUpavant	viru1pavant	virūpavant	virūpavant	grade	24067	332-2	SCH-grade-12427_cases.xml	0
vireya	vireya	vireya	vireya	grade	24069	332-2	SCH-grade-12427_cases.xml	0
viroca	viroca	viroca	viroca	grade	24070	332-2	SCH-grade-12427_cases.xml	0
vilakzmIkfta	vilaks2mi1kr2ta	vilakṣmīkṛta	vilakṣmīkṛta	grade	24074	332-2	SCH-grade-12427_cases.xml	0
vilaNga	vilan3ga	vilaṅga	vilanga	grade	24075	332-2	SCH-grade-12427_cases.xml	0
vilayakAritA	vilayaka1rita1	vilayakāritā	vilayakāritā	grade	24078	332-3	SCH-grade-12427_cases.xml	0
vilayakArin	vilayaka1rin	vilayakārin	vilayakārin	grade	24079	332-3	SCH-grade-12427_cases.xml	0
vilavaRa	vilavan2a	vilavaṇa	vilavana	grade	24080	332-3	SCH-grade-12427_cases.xml	0
vilasIkf	vilasi1kr2	vilasīkṛ	vilasīkṛ	grade	24082	332-3	SCH-grade-12427_cases.xml	0
vilAyaM	[°vila1yam2	vilāyaṃ	vilāyam	grade	24084	332-3	SCH-grade-12427_cases.xml	0
vilAsahaMsa	vila1saham2sa	vilāsahaṃsa	vilāsahansa	grade	24087	332-3	SCH-grade-12427_cases.xml	0
vilAsAcala	vila1sa1cala	vilāsācala	vilāsācala	grade	24088	332-3	SCH-grade-12427_cases.xml	0
vilAsijana	vila1sijana	vilāsijana	vilāsijana	grade	24089	332-3	SCH-grade-12427_cases.xml	0
vilAsinIlocanakajjala	Vila1sini1locanakajjala	vilāsinīlocanakajjala	vilāsinīlocanakajjala	grade	24091	332-3	SCH-grade-12427_cases.xml	0
vilAsinIharidrA	vila1sini1haridra1	vilāsinīharidrā	vilāsinīharidrā	grade	24092	332-3	SCH-grade-12427_cases.xml	0
vilInANga	vili1na1n3ga	vilīnāṅga	vilīnānga	grade	24093	332-3	SCH-grade-12427_cases.xml	0
vilokayant	vilokayant	vilokayant	vilokayant	grade	24097	332-3	SCH-grade-12427_cases.xml	0
vilocanAmBas	vilocana1mbhas	vilocanāmbhas	vilocanāmbhas	grade	24098	332-3	SCH-grade-12427_cases.xml	0
vilopakatva	vilopakatva	vilopakatva	vilopakatva	grade	24100	332-3	SCH-grade-12427_cases.xml	0
vilolacakzus	vilolacaks2us	vilolacakṣus	vilolacakṣus	grade	24103	332-3	SCH-grade-12427_cases.xml	0
viloladfzwi	viloladr2s2t2i	viloladṛṣṭi	viloladṛṣṭi	grade	24105	332-3	SCH-grade-12427_cases.xml	0
vivadizA	vivadis2a1	vivadiṣā	vivadiṣā	grade	24108	333-1	SCH-grade-12427_cases.xml	0
vivarIkfta	vivari1kr2ta	vivarīkṛta	vivarīkṛta	grade	24111	333-1	SCH-grade-12427_cases.xml	0
vivalanA	vivalana1	vivalanā	vivalanā	grade	24118	333-1	SCH-grade-12427_cases.xml	0
vivalgana	vivalgana	vivalgana	vivalgana	grade	24119	333-1	SCH-grade-12427_cases.xml	0
vivaSa	vivas4a	vivaśa	vivaśa	grade	24120	333-1	SCH-grade-12427_cases.xml	0
vivaSayati	vivas4ay(ati)	vivaśayati	vivaśayati	grade	24121	333-1	SCH-grade-12427_cases.xml	0
viviDAtmaka	vividha1tmaka	vividhātmaka	vividhātmaka	grade	24126	333-1	SCH-grade-12427_cases.xml	0
viviSvant	vivis4vant	viviśvant	viviśvant	grade	24127	333-1	SCH-grade-12427_cases.xml	0
vivezwana	vives2t2ana	viveṣṭana	viveṣṭana	grade	24131	333-2	SCH-grade-12427_cases.xml	0
vivraRayizo	vivran2ayis2o	vivraṇayiṣo	vivranayiṣo	grade	24132	333-2	SCH-grade-12427_cases.xml	0
vivvokinI	vivvokini1	vivvokinī	vivvokinī	grade	24133	333-2	SCH-grade-12427_cases.xml	0
viS	vis4	viś	viś	grade	24134	333-2	SCH-grade-12427_cases.xml	0
viSaMsana	vis4am2sana	viśaṃsana	viśansana	grade	24135	333-2	SCH-grade-12427_cases.xml	0
viSaprasUna	[°vis4aprasu1na	viśaprasūna	viśaprasūna	grade	24136	333-2	SCH-grade-12427_cases.xml	0
viSara	vis4ara	viśara	viśara	grade	24137	333-2	SCH-grade-12427_cases.xml	0
viSAla	Vis4a1la	viśāla	viśāla	grade	24142	333-2	SCH-grade-12427_cases.xml	0
viSAlanayanA	vis4a1lanayana1	viśālanayanā	viśālanayanā	grade	24143	333-2	SCH-grade-12427_cases.xml	0
viSAlAkza	Vis4a1la1ks2a	viśālākṣa	viśālākṣa	grade	24144	333-2	SCH-grade-12427_cases.xml	0
viSiKavftti	vis4ikhavr2tti	viśikhavṛtti	viśikhavṛtti	grade	24145	333-2	SCH-grade-12427_cases.xml	0
viSiKAsana	vis4ikha1sana	viśikhāsana	viśikhāsana	grade	24146	333-2	SCH-grade-12427_cases.xml	0
viSizwaka	vis4is2t2aka	viśiṣṭaka	viśiṣṭaka	grade	24147	333-2	SCH-grade-12427_cases.xml	0
viSizwi	vis4is2t2i	viśiṣṭi	viśiṣṭi	grade	24148	333-2	SCH-grade-12427_cases.xml	0
viSIlatA	[vis4i1lata1]	viśīlatā	viśīlatā	grade	24149	333-2	SCH-grade-12427_cases.xml	0
viSfNKalIBU	vis4r2n3khali1bhu1	viśṛṅkhalībhū	viśṛnkhalībhū	grade	24151	333-2	SCH-grade-12427_cases.xml	0
viSezadfSya	vis4es2adr2s4ya	viśeṣadṛśya	viśeṣadṛśya	grade	24153	333-2	SCH-grade-12427_cases.xml	0
viSopaka	vis4opaka	viśopaka	viśopaka	grade	24156	333-2	SCH-grade-12427_cases.xml	0
viSramBin	vis4rambhin	viśrambhin	viśrambhin	grade	24160	333-3	SCH-grade-12427_cases.xml	0
viSrARa	vis4ra1n2a	viśrāṇa	viśrāna	grade	24161	333-3	SCH-grade-12427_cases.xml	0
viSrARaka	vis4ra1n2aka	viśrāṇaka	viśrānaka	grade	24162	333-3	SCH-grade-12427_cases.xml	0
viSrARita	vis4ra1n2ita	viśrāṇita	viśrānita	grade	24163	333-3	SCH-grade-12427_cases.xml	0
viSrAmaDAman	vis4ra1madha1man	viśrāmadhāman	viśrāmadhāman	grade	24165	333-3	SCH-grade-12427_cases.xml	0
viSrAmavizwara	vis4ra1mavis2t2ara	viśrāmaviṣṭara	viśrāmaviṣṭara	grade	24166	333-3	SCH-grade-12427_cases.xml	0
viSrAmin	vis4ra1min	viśrāmin	viśrāmin	grade	24167	333-3	SCH-grade-12427_cases.xml	0
viSrutatA	vis4rutata1	viśrutatā	viśrutatā	grade	24169	333-3	SCH-grade-12427_cases.xml	0
viSrutatva	vis4rutatva	viśrutatva	viśrutatva	grade	24170	333-3	SCH-grade-12427_cases.xml	0
viSvakadrU	vis4vakadru1	viśvakadrū	viśvakadrū	grade	24172	333-3	SCH-grade-12427_cases.xml	0
viSvadyuti	vis4vadyuti	viśvadyuti	viśvadyuti	grade	24173	333-3	SCH-grade-12427_cases.xml	0
viSvadruh	vis4vadruh	viśvadruh	viśvadruh	grade	24174	333-3	SCH-grade-12427_cases.xml	0
viSvaBUti	Vis4vabhu1ti	viśvabhūti	viśvabhūti	grade	24176	333-3	SCH-grade-12427_cases.xml	0
viSvaMBaratA	vis4vam2bharata1	viśvaṃbharatā	viśvambharatā	grade	24177	333-3	SCH-grade-12427_cases.xml	0
viSvaMBarADara	vis4vam2bhara1dhara	viśvaṃbharādhara	viśvambharādhara	grade	24178	333-3	SCH-grade-12427_cases.xml	0
viSvaMBarApati	vis4vam2bhara1pati	viśvaṃbharāpati	viśvambharāpati	grade	24179	333-3	SCH-grade-12427_cases.xml	0
viSvaMBarABft	vis4vam2bhara1bhr2t	viśvaṃbharābhṛt	viśvambharābhṛt	grade	24180	333-3	SCH-grade-12427_cases.xml	0
viSvaMBareSa	vis4vam2bhares4a	viśvaṃbhareśa	viśvambhareśa	grade	24182	333-3	SCH-grade-12427_cases.xml	0
viSvaMBareSvara	vis4vam2bhares4vara	viśvaṃbhareśvara	viśvambhareśvara	grade	24183	333-3	SCH-grade-12427_cases.xml	0
viSvarUpa	Vis4varu1pa	viśvarūpa	viśvarūpa	grade	24184	333-3	SCH-grade-12427_cases.xml	0
viSvala	Vis4vala	viśvala	viśvala	grade	24185	333-3	SCH-grade-12427_cases.xml	0
viSvastAtva	vis4vasta1tva	viśvastātva	viśvastātva	grade	24186	334-1	SCH-grade-12427_cases.xml	0
viSvAkAra	vis4va1ka1ra	viśvākāra	viśvākāra	grade	24187	334-1	SCH-grade-12427_cases.xml	0
viSvAkfti	vis4va1kr2ti	viśvākṛti	viśvākṛti	grade	24188	334-1	SCH-grade-12427_cases.xml	0
viSvAnuloma	Vis4va1nuloma	viśvānuloma	viśvānuloma	grade	24189	334-1	SCH-grade-12427_cases.xml	0
viSvApin	vis4va1pin	viśvāpin	viśvāpin	grade	24190	334-1	SCH-grade-12427_cases.xml	0
viSvAvaloka	Vis4va1valoka	viśvāvaloka	viśvāvaloka	grade	24192	334-1	SCH-grade-12427_cases.xml	0
viSvAvasu	Vis4va1vasu	viśvāvasu	viśvāvasu	grade	24193	334-1	SCH-grade-12427_cases.xml	0
viSvAsa	vis4va1sa	viśvāsa	viśvāsa	grade	24194	334-1	SCH-grade-12427_cases.xml	0
viSvAsagamana	vis4va1sagamana	viśvāsagamana	viśvāsagamana	grade	24195	334-1	SCH-grade-12427_cases.xml	0
viSvAsaGAtaka	Vis4va1sagha1taka	viśvāsaghātaka	viśvāsaghātaka	grade	24196	334-1	SCH-grade-12427_cases.xml	0
viSvAsaGAtin	vis4va1sagha1tin	viśvāsaghātin	viśvāsaghātin	grade	24197	334-1	SCH-grade-12427_cases.xml	0
vizagrAha	vis2agra1ha	viṣagrāha	viṣagrāha	grade	24203	334-1	SCH-grade-12427_cases.xml	0
vizaDaradamana	vis2adharadamana	viṣadharadamana	viṣadharadamana	grade	24205	334-1	SCH-grade-12427_cases.xml	0
vizamakara	vis2amakara	viṣamakara	viṣamakara	grade	24207	334-1	SCH-grade-12427_cases.xml	0
vizamakusumaviSiKa	vis2amakusumavis4ikha	viṣamakusumaviśikha	viṣamakusumaviśikha	grade	24208	334-1	SCH-grade-12427_cases.xml	0
vizamaruci	vis2amaruci	viṣamaruci	viṣamaruci	grade	24215	334-2	SCH-grade-12427_cases.xml	0
vizamaroci	vis2amaroci	viṣamaroci	viṣamaroci	grade	24216	334-2	SCH-grade-12427_cases.xml	0
vizamalocana	vis2amalocana	viṣamalocana	viṣamalocana	grade	24217	334-2	SCH-grade-12427_cases.xml	0
vizamASva	vis2ama1s4va	viṣamāśva	viṣamāśva	grade	24220	334-2	SCH-grade-12427_cases.xml	0
vizayajuz	vis2ayajus2	viṣayajuṣ	viṣayajuṣ	grade	24222	334-2	SCH-grade-12427_cases.xml	0
vizayatAqita	vis2ayata1d2ita	viṣayatāḍita	viṣayatāḍita	grade	24223	334-2	SCH-grade-12427_cases.xml	0
vizwarIkfta	vis2t2ari1kr2ta	viṣṭarīkṛta	viṣṭarīkṛta	grade	24233	334-2	SCH-grade-12427_cases.xml	0
vizwikarmakara	vis2t2ikarmakara	viṣṭikarmakara	viṣṭikarmakara	grade	24235	334-2	SCH-grade-12427_cases.xml	0
vizRutaru	vis2n2utaru	viṣṇutaru	viṣnutaru	grade	24237	334-2	SCH-grade-12427_cases.xml	0
vizPArIkfta	vis2pha1ri1kr2ta	viṣphārīkṛta	viṣphārīkṛta	grade	24239	334-3	SCH-grade-12427_cases.xml	0
visaMviDa	visam2vidha	visaṃvidha	visanvidha	grade	24246	334-3	SCH-grade-12427_cases.xml	0
visaMsTA	visam2stha1	visaṃsthā	visansthā	grade	24247	334-3	SCH-grade-12427_cases.xml	0
visaMBrama	visam2bhrama	visaṃbhrama	visambhrama	grade	24250	334-3	SCH-grade-12427_cases.xml	0
visaras	visaras	visaras	visaras	grade	24252	334-3	SCH-grade-12427_cases.xml	0
visADvasa	visa1dhvasa	visādhvasa	visādhvasa	grade	24256	334-3	SCH-grade-12427_cases.xml	0
visfzwapezwa	visr2s2t2apes2t2a	visṛṣṭapeṣṭa	visṛṣṭapeṣṭa	grade	24262	334-3	SCH-grade-12427_cases.xml	0
vistAravant	vista1ravant	vistāravant	vistāravant	grade	24268	335-1	SCH-grade-12427_cases.xml	0
visPowavant	visphot2avant	visphoṭavant	visphoṭavant	grade	24280	335-1	SCH-grade-12427_cases.xml	0
vismayalatA	Vismayalata1	vismayalatā	vismayalatā	grade	24282	335-1	SCH-grade-12427_cases.xml	0
vismAyin	visma1yin	vismāyin	vismāyin	grade	24284	335-1	SCH-grade-12427_cases.xml	0
visramBaRIyatA	visrambhan2i1yata1	visrambhaṇīyatā	visrambhanīyatā	grade	24289	335-1	SCH-grade-12427_cases.xml	0
visrAvin	visra1vin	visrāvin	visrāvin	grade	24293	335-1	SCH-grade-12427_cases.xml	0
visvAdutA	visva1duta1	visvādutā	visvādutā	grade	24294	335-2	SCH-grade-12427_cases.xml	0
vihaMgI	viham2gi1	vihaṃgī	vihangī	grade	24296	335-2	SCH-grade-12427_cases.xml	0
vihastamanas	vihastamanas	vihastamanas	vihastamanas	grade	24299	335-2	SCH-grade-12427_cases.xml	0
vihastay	vihastay	vihastay	vihastay	grade	24300	335-2	SCH-grade-12427_cases.xml	0
vihAyaka	viha1yaka	vihāyaka	vihāyaka	grade	24302	335-2	SCH-grade-12427_cases.xml	0
vihAyaScara	viha1yas4cara	vihāyaścara	vihāyaścara	grade	24303	335-2	SCH-grade-12427_cases.xml	0
vihAyoga	viha1yoga	vihāyoga	vihāyoga	grade	24305	335-2	SCH-grade-12427_cases.xml	0
vihAyogama	viha1yogama	vihāyogama	vihāyogama	grade	24306	335-2	SCH-grade-12427_cases.xml	0
vihAyovihAra	viha1yoviha1ra	vihāyovihāra	vihāyovihāra	grade	24307	335-2	SCH-grade-12427_cases.xml	0
vihAradAsa	viha1rada1sa	vihāradāsa	vihāradāsa	grade	24309	335-2	SCH-grade-12427_cases.xml	0
vihAradevI	viha1radevi1	vihāradevī	vihāradevī	grade	24310	335-2	SCH-grade-12427_cases.xml	0
vihAraDarA	viha1radhara1	vihāradharā	vihāradharā	grade	24311	335-2	SCH-grade-12427_cases.xml	0
vihArapakzin	viha1rapaks2in	vihārapakṣin	vihārapakṣin	grade	24312	335-2	SCH-grade-12427_cases.xml	0
vihAraBAj	viha1rabha1j	vihārabhāj	vihārabhāj	grade	24313	335-2	SCH-grade-12427_cases.xml	0
vihAravApikA	viha1rava1pika1	vihāravāpikā	vihāravāpikā	grade	24315	335-2	SCH-grade-12427_cases.xml	0
vihitaviDeya	vihitavidheya	vihitavidheya	vihitavidheya	grade	24317	335-2	SCH-grade-12427_cases.xml	0
vIcikA	vi1cika1	vīcikā	vīcikā	grade	24322	335-3	SCH-grade-12427_cases.xml	0
vIcimatI	vi1cimati1	vīcimatī	vīcimatī	grade	24324	335-3	SCH-grade-12427_cases.xml	0
vIcimant	vi1cimant	vīcimant	vīcimant	grade	24325	335-3	SCH-grade-12427_cases.xml	0
vIRAvarta	vi1n2a1varta	vīṇāvarta	vīnāvarta	grade	24329	335-3	SCH-grade-12427_cases.xml	0
vIRonnIti	vi1n2onni1ti	vīṇonnīti	vīnonnīti	grade	24331	335-3	SCH-grade-12427_cases.xml	0
vIrakzetrasaMBavatva	vi1raks2etrasam2bhavatva	vīrakṣetrasaṃbhavatva	vīrakṣetrasambhavatva	grade	24341	335-3	SCH-grade-12427_cases.xml	0
vIrajanatva	vi1rajanatva	vīrajanatva	vīrajanatva	grade	24342	335-3	SCH-grade-12427_cases.xml	0
vIrabanDu	vi1rabandhu	vīrabandhu	vīrabandhu	grade	24349	336-1	SCH-grade-12427_cases.xml	0
vIraBErava	Vi1rabhairava	vīrabhairava	vīrabhairava	grade	24350	336-1	SCH-grade-12427_cases.xml	0
vIramati	Vi1ramati	vīramati	vīramati	grade	24351	336-1	SCH-grade-12427_cases.xml	0
vIraMmanyatA	vi1ram2manyata1	vīraṃmanyatā	vīrammanyatā	grade	24352	336-1	SCH-grade-12427_cases.xml	0
vIraSrIviBramadarpaRa	Vi1ras4ri1vibhramadarpan2a	vīraśrīvibhramadarpaṇa	vīraśrīvibhramadarpana	grade	24353	336-1	SCH-grade-12427_cases.xml	0
vIrAyita	vi1ra1yita	vīrāyita	vīrāyita	grade	24355	336-1	SCH-grade-12427_cases.xml	0
vIryastamBa	vi1ryastambha	vīryastambha	vīryastambha	grade	24357	336-1	SCH-grade-12427_cases.xml	0
vIryasruti	vi1ryasruti	vīryasruti	vīryasruti	grade	24358	336-1	SCH-grade-12427_cases.xml	0
vIvaDin	vi1vadhin	vīvadhin	vīvadhin	grade	24359	336-1	SCH-grade-12427_cases.xml	0
vudvARqa	vudva1n2d2a	vudvāṇḍa	vudvānḍa	grade	24361	336-1	SCH-grade-12427_cases.xml	0
vfkadaMSa	vr2kadam2s4a	vṛkadaṃśa	vṛkadanśa	grade	24362	336-1	SCH-grade-12427_cases.xml	0
vfkodarI	Vr2kodari1	vṛkodarī	vṛkodarī	grade	24363	336-1	SCH-grade-12427_cases.xml	0
vfkzanArI	vr2ks2ana1ri1	vṛkṣanārī	vṛkṣanārī	grade	24364	336-1	SCH-grade-12427_cases.xml	0
vfkzADirUQa	vr2ks2a1dhiru1d2ha	vṛkṣādhirūḍha	vṛkṣādhirūḍha	grade	24365	336-1	SCH-grade-12427_cases.xml	0
vfkzArUQaka	vr2ks2a1ru1d2haka	vṛkṣārūḍhaka	vṛkṣārūḍhaka	grade	24367	336-1	SCH-grade-12427_cases.xml	0
vfttapucCA	vr2ttapuccha1	vṛttapucchā	vṛttapucchā	grade	24371	336-1	SCH-grade-12427_cases.xml	0
vfttikAma	vr2ttika1ma	vṛttikāma	vṛttikāma	grade	24374	336-2	SCH-grade-12427_cases.xml	0
vfttIkftya	vr2tti1kr2tya	vṛttīkṛtya	vṛttīkṛtya	grade	24375	336-2	SCH-grade-12427_cases.xml	0
vftrArAti	Vr2tra1ra1ti	vṛtrārāti	vṛtrārāti	grade	24377	336-2	SCH-grade-12427_cases.xml	0
vfdDAvasyandin	vr2ddha1vasyandin	vṛddhāvasyandin	vṛddhāvasyandin	grade	24382	336-2	SCH-grade-12427_cases.xml	0
vfndAwavI	vr2nda1t2avi1	vṛndāṭavī	vṛndāṭavī	grade	24384	336-2	SCH-grade-12427_cases.xml	0
vfndAdevI	Vr2nda1devi1	vṛndādevī	vṛndādevī	grade	24385	336-2	SCH-grade-12427_cases.xml	0
vfScikabanDa	vr2s4cikabandha	vṛścikabandha	vṛścikabandha	grade	24388	336-2	SCH-grade-12427_cases.xml	0
vfzakapiDvaja	vr2s2akapidhvaja	vṛṣakapidhvaja	vṛṣakapidhvaja	grade	24390	336-2	SCH-grade-12427_cases.xml	0
vfzaGAta	vr2s2agha1ta	vṛṣaghāta	vṛṣaghāta	grade	24392	336-2	SCH-grade-12427_cases.xml	0
vfzaBabanDa	vr2s2abhabandha	vṛṣabhabandha	vṛṣabhabandha	grade	24395	336-2	SCH-grade-12427_cases.xml	0
vfzarAjaketu	vr2s2ara1jaketu	vṛṣarājaketu	vṛṣarājaketu	grade	24398	336-2	SCH-grade-12427_cases.xml	0
vfzAGAta	vr2s2a1gha1ta	vṛṣāghāta	vṛṣāghāta	grade	24400	336-2	SCH-grade-12427_cases.xml	0
vfsIdaRqa	vr2si1dan2d2a	vṛsīdaṇḍa	vṛsīdanḍa	grade	24405	336-3	SCH-grade-12427_cases.xml	0
vekawika	vekat2ika	vekaṭika	vekaṭika	grade	24407	336-3	SCH-grade-12427_cases.xml	0
vegaBAj	vegabha1j	vegabhāj	vegabhāj	grade	24409	336-3	SCH-grade-12427_cases.xml	0
veqambara	ved2ambara	veḍambara	veḍambara	grade	24410	336-3	SCH-grade-12427_cases.xml	0
veqavana	ved2avana	veḍavana	veḍavana	grade	24411	336-3	SCH-grade-12427_cases.xml	0
veqikA	ved2ika1	veḍikā	veḍikā	grade	24412	336-3	SCH-grade-12427_cases.xml	0
veRibanDa	ven2ibandha	veṇibandha	venibandha	grade	24414	336-3	SCH-grade-12427_cases.xml	0
veRIkfta	ven2i1kr2ta	veṇīkṛta	venīkṛta	grade	24416	336-3	SCH-grade-12427_cases.xml	0
veRudArita	ven2uda1rita	veṇudārita	venudārita	grade	24417	336-3	SCH-grade-12427_cases.xml	0
veRudAritaka	ven2uda1ritaka	veṇudāritaka	venudāritaka	grade	24418	336-3	SCH-grade-12427_cases.xml	0
veRuvidArita	ven2uvida1rita	veṇuvidārita	venuvidārita	grade	24420	336-3	SCH-grade-12427_cases.xml	0
veRuvidAritaka	ven2uvida1ritaka	veṇuvidāritaka	venuvidāritaka	grade	24421	336-3	SCH-grade-12427_cases.xml	0
vetanopagrAhika	vetanopagra1hika	vetanopagrāhika	vetanopagrāhika	grade	24422	336-3	SCH-grade-12427_cases.xml	0
vetAlIya	veta1li1ya	vetālīya	vetālīya	grade	24423	336-3	SCH-grade-12427_cases.xml	0
vetrANkA	vetra1n3ka1	vetrāṅkā	vetrānkā	grade	24428	336-3	SCH-grade-12427_cases.xml	0
vetrAyamARa	vetra1yama1n2a	vetrāyamāṇa	vetrāyamāna	grade	24429	336-3	SCH-grade-12427_cases.xml	0
vedavedin	vedavedin	vedavedin	vedavedin	grade	24432	337-1	SCH-grade-12427_cases.xml	0
vedavEvaDika	vedavaivadhika	vedavaivadhika	vedavaivadhika	grade	24433	337-1	SCH-grade-12427_cases.xml	0
veDanAgra	vedhana1gra	vedhanāgra	vedhanāgra	grade	24440	337-1	SCH-grade-12427_cases.xml	0
