key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml	in_master
pattrahArI	pattraha1ri1	pattrahārī	pattrahārī	grade	17670	244-1	SCH-grade-12427_cases.xml	0
pattrANkura	pattra1n3kura	pattrāṅkura	pattrānkura	grade	17671	244-1	SCH-grade-12427_cases.xml	0
pattrAvalikA	pattra1valika1	pattrāvalikā	pattrāvalikā	grade	17673	244-1	SCH-grade-12427_cases.xml	0
pattripati	pattripati	pattripati	pattripati	grade	17677	244-1	SCH-grade-12427_cases.xml	0
paTikotpaTika	pathikotpathika	pathikotpathika	pathikotpathika	grade	17682	244-1	SCH-grade-12427_cases.xml	0
paTivastu	pathivastu	pathivastu	pathivastu	grade	17683	244-1	SCH-grade-12427_cases.xml	0
paTyAkfta	pathya1kr2ta	pathyākṛta	pathyākṛta	grade	17686	244-1	SCH-grade-12427_cases.xml	0
paTyetara	pathyetara	pathyetara	pathyetara	grade	17687	244-1	SCH-grade-12427_cases.xml	0
padatrARa	padatra1n2a	padatrāṇa	padatrāna	grade	17693	244-2	SCH-grade-12427_cases.xml	0
padayAta	padaya1ta	padayāta	padayāta	grade	17695	244-2	SCH-grade-12427_cases.xml	0
padahaMsaka	padaham2saka	padahaṃsaka	padahansaka	grade	17698	244-2	SCH-grade-12427_cases.xml	0
padAyate	pada1y(ate)	padāyate	padāyate	grade	17700	244-3	SCH-grade-12427_cases.xml	0
padgraha	[°padgraha	padgraha	padgraha	grade	17704	244-3	SCH-grade-12427_cases.xml	0
padDatikA	paddhatika1	paddhatikā	paddhatikā	grade	17706	244-3	SCH-grade-12427_cases.xml	0
padmaganDinI	Padmagandhini1	padmagandhinī	padmagandhinī	grade	17710	244-3	SCH-grade-12427_cases.xml	0
padmagrAhavant	padmagra1havant	padmagrāhavant	padmagrāhavant	grade	17712	244-3	SCH-grade-12427_cases.xml	0
padmajanus	padmajanus	padmajanus	padmajanus	grade	17713	244-3	SCH-grade-12427_cases.xml	0
padmadrohin	padmadrohin	padmadrohin	padmadrohin	grade	17715	244-3	SCH-grade-12427_cases.xml	0
padmanayanA	padmanayana1	padmanayanā	padmanayanā	grade	17717	244-3	SCH-grade-12427_cases.xml	0
padmanetrA	padmanetra1	padmanetrā	padmanetrā	grade	17720	245-1	SCH-grade-12427_cases.xml	0
padmarAgAyamARa	padmara1ga1yama1n2a	padmarāgāyamāṇa	padmarāgāyamāna	grade	17725	245-1	SCH-grade-12427_cases.xml	0
padmarAgin	padmara1gin	padmarāgin	padmarāgin	grade	17726	245-1	SCH-grade-12427_cases.xml	0
padmavanI	padmavani1	padmavanī	padmavanī	grade	17727	245-1	SCH-grade-12427_cases.xml	0
padmasuhfd	padmasuhr2d	padmasuhṛd	padmasuhṛd	grade	17732	245-1	SCH-grade-12427_cases.xml	0
padmASin	padma1s4in	padmāśin	padmāśin	grade	17738	245-1	SCH-grade-12427_cases.xml	0
padyaganDi	padyagandhi	padyagandhi	padyagandhi	grade	17742	245-1	SCH-grade-12427_cases.xml	0
padyAbanDa	padya1bandha	padyābandha	padyābandha	grade	17744	245-1	SCH-grade-12427_cases.xml	0
pannagArAti	pannaga1ra1ti	pannagārāti	pannagārāti	grade	17749	245-2	SCH-grade-12427_cases.xml	0
payaHpataNga	payah2patan3ga	payaḥpataṅga	payaḥpatanga	grade	17752	245-2	SCH-grade-12427_cases.xml	0
payaHpayoDi	payah2payodhi	payaḥpayodhi	payaḥpayodhi	grade	17753	245-2	SCH-grade-12427_cases.xml	0
payasijanilaya	payasijanilaya	payasijanilaya	payasijanilaya	grade	17755	245-2	SCH-grade-12427_cases.xml	0
payoga	payoga	payoga	payoga	grade	17759	245-2	SCH-grade-12427_cases.xml	0
payoja	payoja	payoja	payoja	grade	17761	245-2	SCH-grade-12427_cases.xml	0
payojinI	payojini1	payojinī	payojinī	grade	17763	245-2	SCH-grade-12427_cases.xml	0
payodanAda	payodana1da	payodanāda	payodanāda	grade	17764	245-2	SCH-grade-12427_cases.xml	0
payodavITI	payodavi1thi1	payodavīthī	payodavīthī	grade	17765	245-2	SCH-grade-12427_cases.xml	0
payodAgama	payoda1gama	payodāgama	payodāgama	grade	17766	245-2	SCH-grade-12427_cases.xml	0
payoDarapaTa	payodharapatha	payodharapatha	payodharapatha	grade	17767	245-2	SCH-grade-12427_cases.xml	0
payoDarapuraMDrikA	payodharapuram2dhrika1	payodharapuraṃdhrikā	payodharapurandhrikā	grade	17768	245-2	SCH-grade-12427_cases.xml	0
payoDikanyA	payodhikanya1	payodhikanyā	payodhikanyā	grade	17769	245-2	SCH-grade-12427_cases.xml	0
payoniDinATa	payonidhina1tha	payonidhinātha	payonidhinātha	grade	17770	245-2	SCH-grade-12427_cases.xml	0
payomanuzya	payomanus2ya	payomanuṣya	payomanuṣya	grade	17772	245-2	SCH-grade-12427_cases.xml	0
paraMvayas	param2vayas	paraṃvayas	paranvayas	grade	17780	245-3	SCH-grade-12427_cases.xml	0
parakAra	paraka1ra	parakāra	parakāra	grade	17781	245-3	SCH-grade-12427_cases.xml	0
paracakrapramardana	Paracakrapramardana	paracakrapramardana	paracakrapramardana	grade	17782	245-3	SCH-grade-12427_cases.xml	0
paratantratva	paratantratva	paratantratva	paratantratva	grade	17783	245-3	SCH-grade-12427_cases.xml	0
paratastana	paratastana	paratastana	paratastana	grade	17785	245-3	SCH-grade-12427_cases.xml	0
paradeSa	parades4a	paradeśa	paradeśa	grade	17786	245-3	SCH-grade-12427_cases.xml	0
parapurapraveSavidyA	parapurapraves4avidya1	parapurapraveśavidyā	parapurapraveśavidyā	grade	17789	245-3	SCH-grade-12427_cases.xml	0
parapramAtar	paraprama1tar	parapramātar	parapramātar	grade	17790	245-3	SCH-grade-12427_cases.xml	0
parabalapralayAnala	Parabalapralaya1nala	parabalapralayānala	parabalapralayānala	grade	17793	245-3	SCH-grade-12427_cases.xml	0
paramatama	paramatama	paramatama	paramatama	grade	17799	246-1	SCH-grade-12427_cases.xml	0
paramaDvanitam	paramadhvanitam	paramadhvanitam	paramadhvanitam	grade	17800	246-1	SCH-grade-12427_cases.xml	0
paramaramA	paramarama1	paramaramā	paramaramā	grade	17803	246-1	SCH-grade-12427_cases.xml	0
paramardin	paramardin	paramardin	paramardin	grade	17804	246-1	SCH-grade-12427_cases.xml	0
paramaSiva	paramas4iva	paramaśiva	paramaśiva	grade	17806	246-1	SCH-grade-12427_cases.xml	0
paramaSivaBawwAraka	paramas4ivabhat2t2a1raka	paramaśivabhaṭṭāraka	paramaśivabhaṭṭāraka	grade	17807	246-1	SCH-grade-12427_cases.xml	0
paramasAMvatsarika	paramasa1m2vatsarika	paramasāṃvatsarika	paramasānvatsarika	grade	17808	246-1	SCH-grade-12427_cases.xml	0
paramArin	parama1rin	paramārin	paramārin	grade	17811	246-1	SCH-grade-12427_cases.xml	0
paramArTasant	parama1rthasant	paramārthasant	paramārthasant	grade	17814	246-1	SCH-grade-12427_cases.xml	0
paramASva	parama1s4va	paramāśva	paramāśva	grade	17817	246-2	SCH-grade-12427_cases.xml	0
paralokAgama	paraloka1gama	paralokāgama	paralokāgama	grade	17822	246-2	SCH-grade-12427_cases.xml	0
paralokin	paralokin	paralokin	paralokin	grade	17823	246-2	SCH-grade-12427_cases.xml	0
paravaSayati	paravas4ay(ati)	paravaśayati	paravaśayati	grade	17825	246-2	SCH-grade-12427_cases.xml	0
paravaSIkar	paravas4i1kar	paravaśīkar	paravaśīkar	grade	17826	246-2	SCH-grade-12427_cases.xml	0
paraSuDAra	paras4udha1ra	paraśudhāra	paraśudhāra	grade	17829	246-2	SCH-grade-12427_cases.xml	0
paraSuparAkrama	Paras4upara1krama	paraśuparākrama	paraśuparākrama	grade	17830	246-2	SCH-grade-12427_cases.xml	0
paraSupARi	paras4upa1n2i	paraśupāṇi	paraśupāni	grade	17832	246-2	SCH-grade-12427_cases.xml	0
paraSSata	paras4s4ata	paraśśata	paraśśata	grade	17834	246-2	SCH-grade-12427_cases.xml	0
parAgAnana	para1ga1nana	parāgānana	parāgānana	grade	17842	246-3	SCH-grade-12427_cases.xml	0
parAcInatA	para1ci1nata1	parācīnatā	parācīnatā	grade	17850	246-3	SCH-grade-12427_cases.xml	0
parAjayavant	para1jayavant	parājayavant	parājayavant	grade	17851	246-3	SCH-grade-12427_cases.xml	0
parADeya	para1dheya	parādheya	parādheya	grade	17853	246-3	SCH-grade-12427_cases.xml	0
parAmaya	para1maya	parāmaya	parāmaya	grade	17857	246-3	SCH-grade-12427_cases.xml	0
parAmarSin	para1mars4in	parāmarśin	parāmarśin	grade	17859	246-3	SCH-grade-12427_cases.xml	0
parAmarza	para1mars2a	parāmarṣa	parāmarṣa	grade	17860	246-3	SCH-grade-12427_cases.xml	0
parAmbA	para1mba1	parāmbā	parāmbā	grade	17861	246-3	SCH-grade-12427_cases.xml	0
parAyattatA	para1yattata1	parāyattatā	parāyattatā	grade	17863	246-3	SCH-grade-12427_cases.xml	0
parArDatA	para1rdhata1	parārdhatā	parārdhatā	grade	17866	247-1	SCH-grade-12427_cases.xml	0
parAvfttaka	para1vr2ttaka	parāvṛttaka	parāvṛttaka	grade	17869	247-1	SCH-grade-12427_cases.xml	0
parASaktiH	para1s4aktih2	parāśaktiḥ	parāśakti	grade	17870	247-1	SCH-grade-12427_cases.xml	0
parAsara	para1sara	parāsara	parāsara	grade	17871	247-1	SCH-grade-12427_cases.xml	0
parikuwwana	parikut2t2ana	parikuṭṭana	parikuṭṭana	grade	17882	247-1	SCH-grade-12427_cases.xml	0
parigfha	parigr2ha	parigṛha	parigṛha	grade	17889	247-1	SCH-grade-12427_cases.xml	0
parigrAham	parigra1ham	parigrāham	parigrāham	grade	17891	247-2	SCH-grade-12427_cases.xml	0
paricayana	paricayana	paricayana	paricayana	grade	17896	247-2	SCH-grade-12427_cases.xml	0
paricitatva	paricitatva	paricitatva	paricitatva	grade	17901	247-2	SCH-grade-12427_cases.xml	0
pariRayanasraj	parin2ayanasraj	pariṇayanasraj	parinayanasraj	grade	17908	247-2	SCH-grade-12427_cases.xml	0
paridAnaleKa	parida1nalekha	paridānalekha	paridānalekha	grade	17915	247-3	SCH-grade-12427_cases.xml	0
parideSa	parides4a	parideśa	parideśa	grade	17918	247-3	SCH-grade-12427_cases.xml	0
paridyUnatva	paridyu1natva	paridyūnatva	paridyūnatva	grade	17919	247-3	SCH-grade-12427_cases.xml	0
pariDUsaratA	paridhu1sarata1	paridhūsaratā	paridhūsaratā	grade	17923	247-3	SCH-grade-12427_cases.xml	0
paripacanatA	paripacanata1	paripacanatā	paripacanatā	grade	17928	247-3	SCH-grade-12427_cases.xml	0
paripAwalatA	paripa1t2alata1	paripāṭalatā	paripāṭalatā	grade	17931	247-3	SCH-grade-12427_cases.xml	0
paripAwalatva	paripa1t2alatva	paripāṭalatva	paripāṭalatva	grade	17932	247-3	SCH-grade-12427_cases.xml	0
paripAwikA	paripa1t2ika1	paripāṭikā	paripāṭikā	grade	17934	247-3	SCH-grade-12427_cases.xml	0
paripAwIka	paripa1t2i1ka	paripāṭīka	paripāṭīka	grade	17935	247-3	SCH-grade-12427_cases.xml	0
paripuNKa	paripun3kha	paripuṅkha	paripunkha	grade	17940	248-1	SCH-grade-12427_cases.xml	0
paripUrRavant	paripu1rn2avant	paripūrṇavant	paripūrnavant	grade	17946	248-1	SCH-grade-12427_cases.xml	0
pariBavada	paribhavada	paribhavada	paribhavada	grade	17954	248-1	SCH-grade-12427_cases.xml	0
parimalana	parimalana	parimalana	parimalana	grade	17970	248-2	SCH-grade-12427_cases.xml	0
parimalin	parimalin	parimalin	parimalin	grade	17972	248-2	SCH-grade-12427_cases.xml	0
parimARI	parima1n2i1	parimāṇī	parimānī	grade	17973	248-2	SCH-grade-12427_cases.xml	0
parimARqalya	parima1n2d2alya	parimāṇḍalya	parimānḍalya	grade	17974	248-2	SCH-grade-12427_cases.xml	0
parimitArTa	parimita1rtha	parimitārtha	parimitārtha	grade	17976	248-2	SCH-grade-12427_cases.xml	0
parimuKena	parimukhena	parimukhena	parimukhena	grade	17977	248-2	SCH-grade-12427_cases.xml	0
parimfzwaka	parimr2s2t2aka	parimṛṣṭaka	parimṛṣṭaka	grade	17978	248-2	SCH-grade-12427_cases.xml	0
parimlAni	parimla1ni	parimlāni	parimlāni	grade	17979	248-2	SCH-grade-12427_cases.xml	0
pariraya	pariraya	pariraya	pariraya	grade	17982	248-2	SCH-grade-12427_cases.xml	0
parirUkza	pariru1ks2a	parirūkṣa	parirūkṣa	grade	17984	248-3	SCH-grade-12427_cases.xml	0
parivartakam	parivartakam	parivartakam	parivartakam	grade	17987	248-3	SCH-grade-12427_cases.xml	0
parivartanaka	parivartanaka	parivartanaka	parivartanaka	grade	17989	248-3	SCH-grade-12427_cases.xml	0
parivartayitar	parivartayitar	parivartayitar	parivartayitar	grade	17990	248-3	SCH-grade-12427_cases.xml	0
parivikaca	parivikaca	parivikaca	parivikaca	grade	18001	248-3	SCH-grade-12427_cases.xml	0
pariSudDIkfta	paris4uddhi1kr2ta	pariśuddhīkṛta	pariśuddhīkṛta	grade	18017	249-1	SCH-grade-12427_cases.xml	0
parizizvaNkzu	paris2is2van3ks2u	pariṣiṣvaṅkṣu	pariṣiṣvankṣu	grade	18021	249-1	SCH-grade-12427_cases.xml	0
parizvaja	paris2vaja	pariṣvaja	pariṣvaja	grade	18023	249-1	SCH-grade-12427_cases.xml	0
parisaMharaRa	parisam2haran2a	parisaṃharaṇa	parisanharana	grade	18024	249-1	SCH-grade-12427_cases.xml	0
parisad	parisad	parisad	parisad	grade	18025	249-1	SCH-grade-12427_cases.xml	0
parisUnam	parisu1nam	parisūnam	parisūnam	grade	18027	249-1	SCH-grade-12427_cases.xml	0
parihAranOkA	pariha1ranauka1	parihāranaukā	parihāranaukā	grade	18038	249-2	SCH-grade-12427_cases.xml	0
parIkzakatA	pari1ks2akata1	parīkṣakatā	parīkṣakatā	grade	18040	249-2	SCH-grade-12427_cases.xml	0
parIkzitf	pari1ks2itr2	parīkṣitṛ	parīkṣitṛ	grade	18042	249-2	SCH-grade-12427_cases.xml	0
parIkzopala	pari1ks2opala	parīkṣopala	parīkṣopala	grade	18043	249-2	SCH-grade-12427_cases.xml	0
parIBoga	pari1bhoga	parībhoga	parībhoga	grade	18044	249-2	SCH-grade-12427_cases.xml	0
parImala	pari1mala	parīmala	parīmala	grade	18045	249-2	SCH-grade-12427_cases.xml	0
parIvAhita	pari1va1hita	parīvāhita	parīvāhita	grade	18047	249-2	SCH-grade-12427_cases.xml	0
parIsahajaya	pari1sahajaya	parīsahajaya	parīsahajaya	grade	18051	249-2	SCH-grade-12427_cases.xml	0
parIhAraleKa	pari1ha1ra(lekha)	parīhāralekha	parīhāralekha	grade	18052	249-2	SCH-grade-12427_cases.xml	0
paruzagir	parus2agir	paruṣagir	paruṣagir	grade	18056	249-3	SCH-grade-12427_cases.xml	0
paruzagu	parus2agu	paruṣagu	paruṣagu	grade	18057	249-3	SCH-grade-12427_cases.xml	0
paruzaBAzaka	parus2abha1s2aka	paruṣabhāṣaka	paruṣabhāṣaka	grade	18058	249-3	SCH-grade-12427_cases.xml	0
paruzamanIza	parus2amani1s2a	paruṣamanīṣa	paruṣamanīṣa	grade	18059	249-3	SCH-grade-12427_cases.xml	0
paruzaraSmi	[°parus2aras4mi	paruṣaraśmi	paruṣaraśmi	grade	18060	249-3	SCH-grade-12427_cases.xml	0
paretanATa	paretana1tha	paretanātha	paretanātha	grade	18061	249-3	SCH-grade-12427_cases.xml	0
paretapati	paretapati	paretapati	paretapati	grade	18062	249-3	SCH-grade-12427_cases.xml	0
paretavana	paretavana	paretavana	paretavana	grade	18063	249-3	SCH-grade-12427_cases.xml	0
pareteSa	paretes4a	pareteśa	pareteśa	grade	18064	249-3	SCH-grade-12427_cases.xml	0
parjanyaka	Parjanyaka	parjanyaka	parjanyaka	grade	18073	249-3	SCH-grade-12427_cases.xml	0
parRalaGuvidyA	parn2alaghu[vidya1]	parṇalaghuvidyā	parnalaghuvidyā	grade	18074	249-3	SCH-grade-12427_cases.xml	0
parya	parya	parya	parya	grade	18079	250-1	SCH-grade-12427_cases.xml	0
paryagra	paryagra	paryagra	paryagra	grade	18080	250-1	SCH-grade-12427_cases.xml	0
paryantadaSA	paryantadas4a1	paryantadaśā	paryantadaśā	grade	18083	250-1	SCH-grade-12427_cases.xml	0
paryavasAyitA	paryavasa1yita1	paryavasāyitā	paryavasāyitā	grade	18087	250-1	SCH-grade-12427_cases.xml	0
paryaSru	paryas4ru	paryaśru	paryaśru	grade	18090	250-1	SCH-grade-12427_cases.xml	0
paryAtma	[°parya1tma	paryātma	paryātma	grade	18093	250-1	SCH-grade-12427_cases.xml	0
paryAptatva	parya1ptatva	paryāptatva	paryāptatva	grade	18096	250-1	SCH-grade-12427_cases.xml	0
paryupAsti	paryupa1sti	paryupāsti	paryupāsti	grade	18103	250-2	SCH-grade-12427_cases.xml	0
parvatasaMDi	parvatasam2dhi	parvatasaṃdhi	parvatasandhi	grade	18111	250-2	SCH-grade-12427_cases.xml	0
parvarasa	parvarasa	parvarasa	parvarasa	grade	18115	250-2	SCH-grade-12427_cases.xml	0
parvAnaka	parva1naka	parvānaka	parvānaka	grade	18116	250-2	SCH-grade-12427_cases.xml	0
palawyamAna	palat2yama1na	palaṭyamāna	palaṭyamāna	grade	18118	250-2	SCH-grade-12427_cases.xml	0
palaBuj	palabhuj	palabhuj	palabhuj	grade	18119	250-2	SCH-grade-12427_cases.xml	0
paliSa	palis4a	paliśa	paliśa	grade	18130	250-3	SCH-grade-12427_cases.xml	0
pallavAyamAna	pallava1yama1na	pallavāyamāna	pallavāyamāna	grade	18139	250-3	SCH-grade-12427_cases.xml	0
palvalIkf	palvali1kr2	palvalīkṛ	palvalīkṛ	grade	18146	250-3	SCH-grade-12427_cases.xml	0
pavanakanyakA	pavanakanyaka1	pavanakanyakā	pavanakanyakā	grade	18147	250-3	SCH-grade-12427_cases.xml	0
pavanatanUja	pavanatanu1ja	pavanatanūja	pavanatanūja	grade	18149	250-3	SCH-grade-12427_cases.xml	0
pavanamArga	pavanama1rga	pavanamārga	pavanamārga	grade	18151	251-1	SCH-grade-12427_cases.xml	0
pavanavayasya	pavanavayasya	pavanavayasya	pavanavayasya	grade	18152	251-1	SCH-grade-12427_cases.xml	0
pavanavegA	Pavanavega1	pavanavegā	pavanavegā	grade	18153	251-1	SCH-grade-12427_cases.xml	0
pavamAnasaKi	pavama1nasakhi	pavamānasakhi	pavamānasakhi	grade	18155	251-1	SCH-grade-12427_cases.xml	0
pavarRa	pavarn2a	pavarṇa	pavarna	grade	18156	251-1	SCH-grade-12427_cases.xml	0
paSupati	pas4upati	paśupati	paśupati	grade	18166	251-1	SCH-grade-12427_cases.xml	0
paSupatinandana	pas4upatinandana	paśupatinandana	paśupatinandana	grade	18167	251-1	SCH-grade-12427_cases.xml	0
paSubanDa	pas4ubandha	paśubandha	paśubandha	grade	18169	251-1	SCH-grade-12427_cases.xml	0
paSuyukti	pas4uyukti	paśuyukti	paśuyukti	grade	18171	251-1	SCH-grade-12427_cases.xml	0
paScAtkAya	pas4ca1tka1ya	paścātkāya	paścātkāya	grade	18177	251-2	SCH-grade-12427_cases.xml	0
paScAtkAra	pas4ca1tka1ra	paścātkāra	paścātkāra	grade	18178	251-2	SCH-grade-12427_cases.xml	0
paScAdaNguli	pas4ca1dan3guli	paścādaṅguli	paścādanguli	grade	18180	251-2	SCH-grade-12427_cases.xml	0
paScima	pas4cima	paścima	paścima	grade	18182	251-2	SCH-grade-12427_cases.xml	0
paScimadakziRa	pas4cimadaks2in2a	paścimadakṣiṇa	paścimadakṣina	grade	18183	251-2	SCH-grade-12427_cases.xml	0
paScimAsanika	pas4cima1sanika	paścimāsanika	paścimāsanika	grade	18187	251-2	SCH-grade-12427_cases.xml	0
paScimottara	pas4cimottara	paścimottara	paścimottara	grade	18188	251-2	SCH-grade-12427_cases.xml	0
paSyantI	pas4yanti1	paśyantī	paśyantī	grade	18190	251-2	SCH-grade-12427_cases.xml	0
pAMSana	pa1m2s4ana	pāṃśana	pānśana	grade	18194	251-3	SCH-grade-12427_cases.xml	0
pAMSula	pa1m2s4ula	pāṃśula	pānśula	grade	18195	251-3	SCH-grade-12427_cases.xml	0
pAMSulatva	pa1m2s4ulatva	pāṃśulatva	pānśulatva	grade	18196	251-3	SCH-grade-12427_cases.xml	0
pAMsanA	pa1m2sana1	pāṃsanā	pānsanā	grade	18199	251-3	SCH-grade-12427_cases.xml	0
pAMsukriyA	pa1m2sukriya1	pāṃsukriyā	pānsukriyā	grade	18200	251-3	SCH-grade-12427_cases.xml	0
pAMsuDAvaka	pa1m2sudha1vaka	pāṃsudhāvaka	pānsudhāvaka	grade	18203	251-3	SCH-grade-12427_cases.xml	0
pAMsulakzaRa	pa1m2sulaks2an2a	pāṃsulakṣaṇa	pānsulakṣana	grade	18204	251-3	SCH-grade-12427_cases.xml	0
pAMsulatA	pa1m2sulata1	pāṃsulatā	pānsulatā	grade	18205	251-3	SCH-grade-12427_cases.xml	0
pAkapattra	pa1kapattra	pākapattra	pākapattra	grade	18209	251-3	SCH-grade-12427_cases.xml	0
pAkamukta	pa1kamukta	pākamukta	pākamukta	grade	18211	251-3	SCH-grade-12427_cases.xml	0
pAkayajYapaSu	pa1kayajn5apas4u	pākayajñapaśu	pākayajnapaśu	grade	18212	251-3	SCH-grade-12427_cases.xml	0
pAkasidDAnta	pa1kasiddha1nta	pākasiddhānta	pākasiddhānta	grade	18215	251-3	SCH-grade-12427_cases.xml	0
pAkArAti	Pa1ka1ra1ti	pākārāti	pākārāti	grade	18216	251-3	SCH-grade-12427_cases.xml	0
pAkonmuKa	pa1konmukha	pākonmukha	pākonmukha	grade	18217	251-3	SCH-grade-12427_cases.xml	0
pAkvamAMsika	pa1kvama1m2sika	pākvamāṃsika	pākvamānsika	grade	18218	251-3	SCH-grade-12427_cases.xml	0
pAKaRqin	pa1khan2d2in	pākhaṇḍin	pākhanḍin	grade	18220	252-1	SCH-grade-12427_cases.xml	0
pANkaja	pa1n3kaja	pāṅkaja	pānkaja	grade	18221	252-1	SCH-grade-12427_cases.xml	0
pAcanatA	pa1canata1	pācanatā	pācanatā	grade	18222	252-1	SCH-grade-12427_cases.xml	0
pAcin	pa1cin	pācin	pācin	grade	18224	252-1	SCH-grade-12427_cases.xml	0
pAYcajanyanAqiMDama	pa1n5cajanyana1d2im2dhama	pāñcajanyanāḍiṃdhama	pāncajanyanāḍindhama	grade	18228	252-1	SCH-grade-12427_cases.xml	0
pAway	pa1t2ay	pāṭay	pāṭay	grade	18235	252-1	SCH-grade-12427_cases.xml	0
pAwalatA	pa1t2alata1	pāṭalatā	pāṭalatā	grade	18239	252-1	SCH-grade-12427_cases.xml	0
pAwalamaRi	pa1t2alaman2i	pāṭalamaṇi	pāṭalamani	grade	18240	252-1	SCH-grade-12427_cases.xml	0
pAwalIpura	Pa1t2ali1pura	pāṭalīpura	pāṭalīpura	grade	18244	252-1	SCH-grade-12427_cases.xml	0
pAwavya	pa1t2avya	pāṭavya	pāṭavya	grade	18248	252-1	SCH-grade-12427_cases.xml	0
pAwIpati	pa1t2i1pati	pāṭīpati	pāṭīpati	grade	18249	252-2	SCH-grade-12427_cases.xml	0
pARipIqA	pa1n2ipi1d2a1	pāṇipīḍā	pānipīḍā	grade	18260	252-2	SCH-grade-12427_cases.xml	0
pARqaratA	pa1n2d2arata1	pāṇḍaratā	pānḍaratā	grade	18262	252-2	SCH-grade-12427_cases.xml	0
pARqavataru	pa1n2d2avataru	pāṇḍavataru	pānḍavataru	grade	18264	252-2	SCH-grade-12427_cases.xml	0
pARqukAla	pa1n2d2uka1la	pāṇḍukāla	pānḍukāla	grade	18269	252-2	SCH-grade-12427_cases.xml	0
pARquBU	pa1n2d2ubhu1	pāṇḍubhū	pānḍubhū	grade	18276	252-3	SCH-grade-12427_cases.xml	0
pARqurakta	pa1n2d2urakta	pāṇḍurakta	pānḍurakta	grade	18278	252-3	SCH-grade-12427_cases.xml	0
pARqurin	pa1n2d2urin	pāṇḍurin	pānḍurin	grade	18281	252-3	SCH-grade-12427_cases.xml	0
pARqUkfta	pa1n2d2u1kr2ta	pāṇḍūkṛta	pānḍūkṛta	grade	18285	252-3	SCH-grade-12427_cases.xml	0
pARqyakavAwaka	Pa1n2d2yakava1t2aka	pāṇḍyakavāṭaka	pānḍyakavāṭaka	grade	18286	252-3	SCH-grade-12427_cases.xml	0
pAtAka	Pa1ta1ka	pātāka	pātāka	grade	18292	252-3	SCH-grade-12427_cases.xml	0
pAtAlakanyA	pa1ta1lakanya1	pātālakanyā	pātālakanyā	grade	18294	252-3	SCH-grade-12427_cases.xml	0
pAtrasad	pa1trasad	pātrasad	pātrasad	grade	18302	253-1	SCH-grade-12427_cases.xml	0
pATeyIkar	pa1theyi1kar	pātheyīkar	pātheyīkar	grade	18304	253-1	SCH-grade-12427_cases.xml	0
pATodara	pa1thodara	pāthodara	pāthodara	grade	18306	253-1	SCH-grade-12427_cases.xml	0
pAToniDinATa	pa1thonidhina1tha	pāthonidhinātha	pāthonidhinātha	grade	18308	253-1	SCH-grade-12427_cases.xml	0
pAdanaKaMpaca	pa1danakham2paca	pādanakhaṃpaca	pādanakhampaca	grade	18313	253-1	SCH-grade-12427_cases.xml	0
pAdaniravadya	pa1daniravadya	pādaniravadya	pādaniravadya	grade	18314	253-1	SCH-grade-12427_cases.xml	0
pAdaparitrARa	pa1daparitra1n2a	pādaparitrāṇa	pādaparitrāna	grade	18315	253-1	SCH-grade-12427_cases.xml	0
pAdapAtin	pa1dapa1tin	pādapātin	pādapātin	grade	18316	253-1	SCH-grade-12427_cases.xml	0
pAdapASika	pa1dapa1s4ika	pādapāśika	pādapāśika	grade	18317	253-1	SCH-grade-12427_cases.xml	0
pAdaPalikA	pa1daphalika1	pādaphalikā	pādaphalikā	grade	18318	253-1	SCH-grade-12427_cases.xml	0
pAdaliptapura	Pa1daliptapura	pādaliptapura	pādaliptapura	grade	18322	253-1	SCH-grade-12427_cases.xml	0
pAdANgadIkf	pa1da1n3gadi1kr2	pādāṅgadīkṛ	pādāngadīkṛ	grade	18326	253-2	SCH-grade-12427_cases.xml	0
pAdAjIva	pa1da1ji1va	pādājīva	pādājīva	grade	18327	253-2	SCH-grade-12427_cases.xml	0
pAdAByAsa	pa1da1bhya1sa	pādābhyāsa	pādābhyāsa	grade	18329	253-2	SCH-grade-12427_cases.xml	0
pAdmarAga	pa1dmara1ga	pādmarāga	pādmarāga	grade	18335	253-2	SCH-grade-12427_cases.xml	0
pAnaparamparA	pa1naparampara1	pānaparamparā	pānaparamparā	grade	18339	253-2	SCH-grade-12427_cases.xml	0
pAnIyaSayyA	pa1ni1yas4ayya1	pānīyaśayyā	pānīyaśayyā	grade	18341	253-2	SCH-grade-12427_cases.xml	0
pAnoddeSa	pa1noddes4a	pānoddeśa	pānoddeśa	grade	18343	253-2	SCH-grade-12427_cases.xml	0
pApanaya	pa1panaya	pāpanaya	pāpanaya	grade	18344	253-2	SCH-grade-12427_cases.xml	0
pApardDin	pa1parddhin	pāparddhin	pāparddhin	grade	18350	253-3	SCH-grade-12427_cases.xml	0
pApISa	pa1pi1s4a	pāpīśa	pāpīśa	grade	18354	253-3	SCH-grade-12427_cases.xml	0
pApeyaka	Pa1peyaka	pāpeyaka	pāpeyaka	grade	18355	253-3	SCH-grade-12427_cases.xml	0
pAmarodAra	Pa1maroda1ra	pāmarodāra	pāmarodāra	grade	18357	253-3	SCH-grade-12427_cases.xml	0
pAyuDvani	pa1yudhvani	pāyudhvani	pāyudhvani	grade	18359	253-3	SCH-grade-12427_cases.xml	0
