01.0001   2 BU sattAyAm
01.0002   2 udAttaH parasmEBAzA
01.0003  47 eDa vfdDO
01.0004  49 spardDa saNGarze
01.0005  50 gADf pratizWAlipsayorgranTe ca
01.0006  51 bADf loqane
01.0007  52 nADf nATf yAYcopatApESvaryASIHzu
01.0008  55 daDa DAraRe
01.0009  57 skudi ApravaRe
01.0010  57 Svidi SvEtye
01.0011  57 vadi aBivAdanastutyoH
01.0012  58 Badi kalyARe suKe ca
01.0013  58 madi stutimodamadasvapnakAntigatizu
01.0014  58 spadi kiYciccalane
01.0015  58 klidi paridevane
01.0016  59 muda harze
01.0017  60 dada dAne
01.0018  60 zvada svarda AsvAdane
01.0019  61 urda mAne krIqAyAM ca
01.0020  61 kurda Kurda gurda guda krIqAyAmeva
01.0021  61 zUda kzaraRe
01.0022  62 hrAda avyakte Sabde
01.0023  62 hlAdI suKe ca
01.0024  62 svAda AsvAdane
01.0025  62 parda kutsite Sabde
01.0026  63 yatI prayatne
01.0027  63 yutf jutf BAsane
01.0028  63 viTf veTf yAcane
01.0029  63 SraTi SETilye
01.0030  64 graTi kOwilye
01.0031  64 katTa SlAGAyAm
01.0032  64 eDAdaya udAttA anudAttetaH
01.0033  64 ata sAtatyagamane
01.0034  65 citI saMjYAne
01.0035  66 cyutir Asecane
01.0036  66 Scyutir kzaraRe
01.0037  67 manTa viloqane
01.0038  68 kuTi puTi luTi maTi mAnTa hiMsAsaNkleSanayoH
01.0039  68 ziDa gatyAm
01.0040  69 ziDU SAstre mANgalye ca
01.0041  70 KAdf BakzaRe
01.0042  71 Kada sTErye hiMsAyAM ca
01.0043  71 bada sTErye
01.0044  71 gada vyaktAyAM vAci
01.0045  72 rada vileKane
01.0046  72 Rada avyakte Sabde
01.0047  72 arda gatO yAcane ca
01.0048  73 narda garda Sabde
01.0049  73 tarda hiMsAyAm
01.0050  73 karda kutsite Sabde
01.0051  73 Karda dandaSUke
01.0052  73 ati adi banDane
01.0053  74 idi paramESvarye
01.0054  74 bidi avayave
01.0055  75 gaqi vadanEkadeSe
01.0056  75 Ridi kutsAyAm
01.0057  75 wunadi samfdDO
01.0058  75 cadi AhlAdane dIptO ca
01.0059  75 tradi cezwAyAm
01.0060  75 kadi kradi kladi AhvAne rodane ca
01.0061  76 klidi paridevane
01.0062  76 SunDa SudDO
01.0063  76 atAdayaH udAttA udAtteto gatAH
01.0064  76 SIkf secane
01.0065  77 lokf darSane
01.0066  77 Slokf saNGAte
01.0067  77 drekf Drekf SabdotsAhayoH
01.0068  77 rekf SaNkAyAm
01.0069  77 sekf srekf sraki Sraki Slaki gatyarTAH
01.0070  77 Saki SaNkAyAm
01.0071  77 aki lakzaRe
01.0072  78 vaki kOwilye
01.0073  78 maki maRqane
01.0074  78 kaka lOlye
01.0075  78 kuka vfka AdAne
01.0076  79 caka tfptO pratiGAte ca
01.0077  79 kaki vaki Svaki traki QOkf trOkf zvazka vaska maska wikf wIkf raGi laGi gatyarTAH
01.0078  80 aGi vaGi maGi gatyAkzepe
01.0079  80 maGi kEtave ca
01.0080  80 rAGf lAGf drAGf sAmarTye
01.0081  80 drAGf AyAme ca
01.0082  80 SlAGf katTane
01.0083  80 SIkrAdaya udAttA anudAtteto gatAH
01.0084  81 Pakka nIcErgatO
01.0085  81 taka hasane
01.0086  81 taki kfcCrajIvane
01.0087  81 bukka BazaRe
01.0088  81 kaKa hasane
01.0089  81 oKf rAKf lAKf drAKf DrAKf SozaRAlamarTayoH
01.0090  81 SAKf SlAKf vyAptO
01.0091  82 uKa uKi vaKa vaKi maKa maKi RaKa RaKi raKa raKi laKa laKi iKa iKi IKi valgi ragi lagi agi vagi magi tagi tvagi Sragi Slagi igi rigi ligi gatyarTAH
01.0092  84 tvagi kampane ca
01.0093  84 yugi jugi vugi varjane
01.0094  84 GaGa hasane
01.0095  85 maGi maRqane
01.0096  84 SiGi AGrARe
01.0097  84 PakkAdaya udAttA udAttetaH
01.0098  84 varca dIptO
01.0099  85 zaca secane
01.0100  85 locf darSane
01.0101  86 Saca vyaktAyAM vAci
01.0102  86 Svaca Svaci gatO
01.0103  86 kaca banDane
01.0104  86 kaci kAci dIptibanDanayoH
01.0105  86 maca muci kalkane
01.0106  86 maci DAraRocCrAyapUjanezu
01.0107  86 paci vyaktIkaraRe
01.0108  87 zwuca prasAde
01.0109  87 fja gatisTAnArjanopArjanezu
01.0110  88 fji BfjI Barjane
01.0111  88 ejf Brejf BrAjf dIptO
01.0112  89 Ija gatikutsanayoH
01.0113  89 varcAdaya udAttA anudAttetaH
01.0114  89 Suca Soke
01.0115  89 kuca Sabde tAre
01.0116  89 kuYca kruYca kOwilyAlpIBAvayoH
01.0117  90 luYca apanayane
01.0118  90 aYcu gatipUjanayoH
01.0119  92 vaYcu caYcu taYcu tvaYcu mruYcu mluYcu mrucu mlucu gatyarTAH
01.0120  93 grucu glucu kuju Kuju steyakaraRe
01.0121  93 gluYcu zasja gatO
01.0122  94 guji avyakte Sabde
01.0123  94 arca pUjAyAm
01.0124  94 mlecCa avyakte Sabde
01.0125  95 lacCa lACi lakzaRe
01.0126  95 vACi icCAyAm
01.0127  95 ACi AyAme
01.0128  96 hrIcCa lajjAyAm
01.0129  96 hurCA kOwilye
01.0130  96 murCA mohasamucCrAyayoH
01.0131  96 sPurCA vistftO
01.0132  96 yucCa pramAde
01.0133  96 uCi uYCe
01.0134  97 ucCI vivAse
01.0135  98 Draja Draji Dfja Dfji Dvaja Dvaji gatO
01.0136  98 kUja avyakte Sabde
01.0137  98 arja zarja arjane
01.0138  98 garja Sabde
01.0139  98 tarja Bartsane
01.0140  98 karja vyaTane
01.0141  98 Karja pUjane ca
01.0142  98 aja gatikzepaRayoH
01.0143 100 teja pAlane
01.0144 100 Kaja manTe
01.0145 100 Kaji gativEkalye
01.0146 100 ejf kampane
01.0147 101 wuosPUrjA vajranirGoze
01.0148 101 kzi kzaye
01.0149 101 kzIja avyakte Sabde
01.0150 101 laja laji Barjane
01.0151 101 lAja lAji Bartsane ca
01.0152 102 jaja jaji yudDe
01.0153 102 tuja hiMsAyAm
01.0154 102 tuji pAlane ca
01.0155 102 gaja gaji gfja gfji muja muji SabdArTAH
01.0156 102 gaja madane ca
01.0157 102 vaja vraja gatO
